!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:41:12
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-7.5504413,-17.916052,-44.958893,-106.51223
2001000000,-7.5712395,-17.823338,-45.118294,-108.6223
2002000000,-7.5854921,-17.75828,-45.327469,-109.94952
2003000000,-7.6151371,-17.69607,-45.427322,-111.3681
2004000000,-7.648869,-17.677216,-45.468594,-112.75874
2005000000,-7.6745858,-17.679464,-45.553993,-113.79311
2006000000,-7.6963816,-17.705038,-45.588497,-114.28696
2007000000,-7.7077227,-17.704308,-45.717621,-114.81198
2008000000,-7.7370973,-17.773483,-45.73455,-114.94274
2009000000,-7.7535357,-17.801369,-45.901119,-114.97424
2010000000,-7.7658043,-17.820818,-46.037861,-114.80085
2011000000,-7.7938108,-17.76984,-46.204216,-114.19543
2012000000,-7.8041272,-17.767754,-46.405834,-113.32064
2013000000,-7.8312492,-17.695322,-46.448288,-112.60301
2014000000,-7.8631706,-17.602247,-46.614319,-111.65577
2015000000,-7.8942056,-17.462559,-46.746696,-110.57127
2016000000,-7.9122624,-17.274002,-46.848289,-109.50842
2017000000,-7.9195695,-17.038914,-46.893024,-108.74651
2018000000,-7.9579787,-16.801083,-47.105717,-108.05382
2019000000,-8.0128565,-16.525892,-47.379753,-107.1988
2020000000,-8.0136642,-16.197243,-47.404987,-106.6006
2021000000,-8.0556498,-15.820152,-47.346382,-106.30734
2022000000,-8.0783691,-15.503911,-47.592056,-106.23807
2023000000,-8.1076508,-15.097932,-47.624409,-106.76173
2024000000,-8.1465015,-14.717319,-47.74501,-107.2398
2025000000,-8.1668272,-14.40344,-47.677319,-108.44769
2026000000,-8.1940575,-14.096981,-47.85173,-109.53664
2027000000,-8.2227373,-13.778225,-48.029545,-111.0159
2028000000,-8.2349863,-13.489585,-47.980953,-112.64151
2029000000,-8.259306,-13.297841,-48.066353,-114.58116
2030000000,-8.2830095,-13.128573,-48.263382,-116.48587
2031000000,-8.2921743,-12.958827,-48.46196,-118.32259
2032000000,-8.3199892,-12.891835,-48.830463,-120.45185
2033000000,-8.3497267,-12.8249,-48.815723,-122.33575
2034000000,-8.3829069,-12.834957,-48.956097,-124.01729
2035000000,-8.4235601,-12.897729,-49.113205,-125.5453
2036000000,-8.4548321,-12.945048,-49.274067,-126.81569
2037000000,-8.4974823,-13.034665,-49.323437,-128.17125
2038000000,-8.5491905,-13.156282,-49.27919,-129.00995
2039000000,-8.5995903,-13.298007,-49.328732,-129.51146
2040000000,-8.606204,-13.380395,-49.393425,-129.91876
2041000000,-8.6496477,-13.463923,-49.526566,-130.01442
2042000000,-8.6655703,-13.577337,-49.537384,-129.89969
2043000000,-8.6883879,-13.670639,-49.458809,-129.52823
2044000000,-8.7156219,-13.70015,-49.609509,-128.90965
2045000000,-8.7195396,-13.777642,-49.71505,-128.26355
2046000000,-8.7221165,-13.767309,-49.998199,-127.32079
2047000000,-8.7535763,-13.708885,-49.976448,-126.39808
2048000000,-8.7711945,-13.653233,-49.949642,-125.19405
2049000000,-8.8113775,-13.536613,-50.19352,-124.23831
2050000000,-8.8177624,-13.386826,-50.370487,-123.22451
2051000000,-8.8475361,-13.178063,-50.460533,-122.23931
2052000000,-8.8875952,-12.943401,-50.767979,-121.72282
2053000000,-8.9417067,-12.650562,-50.950954,-121.20461
2054000000,-8.9916821,-12.369691,-51.030537,-120.8288
2055000000,-9.0348301,-12.077355,-51.131264,-120.97698
2056000000,-9.0828857,-11.782025,-51.282833,-121.33986
2057000000,-9.1303988,-11.437302,-51.235397,-121.7948
2058000000,-9.169178,-11.160391,-51.354477,-122.76505
2059000000,-9.211689,-10.906549,-51.370876,-123.80902
2060000000,-9.2300806,-10.642316,-51.304977,-125.06542
2061000000,-9.2867661,-10.416202,-51.241161,-126.83424
2062000000,-9.3141251,-10.252783,-51.307133,-128.55818
2063000000,-9.3177767,-10.124841,-51.422546,-130.49628
2064000000,-9.3326263,-10.00588,-51.33437,-132.14595
2065000000,-9.3654032,-9.9281073,-51.471344,-134.17612
2066000000,-9.3960533,-9.9418001,-51.530788,-135.85281
2067000000,-9.4061537,-9.9625149,-51.821957,-137.54326
2068000000,-9.4490147,-10.04315,-51.933552,-139.30083
2069000000,-9.4963694,-10.122713,-52.10228,-140.59753
2070000000,-9.5436382,-10.252242,-52.198326,-141.76106
2071000000,-9.5598412,-10.346004,-52.376591,-142.53564
