!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:42:55
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-3.5713446,-5.4145455,-54.899605,90.977425
2001000000,-3.6461437,-5.6897359,-55.602455,88.326057
2002000000,-3.726397,-6.0080214,-56.128433,86.144524
2003000000,-3.8155487,-6.3478923,-56.630238,84.279976
2004000000,-3.8929231,-6.719594,-56.891228,83.0056
2005000000,-3.9626882,-7.0786982,-56.952602,82.123512
2006000000,-3.9858952,-7.4325161,-57.091736,81.756836
2007000000,-4.0187325,-7.8018179,-57.317993,81.480965
2008000000,-4.0458498,-8.1906633,-57.484558,81.997108
2009000000,-4.0583162,-8.5026884,-57.794971,82.696281
2010000000,-4.0457773,-8.8305597,-58.209114,83.689346
2011000000,-4.0616307,-9.0659723,-58.659195,85.285522
2012000000,-4.0509896,-9.2713394,-59.235874,87.125282
2013000000,-4.0632606,-9.3881721,-59.851044,89.185753
2014000000,-4.094233,-9.438858,-60.434551,91.583298
2015000000,-4.1032476,-9.4126406,-61.216446,93.942856
2016000000,-4.1315107,-9.2520714,-61.903137,96.254364
2017000000,-4.1579466,-9.0104399,-62.637119,98.316605
2018000000,-4.2251706,-8.6677179,-63.394409,99.908211
2019000000,-4.3149071,-8.2823248,-64.3246,101.0926
2020000000,-4.3750091,-7.8426833,-64.954674,101.75181
2021000000,-4.4644551,-7.3605723,-65.472031,101.74522
2022000000,-4.5549726,-6.8943477,-65.967476,100.97192
2023000000,-4.6588216,-6.4287114,-66.521255,99.569351
2024000000,-4.7576356,-5.9932513,-66.921318,97.594315
2025000000,-4.8384571,-5.6604176,-67.135277,95.023125
2026000000,-4.8909411,-5.3672118,-67.468918,92.145195
2027000000,-4.9527402,-5.143703,-67.798965,88.74514
2028000000,-4.9803247,-5.0054545,-68.039604,85.529327
2029000000,-5.0197096,-4.9955215,-68.40554,81.966606
2030000000,-5.0302715,-5.0290098,-69.055473,78.578255
2031000000,-5.0474153,-5.085917,-69.827103,75.202637
2032000000,-5.0895414,-5.2963605,-70.756386,72.040245
2033000000,-5.1598525,-5.542212,-71.514053,69.341042
2034000000,-5.2370844,-5.8529906,-72.3694,66.914841
2035000000,-5.3565202,-6.205801,-73.278938,65.04628
2036000000,-5.4692392,-6.550498,-74.10775,63.522644
2037000000,-5.61057,-6.9330845,-74.653618,62.379471
2038000000,-5.7391005,-7.2865505,-75.137627,62.002178
2039000000,-5.8833032,-7.6710515,-75.560173,61.948616
2040000000,-6.0301466,-7.9841928,-75.929291,61.88501
2041000000,-6.1487312,-8.2664356,-76.189445,62.740711
2042000000,-6.2307649,-8.497057,-76.418861,63.744579
2043000000,-6.32619,-8.7081356,-76.549828,65.060822
2044000000,-6.3820248,-8.8226118,-76.805069,66.540001
2045000000,-6.4541597,-8.9332457,-77.220856,68.095573
2046000000,-6.4884534,-8.9483805,-77.728172,69.999046
2047000000,-6.5482202,-8.8238697,-78.186226,71.692627
2048000000,-6.6121707,-8.677803,-78.753387,73.630226
2049000000,-6.6832232,-8.426115,-79.608025,74.912689
2050000000,-6.7705026,-8.0912876,-80.352745,76.318604
2051000000,-6.8570757,-7.7359467,-81.371178,76.806778
2052000000,-7.0007868,-7.2885499,-82.332359,76.724052
2053000000,-7.1666684,-6.8095832,-83.332024,76.124367
2054000000,-7.3578258,-6.4011331,-83.970528,75.142487
2055000000,-7.5333076,-5.9848285,-84.787231,73.289063
2056000000,-7.7368841,-5.6255116,-85.397141,70.872475
2057000000,-7.9305787,-5.277863,-85.804726,68.275185
2058000000,-8.1698027,-5.0299501,-86.22686,65.024368
2059000000,-8.3367825,-4.8503685,-86.263367,61.907722
2060000000,-8.5001583,-4.716146,-86.479584,58.426929
2061000000,-8.6824198,-4.6827612,-86.53598,54.986839
2062000000,-8.8137331,-4.7284594,-86.720825,51.497898
2063000000,-8.9429359,-4.8163896,-87.057594,48.204933
2064000000,-9.0840759,-4.9512877,-87.498314,45.155281
2065000000,-9.2506037,-5.1480708,-88.107246,42.195141
2066000000,-9.4127874,-5.4127817,-88.576622,39.797817
2067000000,-9.578495,-5.6829672,-89.364418,37.609039
2068000000,-9.8192873,-5.995965,-89.847755,35.742104
2069000000,-10.054637,-6.2885394,-90.689003,34.360756
2070000000,-10.337359,-6.6169577,-90.984207,33.225086
2071000000,-10.609246,-6.9021101,-91.421928,32.824299
2072000000,-10.923996,-7.2102761,-91.600296,32.491379
2073000000,-11.220387,-7.4362874,-91.517204,32.59333
2074000000,-11.546427,-7.6547093,-91.490463,32.990913
2075000000,-11.842082,-7.7889013,-90.944519,33.591599
2076000000,-12.137609,-7.8910203,-90.572166,34.060078
2077000000,-12.423135,-7.9565935,-89.961006,35.017906
2078000000,-12.668018,-7.9113498,-89.352081,35.683914
2079000000,-12.939349,-7.8269653,-88.733307,36.595547
2080000000,-13.186402,-7.6975231,-87.945168,37.252895
2081000000,-13.41651,-7.5039325,-87.450462,37.6782
2082000000,-13.696562,-7.2835155,-86.728012,37.9506
2083000000,-13.939523,-7.0377169,-86.231651,37.624439
2084000000,-14.219868,-6.7252765,-85.824097,37.162937
2085000000,-14.523776,-6.4144292,-85.180595,36.086796
2086000000,-14.879646,-6.094728,-84.4011,34.698074
2087000000,-15.258925,-5.8054862,-83.390625,32.914219
2088000000,-15.676518,-5.5418701,-82.09594,30.679274
2089000000,-16.071321,-5.278986,-80.589531,28.263741
2090000000,-16.457167,-5.1296782,-78.524658,25.531494
2091000000,-16.849133,-4.9777293,-75.763809,22.570919
2092000000,-17.159994,-4.8799691,-73.10434,19.500553
2093000000,-17.420532,-4.8630304,-69.773735,16.451851
2094000000,-17.63851,-4.8685431,-66.331596,13.488984
2095000000,-17.825558,-4.9013457,-62.767765,10.507071
2096000000,-17.907658,-5.0137882,-58.670895,7.5634956
2097000000,-17.918055,-5.1301465,-55.644905,4.9821191
2098000000,-17.914118,-5.2951384,-52.314888,2.4811473
2099000000,-17.757664,-5.4789515,-48.519981,0.17376657
2100000000,-17.716068,-5.6833496,-45.641411,-2.0320868
2101000000,-17.492453,-5.9278808,-42.565475,-3.7826223
2102000000,-17.313631,-6.1683927,-39.733173,-5.2766581
2103000000,-17.124611,-6.3956261,-37.129185,-6.6416826
2104000000,-16.900127,-6.6265931,-34.994591,-7.5735083
2105000000,-16.663269,-6.8362532,-32.618378,-8.2202492
2106000000,-16.405327,-7.0153036,-30.648802,-8.7990437
2107000000,-16.14374,-7.1548176,-28.975063,-9.1837893
2108000000,-15.88911,-7.2826066,-27.264011,-9.2086267
2109000000,-15.624251,-7.3638783,-25.680599,-9.4195004
2110000000,-15.307251,-7.4148817,-24.178041,-9.459115
2111000000,-15.01011,-7.389544,-22.997589,-9.2006626
2112000000,-14.728995,-7.3879972,-21.951057,-9.4154491
2113000000,-14.400151,-7.3213568,-20.941904,-9.469367
2114000000,-14.068876,-7.1997666,-20.32531,-9.7455797
2115000000,-13.769868,-7.0703053,-19.77594,-10.062793
2116000000,-13.485583,-6.9559727,-19.420242,-10.574135
2117000000,-13.209673,-6.7888799,-19.286135,-11.538445
2118000000,-12.943669,-6.5853667,-19.3242,-12.460575
2119000000,-12.708543,-6.397068,-19.601204,-13.704174
2120000000,-12.46677,-6.213922,-19.879953,-15.201928
2121000000,-12.260988,-6.0255604,-20.054123,-16.862007
2122000000,-12.09099,-5.8983212,-20.179657,-18.895718
2123000000,-11.930387,-5.7630749,-20.442553,-21.036068
2124000000,-11.784429,-5.6355057,-20.373182,-23.304848
2125000000,-11.612697,-5.553586,-20.540001,-25.807077
2126000000,-11.417941,-5.5225677,-20.51651,-28.034664
2127000000,-11.273267,-5.5309048,-20.517035,-30.508625
2128000000,-11.068181,-5.5451393,-20.659948,-32.905437
2129000000,-10.877647,-5.5766387,-20.616772,-35.145309
2130000000,-10.668262,-5.6594882,-21.022343,-37.251984
2131000000,-10.478658,-5.7386198,-21.46719,-39.589542
2132000000,-10.293805,-5.8699703,-22.071466,-41.484116
2133000000,-10.143791,-6.0070367,-22.809494,-43.348907
2134000000,-9.9731464,-6.1668968,-23.703608,-45.078129
2135000000,-9.8617907,-6.3181252,-24.582905,-46.516346
2136000000,-9.766346,-6.4597669,-25.516727,-47.673164
2137000000,-9.6759787,-6.6157866,-26.179535,-48.745758
2138000000,-9.6351662,-6.779758,-26.8964,-49.532375
2139000000,-9.594635,-6.8901744,-27.33864,-50.036835
2140000000,-9.5720377,-7.0240288,-27.729921,-50.650005
2141000000,-9.5046911,-7.1085925,-28.147276,-51.128124
2142000000,-9.4150629,-7.1222005,-28.277405,-51.377617
