!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:40:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-10.133896,-6.2703404,-41.49012,-148.42857
2001000000,-10.153741,-6.3170705,-41.231487,-149.88628
2002000000,-10.172146,-6.3871145,-40.937649,-151.08871
2003000000,-10.182519,-6.4709392,-40.69339,-152.29948
2004000000,-10.161981,-6.5776014,-40.490631,-153.27107
2005000000,-10.149859,-6.6911278,-40.389969,-154.04346
2006000000,-10.141825,-6.8334866,-40.358219,-154.62175
2007000000,-10.129835,-6.9616041,-40.522739,-155.24048
2008000000,-10.136567,-7.1201897,-40.637024,-155.34447
2009000000,-10.168179,-7.2533293,-40.928051,-155.33881
2010000000,-10.180454,-7.4025168,-41.162472,-155.18794
2011000000,-10.233089,-7.4773054,-41.403564,-154.7513
2012000000,-10.289474,-7.5900264,-41.548336,-154.27856
2013000000,-10.363328,-7.6399651,-41.708763,-153.60506
2014000000,-10.449284,-7.6692047,-41.658432,-152.76649
2015000000,-10.502752,-7.6797967,-41.544624,-152.00926
2016000000,-10.567203,-7.6303124,-41.334145,-151.19456
2017000000,-10.621928,-7.5621252,-41.118069,-150.49519
2018000000,-10.692626,-7.4507232,-40.75058,-149.88391
2019000000,-10.749035,-7.3417907,-40.656807,-149.37381
2020000000,-10.742863,-7.1866117,-40.158146,-148.73805
2021000000,-10.779175,-7.0096531,-39.703732,-148.39294
2022000000,-10.765017,-6.8274021,-39.497623,-148.34218
2023000000,-10.765498,-6.6394863,-39.182781,-148.45424
2024000000,-10.777801,-6.4336424,-39.13179,-148.7037
2025000000,-10.742776,-6.2385821,-38.962978,-149.35616
2026000000,-10.761314,-6.0693355,-39.065426,-150.13054
2027000000,-10.742651,-5.8810782,-38.981777,-151.02531
2028000000,-10.770103,-5.7207041,-39.100151,-152.13609
2029000000,-10.796599,-5.6007462,-39.134251,-153.39502
2030000000,-10.838013,-5.5315356,-39.3596,-154.79971
2031000000,-10.852199,-5.4120002,-39.41647,-156.27371
2032000000,-10.932525,-5.4017463,-39.620575,-157.85095
2033000000,-11.005869,-5.4016161,-39.218441,-159.36784
2034000000,-11.068106,-5.44521,-39.054047,-160.71796
2035000000,-11.127096,-5.5236912,-38.564651,-162.06491
2036000000,-11.177695,-5.6028047,-38.243401,-163.15128
2037000000,-11.193438,-5.7072992,-37.653091,-164.30614
2038000000,-11.178595,-5.827486,-37.213696,-165.15552
2039000000,-11.183526,-6.0018959,-36.676041,-165.72781
2040000000,-11.144758,-6.1049867,-36.310581,-166.30301
2041000000,-11.113302,-6.2506824,-36.207581,-166.67274
2042000000,-11.067191,-6.382966,-36.196941,-166.8562
2043000000,-11.033593,-6.5298591,-36.090172,-166.75858
2044000000,-10.994729,-6.6307578,-36.331638,-166.43428
2045000000,-10.972027,-6.7605228,-36.452717,-166.02345
2046000000,-10.957642,-6.8691444,-37.003952,-165.56157
2047000000,-10.992207,-6.8971162,-37.133919,-164.93011
2048000000,-11.051474,-6.9535441,-37.277302,-163.88173
2049000000,-11.10399,-6.9399967,-37.546082,-163.24074
2050000000,-11.147556,-6.8966894,-37.503845,-162.35876
2051000000,-11.217196,-6.8291001,-37.432049,-161.52161
2052000000,-11.322112,-6.7164226,-37.305996,-161.07248
2053000000,-11.391336,-6.5733328,-37.149937,-160.50659
2054000000,-11.450199,-6.4368844,-36.47884,-159.92793
2055000000,-11.489671,-6.2860184,-36.052391,-159.76308
2056000000,-11.512202,-6.1162229,-35.526573,-159.8945
2057000000,-11.511566,-5.907753,-35.154942,-159.87125
2058000000,-11.513874,-5.7165413,-34.644764,-160.34595
2059000000,-11.438406,-5.549242,-34.230595,-160.75229
2060000000,-11.423553,-5.344861,-33.815857,-161.4635
2061000000,-11.381515,-5.2008672,-33.603241,-162.64598
2062000000,-11.347939,-5.0751352,-33.724781,-163.67728
2063000000,-11.314528,-4.9516087,-33.868526,-165.0218
2064000000,-11.286724,-4.8381829,-33.89801,-166.30722
