Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-13.73644,-5.4341073,-39.333218,-148.59225
2001000000,-13.796988,-5.4384484,-37.967934,-150.42815
2002000000,-13.831073,-5.4361534,-36.806747,-152.20872
2003000000,-13.838403,-5.458921,-35.455738,-153.9865
2004000000,-13.851181,-5.5296297,-34.519737,-155.57968
2005000000,-13.807742,-5.5893726,-33.30838,-156.94083
2006000000,-13.810325,-5.6768332,-32.288456,-158.11661
2007000000,-13.761081,-5.7787013,-31.70229,-159.37636
2008000000,-13.777379,-5.9295449,-30.806803,-160.13356
2009000000,-13.752568,-6.035728,-30.212151,-160.85657
2010000000,-13.712365,-6.1588998,-29.524839,-161.30875
2011000000,-13.770646,-6.2608595,-28.801252,-161.40862
2012000000,-13.793197,-6.3717184,-27.951298,-161.60165
2013000000,-13.815895,-6.4386358,-27.138428,-161.41452
2014000000,-13.839118,-6.4728265,-26.166861,-161.10112
2015000000,-13.86011,-6.5155239,-25.027611,-160.69597
2016000000,-13.842417,-6.4880729,-23.950739,-160.34116
2017000000,-13.776841,-6.4490037,-22.841442,-160.00096
2018000000,-13.806436,-6.3836956,-21.61512,-159.62225
2019000000,-13.77037,-6.2740149,-20.531948,-159.24969
2020000000,-13.647294,-6.1579728,-19.434584,-158.88927
2021000000,-13.580946,-6.0066509,-18.132885,-158.60301
2022000000,-13.434673,-5.8427801,-17.212076,-158.57889
2023000000,-13.349923,-5.6627698,-16.497847,-158.67499
2024000000,-13.204846,-5.4472709,-15.807796,-158.96449
2025000000,-13.094366,-5.2267041,-15.355543,-159.59305
2026000000,-13.009435,-5.0310192,-14.849887,-160.16786
2027000000,-12.893613,-4.7883711,-14.4731,-161.30103
2028000000,-12.823221,-4.6018944,-14.063962,-162.4529
2029000000,-12.75302,-4.425313,-13.848355,-163.83824
2030000000,-12.702802,-4.2835159,-13.598098,-165.51398
2031000000,-12.664989,-4.1015949,-13.059277,-167.19501
2032000000,-12.648203,-4.0340862,-12.651876,-169.22475
2033000000,-12.623565,-3.9818342,-11.706903,-171.08856
2034000000,-12.554621,-3.9755917,-11.092903,-172.95659
2035000000,-12.483497,-4.0088267,-10.300406,-174.82297
2036000000,-12.384472,-4.0533643,-9.139863,-176.45172
2037000000,-12.264274,-4.1560493,-8.5787344,-178.43752
2038000000,-12.104528,-4.2574182,-7.779098,-179.81253
2039000000,-11.944741,-4.4163389,-7.1306081,178.85838
2040000000,-11.723664,-4.5452509,-6.8786149,177.57346
2041000000,-11.563803,-4.714829,-6.9733229,176.68121
2042000000,-11.413622,-4.8882146,-7.0421777,175.77536
2043000000,-11.254593,-5.0787063,-7.2766676,175.40125
2044000000,-11.123899,-5.2492824,-7.743679,175.0325
2045000000,-11.009864,-5.4431024,-8.1583662,175.04077
2046000000,-10.948254,-5.6169062,-8.7485132,175.29018
2047000000,-10.907417,-5.7001948,-8.8771963,175.73227
2048000000,-10.901636,-5.8334146,-9.1658306,176.47173
2049000000,-10.908778,-5.8929691,-9.247817,177.10841
2050000000,-10.87257,-5.9021468,-9.2120171,178.03285
2051000000,-10.882567,-5.8997598,-9.0755253,178.97395
2052000000,-10.876688,-5.844295,-8.4550896,179.61383
2053000000,-10.85868,-5.7257795,-8.1864433,-179.52577
2054000000,-10.796113,-5.6115093,-7.3550544,-178.87241
2055000000,-10.712313,-5.4671693,-7.0474219,-178.4744
2056000000,-10.600513,-5.2884812,-6.3869505,-178.2173
2057000000,-10.482426,-5.0618987,-6.1392188,-177.90451
2058000000,-10.343143,-4.8418574,-5.8026533,-178.11415
2059000000,-10.149162,-4.6098161,-5.8258033,-178.39389
2060000000,-10.03124,-4.3533096,-6.0171418,-178.9471
2061000000,-9.8999224,-4.1221566,-6.2119117,179.89468
2062000000,-9.7983513,-3.9158809,-6.7175889,178.65121
2063000000,-9.6931791,-3.7184672,-7.2858458,176.99146
2064000000,-9.6434851,-3.5269296,-7.8387861,175.24191
2065000000,-9.6124353,-3.3871899,-8.1704149,173.12959
2066000000,-9.6265507,-3.3420341,-8.5782127,171.18683
2067000000,-9.6136913,-3.3191094,-8.8273859,168.95897
2068000000,-9.6056805,-3.3594928,-8.7392826,166.73468
2069000000,-9.6153164,-3.4224794,-8.5805416,164.86499
2070000000,-9.5775452,-3.5488307,-8.2130404,162.79684
2071000000,-9.4923954,-3.6723077,-7.8869867,161.42015
2072000000,-9.419383,-3.8635874,-7.6037312,159.73648
2073000000,-9.3098192,-4.0487814,-7.4357743,158.46558
2074000000,-9.1936579,-4.2840214,-7.3350291,157.40498
2075000000,-9.077445,-4.5001106,-7.2949724,156.69221
2076000000,-8.9386997,-4.7433968,-7.5971026,155.99802
2077000000,-8.7969007,-4.9943528,-7.728869,155.87773
2078000000,-8.684762,-5.1941519,-8.3357449,155.74179
2079000000,-8.5915251,-5.401083,-9.0566406,156.1855
2080000000,-8.4807158,-5.6094618,-9.6476889,156.83926
2081000000,-8.4553633,-5.7584529,-10.493429,157.86511
2082000000,-8.4002867,-5.8874831,-11.220419,158.89656
2083000000,-8.39042,-5.9712958,-11.816377,160.02666
2084000000,-8.4074535,-5.9754801,-12.519531,161.44391
2085000000,-8.4300632,-5.917006,-13.058867,162.66905
2086000000,-8.4664078,-5.8298755,-13.257244,163.95592
2087000000,-8.5205364,-5.6945205,-13.254297,165.14139
2088000000,-8.5493927,-5.5248046,-13.217758,165.90701
2089000000,-8.5740089,-5.2740016,-13.108656,166.58524
2090000000,-8.5425568,-5.0679607,-12.738129,166.97363
2091000000,-8.5128717,-4.7819691,-12.230752,167.00401
2092000000,-8.4375639,-4.5168157,-11.93589,166.65857
2093000000,-8.3399363,-4.2444835,-11.7323,166.00775
2094000000,-8.2244663,-3.9841692,-11.723322,165.20486
2095000000,-8.0972099,-3.7123597,-11.777118,163.84175
2096000000,-7.9415078,-3.484679,-12.23592,162.05399
2097000000,-7.8522663,-3.2872901,-12.86358,160.51984
2098000000,-7.7671309,-3.1615844,-13.739603,158.18434
2099000000,-7.6835742,-3.0534506,-14.534378,155.9359
2100000000,-7.7181883,-3.0354111,-15.441067,153.43085
2101000000,-7.7158117,-3.0613577,-16.173029,151.02798
2102000000,-7.761797,-3.1612101,-16.68557,148.88078
2103000000,-7.8257146,-3.2856469,-17.030039,146.75674
2104000000,-7.8777084,-3.4865665,-17.116634,144.84476
2105000000,-7.8956923,-3.7137926,-17.020485,143.24509
2106000000,-7.9132228,-3.9431331,-16.916941,141.81831
2107000000,-7.893198,-4.1796603,-16.723482,140.85558
2108000000,-7.8776779,-4.4556308,-16.423151,140.24774
2109000000,-7.8001966,-4.7056041,-16.464853,139.75117
2110000000,-7.7182336,-4.9779015,-16.348335,139.6106
2111000000,-7.6237488,-5.1983981,-16.453274,140.02199
2112000000,-7.5450568,-5.4388237,-16.620731,140.3084
2113000000,-7.4471993,-5.6385937,-16.855959,141.08595
2114000000,-7.3295555,-5.7896724,-17.486406,142.06693
2115000000,-7.2926044,-5.9438114,-18.041681,143.12524
2116000000,-7.225172,-6.0599155,-18.634377,144.56825
2117000000,-7.2060285,-6.0885262,-19.226019,145.86978
2118000000,-7.1722884,-6.0582476,-19.94294,147.53058
2119000000,-7.1709828,-5.9580922,-20.65362,148.98877
2120000000,-7.1743312,-5.8342667,-21.409779,150.31985
2121000000,-7.204895,-5.6269159,-21.819613,151.36072
2122000000,-7.2598658,-5.4126878,-22.207426,151.99251
2123000000,-7.2916341,-5.1332197,-22.418207,152.45738
2124000000,-7.328053,-4.8148761,-22.590084,152.52574
2125000000,-7.3747859,-4.5292296,-22.495344,152.15959
2126000000,-7.3571672,-4.2564797,-22.467985,151.53403
2127000000,-7.3659687,-4.0016418,-22.360605,150.39836
2128000000,-7.3329582,-3.7528706,-22.134638,149.06535
2129000000,-7.2756152,-3.5380881,-22.098564,147.37228
2130000000,-7.1663523,-3.3435082,-22.171862,145.52534
