!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:42:08
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-8.2566833,-8.9636774,-68.922752,26.922716
2001000000,-8.3884144,-9.2187777,-68.680748,24.347775
2002000000,-8.5171804,-9.4276209,-68.473236,22.162905
2003000000,-8.6426582,-9.6555662,-68.359215,19.91478
2004000000,-8.7670641,-9.8616467,-68.150421,18.264557
2005000000,-8.8614197,-10.024284,-67.81781,16.699265
2006000000,-8.9749165,-10.224448,-67.734055,15.435208
2007000000,-9.0971107,-10.361912,-67.553085,14.081656
2008000000,-9.2238569,-10.515474,-67.41333,13.218383
2009000000,-9.3691168,-10.579362,-67.232048,12.321489
2010000000,-9.5014095,-10.648906,-67.015152,11.374861
2011000000,-9.6820612,-10.638,-66.735146,10.755582
2012000000,-9.8191891,-10.615676,-66.235703,9.7301311
2013000000,-9.9353657,-10.519082,-65.735466,8.8499413
2014000000,-10.083652,-10.423096,-65.074188,7.8174238
2015000000,-10.215555,-10.316133,-64.404854,6.5908923
2016000000,-10.310467,-10.148947,-63.444889,5.0115228
2017000000,-10.369681,-9.9972782,-62.601212,3.6314664
2018000000,-10.472121,-9.8170805,-61.756802,1.6969768
2019000000,-10.518314,-9.6545134,-61.174713,-0.31557032
2020000000,-10.525676,-9.4381905,-60.286461,-2.3878686
2021000000,-10.555066,-9.2591524,-59.542126,-4.6284776
2022000000,-10.580741,-9.0868921,-58.956207,-7.1467252
2023000000,-10.61167,-8.9129362,-58.392361,-9.6462345
2024000000,-10.661142,-8.7394524,-57.854877,-12.402853
2025000000,-10.678886,-8.6164236,-57.311443,-15.48845
2026000000,-10.713954,-8.51966,-56.923965,-18.400082
2027000000,-10.738986,-8.4169149,-56.299625,-21.513651
