Freq(Hz),S11 Log Mag(dB),S11 Phase(°),S21 Log Mag(dB),S21 Phase(°),S31 Log Mag(dB),S31 Phase(°),S41 Log Mag(dB),S41 Phase(°),,S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
1441000000,-3.8668723,64.268044,-10.749081,-82.545052,-7.7563863,-21.374142,-5.5486245,-181.20186,,-3.550650925,-11.02321212,-8.375987325,-5.591972753
1442000000,-3.8989732,63.99847,-10.760025,-82.50592,-7.7389503,-21.297871,-5.5639634,-181.39569,,-3.554649612,-11.04308679,-8.343493335,-5.597935096
1443000000,-3.864763,63.684078,-10.77303,-82.571205,-7.6923876,-21.50663,-5.548676,-181.70683,,-3.558702312,-11.06292158,-8.311080241,-5.60394613
1444000000,-3.8806996,63.836868,-10.771399,-82.346031,-7.658102,-21.385017,-5.5334806,-181.83357,,-3.562809261,-11.08271378,-8.278748623,-5.610006045
1445000000,-3.8913622,63.359631,-10.805578,-82.373177,-7.6563969,-21.541712,-5.5815597,-182.03119,,-3.566970696,-11.10246069,-8.246499048,-5.616115029
1446000000,-3.8828385,63.271282,-10.840058,-82.353218,-7.6144776,-21.792881,-5.5832238,-182.41566,,-3.571186853,-11.12215953,-8.214332072,-5.622273273
1447000000,-3.8921728,63.033424,-10.833833,-82.090233,-7.561727,-21.715075,-5.5469093,-182.41217,,-3.575457967,-11.14180748,-8.182248241,-5.628480964
1448000000,-3.8723557,63.012997,-10.833569,-82.237541,-7.5387444,-21.640823,-5.5605507,-182.61697,,-3.579784273,-11.1614017,-8.150248088,-5.634738289
1449000000,-3.8934541,62.823746,-10.901113,-82.093445,-7.5187235,-21.850601,-5.592485,-182.85359,,-3.584166004,-11.18093929,-8.118332139,-5.641045436
1450000000,-3.8976555,62.546406,-10.913288,-81.994102,-7.5045505,-21.837154,-5.6022925,-182.98701,,-3.588603396,-11.20041732,-8.086500906,-5.647402591
1451000000,-3.9042699,62.228584,-10.915527,-82.033577,-7.4519758,-21.993925,-5.601758,-183.34248,,-3.59309668,-11.2198328,-8.054754892,-5.653809938
1452000000,-3.9261999,62.273514,-10.896512,-81.707428,-7.4313502,-21.992634,-5.5744987,-183.33124,,-3.597646091,-11.23918272,-8.023094591,-5.660267663
1453000000,-3.9389052,62.034203,-10.98308,-81.840149,-7.4401321,-22.120163,-5.6312971,-183.83754,,-3.60225186,-11.25846401,-7.991520486,-5.666775949
1454000000,-3.9471016,61.830814,-10.971998,-81.632095,-7.3949051,-22.255941,-5.6080451,-183.903,,-3.606914218,-11.27767356,-7.96003305,-5.673334978
1455000000,-3.9377017,61.441765,-11.013681,-81.538994,-7.3604498,-22.270195,-5.6270881,-184.02556,,-3.611633398,-11.29680825,-7.928632747,-5.679944935
1456000000,-3.9510021,61.440899,-11.000228,-81.394623,-7.3355966,-22.357302,-5.6515326,-184.26405,,-3.616409629,-11.31586487,-7.897320032,-5.686605999
1457000000,-3.9543505,61.29504,-11.030039,-81.124374,-7.2938347,-22.207762,-5.6347299,-184.36551,,-3.621243141,-11.33484021,-7.866095349,-5.693318351
1458000000,-3.965662,60.813408,-11.054606,-81.39621,-7.2633543,-22.432594,-5.6665797,-184.59665,,-3.626134163,-11.35373101,-7.834959134,-5.700082171
1459000000,-3.9497323,60.921928,-11.075655,-81.094841,-7.2565446,-22.537136,-5.6597285,-184.81152,,-3.631082924,-11.37253395,-7.803911815,-5.706897638
1460000000,-3.9677317,60.635921,-11.05654,-80.945374,-7.2067013,-22.353941,-5.6636286,-184.7942,,-3.636089652,-11.39124569,-7.772953809,-5.71376493
1461000000,-3.9707878,60.333656,-11.092403,-81.044434,-7.1861992,-22.891418,-5.6585383,-185.41795,,-3.641154574,-11.40986286,-7.742085525,-5.720684223
1462000000,-3.9814684,60.153641,-11.110651,-80.954163,-7.1642442,-22.822752,-5.6762242,-185.41066,,-3.646277915,-11.42838204,-7.711307364,-5.727655694
1463000000,-3.9662578,59.93082,-11.140366,-80.945549,-7.1509814,-22.866047,-5.6963735,-185.70575,,-3.651459903,-11.44679976,-7.680619719,-5.734679517
1464000000,-3.9895425,59.84586,-11.142669,-80.532547,-7.1285791,-22.833267,-5.6869388,-185.5712,,-3.656700761,-11.46511254,-7.650022973,-5.741755867
1465000000,-4.0037537,59.608627,-11.180465,-80.812675,-7.0656013,-23.171473,-5.7292266,-186.18536,,-3.662000714,-11.48331685,-7.619517502,-5.748884917
1466000000,-3.9834332,59.350937,-11.185986,-80.33017,-7.0784001,-23.261436,-5.7202168,-186.17424,,-3.667359985,-11.50140912,-7.589103673,-5.756066839
1467000000,-4.0075364,59.186832,-11.225621,-80.407692,-7.0403123,-23.075968,-5.7052512,-186.2867,,-3.672778796,-11.51938576,-7.558781847,-5.763301804
1468000000,-4.0062475,59.14687,-11.185032,-80.322464,-6.9835258,-23.252562,-5.7348685,-186.52759,,-3.67825737,-11.53724313,-7.528552375,-5.770589982
1469000000,-4.0111499,58.758324,-11.220822,-80.29229,-6.9458084,-23.527159,-5.7123904,-186.88251,,-3.683795927,-11.55497757,-7.4984156,-5.777931542
1470000000,-4.0444937,58.671085,-11.227006,-79.891418,-6.9583864,-23.55303,-5.7339549,-186.95735,,-3.689394688,-11.57258539,-7.468371861,-5.785326652
1471000000,-4.0404701,58.657207,-11.25103,-80.003441,-6.9220448,-23.594873,-5.7489486,-187.19034,,-3.69505387,-11.59006286,-7.438421485,-5.792775479
1472000000,-4.050261,58.316135,-11.283582,-80.020302,-6.9114099,-23.560026,-5.7603211,-187.39043,,-3.700773693,-11.60740622,-7.408564794,-5.800278188
1473000000,-4.0563726,58.047913,-11.318875,-79.652832,-6.8787384,-23.898813,-5.7834678,-187.60674,,-3.706554373,-11.6246117,-7.378802104,-5.807834943
1474000000,-4.0476265,57.846779,-11.293721,-79.708878,-6.8181434,-23.807859,-5.7762899,-187.64862,,-3.712396128,-11.64167547,-7.349133721,-5.815445909
1475000000,-4.0819378,57.689438,-11.341331,-79.394257,-6.8333392,-24.084944,-5.8187199,-187.8868,,-3.718299171,-11.6585937,-7.319559945,-5.823111247
1476000000,-4.0510159,57.542828,-11.336159,-79.293922,-6.7779489,-23.898077,-5.783483,-187.99788,,-3.724263719,-11.67536253,-7.290081071,-5.830831118
1477000000,-4.0727363,57.443607,-11.36054,-79.152771,-6.7805738,-23.958187,-5.7943907,-188.04758,,-3.730289984,-11.69197808,-7.260697383,-5.838605683
1478000000,-4.0897903,57.232277,-11.40145,-79.124008,-6.7731004,-24.04311,-5.8164687,-188.31422,,-3.736378178,-11.70843643,-7.231409164,-5.846435098
1479000000,-4.1022806,56.99789,-11.397092,-79.04895,-6.7536306,-24.268152,-5.8255091,-188.76874,,-3.742528512,-11.72473366,-7.202216684,-5.854319523
1480000000,-4.0851326,56.775948,-11.406177,-78.901848,-6.6795483,-24.381477,-5.8221159,-188.94748,,-3.748741198,-11.74086582,-7.173120212,-5.862259113
1481000000,-4.0835514,56.713757,-11.399942,-78.83107,-6.681725,-24.390457,-5.8238115,-189.07796,,-3.755016445,-11.75682894,-7.144120007,-5.870254022
1482000000,-4.1077681,56.472874,-11.428965,-78.876945,-6.6353602,-24.610825,-5.8439078,-189.37466,,-3.76135446,-11.77261905,-7.115216324,-5.878304404
1483000000,-4.1157203,56.143463,-11.435545,-78.292038,-6.6167083,-24.554432,-5.8656125,-189.3983,,-3.76775545,-11.78823215,-7.086409409,-5.886410411
1484000000,-4.1264648,55.899769,-11.460174,-78.382385,-6.602262,-24.765388,-5.8790545,-189.81082,,-3.774219622,-11.80366422,-7.057699504,-5.894572194
1485000000,-4.1050086,55.789131,-11.476027,-78.194054,-6.576396,-24.682981,-5.8799486,-189.74585,,-3.78074718,-11.81891126,-7.029086845,-5.902789902
1486000000,-4.1256852,55.605705,-11.47445,-78.019402,-6.5397453,-24.841505,-5.8697348,-190.00172,,-3.787338327,-11.83396923,-7.00057166,-5.911063683
1487000000,-4.1444244,55.441582,-11.50024,-78.072159,-6.5341949,-24.910494,-5.8987541,-190.33789,,-3.793993267,-11.8488341,-6.972154174,-5.919393685
1488000000,-4.1662498,55.338993,-11.539318,-77.809921,-6.4963479,-24.875252,-5.9111962,-190.41005,,-3.800712201,-11.86350183,-6.943834604,-5.927780051
1489000000,-4.1312318,55.068005,-11.525404,-77.705826,-6.4723644,-25.1199,-5.8928685,-190.59116,,-3.807495328,-11.87796837,-6.915613161,-5.936222926
1490000000,-4.1362743,54.766602,-11.545156,-77.543892,-6.4322243,-25.107996,-5.9028406,-190.76053,,-3.814342847,-11.89222968,-6.887490052,-5.944722453
1491000000,-4.1479411,54.597263,-11.549479,-77.430496,-6.4059968,-25.488949,-5.9318891,-191.02713,,-3.821254957,-11.90628171,-6.859465478,-5.953278771
1492000000,-4.1952114,54.528339,-11.57291,-77.359138,-6.4035354,-25.420435,-5.9343209,-191.27444,,-3.828231852,-11.92012043,-6.831539632,-5.961892021
1493000000,-4.1711621,54.451672,-11.5707,-76.903748,-6.3648925,-25.390781,-5.9184585,-191.11581,,-3.835273729,-11.93374179,-6.803712706,-5.97056234
1494000000,-4.2157874,53.959904,-11.575986,-76.963875,-6.336915,-25.747755,-5.9484305,-191.72087,,-3.842380781,-11.94714177,-6.775984882,-5.979289864
1495000000,-4.2308645,53.884594,-11.601309,-76.915497,-6.3334165,-25.760519,-5.9419231,-191.71127,,-3.8495532,-11.96031636,-6.74835634,-5.988074729
1496000000,-4.2219954,53.592686,-11.5891,-76.750725,-6.3069015,-25.902468,-5.9517756,-191.98344,,-3.856791178,-11.97326153,-6.720827253,-5.996917068
1497000000,-4.2553916,53.487316,-11.633814,-76.64566,-6.2849674,-25.982424,-5.975471,-192.257,,-3.864094904,-11.98597331,-6.69339779,-6.005817012
1498000000,-4.2487397,53.096478,-11.633921,-76.394279,-6.2408557,-25.935205,-5.9744239,-192.31781,,-3.871464566,-11.99844771,-6.666068114,-6.014774692
1499000000,-4.2523737,53.121151,-11.629072,-76.278976,-6.2223973,-26.176111,-5.9757957,-192.64375,,-3.878900352,-12.01068077,-6.638838382,-6.023790236
1500000000,-4.2361369,52.74955,-11.644725,-76.386589,-6.2204051,-26.259104,-6.0129375,-192.78635,,-3.886402447,-12.02266857,-6.611708749,-6.032863771
1501000000,-4.2516274,52.677048,-11.671388,-76.125534,-6.173718,-26.445108,-6.0164399,-193.13422,,-3.893971035,-12.03440719,-6.584679362,-6.041995422
1502000000,-4.2479086,52.409058,-11.673845,-75.835403,-6.1725597,-26.54257,-6.0273933,-193.15454,,-3.9016063,-12.04589275,-6.557750365,-6.051185313
1503000000,-4.2554851,52.240746,-11.647494,-75.490807,-6.0997715,-26.310232,-6.0217075,-193.32198,,-3.909308421,-12.05712139,-6.530921896,-6.060433565
1504000000,-4.2883081,51.913525,-11.662732,-75.569481,-6.0819001,-26.660482,-6.0309134,-193.48256,,-3.91707758,-12.06808929,-6.504194089,-6.0697403
1505000000,-4.2775283,51.601074,-11.683042,-75.640747,-6.0860653,-27.02787,-6.060276,-193.83524,,-3.924913954,-12.07879266,-6.477567073,-6.079105635
1506000000,-4.3029361,51.649517,-11.721869,-75.372948,-6.0640836,-26.909838,-6.0839653,-194.04631,,-3.93281772,-12.08922776,-6.451040972,-6.088529687
1507000000,-4.3013105,51.562553,-11.713249,-75.041542,-6.0314045,-26.945963,-6.0751781,-194.13499,,-3.940789054,-12.09939086,-6.424615907,-6.098012572
1508000000,-4.3014941,51.270775,-11.69586,-74.983681,-6.0206623,-27.215027,-6.0652957,-194.5033,,-3.948828129,-12.1092783,-6.398291992,-6.107554403
1509000000,-4.3235116,51.115623,-11.730035,-74.649246,-5.9848475,-27.11521,-6.099371,-194.43411,,-3.956935118,-12.11888646,-6.372069338,-6.117155291
1510000000,-4.3104696,51.014149,-11.73337,-74.578682,-5.9431324,-27.304159,-6.0954127,-194.73512,,-3.965110191,-12.12821175,-6.345948051,-6.126815347
1511000000,-4.3249345,50.722557,-11.746607,-74.419098,-5.9555402,-27.208452,-6.1215477,-194.73448,,-3.973353517,-12.13725067,-6.319928234,-6.136534678
1512000000,-4.3483429,50.442291,-11.743711,-74.231422,-5.9237547,-27.417089,-6.1333423,-194.95456,,-3.981665265,-12.14599972,-6.294009983,-6.14631339
1513000000,-4.3417945,50.299339,-11.719949,-74.02108,-5.9082541,-27.391514,-6.1383381,-195.18071,,-3.990045599,-12.1544555,-6.268193393,-6.156151588
1514000000,-4.3598175,50.139191,-11.763389,-73.836044,-5.8440747,-27.648249,-6.1348357,-195.48766,,-3.998494685,-12.16261465,-6.242478551,-6.166049374
1515000000,-4.3840632,49.864971,-11.77698,-73.789299,-5.841815,-27.818296,-6.1536813,-195.65039,,-4.007012684,-12.17047387,-6.216865543,-6.176006849
1516000000,-4.3851624,49.641048,-11.774248,-73.596062,-5.8339577,-27.938194,-6.1841516,-195.99673,,-4.015599759,-12.17802993,-6.191354449,-6.186024113
1517000000,-4.3937001,49.344337,-11.79668,-73.497238,-5.819994,-28.029036,-6.1888013,-195.94641,,-4.024256067,-12.18527966,-6.165945346,-6.196101261
1518000000,-4.3931031,49.150078,-11.777049,-73.08815,-5.7728724,-28.096708,-6.1903949,-196.14885,,-4.032981768,-12.19221998,-6.140638305,-6.206238389
1519000000,-4.394856,49.183388,-11.776372,-72.950806,-5.7520733,-28.077654,-6.1865239,-196.36293,,-4.041777016,-12.19884784,-6.115433395,-6.21643559
1520000000,-4.4299312,48.925526,-11.778684,-72.819389,-5.7246904,-28.267668,-6.2066836,-196.76689,,-4.050641967,-12.20516031,-6.090330681,-6.226692955
1521000000,-4.4297805,48.776909,-11.817126,-72.769432,-5.727663,-28.470287,-6.2281628,-196.7578,,-4.059576773,-12.2111545,-6.065330222,-6.237010574
1522000000,-4.4316311,48.31057,-11.810641,-72.520218,-5.703227,-28.68516,-6.230804,-197.12503,,-4.068581584,-12.21682763,-6.040432074,-6.247388533
1523000000,-4.4671049,48.422035,-11.814658,-72.544289,-5.6686487,-28.914141,-6.2369018,-197.41652,,-4.07765655,-12.22217698,-6.015636291,-6.257826919
1524000000,-4.4653492,47.93718,-11.814102,-72.382111,-5.6637855,-28.783316,-6.2610345,-197.41626,,-4.086801818,-12.22719992,-5.990942921,-6.268325815
1525000000,-4.4845977,47.791447,-11.812477,-72.17086,-5.6145263,-28.913485,-6.2707119,-197.66985,,-4.096017534,-12.23189392,-5.966352008,-6.278885301
1526000000,-4.479187,47.667076,-11.817343,-72.029831,-5.6137218,-29.255571,-6.2688718,-197.98064,,-4.105303842,-12.23625651,-5.941863593,-6.289505458
1527000000,-4.4979358,47.435089,-11.841805,-71.805367,-5.5963087,-29.393066,-6.2874975,-198.08315,,-4.114660883,-12.24028534,-5.917477714,-6.300186362
1528000000,-4.5073857,47.374798,-11.826109,-71.585518,-5.599072,-29.247976,-6.2987127,-198.01216,,-4.124088797,-12.24397813,-5.893194404,-6.31092809
1529000000,-4.5066142,47.100788,-11.818244,-71.394012,-5.5606189,-29.415863,-6.322989,-198.39523,,-4.133587724,-12.24733272,-5.869013692,-6.321730715
1530000000,-4.517571,46.864723,-11.853291,-71.080872,-5.5420585,-29.5529,-6.3115163,-198.562,,-4.1431578,-12.25034703,-5.844935604,-6.332594307
1531000000,-4.5315623,46.718204,-11.817441,-71.193047,-5.5165567,-29.488079,-6.3296762,-198.79474,,-4.152799159,-12.25301907,-5.820960164,-6.343518936
1532000000,-4.5579734,46.507484,-11.820884,-70.639,-5.4804454,-29.657351,-6.3409581,-199.04947,,-4.162511934,-12.25534699,-5.79708739,-6.35450467
1533000000,-4.5669961,46.199596,-11.836287,-70.729652,-5.4739246,-29.884005,-6.3409109,-199.27391,,-4.172296257,-12.25732899,-5.773317297,-6.365551573
1534000000,-4.5622382,46.172256,-11.807403,-70.374458,-5.4432383,-29.96246,-6.3410592,-199.31949,,-4.182152255,-12.25896342,-5.749649896,-6.376659708
1535000000,-4.562686,46.035843,-11.830188,-70.391411,-5.4344096,-30.16814,-6.3496499,-199.45628,,-4.192080058,-12.26024871,-5.726085196,-6.387829137
1536000000,-4.5837288,45.580143,-11.772468,-70.326721,-5.3954434,-30.359221,-6.3525877,-200.05763,,-4.20207979,-12.26118341,-5.702623202,-6.399059917
1537000000,-4.6237445,45.48214,-11.810803,-69.929199,-5.3821859,-30.369816,-6.3914018,-200.07483,,-4.212151574,-12.26176617,-5.679263915,-6.410352107
1538000000,-4.5998774,45.362179,-11.810223,-69.904251,-5.3596773,-30.48658,-6.4011083,-200.16922,,-4.222295532,-12.26199576,-5.656007333,-6.421705759
1539000000,-4.6336198,45.062412,-11.820424,-69.864845,-5.3494339,-30.676418,-6.4213214,-200.28378,,-4.232511784,-12.26187105,-5.63285345,-6.433120927
1540000000,-4.6227365,44.984745,-11.834706,-69.558319,-5.303545,-30.685486,-6.4512548,-200.63214,,-4.242800447,-12.26139104,-5.609802257,-6.444597662
1541000000,-4.6440177,44.584797,-11.863583,-69.276711,-5.308434,-30.877844,-6.4348955,-200.81946,,-4.253161638,-12.26055483,-5.586853741,-6.45613601
1542000000,-4.6534095,44.330044,-11.830445,-69.081116,-5.293128,-30.986431,-6.4582396,-200.91772,,-4.263595469,-12.25936164,-5.564007888,-6.467736018
1543000000,-4.6803141,44.160942,-11.827133,-69.124245,-5.2721853,-31.167656,-6.4745727,-201.17474,,-4.274102053,-12.2578108,-5.541264678,-6.47939773
1544000000,-4.659224,44.184456,-11.811465,-68.788483,-5.246923,-31.173565,-6.4614248,-201.23497,,-4.2846815,-12.25590177,-5.518624089,-6.491121188
1545000000,-4.7014456,43.761169,-11.845684,-68.664459,-5.2347841,-31.300575,-6.5282502,-201.59213,,-4.295333917,-12.2536341,-5.496086095,-6.50290643
1546000000,-4.7070103,43.679035,-11.802585,-68.407936,-5.2010217,-31.419462,-6.4913683,-201.77893,,-4.306059411,-12.2510075,-5.473650668,-6.514753494
1547000000,-4.7187843,43.470612,-11.810436,-68.515144,-5.1935744,-31.676308,-6.5367498,-201.87402,,-4.316858085,-12.24802175,-5.451317776,-6.526662415
1548000000,-4.7008629,43.238373,-11.812073,-68.049171,-5.164917,-31.546688,-6.5135164,-202.05287,,-4.327730042,-12.24467678,-5.429087384,-6.538633226
1549000000,-4.7201262,43.005833,-11.770282,-67.985214,-5.1441097,-31.848824,-6.5477791,-202.40422,,-4.338675381,-12.24097264,-5.406959452,-6.550665957
1550000000,-4.7480593,42.681435,-11.83056,-67.817665,-5.1483846,-31.936302,-6.5860147,-202.52206,,-4.3496942,-12.23690947,-5.384933941,-6.562760638
1551000000,-4.7424216,42.599796,-11.778263,-67.625404,-5.0996447,-32.093563,-6.5738826,-202.57661,,-4.360786596,-12.23248755,-5.363010806,-6.574917293
1552000000,-4.7525682,42.342831,-11.786397,-67.63195,-5.0918956,-32.253395,-6.5313125,-202.98671,,-4.371952661,-12.22770728,-5.341189998,-6.587135946
1553000000,-4.7891316,42.186047,-11.779357,-67.161491,-5.0770278,-32.261646,-6.5882268,-203.18105,,-4.383192489,-12.22256916,-5.319471467,-6.599416621
1554000000,-4.771677,42.051868,-11.740258,-67.077354,-5.0408077,-32.186123,-6.5960956,-203.15208,,-4.394506169,-12.21707383,-5.29785516,-6.611759335
1555000000,-4.7846675,41.899822,-11.752832,-66.858002,-5.0262032,-32.447468,-6.5925412,-203.31215,,-4.405893788,-12.21122202,-5.276341019,-6.624164106
1556000000,-4.8066773,41.776226,-11.741243,-66.595139,-4.9928813,-32.498745,-6.6040163,-203.34344,,-4.417355432,-12.20501461,-5.254928985,-6.636630949
1557000000,-4.8172417,41.480453,-11.753835,-66.600838,-5.001596,-32.813232,-6.6516027,-203.86006,,-4.428891186,-12.19845256,-5.233618996,-6.649159877
1558000000,-4.8231416,41.254711,-11.741899,-66.438744,-4.9998302,-32.88147,-6.6694427,-204.09338,,-4.44050113,-12.19153695,-5.212410984,-6.661750899
1559000000,-4.8478422,40.981094,-11.707201,-66.35878,-4.9491568,-32.998447,-6.6551151,-204.17552,,-4.452185345,-12.18426901,-5.191304882,-6.674404025
1560000000,-4.8716321,40.913651,-11.742156,-66.190857,-4.956532,-33.311779,-6.7021875,-204.47363,,-4.463943908,-12.17665003,-5.170300618,-6.68711926
1561000000,-4.8621774,40.493946,-11.699886,-65.90097,-4.9136147,-33.296833,-6.6888199,-204.61089,,-4.475776894,-12.16868145,-5.149398117,-6.699896608
1562000000,-4.8737302,40.362129,-11.709235,-65.732483,-4.8958292,-33.52755,-6.7165327,-204.9283,,-4.487684377,-12.1603648,-5.128597302,-6.712736069
1563000000,-4.9011846,40.231186,-11.733373,-65.570892,-4.8982038,-33.353046,-6.7262006,-204.91675,,-4.499666429,-12.15170172,-5.107898092,-6.725637644
1564000000,-4.9023457,40.068375,-11.684101,-65.490654,-4.8740988,-33.761574,-6.7298636,-205.25946,,-4.511723118,-12.14269396,-5.087300405,-6.738601328
1565000000,-4.9241576,39.790848,-11.682003,-65.331146,-4.8712721,-33.724979,-6.7639961,-205.58855,,-4.523854512,-12.13334338,-5.066804154,-6.751627116
1566000000,-4.9200788,39.689636,-11.643728,-64.958687,-4.8212724,-33.867947,-6.7534399,-205.36783,,-4.536060675,-12.12365193,-5.046409251,-6.764715001
1567000000,-4.95573,39.316448,-11.655155,-64.940163,-4.8157854,-34.127151,-6.7740059,-205.63356,,-4.548341672,-12.11362168,-5.026115603,-6.777864972
1568000000,-4.959908,39.299896,-11.630781,-64.467972,-4.8067365,-34.060238,-6.8043957,-205.79996,,-4.560697562,-12.10325479,-5.005923117,-6.791077018
1569000000,-4.9731207,38.92897,-11.626734,-64.548981,-4.8162041,-34.539059,-6.8060493,-206.00562,,-4.573128406,-12.0925535,-4.985831695,-6.804351122
1570000000,-4.9805765,38.659447,-11.638583,-64.439095,-4.7437406,-34.481125,-6.8074851,-206.31378,,-4.585634259,-12.08152019,-4.965841237,-6.817687269
1571000000,-4.9856281,38.69482,-11.623453,-64.153915,-4.7610793,-34.635811,-6.8223534,-206.49037,,-4.598215177,-12.07015728,-4.945951641,-6.831085439
1572000000,-4.9954619,38.346416,-11.601093,-64.028008,-4.7311344,-34.648262,-6.8126245,-206.68724,,-4.610871212,-12.05846733,-4.926162801,-6.844545611
1573000000,-5.0082498,37.979607,-11.609823,-63.965698,-4.72048,-34.916435,-6.8659759,-206.98254,,-4.623602414,-12.04645295,-4.906474609,-6.858067761
1574000000,-5.0579243,38.179489,-11.571117,-63.739178,-4.6860957,-34.709011,-6.8545723,-206.99512,,-4.636408833,-12.03411687,-4.886886955,-6.871651862
1575000000,-5.0362315,37.778362,-11.53851,-63.602844,-4.659358,-35.193085,-6.851162,-207.35478,,-4.649290514,-12.02146188,-4.867399724,-6.885297887
1576000000,-5.0787649,37.44952,-11.553611,-63.322369,-4.6375036,-35.242306,-6.8758307,-207.41335,,-4.662247503,-12.00849087,-4.848012801,-6.899005805
1577000000,-5.0821404,37.239452,-11.520807,-63.319515,-4.6364322,-35.454674,-6.9035077,-207.56798,,-4.67527984,-11.9952068,-4.828726067,-6.912775582
1578000000,-5.1165619,37.140213,-11.506094,-62.994461,-4.6272879,-35.482876,-6.9114814,-207.76718,,-4.688387567,-11.9816127,-4.809539402,-6.926607184
1579000000,-5.1048975,36.925846,-11.519549,-63.069427,-4.6139288,-35.806038,-6.9360704,-208.0107,,-4.701570722,-11.9677117,-4.79045268,-6.940500573
1580000000,-5.1149392,36.897957,-11.50126,-62.734497,-4.600606,-35.706867,-6.9356961,-208.22035,,-4.714829341,-11.95350697,-4.771465776,-6.95445571
1581000000,-5.1331835,36.667408,-11.486485,-62.572094,-4.5805144,-35.927181,-6.9560914,-208.5136,,-4.728163457,-11.93900178,-4.75257856,-6.968472552
1582000000,-5.1485848,36.525497,-11.469268,-62.539017,-4.5840406,-35.945892,-6.999723,-208.59676,,-4.741573102,-11.92419945,-4.733790901,-6.982551055
1583000000,-5.1524758,36.153358,-11.453466,-62.411606,-4.5436254,-36.100098,-6.9703727,-208.82141,,-4.755058307,-11.90910337,-4.715102666,-6.996691172
1584000000,-5.1793575,35.794201,-11.459977,-62.285645,-4.5625219,-36.471802,-7.0312142,-209.39992,,-4.7686191,-11.89371698,-4.696513716,-7.010892856
1585000000,-5.1699767,35.833866,-11.437787,-62.091221,-4.5098939,-36.404892,-7.0470824,-209.21933,,-4.782255505,-11.87804381,-4.678023914,-7.025156054
1586000000,-5.2073226,35.279461,-11.439545,-61.965492,-4.5282202,-36.772816,-7.0513697,-209.5562,,-4.795967547,-11.8620874,-4.659633117,-7.039480713
1587000000,-5.2070537,35.258091,-11.392166,-61.794247,-4.4794116,-36.710236,-7.0547767,-209.42769,,-4.809755247,-11.8458514,-4.641341183,-7.053866778
1588000000,-5.2331505,35.027439,-11.410194,-61.75845,-4.4865131,-36.673168,-7.0807624,-209.64299,,-4.823618625,-11.82933945,-4.623147963,-7.06831419
1589000000,-5.2491775,35.001865,-11.357038,-61.632301,-4.4663296,-37.050766,-7.0893817,-209.98143,,-4.837557699,-11.81255529,-4.60505331,-7.082822891
1590000000,-5.2487783,34.905907,-11.344639,-61.406441,-4.4379458,-37.067375,-7.0851417,-210.09854,,-4.851572483,-11.79550267,-4.587057072,-7.097392817
1591000000,-5.2774301,34.580425,-11.335303,-61.299004,-4.4205217,-37.326969,-7.1176801,-210.31897,,-4.865662992,-11.77818542,-4.569159096,-7.112023905
1592000000,-5.2879486,34.407814,-11.32,-61.160999,-4.4276528,-37.36478,-7.1286645,-210.50531,,-4.879829237,-11.76060736,-4.551359225,-7.126716086
1593000000,-5.2908263,34.262173,-11.297823,-60.874821,-4.3652186,-37.383453,-7.1082172,-210.68349,,-4.894071227,-11.7427724,-4.533657301,-7.141469293
1594000000,-5.3048139,33.834393,-11.267445,-60.767326,-4.3716216,-37.551929,-7.1559229,-210.90698,,-4.90838897,-11.72468445,-4.516053164,-7.156283455
1595000000,-5.3291521,33.866344,-11.273266,-60.5228,-4.3671737,-37.787231,-7.1704836,-210.98059,,-4.922782471,-11.70634747,-4.498546651,-7.171158497
1596000000,-5.3493676,33.434738,-11.241168,-60.445625,-4.3426094,-37.822884,-7.1714344,-211.20949,,-4.937251734,-11.68776543,-4.481137595,-7.186094345
1597000000,-5.3443904,33.356232,-11.238486,-60.390732,-4.3423924,-38.015884,-7.2083664,-211.43127,,-4.95179676,-11.66894235,-4.46382583,-7.20109092
1598000000,-5.3652811,33.003338,-11.197329,-60.218124,-4.3122649,-38.067375,-7.201509,-211.68608,,-4.966417549,-11.64988226,-4.446611186,-7.216148143
1599000000,-5.3706222,32.861057,-11.181507,-60.221401,-4.3016734,-38.31789,-7.2329888,-211.96176,,-4.981114097,-11.63058922,-4.42949349,-7.231265932
1600000000,-5.3878636,32.653599,-11.163056,-59.968632,-4.2628188,-38.348846,-7.2135549,-211.9991,,-4.995886402,-11.6110673,-4.412472568,-7.246444203
1601000000,-5.3987851,32.478062,-11.144634,-60.040432,-4.256207,-38.556118,-7.2309036,-212.07431,,-5.010734455,-11.59132061,-4.395548244,-7.261682869
1602000000,-5.4266419,32.293709,-11.141949,-59.780392,-4.2499094,-38.728806,-7.2667036,-212.37579,,-5.02565825,-11.57135323,-4.378720339,-7.276981841
1603000000,-5.4623032,31.959961,-11.099494,-59.518311,-4.2418523,-38.795887,-7.2889109,-212.43578,,-5.040657775,-11.55116931,-4.361988672,-7.292341029
1604000000,-5.4434328,31.688431,-11.091817,-59.63308,-4.2382412,-39.061722,-7.2756515,-212.73233,,-5.055733018,-11.53077296,-4.345353059,-7.307760341
1605000000,-5.4832129,31.810377,-11.07818,-59.29689,-4.2096963,-39.036964,-7.2858791,-212.86861,,-5.070883965,-11.51016833,-4.328813316,-7.323239681
