Freq(Hz),S11 Log Mag(dB),S11 Phase(°),S21 Log Mag(dB),S21 Phase(°),S31 Log Mag(dB),S31 Phase(°),S41 Log Mag(dB),S41 Phase(°),,S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
3117000000,-10.70885,-65.710327,-4.9979596,-183.08688,-2.8237119,-172.24429,-16.276934,-172.1048,,-15.96745744,-4.899337601,-2.82040055,-15.63796463
3118000000,-10.672882,-65.735947,-5.02916,-183.11147,-2.8306525,-172.41869,-16.281723,-172.47249,,-15.93531481,-4.906915914,-2.819273577,-15.61438464
3119000000,-10.654429,-65.939308,-5.0033565,-183.01556,-2.814924,-172.36955,-16.188391,-172.39055,,-15.90317818,-4.914526336,-2.818154309,-15.59080958
3120000000,-10.610364,-66.344643,-5.0350165,-183.40787,-2.7825246,-172.47159,-16.179682,-172.58836,,-15.87104796,-4.92216901,-2.817042834,-15.56723943
3121000000,-10.619663,-66.312782,-5.0305581,-183.27237,-2.79175,-172.59834,-16.154848,-172.51111,,-15.83892454,-4.929844083,-2.815939243,-15.54367413
3122000000,-10.61725,-66.221397,-5.0700164,-183.65504,-2.8127091,-172.74268,-16.17234,-172.74841,,-15.80680834,-4.937551701,-2.814843626,-15.52011368
3123000000,-10.622021,-66.792168,-5.0251694,-183.5993,-2.7924144,-172.88762,-16.101149,-173.02138,,-15.77469973,-4.945292009,-2.813756072,-15.49655803
3124000000,-10.530532,-66.650101,-5.0666223,-183.67645,-2.8214791,-173.03387,-16.068802,-172.86781,,-15.74259912,-4.953065157,-2.812676672,-15.47300717
3125000000,-10.578238,-67.020081,-5.0575767,-183.84399,-2.8016376,-172.91783,-16.059383,-173.02695,,-15.71050687,-4.960871291,-2.811605519,-15.44946105
3126000000,-10.585967,-67.086655,-5.0902586,-184.11911,-2.8142874,-173.25525,-16.037413,-173.16226,,-15.67842338,-4.968710561,-2.810542704,-15.42591966
3127000000,-10.513895,-67.07132,-5.080225,-184.11331,-2.7893763,-173.3387,-16.005617,-173.39622,,-15.64634901,-4.976583116,-2.80948832,-15.40238297
3128000000,-10.472352,-66.956894,-5.0978799,-184.06921,-2.8072436,-173.33344,-15.967545,-173.2489,,-15.61428415,-4.984489106,-2.80844246,-15.37885096
3129000000,-10.530766,-67.208214,-5.1148324,-184.33286,-2.8069892,-173.52043,-15.984025,-173.28436,,-15.58222915,-4.992428682,-2.807405219,-15.3553236
3130000000,-10.53157,-67.634354,-5.1091471,-184.49693,-2.7963283,-173.71761,-15.927932,-173.72737,,-15.55018438,-5.000401996,-2.806376689,-15.33180087
3131000000,-10.501761,-67.722572,-5.1175084,-184.6911,-2.7980239,-173.82262,-15.896677,-173.64682,,-15.51815021,-5.0084092,-2.805356967,-15.30828275
3132000000,-10.38041,-67.441353,-5.1024299,-184.45534,-2.7935245,-173.85626,-15.880506,-173.78185,,-15.48612697,-5.016450447,-2.804346148,-15.28476922
3133000000,-10.419956,-67.560043,-5.1584606,-184.66373,-2.8193548,-173.80307,-15.876681,-173.59631,,-15.45411504,-5.024525891,-2.803344327,-15.26126026
3134000000,-10.419379,-67.814888,-5.1164594,-184.72884,-2.8104887,-174.14174,-15.795371,-173.97681,,-15.42211475,-5.032635686,-2.802351602,-15.23775585
3135000000,-10.424561,-68.157593,-5.1593623,-185.00923,-2.8198881,-174.11411,-15.809999,-174.01579,,-15.39012646,-5.040779987,-2.80136807,-15.21425598
3136000000,-10.392755,-68.134033,-5.1671653,-184.88016,-2.8120661,-174.04515,-15.742672,-173.98552,,-15.35815049,-5.04895895,-2.800393828,-15.19076062
3137000000,-10.400994,-68.244148,-5.1706467,-185.02881,-2.8141809,-174.28557,-15.728719,-174.0766,,-15.32618719,-5.057172731,-2.799428974,-15.16726977
3138000000,-10.376433,-68.30246,-5.1563025,-184.90723,-2.8298466,-174.22473,-15.723495,-174.25085,,-15.29423689,-5.065421488,-2.798473609,-15.14378341
3139000000,-10.362267,-68.446358,-5.1821437,-185.2254,-2.8167701,-174.67336,-15.700087,-174.46417,,-15.26229992,-5.073705378,-2.79752783,-15.12030152
3140000000,-10.32836,-68.380272,-5.1825094,-185.22935,-2.8154464,-174.57968,-15.670112,-174.56339,,-15.2303766,-5.082024561,-2.796591739,-15.0968241
3141000000,-10.373702,-68.47773,-5.2205296,-185.32106,-2.8098767,-174.59998,-15.647676,-174.44031,,-15.19846726,-5.090379195,-2.795665437,-15.07335113
3142000000,-10.294855,-68.630104,-5.1990914,-185.40042,-2.7913043,-174.6627,-15.597944,-174.64124,,-15.16657222,-5.09876944,-2.794749023,-15.0498826
3143000000,-10.255547,-68.890228,-5.2366152,-185.39049,-2.810385,-174.687,-15.604646,-174.70093,,-15.13469179,-5.107195458,-2.793842601,-15.02641851
3144000000,-10.29046,-69.052513,-5.2516518,-185.77734,-2.7914755,-175.01231,-15.569937,-174.77031,,-15.10282628,-5.115657409,-2.792946273,-15.00295885
3145000000,-10.29606,-69.26487,-5.2668061,-185.8672,-2.8181162,-175.26163,-15.571117,-175.04257,,-15.07097601,-5.124155456,-2.792060141,-14.9795036
3146000000,-10.246737,-69.341843,-5.2392564,-185.9803,-2.7889369,-175.30423,-15.498012,-174.98206,,-15.03914127,-5.132689762,-2.791184311,-14.95605277
3147000000,-10.230397,-69.450165,-5.2675753,-186.00998,-2.8053319,-175.20535,-15.479535,-175.28288,,-15.00732237,-5.141260489,-2.790318885,-14.93260636
3148000000,-10.229002,-69.193039,-5.2971344,-185.79465,-2.8403115,-175.08984,-15.479901,-174.92909,,-14.97551961,-5.149867804,-2.78946397,-14.90916434
3149000000,-10.169885,-69.298782,-5.2870636,-186.08743,-2.7967045,-175.35803,-15.461527,-175.17723,,-14.94373328,-5.158511869,-2.78861967,-14.88572673
3150000000,-10.186862,-69.402435,-5.2750864,-186.25734,-2.7805429,-175.43161,-15.381226,-175.61765,,-14.91196368,-5.167192852,-2.787786092,-14.86229352
3151000000,-10.165766,-69.877655,-5.3116531,-186.48219,-2.8036561,-175.54156,-15.383242,-175.83043,,-14.88021109,-5.175910919,-2.786963342,-14.83886471
3152000000,-10.212729,-69.64959,-5.3343534,-186.11818,-2.8472447,-175.57236,-15.37367,-175.51147,,-14.84847581,-5.184666236,-2.786151529,-14.81544031
3153000000,-10.180211,-69.649811,-5.3294363,-186.40086,-2.8171864,-175.74162,-15.348495,-175.67233,,-14.8167581,-5.193458971,-2.785350759,-14.79202031
3154000000,-10.154722,-69.82856,-5.3031416,-186.57411,-2.7904873,-175.80797,-15.28272,-175.67191,,-14.78505826,-5.202289294,-2.784561143,-14.76860471
3155000000,-10.110444,-69.891289,-5.3292603,-186.79149,-2.7937801,-176.01222,-15.274831,-176.07887,,-14.75337657,-5.211157373,-2.783782788,-14.74519352
3156000000,-10.125151,-70.064507,-5.3418593,-186.58484,-2.7911353,-175.93553,-15.256397,-175.77435,,-14.72171329,-5.220063379,-2.783015806,-14.72178675
3157000000,-10.085032,-70.429596,-5.370573,-187.07951,-2.804029,-176.47829,-15.230923,-176.28488,,-14.69006869,-5.229007481,-2.782260306,-14.6983844
3158000000,-10.093518,-70.609154,-5.3796988,-186.9677,-2.8231695,-176.27954,-15.198027,-176.12343,,-14.65844305,-5.237989852,-2.7815164,-14.67498647
3159000000,-10.040927,-70.101685,-5.3588419,-186.84422,-2.8231928,-176.39067,-15.182138,-176.24644,,-14.62683663,-5.247010663,-2.7807842,-14.65159298
3160000000,-9.9946547,-70.863449,-5.3978066,-187.07869,-2.8031893,-176.62407,-15.160837,-176.50354,,-14.5952497,-5.256070088,-2.780063819,-14.62820394
3161000000,-10.015664,-70.78038,-5.397707,-186.88826,-2.7777696,-176.61534,-15.134789,-176.3665,,-14.56368251,-5.265168299,-2.779355369,-14.60481934
3162000000,-10.078132,-70.694641,-5.405879,-187.24345,-2.7992582,-176.51649,-15.110348,-176.55589,,-14.53213533,-5.274305471,-2.778658964,-14.58143922
3163000000,-10.026385,-71.106537,-5.4039063,-187.48557,-2.7739546,-176.7363,-15.01964,-176.72261,,-14.5006084,-5.283481779,-2.77797472,-14.55806357
3164000000,-10.004491,-71.120262,-5.4448152,-187.44327,-2.778259,-176.74371,-15.058357,-176.76219,,-14.46910198,-5.292697399,-2.77730275,-14.53469241
3165000000,-9.9839106,-71.099663,-5.4522028,-187.63402,-2.8106081,-176.97963,-15.034042,-176.97249,,-14.43761632,-5.301952507,-2.776643172,-14.51132575
3166000000,-10.029116,-71.346031,-5.4611139,-187.59328,-2.7815275,-176.99039,-14.973716,-177.03694,,-14.40615167,-5.311247279,-2.7759961,-14.48796361
3167000000,-9.9669094,-71.299019,-5.467917,-187.80109,-2.8240852,-177.05324,-14.965694,-177.10919,,-14.37470826,-5.320581894,-2.775361653,-14.46460601
3168000000,-9.9156399,-71.607498,-5.4685249,-187.79364,-2.799159,-177.26981,-14.934311,-177.21014,,-14.34328636,-5.32995653,-2.774739949,-14.44125296
3169000000,-9.9133482,-71.77681,-5.4712939,-188.02953,-2.7849975,-177.41582,-14.903218,-177.38977,,-14.31188618,-5.339371367,-2.774131105,-14.41790449
3170000000,-9.8961334,-71.950806,-5.4866495,-187.85522,-2.7826779,-177.44891,-14.87591,-177.33446,,-14.28050798,-5.348826583,-2.773535242,-14.3945606
3171000000,-9.8842373,-72.024429,-5.4926386,-188.16273,-2.7746415,-177.45787,-14.855909,-177.38754,,-14.24915199,-5.35832236,-2.772952478,-14.37122133
3172000000,-9.8681936,-71.930946,-5.5145655,-188.21286,-2.802624,-177.71509,-14.842479,-177.54524,,-14.21781843,-5.367858879,-2.772382935,-14.34788669
3173000000,-9.8562326,-72.269188,-5.4997678,-188.32361,-2.7993598,-177.70479,-14.813705,-177.89168,,-14.18650755,-5.377436321,-2.771826733,-14.32455671
3174000000,-9.8503876,-72.369507,-5.5531287,-188.25778,-2.8026738,-177.78531,-14.812075,-177.8309,,-14.15521956,-5.38705487,-2.771283995,-14.30123141
3175000000,-9.8499804,-72.562462,-5.5352988,-188.36299,-2.7762001,-177.83456,-14.754569,-177.90779,,-14.1239547,-5.396714708,-2.770754842,-14.27791081
3176000000,-9.8456135,-72.548195,-5.5629945,-188.61868,-2.7995439,-178.05054,-14.751056,-178.05193,,-14.09271319,-5.406416019,-2.7702394,-14.25459495
3177000000,-9.8226595,-72.72142,-5.5449038,-188.8931,-2.8103251,-178.0713,-14.683701,-178.2574,,-14.06149525,-5.416158989,-2.76973779,-14.23128384
3178000000,-9.8137465,-72.699326,-5.5901017,-188.6431,-2.8040023,-178.19595,-14.699982,-178.24373,,-14.0303011,-5.425943802,-2.769250139,-14.20797752
3179000000,-9.7706079,-72.88343,-5.6008277,-188.95361,-2.7949243,-178.29422,-14.653864,-178.37759,,-13.99913096,-5.435770645,-2.76877657,-14.18467601
3180000000,-9.7104139,-72.734505,-5.6013899,-188.86102,-2.811326,-178.25943,-14.638857,-178.43408,,-13.96798505,-5.445639704,-2.768317212,-14.16137935
3181000000,-9.7686243,-73.331253,-5.6294985,-188.85548,-2.8129115,-178.54904,-14.613079,-178.56239,,-13.93686357,-5.455551166,-2.767872189,-14.13808757
3182000000,-9.7524157,-73.521446,-5.6031303,-189.14809,-2.8100035,-178.69,-14.544179,-178.60118,,-13.90576674,-5.465505219,-2.767441631,-14.1148007
3183000000,-9.7329378,-73.497604,-5.6295352,-189.15729,-2.8085551,-178.63145,-14.543234,-178.7417,,-13.87469478,-5.475502053,-2.767025664,-14.09151877
3184000000,-9.7089863,-73.733208,-5.6585588,-189.39905,-2.7942681,-178.86365,-14.554302,-178.87556,,-13.84364788,-5.485541856,-2.766624418,-14.06824182
3185000000,-9.6719522,-74.064743,-5.654521,-189.38696,-2.7883284,-178.93217,-14.505765,-179.09264,,-13.81262625,-5.495624818,-2.766238022,-14.04496988
3186000000,-9.6763992,-73.754082,-5.653789,-189.66843,-2.7640584,-179.0246,-14.486751,-179.26143,,-13.78163011,-5.505751131,-2.765866608,-14.02170299
3187000000,-9.6592541,-74.077293,-5.6769423,-189.59229,-2.7754569,-179.23166,-14.445577,-179.13486,,-13.75065964,-5.515920984,-2.765510305,-13.99844119
3188000000,-9.6435213,-73.618126,-5.69944,-189.52312,-2.7890677,-178.99329,-14.453981,-179.26996,,-13.71971506,-5.526134571,-2.765169246,-13.97518452
3189000000,-9.6026201,-74.0755,-5.6948152,-189.63313,-2.7943347,-179.35884,-14.413654,-179.37079,,-13.68879656,-5.536392084,-2.764843563,-13.95193301
3190000000,-9.6492004,-74.336044,-5.7251606,-189.75702,-2.8086984,-179.55939,-14.424768,-179.61221,,-13.65790434,-5.546693715,-2.76453339,-13.92868671
3191000000,-9.6014585,-74.411308,-5.7070065,-190.02866,-2.7932627,-179.49596,-14.369903,-179.64047,,-13.62703859,-5.55703966,-2.76423886,-13.90544567
3192000000,-9.5704184,-74.14399,-5.7813873,-190.00998,-2.8167768,-179.43159,-14.333969,-179.76241,,-13.59619951,-5.567430111,-2.763960108,-13.88220991
3193000000,-9.5615225,-74.731735,-5.7819648,-190.09583,-2.8100359,-179.71938,-14.288889,-179.6521,,-13.56538728,-5.577865265,-2.76369727,-13.85897949
3194000000,-9.5574484,-74.408752,-5.7735853,-190.25563,-2.7916577,-179.77292,-14.287389,-179.97679,,-13.53460211,-5.588345317,-2.763450482,-13.83575446
3195000000,-9.5891247,-74.774185,-5.7412496,-190.32329,-2.8177192,-179.86688,-14.259069,-180.07878,,-13.50384419,-5.598870463,-2.76321988,-13.81253486
3196000000,-9.4954157,-75.161858,-5.780232,-190.28381,-2.8031039,-180.1946,-14.238437,-180.27588,,-13.47311368,-5.6094409,-2.763005603,-13.78932073
3197000000,-9.5328655,-75.111923,-5.8021927,-190.24951,-2.7966211,-180.06783,-14.217736,-180.15512,,-13.4424108,-5.620056825,-2.762807789,-13.76611213
3198000000,-9.4991531,-75.159584,-5.7843976,-190.45615,-2.7586293,-180.21638,-14.174792,-180.43199,,-13.41173571,-5.630718437,-2.762626576,-13.74290911
3199000000,-9.5099602,-75.424339,-5.8198786,-190.54886,-2.8166108,-180.36757,-14.163938,-180.56526,,-13.3810886,-5.641425935,-2.762462106,-13.71971171
3200000000,-9.4353704,-75.187157,-5.8000097,-190.82986,-2.7545438,-180.58488,-14.090891,-180.73222,,-13.35046966,-5.652179517,-2.762314518,-13.69651999
3201000000,-9.4711361,-75.626503,-5.8216882,-190.94257,-2.7897766,-180.45837,-14.095464,-180.67714,,-13.31987906,-5.662979383,-2.762183955,-13.673334
3202000000,-9.4374647,-75.87455,-5.8506441,-191.18312,-2.7425597,-180.58977,-14.095429,-180.92953,,-13.28931699,-5.673825734,-2.762070557,-13.6501538
3203000000,-9.4029894,-75.546547,-5.8319583,-190.99463,-2.7581103,-180.62158,-14.052451,-180.87398,,-13.25878362,-5.684718771,-2.761974469,-13.62697944
3204000000,-9.4203606,-75.916656,-5.8491611,-190.87318,-2.7759593,-180.87645,-14.01582,-180.88364,,-13.22827913,-5.695658695,-2.761895834,-13.60381098
3205000000,-9.4298143,-76.078255,-5.9358273,-190.83832,-2.7997301,-180.96989,-14.01787,-181.22354,,-13.19780369,-5.706645708,-2.761834796,-13.58064847
3206000000,-9.3467112,-76.437912,-5.8953943,-191.22606,-2.7974424,-181.01636,-13.984552,-181.3494,,-13.16735748,-5.717680012,-2.761791501,-13.55749198
3207000000,-9.3667212,-76.031059,-5.9228625,-191.29755,-2.8212776,-181.05145,-13.96053,-181.33925,,-13.13694066,-5.728761811,-2.761766095,-13.53434156
3208000000,-9.3538561,-76.453064,-5.9146023,-191.30585,-2.7294464,-181.32216,-13.892291,-181.50415,,-13.10655343,-5.739891309,-2.761758724,-13.51119728
3209000000,-9.3053102,-76.681541,-5.9207134,-191.49358,-2.7679288,-181.53407,-13.909575,-181.76373,,-13.07619593,-5.751068709,-2.761769536,-13.48805919
3210000000,-9.343668,-76.544296,-5.904603,-191.53972,-2.7641194,-181.45767,-13.859416,-181.63033,,-13.04586834,-5.762294216,-2.76179868,-13.46492736
3211000000,-9.3366823,-77.086647,-5.9538622,-191.65425,-2.7960365,-181.70461,-13.865573,-181.83516,,-13.01557084,-5.773568035,-2.761846304,-13.44180185
3212000000,-9.2890339,-77.014885,-5.9595323,-191.8806,-2.7717316,-181.76996,-13.821707,-182.14044,,-12.98530358,-5.784890372,-2.761912559,-13.41868273
3213000000,-9.2799129,-77.071571,-5.9844227,-191.91237,-2.8097711,-181.64326,-13.822429,-182.09059,,-12.95506673,-5.796261433,-2.761997595,-13.39557007
3214000000,-9.2570229,-77.056259,-5.9802737,-191.92708,-2.8020964,-181.8893,-13.793303,-182.33852,,-12.92486046,-5.807681424,-2.762101564,-13.37246392
3215000000,-9.263833,-77.297722,-5.98805,-192.03412,-2.7808044,-182.08127,-13.748418,-182.39293,,-12.89468494,-5.819150552,-2.762224618,-13.34936437
3216000000,-9.2039518,-77.480148,-5.9588408,-192.08865,-2.7808557,-182.31302,-13.737377,-182.59113,,-12.86454031,-5.830669024,-2.762366909,-13.32627148
3217000000,-9.2377348,-77.392708,-6.0406718,-192.06032,-2.803757,-182.21725,-13.706639,-182.57103,,-12.83442676,-5.842237049,-2.762528593,-13.30318532
3218000000,-9.2292728,-77.246628,-6.0491252,-192.10693,-2.7963963,-182.27864,-13.691121,-182.70876,,-12.80434443,-5.853854835,-2.762709823,-13.28010596
3219000000,-9.1555071,-77.515762,-6.0400534,-192.28908,-2.790761,-182.4838,-13.665575,-182.83813,,-12.77429349,-5.86552259,-2.762910755,-13.25703348
3220000000,-9.1974983,-77.878349,-6.0574675,-192.4989,-2.8163686,-182.62083,-13.632328,-182.98486,,-12.74427409,-5.877240523,-2.763131545,-13.23396794
3221000000,-9.1667042,-77.877922,-6.0562067,-192.47585,-2.783778,-182.56468,-13.583233,-182.89587,,-12.7142864,-5.889008844,-2.76337235,-13.21090943
3222000000,-9.1691713,-77.955536,-6.0873971,-192.32062,-2.8075686,-182.69728,-13.597085,-183.06812,,-12.68433057,-5.900827763,-2.763633328,-13.18785802
3223000000,-9.1105204,-78.119446,-6.087513,-192.68527,-2.8055227,-182.88853,-13.553943,-183.31154,,-12.65440676,-5.912697489,-2.763914638,-13.16481379
3224000000,-9.1673927,-78.279633,-6.1269627,-192.66417,-2.8044519,-182.89679,-13.514881,-183.33015,,-12.62451513,-5.924618234,-2.764216439,-13.14177682
3225000000,-9.0959063,-78.4832,-6.103672,-192.70236,-2.772229,-183.16246,-13.494344,-183.59508,,-12.59465582,-5.936590207,-2.764538892,-13.11874718
3226000000,-9.0510483,-78.638771,-6.1605034,-192.94583,-2.7838235,-183.2383,-13.46555,-183.68469,,-12.564829,-5.948613621,-2.764882157,-13.09572495
3227000000,-9.0833569,-78.764351,-6.1443129,-192.88947,-2.8186789,-183.18204,-13.442267,-183.69139,,-12.53503481,-5.960688686,-2.765246396,-13.07271023
3228000000,-9.0463839,-78.735481,-6.162169,-193.13744,-2.8041286,-183.27904,-13.440105,-183.84087,,-12.50527341,-5.972815615,-2.765631772,-13.04970308
3229000000,-9.046875,-79.198547,-6.13591,-193.44424,-2.782675,-183.66264,-13.382689,-184.08563,,-12.47554496,-5.984994619,-2.766038449,-13.0267036
3230000000,-9.0384073,-79.072388,-6.2008948,-193.23221,-2.7706399,-183.42914,-13.394538,-184.08276,,-12.44584959,-5.997225911,-2.76646659,-13.00371187
3231000000,-8.9819984,-79.440208,-6.1808381,-193.35126,-2.7608116,-183.76932,-13.343187,-184.22237,,-12.41618747,-6.009509703,-2.766916361,-12.98072798
3232000000,-9.0035648,-79.262604,-6.2004089,-193.32169,-2.8144789,-183.73807,-13.348201,-184.40875,,-12.38655875,-6.021846208,-2.767387928,-12.95775201
3233000000,-9.0031939,-79.352623,-6.2290297,-193.45647,-2.8108046,-183.85841,-13.332437,-184.52734,,-12.35696356,-6.034235638,-2.767881458,-12.93478404
3234000000,-9.0182657,-79.655998,-6.2421808,-193.64177,-2.7939026,-184.0955,-13.253971,-184.79367,,-12.32740206,-6.046678208,-2.768397118,-12.91182418
3235000000,-8.95961,-79.545113,-6.2613931,-193.74449,-2.8015766,-184.05414,-13.270749,-184.6082,,-12.29787441,-6.05917413,-2.768935076,-12.88887252
3236000000,-8.9695654,-79.700348,-6.2598529,-193.72795,-2.7961295,-184.21844,-13.23449,-184.79196,,-12.26838073,-6.071723617,-2.769495503,-12.86592913
3237000000,-8.9500418,-79.684181,-6.2982187,-193.61867,-2.8061481,-184.22946,-13.219922,-184.74365,,-12.2389212,-6.084326884,-2.770078567,-12.84299412
3238000000,-8.9096375,-80.30249,-6.2909608,-194.01398,-2.8056221,-184.68492,-13.171391,-185.21913,,-12.20949594,-6.096984144,-2.77068444,-12.82006758
3239000000,-8.9299231,-80.267334,-6.3263259,-194.00017,-2.8248277,-184.48125,-13.163781,-185.12909,,-12.1801051,-6.109695611,-2.771313293,-12.7971496
3240000000,-8.910552,-80.371223,-6.2971807,-193.8511,-2.7885203,-184.54106,-13.145347,-185.23489,,-12.15074884,-6.122461499,-2.771965299,-12.77424029
3241000000,-8.9293385,-80.459572,-6.336875,-194.13943,-2.8443747,-184.95248,-13.139544,-185.48566,,-12.12142729,-6.135282021,-2.772640631,-12.75133973
3242000000,-8.8683701,-80.550552,-6.3251572,-194.20676,-2.7513478,-184.81358,-13.072264,-185.65002,,-12.0921406,-6.148157392,-2.773339464,-12.72844802
3243000000,-8.8928823,-81.156982,-6.3363366,-194.38257,-2.779002,-185.00479,-13.074216,-186.01938,,-12.06288891,-6.161087826,-2.774061973,-12.70556527
3244000000,-8.8882341,-80.720116,-6.4066701,-194.2139,-2.8101604,-184.9252,-13.068315,-185.52487,,-12.03367237,-6.174073537,-2.774808333,-12.68269158
3245000000,-8.8992796,-81.202721,-6.3834476,-194.36902,-2.8249974,-185.02087,-13.033455,-185.84608,,-12.00449112,-6.187114739,-2.77557872,-12.65982704
3246000000,-8.8638391,-80.710861,-6.4285035,-194.25778,-2.8181915,-184.99281,-13.020744,-185.70859,,-11.9753453,-6.200211645,-2.776373314,-12.63697177
3247000000,-8.8116684,-80.814323,-6.4024301,-194.48915,-2.7929082,-185.30997,-12.951194,-185.98453,,-11.94623505,-6.21336447,-2.777192291,-12.61412585
3248000000,-8.7901335,-81.339531,-6.4337234,-194.73219,-2.8251503,-185.51837,-12.952575,-186.32941,,-11.91716052,-6.226573427,-2.778035831,-12.5912894
3249000000,-8.7825928,-81.447899,-6.4367905,-194.79054,-2.818114,-185.46773,-12.906334,-186.47211,,-11.88812185,-6.239838731,-2.778904114,-12.56846253
3250000000,-8.8029194,-81.66494,-6.4626303,-194.9469,-2.8240159,-185.7265,-12.894506,-186.5377,,-11.85911918,-6.253160593,-2.779797322,-12.54564534
3251000000,-8.734561,-81.72332,-6.442852,-194.76631,-2.802705,-185.89404,-12.874656,-186.48135,,-11.83015264,-6.266539229,-2.780715635,-12.52283793
3252000000,-8.7420235,-81.814209,-6.4884272,-195.09224,-2.7881038,-185.97829,-12.863092,-186.88251,,-11.80122239,-6.279974851,-2.781659236,-12.50004043
3253000000,-8.7344227,-82.227463,-6.5194955,-195.16237,-2.8270311,-186.14551,-12.839494,-187.09113,,-11.77232855,-6.293467672,-2.782628308,-12.47725293
3254000000,-8.7150793,-81.888336,-6.5502157,-195.17213,-2.8497248,-186.10461,-12.849366,-186.94368,,-11.74347127,-6.307017905,-2.783623036,-12.45447555
3255000000,-8.6969738,-81.853027,-6.5298157,-195.07115,-2.8588512,-186.05838,-12.778243,-187.03381,,-11.7146507,-6.320625762,-2.784643605,-12.4317084
3256000000,-8.715374,-82.103302,-6.6057844,-195.22992,-2.8553867,-186.29903,-12.784328,-187.13962,,-11.68586696,-6.334291455,-2.785690201,-12.4089516
3257000000,-8.671525,-82.67466,-6.5583916,-195.33368,-2.8376372,-186.40117,-12.742939,-187.42842,,-11.65712019,-6.348015196,-2.78676301,-12.38620525
3258000000,-8.6287441,-82.569893,-6.5946574,-195.33096,-2.818965,-186.38844,-12.728257,-187.58234,,-11.62841055,-6.361797196,-2.78786222,-12.36346949
3259000000,-8.6493855,-82.766701,-6.5972786,-195.50665,-2.8665085,-186.61736,-12.719708,-187.61888,,-11.59973816,-6.375637667,-2.788988019,-12.34074441
3260000000,-8.6172972,-82.865379,-6.5644283,-195.79599,-2.8119848,-186.94864,-12.669339,-187.90639,,-11.57110316,-6.389536819,-2.790140597,-12.31803014
3261000000,-8.6218424,-82.761047,-6.6449146,-195.82558,-2.854337,-186.82358,-12.687784,-187.86351,,-11.54250569,-6.403494861,-2.791320143,-12.2953268
3262000000,-8.583868,-83.107765,-6.6181388,-195.73605,-2.8135903,-186.9603,-12.575987,-187.9369,,-11.51394589,-6.417512005,-2.792526849,-12.27263451
3263000000,-8.5767593,-82.973862,-6.695251,-195.81032,-2.8448722,-187.08139,-12.606023,-188.12248,,-11.4854239,-6.431588458,-2.793760906,-12.24995339
3264000000,-8.5965242,-83.384399,-6.6582308,-195.7782,-2.8569322,-187.29071,-12.570373,-188.39937,,-11.45693985,-6.44572443,-2.795022507,-12.22728356
3265000000,-8.5125933,-83.315376,-6.6397505,-195.88193,-2.8101375,-187.20284,-12.531896,-188.53149,,-11.42849388,-6.459920128,-2.796311845,-12.20462515
3266000000,-8.5722694,-83.621773,-6.7151985,-196.08684,-2.8415534,-187.46411,-12.529834,-188.69919,,-11.40008613,-6.47417576,-2.797629115,-12.18197827
3267000000,-8.5163918,-83.789207,-6.6805515,-196.29454,-2.8355737,-187.53925,-12.491029,-188.60283,,-11.37171674,-6.488491532,-2.798974511,-12.15934306
3268000000,-8.4907408,-83.867241,-6.7089086,-196.0244,-2.8259881,-187.56021,-12.488291,-188.85406,,-11.34338585,-6.502867651,-2.80034823,-12.13671964
3269000000,-8.4952793,-83.898468,-6.7184305,-196.09964,-2.8291261,-187.66443,-12.450639,-188.89133,,-11.31509358,-6.517304321,-2.801750468,-12.11410813
3270000000,-8.4508724,-84.054131,-6.7354007,-196.3755,-2.8281531,-187.8145,-12.435353,-189.08885,,-11.28684008,-6.531801747,-2.803181423,-12.09150867
3271000000,-8.4816122,-84.119347,-6.7811546,-196.54437,-2.8522601,-187.82356,-12.387187,-189.03407,,-11.25862549,-6.546360132,-2.804641294,-12.06892139
3272000000,-8.4658728,-84.289665,-6.7672968,-196.35226,-2.8258631,-188.02434,-12.390055,-189.17171,,-11.23044993,-6.560979681,-2.806130279,-12.04634641
3273000000,-8.4284687,-84.416191,-6.7995548,-196.6259,-2.8495305,-188.37141,-12.349273,-189.5553,,-11.20231356,-6.575660593,-2.807648579,-12.02378387
3274000000,-8.433073,-84.40921,-6.8189445,-196.5891,-2.8430209,-188.29338,-12.310548,-189.43861,,-11.1742165,-6.590403071,-2.809196395,-12.0012339
3275000000,-8.4017467,-84.694397,-6.8140931,-196.45427,-2.8505113,-188.47412,-12.285116,-189.8631,,-11.14615889,-6.605207314,-2.810773928,-11.97869663
3276000000,-8.383215,-84.794449,-6.8201632,-196.84113,-2.8451996,-188.74011,-12.261963,-189.76044,,-11.11814087,-6.620073521,-2.812381381,-11.9561722
3277000000,-8.3997583,-85.093163,-6.8428683,-196.77734,-2.8129981,-188.76999,-12.245044,-189.98929,,-11.09016257,-6.63500189,-2.814018958,-11.93366075
3278000000,-8.344347,-85.217667,-6.873323,-196.73289,-2.8537009,-188.56448,-12.250869,-190.04674,,-11.06222414,-6.649992618,-2.815686862,-11.91116241
3279000000,-8.3758745,-85.271042,-6.8878727,-196.9259,-2.8765895,-189.08876,-12.216393,-190.59836,,-11.0343257,-6.6650459,-2.8173853,-11.88867731
3280000000,-8.3710756,-85.441994,-6.900918,-196.93829,-2.8465252,-189.07654,-12.183826,-190.37556,,-11.0064674,-6.680161931,-2.819114476,-11.8662056
