Freq(Hz),S11 Log Mag(dB),S11 Phase(deg),S21 Log Mag(dB),S21 Phase(deg),S31 Log Mag(dB),S31 Phase(deg),S41 Log Mag(dB),S41 Phase(deg),,S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS,,S21-S31,S21-S31_HFSS
1859000000,-6.62819,113.497,-6.7720566,-62.641884,-3.836637,-136.99263,-9.2822714,-119.80619,,-6.865265335,-6.870289479,-4.115113305,-9.283961604,,74.350746,71.86428648
1860000000,-6.6042976,113.29707,-6.7876735,-62.825741,-3.8152895,-137.26512,-9.3121223,-119.59943,,-6.874525842,-6.863591082,-4.112472279,-9.290325931,,74.439379,71.92868312
1861000000,-6.6374745,113.20093,-6.7926626,-62.741203,-3.8291194,-137.20927,-9.3315125,-119.89728,,-6.883818261,-6.85687934,-4.109834876,-9.296714429,,74.468067,71.99299475
1862000000,-6.6256881,113.25323,-6.7571602,-62.513302,-3.8089345,-137.18303,-9.311553,-119.88978,,-6.893142683,-6.850154333,-4.107201122,-9.303127202,,74.669728,72.0572209
1863000000,-6.6196704,113.23791,-6.7409687,-62.64991,-3.8089263,-137.24249,-9.2915411,-119.98643,,-6.902499197,-6.84341614,-4.104571046,-9.309564357,,74.59258,72.1213611
1864000000,-6.6473932,112.99759,-6.7391973,-62.649174,-3.8054676,-137.2973,-9.3375807,-119.95074,,-6.911887892,-6.836664839,-4.101944677,-9.316025999,,74.648126,72.18541487
1865000000,-6.6605978,113.00336,-6.7604413,-62.75481,-3.802247,-137.51563,-9.3456993,-120.2802,,-6.92130886,-6.829900511,-4.099322043,-9.322512235,,74.76082,72.24938175
1866000000,-6.6693764,112.97308,-6.7527437,-62.681896,-3.7935405,-137.56725,-9.3367901,-120.31575,,-6.930762189,-6.823123236,-4.096703173,-9.329023171,,74.885354,72.31326127
1867000000,-6.7209959,112.72195,-6.7184262,-62.801815,-3.7605305,-137.81436,-9.3499355,-120.4585,,-6.940247972,-6.816333093,-4.094088095,-9.335558915,,75.012545,72.37705296
1868000000,-6.6817923,112.60044,-6.7524271,-62.760334,-3.8297329,-137.75919,-9.3827791,-120.39703,,-6.949766298,-6.809530165,-4.091476838,-9.342119575,,74.998856,72.44075635
1869000000,-6.7069049,112.67886,-6.7312889,-62.677094,-3.8233786,-137.74088,-9.3553305,-120.63042,,-6.959317259,-6.802714533,-4.08886943,-9.348705259,,75.063786,72.50437099
1870000000,-6.7308855,112.53642,-6.7005324,-62.855293,-3.8059123,-138.12791,-9.3949671,-120.77388,,-6.968900946,-6.795886277,-4.0862659,-9.355316074,,75.272617,72.56789641
1871000000,-6.7230678,112.44044,-6.673737,-62.842659,-3.7716277,-138.16606,-9.3624077,-120.78661,,-6.97851745,-6.78904548,-4.083666276,-9.361952131,,75.323401,72.63133215
1872000000,-6.7255626,112.49584,-6.6745486,-63.005222,-3.7721331,-138.34723,-9.3645725,-121.23798,,-6.988166863,-6.782192224,-4.081070587,-9.368613538,,75.342008,72.69467777
1873000000,-6.7374792,112.46899,-6.6770067,-63.071873,-3.7986608,-138.27562,-9.4151773,-120.9832,,-6.997849276,-6.775326592,-4.078478863,-9.375300405,,75.203747,72.75793279
1874000000,-6.7529144,112.35661,-6.6671476,-62.940079,-3.8261688,-138.30423,-9.4009476,-121.22119,,-7.007564782,-6.768448667,-4.07589113,-9.382012842,,75.364151,72.82109677
1875000000,-6.7711496,112.3689,-6.6410637,-62.786228,-3.7738628,-138.39703,-9.4254227,-121.28819,,-7.017313473,-6.761558532,-4.073307419,-9.388750961,,75.610802,72.88416926
1876000000,-6.7477875,112.1071,-6.6309237,-62.976276,-3.763603,-138.56241,-9.4253597,-121.48115,,-7.027095442,-6.754656271,-4.070727757,-9.395514871,,75.586134,72.94714981
1877000000,-6.775445,111.9656,-6.6835494,-62.892574,-3.79848,-138.50146,-9.4305248,-121.47561,,-7.036910781,-6.747741967,-4.068152173,-9.402304686,,75.608886,73.01003798
1878000000,-6.7942533,111.97681,-6.6398096,-63.056526,-3.763093,-138.77504,-9.4034872,-121.64,,-7.046759582,-6.740815707,-4.065580697,-9.409120515,,75.718514,73.07283331
1879000000,-6.8171411,111.84148,-6.6151466,-63.279831,-3.7587314,-138.76384,-9.4673777,-121.91172,,-7.056641941,-6.733877573,-4.063013357,-9.415962473,,75.484009,73.13553536
1880000000,-6.7714529,111.65134,-6.6049066,-63.324516,-3.7804267,-139.03836,-9.464427,-122.0005,,-7.066557948,-6.726927651,-4.06045018,-9.422830671,,75.713844,73.19814371
1881000000,-6.8362603,111.72459,-6.5932484,-62.975273,-3.7652762,-138.95107,-9.4666271,-121.75924,,-7.076507699,-6.719966027,-4.057891198,-9.429725223,,75.975797,73.26065789
1882000000,-6.8291869,111.51617,-6.6213322,-63.250484,-3.7840285,-139.14816,-9.484643,-122.08458,,-7.086491286,-6.712992786,-4.055336437,-9.436646242,,75.897676,73.32307749
1883000000,-6.8308706,111.47361,-6.60148,-63.090076,-3.7639971,-139.18733,-9.4960804,-122.09953,,-7.096508805,-6.706008015,-4.052785926,-9.443593843,,76.097254,73.38540206
1884000000,-6.8775454,111.23822,-6.6056237,-63.055626,-3.7508471,-139.14029,-9.5150185,-122.218,,-7.106560348,-6.699011798,-4.050239696,-9.45056814,,76.084664,73.44763117
1885000000,-6.8842454,111.38589,-6.5692101,-63.303097,-3.7744014,-139.40646,-9.5166054,-122.52037,,-7.116646011,-6.692004224,-4.047697773,-9.457569249,,76.103363,73.50976439
1886000000,-6.8588328,110.91703,-6.5818896,-63.284626,-3.7854142,-139.72311,-9.5382938,-122.5462,,-7.126765888,-6.684985379,-4.045160188,-9.464597284,,76.438484,73.5718013
1887000000,-6.8748651,111.07546,-6.5759454,-63.358036,-3.7639775,-139.49921,-9.520978,-122.46343,,-7.136920075,-6.677955351,-4.042626968,-9.471652361,,76.141174,73.63374146
1888000000,-6.8909779,111.12754,-6.5580316,-63.202438,-3.775281,-139.69402,-9.5211496,-122.53081,,-7.147108665,-6.670914227,-4.040098143,-9.478734598,,76.491582,73.69558446
1889000000,-6.9088783,110.87555,-6.572022,-63.201401,-3.7377434,-139.9109,-9.5336857,-122.75951,,-7.157331755,-6.663862094,-4.037573741,-9.48584411,,76.709499,73.75732987
1890000000,-6.9205651,110.69726,-6.5734172,-63.287945,-3.7556231,-139.86395,-9.5530529,-122.90749,,-7.16758944,-6.656799041,-4.035053791,-9.492981015,,76.576005,73.81897727
1891000000,-6.899724,110.91797,-6.5320201,-63.51833,-3.7418525,-139.96825,-9.5599489,-122.93134,,-7.177881816,-6.649725157,-4.032538322,-9.500145431,,76.44992,73.88052625
1892000000,-6.9392576,110.81277,-6.546052,-63.425385,-3.751858,-139.99854,-9.598424,-123.24709,,-7.188208979,-6.642640531,-4.030027363,-9.507337475,,76.573155,73.94197638
1893000000,-6.9562187,110.80453,-6.5144377,-63.344635,-3.7479217,-140.01422,-9.5898438,-123.17279,,-7.198571025,-6.63554525,-4.027520942,-9.514557267,,76.669585,74.00332726
1894000000,-6.9824476,110.48081,-6.5336037,-63.562542,-3.7193115,-140.20494,-9.6165972,-123.46525,,-7.20896805,-6.628439405,-4.025019089,-9.521804925,,76.642398,74.06457848
1895000000,-6.9657149,110.46649,-6.5125737,-63.480408,-3.7418518,-140.55275,-9.6026039,-123.34394,,-7.219400152,-6.621323086,-4.022521831,-9.52908057,,77.072342,74.12572962
1896000000,-6.976326,110.40903,-6.4980087,-63.750957,-3.7530489,-140.52313,-9.6051741,-123.67079,,-7.229867426,-6.614196381,-4.020029198,-9.53638432,,76.772173,74.18678028
1897000000,-6.9954028,110.57498,-6.4811983,-63.604923,-3.7287385,-140.50319,-9.604701,-123.54488,,-7.240369971,-6.607059382,-4.017541219,-9.543716297,,76.898267,74.24773006
1898000000,-7.012866,110.2439,-6.4881072,-63.594582,-3.7430649,-140.64754,-9.6447649,-123.76441,,-7.250907884,-6.599912179,-4.015057922,-9.551076622,,77.052958,74.30857855
1899000000,-7.0193,110.07085,-6.4967437,-63.587254,-3.757041,-140.74835,-9.651475,-123.7935,,-7.261481262,-6.592754862,-4.012579337,-9.558465416,,77.161096,74.36932535
1900000000,-7.052196,110.02001,-6.4593372,-63.578415,-3.7182624,-140.75394,-9.6674194,-124.06436,,-7.272090203,-6.585587522,-4.010105491,-9.5658828,,77.175525,74.42997007
1901000000,-7.0539608,110.03817,-6.4553642,-63.592762,-3.7524953,-140.78441,-9.6594152,-123.94493,,-7.282734805,-6.578410251,-4.007636414,-9.573328898,,77.191648,74.49051232
1902000000,-7.0647922,110.15295,-6.4642801,-63.637691,-3.7461545,-141.07269,-9.6955881,-124.09899,,-7.293415166,-6.57122314,-4.005172134,-9.580803832,,77.434999,74.55095168
1903000000,-7.0229211,109.72036,-6.4338436,-63.665676,-3.7284269,-141.18565,-9.6651278,-124.22291,,-7.304131386,-6.564026281,-4.00271268,-9.588307725,,77.519974,74.61128779
1904000000,-7.0689726,109.8174,-6.4658146,-63.893143,-3.7315209,-141.09041,-9.6836748,-124.46136,,-7.314883562,-6.556819765,-4.000258081,-9.595840702,,77.197267,74.67152024
1905000000,-7.0836916,109.65234,-6.4359283,-63.760662,-3.7363958,-141.28676,-9.7189732,-124.63508,,-7.325671794,-6.549603686,-3.997808366,-9.603402886,,77.526098,74.73164866
1906000000,-7.0619154,109.70824,-6.4461651,-63.707851,-3.7125757,-141.42525,-9.6980724,-124.55917,,-7.336496181,-6.542378135,-3.995363563,-9.610994403,,77.717399,74.79167265
1907000000,-7.1001425,109.56032,-6.4301872,-63.962769,-3.7376742,-141.42752,-9.7106113,-124.77092,,-7.347356822,-6.535143205,-3.992923701,-9.618615378,,77.464751,74.85159184
1908000000,-7.110045,109.2112,-6.4051414,-63.97361,-3.7019784,-141.61703,-9.7217741,-124.85741,,-7.358253818,-6.527898989,-3.990488808,-9.626265936,,77.64342,74.91140584
1909000000,-7.0903115,109.43443,-6.3965683,-63.873573,-3.6997302,-141.63309,-9.7162762,-124.85641,,-7.369187267,-6.52064558,-3.988058914,-9.633946203,,77.759517,74.97111429
1910000000,-7.1520181,109.22296,-6.4082479,-64.08271,-3.7181239,-141.76283,-9.7272329,-125.04128,,-7.380157271,-6.513383071,-3.985634047,-9.641656307,,77.68012,75.0307168
1911000000,-7.1434636,109.25652,-6.3758054,-64.054916,-3.7031579,-141.95459,-9.7572689,-124.98925,,-7.39116393,-6.506111557,-3.983214235,-9.649396375,,77.899674,75.090213
1912000000,-7.1562634,109.02829,-6.4067001,-63.93409,-3.7044642,-141.96249,-9.7987165,-125.16077,,-7.402207344,-6.498831131,-3.980799508,-9.657166535,,78.0284,75.14960252
1913000000,-7.1370306,108.90417,-6.3615785,-63.979099,-3.7133012,-142.05017,-9.793292,-125.37412,,-7.413287614,-6.491541887,-3.978389893,-9.664966914,,78.071071,75.208885
1914000000,-7.1846581,109.03712,-6.3678741,-63.911972,-3.7381623,-142.09096,-9.7988405,-125.51752,,-7.424404842,-6.484243919,-3.97598542,-9.672797642,,78.178988,75.26806007
1915000000,-7.1995959,108.857,-6.3184881,-64.187347,-3.6845806,-142.27238,-9.7868204,-125.54557,,-7.435559129,-6.476937322,-3.973586116,-9.680658848,,78.085033,75.32712736
1916000000,-7.2174211,108.94257,-6.3654337,-64.141335,-3.6972091,-142.2951,-9.8053408,-125.72847,,-7.446750576,-6.469622191,-3.971192011,-9.688550662,,78.153765,75.38608652
1917000000,-7.1898866,108.61044,-6.3607202,-64.016502,-3.6959739,-142.30679,-9.8022852,-125.69454,,-7.457979286,-6.462298619,-3.968803133,-9.696473213,,78.290288,75.44493718
1918000000,-7.1940517,108.76297,-6.3595648,-64.181953,-3.7096314,-142.43669,-9.8330212,-125.84084,,-7.46924536,-6.454966703,-3.96641951,-9.704426634,,78.254737,75.50367899
1919000000,-7.2348781,108.54685,-6.3210273,-64.23436,-3.6967196,-142.53285,-9.8171072,-126.15085,,-7.480548901,-6.447626538,-3.964041172,-9.712411054,,78.29849,75.5623116
1920000000,-7.2506342,108.42294,-6.3246918,-64.255684,-3.6999574,-142.6938,-9.8928022,-126.17582,,-7.491890012,-6.440278218,-3.961668145,-9.720426606,,78.438116,75.62083465
1921000000,-7.2584,108.32851,-6.3216205,-64.06263,-3.6776795,-142.91479,-9.8880148,-126.13055,,-7.503268795,-6.432921841,-3.95930046,-9.728473423,,78.85216,75.6792478
1922000000,-7.2668452,108.17773,-6.2830048,-64.477844,-3.6712072,-143.05132,-9.8614073,-126.68497,,-7.514685354,-6.425557501,-3.956938143,-9.736551637,,78.573476,75.7375507
1923000000,-7.3056197,107.99299,-6.2779226,-64.385361,-3.6884398,-142.99927,-9.8764791,-126.45298,,-7.526139792,-6.418185294,-3.954581225,-9.744661382,,78.613909,75.795743
1924000000,-7.2919259,107.99886,-6.2879944,-64.190262,-3.6817513,-142.87503,-9.9116907,-126.55756,,-7.537632213,-6.410805317,-3.952229732,-9.752802791,,78.684768,75.85382437
1925000000,-7.3339815,107.84454,-6.2873917,-64.510696,-3.6851466,-143.13652,-9.9362936,-126.78296,,-7.54916272,-6.403417666,-3.949883693,-9.760976,,78.625824,75.91179446
1926000000,-7.3129039,107.9522,-6.2792835,-64.527817,-3.6876011,-143.39528,-9.9016781,-126.78355,,-7.560731418,-6.396022437,-3.947543136,-9.769181142,,78.867463,75.96965293
1927000000,-7.3135271,107.6705,-6.2622805,-64.396255,-3.6871216,-143.50592,-9.9408712,-126.89137,,-7.572338411,-6.388619728,-3.94520809,-9.777418354,,79.109665,76.02739946
1928000000,-7.3628359,107.77838,-6.2482138,-64.389626,-3.68383,-143.51369,-9.9503765,-126.89356,,-7.583983804,-6.381209635,-3.942878583,-9.785687772,,79.124064,76.0850337
1929000000,-7.3404889,107.97897,-6.2577748,-64.415901,-3.6720722,-143.42383,-9.95473,-127.02629,,-7.595667702,-6.373792255,-3.940554643,-9.793989533,,79.007929,76.14255533
1930000000,-7.4030356,107.65903,-6.2423663,-64.71814,-3.6512878,-143.74487,-9.9445572,-127.23928,,-7.60739021,-6.366367685,-3.938236298,-9.802323773,,79.02673,76.19996403
1931000000,-7.3974104,107.69732,-6.2345982,-64.464516,-3.6654103,-143.73822,-9.9751329,-127.2283,,-7.619151434,-6.358936022,-3.935923576,-9.81069063,,79.273704,76.25725946
1932000000,-7.4004893,107.48728,-6.2291608,-64.407967,-3.673244,-143.77281,-9.9557247,-127.46177,,-7.630951479,-6.351497364,-3.933616506,-9.819090243,,79.364843,76.3144413
1933000000,-7.418601,107.22121,-6.2234454,-64.582161,-3.6425967,-143.7133,-10.00651,-127.41121,,-7.642790451,-6.344051809,-3.931315114,-9.82752275,,79.131139,76.37150924
1934000000,-7.4424872,107.318,-6.1804161,-64.705688,-3.6515808,-144.09435,-9.9809704,-127.39948,,-7.654668456,-6.336599454,-3.92901943,-9.835988291,,79.388662,76.42846295
1935000000,-7.4246716,107.14951,-6.2089787,-64.616943,-3.6564329,-144.11618,-10.019711,-127.75513,,-7.666585602,-6.329140397,-3.926729482,-9.844487006,,79.499237,76.48530212
1936000000,-7.4512939,106.96267,-6.1936226,-64.947388,-3.6552238,-144.19113,-10.019668,-128.03374,,-7.678541994,-6.321674737,-3.924445296,-9.853019035,,79.243742,76.54202644
1937000000,-7.4629664,106.99611,-6.1646538,-64.768776,-3.6414869,-144.16721,-10.030572,-127.88251,,-7.690537741,-6.31420257,-3.922166901,-9.86158452,,79.398434,76.59863559
1938000000,-7.503624,106.89281,-6.1831274,-64.847076,-3.6642327,-144.41515,-10.049785,-128.12738,,-7.702572949,-6.306723995,-3.919894325,-9.870183601,,79.568074,76.65512926
1939000000,-7.4878888,106.75658,-6.1658626,-64.990059,-3.6518259,-144.47945,-10.061408,-128.33989,,-7.714647725,-6.299239112,-3.917627595,-9.878816421,,79.489391,76.71150716
1940000000,-7.5233192,106.5423,-6.1608381,-64.910194,-3.6470077,-144.55351,-10.072614,-128.15822,,-7.726762179,-6.291748018,-3.91536674,-9.887483123,,79.643316,76.76776898
1941000000,-7.5240011,106.81044,-6.1379862,-65.020592,-3.6395786,-144.63673,-10.073755,-128.479,,-7.738916417,-6.284250811,-3.913111786,-9.896183851,,79.616138,76.82391441
1942000000,-7.5152974,106.59785,-6.1358137,-64.765358,-3.6401615,-144.59482,-10.103609,-128.41011,,-7.751110549,-6.276747591,-3.910862762,-9.904918747,,79.829462,76.87994316
1943000000,-7.5134449,106.64182,-6.1129842,-65.059029,-3.6289515,-144.82045,-10.081148,-128.85916,,-7.763344683,-6.269238456,-3.908619695,-9.913687958,,79.761421,76.93585493
1944000000,-7.5467305,106.25512,-6.1462531,-64.884232,-3.6368709,-145.03969,-10.132031,-128.78169,,-7.775618928,-6.261723506,-3.906382613,-9.922491627,,80.155458,76.99164943
1945000000,-7.5544524,106.26559,-6.106864,-65.255074,-3.6054676,-145.09944,-10.086231,-128.94466,,-7.787933393,-6.254202838,-3.904151542,-9.9313299,,79.844366,77.04732636
1946000000,-7.5409417,106.21015,-6.0962939,-65.322029,-3.6163049,-145.18723,-10.08709,-129.10301,,-7.800288189,-6.246676553,-3.901926511,-9.940202924,,79.865201,77.10288544
1947000000,-7.5430589,106.14477,-6.0619669,-65.158905,-3.6342435,-145.43327,-10.128801,-129.1689,,-7.812683425,-6.23914475,-3.899707546,-9.949110845,,80.274365,77.15832638
1948000000,-7.5899315,105.89545,-6.1168847,-65.1968,-3.6742289,-145.29922,-10.173509,-129.27589,,-7.82511921,-6.231607527,-3.897494676,-9.958053812,,80.10242,77.21364889
1949000000,-7.6381435,105.73389,-6.080925,-65.251106,-3.6503947,-145.55089,-10.171502,-129.2679,,-7.837595656,-6.224064984,-3.895287927,-9.967031971,,80.299784,77.2688527
1950000000,-7.6150603,105.90173,-6.050777,-65.32267,-3.6066031,-145.56926,-10.129317,-129.50232,,-7.850112874,-6.21651722,-3.893087326,-9.976045472,,80.24659,77.32393753
1951000000,-7.6452808,105.61803,-6.0738873,-65.242203,-3.6449184,-145.58965,-10.205091,-129.67336,,-7.862670974,-6.208964336,-3.890892901,-9.985094464,,80.347447,77.37890309
1952000000,-7.6513047,105.65907,-6.0377941,-65.138748,-3.6257637,-145.65158,-10.194869,-129.65089,,-7.875270067,-6.20140643,-3.888704678,-9.994179096,,80.512832,77.43374911
1953000000,-7.6716056,105.70036,-6.0864773,-65.240318,-3.6494198,-145.77684,-10.226112,-129.60892,,-7.887910266,-6.193843603,-3.886522685,-10.00329952,,80.536522,77.48847532
1954000000,-7.6625743,105.59407,-5.9977522,-65.535843,-3.6034863,-145.93486,-10.217969,-129.9321,,-7.900591681,-6.186275953,-3.884346948,-10.01245589,,80.399017,77.54308146
1955000000,-7.6977825,105.35862,-6.0004697,-65.384911,-3.6179156,-146.01382,-10.238073,-130.06078,,-7.913314427,-6.178703582,-3.882177495,-10.02164835,,80.628909,77.59756725
1956000000,-7.7362795,105.49883,-6.0431747,-65.430161,-3.6263356,-145.97177,-10.243567,-130.25566,,-7.926078614,-6.171126587,-3.880014352,-10.03087705,,80.541609,77.65193243
1957000000,-7.7165012,105.26694,-6.0173502,-65.870461,-3.6399536,-146.46516,-10.245336,-130.45198,,-7.938884355,-6.163545071,-3.877857546,-10.04014216,,80.594699,77.70617673
1958000000,-7.7381859,105.05972,-6.001452,-65.665016,-3.6136808,-146.47197,-10.279427,-130.50125,,-7.951731765,-6.155959131,-3.875707104,-10.04944382,,80.806954,77.7602999
1959000000,-7.7539248,105.06903,-5.9778652,-65.464615,-3.6231782,-146.38292,-10.295172,-130.59778,,-7.964620956,-6.148368869,-3.873563052,-10.05878218,,80.918305,77.81430168
1960000000,-7.7601614,105.24817,-6.0001879,-65.675789,-3.6088157,-146.59247,-10.297875,-130.80507,,-7.977552042,-6.140774384,-3.871425416,-10.06815741,,80.916681,77.86818181
1961000000,-7.771625,104.9542,-5.993238,-65.744232,-3.616621,-146.53546,-10.311155,-130.78049,,-7.990525137,-6.133175777,-3.869294224,-10.07756965,,80.791228,77.92194004
1962000000,-7.7895317,104.78159,-5.9759841,-65.813446,-3.610244,-146.82375,-10.325946,-130.81926,,-8.003540356,-6.125573147,-3.867169501,-10.08701907,,81.010304,77.97557612
1963000000,-7.822207,104.72902,-5.9958849,-65.871323,-3.6041789,-146.90561,-10.353197,-131.17638,,-8.016597813,-6.117966595,-3.865051274,-10.09650582,,81.034287,78.0290898
1964000000,-7.7921386,104.52866,-5.9405813,-65.870697,-3.5933094,-146.75336,-10.325527,-131.10228,,-8.029697623,-6.11035622,-3.862939569,-10.10603005,,80.882663,78.08248084
1965000000,-7.8101516,104.62776,-5.9646206,-65.95089,-3.5891056,-147.03256,-10.378345,-131.09973,,-8.042839902,-6.102742124,-3.860834412,-10.11559193,,81.08167,78.13574899
1966000000,-7.8655944,104.44926,-5.9635344,-66.031158,-3.5800197,-147.13545,-10.373401,-131.24129,,-8.056024765,-6.095124406,-3.85873583,-10.12519162,,81.104292,78.18889401
1967000000,-7.8502378,104.63213,-5.9281831,-66.01339,-3.602771,-147.19165,-10.391397,-131.53561,,-8.069252328,-6.087503166,-3.856643848,-10.13482927,,81.17826,78.24191567
1968000000,-7.8748722,104.10368,-5.9461784,-66.10881,-3.6173246,-147.35114,-10.426771,-131.47826,,-8.082522707,-6.079878505,-3.854558492,-10.14450504,,81.24233,78.29481372
1969000000,-7.8896999,104.31704,-5.8771372,-66.204605,-3.5586045,-147.48764,-10.388884,-131.45525,,-8.09583602,-6.072250522,-3.852479788,-10.1542191,,81.283035,78.34758793
1970000000,-7.9151163,104.24205,-5.9286108,-66.059204,-3.5768158,-147.42043,-10.433406,-131.72578,,-8.109192383,-6.064619319,-3.850407762,-10.1639716,,81.361226,78.40023808
1971000000,-7.9038925,104.14439,-5.8873029,-66.117363,-3.5906746,-147.51694,-10.440404,-131.90372,,-8.122591913,-6.056984995,-3.84834244,-10.17376271,,81.399577,78.45276393
1972000000,-7.9562669,103.9623,-5.8918171,-66.23362,-3.5938725,-147.66426,-10.448744,-131.94382,,-8.136034728,-6.049347651,-3.846283846,-10.18359259,,81.43064,78.50516525
1973000000,-7.9366655,104.01473,-5.8554726,-66.021645,-3.570703,-147.7756,-10.460188,-132.12909,,-8.149520946,-6.041707387,-3.844232007,-10.19346141,,81.753955,78.55744183
1974000000,-7.968565,103.79063,-5.8947906,-66.301697,-3.5652008,-147.81654,-10.479797,-132.21248,,-8.163050685,-6.034064303,-3.842186948,-10.20336932,,81.514843,78.60959343
1975000000,-7.9435887,103.81354,-5.8532801,-66.328217,-3.580986,-148.01212,-10.476647,-132.23929,,-8.176624065,-6.0264185,-3.840148694,-10.2133165,,81.683903,78.66161985
1976000000,-7.9882512,103.44478,-5.8684754,-66.345802,-3.5596888,-148.12878,-10.496892,-132.43353,,-8.190241203,-6.018770077,-3.838117271,-10.2233031,,81.782978,78.71352086
1977000000,-7.9688892,103.52975,-5.8376732,-66.349884,-3.5724545,-147.97076,-10.495516,-132.53568,,-8.20390222,-6.011119135,-3.836092703,-10.2333293,,81.620876,78.76529625
1978000000,-7.9746361,103.49894,-5.8206849,-66.276718,-3.5769429,-148.11142,-10.525415,-132.62451,,-8.217607235,-6.003465774,-3.834075016,-10.24339526,,81.834702,78.8169458
1979000000,-8.0192795,103.42175,-5.8336639,-66.320313,-3.5713518,-148.17984,-10.539913,-132.69868,,-8.231356367,-5.995810094,-3.832064235,-10.25350115,,81.859527,78.86846931
1980000000,-8.0782976,103.31237,-5.8295851,-66.481903,-3.5519075,-148.34465,-10.537192,-132.86763,,-8.245149739,-5.988152196,-3.830060384,-10.26364714,,81.862747,78.91986656
1981000000,-8.06322,103.20052,-5.8236356,-66.589745,-3.5820606,-148.48683,-10.578633,-132.88519,,-8.258987469,-5.980492179,-3.828063488,-10.27383339,,81.897085,78.97113736
1982000000,-8.1038713,103.26217,-5.81984,-66.491234,-3.5669782,-148.46994,-10.58831,-133.04688,,-8.27286968,-5.972830143,-3.826073572,-10.28406008,,81.978706,79.02228149
1983000000,-8.0899687,103.23012,-5.801208,-66.71505,-3.5661664,-148.69023,-10.582504,-133.23814,,-8.286796493,-5.965166189,-3.824090661,-10.29432737,,81.97518,79.07329877
1984000000,-8.1014357,103.1175,-5.7929482,-66.487686,-3.5504756,-148.78972,-10.590286,-133.39445,,-8.300768029,-5.957500417,-3.822114778,-10.30463545,,82.302034,79.12418898
1985000000,-8.1080484,103.04539,-5.7721019,-66.862816,-3.5482962,-148.9511,-10.620493,-133.48651,,-8.314784412,-5.949832926,-3.820145949,-10.31498447,,82.088284,79.17495194
1986000000,-8.1269751,102.70821,-5.7586551,-66.805603,-3.5602553,-149.11385,-10.620592,-133.50078,,-8.328845763,-5.942163817,-3.818184197,-10.32537462,,82.308247,79.22558745
1987000000,-8.152957,102.75713,-5.7792754,-66.81385,-3.5683303,-148.89677,-10.678239,-133.72246,,-8.342952205,-5.934493189,-3.816229547,-10.33580606,,82.08292,79.27609531
1988000000,-8.1654282,102.6815,-5.7595162,-66.889153,-3.5418744,-149.45743,-10.645113,-134.0401,,-8.357103863,-5.926821142,-3.814282022,-10.34627897,,82.568277,79.32647535
1989000000,-8.1979313,102.63195,-5.7572651,-66.825638,-3.572854,-149.27988,-10.68765,-133.93628,,-8.371300859,-5.919147776,-3.812341647,-10.35679352,,82.454242,79.37672736
1990000000,-8.211585,102.40575,-5.7680254,-66.874374,-3.5659254,-149.46419,-10.719818,-134.15538,,-8.385543318,-5.911473191,-3.810408445,-10.3673499,,82.589816,79.42685118
1991000000,-8.2443314,102.41658,-5.740911,-67.093773,-3.5506818,-149.46745,-10.69788,-134.24571,,-8.399831365,-5.903797485,-3.808482441,-10.37794827,,82.373677,79.4768466
1992000000,-8.2041683,102.32148,-5.7047615,-67.041473,-3.5684791,-149.85243,-10.755118,-134.36777,,-8.414165123,-5.89612076,-3.806563657,-10.38858881,,82.810957,79.52671347
1993000000,-8.301115,102.18279,-5.7319207,-67.046249,-3.5442042,-149.74428,-10.742382,-134.20477,,-8.428544719,-5.888443113,-3.804652117,-10.39927171,,82.698031,79.57645158
1994000000,-8.2479544,102.45591,-5.6984801,-67.088768,-3.5228543,-149.78821,-10.773845,-134.5591,,-8.442970279,-5.880764645,-3.802747845,-10.40999714,,82.699442,79.62606079
1995000000,-8.2520256,102.23689,-5.6975446,-67.113396,-3.5250919,-149.87711,-10.756941,-134.4895,,-8.457441927,-5.873085455,-3.800850864,-10.42076528,,82.763714,79.67554089
1996000000,-8.2596712,102.1283,-5.6925278,-67.298889,-3.5353343,-150.06044,-10.772653,-134.66731,,-8.471959792,-5.865405642,-3.798961196,-10.43157631,,82.761551,79.72489174
1997000000,-8.2944002,102.10018,-5.6880245,-67.447311,-3.5563893,-150.23341,-10.785817,-134.86589,,-8.486523999,-5.857725306,-3.797078866,-10.44243041,,82.786099,79.77411316
1998000000,-8.3254452,102.08311,-5.6818366,-67.079414,-3.5482769,-150.14864,-10.833447,-135.02063,,-8.501134676,-5.850044545,-3.795203895,-10.45332776,,83.069226,79.82320497
1999000000,-8.3263426,101.93785,-5.6634574,-67.500511,-3.5331848,-150.49084,-10.827183,-135.17871,,-8.515791951,-5.842363459,-3.793336307,-10.46426855,,82.990329,79.87216703
2000000000,-8.3756733,101.59406,-5.665493,-67.436531,-3.5422988,-150.29787,-10.813877,-135.27094,,-8.530495952,-5.834682146,-3.791476125,-10.47525296,,82.861339,79.92099916
2001000000,-8.3646955,101.55567,-5.6328621,-67.359474,-3.5426641,-150.43105,-10.840044,-135.16559,,-8.545246807,-5.827000705,-3.78962337,-10.48628117,,83.071576,79.9697012
2002000000,-8.4036217,101.49395,-5.6317506,-67.33989,-3.5428803,-150.59004,-10.876494,-135.42021,,-8.560044646,-5.819319235,-3.787778066,-10.49735337,,83.25015,80.01827301
