Freq,M,H
1.931,55.952315,79.273704
1.932,56.05058628,79.364843
1.933,56.14893071,79.131139
1.934,56.24734701,79.388662
1.935,56.34583393,79.499237
1.936,56.4443902,79.243742
1.937,56.54301452,79.398434
1.938,56.64170561,79.568074
1.939,56.74046217,79.489391
1.94,56.83928289,79.643316
1.941,56.93816647,79.616138
1.942,57.03711158,79.829462
1.943,57.1361169,79.761421
1.944,57.23518109,80.155458
1.945,57.3343028,79.844366
1.946,57.4334807,79.865201
1.947,57.53271341,80.274365
1.948,57.63199958,80.10242
1.949,57.73133784,80.299784
1.95,57.83072681,80.24659
1.951,57.9301651,80.347447
1.952,58.02965132,80.512832
1.953,58.12918408,80.536522
1.954,58.22876196,80.399017
1.955,58.32838356,80.628909
1.956,58.42804746,80.541609
1.957,58.52775223,80.594699
1.958,58.62749645,80.806954
1.959,58.72727867,80.918305
1.96,58.82709745,80.916681
1.961,58.92695134,80.791228
1.962,59.02683888,81.010304
1.963,59.12675862,81.034287
1.964,59.22670908,80.882663
1.965,59.3266888,81.08167
1.966,59.42669628,81.104292
1.967,59.52673005,81.17826
1.968,59.62678862,81.24233
1.969,59.72687048,81.283035
1.97,59.82697414,81.361226
1.971,59.92709809,81.399577
1.972,60.02724082,81.43064
1.973,60.12740081,81.753955
1.974,60.22757653,81.514843
1.975,60.32776647,81.683903
1.976,60.42796908,81.782978
1.977,60.52818283,81.620876
1.978,60.62840618,81.834702
1.979,60.72863758,81.859527
1.98,60.82887548,81.862747
1.981,60.92911833,81.897085
1.982,61.02936456,81.978706
1.983,61.12961262,81.97518
1.984,61.22986092,82.302034
1.985,61.33010791,82.088284
1.986,61.43035201,82.308247
1.987,61.53059163,82.08292
1.988,61.6308252,82.568277
1.989,61.73105112,82.454242
1.99,61.8312678,82.589816
1.991,61.93147366,82.373677
1.992,62.03166709,82.810957
1.993,62.1318465,82.698031
1.994,62.23201028,82.699442
1.995,62.33215682,82.763714
1.996,62.43228452,82.761551
1.997,62.53239176,82.786099
1.998,62.63247694,83.069226
1.999,62.73253842,82.990329
2,62.8325746,82.861339
2.001,62.93258384,83.071576
2.002,63.03256454,83.25015
2.003,63.13251505,83.277221
2.004,63.23243376,83.318951
2.005,63.33231902,83.271916
2.006,63.43216922,83.415391
2.007,63.53198272,83.529064
2.008,63.63175788,83.515834
2.009,63.73149306,83.439472
2.01,63.83118664,83.59446
2.011,63.93083696,83.383504
2.012,64.03044239,83.46456
2.013,64.13000129,83.591708
2.014,64.22951202,83.68818
2.015,64.32897293,83.72372
2.016,64.42838238,83.57923
2.017,64.52773873,83.915747
2.018,64.62704033,83.972089
2.019,64.72628554,83.924974
2.02,64.82547272,84.059026
2.021,64.92460022,83.891997
2.022,65.02366639,84.151882
2.023,65.12266959,84.242059
2.024,65.22160817,84.042336
2.025,65.3204805,84.139678
2.026,65.41928493,84.524531
2.027,65.51801982,84.299429
2.028,65.61668352,84.495251
2.029,65.7152744,84.410229
2.03,65.81379081,84.280576
2.031,65.91223112,84.464618
2.032,66.01059368,84.427136
2.033,66.10887686,84.706332
2.034,66.20707903,84.586987
2.035,66.30519856,84.887681
2.036,66.4032338,84.61723
2.037,66.50118313,84.824645
2.038,66.59904493,84.776484
2.039,66.69681756,84.809014
2.04,66.79449941,84.79645
2.041,66.89208885,84.967709
2.042,66.98958425,85.069484
2.043,67.08698402,85.049283
2.044,67.18428652,85.10853
2.045,67.28149014,85.167007
2.046,67.37859329,85.232735
2.047,67.47559435,85.174018
2.048,67.57249172,85.297644
2.049,67.6692838,85.32724
2.05,67.76596898,85.303361
2.051,67.86254569,85.376403
2.052,67.95901233,85.583908
2.053,68.0553673,85.381551
2.054,68.15160904,85.631093
2.055,68.24773595,85.639131
2.056,68.34374647,85.700001
2.057,68.43963902,85.575959
2.058,68.53541204,85.819575
2.059,68.63106395,85.609858
2.06,68.72659321,85.654513
2.061,68.82199826,85.864888
2.062,68.91727754,85.720654
2.063,69.01242952,85.904951
2.064,69.10745264,85.960471
2.065,69.20234539,86.119443
2.066,69.29710621,85.958214
2.067,69.39173359,86.085628
2.068,69.48622601,86.098403
2.069,69.58058195,86.041721
2.07,69.67479989,86.265706
2.071,69.76887834,85.98796
2.072,69.86281579,86.243425
2.073,69.95661075,86.197468
2.074,70.05026173,86.256643
2.075,70.14376724,86.427555
2.076,70.23712582,86.193867
2.077,70.33033597,86.361572
2.078,70.42339625,86.557833
2.079,70.5163052,86.627591
2.08,70.60906134,86.481269
2.081,70.70166325,86.404312
2.082,70.79410948,86.680997
2.083,70.8863986,86.466754
2.084,70.97852917,86.730413
2.085,71.07049978,86.755511
2.086,71.16230901,86.695124
2.087,71.25395546,86.793455
2.088,71.34543771,86.961987
2.089,71.43675439,87.003251
2.09,71.52790409,87.033801
2.091,71.61888545,86.908046
2.092,71.70969708,87.071917
2.093,71.80033763,86.827976
2.094,71.89080573,87.023467
2.095,71.98110003,86.870308
2.096,72.07121918,87.163558
2.097,72.16116186,87.29645
2.098,72.25092673,87.21072
2.099,72.34051248,87.099348
2.1,72.42991777,87.279739
2.101,72.51914133,87.347371
2.102,72.60818183,87.427319
2.103,72.697038,87.441014
2.104,72.78570855,87.487243
2.105,72.87419221,87.295105
2.106,72.96248771,87.419043
2.107,73.05059379,87.064021
2.108,73.13850921,87.617694
2.109,73.22623272,87.686446
2.11,73.31376308,87.475474
2.111,73.40109908,87.616714
2.112,73.4882395,87.661015
2.113,73.57518313,87.6165
2.114,73.66192877,87.482616
2.115,73.74847523,87.699024
2.116,73.83482132,87.590313
2.117,73.92096588,87.643578
2.118,74.00690773,87.801023
2.119,74.09264573,87.871583
2.12,74.17817872,87.874343
2.121,74.26350557,87.824383
2.122,74.34862514,87.831468
2.123,74.43353632,88.038433
2.124,74.51823799,87.933185
2.125,74.60272905,87.967599
2.126,74.68700841,87.984441
2.127,74.77107499,87.951173
2.128,74.85492769,88.171383
2.129,74.93856547,88.206867
2.13,75.02198727,88.193981
2.131,75.10519203,88.045218
2.132,75.18817871,88.235161
2.133,75.27094629,88.178904
2.134,75.35349375,88.337048
2.135,75.43582008,88.409683
2.136,75.51792427,88.139273
2.137,75.59980533,88.303421
2.138,75.68146229,88.676084
2.139,75.76289416,88.390437
2.14,75.84409998,88.44675
2.141,75.9250788,88.496652
2.142,76.00582968,88.427319
2.143,76.08635168,88.617749
2.144,76.16664387,88.59455
2.145,76.24670534,88.619749
2.146,76.32653518,88.576798
2.147,76.4061325,88.653718
2.148,76.4854964,88.748096
2.149,76.56462601,88.617581
2.15,76.64352047,88.897957
2.151,76.7221789,88.933155
2.152,76.80060048,88.733842
2.153,76.87878435,88.625328
2.154,76.95672969,88.512994
2.155,77.03443567,88.771457
2.156,77.11190149,89.071804
2.157,77.18912636,88.949164
2.158,77.26610946,88.945542
2.159,77.34285004,88.963253
2.16,77.41934731,89.029086
2.161,77.49560052,88.885508
2.162,77.57160891,89.072249
2.163,77.64737174,89.069908
2.164,77.72288828,89.201103
2.165,77.79815781,88.974813
2.166,77.87317962,88.938472
2.167,77.94795299,89.049302
2.168,78.02247725,89.146319
2.169,78.09675171,89.272353
2.17,78.17077568,89.21099
2.171,78.24454852,89.336653
2.172,78.31806956,89.112666
2.173,78.39133816,89.393163
2.174,78.46435369,89.201909
2.175,78.53711551,89.267273
2.176,78.60962303,89.269559
2.177,78.68187562,89.571276
2.178,78.7538727,89.657085
2.179,78.82561367,89.523608
2.18,78.89709797,89.705012
2.181,78.96832502,89.599645
2.182,79.03929426,89.432178
2.183,79.11000516,89.59869
2.184,79.18045716,89.701869
2.185,79.25064975,89.650616
2.186,79.3205824,89.588775
2.187,79.39025459,89.711467
2.188,79.45966585,89.543049
2.189,79.52881566,89.637065
2.19,79.59770355,90.011572
2.191,79.66632906,89.638344
2.192,79.73469171,89.686231
2.193,79.80279105,89.650786
2.194,79.87062664,89.70115
2.195,79.93819805,89.81214
2.196,80.00550485,89.737923
2.197,80.07254663,89.801519
2.198,80.13932297,89.771397
2.199,80.20583349,89.972184
2.2,80.27207779,90.135055
2.201,80.3380555,89.934864
2.202,80.40376625,89.855363
2.203,80.46920967,89.800738
2.204,80.53438542,89.824306
2.205,80.59929316,90.285267
2.206,80.66393255,90.046946
2.207,80.72830327,90.131369
2.208,80.792405,89.961781
2.209,80.85623744,90.090256
2.21,80.91980029,90.235416
2.211,80.98309327,90.001805
2.212,81.04611609,90.14784
2.213,81.10886849,90.090339
2.214,81.1713502,90.277728
2.215,81.23356098,90.216184
2.216,81.29550058,90.245442
2.217,81.35716876,90.070448
2.218,81.41856531,90.223357
2.219,81.47968999,90.290487
2.22,81.54054261,90.124827
2.221,81.60112296,90.211495
2.222,81.66143086,90.209735
2.223,81.72146612,90.278849
2.224,81.78122856,90.343876
2.225,81.84071802,90.346119
2.226,81.89993435,90.262655
2.227,81.95887739,90.444332
2.228,82.01754701,90.438988
2.229,82.07594307,90.332577
2.23,82.13406545,90.244353
2.231,82.19191403,90.164151
2.232,82.2494887,90.257298
2.233,82.30678938,90.360962
2.234,82.36381596,90.561859
2.235,82.42056837,90.613802
2.236,82.47704652,90.382873
2.237,82.53325036,90.423248
2.238,82.58917982,90.508132
2.239,82.64483486,90.602275
2.24,82.70021542,90.68821
2.241,82.75532149,90.613381
2.242,82.81015302,90.554363
2.243,82.86471,90.811033
2.244,82.91899243,90.636022
2.245,82.97300029,90.728428
2.246,83.02673359,90.625596
2.247,83.08019234,90.550874
2.248,83.13337657,90.976262
2.249,83.18628629,90.638935
2.25,83.23892155,90.561748
2.251,83.29128239,90.710183
2.252,83.34336885,90.601195
2.253,83.395181,90.770206
2.254,83.44671889,90.828426
2.255,83.4979826,90.920485
2.256,83.54897221,90.819394
2.257,83.59968781,90.80592
2.258,83.65012948,90.866321
2.259,83.70029734,90.907939
2.26,83.75019148,90.910961
2.261,83.79981202,90.799573
2.262,83.84915909,91.064831
2.263,83.89823282,90.898144
2.264,83.94703333,91.049973
2.265,83.99556078,90.937828
2.266,84.04381531,90.657007
2.267,84.09179708,90.776678
2.268,84.13950626,91.063291
2.269,84.18694301,90.656315
2.27,84.23410751,90.80001
2.271,84.28099995,90.841443
2.272,84.32762051,90.910469
2.273,84.3739694,91.075624
2.274,84.42004682,90.848117
2.275,84.46585297,90.998423
2.276,84.51138808,90.926911
2.277,84.55665237,91.035924
2.278,84.60164606,90.866221
2.279,84.64636939,91.105929
2.28,84.69082262,90.997158
2.281,84.73500597,91.099777
2.282,84.77891972,91.013073
2.283,84.82256411,91.023674
2.284,84.86593942,90.996987
2.285,84.90904593,91.081936
2.286,84.9518839,91.052217
2.287,84.99445363,91.096341
2.288,85.03675541,91.141875
2.289,85.07878953,91.305836
2.29,85.1205563,91.276662
2.291,85.16205602,91.095252
2.292,85.20328902,91.067511
2.293,85.24425561,91.174904
2.294,85.28495612,91.065005
2.295,85.32539088,91.220146
2.296,85.36556023,91.199902
2.297,85.40546452,91.36471
2.298,85.44510409,90.982247
2.299,85.48447929,91.169858
2.3,85.5235905,91.186276
2.301,85.56243807,91.066347
2.302,85.60102237,91.186008
2.303,85.63934378,91.172252
2.304,85.67740269,91.341958
2.305,85.71519948,91.108225
2.306,85.75273454,91.184369
2.307,85.79000827,91.241002
2.308,85.82702107,91.2743
2.309,85.86377336,91.273424
2.31,85.90026554,91.443072
2.311,85.93649804,91.426672
2.312,85.97247127,91.481144
2.313,86.00818567,91.528371
2.314,86.04364166,91.360218
2.315,86.0788397,91.482433
2.316,86.11378021,91.349626
2.317,86.14846365,91.363082
2.318,86.18289047,91.422337
2.319,86.21706113,91.412669
2.32,86.25097609,91.474709
2.321,86.28463581,91.329224
2.322,86.31804078,91.406821
2.323,86.35119146,91.500432
2.324,86.38408834,91.491742
2.325,86.4167319,91.426013
2.326,86.44912263,91.589468
2.327,86.48126102,91.505203
2.328,86.51314758,91.555969
2.329,86.54478281,91.287841
2.33,86.57616721,91.473038
2.331,86.60730129,91.460389
2.332,86.63818559,91.274416
2.333,86.6688206,91.436082
2.334,86.69920686,91.781344
2.335,86.7293449,91.484522
2.336,86.75923524,91.452633
2.337,86.78887844,91.678392
2.338,86.81827501,91.282131
2.339,86.84742553,91.562451
2.34,86.87633052,91.435952
2.341,86.90499054,91.437951
2.342,86.93340616,91.514759
2.343,86.96157793,91.493313
2.344,86.98950641,91.664471
2.345,87.01719218,91.592209
2.346,87.0446358,91.411767
2.347,87.07183786,91.514049
2.348,87.09879893,91.353776
2.349,87.12551959,91.63045
2.35,87.15200043,91.752635
2.351,87.17824205,91.526672
2.352,87.20424503,91.57652
2.353,87.23000998,91.561622
2.354,87.25553749,91.565929
2.355,87.28082817,91.483491
2.356,87.30588263,91.545178
2.357,87.33070148,91.735554
2.358,87.35528533,91.560383
2.359,87.3796348,91.543693
2.36,87.40375052,91.569538
2.361,87.4276331,91.519423
2.362,87.45128317,91.52693
2.363,87.47470137,91.726624
2.364,87.49788834,91.636026
2.365,87.52084469,91.609002
2.366,87.54357109,91.696838
2.367,87.56606816,91.602031
2.368,87.58833656,91.672849
2.369,87.61037694,91.57243
2.37,87.63218994,91.675716
2.371,87.65377623,91.756989
2.372,87.67513646,91.602315
2.373,87.69627129,91.72079
2.374,87.71718139,91.628041
2.375,87.73786742,91.763434
2.376,87.75833005,91.417653
2.377,87.77856995,91.636356
2.378,87.7985878,91.778901
2.379,87.81838428,91.751411
2.38,87.83796006,91.681462
2.381,87.85731583,91.726619
2.382,87.87645228,91.698383
2.383,87.89537008,91.694133
2.384,87.91406994,91.722033
2.385,87.93255253,91.61014
2.386,87.95081857,91.816146
2.387,87.96886874,91.732757
2.388,87.98670375,91.682773
2.389,88.0043243,91.897346
2.39,88.02173109,91.655985
2.391,88.03892483,91.854175
2.392,88.05590622,91.575381
2.393,88.07267599,91.759097
2.394,88.08923484,91.865448
2.395,88.10558348,91.852246
2.396,88.12172265,91.979397
2.397,88.13765305,91.667567
2.398,88.1533754,91.673214
2.399,88.16889044,91.728168
2.4,88.18419889,91.766915
2.401,88.19930147,91.691606
2.402,88.21419892,91.789302
2.403,88.22889196,91.712932
2.404,88.24338134,91.81
2.405,88.25766778,91.941281
2.406,88.27175202,91.704829
2.407,88.28563481,91.783443
2.408,88.29931689,91.684063
2.409,88.31279899,91.75118
2.41,88.32608186,92.118412
2.411,88.33916625,91.798839
2.412,88.35205291,91.985369
2.413,88.36474258,91.592973
2.414,88.37723601,92.070462
2.415,88.38953397,91.781872
2.416,88.40163719,91.868827
2.417,88.41354645,91.872338
2.418,88.42526249,92.044048
2.419,88.43678607,91.90237
2.42,88.44811796,91.806057
2.421,88.45925892,91.779452
2.422,88.4702097,91.853749
2.423,88.48097108,91.849086
2.424,88.49154381,91.74867
2.425,88.50192867,91.976369
2.426,88.51212643,91.667899
2.427,88.52213785,91.848508
2.428,88.5319637,91.834955
2.429,88.54160475,91.927493
2.43,88.55106179,91.769965
2.431,88.56033557,91.82623
2.432,88.56942689,91.884776
2.433,88.57833651,91.94348
2.434,88.58706521,91.95319
2.435,88.59561377,91.64115
2.436,88.60398297,91.69114
2.437,88.61217359,92.02111
2.438,88.62018641,91.95302
2.439,88.62802222,91.87589
2.44,88.63568179,91.99754
2.441,88.64316591,91.86219
2.442,88.65047537,91.53958
2.443,88.65761095,91.83624
2.444,88.66457343,92.05774
2.445,88.67136362,92.03073
2.446,88.67798228,91.7301
2.447,88.68443022,91.75133
2.448,88.69070822,91.92757
2.449,88.69681708,91.85514
2.45,88.70275757,92.09882
2.451,88.70853051,91.98419
2.452,88.71413666,91.84355
2.453,88.71957684,92.10292
2.454,88.72485183,91.8233
2.455,88.72996243,92.09951
2.456,88.73490943,92.0458
2.457,88.73969362,91.67441
2.458,88.74431581,91.88422
2.459,88.74877678,91.89382
2.46,88.75307734,91.84184
2.461,88.75721827,92.18336
2.462,88.76120038,91.90491
2.463,88.76502447,92.04877
2.464,88.76869133,92.01212
2.465,88.77220175,92.02506
2.466,88.77555654,92.10367
2.467,88.7787565,91.95452
2.468,88.78180242,91.84981
2.469,88.78469511,92.03288
2.47,88.78743536,91.75009
2.471,88.79002397,91.93977
2.472,88.79246174,91.94398
2.473,88.79474947,92.04922
2.474,88.79688796,91.83121
2.475,88.79887801,92.11232
2.476,88.80072041,92.14319
2.477,88.80241598,91.93557
2.478,88.8039655,91.92536
2.479,88.80536979,91.97956
2.48,88.80662963,91.61561
2.481,88.80774583,91.96928
2.482,88.80871918,91.91911
2.483,88.80955049,91.84612
2.484,88.81024056,92.09338
2.485,88.81079019,91.89509
2.486,88.81120016,92.00498
2.487,88.81147129,92.00556
2.488,88.81160437,92.20753
2.489,88.8116002,91.99565
2.49,88.81145958,92.22984
2.491,88.81118331,91.80053
2.492,88.81077218,92.12097
2.493,88.81022699,92.11363
2.494,88.80954854,92.07008
2.495,88.80873763,92.03191
2.496,88.80779504,92.13423
2.497,88.80672158,91.96939
2.498,88.80551805,91.97909
2.499,88.80418524,92.10211
2.5,88.80272393,92.20475
2.501,88.80113494,92.13132
2.502,88.79941904,92.14604
2.503,88.79757704,92.01827
2.504,88.79560973,92.09772
2.505,88.79351789,91.92518
2.506,88.79130233,92.00948
2.507,88.78896383,92.12456
2.508,88.78650318,92.03937
2.509,88.78392118,92.12749
2.51,88.7812186,91.98193
2.511,88.77839625,92.11365
2.512,88.77545491,92.02124
2.513,88.77239536,91.90092
2.514,88.76921839,92.05233
2.515,88.76592479,92.031
2.516,88.76251535,92.10051
2.517,88.75899085,92.08889
2.518,88.75535206,91.95864
2.519,88.75159979,92.37604
2.52,88.7477348,92.17215
2.521,88.74375787,92.06554
2.522,88.7396698,92.06904
2.523,88.73547136,92.13161
2.524,88.73116332,92.12892
2.525,88.72674647,92.08324
2.526,88.72222158,91.81214
2.527,88.71758943,92.0484
2.528,88.71285079,92.07193
2.529,88.70800644,92.03907
2.53,88.70305715,92.23271
2.531,88.6980037,92.07192
2.532,88.69284685,92.11614
2.533,88.68758737,91.93745
2.534,88.68222604,92.00527
2.535,88.67676362,92.11646
2.536,88.67120088,92.07985
2.537,88.66553859,92.18065
2.538,88.6597775,91.98208
2.539,88.65391839,92.12612
2.54,88.64796202,92.14855
2.541,88.64190915,92.13123
2.542,88.63576054,92.11905
2.543,88.62951695,92.09096
2.544,88.62317913,92.02969
2.545,88.61674785,92.27034
2.546,88.61022386,92.11183
2.547,88.60360791,92.15478
2.548,88.59690076,92.23914
2.549,88.59010317,92.14739
2.55,88.58321587,92.25782
2.551,88.57623962,92.34494
2.552,88.56917518,92.02235
2.553,88.56202328,92.23202
2.554,88.55478467,92.35281
2.555,88.5474601,92.35091
2.556,88.54005031,92.16892
2.557,88.53255604,92.3065
2.558,88.52497803,91.98735
2.559,88.51731702,92.25374
2.56,88.50957375,92.24448
2.561,88.50174896,92.04163
2.562,88.49384337,92.18727
2.563,88.48585773,92.23135
2.564,88.47779276,92.18986
2.565,88.4696492,92.11206
2.566,88.46142778,92.34037
2.567,88.45312921,92.24846
2.568,88.44475424,92.53325
2.569,88.43630357,92.50516
2.57,88.42777795,92.27039
2.571,88.41917808,92.37981
2.572,88.41050469,92.14435
2.573,88.40175849,92.41523
2.574,88.39294021,92.53762
2.575,88.38405056,92.26881
2.576,88.37509026,92.48569
2.577,88.36606,92.27211
2.578,88.35696052,92.44892
2.579,88.3477925,92.16788
2.58,88.33855668,92.31057
2.581,88.32925374,92.50058
2.582,88.31988439,92.43344
2.583,88.31044934,92.34281
2.584,88.30094928,92.27776
2.585,88.29138492,92.64738
2.586,88.28175696,92.58365
2.587,88.27206608,92.38855
2.588,88.26231299,92.37755
2.589,88.25249838,92.62175
2.59,88.24262293,92.47554
2.591,88.23268734,92.32387
2.592,88.22269229,92.41331
2.593,88.21263847,92.45764
2.594,88.20252656,92.85226
2.595,88.19235726,92.37555
2.596,88.18213122,92.5645
2.597,88.17184915,92.46455
2.598,88.1615117,92.63252
2.599,88.15111956,92.33335
2.6,88.1406734,92.45522
2.601,88.13017389,92.368
2.602,88.11962171,92.55553
2.603,88.10901751,92.4129
2.604,88.09836197,92.52192
2.605,88.08765575,92.46105
2.606,88.07689951,92.63227
2.607,88.06609391,92.49664
2.608,88.05523961,92.62548
2.609,88.04433728,92.56838
2.61,88.03338755,92.74671
2.611,88.02239109,92.256
2.612,88.01134855,92.69623
2.613,88.00026057,92.67456
2.614,87.98912781,92.76147
2.615,87.97795091,92.74234
2.616,87.96673051,92.52306
2.617,87.95546725,92.55119
2.618,87.94416178,92.50004
2.619,87.93281473,92.45139
2.62,87.92142673,92.53726
2.621,87.90999843,92.68307
2.622,87.89853045,92.42089
2.623,87.88702343,92.50529
2.624,87.87547798,92.71607
2.625,87.86389475,92.60285
2.626,87.85227434,92.926
2.627,87.84061739,92.58732
2.628,87.82892451,92.50872
2.629,87.81719633,92.52974
2.63,87.80543345,92.67218
2.631,87.79363649,92.56394
2.632,87.78180607,92.6882
2.633,87.76994279,92.77797
2.634,87.75804726,92.71855
2.635,87.7461201,92.62655
2.636,87.73416189,92.76396
2.637,87.72217325,92.70914
2.638,87.71015477,92.6977
2.639,87.69810705,92.65081
2.64,87.68603069,92.7422
2.641,87.67392629,92.6771
2.642,87.66179442,92.73927
2.643,87.64963569,92.81631
2.644,87.63745068,92.95869
2.645,87.62523997,92.91166
2.646,87.61300416,92.72061
2.647,87.60074381,92.7682
2.648,87.58845952,92.85422
2.649,87.57615185,92.69931
2.65,87.56382139,92.79623
2.651,87.5514687,92.95789
2.652,87.53909436,92.83553
2.653,87.52669893,92.78792
2.654,87.51428298,92.97845
2.655,87.50184708,92.88895
2.656,87.48939179,93.14135
2.657,87.47691768,92.89306
2.658,87.46442528,92.84224
2.659,87.45191518,93.07157
2.66,87.43938791,92.99632
2.661,87.42684403,92.87254
2.662,87.41428409,92.84773
2.663,87.40170864,92.97541
2.664,87.38911822,93.0479
2.665,87.37651338,92.95454
2.666,87.36389465,93.21136
2.667,87.35126259,93.0721
2.668,87.33861771,93.07266
2.669,87.32596057,92.99653
2.67,87.31329169,93.06224
2.671,87.3006116,93.22971
2.672,87.28792083,92.9539
2.673,87.27521991,92.99913
2.674,87.26250936,93.21093
2.675,87.2497897,93.3
2.676,87.23706146,93.22702
2.677,87.22432514,93.12449
2.678,87.21158128,93.12507
2.679,87.19883037,93.08135
2.68,87.18607293,93.15295
2.681,87.17330947,93.06654
2.682,87.1605405,93.03707
2.683,87.14776653,93.33149
2.684,87.13498804,93.29518
2.685,87.12220555,93.243
2.686,87.10941955,93.33127
2.687,87.09663054,93.12918
2.688,87.08383901,93.3281
2.689,87.07104546,93.32133
2.69,87.05825037,93.32063
2.691,87.04545423,93.23183
2.692,87.03265753,93.41469
2.693,87.01986074,93.34803
2.694,87.00706436,93.37813
2.695,86.99426886,93.31943
2.696,86.98147471,93.27375
2.697,86.96868239,93.41142
2.698,86.95589237,93.54148
2.699,86.94310512,93.47006
2.7,86.93032111,93.5323
2.701,86.91754081,93.60411
2.702,86.90476468,93.65345
2.703,86.89199317,93.57323
2.704,86.87922676,93.46093
2.705,86.86646589,93.51432
2.706,86.85371102,93.68075
2.707,86.8409626,93.63943
2.708,86.82822109,93.61919
2.709,86.81548693,93.62695
2.71,86.80276057,93.57236
2.711,86.79004245,93.48931
2.712,86.77733301,94.02321
2.713,86.7646327,93.78894
2.714,86.75194194,93.4992
2.715,86.73926119,93.83683
2.716,86.72659086,93.65632
2.717,86.71393139,93.89678
2.718,86.70128321,93.50759
2.719,86.68864675,93.63333
2.72,86.67602242,93.86625
2.721,86.66341066,93.84084
2.722,86.65081188,93.80141
2.723,86.6382265,93.87753
2.724,86.62565494,93.84624
2.725,86.6130976,93.93438
2.726,86.60055491,93.71627
2.727,86.58802726,93.76715
2.728,86.57551508,93.86831
2.729,86.56301875,93.97775
2.73,86.5505387,93.81863
2.731,86.53807531,93.96104
2.732,86.52562898,94.05971
2.733,86.51320011,93.98499
2.734,86.5007891,93.82534
2.735,86.48839634,93.82617
2.736,86.47602222,93.94975
2.737,86.46366712,94.02185
2.738,86.45133144,93.9896
2.739,86.43901555,94.0913
2.74,86.42671983,94.24198
2.741,86.41444468,94.02932
2.742,86.40219045,94.212
2.743,86.38995754,94.04031
2.744,86.37774631,94.07898
2.745,86.36555713,94.00036
2.746,86.35339037,94.16555
2.747,86.3412464,94.17949
2.748,86.32912559,94.30853
2.749,86.31702829,94.02159
2.75,86.30495487,94.40028
2.751,86.29290568,94.25549
2.752,86.28088108,94.19023
2.753,86.26888143,94.07871
2.754,86.25690708,94.36331
2.755,86.24495837,94.38117
2.756,86.23303566,94.39251
2.757,86.22113928,94.39179
2.758,86.2092696,94.30782
2.759,86.19742694,94.29664
2.76,86.18561164,94.32739
2.761,86.17382405,94.56925
2.762,86.16206449,94.38533
2.763,86.15033331,94.41684
2.764,86.13863084,94.48567
2.765,86.12695739,94.31246
2.766,86.11531331,94.5406
2.767,86.10369891,94.48247
2.768,86.09211452,94.59815
2.769,86.08056045,94.61322
2.77,86.06903704,94.59567
2.771,86.05754459,94.49266
2.772,86.04608343,94.693
2.773,86.03465385,94.55432
2.774,86.02325618,94.83534
2.775,86.01189073,94.75324
2.776,86.00055779,94.74318
2.777,85.98925768,94.61066
2.778,85.9779907,94.67431
2.779,85.96675715,95.00174
2.78,85.95555732,94.56206
2.781,85.94439152,94.89824
2.782,85.93326004,94.96224
2.783,85.92216317,94.83482
2.784,85.9111012,94.66122
2.785,85.90007443,94.89233
2.786,85.88908314,94.86251
2.787,85.87812761,94.89908
2.788,85.86720812,94.68103
2.789,85.85632497,94.7862
2.79,85.84547842,94.89875
2.791,85.83466876,95.01109
2.792,85.82389626,95.25131
2.793,85.81316118,94.9719
2.794,85.80246382,94.97703
2.795,85.79180442,95.03222
2.796,85.78118327,95.21109
2.797,85.77060063,95.16833
2.798,85.76005675,95.07337
2.799,85.74955191,95.12288
2.8,85.73908635,95.41358
2.801,85.72866035,95.25023
2.802,85.71827415,95.01256
2.803,85.70792801,94.99996
2.804,85.69762218,95.26431
2.805,85.68735691,94.96482
2.806,85.67713245,95.49226
2.807,85.66694904,95.57074
2.808,85.65680694,95.33887
2.809,85.64670638,95.70709
2.81,85.6366476,95.44047
2.811,85.62663085,95.56615
2.812,85.61665635,95.30447
2.813,85.60672435,95.6024
2.814,85.59683508,95.24887
2.815,85.58698876,95.41101
2.816,85.57718564,95.40512
2.817,85.56742593,95.51058
2.818,85.55770987,95.51152
2.819,85.54803767,95.82437
2.82,85.53840956,95.66664
2.821,85.52882577,95.5038
2.822,85.5192865,95.8118
2.823,85.50979197,95.43284
2.824,85.50034241,95.61104
2.825,85.49093802,95.75687
2.826,85.48157902,95.78151
2.827,85.47226561,95.63083
2.828,85.462998,95.84021
2.829,85.4537764,95.90695
2.83,85.44460101,95.43953
2.831,85.43547204,95.76121
2.832,85.42638969,95.67646
2.833,85.41735415,95.96634
2.834,85.40836563,95.8213
2.835,85.39942431,95.82006
2.836,85.3905304,95.90969
2.837,85.38168408,96.07688
2.838,85.37288554,95.95285
2.839,85.36413498,95.93845
2.84,85.35543258,95.88213
2.841,85.34677852,96.13653
2.842,85.33817299,96.20985
2.843,85.32961618,96.54561
2.844,85.32110825,96.10881
2.845,85.31264939,95.89496
2.846,85.30423978,96.05491
2.847,85.29587958,96.12461
2.848,85.28756898,96.29295
2.849,85.27930815,96.39131
2.85,85.27109725,96.22901
2.851,85.26293646,96.36885
2.852,85.25482593,96.38371
2.853,85.24676584,96.2379
2.854,85.23875635,96.17105
2.855,85.23079762,96.50802
2.856,85.22288981,96.31154
2.857,85.21503307,96.3485
2.858,85.20722758,96.42818
2.859,85.19947347,96.42854
2.86,85.19177091,96.75937
2.861,85.18412004,96.45195
2.862,85.17652102,96.5308
2.863,85.16897399,96.59108
2.864,85.16147911,96.32863
