frequency,e',e'',u',u''
3367000000,2.6604,-0.0295,1.003,0.0177
3368000000,2.6602,-0.0296,1.003,0.0177
3369000000,2.6601,-0.0296,1.0029,0.0178
3370000000,2.6599,-0.0296,1.0029,0.0178
3371000000,2.6598,-0.0297,1.0029,0.0179
3372000000,2.6596,-0.0297,1.0029,0.0179
3373000000,2.6595,-0.0297,1.0029,0.0179
3374000000,2.6593,-0.0298,1.0028,0.018
3375000000,2.6591,-0.0298,1.0028,0.018
3376000000,2.659,-0.0299,1.0028,0.0181
3377000000,2.6588,-0.0299,1.0028,0.0181
3378000000,2.6587,-0.0299,1.0027,0.0182
3379000000,2.6585,-0.03,1.0027,0.0182
3380000000,2.6584,-0.03,1.0027,0.0183
3381000000,2.6582,-0.03,1.0027,0.0183
3382000000,2.6581,-0.0301,1.0027,0.0184
3383000000,2.6579,-0.0301,1.0026,0.0184
3384000000,2.6577,-0.0302,1.0026,0.0185
3385000000,2.6576,-0.0302,1.0026,0.0185
3386000000,2.6574,-0.0302,1.0026,0.0185
3387000000,2.6573,-0.0303,1.0026,0.0186
3388000000,2.6571,-0.0303,1.0025,0.0186
3389000000,2.657,-0.0303,1.0025,0.0187
3390000000,2.6568,-0.0304,1.0025,0.0187
3391000000,2.6567,-0.0304,1.0025,0.0188
3392000000,2.6565,-0.0305,1.0024,0.0188
3393000000,2.6563,-0.0305,1.0024,0.0189
3394000000,2.6562,-0.0305,1.0024,0.0189
3395000000,2.656,-0.0306,1.0024,0.019
3396000000,2.6559,-0.0306,1.0024,0.019
3397000000,2.6557,-0.0306,1.0023,0.019
3398000000,2.6556,-0.0307,1.0023,0.0191
3399000000,2.6554,-0.0307,1.0023,0.0191
3400000000,2.6553,-0.0308,1.0023,0.0192
3401000000,2.6551,-0.0308,1.0022,0.0192
3402000000,2.6549,-0.0308,1.0022,0.0193
3403000000,2.6548,-0.0309,1.0022,0.0193
3404000000,2.6546,-0.0309,1.0022,0.0194
3405000000,2.6545,-0.0309,1.0022,0.0194
3406000000,2.6543,-0.031,1.0021,0.0195
3407000000,2.6542,-0.031,1.0021,0.0195
3408000000,2.654,-0.0311,1.0021,0.0195
3409000000,2.6539,-0.0311,1.0021,0.0196
3410000000,2.6537,-0.0311,1.002,0.0196
3411000000,2.6536,-0.0312,1.002,0.0197
3412000000,2.6534,-0.0312,1.002,0.0197
3413000000,2.6532,-0.0312,1.002,0.0198
3414000000,2.6531,-0.0313,1.002,0.0198
3415000000,2.6529,-0.0313,1.0019,0.0199
3416000000,2.6528,-0.0313,1.0019,0.0199
3417000000,2.6526,-0.0314,1.0019,0.02
3418000000,2.6525,-0.0314,1.0019,0.02
3419000000,2.6523,-0.0315,1.0018,0.02
3420000000,2.6522,-0.0315,1.0018,0.0201
3421000000,2.652,-0.0315,1.0018,0.0201
3422000000,2.6519,-0.0316,1.0018,0.0202
3423000000,2.6517,-0.0316,1.0018,0.0202
3424000000,2.6516,-0.0316,1.0017,0.0203
3425000000,2.6514,-0.0317,1.0017,0.0203
3426000000,2.6512,-0.0317,1.0017,0.0204
3427000000,2.6511,-0.0318,1.0017,0.0204
3428000000,2.6509,-0.0318,1.0017,0.0205
3429000000,2.6508,-0.0318,1.0016,0.0205
3430000000,2.6506,-0.0319,1.0016,0.0205
3431000000,2.6505,-0.0319,1.0016,0.0206
3432000000,2.6503,-0.0319,1.0016,0.0206
3433000000,2.6502,-0.032,1.0015,0.0207
3434000000,2.65,-0.032,1.0015,0.0207
3435000000,2.6499,-0.0321,1.0015,0.0208
3436000000,2.6497,-0.0321,1.0015,0.0208
3437000000,2.6496,-0.0321,1.0015,0.0209
3438000000,2.6494,-0.0322,1.0014,0.0209
3439000000,2.6493,-0.0322,1.0014,0.021
3440000000,2.6491,-0.0322,1.0014,0.021
3441000000,2.649,-0.0323,1.0014,0.021
3442000000,2.6488,-0.0323,1.0013,0.0211
3443000000,2.6486,-0.0323,1.0013,0.0211
3444000000,2.6485,-0.0324,1.0013,0.0212
3445000000,2.6483,-0.0324,1.0013,0.0212
3446000000,2.6482,-0.0325,1.0013,0.0213
3447000000,2.648,-0.0325,1.0012,0.0213
3448000000,2.6479,-0.0325,1.0012,0.0214
3449000000,2.6477,-0.0326,1.0012,0.0214
3450000000,2.6476,-0.0326,1.0012,0.0215
3451000000,2.6474,-0.0326,1.0011,0.0215
3452000000,2.6473,-0.0327,1.0011,0.0215
3453000000,2.6471,-0.0327,1.0011,0.0216
3454000000,2.647,-0.0327,1.0011,0.0216
3455000000,2.6468,-0.0328,1.0011,0.0217
3456000000,2.6467,-0.0328,1.001,0.0217
3457000000,2.6465,-0.0329,1.001,0.0218
3458000000,2.6464,-0.0329,1.001,0.0218
3459000000,2.6462,-0.0329,1.001,0.0219
3460000000,2.6461,-0.033,1.0009,0.0219
3461000000,2.6459,-0.033,1.0009,0.022
3462000000,2.6458,-0.033,1.0009,0.022
3463000000,2.6456,-0.0331,1.0009,0.0221
3464000000,2.6455,-0.0331,1.0009,0.0221
3465000000,2.6453,-0.0331,1.0008,0.0221
3466000000,2.6452,-0.0332,1.0008,0.0222
3467000000,2.645,-0.0332,1.0008,0.0222
3468000000,2.6448,-0.0333,1.0008,0.0223
3469000000,2.6447,-0.0333,1.0007,0.0223
3470000000,2.6445,-0.0333,1.0007,0.0224
3471000000,2.6444,-0.0334,1.0007,0.0224
3472000000,2.6442,-0.0334,1.0007,0.0225
3473000000,2.6441,-0.0334,1.0007,0.0225
3474000000,2.6439,-0.0335,1.0006,0.0226
3475000000,2.6438,-0.0335,1.0006,0.0226
3476000000,2.6436,-0.0335,1.0006,0.0226
3477000000,2.6435,-0.0336,1.0006,0.0227
3478000000,2.6433,-0.0336,1.0005,0.0227
3479000000,2.6432,-0.0337,1.0005,0.0228
3480000000,2.643,-0.0337,1.0005,0.0228
3481000000,2.6429,-0.0337,1.0005,0.0229
3482000000,2.6427,-0.0338,1.0005,0.0229
3483000000,2.6426,-0.0338,1.0004,0.023
3484000000,2.6424,-0.0338,1.0004,0.023
3485000000,2.6423,-0.0339,1.0004,0.0231
3486000000,2.6421,-0.0339,1.0004,0.0231
3487000000,2.642,-0.0339,1.0003,0.0231
3488000000,2.6418,-0.034,1.0003,0.0232
3489000000,2.6417,-0.034,1.0003,0.0232
3490000000,2.6415,-0.0341,1.0003,0.0233
3491000000,2.6414,-0.0341,1.0003,0.0233
3492000000,2.6412,-0.0341,1.0002,0.0234
3493000000,2.6411,-0.0342,1.0002,0.0234
3494000000,2.6409,-0.0342,1.0002,0.0235
3495000000,2.6408,-0.0342,1.0002,0.0235
3496000000,2.6406,-0.0343,1.0001,0.0235
3497000000,2.6405,-0.0343,1.0001,0.0236
3498000000,2.6403,-0.0343,1.0001,0.0236
3499000000,2.6402,-0.0344,1.0001,0.0237
3500000000,2.64,-0.0344,1,0.0237
3501000000,2.6399,-0.0345,1,0.0238
3502000000,2.6397,-0.0345,1,0.0238
3503000000,2.6396,-0.0345,1,0.0239
3504000000,2.6394,-0.0346,1,0.0239
3505000000,2.6393,-0.0346,0.9999,0.024
3506000000,2.6391,-0.0346,0.9999,0.024
3507000000,2.639,-0.0347,0.9999,0.024
3508000000,2.6389,-0.0347,0.9999,0.0241
3509000000,2.6387,-0.0347,0.9998,0.0241
3510000000,2.6386,-0.0348,0.9998,0.0242
3511000000,2.6384,-0.0348,0.9998,0.0242
3512000000,2.6383,-0.0348,0.9998,0.0243
3513000000,2.6381,-0.0349,0.9998,0.0243
3514000000,2.638,-0.0349,0.9997,0.0244
3515000000,2.6378,-0.035,0.9997,0.0244
3516000000,2.6377,-0.035,0.9997,0.0245
3517000000,2.6375,-0.035,0.9997,0.0245
3518000000,2.6374,-0.0351,0.9996,0.0245
3519000000,2.6372,-0.0351,0.9996,0.0246
3520000000,2.6371,-0.0351,0.9996,0.0246
3521000000,2.6369,-0.0352,0.9996,0.0247
3522000000,2.6368,-0.0352,0.9995,0.0247
3523000000,2.6366,-0.0352,0.9995,0.0248
3524000000,2.6365,-0.0353,0.9995,0.0248
3525000000,2.6363,-0.0353,0.9995,0.0249
3526000000,2.6362,-0.0353,0.9995,0.0249
3527000000,2.636,-0.0354,0.9994,0.025
3528000000,2.6359,-0.0354,0.9994,0.025
3529000000,2.6357,-0.0354,0.9994,0.025
3530000000,2.6356,-0.0355,0.9994,0.0251
3531000000,2.6354,-0.0355,0.9993,0.0251
3532000000,2.6353,-0.0356,0.9993,0.0252
3533000000,2.6351,-0.0356,0.9993,0.0252
3534000000,2.635,-0.0356,0.9993,0.0253
3535000000,2.6349,-0.0357,0.9992,0.0253
3536000000,2.6347,-0.0357,0.9992,0.0254
3537000000,2.6346,-0.0357,0.9992,0.0254
3538000000,2.6344,-0.0358,0.9992,0.0254
3539000000,2.6343,-0.0358,0.9992,0.0255
3540000000,2.6341,-0.0358,0.9991,0.0255
3541000000,2.634,-0.0359,0.9991,0.0256
3542000000,2.6338,-0.0359,0.9991,0.0256
3543000000,2.6337,-0.0359,0.9991,0.0257
3544000000,2.6335,-0.036,0.999,0.0257
3545000000,2.6334,-0.036,0.999,0.0258
3546000000,2.6332,-0.036,0.999,0.0258
3547000000,2.6331,-0.0361,0.999,0.0258
3548000000,2.6329,-0.0361,0.9989,0.0259
3549000000,2.6328,-0.0362,0.9989,0.0259
3550000000,2.6327,-0.0362,0.9989,0.026
3551000000,2.6325,-0.0362,0.9989,0.026
3552000000,2.6324,-0.0363,0.9989,0.0261
3553000000,2.6322,-0.0363,0.9988,0.0261
3554000000,2.6321,-0.0363,0.9988,0.0262
3555000000,2.6319,-0.0364,0.9988,0.0262
3556000000,2.6318,-0.0364,0.9988,0.0262
3557000000,2.6316,-0.0364,0.9987,0.0263
3558000000,2.6315,-0.0365,0.9987,0.0263
3559000000,2.6314,-0.0365,0.9987,0.0264
3560000000,2.6312,-0.0365,0.9987,0.0264
3561000000,2.6311,-0.0366,0.9986,0.0265
3562000000,2.6309,-0.0366,0.9986,0.0265
3563000000,2.6308,-0.0367,0.9986,0.0266
3564000000,2.6306,-0.0367,0.9986,0.0266
3565000000,2.6305,-0.0367,0.9986,0.0266
3566000000,2.6303,-0.0368,0.9985,0.0267
3567000000,2.6302,-0.0368,0.9985,0.0267
3568000000,2.63,-0.0368,0.9985,0.0268
3569000000,2.6299,-0.0369,0.9985,0.0268
3570000000,2.6298,-0.0369,0.9984,0.0269
3571000000,2.6296,-0.037,0.9984,0.0269
3572000000,2.6295,-0.037,0.9984,0.027
3573000000,2.6293,-0.037,0.9984,0.027
3574000000,2.6292,-0.0371,0.9983,0.027
3575000000,2.629,-0.0371,0.9983,0.0271
3576000000,2.6289,-0.0371,0.9983,0.0271
3577000000,2.6287,-0.0372,0.9983,0.0272
3578000000,2.6286,-0.0372,0.9983,0.0272
3579000000,2.6285,-0.0373,0.9982,0.0273
3580000000,2.6283,-0.0373,0.9982,0.0273
3581000000,2.6282,-0.0373,0.9982,0.0273
3582000000,2.628,-0.0374,0.9982,0.0274
3583000000,2.6279,-0.0374,0.9981,0.0274
3584000000,2.6277,-0.0374,0.9981,0.0275
3585000000,2.6276,-0.0375,0.9981,0.0275
3586000000,2.6274,-0.0375,0.9981,0.0276
3587000000,2.6273,-0.0375,0.998,0.0276
3588000000,2.6272,-0.0376,0.998,0.0277
3589000000,2.627,-0.0376,0.998,0.0277
3590000000,2.6269,-0.0377,0.998,0.0277
3591000000,2.6267,-0.0377,0.9979,0.0278
3592000000,2.6266,-0.0377,0.9979,0.0278
3593000000,2.6264,-0.0378,0.9979,0.0279
3594000000,2.6263,-0.0378,0.9979,0.0279
3595000000,2.6261,-0.0378,0.9979,0.028
3596000000,2.626,-0.0379,0.9978,0.028
3597000000,2.6259,-0.0379,0.9978,0.028
3598000000,2.6257,-0.038,0.9978,0.0281
3599000000,2.6256,-0.038,0.9978,0.0281
3600000000,2.6254,-0.038,0.9977,0.0282
3601000000,2.6253,-0.0381,0.9977,0.0282
3602000000,2.6251,-0.0381,0.9977,0.0283
3603000000,2.625,-0.0381,0.9977,0.0283
3604000000,2.6248,-0.0382,0.9976,0.0283
3605000000,2.6247,-0.0382,0.9976,0.0284
3606000000,2.6246,-0.0382,0.9976,0.0284
3607000000,2.6244,-0.0383,0.9976,0.0285
3608000000,2.6243,-0.0383,0.9976,0.0285
3609000000,2.6241,-0.0384,0.9975,0.0286
3610000000,2.624,-0.0384,0.9975,0.0286
3611000000,2.6238,-0.0384,0.9975,0.0286
3612000000,2.6237,-0.0385,0.9975,0.0287
3613000000,2.6236,-0.0385,0.9974,0.0287
3614000000,2.6234,-0.0385,0.9974,0.0288
3615000000,2.6233,-0.0386,0.9974,0.0288
3616000000,2.6231,-0.0386,0.9974,0.0289
3617000000,2.623,-0.0386,0.9973,0.0289
3618000000,2.6228,-0.0387,0.9973,0.0289
3619000000,2.6227,-0.0387,0.9973,0.029
3620000000,2.6226,-0.0388,0.9973,0.029
3621000000,2.6224,-0.0388,0.9972,0.0291
3622000000,2.6223,-0.0388,0.9972,0.0291
3623000000,2.6221,-0.0389,0.9972,0.0292
3624000000,2.622,-0.0389,0.9972,0.0292
3625000000,2.6218,-0.0389,0.9972,0.0292
3626000000,2.6217,-0.039,0.9971,0.0293
3627000000,2.6216,-0.039,0.9971,0.0293
3628000000,2.6214,-0.039,0.9971,0.0294
3629000000,2.6213,-0.0391,0.9971,0.0294
3630000000,2.6211,-0.0391,0.997,0.0295
3631000000,2.621,-0.0392,0.997,0.0295
3632000000,2.6208,-0.0392,0.997,0.0295
3633000000,2.6207,-0.0392,0.997,0.0296
3634000000,2.6206,-0.0393,0.9969,0.0296
3635000000,2.6204,-0.0393,0.9969,0.0297
3636000000,2.6203,-0.0393,0.9969,0.0297
3637000000,2.6201,-0.0394,0.9969,0.0298
3638000000,2.62,-0.0394,0.9969,0.0298
3639000000,2.6198,-0.0394,0.9968,0.0298
3640000000,2.6197,-0.0395,0.9968,0.0299
3641000000,2.6196,-0.0395,0.9968,0.0299
3642000000,2.6194,-0.0396,0.9968,0.03
3643000000,2.6193,-0.0396,0.9967,0.03
3644000000,2.6191,-0.0396,0.9967,0.03
3645000000,2.619,-0.0397,0.9967,0.0301
3646000000,2.6189,-0.0397,0.9967,0.0301
3647000000,2.6187,-0.0397,0.9966,0.0302
3648000000,2.6186,-0.0398,0.9966,0.0302
3649000000,2.6184,-0.0398,0.9966,0.0303
3650000000,2.6183,-0.0398,0.9966,0.0303
3651000000,2.6181,-0.0399,0.9966,0.0303
3652000000,2.618,-0.0399,0.9965,0.0304
3653000000,2.6179,-0.0399,0.9965,0.0304
3654000000,2.6177,-0.04,0.9965,0.0305
3655000000,2.6176,-0.04,0.9965,0.0305
3656000000,2.6174,-0.04,0.9964,0.0306
3657000000,2.6173,-0.0401,0.9964,0.0306
3658000000,2.6171,-0.0401,0.9964,0.0306
3659000000,2.617,-0.0402,0.9964,0.0307
3660000000,2.6169,-0.0402,0.9963,0.0307
3661000000,2.6167,-0.0402,0.9963,0.0308
3662000000,2.6166,-0.0403,0.9963,0.0308
3663000000,2.6164,-0.0403,0.9963,0.0309
3664000000,2.6163,-0.0403,0.9963,0.0309
3665000000,2.6162,-0.0404,0.9962,0.0309
3666000000,2.616,-0.0404,0.9962,0.031
3667000000,2.6159,-0.0404,0.9962,0.031
3668000000,2.6157,-0.0405,0.9962,0.0311
3669000000,2.6156,-0.0405,0.9961,0.0311
3670000000,2.6155,-0.0405,0.9961,0.0312
3671000000,2.6153,-0.0406,0.9961,0.0312
3672000000,2.6152,-0.0406,0.9961,0.0312
3673000000,2.615,-0.0406,0.996,0.0313
3674000000,2.6149,-0.0407,0.996,0.0313
3675000000,2.6147,-0.0407,0.996,0.0314
3676000000,2.6146,-0.0408,0.996,0.0314
3677000000,2.6145,-0.0408,0.9959,0.0315
3678000000,2.6143,-0.0408,0.9959,0.0315
3679000000,2.6142,-0.0409,0.9959,0.0315
3680000000,2.614,-0.0409,0.9959,0.0316
3681000000,2.6139,-0.0409,0.9959,0.0316
3682000000,2.6138,-0.041,0.9958,0.0317
3683000000,2.6136,-0.041,0.9958,0.0317
3684000000,2.6135,-0.041,0.9958,0.0318
3685000000,2.6133,-0.0411,0.9958,0.0318
3686000000,2.6132,-0.0411,0.9957,0.0318
3687000000,2.6131,-0.0411,0.9957,0.0319
3688000000,2.6129,-0.0412,0.9957,0.0319
3689000000,2.6128,-0.0412,0.9957,0.032
3690000000,2.6126,-0.0412,0.9956,0.032
3691000000,2.6125,-0.0413,0.9956,0.0321
3692000000,2.6124,-0.0413,0.9956,0.0321
3693000000,2.6122,-0.0413,0.9956,0.0321
3694000000,2.6121,-0.0414,0.9955,0.0322
3695000000,2.6119,-0.0414,0.9955,0.0322
3696000000,2.6118,-0.0415,0.9955,0.0323
3697000000,2.6117,-0.0415,0.9955,0.0323
3698000000,2.6115,-0.0415,0.9955,0.0324
3699000000,2.6114,-0.0416,0.9954,0.0324
3700000000,2.6112,-0.0416,0.9954,0.0324
3701000000,2.6111,-0.0416,0.9954,0.0325
3702000000,2.611,-0.0417,0.9954,0.0325
3703000000,2.6108,-0.0417,0.9953,0.0326
3704000000,2.6107,-0.0417,0.9953,0.0326
3705000000,2.6105,-0.0418,0.9953,0.0326
3706000000,2.6104,-0.0418,0.9953,0.0327
3707000000,2.6103,-0.0418,0.9952,0.0327
3708000000,2.6101,-0.0419,0.9952,0.0328
3709000000,2.61,-0.0419,0.9952,0.0328
3710000000,2.6098,-0.0419,0.9952,0.0329
3711000000,2.6097,-0.042,0.9951,0.0329
3712000000,2.6096,-0.042,0.9951,0.0329
3713000000,2.6094,-0.042,0.9951,0.033
3714000000,2.6093,-0.0421,0.9951,0.033
3715000000,2.6091,-0.0421,0.995,0.0331
3716000000,2.609,-0.0421,0.995,0.0331
3717000000,2.6089,-0.0422,0.995,0.0332
3718000000,2.6087,-0.0422,0.995,0.0332
3719000000,2.6086,-0.0422,0.995,0.0332
3720000000,2.6084,-0.0423,0.9949,0.0333
3721000000,2.6083,-0.0423,0.9949,0.0333
3722000000,2.6082,-0.0423,0.9949,0.0334
3723000000,2.608,-0.0424,0.9949,0.0334
3724000000,2.6079,-0.0424,0.9948,0.0334
3725000000,2.6077,-0.0424,0.9948,0.0335
3726000000,2.6076,-0.0425,0.9948,0.0335
3727000000,2.6075,-0.0425,0.9948,0.0336
3728000000,2.6073,-0.0425,0.9947,0.0336
3729000000,2.6072,-0.0426,0.9947,0.0337
3730000000,2.607,-0.0426,0.9947,0.0337
3731000000,2.6069,-0.0426,0.9947,0.0337
3732000000,2.6068,-0.0427,0.9946,0.0338
3733000000,2.6066,-0.0427,0.9946,0.0338
3734000000,2.6065,-0.0427,0.9946,0.0339
3735000000,2.6063,-0.0428,0.9946,0.0339
3736000000,2.6062,-0.0428,0.9945,0.0339
3737000000,2.6061,-0.0428,0.9945,0.034
3738000000,2.6059,-0.0429,0.9945,0.034
3739000000,2.6058,-0.0429,0.9945,0.0341
3740000000,2.6056,-0.0429,0.9945,0.0341
3741000000,2.6055,-0.043,0.9944,0.0341
3742000000,2.6054,-0.043,0.9944,0.0342
3743000000,2.6052,-0.043,0.9944,0.0342
3744000000,2.6051,-0.0431,0.9944,0.0343
3745000000,2.605,-0.0431,0.9943,0.0343
3746000000,2.6048,-0.0431,0.9943,0.0344
3747000000,2.6047,-0.0432,0.9943,0.0344
3748000000,2.6045,-0.0432,0.9943,0.0344
3749000000,2.6044,-0.0433,0.9942,0.0345
3750000000,2.6043,-0.0433,0.9942,0.0345
3751000000,2.6041,-0.0433,0.9942,0.0346
3752000000,2.604,-0.0434,0.9942,0.0346
3753000000,2.6038,-0.0434,0.9941,0.0346
3754000000,2.6037,-0.0434,0.9941,0.0347
3755000000,2.6036,-0.0435,0.9941,0.0347
3756000000,2.6034,-0.0435,0.9941,0.0348
3757000000,2.6033,-0.0435,0.994,0.0348
3758000000,2.6032,-0.0436,0.994,0.0349
3759000000,2.603,-0.0436,0.994,0.0349
3760000000,2.6029,-0.0436,0.994,0.0349
3761000000,2.6027,-0.0437,0.994,0.035
3762000000,2.6026,-0.0437,0.9939,0.035
3763000000,2.6025,-0.0437,0.9939,0.0351
3764000000,2.6023,-0.0438,0.9939,0.0351
3765000000,2.6022,-0.0438,0.9939,0.0351
3766000000,2.602,-0.0438,0.9938,0.0352
3767000000,2.6019,-0.0438,0.9938,0.0352
3768000000,2.6018,-0.0439,0.9938,0.0353
3769000000,2.6016,-0.0439,0.9938,0.0353
3770000000,2.6015,-0.0439,0.9937,0.0353
3771000000,2.6014,-0.044,0.9937,0.0354
3772000000,2.6012,-0.044,0.9937,0.0354
3773000000,2.6011,-0.044,0.9937,0.0355
3774000000,2.6009,-0.0441,0.9936,0.0355
3775000000,2.6008,-0.0441,0.9936,0.0356
3776000000,2.6007,-0.0441,0.9936,0.0356
3777000000,2.6005,-0.0442,0.9936,0.0356
3778000000,2.6004,-0.0442,0.9935,0.0357
3779000000,2.6002,-0.0442,0.9935,0.0357
3780000000,2.6001,-0.0443,0.9935,0.0358
3781000000,2.6,-0.0443,0.9935,0.0358
3782000000,2.5998,-0.0443,0.9934,0.0358
3783000000,2.5997,-0.0444,0.9934,0.0359
3784000000,2.5996,-0.0444,0.9934,0.0359
3785000000,2.5994,-0.0444,0.9934,0.036
3786000000,2.5993,-0.0445,0.9934,0.036
3787000000,2.5991,-0.0445,0.9933,0.036
3788000000,2.599,-0.0445,0.9933,0.0361
3789000000,2.5989,-0.0446,0.9933,0.0361
3790000000,2.5987,-0.0446,0.9933,0.0362
3791000000,2.5986,-0.0446,0.9932,0.0362
3792000000,2.5985,-0.0447,0.9932,0.0363
3793000000,2.5983,-0.0447,0.9932,0.0363
3794000000,2.5982,-0.0447,0.9932,0.0363
3795000000,2.598,-0.0448,0.9931,0.0364
3796000000,2.5979,-0.0448,0.9931,0.0364
3797000000,2.5978,-0.0448,0.9931,0.0365
3798000000,2.5976,-0.0449,0.9931,0.0365
3799000000,2.5975,-0.0449,0.993,0.0365
3800000000,2.5973,-0.0449,0.993,0.0366
3801000000,2.5972,-0.045,0.993,0.0366
3802000000,2.5971,-0.045,0.993,0.0367
3803000000,2.5969,-0.045,0.9929,0.0367
3804000000,2.5968,-0.0451,0.9929,0.0367
3805000000,2.5967,-0.0451,0.9929,0.0368
3806000000,2.5965,-0.0451,0.9929,0.0368
3807000000,2.5964,-0.0452,0.9928,0.0369
3808000000,2.5963,-0.0452,0.9928,0.0369
3809000000,2.5961,-0.0452,0.9928,0.037
3810000000,2.596,-0.0453,0.9928,0.037
3811000000,2.5958,-0.0453,0.9927,0.037
3812000000,2.5957,-0.0453,0.9927,0.0371
3813000000,2.5956,-0.0454,0.9927,0.0371
3814000000,2.5954,-0.0454,0.9927,0.0372
3815000000,2.5953,-0.0454,0.9926,0.0372
3816000000,2.5952,-0.0455,0.9926,0.0372
3817000000,2.595,-0.0455,0.9926,0.0373
3818000000,2.5949,-0.0455,0.9926,0.0373
3819000000,2.5947,-0.0456,0.9925,0.0374
3820000000,2.5946,-0.0456,0.9925,0.0374
3821000000,2.5945,-0.0456,0.9925,0.0374
3822000000,2.5943,-0.0457,0.9925,0.0375
3823000000,2.5942,-0.0457,0.9924,0.0375
3824000000,2.5941,-0.0457,0.9924,0.0376
3825000000,2.5939,-0.0458,0.9924,0.0376
3826000000,2.5938,-0.0458,0.9924,0.0377
3827000000,2.5937,-0.0458,0.9923,0.0377
3828000000,2.5935,-0.0459,0.9923,0.0377
3829000000,2.5934,-0.0459,0.9923,0.0378
3830000000,2.5932,-0.0459,0.9923,0.0378
3831000000,2.5931,-0.046,0.9922,0.0379
3832000000,2.593,-0.046,0.9922,0.0379
3833000000,2.5928,-0.046,0.9922,0.0379
3834000000,2.5927,-0.0461,0.9922,0.038
3835000000,2.5926,-0.0461,0.9921,0.038
3836000000,2.5924,-0.0461,0.9921,0.0381
3837000000,2.5923,-0.0461,0.9921,0.0381
3838000000,2.5922,-0.0462,0.9921,0.0381
3839000000,2.592,-0.0462,0.992,0.0382
3840000000,2.5919,-0.0462,0.992,0.0382
3841000000,2.5918,-0.0463,0.992,0.0383
3842000000,2.5916,-0.0463,0.992,0.0383
3843000000,2.5915,-0.0463,0.992,0.0383
3844000000,2.5913,-0.0464,0.9919,0.0384
3845000000,2.5912,-0.0464,0.9919,0.0384
3846000000,2.5911,-0.0464,0.9919,0.0385
3847000000,2.5909,-0.0465,0.9919,0.0385
3848000000,2.5908,-0.0465,0.9918,0.0386
3849000000,2.5907,-0.0465,0.9918,0.0386
3850000000,2.5905,-0.0466,0.9918,0.0386
3851000000,2.5904,-0.0466,0.9918,0.0387
3852000000,2.5903,-0.0466,0.9917,0.0387
3853000000,2.5901,-0.0467,0.9917,0.0388
3854000000,2.59,-0.0467,0.9917,0.0388
3855000000,2.5899,-0.0467,0.9917,0.0388
3856000000,2.5897,-0.0468,0.9916,0.0389
3857000000,2.5896,-0.0468,0.9916,0.0389
3858000000,2.5895,-0.0468,0.9916,0.039
3859000000,2.5893,-0.0469,0.9916,0.039
3860000000,2.5892,-0.0469,0.9915,0.039
3861000000,2.589,-0.0469,0.9915,0.0391
3862000000,2.5889,-0.0469,0.9915,0.0391
3863000000,2.5888,-0.047,0.9915,0.0392
3864000000,2.5886,-0.047,0.9914,0.0392
3865000000,2.5885,-0.047,0.9914,0.0392
3866000000,2.5884,-0.0471,0.9914,0.0393
3867000000,2.5882,-0.0471,0.9914,0.0393
3868000000,2.5881,-0.0471,0.9913,0.0394
3869000000,2.588,-0.0472,0.9913,0.0394
3870000000,2.5878,-0.0472,0.9913,0.0394
3871000000,2.5877,-0.0472,0.9913,0.0395
3872000000,2.5876,-0.0473,0.9912,0.0395
3873000000,2.5874,-0.0473,0.9912,0.0396
3874000000,2.5873,-0.0473,0.9912,0.0396
3875000000,2.5872,-0.0474,0.9911,0.0396
3876000000,2.587,-0.0474,0.9911,0.0397
3877000000,2.5869,-0.0474,0.9911,0.0397
3878000000,2.5868,-0.0474,0.9911,0.0398
3879000000,2.5866,-0.0475,0.991,0.0398
3880000000,2.5865,-0.0475,0.991,0.0398
3881000000,2.5864,-0.0475,0.991,0.0399
3882000000,2.5862,-0.0476,0.991,0.0399
3883000000,2.5861,-0.0476,0.9909,0.04
3884000000,2.586,-0.0476,0.9909,0.04
3885000000,2.5858,-0.0477,0.9909,0.04
3886000000,2.5857,-0.0477,0.9909,0.0401
3887000000,2.5855,-0.0477,0.9908,0.0401
3888000000,2.5854,-0.0478,0.9908,0.0402
3889000000,2.5853,-0.0478,0.9908,0.0402
3890000000,2.5851,-0.0478,0.9908,0.0402
3891000000,2.585,-0.0479,0.9907,0.0403
3892000000,2.5849,-0.0479,0.9907,0.0403
3893000000,2.5847,-0.0479,0.9907,0.0404
3894000000,2.5846,-0.0479,0.9907,0.0404
3895000000,2.5845,-0.048,0.9906,0.0404
3896000000,2.5843,-0.048,0.9906,0.0405
3897000000,2.5842,-0.048,0.9906,0.0405
3898000000,2.5841,-0.0481,0.9906,0.0406
3899000000,2.5839,-0.0481,0.9906,0.0406
3900000000,2.5838,-0.0481,0.9905,0.0406
3901000000,2.5837,-0.0482,0.9905,0.0407
3902000000,2.5835,-0.0482,0.9905,0.0407
3903000000,2.5834,-0.0482,0.9905,0.0408
3904000000,2.5833,-0.0483,0.9904,0.0408
3905000000,2.5831,-0.0483,0.9904,0.0408
3906000000,2.583,-0.0483,0.9904,0.0409
3907000000,2.5829,-0.0483,0.9904,0.0409
3908000000,2.5827,-0.0484,0.9903,0.041
3909000000,2.5826,-0.0484,0.9903,0.041
3910000000,2.5825,-0.0484,0.9903,0.041
3911000000,2.5823,-0.0485,0.9903,0.0411
3912000000,2.5822,-0.0485,0.9902,0.0411
3913000000,2.5821,-0.0485,0.9902,0.0412
