frequency,e',e'',u',u''
2828000000,2.7564,-0.0061,1.0139,-0.0089
2829000000,2.7562,-0.0062,1.0138,-0.0089
2830000000,2.756,-0.0062,1.0138,-0.0088
2831000000,2.7558,-0.0063,1.0138,-0.0088
2832000000,2.7556,-0.0063,1.0138,-0.0087
2833000000,2.7554,-0.0064,1.0138,-0.0087
2834000000,2.7552,-0.0064,1.0137,-0.0086
2835000000,2.755,-0.0065,1.0137,-0.0086
2836000000,2.7547,-0.0065,1.0137,-0.0085
2837000000,2.7545,-0.0066,1.0137,-0.0085
2838000000,2.7543,-0.0066,1.0137,-0.0084
2839000000,2.7541,-0.0067,1.0137,-0.0084
2840000000,2.7539,-0.0067,1.0136,-0.0083
2841000000,2.7537,-0.0068,1.0136,-0.0082
2842000000,2.7535,-0.0068,1.0136,-0.0082
2843000000,2.7533,-0.0069,1.0136,-0.0081
2844000000,2.7531,-0.0069,1.0136,-0.0081
2845000000,2.7529,-0.007,1.0135,-0.008
2846000000,2.7527,-0.007,1.0135,-0.008
2847000000,2.7525,-0.0071,1.0135,-0.0079
2848000000,2.7523,-0.0071,1.0135,-0.0079
2849000000,2.7521,-0.0072,1.0135,-0.0078
2850000000,2.7518,-0.0072,1.0134,-0.0078
2851000000,2.7516,-0.0073,1.0134,-0.0077
2852000000,2.7514,-0.0073,1.0134,-0.0077
2853000000,2.7512,-0.0074,1.0134,-0.0076
2854000000,2.751,-0.0074,1.0134,-0.0075
2855000000,2.7508,-0.0075,1.0133,-0.0075
2856000000,2.7506,-0.0075,1.0133,-0.0074
2857000000,2.7504,-0.0076,1.0133,-0.0074
2858000000,2.7502,-0.0076,1.0133,-0.0073
2859000000,2.75,-0.0077,1.0133,-0.0073
2860000000,2.7498,-0.0077,1.0132,-0.0072
2861000000,2.7496,-0.0078,1.0132,-0.0072
2862000000,2.7494,-0.0078,1.0132,-0.0071
2863000000,2.7492,-0.0079,1.0132,-0.0071
2864000000,2.749,-0.0079,1.0132,-0.007
2865000000,2.7488,-0.008,1.0132,-0.007
2866000000,2.7486,-0.008,1.0131,-0.0069
2867000000,2.7484,-0.0081,1.0131,-0.0069
2868000000,2.7482,-0.0081,1.0131,-0.0068
2869000000,2.748,-0.0082,1.0131,-0.0067
2870000000,2.7477,-0.0082,1.0131,-0.0067
2871000000,2.7475,-0.0083,1.013,-0.0066
2872000000,2.7473,-0.0083,1.013,-0.0066
2873000000,2.7471,-0.0084,1.013,-0.0065
2874000000,2.7469,-0.0084,1.013,-0.0065
2875000000,2.7467,-0.0085,1.013,-0.0064
2876000000,2.7465,-0.0085,1.0129,-0.0064
2877000000,2.7463,-0.0086,1.0129,-0.0063
2878000000,2.7461,-0.0086,1.0129,-0.0063
2879000000,2.7459,-0.0087,1.0129,-0.0062
2880000000,2.7457,-0.0087,1.0129,-0.0062
2881000000,2.7455,-0.0088,1.0128,-0.0061
2882000000,2.7453,-0.0088,1.0128,-0.0061
2883000000,2.7451,-0.0089,1.0128,-0.006
2884000000,2.7449,-0.0089,1.0128,-0.006
2885000000,2.7447,-0.009,1.0128,-0.0059
2886000000,2.7445,-0.009,1.0127,-0.0059
2887000000,2.7443,-0.0091,1.0127,-0.0058
2888000000,2.7441,-0.0091,1.0127,-0.0057
2889000000,2.7439,-0.0092,1.0127,-0.0057
2890000000,2.7437,-0.0092,1.0127,-0.0056
2891000000,2.7435,-0.0093,1.0127,-0.0056
2892000000,2.7433,-0.0093,1.0126,-0.0055
2893000000,2.7431,-0.0093,1.0126,-0.0055
2894000000,2.7429,-0.0094,1.0126,-0.0054
2895000000,2.7427,-0.0094,1.0126,-0.0054
2896000000,2.7425,-0.0095,1.0126,-0.0053
2897000000,2.7423,-0.0095,1.0125,-0.0053
2898000000,2.7421,-0.0096,1.0125,-0.0052
2899000000,2.7419,-0.0096,1.0125,-0.0052
2900000000,2.7417,-0.0097,1.0125,-0.0051
2901000000,2.7415,-0.0097,1.0125,-0.0051
2902000000,2.7413,-0.0098,1.0124,-0.005
2903000000,2.7411,-0.0098,1.0124,-0.005
2904000000,2.7409,-0.0099,1.0124,-0.0049
2905000000,2.7407,-0.0099,1.0124,-0.0049
2906000000,2.7405,-0.01,1.0124,-0.0048
2907000000,2.7403,-0.01,1.0123,-0.0047
2908000000,2.7401,-0.0101,1.0123,-0.0047
2909000000,2.7399,-0.0101,1.0123,-0.0046
2910000000,2.7397,-0.0102,1.0123,-0.0046
2911000000,2.7395,-0.0102,1.0123,-0.0045
2912000000,2.7393,-0.0103,1.0122,-0.0045
2913000000,2.7391,-0.0103,1.0122,-0.0044
2914000000,2.7389,-0.0104,1.0122,-0.0044
2915000000,2.7387,-0.0104,1.0122,-0.0043
2916000000,2.7385,-0.0104,1.0122,-0.0043
2917000000,2.7383,-0.0105,1.0121,-0.0042
2918000000,2.7381,-0.0105,1.0121,-0.0042
2919000000,2.7379,-0.0106,1.0121,-0.0041
2920000000,2.7377,-0.0106,1.0121,-0.0041
2921000000,2.7375,-0.0107,1.0121,-0.004
2922000000,2.7373,-0.0107,1.0121,-0.004
2923000000,2.7372,-0.0108,1.012,-0.0039
2924000000,2.737,-0.0108,1.012,-0.0039
2925000000,2.7368,-0.0109,1.012,-0.0038
2926000000,2.7366,-0.0109,1.012,-0.0038
2927000000,2.7364,-0.011,1.012,-0.0037
2928000000,2.7362,-0.011,1.0119,-0.0037
2929000000,2.736,-0.0111,1.0119,-0.0036
2930000000,2.7358,-0.0111,1.0119,-0.0035
2931000000,2.7356,-0.0112,1.0119,-0.0035
2932000000,2.7354,-0.0112,1.0119,-0.0034
2933000000,2.7352,-0.0112,1.0118,-0.0034
2934000000,2.735,-0.0113,1.0118,-0.0033
2935000000,2.7348,-0.0113,1.0118,-0.0033
2936000000,2.7346,-0.0114,1.0118,-0.0032
2937000000,2.7344,-0.0114,1.0118,-0.0032
2938000000,2.7342,-0.0115,1.0117,-0.0031
2939000000,2.734,-0.0115,1.0117,-0.0031
2940000000,2.7338,-0.0116,1.0117,-0.003
2941000000,2.7336,-0.0116,1.0117,-0.003
2942000000,2.7334,-0.0117,1.0117,-0.0029
2943000000,2.7333,-0.0117,1.0116,-0.0029
2944000000,2.7331,-0.0118,1.0116,-0.0028
2945000000,2.7329,-0.0118,1.0116,-0.0028
2946000000,2.7327,-0.0119,1.0116,-0.0027
2947000000,2.7325,-0.0119,1.0116,-0.0027
2948000000,2.7323,-0.012,1.0115,-0.0026
2949000000,2.7321,-0.012,1.0115,-0.0026
2950000000,2.7319,-0.012,1.0115,-0.0025
2951000000,2.7317,-0.0121,1.0115,-0.0025
2952000000,2.7315,-0.0121,1.0115,-0.0024
2953000000,2.7313,-0.0122,1.0114,-0.0024
2954000000,2.7311,-0.0122,1.0114,-0.0023
2955000000,2.7309,-0.0123,1.0114,-0.0023
2956000000,2.7307,-0.0123,1.0114,-0.0022
2957000000,2.7306,-0.0124,1.0114,-0.0021
2958000000,2.7304,-0.0124,1.0113,-0.0021
2959000000,2.7302,-0.0125,1.0113,-0.002
2960000000,2.73,-0.0125,1.0113,-0.002
2961000000,2.7298,-0.0126,1.0113,-0.0019
2962000000,2.7296,-0.0126,1.0113,-0.0019
2963000000,2.7294,-0.0126,1.0112,-0.0018
2964000000,2.7292,-0.0127,1.0112,-0.0018
2965000000,2.729,-0.0127,1.0112,-0.0017
2966000000,2.7288,-0.0128,1.0112,-0.0017
2967000000,2.7286,-0.0128,1.0112,-0.0016
2968000000,2.7285,-0.0129,1.0112,-0.0016
2969000000,2.7283,-0.0129,1.0111,-0.0015
2970000000,2.7281,-0.013,1.0111,-0.0015
2971000000,2.7279,-0.013,1.0111,-0.0014
2972000000,2.7277,-0.0131,1.0111,-0.0014
2973000000,2.7275,-0.0131,1.0111,-0.0013
2974000000,2.7273,-0.0132,1.011,-0.0013
2975000000,2.7271,-0.0132,1.011,-0.0012
2976000000,2.7269,-0.0132,1.011,-0.0012
2977000000,2.7268,-0.0133,1.011,-0.0011
2978000000,2.7266,-0.0133,1.011,-0.0011
2979000000,2.7264,-0.0134,1.0109,-0.001
2980000000,2.7262,-0.0134,1.0109,-0.001
2981000000,2.726,-0.0135,1.0109,-0.0009
2982000000,2.7258,-0.0135,1.0109,-0.0009
2983000000,2.7256,-0.0136,1.0109,-0.0008
2984000000,2.7254,-0.0136,1.0108,-0.0008
2985000000,2.7252,-0.0137,1.0108,-0.0007
2986000000,2.7251,-0.0137,1.0108,-0.0007
2987000000,2.7249,-0.0138,1.0108,-0.0006
2988000000,2.7247,-0.0138,1.0108,-0.0006
2989000000,2.7245,-0.0138,1.0107,-0.0005
2990000000,2.7243,-0.0139,1.0107,-0.0005
2991000000,2.7241,-0.0139,1.0107,-0.0004
2992000000,2.7239,-0.014,1.0107,-0.0004
2993000000,2.7237,-0.014,1.0107,-0.0003
2994000000,2.7236,-0.0141,1.0106,-0.0003
2995000000,2.7234,-0.0141,1.0106,-0.0002
2996000000,2.7232,-0.0142,1.0106,-0.0002
2997000000,2.723,-0.0142,1.0106,-0.0001
2998000000,2.7228,-0.0143,1.0106,-0.0001
2999000000,2.7226,-0.0143,1.0105,0
3000000000,2.7224,-0.0143,1.0105,0
3001000000,2.7223,-0.0144,1.0105,0.0001
3002000000,2.7221,-0.0144,1.0105,0.0001
3003000000,2.7219,-0.0145,1.0105,0.0002
3004000000,2.7217,-0.0145,1.0104,0.0003
3005000000,2.7215,-0.0146,1.0104,0.0003
3006000000,2.7213,-0.0146,1.0104,0.0004
3007000000,2.7211,-0.0147,1.0104,0.0004
3008000000,2.721,-0.0147,1.0104,0.0005
3009000000,2.7208,-0.0148,1.0103,0.0005
3010000000,2.7206,-0.0148,1.0103,0.0006
3011000000,2.7204,-0.0148,1.0103,0.0006
3012000000,2.7202,-0.0149,1.0103,0.0007
3013000000,2.72,-0.0149,1.0103,0.0007
3014000000,2.7198,-0.015,1.0102,0.0008
3015000000,2.7197,-0.015,1.0102,0.0008
3016000000,2.7195,-0.0151,1.0102,0.0009
3017000000,2.7193,-0.0151,1.0102,0.0009
3018000000,2.7191,-0.0152,1.0102,0.001
3019000000,2.7189,-0.0152,1.0101,0.001
3020000000,2.7187,-0.0152,1.0101,0.0011
3021000000,2.7186,-0.0153,1.0101,0.0011
3022000000,2.7184,-0.0153,1.0101,0.0011
3023000000,2.7182,-0.0154,1.0101,0.0012
3024000000,2.718,-0.0154,1.0101,0.0012
3025000000,2.7178,-0.0155,1.01,0.0013
3026000000,2.7176,-0.0155,1.01,0.0013
3027000000,2.7175,-0.0155,1.01,0.0014
3028000000,2.7173,-0.0156,1.01,0.0014
3029000000,2.7171,-0.0156,1.01,0.0015
3030000000,2.7169,-0.0157,1.0099,0.0015
3031000000,2.7167,-0.0157,1.0099,0.0016
3032000000,2.7166,-0.0158,1.0099,0.0016
3033000000,2.7164,-0.0158,1.0099,0.0017
3034000000,2.7162,-0.0158,1.0099,0.0017
3035000000,2.716,-0.0159,1.0098,0.0018
3036000000,2.7158,-0.0159,1.0098,0.0018
3037000000,2.7156,-0.016,1.0098,0.0019
3038000000,2.7155,-0.016,1.0098,0.0019
3039000000,2.7153,-0.0161,1.0098,0.002
3040000000,2.7151,-0.0161,1.0097,0.002
3041000000,2.7149,-0.0162,1.0097,0.0021
3042000000,2.7147,-0.0162,1.0097,0.0021
3043000000,2.7146,-0.0162,1.0097,0.0022
3044000000,2.7144,-0.0163,1.0097,0.0022
3045000000,2.7142,-0.0163,1.0096,0.0023
3046000000,2.714,-0.0164,1.0096,0.0023
3047000000,2.7138,-0.0164,1.0096,0.0024
3048000000,2.7137,-0.0165,1.0096,0.0024
3049000000,2.7135,-0.0165,1.0096,0.0025
3050000000,2.7133,-0.0165,1.0095,0.0025
3051000000,2.7131,-0.0166,1.0095,0.0026
3052000000,2.7129,-0.0166,1.0095,0.0026
3053000000,2.7128,-0.0167,1.0095,0.0027
3054000000,2.7126,-0.0167,1.0095,0.0027
3055000000,2.7124,-0.0168,1.0094,0.0028
3056000000,2.7122,-0.0168,1.0094,0.0028
3057000000,2.712,-0.0169,1.0094,0.0029
3058000000,2.7119,-0.0169,1.0094,0.0029
3059000000,2.7117,-0.0169,1.0093,0.003
3060000000,2.7115,-0.017,1.0093,0.003
3061000000,2.7113,-0.017,1.0093,0.0031
3062000000,2.7112,-0.0171,1.0093,0.0031
3063000000,2.711,-0.0171,1.0093,0.0032
3064000000,2.7108,-0.0172,1.0092,0.0032
3065000000,2.7106,-0.0172,1.0092,0.0033
3066000000,2.7104,-0.0172,1.0092,0.0033
3067000000,2.7103,-0.0173,1.0092,0.0034
3068000000,2.7101,-0.0173,1.0092,0.0034
3069000000,2.7099,-0.0174,1.0091,0.0035
3070000000,2.7097,-0.0174,1.0091,0.0035
3071000000,2.7096,-0.0175,1.0091,0.0036
3072000000,2.7094,-0.0175,1.0091,0.0036
3073000000,2.7092,-0.0176,1.0091,0.0037
3074000000,2.709,-0.0176,1.009,0.0037
3075000000,2.7088,-0.0176,1.009,0.0038
3076000000,2.7087,-0.0177,1.009,0.0038
3077000000,2.7085,-0.0177,1.009,0.0039
3078000000,2.7083,-0.0178,1.009,0.0039
3079000000,2.7081,-0.0178,1.0089,0.004
3080000000,2.708,-0.0179,1.0089,0.004
3081000000,2.7078,-0.0179,1.0089,0.0041
3082000000,2.7076,-0.0179,1.0089,0.0041
3083000000,2.7074,-0.018,1.0089,0.0042
3084000000,2.7073,-0.018,1.0088,0.0042
3085000000,2.7071,-0.0181,1.0088,0.0043
3086000000,2.7069,-0.0181,1.0088,0.0043
3087000000,2.7067,-0.0182,1.0088,0.0044
3088000000,2.7065,-0.0182,1.0088,0.0044
3089000000,2.7064,-0.0182,1.0087,0.0045
3090000000,2.7062,-0.0183,1.0087,0.0045
3091000000,2.706,-0.0183,1.0087,0.0046
3092000000,2.7058,-0.0184,1.0087,0.0046
3093000000,2.7057,-0.0184,1.0087,0.0047
3094000000,2.7055,-0.0185,1.0086,0.0047
3095000000,2.7053,-0.0185,1.0086,0.0048
3096000000,2.7051,-0.0186,1.0086,0.0048
3097000000,2.705,-0.0186,1.0086,0.0048
3098000000,2.7048,-0.0186,1.0086,0.0049
3099000000,2.7046,-0.0187,1.0085,0.0049
3100000000,2.7044,-0.0187,1.0085,0.005
3101000000,2.7043,-0.0188,1.0085,0.005
3102000000,2.7041,-0.0188,1.0085,0.0051
3103000000,2.7039,-0.0189,1.0085,0.0051
3104000000,2.7037,-0.0189,1.0084,0.0052
3105000000,2.7036,-0.0189,1.0084,0.0052
3106000000,2.7034,-0.019,1.0084,0.0053
3107000000,2.7032,-0.019,1.0084,0.0053
3108000000,2.7031,-0.0191,1.0084,0.0054
3109000000,2.7029,-0.0191,1.0083,0.0054
3110000000,2.7027,-0.0192,1.0083,0.0055
3111000000,2.7025,-0.0192,1.0083,0.0055
3112000000,2.7024,-0.0192,1.0083,0.0056
3113000000,2.7022,-0.0193,1.0083,0.0056
3114000000,2.702,-0.0193,1.0082,0.0057
3115000000,2.7018,-0.0194,1.0082,0.0057
3116000000,2.7017,-0.0194,1.0082,0.0058
3117000000,2.7015,-0.0195,1.0082,0.0058
3118000000,2.7013,-0.0195,1.0082,0.0059
3119000000,2.7011,-0.0195,1.0081,0.0059
3120000000,2.701,-0.0196,1.0081,0.006
3121000000,2.7008,-0.0196,1.0081,0.006
3122000000,2.7006,-0.0197,1.0081,0.0061
3123000000,2.7004,-0.0197,1.008,0.0061
3124000000,2.7003,-0.0198,1.008,0.0062
3125000000,2.7001,-0.0198,1.008,0.0062
3126000000,2.6999,-0.0198,1.008,0.0063
3127000000,2.6998,-0.0199,1.008,0.0063
3128000000,2.6996,-0.0199,1.0079,0.0064
3129000000,2.6994,-0.02,1.0079,0.0064
3130000000,2.6992,-0.02,1.0079,0.0065
3131000000,2.6991,-0.0201,1.0079,0.0065
3132000000,2.6989,-0.0201,1.0079,0.0066
3133000000,2.6987,-0.0201,1.0078,0.0066
3134000000,2.6986,-0.0202,1.0078,0.0067
3135000000,2.6984,-0.0202,1.0078,0.0067
3136000000,2.6982,-0.0203,1.0078,0.0068
3137000000,2.698,-0.0203,1.0078,0.0068
3138000000,2.6979,-0.0204,1.0077,0.0069
3139000000,2.6977,-0.0204,1.0077,0.0069
3140000000,2.6975,-0.0204,1.0077,0.0069
3141000000,2.6973,-0.0205,1.0077,0.007
3142000000,2.6972,-0.0205,1.0077,0.007
3143000000,2.697,-0.0206,1.0076,0.0071
3144000000,2.6968,-0.0206,1.0076,0.0071
3145000000,2.6967,-0.0207,1.0076,0.0072
3146000000,2.6965,-0.0207,1.0076,0.0072
3147000000,2.6963,-0.0207,1.0076,0.0073
3148000000,2.6962,-0.0208,1.0075,0.0073
3149000000,2.696,-0.0208,1.0075,0.0074
3150000000,2.6958,-0.0209,1.0075,0.0074
3151000000,2.6956,-0.0209,1.0075,0.0075
3152000000,2.6955,-0.021,1.0075,0.0075
3153000000,2.6953,-0.021,1.0074,0.0076
3154000000,2.6951,-0.021,1.0074,0.0076
3155000000,2.695,-0.0211,1.0074,0.0077
3156000000,2.6948,-0.0211,1.0074,0.0077
3157000000,2.6946,-0.0212,1.0074,0.0078
3158000000,2.6944,-0.0212,1.0073,0.0078
3159000000,2.6943,-0.0213,1.0073,0.0079
3160000000,2.6941,-0.0213,1.0073,0.0079
3161000000,2.6939,-0.0213,1.0073,0.008
3162000000,2.6938,-0.0214,1.0072,0.008
3163000000,2.6936,-0.0214,1.0072,0.0081
3164000000,2.6934,-0.0215,1.0072,0.0081
3165000000,2.6933,-0.0215,1.0072,0.0082
3166000000,2.6931,-0.0215,1.0072,0.0082
3167000000,2.6929,-0.0216,1.0071,0.0083
3168000000,2.6927,-0.0216,1.0071,0.0083
3169000000,2.6926,-0.0217,1.0071,0.0084
3170000000,2.6924,-0.0217,1.0071,0.0084
3171000000,2.6922,-0.0218,1.0071,0.0085
3172000000,2.6921,-0.0218,1.007,0.0085
3173000000,2.6919,-0.0218,1.007,0.0085
3174000000,2.6917,-0.0219,1.007,0.0086
3175000000,2.6916,-0.0219,1.007,0.0086
3176000000,2.6914,-0.022,1.007,0.0087
3177000000,2.6912,-0.022,1.0069,0.0087
3178000000,2.6911,-0.0221,1.0069,0.0088
3179000000,2.6909,-0.0221,1.0069,0.0088
3180000000,2.6907,-0.0221,1.0069,0.0089
3181000000,2.6905,-0.0222,1.0069,0.0089
3182000000,2.6904,-0.0222,1.0068,0.009
3183000000,2.6902,-0.0223,1.0068,0.009
3184000000,2.69,-0.0223,1.0068,0.0091
3185000000,2.6899,-0.0223,1.0068,0.0091
3186000000,2.6897,-0.0224,1.0068,0.0092
3187000000,2.6895,-0.0224,1.0067,0.0092
3188000000,2.6894,-0.0225,1.0067,0.0093
3189000000,2.6892,-0.0225,1.0067,0.0093
3190000000,2.689,-0.0226,1.0067,0.0094
3191000000,2.6889,-0.0226,1.0067,0.0094
3192000000,2.6887,-0.0226,1.0066,0.0095
3193000000,2.6885,-0.0227,1.0066,0.0095
3194000000,2.6884,-0.0227,1.0066,0.0096
3195000000,2.6882,-0.0228,1.0066,0.0096
3196000000,2.688,-0.0228,1.0066,0.0097
3197000000,2.6879,-0.0228,1.0065,0.0097
3198000000,2.6877,-0.0229,1.0065,0.0098
3199000000,2.6875,-0.0229,1.0065,0.0098
3200000000,2.6874,-0.023,1.0065,0.0099
3201000000,2.6872,-0.023,1.0065,0.0099
3202000000,2.687,-0.023,1.0064,0.0099
3203000000,2.6869,-0.0231,1.0064,0.01
3204000000,2.6867,-0.0231,1.0064,0.01
3205000000,2.6865,-0.0232,1.0064,0.0101
3206000000,2.6864,-0.0232,1.0064,0.0101
3207000000,2.6862,-0.0233,1.0063,0.0102
3208000000,2.686,-0.0233,1.0063,0.0102
3209000000,2.6859,-0.0233,1.0063,0.0103
3210000000,2.6857,-0.0234,1.0063,0.0103
3211000000,2.6855,-0.0234,1.0063,0.0104
3212000000,2.6854,-0.0235,1.0062,0.0104
3213000000,2.6852,-0.0235,1.0062,0.0105
3214000000,2.685,-0.0235,1.0062,0.0105
3215000000,2.6849,-0.0236,1.0062,0.0106
3216000000,2.6847,-0.0236,1.0061,0.0106
3217000000,2.6845,-0.0237,1.0061,0.0107
3218000000,2.6844,-0.0237,1.0061,0.0107
3219000000,2.6842,-0.0237,1.0061,0.0108
3220000000,2.684,-0.0238,1.0061,0.0108
3221000000,2.6839,-0.0238,1.006,0.0109
3222000000,2.6837,-0.0239,1.006,0.0109
3223000000,2.6835,-0.0239,1.006,0.0109
3224000000,2.6834,-0.0239,1.006,0.011
3225000000,2.6832,-0.024,1.006,0.011
3226000000,2.683,-0.024,1.0059,0.0111
3227000000,2.6829,-0.0241,1.0059,0.0111
3228000000,2.6827,-0.0241,1.0059,0.0112
3229000000,2.6826,-0.0241,1.0059,0.0112
3230000000,2.6824,-0.0242,1.0059,0.0113
3231000000,2.6822,-0.0242,1.0058,0.0113
3232000000,2.6821,-0.0243,1.0058,0.0114
3233000000,2.6819,-0.0243,1.0058,0.0114
3234000000,2.6817,-0.0243,1.0058,0.0115
3235000000,2.6816,-0.0244,1.0058,0.0115
3236000000,2.6814,-0.0244,1.0057,0.0116
3237000000,2.6812,-0.0245,1.0057,0.0116
3238000000,2.6811,-0.0245,1.0057,0.0117
3239000000,2.6809,-0.0245,1.0057,0.0117
3240000000,2.6807,-0.0246,1.0057,0.0118
3241000000,2.6806,-0.0246,1.0056,0.0118
3242000000,2.6804,-0.0247,1.0056,0.0118
3243000000,2.6803,-0.0247,1.0056,0.0119
3244000000,2.6801,-0.0247,1.0056,0.0119
3245000000,2.6799,-0.0248,1.0056,0.012
3246000000,2.6798,-0.0248,1.0055,0.012
3247000000,2.6796,-0.0249,1.0055,0.0121
3248000000,2.6794,-0.0249,1.0055,0.0121
3249000000,2.6793,-0.0249,1.0055,0.0122
3250000000,2.6791,-0.025,1.0055,0.0122
3251000000,2.6789,-0.025,1.0054,0.0123
3252000000,2.6788,-0.0251,1.0054,0.0123
3253000000,2.6786,-0.0251,1.0054,0.0124
3254000000,2.6785,-0.0251,1.0054,0.0124
3255000000,2.6783,-0.0252,1.0053,0.0125
3256000000,2.6781,-0.0252,1.0053,0.0125
3257000000,2.678,-0.0253,1.0053,0.0126
3258000000,2.6778,-0.0253,1.0053,0.0126
3259000000,2.6776,-0.0253,1.0053,0.0126
3260000000,2.6775,-0.0254,1.0052,0.0127
3261000000,2.6773,-0.0254,1.0052,0.0127
3262000000,2.6772,-0.0255,1.0052,0.0128
3263000000,2.677,-0.0255,1.0052,0.0128
3264000000,2.6768,-0.0255,1.0052,0.0129
3265000000,2.6767,-0.0256,1.0051,0.0129
3266000000,2.6765,-0.0256,1.0051,0.013
3267000000,2.6763,-0.0257,1.0051,0.013
3268000000,2.6762,-0.0257,1.0051,0.0131
3269000000,2.676,-0.0257,1.0051,0.0131
3270000000,2.6759,-0.0258,1.005,0.0132
3271000000,2.6757,-0.0258,1.005,0.0132
3272000000,2.6755,-0.0259,1.005,0.0133
3273000000,2.6754,-0.0259,1.005,0.0133
3274000000,2.6752,-0.0259,1.005,0.0134
3275000000,2.675,-0.026,1.0049,0.0134
3276000000,2.6749,-0.026,1.0049,0.0134
3277000000,2.6747,-0.0261,1.0049,0.0135
3278000000,2.6746,-0.0261,1.0049,0.0135
3279000000,2.6744,-0.0261,1.0048,0.0136
3280000000,2.6742,-0.0262,1.0048,0.0136
3281000000,2.6741,-0.0262,1.0048,0.0137
3282000000,2.6739,-0.0263,1.0048,0.0137
3283000000,2.6738,-0.0263,1.0048,0.0138
3284000000,2.6736,-0.0263,1.0047,0.0138
3285000000,2.6734,-0.0264,1.0047,0.0139
3286000000,2.6733,-0.0264,1.0047,0.0139
3287000000,2.6731,-0.0265,1.0047,0.014
3288000000,2.6729,-0.0265,1.0047,0.014
3289000000,2.6728,-0.0265,1.0046,0.0141
3290000000,2.6726,-0.0266,1.0046,0.0141
3291000000,2.6725,-0.0266,1.0046,0.0141
3292000000,2.6723,-0.0266,1.0046,0.0142
3293000000,2.6721,-0.0267,1.0046,0.0142
3294000000,2.672,-0.0267,1.0045,0.0143
3295000000,2.6718,-0.0268,1.0045,0.0143
3296000000,2.6717,-0.0268,1.0045,0.0144
3297000000,2.6715,-0.0268,1.0045,0.0144
3298000000,2.6713,-0.0269,1.0045,0.0145
3299000000,2.6712,-0.0269,1.0044,0.0145
3300000000,2.671,-0.027,1.0044,0.0146
3301000000,2.6709,-0.027,1.0044,0.0146
3302000000,2.6707,-0.027,1.0044,0.0147
3303000000,2.6705,-0.0271,1.0043,0.0147
3304000000,2.6704,-0.0271,1.0043,0.0148
3305000000,2.6702,-0.0272,1.0043,0.0148
3306000000,2.6701,-0.0272,1.0043,0.0148
3307000000,2.6699,-0.0272,1.0043,0.0149
3308000000,2.6697,-0.0273,1.0042,0.0149
3309000000,2.6696,-0.0273,1.0042,0.015
3310000000,2.6694,-0.0274,1.0042,0.015
3311000000,2.6693,-0.0274,1.0042,0.0151
3312000000,2.6691,-0.0274,1.0042,0.0151
3313000000,2.6689,-0.0275,1.0041,0.0152
3314000000,2.6688,-0.0275,1.0041,0.0152
3315000000,2.6686,-0.0275,1.0041,0.0153
3316000000,2.6685,-0.0276,1.0041,0.0153
3317000000,2.6683,-0.0276,1.0041,0.0154
3318000000,2.6681,-0.0277,1.004,0.0154
3319000000,2.668,-0.0277,1.004,0.0155
3320000000,2.6678,-0.0277,1.004,0.0155
3321000000,2.6677,-0.0278,1.004,0.0155
3322000000,2.6675,-0.0278,1.0039,0.0156
3323000000,2.6673,-0.0279,1.0039,0.0156
3324000000,2.6672,-0.0279,1.0039,0.0157
3325000000,2.667,-0.0279,1.0039,0.0157
3326000000,2.6669,-0.028,1.0039,0.0158
3327000000,2.6667,-0.028,1.0038,0.0158
3328000000,2.6665,-0.028,1.0038,0.0159
3329000000,2.6664,-0.0281,1.0038,0.0159
3330000000,2.6662,-0.0281,1.0038,0.016
3331000000,2.6661,-0.0282,1.0038,0.016
3332000000,2.6659,-0.0282,1.0037,0.0161
3333000000,2.6658,-0.0282,1.0037,0.0161
3334000000,2.6656,-0.0283,1.0037,0.0161
3335000000,2.6654,-0.0283,1.0037,0.0162
3336000000,2.6653,-0.0283,1.0036,0.0162
3337000000,2.6651,-0.0284,1.0036,0.0163
3338000000,2.665,-0.0284,1.0036,0.0163
3339000000,2.6648,-0.0285,1.0036,0.0164
3340000000,2.6646,-0.0285,1.0036,0.0164
3341000000,2.6645,-0.0285,1.0035,0.0165
3342000000,2.6643,-0.0286,1.0035,0.0165
3343000000,2.6642,-0.0286,1.0035,0.0166
3344000000,2.664,-0.0287,1.0035,0.0166
3345000000,2.6639,-0.0287,1.0035,0.0167
3346000000,2.6637,-0.0287,1.0034,0.0167
3347000000,2.6635,-0.0288,1.0034,0.0167
3348000000,2.6634,-0.0288,1.0034,0.0168
3349000000,2.6632,-0.0288,1.0034,0.0168
3350000000,2.6631,-0.0289,1.0033,0.0169
3351000000,2.6629,-0.0289,1.0033,0.0169
3352000000,2.6628,-0.029,1.0033,0.017
3353000000,2.6626,-0.029,1.0033,0.017
3354000000,2.6624,-0.029,1.0033,0.0171
3355000000,2.6623,-0.0291,1.0032,0.0171
3356000000,2.6621,-0.0291,1.0032,0.0172
3357000000,2.662,-0.0291,1.0032,0.0172
3358000000,2.6618,-0.0292,1.0032,0.0173
3359000000,2.6616,-0.0292,1.0032,0.0173
3360000000,2.6615,-0.0293,1.0031,0.0173
3361000000,2.6613,-0.0293,1.0031,0.0174
3362000000,2.6612,-0.0293,1.0031,0.0174
3363000000,2.661,-0.0294,1.0031,0.0175
3364000000,2.6609,-0.0294,1.003,0.0175
3365000000,2.6607,-0.0294,1.003,0.0176
3366000000,2.6606,-0.0295,1.003,0.0176
