"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
1,-96.6779261379884,175.504539055694
1.001,-96.8689905318422,175.31927850928
1.002,-97.0599040938699,175.134012110332
1.003,-97.2506672152986,174.948739844005
1.004,-97.4412802865168,174.763461695465
1.005,-97.6317436970691,174.578177649883
1.006,-97.8220578356536,174.392887692443
1.007,-98.0122230901168,174.207591808338
1.008,-98.2022398474511,174.022289982767
1.009,-98.39210849379,173.836982200943
1.01,-98.5818294144055,173.651668448086
1.011,-98.7714029937034,173.466348709425
1.012,-98.9608296152207,173.2810229702
1.013,-99.1501096616214,173.095691215658
1.014,-99.3392435146934,172.91035343106
1.015,-99.5282315553447,172.725009601671
1.016,-99.7170741636003,172.53965971277
1.017,-99.9057717185986,172.354303749644
1.018,-100.094324598589,172.168941697589
1.019,-100.282733180926,171.983573541912
1.02,-100.470997842069,171.798199267928
1.021,-100.659118957578,171.612818860963
1.022,-100.847096902111,171.427432306354
1.023,-101.034932049418,171.242039589444
1.024,-101.222624772341,171.056640695589
1.025,-101.41017544281,170.871235610154
1.026,-101.597584431841,170.685824318513
1.027,-101.784852109531,170.500406806051
1.028,-101.971978845055,170.314983058162
1.029,-102.158965006666,170.129553060251
1.03,-102.345810961689,169.944116797731
1.031,-102.532517076519,169.758674256027
1.032,-102.71908371662,169.573225420572
1.033,-102.905511246519,169.387770276812
1.034,-103.091800029806,169.202308810198
1.035,-103.277950429131,169.016841006197
1.036,-103.463962806198,168.83136685028
1.037,-103.649837521767,168.645886327934
1.038,-103.835574935648,168.460399424651
1.039,-104.021175406702,168.274906125936
1.04,-104.206639292832,168.089406417303
1.041,-104.391966950988,167.903900284276
1.042,-104.577158737159,167.71838771239
1.043,-104.762215006374,167.532868687189
1.044,-104.947136112696,167.347343194229
1.045,-105.131922409223,167.161811219073
1.046,-105.316574248085,166.976272747297
1.047,-105.501091980437,166.790727764487
1.048,-105.685475956466,166.605176256236
1.049,-105.869726525377,166.419618208152
1.05,-106.053844035401,166.234053605849
1.051,-106.237828833787,166.048482434954
1.052,-106.421681266802,165.862904681103
1.053,-106.605401679726,165.677320329942
1.054,-106.788990416853,165.491729367128
1.055,-106.972447821487,165.306131778328
1.056,-107.155774235942,165.120527549218
1.057,-107.338970001536,164.934916665488
1.058,-107.522035458591,164.749299112833
1.059,-107.704970946433,164.563674876962
1.06,-107.887776803385,164.378043943594
1.061,-108.07045336677,164.192406298457
1.062,-108.253000972906,164.006761927289
1.063,-108.435419957104,163.82111081584
1.064,-108.617710653668,163.635452949869
1.065,-108.799873395889,163.449788315145
1.066,-108.981908516048,163.26411689745
1.067,-109.163816345411,163.078438682573
1.068,-109.345597214227,162.892753656314
1.069,-109.527251451727,162.707061804485
1.07,-109.708779386124,162.521363112907
1.071,-109.890181344604,162.335657567411
1.072,-110.071457653335,162.149945153839
1.073,-110.252608637454,161.964225858043
1.074,-110.433634621073,161.778499665886
1.075,-110.614535927274,161.592766563241
1.076,-110.795312878107,161.407026535989
1.077,-110.975965794589,161.221279570025
1.078,-111.156494996704,161.035525651253
1.079,-111.336900803395,160.849764765585
1.08,-111.51718353257,160.663996898946
1.081,-111.697343501095,160.478222037272
1.082,-111.877381024793,160.292440166505
1.083,-112.057296418447,160.106651272602
1.084,-112.237089995789,159.920855341527
1.085,-112.416762069507,159.735052359257
1.086,-112.596312951239,159.549242311776
1.087,-112.775742951573,159.363425185081
1.088,-112.955052380042,159.177600965177
1.089,-113.134241545129,158.991769638082
1.09,-113.313310754257,158.805931189822
1.091,-113.492260313793,158.620085606433
1.092,-113.671090529044,158.434232873963
1.093,-113.849801704259,158.248372978469
1.094,-114.028394142621,158.062505906018
1.095,-114.20686814625,157.876631642689
1.096,-114.3852240162,157.690750174567
1.097,-114.563462052457,157.504861487752
1.098,-114.74158255394,157.318965568351
1.099,-114.919585818494,157.133062402482
1.1,-115.097472142894,156.947151976274
1.101,-115.27524182284,156.761234275864
1.102,-115.452895152956,156.575309287401
1.103,-115.63043242679,156.389376997043
1.104,-115.807853936809,156.203437390958
1.105,-115.985159974402,156.017490455326
1.106,-116.162350829874,155.831536176333
1.107,-116.339426792447,155.64557454018
1.108,-116.516388150257,155.459605533073
1.109,-116.693235190355,155.273629141232
1.11,-116.869968198701,155.087645350884
1.111,-117.046587460166,154.901654148268
1.112,-117.223093258529,154.715655519631
1.113,-117.399485876477,154.529649451232
1.114,-117.5757655956,154.343635929338
1.115,-117.751932696393,154.157614940227
1.116,-117.927987458251,153.971586470186
1.117,-118.103930159472,153.785550505513
1.118,-118.27976107725,153.599507032514
1.119,-118.455480487678,153.413456037506
1.12,-118.631088665744,153.227397506815
1.121,-118.806585885327,153.041331426779
1.122,-118.981972419203,152.855257783741
1.123,-119.157248539036,152.669176564059
1.124,-119.332414515378,152.483087754096
1.125,-119.507470617669,152.296991340228
1.126,-119.682417114237,152.110887308839
1.127,-119.85725427229,151.924775646323
1.128,-120.031982357922,151.738656339082
1.129,-120.206601636106,151.55252937353
1.13,-120.381112370694,151.36639473609
1.131,-120.555514824416,151.180252413192
1.132,-120.729809258878,150.994102391278
1.133,-120.903995934559,150.807944656799
1.134,-121.078075110811,150.621779196214
1.135,-121.252047045857,150.435605995993
1.136,-121.425911996789,150.249425042614
1.137,-121.599670219566,150.063236322565
1.138,-121.773321969012,149.877039822343
1.139,-121.946867498818,149.690835528453
1.14,-122.120307061532,149.504623427413
1.141,-122.293640908568,149.318403505745
1.142,-122.466869290193,149.132175749984
1.143,-122.639992455536,148.945940146673
1.144,-122.813010652578,148.759696682362
1.145,-122.985924128155,148.573445343614
1.146,-123.158733127953,148.387186116997
1.147,-123.33143789651,148.20091898909
1.148,-123.504038677209,148.014643946481
1.149,-123.676535712282,147.828360975767
1.15,-123.848929242803,147.642070063552
1.151,-124.02121950869,147.45577119645
1.152,-124.193406748701,147.269464361085
1.153,-124.365491200433,147.083149544089
1.154,-124.537473100319,146.8968267321
1.155,-124.709352683628,146.710495911768
1.156,-124.881130184461,146.524157069752
1.157,-125.05280583575,146.337810192715
1.158,-125.224379869257,146.151455267334
1.159,-125.395852515571,145.965092280291
1.16,-125.567224004105,145.778721218279
1.161,-125.738494563096,145.592342067995
1.162,-125.909664419602,145.40595481615
1.163,-126.080733799501,145.21955944946
1.164,-126.251702927486,145.033155954649
1.165,-126.422572027067,144.846744318451
