Freq,HFSS,Milled,Measured
1.152,159.3524759,-168.384,-150.51762
1.153,159.1372427,-168.11021,-150.48743
1.154,158.9212943,-168.55536,-150.9305
1.155,158.7046478,-168.85503,-151.12674
1.156,158.4873196,-168.98042,-151.17642
1.157,158.2693257,-169.03784,-151.3766
1.158,158.0506817,-169.80498,-152.00725
1.159,157.8314026,-169.66745,-152.19759
1.16,157.611503,-169.91577,-152.51474
1.161,157.3909971,-170.10188,-152.82913
1.162,157.1698987,-170.14011,-152.84258
1.163,156.9482211,-170.60574,-153.2776
1.164,156.7259774,-170.53899,-153.54741
1.165,156.5031802,-170.40988,-153.68372
1.166,156.2798417,-171.20494,-154.09142
1.167,156.055974,-171.7211,-154.49332
1.168,155.8315886,-171.65588,-154.70964
1.169,155.6066969,-171.57004,-154.77339
1.17,155.3813098,-171.9256,-154.88567
1.171,155.1554381,-172.18802,-155.4648
1.172,154.9290921,-172.66925,-155.87854
1.173,154.702282,-172.57417,-156.20042
1.174,154.4750178,-173.36772,-156.51697
1.175,154.247309,-173.41801,-156.58145
1.176,154.0191651,-173.24815,-156.79547
1.177,153.7905951,-173.37617,-157.0641
1.178,153.5616081,-173.26758,-157.13713
1.179,153.3322127,-173.90891,-157.64136
1.18,153.1024174,-173.81438,-157.59877
1.181,152.8722305,-174.34158,-158.05864
1.182,152.6416601,-175.00565,-158.67969
1.183,152.4107141,-174.83197,-158.8302
1.184,152.1794001,-175.74066,-159.62527
1.185,151.9477258,-175.63126,-159.78705
1.186,151.7156984,-175.86732,-159.90565
1.187,151.4833251,-175.39566,-159.80449
1.188,151.2506129,-176.03123,-160.41251
1.189,151.0175688,-176.17233,-160.48798
1.19,150.7841993,-177.29332,-161.25638
1.191,150.5505111,-176.85495,-161.29382
1.192,150.3165105,-177.01695,-161.37242
1.193,150.0822038,-177.12141,-161.64555
1.194,149.8475972,-177.43156,-161.88152
1.195,149.6126966,-177.80087,-162.3416
1.196,149.3775079,-177.77985,-162.54572
1.197,149.1420368,-178.44255,-162.74213
1.198,148.9062891,-178.4606,-162.9444
1.199,148.6702701,-178.38087,-163.0909
1.2,148.4339852,-179.08789,-163.66599
1.201,148.1974399,-179.33089,-164.13794
1.202,147.9606391,-179.78342,-164.65605
1.203,147.723588,-179.56677,-164.59734
1.204,147.4862916,-179.78519,-164.80382
1.205,147.2487547,-179.94165,-165.05605
1.206,147.0109822,-179.94768,-165.13951
1.207,146.7729786,-179.8884,-165.41043
1.208,146.5347486,178.821,-166.18742
1.209,146.2962966,178.73891,-166.5867
1.21,146.0576272,179.54973,-166.4304
1.211,145.8187446,178.47163,-167.10307
1.212,145.579653,177.8586,-167.51712
1.213,145.3403567,177.93799,-167.65138
1.214,145.1008598,178.23875,-167.75449
1.215,144.8611662,177.25641,-168.30254
1.216,144.6212799,177.01534,-168.6304
1.217,144.3812048,177.44223,-168.82814
1.218,144.1409447,177.10097,-169.00977
1.219,143.9005034,177.5247,-169.16187
1.22,143.6598845,175.88239,-170.19324
1.221,143.4190916,175.74629,-170.33701
1.222,143.1781283,175.62296,-170.52809
1.223,142.936998,176.04378,-170.47025
1.224,142.6957043,175.0629,-171.2984
1.225,142.4542504,174.82376,-171.46564
1.226,142.2126397,174.94887,-171.46465
1.227,141.9708754,174.45842,-172.00565
1.228,141.7289608,174.86787,-172.07169
1.229,141.486899,174.19775,-172.69299
1.23,141.2446931,173.6355,-172.95135
1.231,141.0023461,173.45038,-173.41913
1.232,140.7598611,173.33867,-173.67169
1.233,140.5172411,173.32266,-173.6494
1.234,140.2744888,173.7982,-173.61035
1.235,140.0316073,172.57922,-174.78365
1.236,139.7885993,172.86137,-174.68404
1.237,139.5454676,172.10429,-175.03204
1.238,139.302215,172.15652,-175.35472
1.239,139.0588441,171.60605,-175.91898
1.24,138.8153576,171.09126,-176.46098
1.241,138.5717581,171.19391,-176.35117
1.242,138.3280482,171.0399,-176.81108
1.243,138.0842304,170.80643,-177.10822
1.244,137.8403073,170.48665,-177.56021
1.245,137.5962813,169.88252,-177.88115
1.246,137.3521549,170.22462,-177.951
1.247,137.1079304,170.01616,-178.3898
1.248,136.8636103,169.70667,-178.57198
1.249,136.6191968,169.70996,-178.73985
1.25,136.3746922,169.84105,-178.8553
1.251,136.130099,169.45441,-179.07654
1.252,135.8854192,168.957,-179.96442
1.253,135.6406551,168.59149,179.85844
1.254,135.3958089,168.24071,179.12958
1.255,135.1508828,168.22102,178.75198
1.256,134.9058788,167.32481,178.34161
1.257,134.6607991,168.2749,178.43205
1.258,134.4156458,167.84967,178.10191
1.259,134.1704209,167.78378,177.91513
1.26,133.9251264,167.73132,177.77444
1.261,133.6797644,167.40019,177.48793
1.262,133.4343369,166.8316,176.9408
1.263,133.1888457,167.04608,176.30833
1.264,132.9432928,166.48767,175.8613
1.265,132.6976802,167.1873,176.29141
1.266,132.4520096,165.6347,175.11986
1.267,132.2062831,164.94948,174.59991
1.268,131.9605024,166.20523,174.55852
1.269,131.7146694,164.84445,174.11302
1.27,131.4687858,165.77057,174.1541
1.271,131.2228536,164.69797,173.46722
1.272,130.9768744,165.72546,173.91104
1.273,130.7308499,164.48442,172.99115
1.274,130.484782,165.14574,172.83714
1.275,130.2386724,164.81975,172.70819
1.276,129.9925227,164.5118,171.92651
1.277,129.7463346,164.49896,171.81561
1.278,129.5001099,163.85123,171.18088
1.279,129.2538502,162.69264,170.63582
1.28,129.007557,164.06438,170.75449
1.281,128.7612321,163.68529,170.22229
1.282,128.514877,163.21393,169.4832
1.283,128.2684934,163.5211,169.53218
1.284,128.0220829,163.30292,168.90965
1.285,127.7756469,162.58615,168.28839
1.286,127.5291871,163.72766,168.62305
1.287,127.282705,163.00581,167.84418
1.288,127.0362022,162.81998,167.45688
1.289,126.7896802,162.60397,167.35674
1.29,126.5431405,163.51233,167.1123
1.291,126.2965845,163.78944,166.57828
1.292,126.0500139,160.53505,164.8978
1.293,125.8034301,163.37463,165.72574
1.294,125.5568345,162.47887,165.03981
1.295,125.3102286,163.05042,164.944
1.296,125.0636139,162.24768,164.35185
1.297,124.8169919,163.38446,164.19843
1.298,124.570364,163.23514,163.79483
1.299,124.3237316,163.93141,163.49599
1.3,124.0770961,162.49947,162.37508
1.301,123.830459,161.03461,161.60963
1.302,123.5838217,161.32738,161.08498
1.303,123.3371856,166.25793,162.14262
1.304,123.0905521,165.31296,161.06676
1.305,122.8439226,167.25708,160.97859
1.306,122.5972985,164.70224,159.94524
1.307,122.3506812,168.72575,160.2139
1.308,122.1040721,167.63844,159.36369
1.309,121.8574725,168.29337,158.29182
1.31,121.6108839,164.47881,157.20793
1.311,121.3643077,169.33011,157.30516
1.312,121.1177451,171.1631,156.75209
1.313,120.8711976,171.55145,155.4239
1.314,120.6246666,-179.55115,156.19795
1.315,120.3781534,-172.92719,156.53542
1.316,120.1316594,-172.18874,154.65213
1.317,119.8851859,-166.63893,153.30727
1.318,119.6387344,-157.94661,153.84764
1.319,119.3923062,-137.5777,152.64563
1.32,119.1459026,-133.61467,152.14471
1.321,118.8995251,-117.84573,151.77014
1.322,118.6531751,-100.27146,150.21529
1.323,118.4068538,-90.976799,149.37202
1.324,118.1605627,-75.738083,148.01855
1.325,117.9143032,-70.133835,147.84686
1.326,117.6680766,-65.831635,146.15088
1.327,117.4218843,-61.450825,144.68071
1.328,117.1757277,-59.722252,144.66859
1.329,116.9296083,-57.648697,142.68837
1.33,116.6835274,-57.1409,142.00189
1.331,116.4374864,-51.674313,138.02353
1.332,116.1914868,-53.004288,137.23779
1.333,115.9455299,-52.28759,135.46365
1.334,115.6996172,-50.283447,130.93033
1.335,115.4537501,-49.979343,127.89494
1.336,115.2079301,-48.147011,120.75817
1.337,114.9621586,-51.161079,121.68272
1.338,114.7164371,-47.405392,105.30884
1.339,114.470767,-47.477043,95.593964
1.34,114.2251498,-48.563305,84.753105
1.341,113.979587,-47.352081,63.784595
1.342,113.7340801,-47.59124,49.758175
1.343,113.4886306,-46.917503,31.569756
1.344,113.24324,-48.0476,21.668716
1.345,112.9979099,-48.387241,7.3375587
1.346,112.7526418,-46.266705,4.8591347
1.347,112.5074372,-47.333946,-2.6939027
1.348,112.2622978,-47.505295,-5.4872613
1.349,112.0172251,-47.041458,-7.8775525
1.35,111.7722208,-47.091331,-10.689347
1.351,111.5272863,-47.339752,-13.476103
1.352,111.2824235,-48.454166,-16.261093
1.353,111.0376339,-48.087811,-18.038197
1.354,110.7929191,-48.724903,-19.105667
1.355,110.548281,-47.742191,-20.085733
1.356,110.3037211,-47.946213,-20.931137
1.357,110.0592413,-48.359188,-21.959427
1.358,109.8148433,-48.390163,-23.007406
1.359,109.5705287,-48.816673,-24.229555
1.36,109.3262995,-48.488457,-24.712946
1.361,109.0821574,-48.689789,-25.568888
1.362,108.8381043,-48.702526,-26.1772
1.363,108.594142,-48.630901,-26.373966
1.364,108.3502725,-49.213783,-27.947363
1.365,108.1064975,-49.671886,-28.945829
1.366,107.8628191,-49.554405,-29.018032
1.367,107.6192392,-50.174858,-30.145468
1.368,107.3757598,-49.98674,-30.532434
1.369,107.1323829,-50.090034,-30.902649
1.37,106.8891106,-50.243916,-31.361904
1.371,106.645945,-50.216953,-31.696623
1.372,106.4028881,-50.972561,-32.87495
1.373,106.1599421,-50.523323,-32.734112
1.374,105.9171092,-51.157211,-33.719734
1.375,105.6743916,-51.444515,-34.298893
1.376,105.4317915,-51.823963,-35.097763
1.377,105.1893112,-51.686157,-35.166847
1.378,104.9469531,-51.98933,-35.777374
1.379,104.7047195,-52.282902,-36.233093
1.38,104.4626127,-52.291775,-36.567451
1.381,104.2206353,-52.596466,-36.980694
1.382,103.9787897,-52.845722,-37.366089
1.383,103.7370785,-53.391308,-38.23632
1.384,103.4955042,-53.587692,-38.785309
1.385,103.2540694,-53.505447,-38.91732
1.386,103.0127767,-53.990551,-39.641785
1.387,102.771629,-54.022808,-39.797726
1.388,102.5306289,-54.445774,-40.472424
1.389,102.2897793,-54.640255,-40.834492
1.39,102.0490831,-54.913887,-41.509094
1.391,101.8085431,-55.486481,-42.158485
1.392,101.5681623,-55.28017,-42.0116
1.393,101.3279437,-55.406765,-42.359818
1.394,101.0878905,-55.59581,-42.874626
1.395,100.8480058,-56.262402,-43.616882
1.396,100.6082928,-55.985348,-43.712822
1.397,100.3687547,-56.785282,-44.485157
1.398,100.129395,-56.846687,-44.823742
1.399,99.89021697,-57.061661,-45.285622
1.4,99.65122416,-57.42308,-45.637028
1.401,99.41242009,-57.707161,-46.118225
1.402,99.17380839,-57.814785,-46.481838
1.403,98.93539275,-58.251125,-47.153679
1.404,98.69717694,-58.290134,-47.267578
1.405,98.45916482,-58.479698,-47.572704
1.406,98.22136032,-58.858479,-48.222511
1.407,97.98376745,-58.961136,-48.409203
1.408,97.74639033,-59.52417,-49.15834
1.409,97.50923314,-59.485458,-49.335739
1.41,97.27230018,-59.953442,-49.863941
1.411,97.0355958,-60.175579,-50.239998
1.412,96.7991245,-60.699898,-50.830021
1.413,96.56289084,-60.855892,-51.327003
1.414,96.3268995,-60.953728,-51.550526
1.415,96.09115525,-61.490929,-52.023075
1.416,95.85566299,-61.622028,-52.487675
1.417,95.62042772,-61.670372,-52.664631
1.418,95.38545454,-61.9697,-52.924049
1.419,95.15074869,-62.437683,-53.652431
1.42,94.91631552,-62.414913,-53.967854
1.421,94.6821605,-62.954353,-54.468353
1.422,94.44828923,-63.029102,-54.739422
1.423,94.21470746,-63.514423,-55.308319
1.424,93.98142105,-63.850834,-55.802605
1.425,93.74843602,-63.818932,-55.867893
1.426,93.5157585,-64.136276,-56.495502
1.427,93.28339482,-64.684593,-56.94194
1.428,93.05135141,-64.709015,-57.232513
1.429,92.81963489,-65.14106,-57.657631
1.43,92.58825204,-65.180809,-57.986755
1.431,92.35720979,-65.575333,-58.392258
1.432,92.12651524,-65.89547,-58.819611
1.433,91.8961757,-66.210136,-59.123981
1.434,91.66619861,-66.52227,-59.734467
1.435,91.43659165,-66.69725,-60.001068
1.436,91.20736265,-67.167587,-60.484509
1.437,90.97851967,-67.336319,-61.037132
1.438,90.75007095,-67.408592,-61.177391
1.439,90.52202497,-67.718369,-61.487057
1.44,90.2943904,-68.039162,-62.027618
1.441,90.06717616,-68.448921,-62.591122
1.442,89.84039138,-68.62764,-62.743942
1.443,89.61404545,-68.984406,-63.255291
1.444,89.38814799,-69.249023,-63.788242
1.445,89.16270889,-69.566841,-64.125832
1.446,88.93773829,-69.822021,-64.487358
1.447,88.71324661,-69.969582,-64.827194
1.448,88.48924455,-70.342934,-65.167702
1.449,88.26574309,-70.696648,-65.575592
1.45,88.04275354,-70.856758,-66.207214
1.451,87.82028748,-71.244102,-66.540985
1.452,87.59835684,-71.653221,-67.034485
1.453,87.37697386,-71.688492,-67.222893
1.454,87.15615114,-72.00293,-67.807312
1.455,86.93590161,-72.404961,-68.187515
1.456,86.7162386,-72.590347,-68.599861
1.457,86.49717577,-72.82132,-68.923164
1.458,86.27872722,-73.223068,-69.262596
1.459,86.06090742,-73.623932,-70.020348
1.46,85.84373128,-73.69458,-70.097084
1.461,85.62721413,-74.058678,-70.61795
1.462,85.41137174,-74.331718,-70.97998
1.463,85.19622038,-74.530197,-71.42244
1.464,84.98177676,-74.983467,-71.837547
1.465,84.76805811,-75.061188,-72.255005
1.466,84.55508217,-75.333435,-72.555794
1.467,84.34286722,-75.739647,-73.041634
1.468,84.1314321,-76.226379,-73.55896
1.469,83.92079621,-76.478096,-73.887749
1.47,83.71097955,-76.497383,-74.174095
1.471,83.50200276,-76.913422,-74.710381
1.472,83.29388708,-77.068382,-74.980713
1.473,83.08665447,-77.611847,-75.372131
1.474,82.88032755,-77.913673,-75.782585
1.475,82.67492965,-78.228745,-76.206474
1.476,82.47048487,-78.388405,-76.602798
1.477,82.26701808,-78.711304,-77.126617
1.478,82.06455495,-78.897392,-77.31926
1.479,81.863122,-79.515945,-77.917435
1.48,81.66274661,-79.377937,-78.157867
1.481,81.46345708,-80.021454,-78.692345
1.482,81.26528263,-80.244293,-79.079773
1.483,81.06825349,-80.342026,-79.378929
1.484,80.87240091,-80.853043,-79.714325
1.485,80.67775717,-81.08007,-80.131241
1.486,80.48435572,-81.461067,-80.561386
1.487,80.2922311,-81.603104,-81.0616
1.488,80.10141912,-81.948143,-81.36953
1.489,79.91195679,-82.296318,-81.855431
1.49,79.72388247,-82.603607,-82.138344
1.491,79.53723588,-82.865288,-82.638885
1.492,79.35205815,-83.336411,-83.172562
1.493,79.16839192,-83.370064,-83.521133
1.494,78.98628138,-83.958778,-83.842896
1.495,78.80577234,-84.092201,-84.307816
1.496,78.62691234,-84.120735,-84.575539
1.497,78.44975067,-84.600891,-85.031441
1.498,78.27433848,-84.814331,-85.227417
1.499,78.10072889,-85.423592,-85.882004
1.5,77.92897702,-85.47229,-86.176735
1.501,77.75914017,-85.576828,-86.621223
1.502,77.59127784,-85.946411,-86.816704
1.503,77.42545189,-86.471863,-87.317329
1.504,77.26172663,-86.610283,-87.764725
1.505,77.10016894,-86.992264,-88.0224
1.506,76.94084842,-87.285156,-88.453789
1.507,76.78383749,-87.658615,-88.840935
1.508,76.62921157,-87.712311,-89.376152
1.509,76.47704919,-88.096886,-89.566597
1.51,76.32743218,-88.549217,-90.128159
1.511,76.18044584,-88.526314,-90.418785
1.512,76.0361791,-88.91124,-90.776009
1.513,75.89472472,-89.246544,-91.265228
1.514,75.75617951,-89.586861,-91.698158
1.515,75.62064453,-89.926697,-91.858536
1.516,75.48822529,-90.284798,-92.409218
1.517,75.35903208,-90.359192,-92.759903
1.518,75.23318014,-90.816879,-93.376373
1.519,75.11078998,-91.27327,-93.811386
1.52,74.99198767,-91.192108,-93.891418
1.521,74.87690517,-91.78981,-94.244286
1.522,74.76568065,-91.958008,-94.714638
1.523,74.65845882,-92.284447,-95.118362
1.524,74.55539138,-92.45031,-95.468765
1.525,74.4566374,-92.594337,-95.761734
1.526,74.36236372,-93.043396,-96.250969
1.527,74.27274548,-93.445518,-96.685486
1.528,74.1879666,-93.62043,-97.184731
1.529,74.10822032,-94.103958,-97.524529
1.53,74.03370974,-94.337936,-97.981674
1.531,73.96464852,-94.568268,-98.380722
1.532,73.90126149,-94.635902,-98.522491
1.533,73.84378534,-95.211464,-99.044861
1.534,73.79246948,-95.413765,-99.279343
1.535,73.74757676,-95.706947,-99.748093
1.536,73.70938445,-95.955078,-100.19202
1.537,73.67818513,-96.245186,-100.61646
1.538,73.65428775,-96.569351,-100.77831
1.539,73.63801875,-97.03968,-101.4896
1.54,73.62972323,-97.116737,-101.68668
1.541,73.62976628,-97.49884,-102.03707
1.542,73.63853434,-97.784996,-102.59087
1.543,73.65643672,-98.165306,-102.88365
1.544,73.68390725,-98.296822,-103.23569
1.545,73.72140601,-98.671616,-103.73521
1.546,73.76942124,-99.16172,-104.0934
1.547,73.82847143,-99.31073,-104.46514
1.548,73.8991075,-99.498337,-104.76453
1.549,73.98191526,-99.872276,-104.97208
1.55,74.07751799,-100.10998,-105.40997
1.551,74.1865793,-100.31461,-105.91371
1.552,74.30980614,-100.62086,-106.278
1.553,74.44795219,-101.04382,-106.74988
1.554,74.60182135,-101.28379,-106.96136
1.555,74.77227172,-101.50395,-107.58907
1.556,74.96021971,-101.93239,-107.87857
1.557,75.16664463,-102.0139,-107.98862
1.558,75.39259352,-102.66956,-108.69109
1.559,75.63918647,-102.81442,-108.95451
1.56,75.90762223,-103.15624,-109.2256
1.561,76.19918431,-103.34856,-109.68089
1.562,76.51524746,-103.60366,-110.05234
1.563,76.85728461,-103.60004,-110.34248
1.564,77.22687417,-104.18516,-110.84905
1.565,77.62570787,-104.36658,-111.10974
1.566,78.05559877,-104.72198,-111.40075
1.567,78.51848981,-104.93826,-111.97449
1.568,79.01646239,-105.44674,-112.28593
1.569,79.55174519,-105.4778,-112.57833
1.57,80.12672283,-105.99014,-113.17862
1.571,80.74394425,-106.1193,-113.03937
1.572,81.40613044,-106.47277,-113.73896
1.573,82.11618108,-106.9895,-114.36243
1.574,82.87717956,-107.31152,-114.60931
1.575,83.69239572,-107.46082,-114.7505
1.576,84.56528529,-107.71876,-115.16217
1.577,85.49948504,-107.94276,-115.59221
1.578,86.49880219,-107.98987,-115.78586
1.579,87.56719649,-108.61381,-116.36839
1.58,88.70875287,-108.77715,-116.5388
1.581,89.9276426,-109.15116,-116.97789
1.582,91.22807008,-109.06882,-117.30548
1.583,92.61420279,-109.61254,-117.68597
1.584,94.09008122,-109.8099,-117.92925
1.585,95.6595063,-110.18905,-118.31672
1.586,97.32590194,-110.41193,-118.79911
1.587,99.09215162,-110.80276,-119.23347
1.588,100.9604093,-111.02206,-119.46515
1.589,102.9318879,-111.39031,-119.88445
1.59,105.0066309,-111.79877,-120.30038
1.591,107.1832775,-112.00796,-120.7505
1.592,109.4588367,-112.08141,-120.95977
1.593,111.8284875,-112.45549,-121.32799
1.594,114.28543,-112.62469,-121.61743
1.595,116.8208098,-112.96275,-122.06637
1.596,119.4237385,-113.33685,-122.48436
1.597,122.0814286,-113.60737,-122.76144
1.598,124.7794482,-113.81088,-123.20203
1.599,127.5020925,-113.97966,-123.30176
1.6,130.2328514,-114.23614,-123.57246
1.601,132.9549411,-114.7455,-124.36446
1.602,135.6518576,-114.82174,-124.44588
1.603,138.3079083,-115.15427,-124.97302
1.604,140.9086786,-115.62077,-125.16846
1.605,143.4414013,-115.87904,-125.4771
1.606,145.8952112,-116.02314,-125.97759
1.607,148.2612775,-116.40305,-126.37743
1.608,150.5328238,-116.46537,-126.54465
1.609,152.7050512,-117.06049,-127.06992
1.61,154.7749889,-117.10253,-127.12621
1.611,156.7412936,-117.62721,-127.86944
1.612,158.6040238,-117.76917,-128.1537
1.613,160.3644047,-117.93597,-128.44173
1.614,162.0246001,-118.20075,-128.7886
1.615,163.5875009,-118.51826,-129.17737
1.616,165.0565366,-118.77634,-129.33411
1.617,166.4355118,-118.97974,-129.75615
1.618,167.7284694,-119.44086,-130.187
1.619,168.9395782,-119.70467,-130.43735
1.62,170.0730429,-119.76685,-130.72429
1.621,171.1330345,-120.23152,-131.27617
1.622,172.123637,-120.42467,-131.58414
1.623,173.0488089,-120.67127,-131.90555
1.624,173.9123561,-121.17993,-132.45972
1.625,174.7179138,-121.37014,-132.56102
1.626,175.4689361,-121.5041,-132.78429
1.627,176.1686912,-121.70034,-133.15747
1.628,176.8202608,-122.3534,-133.87691
1.629,177.4265431,-122.54402,-133.95338
1.63,177.9902575,-122.79395,-134.47925
1.631,178.5139518,-122.88058,-134.58961
1.632,179.0000093,-123.36167,-135.02806
1.633,179.4506575,-123.31033,-135.18581
1.634,179.8679768,-123.74292,-135.54745
1.635,-179.7460907,-123.91788,-136.0011
1.636,-179.3897328,-124.43215,-136.53023
1.637,-179.0612583,-124.53537,-136.58034
1.638,-178.7590895,-124.88567,-136.99789
1.639,-178.4817537,-125.07343,-137.31165
1.64,-178.2278767,-125.33443,-137.58708
1.641,-177.9961751,-125.60667,-137.94514
1.642,-177.7854504,-125.85937,-138.45978
1.643,-177.5945824,-126.17648,-138.80493
1.644,-177.4225243,-126.35406,-139.2063
1.645,-177.2682966,-126.72948,-139.48398
1.646,-177.1309826,-127.10979,-139.75189
1.647,-177.0097242,-127.24894,-140.40903
1.648,-176.903717,-127.697,-140.59735
1.649,-176.812207,-127.58588,-140.8008
1.65,-176.734487,-128.13623,-141.25014
1.651,-176.6698928,-128.38133,-141.29874
