frequency, S11, S12, S21, S22
1000000000.0000000000, 0.0111306533, 0.9999380112, 0.9999380112, 0.0111306533
1010000000.0000000000, 0.0116500435, 0.9999321699, 0.9999322891, 0.0116499476
1020000000.0000000000, 0.0121903121, 0.9999256730, 0.9999256730, 0.0121902414
1030000000.0000000000, 0.0127518382, 0.9999185801, 0.9999187589, 0.0127519611
1040000000.0000000000, 0.0133351684, 0.9999111295, 0.9999111295, 0.0133353211
1050000000.0000000000, 0.0139417686, 0.9999027252, 0.9999029636, 0.0139416810
1060000000.0000000000, 0.0145714730, 0.9998938441, 0.9998938441, 0.0145714190
1070000000.0000000000, 0.0152253453, 0.9998841882, 0.9998841882, 0.0152253453
1080000000.0000000000, 0.0159045756, 0.9998736382, 0.9998734593, 0.0159044750
1090000000.0000000000, 0.0166086368, 0.9998621345, 0.9998621345, 0.0166086368
1100000000.0000000000, 0.0173387621, 0.9998495579, 0.9998496175, 0.0173387900
1110000000.0000000000, 0.0180962589, 0.9998362660, 0.9998361468, 0.0180962216
1120000000.0000000000, 0.0188813526, 0.9998216033, 0.9998217821, 0.0188813228
1130000000.0000000000, 0.0196950585, 0.9998059273, 0.9998062253, 0.0196949393
1140000000.0000000000, 0.0205376390, 0.9997891188, 0.9997891784, 0.0205374584
1150000000.0000000000, 0.0214106739, 0.9997707009, 0.9997708797, 0.0214106720
1160000000.0000000000, 0.0223144405, 0.9997510910, 0.9997510910, 0.0223143846
1170000000.0000000000, 0.0232493579, 0.9997297525, 0.9997299314, 0.0232493579
1180000000.0000000000, 0.0242172554, 0.9997068644, 0.9997068048, 0.0242172256
1190000000.0000000000, 0.0252181403, 0.9996818304, 0.9996817112, 0.0252183806
1200000000.0000000000, 0.0262535103, 0.9996553659, 0.9996554852, 0.0262533911
1210000000.0000000000, 0.0273236558, 0.9996266365, 0.9996265173, 0.0273237452
1220000000.0000000000, 0.0284299124, 0.9995956421, 0.9995955825, 0.0284300242
1230000000.0000000000, 0.0295728184, 0.9995626807, 0.9995625615, 0.0295729823
1240000000.0000000000, 0.0307536386, 0.9995270371, 0.9995267987, 0.0307537671
1250000000.0000000000, 0.0319731459, 0.9994889498, 0.9994889498, 0.0319730267
1260000000.0000000000, 0.0332317948, 0.9994475842, 0.9994476438, 0.0332320146
1270000000.0000000000, 0.0345316976, 0.9994035959, 0.9994034767, 0.0345315784
1280000000.0000000000, 0.0358725935, 0.9993562698, 0.9993563890, 0.0358723663
1290000000.0000000000, 0.0372559689, 0.9993058443, 0.9993057847, 0.0372558236
1300000000.0000000000, 0.0386827402, 0.9992514849, 0.9992514849, 0.0386827625
1310000000.0000000000, 0.0401538946, 0.9991936684, 0.9991933703, 0.0401540250
1320000000.0000000000, 0.0416709930, 0.9991315007, 0.9991315603, 0.0416709855
1330000000.0000000000, 0.0432339795, 0.9990651011, 0.9990649819, 0.0432338975
1340000000.0000000000, 0.0448449999, 0.9989939928, 0.9989939332, 0.0448450409
1350000000.0000000000, 0.0465045497, 0.9989181161, 0.9989181161, 0.0465044789
1360000000.0000000000, 0.0482136346, 0.9988369942, 0.9988370538, 0.0482137240
1370000000.0000000000, 0.0499734022, 0.9987506866, 0.9987506866, 0.0499735326
1380000000.0000000000, 0.0517855287, 0.9986582398, 0.9986581802, 0.0517853610
1390000000.0000000000, 0.0536498800, 0.9985596538, 0.9985596538, 0.0536499918
1400000000.0000000000, 0.0555685461, 0.9984549284, 0.9984548688, 0.0555686206
1410000000.0000000000, 0.0575424470, 0.9983432889, 0.9983432293, 0.0575424396
1420000000.0000000000, 0.0595726110, 0.9982238412, 0.9982240200, 0.0595724210
1430000000.0000000000, 0.0616602376, 0.9980971217, 0.9980970621, 0.0616603158
1440000000.0000000000, 0.0638062134, 0.9979623556, 0.9979623556, 0.0638061911
1450000000.0000000000, 0.0660122186, 0.9978187680, 0.9978188872, 0.0660122558
1460000000.0000000000, 0.0682792366, 0.9976661801, 0.9976661801, 0.0682793185
1470000000.0000000000, 0.0706084445, 0.9975041747, 0.9975040555, 0.0706084296
1480000000.0000000000, 0.0730007142, 0.9973320365, 0.9973321557, 0.0730006620
1490000000.0000000000, 0.0754572749, 0.9971492290, 0.9971491694, 0.0754572600
1500000000.0000000000, 0.0779798552, 0.9969549775, 0.9969552755, 0.0779798180
1510000000.0000000000, 0.0805691332, 0.9967489839, 0.9967489243, 0.0805691108
1520000000.0000000000, 0.0832266286, 0.9965307117, 0.9965308309, 0.0832265615
1530000000.0000000000, 0.0859532282, 0.9962992072, 0.9962992668, 0.0859531313
1540000000.0000000000, 0.0887504965, 0.9960540533, 0.9960539341, 0.0887504667
1550000000.0000000000, 0.0916197225, 0.9957940578, 0.9957940578, 0.0916197076
1560000000.0000000000, 0.0945617035, 0.9955191612, 0.9955189228, 0.0945617706
1570000000.0000000000, 0.0975776911, 0.9952279925, 0.9952278733, 0.0975776911
1580000000.0000000000, 0.1006691977, 0.9949198365, 0.9949197769, 0.1006693467
1590000000.0000000000, 0.1038372070, 0.9945942760, 0.9945943952, 0.1038371399
1600000000.0000000000, 0.1070831046, 0.9942499995, 0.9942500591, 0.1070831940
1610000000.0000000000, 0.1104079038, 0.9938866496, 0.9938865304, 0.1104079410
1620000000.0000000000, 0.1138130352, 0.9935023189, 0.9935021996, 0.1138128564
1630000000.0000000000, 0.1172992587, 0.9930965900, 0.9930966496, 0.1172992736
1640000000.0000000000, 0.1208679453, 0.9926686883, 0.9926685691, 0.1208678931
1650000000.0000000000, 0.1245199367, 0.9922170639, 0.9922170639, 0.1245201603
1660000000.0000000000, 0.1282573789, 0.9917408228, 0.9917410016, 0.1282574236
1670000000.0000000000, 0.1320804060, 0.9912390709, 0.9912391901, 0.1320803165
1680000000.0000000000, 0.1359900832, 0.9907104969, 0.9907101989, 0.1359901875
1690000000.0000000000, 0.1399881244, 0.9901534319, 0.9901533127, 0.1399882436
1700000000.0000000000, 0.1440755278, 0.9895666838, 0.9895668030, 0.1440754235
1710000000.0000000000, 0.1482527256, 0.9889494181, 0.9889495969, 0.1482526362
1720000000.0000000000, 0.1525207460, 0.9883000255, 0.9883000851, 0.1525208205
1730000000.0000000000, 0.1568809003, 0.9876176715, 0.9876173735, 0.1568809301
1740000000.0000000000, 0.1613342762, 0.9868997335, 0.9868996739, 0.1613342911
1750000000.0000000000, 0.1658813208, 0.9861459136, 0.9861460924, 0.1658812314
1760000000.0000000000, 0.1705228835, 0.9853538871, 0.9853538871, 0.1705226749
1770000000.0000000000, 0.1752600372, 0.9845224619, 0.9845224023, 0.1752600521
1780000000.0000000000, 0.1800932437, 0.9836497903, 0.9836497903, 0.1800932288
1790000000.0000000000, 0.1850231886, 0.9827341437, 0.9827340841, 0.1850233525
1800000000.0000000000, 0.1900508106, 0.9817742109, 0.9817742109, 0.1900509745
1810000000.0000000000, 0.1951762736, 0.9807684422, 0.9807682037, 0.1951760650
1820000000.0000000000, 0.2004006207, 0.9797142744, 0.9797141552, 0.2004006952
1830000000.0000000000, 0.2057234645, 0.9786103368, 0.9786098599, 0.2057235986
1840000000.0000000000, 0.2111455500, 0.9774546027, 0.9774546027, 0.2111457139
1850000000.0000000000, 0.2166681290, 0.9762452841, 0.9762453437, 0.2166678309
1860000000.0000000000, 0.2222890258, 0.9749804735, 0.9749808908, 0.2222888023
1870000000.0000000000, 0.2280106544, 0.9736590385, 0.9736585617, 0.2280105650
1880000000.0000000000, 0.2338320166, 0.9722768664, 0.9722769260, 0.2338318825
1890000000.0000000000, 0.2397534549, 0.9708336592, 0.9708338380, 0.2397532463
1900000000.0000000000, 0.2457747310, 0.9693270326, 0.9693271518, 0.2457744032
1910000000.0000000000, 0.2518945336, 0.9677547216, 0.9677551389, 0.2518944144
1920000000.0000000000, 0.2581141889, 0.9661141634, 0.9661144018, 0.2581141591
1930000000.0000000000, 0.2644325793, 0.9644045234, 0.9644044042, 0.2644323707
1940000000.0000000000, 0.2708467245, 0.9626214504, 0.9626218081, 0.2708482742
1950000000.0000000000, 0.2773602605, 0.9607654810, 0.9607669711, 0.2773602903
1960000000.0000000000, 0.2839651406, 0.9588359594, 0.9588304758, 0.2839728296
1970000000.0000000000, 0.2906761169, 0.9568206072, 0.9568202496, 0.2906801403
1980000000.0000000000, 0.2974729240, 0.9547308087, 0.9547300339, 0.2974733710
1990000000.0000000000, 0.3043637574, 0.9525554776, 0.9525555372, 0.3043653965
2000000000.0000000000, 0.3113467097, 0.9502966404, 0.9502962232, 0.3113465011
2010000000.0000000000, 0.3184200525, 0.9479498863, 0.9479496479, 0.3184194565
2020000000.0000000000, 0.3255811632, 0.9455140233, 0.9455144405, 0.3255811930
2030000000.0000000000, 0.3328280151, 0.9429876208, 0.9429872632, 0.3328283727
2040000000.0000000000, 0.3401610255, 0.9403667450, 0.9403671622, 0.3401607871
2050000000.0000000000, 0.3475759625, 0.9376516938, 0.9376518130, 0.3475758731
2060000000.0000000000, 0.3550706804, 0.9348397255, 0.9348393679, 0.3550708294
2070000000.0000000000, 0.3626429141, 0.9319282174, 0.9319279194, 0.3626428843
2080000000.0000000000, 0.3702898622, 0.9289160371, 0.9289161563, 0.3702895939
2090000000.0000000000, 0.3780096173, 0.9258016348, 0.9258018732, 0.3780097067
2100000000.0000000000, 0.3857987225, 0.9225830436, 0.9225830436, 0.3857989907
2110000000.0000000000, 0.3936538100, 0.9192584753, 0.9192588925, 0.3936538398
2120000000.0000000000, 0.4015724063, 0.9158273339, 0.9158272743, 0.4015725553
2130000000.0000000000, 0.4095507562, 0.9122876525, 0.9122875929, 0.4095506370
2140000000.0000000000, 0.4175846279, 0.9086380005, 0.9086381197, 0.4175845981
2150000128.0000000000, 0.4256717563, 0.9048776627, 0.9048776031, 0.4256718457
2160000000.0000000000, 0.4338078499, 0.9010052085, 0.9010054469, 0.4338079691
2169999872.0000000000, 0.4419883192, 0.8970206380, 0.8970207572, 0.4419881701
2179999744.0000000000, 0.4502094388, 0.8929230571, 0.8929229975, 0.4502094090
2189999616.0000000000, 0.4584675133, 0.8887112737, 0.8887112737, 0.4584674537
2199999488.0000000000, 0.4667580128, 0.8843850493, 0.8843851089, 0.4667581022
2209999360.0000000000, 0.4750764966, 0.8799441457, 0.8799442649, 0.4750763476
2219999232.0000000000, 0.4834184647, 0.8753891587, 0.8753893971, 0.4834184051
2229999104.0000000000, 0.4917796552, 0.8707196712, 0.8707196712, 0.4917799532
2239998976.0000000000, 0.5001550913, 0.8659356236, 0.8659356833, 0.5001550913
2249998848.0000000000, 0.5085395575, 0.8610387444, 0.8610384464, 0.5085394382
2259998720.0000000000, 0.5169292688, 0.8560279608, 0.8560279608, 0.5169295073
2269998592.0000000000, 0.5253188610, 0.8509053588, 0.8509049416, 0.5253186822
2279998464.0000000000, 0.5337036848, 0.8456715345, 0.8456712961, 0.5337037444
2289998336.0000000000, 0.5420788527, 0.8403275013, 0.8403276205, 0.5420790911
2299998208.0000000000, 0.5504392385, 0.8348752856, 0.8348751068, 0.5504392982
2309998080.0000000000, 0.5587805510, 0.8293160796, 0.8293158412, 0.5587803125
2319997952.0000000000, 0.5670965910, 0.8236511350, 0.8236513734, 0.5670966506
2329997824.0000000000, 0.5753839016, 0.8178834319, 0.8178838491, 0.5753839016
2339997696.0000000000, 0.5836370587, 0.8120148778, 0.8120146990, 0.5836368203
2349997568.0000000000, 0.5918509364, 0.8060472012, 0.8060475588, 0.5918511748
2359997440.0000000000, 0.6000217199, 0.7999834418, 0.7999836802, 0.6000217795
2369997312.0000000000, 0.6081443429, 0.7938265800, 0.7938264608, 0.6081442237
2379997184.0000000000, 0.6162144542, 0.7875785232, 0.7875785232, 0.6162143350
2389997056.0000000000, 0.6242269278, 0.7812432647, 0.7812428474, 0.6242269874
2399996928.0000000000, 0.6321778297, 0.7748229504, 0.7748231888, 0.6321780682
2409996800.0000000000, 0.6400632262, 0.7683219910, 0.7683221102, 0.6400634646
2419996672.0000000000, 0.6478788853, 0.7617432475, 0.7617433071, 0.6478788853
2429996544.0000000000, 0.6556208134, 0.7550901771, 0.7550903559, 0.6556205750
2439996416.0000000000, 0.6632850766, 0.7483667731, 0.7483666539, 0.6632852554
2449996288.0000000000, 0.6708682179, 0.7415764928, 0.7415763736, 0.6708680987
2459996160.0000000000, 0.6783668399, 0.7347233891, 0.7347234488, 0.6783669591
2469996032.0000000000, 0.6857776046, 0.7278110385, 0.7278113365, 0.6857776642
2479995904.0000000000, 0.6930968761, 0.7208445668, 0.7208445072, 0.6930966973
2489995776.0000000000, 0.7003219724, 0.7138268352, 0.7138266563, 0.7003220916
2499995648.0000000000, 0.7074510455, 0.7067620754, 0.7067623734, 0.7074510455
2509995520.0000000000, 0.7144804001, 0.6996556520, 0.6996551156, 0.7144803405
2519995392.0000000000, 0.7214080691, 0.6925103664, 0.6925100684, 0.7214077115
2529995264.0000000000, 0.7282319665, 0.6853306293, 0.6853306890, 0.7282319665
2539995136.0000000000, 0.7349496484, 0.6781213880, 0.6781217456, 0.7349498272
2549995008.0000000000, 0.7415600419, 0.6708863974, 0.6708866954, 0.7415601611
2559994880.0000000000, 0.7480607629, 0.6636300683, 0.6636301279, 0.7480607629
2569994752.0000000000, 0.7544510961, 0.6563562751, 0.6563563943, 0.7544509172
2579994624.0000000000, 0.7607293129, 0.6490691900, 0.6490693092, 0.7607294321
2589994496.0000000000, 0.7668944597, 0.6417731643, 0.6417732239, 0.7668943405
2599994368.0000000000, 0.7729458213, 0.6344717741, 0.6344718337, 0.7729457021
2609994240.0000000000, 0.7788828611, 0.6271692514, 0.6271693707, 0.7788829803
2619994112.0000000000, 0.7847045064, 0.6198697090, 0.6198697090, 0.7847045660
2629993984.0000000000, 0.7904115319, 0.6125763059, 0.6125762463, 0.7904115319
