Freq,S11, S12,S21, S22
1.074,0.438124567,0.897892952,0.89789319,0.438124478
1.075,0.460056901,0.88685745,0.886857271,0.46005708
1.076,0.481490642,0.875408709,0.87540859,0.481490493
1.077,0.50236845,0.863599837,0.863599718,0.502368331
1.078,0.522641957,0.851487696,0.851487458,0.522642076
1.079,0.542269349,0.839128971,0.839128971,0.542269468
1.08,0.561215103,0.826583803,0.826583505,0.561215162
1.081,0.579452157,0.813908994,0.813909292,0.579452336
1.082,0.596958518,0.801163912,0.801164091,0.596958399
1.083,0.613719821,0.788404584,0.788404763,0.613719881
1.084,0.629726291,0.775686026,0.775686204,0.629726112
1.085,0.644975722,0.763060868,0.763061047,0.644975424
1.086,0.659468949,0.75057739,0.750577271,0.65946871
1.087,0.673211634,0.738283396,0.738283515,0.673211634
1.088,0.686212778,0.726221621,0.726221621,0.686212659
1.089,0.6984846,0.714432895,0.714432776,0.698484719
1.09,0.710041523,0.702954173,0.702954114,0.710041523
1.091,0.720899701,0.691819906,0.691819668,0.720899701
1.092,0.731075645,0.681061685,0.681061864,0.731075883
1.093,0.740588546,0.670708001,0.67070812,0.740588546
1.094,0.749455929,0.660787523,0.660787225,0.749455988
1.095,0.757695973,0.651323319,0.651323199,0.757695973
1.096,0.765326381,0.642339826,0.642339945,0.765326381
1.097,0.772362828,0.633859396,0.633859336,0.772362649
1.098,0.778820694,0.62590301,0.625902891,0.778820634
1.099,0.784714043,0.618492603,0.618492484,0.784713984
1.1,0.790053725,0.611648381,0.611648381,0.790053845
1.101,0.794848979,0.605392873,0.605392814,0.794849038
1.102,0.799106598,0.599748194,0.599748135,0.799106419
1.103,0.802829206,0.594738662,0.594738901,0.802829087
1.104,0.80601728,0.590390086,0.590389848,0.80601728
1.105,0.808666706,0.586731374,0.586731195,0.808666825
1.106,0.810769856,0.5837937,0.58379364,0.810769737
1.107,0.812311769,0.581612527,0.581612527,0.812311828
1.108,0.813273728,0.580228269,0.580228329,0.813273609
1.109,0.813628972,0.579685926,0.579685926,0.813628972
1.11,0.813342333,0.580036819,0.580036819,0.813342392
1.111,0.812369943,0.581340075,0.581339836,0.812370002
1.112,0.810655475,0.583662272,0.58366245,0.810655534
1.113,0.808127999,0.587080419,0.587080419,0.808128357
1.114,0.80470264,0.591681719,0.591681659,0.804702818
1.115,0.80027014,0.597566545,0.597566545,0.800270379
1.116,0.794698,0.604847193,0.604847133,0.794697881
1.117,0.787821293,0.613653541,0.613653243,0.787821233
1.118,0.779436708,0.624127984,0.624127865,0.779436648
1.119,0.769291401,0.636431754,0.636431873,0.769291461
1.12,0.757072806,0.650740206,0.650740385,0.757072806
1.121,0.742390752,0.667238474,0.667238712,0.742390752
1.122,0.724763274,0.686117351,0.68611759,0.724763513
1.123,0.70359385,0.707554042,0.707554042,0.703593791
1.124,0.678146899,0.731692255,0.731692195,0.678147137
1.125,0.647534192,0.758600116,0.758599997,0.647534251
1.126,0.610697925,0.788206995,0.788206875,0.610697925
1.127,0.566429377,0.820216537,0.820216656,0.566429615
1.128,0.513436139,0.853985488,0.853985488,0.513436258
1.129,0.450483173,0.888386607,0.88838619,0.450482905
1.13,0.3766734,0.921693385,0.921693504,0.376673013
1.131,0.291843444,0.951576531,0.951576531,0.291843653
1.132,0.197047547,0.975302279,0.975302517,0.197047293
1.133,0.094933428,0.990239561,0.990238965,0.094934069
1.134,0.011208982,0.994601429,0.994601846,0.011209154
1.135,0.113854751,0.988134205,0.988134146,0.113855302
1.136,0.209938705,0.972375512,0.972375631,0.209938675
1.137,0.294570893,0.950347841,0.950348318,0.294571489
1.138,0.364824086,0.925853729,0.925853431,0.364823967
1.139,0.41895926,0.902805328,0.90280509,0.418958813
1.14,0.455762267,0.884844124,0.88484472,0.455761761
1.141,0.473591149,0.875292242,0.875292838,0.473591536
1.142,0.469130009,0.877264798,0.877264798,0.469130278
1.143,0.435504198,0.893575251,0.893575609,0.435504288
1.144,0.35928309,0.925351083,0.925350726,0.359282911
1.145,0.217072517,0.966290355,0.966290355,0.217071042
1.146,0.021352075,0.987164676,0.987164199,0.02135249
1.147,0.335604936,0.926638007,0.926638186,0.335603774
1.148,0.628665328,0.760793328,0.760793328,0.628664553
1.149,0.813169837,0.564876199,0.564876676,0.81317085
1.15,0.906324327,0.405494094,0.405494541,0.906324327
1.151,0.950893939,0.292279154,0.292279482,0.950893939
1.152,0.972758651,0.214098156,0.214098066,0.972758651
1.153,0.98400563,0.159603059,0.15960303,0.984005928
1.154,0.990084231,0.120860919,0.12086086,0.990084767
1.155,0.993521869,0.092742115,0.09274216,0.993522048
1.156,0.995545924,0.071945638,0.071945615,0.995545566
1.157,0.996782422,0.056312051,0.056312043,0.996782422
1.158,0.997563601,0.044394448,0.044394393,0.99756366
1.159,0.998074412,0.035203259,0.035203293,0.998074591
1.16,0.998418212,0.028043822,0.028043753,0.998418212
1.161,0.998657346,0.022420701,0.02242063,0.998657525
1.162,0.998828232,0.01797339,0.01797336,0.99882853
1.163,0.998954833,0.014435591,0.014435642,0.998954892
1.164,0.999050617,0.011607943,0.011607917,0.999050796
1.165,0.999125421,0.009339063,0.009339086,0.999125481
1.166,0.999185443,0.007513044,0.007512948,0.999185324
1.167,0.999234498,0.006039762,0.006039777,0.999234438
1.168,0.999275148,0.004849326,0.004849356,0.999275267
1.169,0.999310374,0.003886409,0.003886465,0.999310255
1.17,0.999340177,0.00310725,0.003107312,0.999340236
1.171,0.999366224,0.002476889,0.002476958,0.999366045
1.172,0.99938941,0.001967399,0.001967399,0.999389589
1.173,0.999410212,0.001556082,0.001556126,0.999410331
1.174,0.999428332,0.001224755,0.001224798,0.999428392
1.175,0.999445081,0.000958603,0.000958591,0.999444962
1.176,0.999459565,0.000745462,0.000745478,0.999459446
1.177,0.999473512,0.000575499,0.000575471,0.999473453
1.178,0.999485612,0.000440609,0.00044062,0.999485552
1.179,0.999496818,0.000334226,0.000334225,0.99949652
1.18,0.999506831,0.000250866,0.00025087,0.999506712
1.181,0.999516487,0.000186031,0.000186017,0.99951613
1.182,0.999524713,0.00013609,0.000136093,0.999524474
1.183,0.999532402,9.80E-05,9.80E-05,0.999532282
1.184,0.999539197,0.000069315,6.93E-05,0.999538958
1.185,0.999545753,4.80E-05,4.80E-05,0.999545813
1.186,0.999551773,0.000032484,3.25E-05,0.999551535
1.187,0.999556899,2.14E-05,2.14E-05,0.999556541
1.188,0.999561548,1.36E-05,1.36E-05,0.99956125
1.189,0.999565721,8.29E-06,8.32E-06,0.999565721
1.19,0.999569595,4.82E-06,4.83E-06,0.999569535
1.191,0.999572754,2.65E-06,2.63E-06,0.999572694
1.192,0.999575734,1.34E-06,1.33E-06,0.999575675
1.193,0.99957788,0.000000609,6.18E-07,0.999577999
1.194,0.999580145,2.48E-07,2.45E-07,0.999580383
1.195,0.999581873,7.75E-08,6.65E-08,0.999581754
1.196,0.999583066,3.63E-08,2.28E-08,0.999582887
1.197,0.999584019,0.000000007,2.69E-08,0.99958396
1.198,0.999584675,3.88E-08,3.21E-08,0.999584436
1.199,0.999585033,1.46E-08,5.60E-09,0.999584794
1.2,0.999585033,1.74E-08,2.20E-09,0.999584675
1.201,0.999584436,0.000000024,7.70E-09,0.999584198
1.202,0.999583423,1.73E-08,2.04E-08,0.999583364
1.203,0.999582589,7.67E-08,7.66E-08,0.99958241
1.204,0.99958086,2.43E-07,2.46E-07,0.999580741
1.205,0.999579012,6.21E-07,6.16E-07,0.999579132
1.206,0.999576688,1.34E-06,1.35E-06,0.999576569
1.207,0.999573827,2.66E-06,2.66E-06,0.999573708
1.208,0.999570668,4.84E-06,4.85E-06,0.999570966
1.209,0.999567211,0.00000833,8.32E-06,0.999567151
1.21,0.999563277,1.36E-05,1.36E-05,0.999563277
1.211,0.999558568,2.14E-05,2.14E-05,0.999558687
1.212,0.999553561,3.25E-05,3.25E-05,0.999553561
1.213,0.999548078,4.80E-05,4.80E-05,0.999548137
1.214,0.999541938,6.93E-05,0.000069295,0.999541938
1.215,0.999534965,9.79E-05,9.79E-05,0.999534965
1.216,0.999527633,0.000135873,0.000135867,0.999527454
1.217,0.999519169,0.000185656,0.000185651,0.999519169
1.218,0.999510407,0.000250238,0.000250228,0.999510407
1.219,0.999500155,0.000333206,0.000333222,0.999500275
1.22,0.999489665,0.000439111,0.000439149,0.999489486
1.221,0.999477446,0.00057324,0.000573258,0.999477446
1.222,0.999464393,0.000742251,0.000742212,0.999464452
1.223,0.99944979,0.000954004,0.000954007,0.999450088
1.224,0.999433696,0.001218358,0.001218349,0.999433756
1.225,0.999415577,0.001547268,0.001547253,0.999415636
1.226,0.999395609,0.001955348,0.001955305,0.999395609
1.227,0.99937278,0.002460555,0.002460553,0.999373078
1.228,0.99934715,0.003085301,0.00308535,0.999347389
1.229,0.999317884,0.003857127,0.003857174,0.999317825
1.23,0.999283671,0.004810338,0.00481038,0.999283791
1.231,0.999243617,0.005988068,0.005988124,0.999243259
1.232,0.999195695,0.007444712,0.007444705,0.999195516
1.233,0.999136627,0.009249057,0.009249036,0.999136567
1.234,0.99906373,0.011489222,0.011489258,0.999063432
1.235,0.99897027,0.014279017,0.014279029,0.998970151
1.236,0.998846889,0.017766375,0.017766381,0.998846889
1.237,0.998680055,0.022146355,0.02214646,0.998679876
1.238,0.998447359,0.027678685,0.02767862,0.998447597
1.239,0.998113573,0.034714647,0.034714636,0.998113871
1.24,0.997619748,0.043735493,0.043735523,0.997619808
1.241,0.996864438,0.055414844,0.055414897,0.99686414
1.242,0.995673776,0.070710383,0.070710354,0.995673776
1.243,0.993731558,0.091015741,0.091015838,0.993731618
1.244,0.990448475,0.11840605,0.118406102,0.990448356
1.245,0.984671116,0.156039789,0.156039849,0.984670818
1.246,0.974044323,0.208809003,0.208808973,0.974044323
1.247,0.953534007,0.284263343,0.284263253,0.953533351
1.248,0.912030816,0.393294483,0.393294096,0.912030757
1.249,0.825704813,0.547248721,0.5472489,0.825705707
1.25,0.653743565,0.740083575,0.740083337,0.653743267
1.251,0.373114675,0.91249752,0.912497819,0.373113841
1.252,0.057458285,0.985672712,0.985673606,0.057460465
1.253,0.188176498,0.972179234,0.972178638,0.188174576
1.254,0.338632077,0.93298614,0.932986021,0.338632196
1.255,0.420399517,0.900707185,0.900707305,0.420398802
1.256,0.457459867,0.883372068,0.883372366,0.457460135
1.257,0.464013457,0.88039887,0.880399168,0.464012623
1.258,0.447422594,0.889098644,0.889098704,0.447422206
1.259,0.411283732,0.906346679,0.906346619,0.411284149
1.26,0.357388943,0.92877537,0.928775132,0.357388765
1.261,0.287041485,0.952679277,0.952679753,0.287041664
1.262,0.202066079,0.974076867,0.974076569,0.202065989
1.263,0.105479881,0.98909986,0.989099979,0.105480224
1.264,0.004242322,0.994695902,0.994696319,0.004242385
1.265,0.104345486,0.989336312,0.989335954,0.104345292
1.266,0.206796214,0.973331213,0.973331153,0.20679608
1.267,0.301725477,0.948542774,0.948543012,0.301725775
1.268,0.38650009,0.91767329,0.917673111,0.386499941
1.269,0.460109144,0.883497298,0.883497417,0.460109025
1.27,0.522765875,0.848367155,0.848367453,0.522765577
1.271,0.575415433,0.813999414,0.813999355,0.575415909
1.272,0.619328737,0.781505466,0.781505644,0.619329095
1.273,0.655823588,0.751507103,0.751507402,0.655823648
1.274,0.686122835,0.724279463,0.724279463,0.686123073
1.275,0.711291015,0.699875295,0.699875534,0.711291075
1.276,0.732221127,0.67821151,0.678211391,0.732221007
1.277,0.749648333,0.659132779,0.659132838,0.749648154
1.278,0.764166117,0.642452002,0.642452061,0.764166355
1.279,0.776257277,0.627972543,0.627972305,0.776257455
1.28,0.786309481,0.61550194,0.615501761,0.786309362
1.281,0.794631064,0.604863346,0.604863524,0.794631302
1.282,0.801475167,0.595891774,0.595891595,0.801475167
1.283,0.807041943,0.588442028,0.588441908,0.807042003
1.284,0.811495602,0.582383215,0.582383275,0.811495602
1.285,0.814967334,0.577601194,0.577601194,0.814967394
1.286,0.817564249,0.573995888,0.573995769,0.817564428
1.287,0.819373071,0.57147783,0.571477771,0.81937319
1.288,0.820463359,0.569970846,0.569970787,0.820463479
1.289,0.820890248,0.569408,0.56940794,0.820890307
1.29,0.820697904,0.569729626,0.569729447,0.820697725
1.291,0.819922268,0.570884347,0.570884407,0.819922268
1.292,0.818589509,0.572828054,0.572827876,0.818589628
1.293,0.816719353,0.575520158,0.575519979,0.816719413
1.294,0.814326823,0.578926027,0.578926146,0.814326823
1.295,0.811419904,0.583014846,0.583014727,0.811419845
1.296,0.808004499,0.587757647,0.587757707,0.808004379
1.297,0.804079294,0.593130589,0.593130589,0.804079235
1.298,0.799642324,0.599110186,0.599110127,0.799642324
1.299,0.79468894,0.605674863,0.605674744,0.79468894
1.3,0.789209366,0.612804353,0.612804115,0.789209247
1.301,0.783193946,0.620479226,0.620479167,0.783193886
1.302,0.776628912,0.628679931,0.628679812,0.776628852
1.303,0.769499481,0.637387276,0.637387335,0.76949954
1.304,0.761791349,0.646580756,0.646580756,0.761791229
1.305,0.753485143,0.656240344,0.656240463,0.753485143
1.306,0.744563341,0.666342735,0.666342676,0.74456346
1.307,0.735008121,0.676864862,0.676865041,0.735007823
1.308,0.724799216,0.687780917,0.687781274,0.724799216
1.309,0.713920236,0.699062347,0.699062228,0.713920414
1.31,0.702352285,0.710678577,0.710678756,0.702352107
1.311,0.690078497,0.72259593,0.722595811,0.690078318
1.312,0.677085519,0.734778643,0.734778822,0.677085698
1.313,0.663360417,0.747186244,0.747186244,0.663360417
1.314,0.64889288,0.759777725,0.759777784,0.648892939
1.315,0.633678734,0.772506118,0.772506118,0.633678794
1.316,0.617715836,0.785323143,0.785322964,0.617716014
1.317,0.601005971,0.798176944,0.798176706,0.601005971
1.318,0.583559752,0.811014295,0.811014414,0.583559513
1.319,0.565389872,0.823778391,0.823777974,0.565389872
1.32,0.546517015,0.836412847,0.836412847,0.546517015
1.321,0.526971221,0.848859429,0.848859251,0.526971221
1.322,0.50678277,0.861060917,0.861060798,0.50678277
1.323,0.485996187,0.872958779,0.872958779,0.485996157
1.324,0.464657396,0.88449961,0.884499908,0.464657575
1.325,0.442824304,0.895628393,0.895628154,0.442824364
1.326,0.420555741,0.906298339,0.906298041,0.4205558
1.327,0.397917032,0.916463673,0.916463852,0.397917122
1.328,0.374983728,0.926084757,0.926084757,0.374983609
1.329,0.351829678,0.935128629,0.935128748,0.351829737
1.33,0.32853213,0.943568587,0.943568647,0.32853204
1.331,0.305174559,0.951384008,0.951383591,0.305174559
1.332,0.281836569,0.958561182,0.958561301,0.281836361
1.333,0.258598149,0.965095043,0.965094984,0.258598298
1.334,0.235540181,0.970986545,0.970986545,0.235540137
1.335,0.212736577,0.976242423,0.976242721,0.212736443
1.336,0.19026117,0.980877757,0.980877638,0.190261185
1.337,0.168184668,0.984910905,0.984911084,0.168184742
1.338,0.146566287,0.98836714,0.988367021,0.146566227
1.339,0.125466004,0.991274834,0.991275013,0.12546593
1.34,0.104936294,0.993666649,0.993666649,0.104936145
1.341,0.085020885,0.995577216,0.995577157,0.08502084
1.342,0.065761209,0.99704361,0.997043788,0.065761201
1.343,0.047188994,0.998104036,0.998104096,0.047188934
1.344,0.029333273,0.998797119,0.998797119,0.029333171
1.345,0.012214935,0.999161959,0.999162197,0.012214935
1.346,0.004152288,0.999237239,0.999237239,0.00415225
1.347,0.019748611,0.99905932,0.999059498,0.019748528
1.348,0.034574132,0.998664916,0.998664856,0.034574185
1.349,0.048622143,0.998088062,0.998088002,0.048622165
1.35,0.061893869,0.997361064,0.997361243,0.061893817
1.351,0.074392885,0.996514678,0.996514678,0.07439287
1.352,0.08612515,0.995577335,0.995577514,0.086125307
1.353,0.09709879,0.99457413,0.994574368,0.09709885
1.354,0.107324481,0.993529916,0.993529975,0.107324481
1.355,0.116813093,0.992465854,0.992465735,0.116813131
1.356,0.125578746,0.991400957,0.991401017,0.125578851
1.357,0.133634299,0.990354359,0.990354121,0.133634195
1.358,0.140996188,0.989338279,0.98933816,0.140996262
1.359,0.147678018,0.988368511,0.98836869,0.147678092
1.36,0.153696016,0.987455785,0.987455905,0.153695941
1.361,0.159067467,0.986609578,0.986609459,0.159067243
1.362,0.163805902,0.985838115,0.985838175,0.163805947
1.363,0.167928472,0.985148728,0.985148668,0.167928413
1.364,0.171451956,0.984545529,0.98454541,0.171451926
1.365,0.174390808,0.984032929,0.984032631,0.174390867
1.366,0.176760554,0.98361373,0.983613908,0.176760584
1.367,0.178577066,0.983288586,0.983288646,0.178576931
1.368,0.179854751,0.983058929,0.98305881,0.179854691
1.369,0.180609256,0.98292321,0.98292315,0.180609182
1.37,0.180853933,0.982880831,0.98288101,0.180854008
1.371,0.180603728,0.982929349,0.982929409,0.180603743
1.372,0.179872334,0.983065248,0.983065069,0.179872319
1.373,0.178673923,0.983285844,0.983286083,0.178673983
1.374,0.177021951,0.983586252,0.98358649,0.177021846
1.375,0.174929649,0.983962476,0.983962357,0.174929693
1.376,0.172410905,0.984408498,0.984408677,0.172410861
1.377,0.169478551,0.984918833,0.984918773,0.169478521
1.378,0.166145891,0.985488117,0.985487938,0.166145846
1.379,0.162426338,0.986109197,0.986109257,0.162426353
1.38,0.158332735,0.986775816,0.986775935,0.15833281
1.381,0.153879136,0.987481535,0.987481296,0.153879225
1.382,0.149078026,0.988218725,0.988218784,0.14907819
1.383,0.143943027,0.988980532,0.988980711,0.143942967
1.384,0.138488233,0.989760578,0.989760697,0.138488337
1.385,0.132726535,0.990550816,0.990550876,0.132726595
1.386,0.126672581,0.991344214,0.991344333,0.126672581
1.387,0.120340012,0.992133737,0.992133677,0.120339952
1.388,0.113743104,0.99291265,0.992912591,0.113742985
1.389,0.106896617,0.993674457,0.993674338,0.106896415
1.39,0.099814341,0.994411826,0.994411826,0.099814311
1.391,0.092511594,0.995119035,0.995118976,0.092511699
1.392,0.085003883,0.995789468,0.995789766,0.085003875
1.393,0.077305779,0.99641794,0.99641788,0.077305771
1.394,0.069432803,0.996999145,0.996999145,0.069432728
1.395,0.061400157,0.997527421,0.99752754,0.061400123
1.396,0.053223517,0.997998893,0.997998774,0.053223513
1.397,0.044918731,0.998408735,0.998408854,0.044918791
1.398,0.036501672,0.998753548,0.998753548,0.036501665
1.399,0.02798787,0.999030113,0.999029875,0.02798789
1.4,0.019393306,0.999235928,0.99923569,0.019393301
