Freq,Milled,HFSS,Tapered
1.266,102.12527,47.25663088,-143.1989456
1.267,101.58399,47.07963718,-143.3605579
1.268,101.6599,46.90264788,-143.5220862
1.269,101.36594,46.72566301,-143.6835308
1.27,101.45357,46.5486826,-143.8448917
1.271,101.31267,46.37170668,-144.006169
1.272,101.11754,46.19473529,-144.1673627
1.273,100.67763,46.01776845,-144.328473
1.274,101.11803,45.84080619,-144.4894999
1.275,100.91808,45.66384855,-144.6504434
1.276,100.60268,45.48689555,-144.8113038
1.277,100.50318,45.30994722,-144.9720809
1.278,100.27732,45.13300359,-145.132775
1.279,100.17313,44.95606468,-145.293386
1.28,100.27485,44.77913054,-145.4539141
1.281,99.74118,44.60220117,-145.6143592
1.282,99.788689,44.42527661,-145.7747216
1.283,99.514008,44.24835688,-145.9350011
1.284,99.542572,44.07144201,-146.0951979
1.285,99.441788,43.89453203,-146.2553121
1.286,99.046822,43.71762696,-146.4153437
1.287,99.019463,43.54072683,-146.5752927
1.288,99.092949,43.36383165,-146.7351592
1.289,98.973175,43.18694146,-146.8949433
1.29,98.626099,43.01005627,-147.054645
1.291,98.415184,42.83317612,-147.2142643
1.292,98.202431,42.65630101,-147.3738013
1.293,98.263176,42.47943098,-147.5332561
1.294,98.150749,42.30256605,-147.6926287
1.295,98.01371,42.12570624,-147.851919
1.296,97.91555,41.94885156,-148.0111273
1.297,97.553772,41.77200204,-148.1702534
1.298,97.521126,41.59515771,-148.3292975
1.299,97.434288,41.41831857,-148.4882596
1.3,97.496933,41.24148465,-148.6471396
1.301,97.034431,41.06465598,-148.8059377
1.302,96.831978,40.88783256,-148.9646538
1.303,97.164818,40.71101441,-149.1232881
1.304,96.669853,40.53420157,-149.2818404
1.305,96.446106,40.35739403,-149.4403109
1.306,96.536758,40.18059182,-149.5986995
1.307,96.503906,40.00379496,-149.7570063
1.308,96.278313,39.82700347,-149.9152313
1.309,96.020454,39.65021735,-150.0733745
1.31,95.634544,39.47343663,-150.2314359
1.311,95.718689,39.29666132,-150.3894156
1.312,95.735046,39.11989144,-150.5473135
1.313,95.684883,38.943127,-150.7051296
1.314,95.63266,38.76636801,-150.862864
1.315,95.420486,38.5896145,-151.0205166
1.316,95.162895,38.41286647,-151.1780875
1.317,94.911377,38.23612393,-151.3355767
1.318,94.691063,38.05938691,-151.4929841
1.319,94.409119,37.88265541,-151.6503098
1.32,94.305771,37.70592945,-151.8075537
1.321,94.709053,37.52920903,-151.9647159
1.322,94.38018,37.35249418,-152.1217963
1.323,94.080917,37.1757849,-152.2787949
1.324,93.754662,36.99908119,-152.4357117
1.325,93.907539,36.82238309,-152.5925467
1.326,93.696312,36.64569058,-152.7492999
1.327,93.555466,36.46900369,-152.9059712
1.328,93.720116,36.29232243,-153.0625607
1.329,93.291664,36.1156468,-153.2190682
1.33,93.217041,35.93897681,-153.3754939
1.331,93.035309,35.76231247,-153.5318375
1.332,92.871269,35.58565379,-153.6880992
1.333,92.875443,35.40900078,-153.8442789
1.334,92.705467,35.23235344,-154.0003766
1.335,92.650543,35.05571179,-154.1563921
1.336,92.575882,34.87907583,-154.3123255
1.337,92.542831,34.70244557,-154.4681768
1.338,91.947357,34.52582101,-154.6239459
1.339,92.325806,34.34920216,-154.7796326
1.34,91.71611,34.17258903,-154.9352371
1.341,91.915619,33.99598163,-155.0907593
1.342,91.635635,33.81937994,-155.246199
1.343,91.629242,33.642784,-155.4015563
1.344,91.575531,33.46619379,-155.556831
1.345,91.402168,33.28960932,-155.7120232
1.346,91.196487,33.1130306,-155.8671327
1.347,91.049538,32.93645763,-156.0221596
1.348,91.167709,32.75989041,-156.1771036
1.349,90.837379,32.58332896,-156.3319649
1.35,90.692627,32.40677326,-156.4867432
1.351,90.478577,32.23022332,-156.6414386
1.352,90.219994,32.05367915,-156.7960508
1.353,90.278328,31.87714075,-156.95058
1.354,90.07341,31.70060812,-157.105026
1.355,89.969856,31.52408126,-157.2593886
1.356,89.873039,31.34756018,-157.4136679
1.357,89.967522,31.17104486,-157.5678637
1.358,89.670471,30.99453533,-157.7219759
1.359,89.498924,30.81803156,-157.8760045
1.36,89.255066,30.64153358,-158.0299493
1.361,89.103622,30.46504137,-158.1838103
1.362,89.215858,30.28855493,-158.3375874
1.363,88.745506,30.11207427,-158.4912804
1.364,88.853668,29.93559938,-158.6448893
1.365,89.010231,29.75913027,-158.7984139
1.366,88.530807,29.58266693,-158.9518541
1.367,88.411377,29.40620936,-159.1052098
1.368,88.48555,29.22975755,-159.258481
1.369,88.311302,29.05331151,-159.4116674
1.37,88.1875,28.87687124,-159.564769
1.371,87.788658,28.70043672,-159.7177856
1.372,87.898033,28.52400797,-159.8707172
1.373,87.791122,28.34758497,-160.0235635
1.374,87.470383,28.17116772,-160.1763245
1.375,87.36821,27.99475622,-160.329
1.376,87.257568,27.81835046,-160.4815899
1.377,87.312897,27.64195044,-160.634094
1.378,87.106712,27.46555616,-160.7865122
1.379,86.730499,27.28916761,-160.9388444
1.38,86.799889,27.11278479,-161.0910903
1.381,86.46624,26.93640769,-161.2432499
1.382,86.620354,26.7600363,-161.3953231
1.383,86.389084,26.58367062,-161.5473095
1.384,86.38913,26.40731065,-161.6992091
1.385,86.065315,26.23095638,-161.8510218
1.386,86.0196,26.0546078,-162.0027473
1.387,85.712173,25.8782649,-162.1543855
1.388,85.455826,25.70192769,-162.3059361
1.389,85.585754,25.52559614,-162.4573992
1.39,85.511391,25.34927026,-162.6087743
1.391,85.329216,25.17295004,-162.7600615
1.392,85.25071,24.99663547,-162.9112604
1.393,84.946678,24.82032654,-163.0623709
1.394,85.00589,24.64402325,-163.2133929
1.395,84.764534,24.46772558,-163.364326
1.396,84.582306,24.29143353,-163.5151702
1.397,84.547203,24.11514709,-163.6659252
1.398,84.610031,23.93886625,-163.8165908
1.399,84.173378,23.762591,-163.9671668
1.4,83.966599,23.58632133,-164.1176531
1.401,83.993912,23.41005724,-164.2680493
1.402,83.990387,23.23379871,-164.4183552
1.403,83.753281,23.05754573,-164.5685707
1.404,83.748611,22.88129829,-164.7186956
1.405,83.609909,22.70505639,-164.8687295
1.406,83.208656,22.52882001,-165.0186723
1.407,83.342957,22.35258914,-165.1685237
1.408,82.885612,22.17636377,-165.3182835
1.409,82.78051,22.00014388,-165.4679515
1.41,82.930588,21.82392948,-165.6175274
1.411,82.514267,21.64772055,-165.7670109
1.412,82.46962,21.47151707,-165.9164019
1.413,82.288521,21.29531903,-166.0657
1.414,82.356094,21.11912642,-166.214905
1.415,81.975525,20.94293924,-166.3640166
1.416,82.178864,20.76675746,-166.5130346
1.417,81.879471,20.59058107,-166.6619587
1.418,81.800354,20.41441006,-166.8107886
1.419,81.621857,20.23824443,-166.959524
1.42,81.45063,20.06208415,-167.1081647
1.421,81.361603,19.88592921,-167.2567104
1.422,80.955322,19.7097796,-167.4051607
1.423,81.088554,19.53363531,-167.5535155
1.424,80.646698,19.35749631,-167.7017743
1.425,80.993866,19.18136261,-167.849937
1.426,80.64019,19.00523417,-167.9980031
1.427,80.526711,18.829111,-168.1459724
1.428,80.428833,18.65299307,-168.2938445
1.429,80.276421,18.47688037,-168.4416192
1.43,80.04129,18.30077289,-168.5892961
1.431,80.011726,18.12467061,-168.7368749
1.432,79.929451,17.94857351,-168.8843553
1.433,79.592232,17.77248158,-169.0317369
1.434,79.591095,17.59639481,-169.1790194
1.435,79.42141,17.42031318,-169.3262025
1.436,79.17662,17.24423667,-169.4732857
1.437,79.079376,17.06816526,-169.6202688
1.438,79.258057,16.89209895,-169.7671514
1.439,78.990883,16.71603772,-169.9139331
1.44,78.862869,16.53998154,-170.0606136
1.441,78.649979,16.36393041,-170.2071924
1.442,78.653923,16.1878843,-170.3536693
1.443,78.360878,16.0118432,-170.5000439
1.444,78.276779,15.83580709,-170.6463156
1.445,78.077782,15.65977596,-170.7924843
1.446,77.843124,15.48374979,-170.9385494
1.447,78.099709,15.30772856,-171.0845105
1.448,77.86158,15.13171225,-171.2303674
1.449,77.619522,14.95570085,-171.3761195
1.45,77.497589,14.77969434,-171.5217664
1.451,77.4832,14.60369269,-171.6673078
1.452,77.194809,14.4276959,-171.8127432
1.453,77.163902,14.25170395,-171.9580721
1.454,76.922958,14.07571681,-172.1032942
1.455,76.809532,13.89973446,-172.248409
1.456,76.700714,13.7237569,-172.3934161
1.457,76.620071,13.5477841,-172.5383149
1.458,76.596619,13.37181604,-172.6831052
1.459,76.269173,13.19585271,-172.8277863
1.46,75.963333,13.01989407,-172.9723578
1.461,76.081772,12.84394013,-173.1168193
1.462,75.938957,12.66799085,-173.2611703
1.463,75.77066,12.49204621,-173.4054102
1.464,75.550194,12.31610621,-173.5495387
1.465,75.534904,12.14017081,-173.6935552
1.466,75.466202,11.96424,-173.8374592
1.467,75.204292,11.78831376,-173.9812502
1.468,74.831223,11.61239206,-174.1249278
1.469,75.028931,11.4364749,-174.2684913
1.47,74.96431,11.26056224,-174.4119402
1.471,74.678642,11.08465407,-174.5552741
1.472,74.691818,10.90875037,-174.6984924
1.473,74.567612,10.73285112,-174.8415946
1.474,74.237083,10.55695629,-174.9845801
1.475,74.256081,10.38106587,-175.1274483
1.476,73.951607,10.20517984,-175.2701988
1.477,73.88958,10.02929817,-175.4128308
1.478,73.775002,9.853420848,-175.555344
1.479,73.527687,9.677547846,-175.6977376
1.48,73.599525,9.501679146,-175.8400111
1.481,73.327461,9.325814727,-175.9821639
1.482,73.344894,9.149954568,-176.1241955
1.483,73.178268,8.974098646,-176.2661051
1.484,72.910454,8.798246941,-176.4078922
1.485,72.779404,8.622399431,-176.5495562
1.486,72.834465,8.446556094,-176.6910965
1.487,72.636414,8.270716909,-176.8325123
1.488,72.541618,8.094881854,-176.9738032
1.489,72.211121,7.919050907,-177.1149684
1.49,72.32869,7.743224046,-177.2560072
1.491,71.958305,7.567401248,-177.3969191
1.492,71.843864,7.391582492,-177.5377033
1.493,71.734795,7.215767756,-177.6783592
1.494,71.45546,7.039957017,-177.818886
1.495,71.569016,6.864150252,-177.9592832
1.496,71.49704,6.68834744,-178.09955
1.497,71.324623,6.512548557,-178.2396857
1.498,71.317764,6.336753582,-178.3796895
1.499,71.032692,6.160962491,-178.5195608
1.5,70.899574,5.985175262,-178.6592988
1.501,70.688187,5.809391871,-178.7989028
1.502,70.537048,5.633612296,-178.9383721
1.503,70.612083,5.457836514,-179.0777059
1.504,70.201904,5.282064502,-179.2169034
1.505,70.227745,5.106296237,-179.3559638
1.506,70.112221,4.930531695,-179.4948864
1.507,70.212311,4.754770854,-179.6336705
1.508,69.983307,4.579013689,-179.7723151
1.509,69.726234,4.403260178,-179.9108195
1.51,69.424049,4.227510297,179.9508171
1.511,69.462486,4.051764023,179.8125956
1.512,69.374916,3.876021332,179.6745167
1.513,69.271721,3.7002822,179.5365813
1.514,69.190392,3.524546604,179.3987903
1.515,68.876907,3.34881452,179.2611445
1.516,68.629036,3.173085925,179.1236448
1.517,68.574257,2.997360793,178.9862921
1.518,68.438049,2.821639102,178.8490872
1.519,68.272461,2.645920828,178.7120311
1.52,68.160278,2.470205946,178.5751246
1.521,67.985657,2.294494432,178.4383687
1.522,67.866867,2.118786263,178.3017643
1.523,67.790085,1.943081413,178.1653123
1.524,67.69207,1.76737986,178.0290137
1.525,67.51786,1.591681578,177.8928694
1.526,67.467697,1.415986544,177.7568805
1.527,67.276505,1.240294732,177.6210478
1.528,67.16169,1.064606119,177.4853724
1.529,67.034073,0.88892068,177.3498552
1.53,66.789627,0.713238391,177.2144973
1.531,66.73278,0.537559226,177.0792997
1.532,66.740585,0.361883162,176.9442635
1.533,66.377739,0.186210174,176.8093895
1.534,66.415306,0.010540237,176.6746791
1.535,66.214348,-0.165126673,176.5401331
1.536,66.06781,-0.340790582,176.4057526
1.537,65.907166,-0.516451513,176.2715388
1.538,65.769272,-0.692109493,176.1374928
1.539,65.362701,-0.867764545,176.0036156
1.54,65.633896,-1.043416695,175.8699084
1.541,65.231125,-1.219065968,175.7363723
1.542,65.19062,-1.394712388,175.6030085
1.543,64.913445,-1.57035598,175.4698182
1.544,64.856346,-1.74599677,175.3368024
1.545,64.841263,-1.921634783,175.2039624
1.546,64.466423,-2.097270043,175.0712994
1.547,64.538727,-2.272902576,174.9388146
1.548,64.380844,-2.448532406,174.8065092
1.549,64.47422,-2.62415956,174.6743845
1.55,64.219788,-2.799784062,174.5424418
1.551,64.042763,-2.975405937,174.4106821
1.552,64.111465,-3.151025211,174.279107
1.553,63.667896,-3.32664191,174.1477176
1.554,63.78463,-3.502256057,174.0165153
1.555,63.498371,-3.677867679,173.8855013
1.556,63.180481,-3.853476801,173.7546771
1.557,63.246296,-4.029083448,173.624044
1.558,63.153412,-4.204687646,173.4936032
1.559,62.835308,-4.38028942,173.3633563
1.56,62.898071,-4.555888795,173.2333046
1.561,62.82029,-4.731485798,173.1034496
1.562,62.764439,-4.907080453,172.9737926
1.563,62.737644,-5.082672785,172.844335
1.564,62.488274,-5.258262821,172.7150784
1.565,62.150684,-5.433850587,172.5860243
1.566,62.187317,-5.609436106,172.457174
1.567,61.921947,-5.785019406,172.3285292
1.568,61.789635,-5.960600511,172.2000913
1.569,61.928028,-6.136179447,172.0718618
1.57,61.480595,-6.31175624,171.9438425
1.571,61.629536,-6.487330915,171.8160347
1.572,61.175934,-6.662903498,171.6884401
1.573,61.277683,-6.838474015,171.5610603
1.574,60.923862,-7.014042491,171.433897
1.575,60.883633,-7.189608952,171.3069517
1.576,60.916176,-7.365173423,171.1802261
1.577,60.721504,-7.54073593,171.053722
1.578,60.620724,-7.716296499,170.927441
1.579,60.399445,-7.891855156,170.8013849
1.58,60.162132,-8.067411926,170.6755553
1.581,60.268524,-8.242966834,170.549954
1.582,59.959793,-8.418519908,170.4245828
1.583,59.694851,-8.594071171,170.2994436
1.584,59.966793,-8.76962065,170.174538
1.585,59.616482,-8.945168371,170.049868
1.586,59.47229,-9.12071436,169.9254354
1.587,59.278576,-9.296258641,169.8012421
1.588,59.311142,-9.471801242,169.67729
1.589,59.08062,-9.647342186,169.553581
1.59,58.854202,-9.822881501,169.430117
1.591,58.671741,-9.998419212,169.3069
1.592,58.861603,-10.17395535,169.183932
1.593,58.672249,-10.34948993,169.061215
1.594,58.206627,-10.52502298,168.9387511
1.595,58.259815,-10.70055453,168.8165422
1.596,58.131386,-10.87608461,168.6945905
1.597,57.929279,-11.05161323,168.572898
1.598,57.760921,-11.22714044,168.4514669
1.599,57.780674,-11.40266624,168.3302993
1.6,57.833233,-11.57819067,168.2093974
1.601,57.37204,-11.75371376,168.0887634
1.602,57.500858,-11.92923552,167.9683995
1.603,57.332355,-12.10475599,167.848308
1.604,57.287823,-12.28027519,167.7284911
1.605,56.938225,-12.45579314,167.6089511
1.606,56.584969,-12.63130988,167.4896904
1.607,56.673534,-12.80682542,167.3707112
1.608,56.502728,-12.98233979,167.2520161
1.609,56.276424,-13.15785303,167.1336073
1.61,56.368698,-13.33336515,167.0154873
1.611,55.973827,-13.50887617,166.8976587
1.612,56.083164,-13.68438614,166.7801237
1.613,55.868084,-13.85989506,166.6628851
1.614,55.521751,-14.03540297,166.5459453
1.615,55.509598,-14.21090989,166.4293068
1.616,55.46349,-14.38641585,166.3129724
1.617,55.258522,-14.56192087,166.1969446
1.618,55.068611,-14.73742499,166.0812262
1.619,54.987129,-14.91292821,165.9658197
1.62,55.081944,-15.08843058,165.8507279
1.621,54.871677,-15.26393211,165.7359537
1.622,54.641876,-15.43943283,165.6214997
1.623,54.7299,-15.61493277,165.5073689
1.624,54.171391,-15.79043195,165.393564
1.625,54.254848,-15.9659304,165.280088
1.626,54.030701,-16.14142814,165.1669437
1.627,54.03447,-16.3169252,165.0541342
1.628,53.687466,-16.4924216,164.9416624
1.629,53.624668,-16.66791737,164.8295314
1.63,53.716568,-16.84341254,164.7177443
1.631,53.263313,-17.01890712,164.606304
1.632,53.006676,-17.19440115,164.4952139
1.633,53.353279,-17.36989465,164.384477
1.634,52.920692,-17.54538765,164.2740965
1.635,52.839687,-17.72088016,164.1640758
1.636,52.626167,-17.89637223,164.0544181
1.637,52.60508,-18.07186386,163.9451267
1.638,52.47945,-18.24735509,163.836205
