Freq,Milled,HFSS,Tapered
1.168,-149.47261,-25.37483138,144.2874604
1.169,-149.81871,-25.54946724,144.1010161
1.17,-149.91315,-25.72410385,143.9145636
1.171,-149.86487,-25.89874121,143.7281028
1.172,-149.97697,-26.07337934,143.5416338
1.173,-150.12613,-26.24801825,143.3551565
1.174,-150.30341,-26.42265795,143.168671
1.175,-150.53761,-26.59729846,142.9821773
1.176,-150.46292,-26.77193979,142.7956752
1.177,-150.6324,-26.94658195,142.6091648
1.178,-150.68124,-27.12122496,142.4226462
1.179,-151.1326,-27.29586882,142.2361192
1.18,-150.99417,-27.47051356,142.0495838
1.181,-151.31145,-27.64515918,141.8630401
1.182,-151.57695,-27.8198057,141.6764881
1.183,-151.47951,-27.99445313,141.4899276
1.184,-151.73285,-28.16910148,141.3033588
1.185,-151.58461,-28.34375077,141.1167815
1.186,-151.89507,-28.51840101,140.9301959
1.187,-151.92943,-28.69305221,140.7436018
1.188,-152.09599,-28.86770439,140.5569993
1.189,-152.36691,-29.04235756,140.3703883
1.19,-152.65173,-29.21701173,140.1837688
1.191,-152.52502,-29.39166692,139.9971409
1.192,-152.66684,-29.56632314,139.8105044
1.193,-152.68321,-29.74098039,139.6238595
1.194,-153.04407,-29.91563871,139.437206
1.195,-153.05858,-30.09029809,139.250544
1.196,-153.12642,-30.26495855,139.0638735
1.197,-153.32439,-30.43962011,138.8771943
1.198,-153.43837,-30.61428277,138.6905066
1.199,-153.54695,-30.78894656,138.5038104
1.2,-153.61867,-30.96361148,138.3171055
1.201,-153.88736,-31.13827755,138.130392
1.202,-153.91882,-31.31294478,137.9436699
1.203,-154.01353,-31.48761318,137.7569391
1.204,-154.25751,-31.66228277,137.5701997
1.205,-154.41853,-31.83695356,137.3834516
1.206,-154.49213,-32.01162556,137.1966948
1.207,-154.48238,-32.18629879,137.0099294
1.208,-154.45786,-32.36097326,136.8231552
1.209,-154.83008,-32.53564899,136.6363724
1.21,-154.83751,-32.71032598,136.4495807
1.211,-155.22118,-32.88500425,136.2627804
1.212,-155.35773,-33.05968381,136.0759713
1.213,-155.45856,-33.23436468,135.8891534
1.214,-155.49448,-33.40904687,135.7023268
1.215,-155.66545,-33.58373039,135.5154913
1.216,-155.90984,-33.75841526,135.3286471
1.217,-155.92336,-33.93310149,135.141794
1.218,-155.94255,-34.10778909,134.9549321
1.219,-156.20435,-34.28247807,134.7680613
1.22,-156.21964,-34.45716846,134.5811817
1.221,-156.48798,-34.63186026,134.3942932
1.222,-156.38556,-34.80655348,134.2073958
1.223,-156.48946,-34.98124815,134.0204895
1.224,-156.83479,-35.15594427,133.8335743
1.225,-156.95346,-35.33064185,133.6466502
1.226,-157.07921,-35.50534091,133.4597172
1.227,-157.11055,-35.68004147,133.2727752
1.228,-157.12175,-35.85474353,133.0858242
1.229,-157.44247,-36.02944711,132.8988643
1.23,-157.37395,-36.20415223,132.7118953
1.231,-157.80634,-36.37885889,132.5249174
1.232,-157.99106,-36.55356711,132.3379305
1.233,-158.03809,-36.7282769,132.1509345
1.234,-158.02036,-36.90298828,131.9639295
1.235,-158.2057,-37.07770126,131.7769154
1.236,-158.35564,-37.25241585,131.5898923
1.237,-158.26564,-37.42713207,131.4028601
1.238,-158.68333,-37.60184993,131.2158188
1.239,-158.85287,-37.77656944,131.0287684
1.24,-158.94167,-37.95129062,130.8417089
1.241,-158.94318,-38.12601348,130.6546402
1.242,-159.1534,-38.30073803,130.4675624
1.243,-159.21194,-38.47546429,130.2804755
1.244,-159.28403,-38.65019227,130.0933794
1.245,-159.44417,-38.82492198,129.9062741
1.246,-159.48315,-38.99965344,129.7191596
1.247,-159.64166,-39.17438666,129.5320359
1.248,-159.86452,-39.34912166,129.344903
1.249,-160.03278,-39.52385844,129.1577609
1.25,-159.93887,-39.69859702,128.9706095
1.251,-160.07642,-39.87333742,128.7834488
1.252,-160.52805,-40.04807964,128.5962789
1.253,-160.61916,-40.22282371,128.4090997
1.254,-160.51312,-40.39756963,128.2219113
1.255,-160.77568,-40.57231742,128.0347135
1.256,-160.8333,-40.74706709,127.8475063
1.257,-161.06587,-40.92181865,127.6602899
1.258,-161.18272,-41.09657213,127.4730641
1.259,-161.34975,-41.27132752,127.2858289
1.26,-161.31451,-41.44608485,127.0985844
1.261,-161.43517,-41.62084413,126.9113305
1.262,-161.71407,-41.79560537,126.7240672
1.263,-161.66142,-41.97036859,126.5367945
1.264,-161.94315,-42.1451338,126.3495123
1.265,-161.98386,-42.319901,126.1622207
1.266,-162.11377,-42.49467023,125.9749197
1.267,-162.29008,-42.66944148,125.7876092
1.268,-162.46463,-42.84421478,125.6002893
1.269,-162.52728,-43.01899013,125.4129598
1.27,-162.66238,-43.19376756,125.2256209
1.271,-162.82253,-43.36854706,125.0382724
1.272,-163.03888,-43.54332867,124.8509144
1.273,-163.29022,-43.71811238,124.6635469
1.274,-163.23149,-43.89289822,124.4761698
1.275,-163.29823,-44.06768619,124.2887832
1.276,-163.47177,-44.24247632,124.101387
1.277,-163.46132,-44.41726861,123.9139812
1.278,-163.74039,-44.59206307,123.7265658
1.279,-163.90663,-44.76685973,123.5391408
1.28,-163.78627,-44.9416586,123.3517062
1.281,-164.21786,-45.11645968,123.1642619
1.282,-164.12663,-45.29126299,122.976808
1.283,-164.47487,-45.46606855,122.7893444
1.284,-164.25665,-45.64087636,122.6018711
1.285,-164.47502,-45.81568645,122.4143882
1.286,-164.92165,-45.99049882,122.2268955
1.287,-165.04512,-46.1653135,122.0393932
1.288,-164.86942,-46.34013048,121.8518811
1.289,-165.19016,-46.51494979,121.6643592
1.29,-165.34872,-46.68977144,121.4768276
1.291,-165.35362,-46.86459544,121.2892863
1.292,-165.61491,-47.03942181,121.1017351
1.293,-165.64012,-47.21425056,120.9141742
1.294,-165.84778,-47.3890817,120.7266035
1.295,-165.97005,-47.56391525,120.539023
1.296,-165.8967,-47.73875122,120.3514326
1.297,-166.1825,-47.91358962,120.1638324
1.298,-166.42383,-48.08843047,119.9762223
1.299,-166.4193,-48.26327378,119.7886024
1.3,-166.41637,-48.43811957,119.6009725
1.301,-166.65709,-48.61296784,119.4133328
1.302,-166.79483,-48.78781861,119.2256832
1.303,-166.89795,-48.9626719,119.0380237
1.304,-167.09515,-49.13752772,118.8503542
1.305,-167.38843,-49.31238607,118.6626748
1.306,-167.2343,-49.48724699,118.4749855
1.307,-167.4377,-49.66211047,118.2872861
1.308,-167.59094,-49.83697653,118.0995768
1.309,-167.70084,-50.01184519,117.9118575
1.31,-167.87032,-50.18671645,117.7241282
1.311,-167.98813,-50.36159034,117.5363889
1.312,-168.13823,-50.53646686,117.3486395
1.313,-167.99586,-50.71134604,117.1608801
1.314,-168.25252,-50.88622787,116.9731107
1.315,-168.45572,-51.06111238,116.7853311
1.316,-168.70735,-51.23599958,116.5975415
1.317,-168.66092,-51.41088949,116.4097418
1.318,-168.94991,-51.58578211,116.221932
1.319,-169.15129,-51.76067746,116.034112
1.32,-169.34686,-51.93557555,115.846282
1.321,-169.13216,-52.1104764,115.6584417
1.322,-169.47578,-52.28538002,115.4705913
1.323,-169.59073,-52.46028642,115.2827308
1.324,-169.97636,-52.63519562,115.0948601
1.325,-169.75044,-52.81010763,114.9069791
1.326,-169.87743,-52.98502246,114.719088
1.327,-170.08588,-53.15994013,114.5311866
1.328,-170.18124,-53.33486065,114.343275
1.329,-170.2052,-53.50978404,114.1553532
1.33,-170.4966,-53.6847103,113.967421
1.331,-170.57602,-53.85963946,113.7794787
1.332,-170.7905,-54.03457151,113.591526
1.333,-170.8327,-54.20950649,113.403563
1.334,-170.9823,-54.38444439,113.2155897
1.335,-171.09735,-54.55938524,113.0276061
1.336,-171.08846,-54.73432905,112.8396122
1.337,-171.26146,-54.90927583,112.6516079
1.338,-171.459,-55.08422559,112.4635932
1.339,-171.48827,-55.25917835,112.2755682
1.34,-171.75175,-55.43413413,112.0875328
1.341,-171.69434,-55.60909292,111.8994869
1.342,-171.87743,-55.78405476,111.7114307
1.343,-172.15163,-55.95901965,111.523364
1.344,-172.34969,-56.1339876,111.3352869
1.345,-172.32941,-56.30895863,111.1471994
1.346,-172.36418,-56.48393275,110.9591013
1.347,-172.59933,-56.65890997,110.7709928
1.348,-172.62553,-56.83389031,110.5828738
1.349,-172.74796,-57.00887379,110.3947443
1.35,-172.9836,-57.18386041,110.2066043
1.351,-173.16847,-57.35885018,110.0184538
1.352,-173.37921,-57.53384313,109.8302927
1.353,-173.35641,-57.70883927,109.642121
1.354,-173.56316,-57.8838386,109.4539388
1.355,-173.69742,-58.05884114,109.265746
1.356,-173.81189,-58.23384691,109.0775427
1.357,-173.76157,-58.40885591,108.8893287
1.358,-174.00316,-58.58386817,108.7011041
1.359,-174.24475,-58.75888369,108.5128688
1.36,-174.30913,-58.93390248,108.3246229
1.361,-174.40041,-59.10892457,108.1363664
1.362,-174.51691,-59.28394996,107.9480992
1.363,-174.86931,-59.45897868,107.7598213
1.364,-174.86949,-59.63401072,107.5715327
1.365,-174.88376,-59.8090461,107.3832333
1.366,-175.1102,-59.98408484,107.1949233
1.367,-175.25829,-60.15912696,107.0066025
1.368,-175.23372,-60.33417245,106.818271
1.369,-175.38757,-60.50922135,106.6299288
1.37,-175.49858,-60.68427365,106.4415757
1.371,-175.6566,-60.85932938,106.2532119
1.372,-175.74614,-61.03438854,106.0648372
1.373,-175.95686,-61.20945115,105.8764518
1.374,-176.14708,-61.38451723,105.6880555
1.375,-176.1998,-61.55958678,105.4996484
1.376,-176.20004,-61.73465983,105.3112304
1.377,-176.40341,-61.90973637,105.1228016
1.378,-176.64359,-62.08481643,104.9343619
1.379,-176.83466,-62.25990002,104.7459112
1.38,-176.93663,-62.43498715,104.5574497
1.381,-177.11687,-62.61007784,104.3689773
1.382,-177.10724,-62.78517209,104.180494
1.383,-177.28232,-62.96026993,103.9919997
1.384,-177.21922,-63.13537136,103.8034944
1.385,-177.55272,-63.3104764,103.6149782
1.386,-177.66052,-63.48558506,103.426451
1.387,-177.66483,-63.66069735,103.2379128
1.388,-177.98802,-63.83581329,103.0493635
1.389,-178.02571,-64.01093289,102.8608033
1.39,-178.09776,-64.18605616,102.672232
1.391,-178.30968,-64.36118312,102.4836497
1.392,-178.36182,-64.53631378,102.2950563
1.393,-178.58081,-64.71144816,102.1064519
1.394,-178.53386,-64.88658625,101.9178363
1.395,-178.73006,-65.06172809,101.7292097
1.396,-178.96429,-65.23687368,101.5405719
1.397,-179.04832,-65.41202303,101.3519231
1.398,-179.02116,-65.58717616,101.163263
1.399,-179.35847,-65.76233308,100.9745919
1.4,-179.46507,-65.9374938,100.7859095
1.401,-179.59204,-66.11265835,100.597216
1.402,-179.77066,-66.28782672,100.4085113
1.403,-179.79099,-66.46299893,100.2197954
1.404,-179.92178,-66.638175,100.0310682
1.405,179.9167,-66.81335494,99.84232985
1.406,179.67882,-66.98853876,99.65358023
1.407,179.78821,-67.16372647,99.46481936
1.408,179.59215,-67.33891809,99.27604721
1.409,179.27299,-67.51411363,99.08726377
1.41,179.43118,-67.68931311,98.89846904
1.411,179.02364,-67.86451653,98.70966299
1.412,178.95009,-68.03972391,98.52084562
1.413,178.82596,-68.21493527,98.33201691
1.414,178.76874,-68.3901506,98.14317685
1.415,178.45976,-68.56536994,97.95432542
1.416,178.56973,-68.74059329,97.76546262
1.417,178.25812,-68.91582066,97.57658842
1.418,178.34015,-69.09105206,97.38770282
1.419,178.05582,-69.26628752,97.19880579
1.42,177.91589,-69.44152704,97.00989734
1.421,177.70534,-69.61677063,96.82097744
1.422,177.49335,-69.79201831,96.63204608
1.423,177.53593,-69.9672701,96.44310324
1.424,177.32613,-70.14252599,96.25414892
1.425,177.49123,-70.31778601,96.06518311
1.426,177.09888,-70.49305018,95.87620577
1.427,177.04544,-70.66831849,95.68721692
1.428,177.10132,-70.84359097,95.49821652
1.429,176.87131,-71.01886762,95.30920457
1.43,176.68344,-71.19414847,95.12018105
1.431,176.39221,-71.36943351,94.93114595
1.432,176.4895,-71.54472278,94.74209926
1.433,176.26268,-71.72001627,94.55304096
1.434,176.15233,-71.895314,94.36397103
1.435,176.01299,-72.07061599,94.17488948
1.436,175.72456,-72.24592224,93.98579627
1.437,175.67128,-72.42123277,93.7966914
1.438,175.72363,-72.5965476,93.60757486
1.439,175.53883,-72.77186673,93.41844663
1.44,175.24901,-72.94719017,93.22930669
1.441,175.10594,-73.12251795,93.04015504
1.442,175.10399,-73.29785006,92.85099166
1.443,175.05907,-73.47318654,92.66181653
1.444,174.87862,-73.64852738,92.47262965
1.445,174.6895,-73.8238726,92.283431
1.446,174.44772,-73.99922221,92.09422056
1.447,174.51373,-74.17457623,91.90499832
1.448,174.2617,-74.34993466,91.71576427
1.449,174.22467,-74.52529753,91.52651839
1.45,174.11005,-74.70066484,91.33726067
1.451,173.92822,-74.8760366,91.1479911
1.452,173.741,-75.05141284,90.95870966
1.453,173.70847,-75.22679355,90.76941634
1.454,173.59331,-75.40217875,90.58011112
1.455,173.41432,-75.57756847,90.39079399
1.456,173.34459,-75.7529627,90.20146494
1.457,173.2294,-75.92836146,90.01212396
1.458,172.99898,-76.10376476,89.82277102
1.459,172.83463,-76.27917262,89.63340612
1.46,172.63934,-76.45458504,89.44402924
1.461,172.59984,-76.63000205,89.25464036
1.462,172.53673,-76.80542365,89.06523948
1.463,172.47116,-76.98084985,88.87582658
1.464,172.1246,-77.15628067,88.68640164
1.465,172.0518,-77.33171612,88.49696466
1.466,172.00365,-77.50715622,88.30751561
1.467,171.69032,-77.68260096,88.11805448
1.468,171.70738,-77.85805038,87.92858127
1.469,171.57266,-78.03350447,87.73909595
1.47,171.49178,-78.20896326,87.54959851
1.471,171.27386,-78.38442675,87.36008893
1.472,171.21509,-78.55989495,87.17056721
1.473,171.06912,-78.73536788,86.98103333
1.474,171.08939,-78.91084556,86.79148727
1.475,170.74886,-79.08632798,86.60192903
1.476,170.72768,-79.26181517,86.41235858
1.477,170.65034,-79.43730714,86.22277591
1.478,170.52164,-79.6128039,86.033181
1.479,170.2439,-79.78830546,85.84357386
1.48,170.24747,-79.96381183,85.65395445
1.481,170.01424,-80.13932303,85.46432276
1.482,169.92691,-80.31483907,85.27467879
1.483,169.72163,-80.49035996,85.08502251
1.484,169.65433,-80.66588571,84.89535391
1.485,169.49954,-80.84141634,84.70567299
1.486,169.51448,-81.01695185,84.51597971
1.487,169.33437,-81.19249226,84.32627407
1.488,169.10165,-81.36803758,84.13655606
1.489,169.03032,-81.54358783,83.94682566
1.49,168.91927,-81.71914301,83.75708285
1.491,168.63741,-81.89470314,83.56732763
1.492,168.64262,-82.07026822,83.37755997
1.493,168.52309,-82.24583828,83.18777986
1.494,168.30814,-82.42141332,82.99798729
1.495,168.13232,-82.59699336,82.80818225
1.496,168.09917,-82.7725784,82.61836471
1.497,167.90295,-82.94816847,82.42853467
1.498,167.99925,-83.12376356,82.2386921
1.499,167.81738,-83.2993637,82.048837
1.5,167.52185,-83.47496889,81.85896936
1.501,167.38593,-83.65057915,81.66908914
1.502,167.22357,-83.82619449,81.47919635
1.503,167.17393,-84.00181492,81.28929096
1.504,167.01035,-84.17744045,81.09937297
1.505,166.92998,-84.3530711,80.90944235
1.506,166.86623,-84.52870687,80.7194991
1.507,166.62491,-84.70434778,80.52954319
1.508,166.60994,-84.87999384,80.33957461
1.509,166.51439,-85.05564507,80.14959335
1.51,166.24655,-85.23130146,79.9595994
1.511,166.19563,-85.40696305,79.76959273
1.512,165.96341,-85.58262983,79.57957334
1.513,165.89891,-85.75830182,79.3895412
1.514,165.83348,-85.93397903,79.19949631
1.515,165.52686,-86.10966147,79.00943865
1.516,165.34769,-86.28534915,78.8193682
1.517,165.42784,-86.4610421,78.62928495
1.518,165.15428,-86.63674031,78.43918888
1.519,164.88885,-86.8124438,78.24907998
1.52,164.87637,-86.98815258,78.05895824
1.521,164.70418,-87.16386666,77.86882363
1.522,164.58058,-87.33958606,77.67867615
1.523,164.44379,-87.51531078,77.48851578
1.524,164.34142,-87.69104084,77.2983425
1.525,164.2066,-87.86677625,77.1081563
1.526,164.26372,-88.04251702,76.91795716
1.527,163.97659,-88.21826316,76.72774507
1.528,163.94176,-88.39401468,76.53752001
1.529,163.66399,-88.56977161,76.34728197
1.53,163.75529,-88.74553393,76.15703094
1.531,163.58186,-88.92130168,75.96676689
1.532,163.62341,-89.09707486,75.77648981
1.533,163.28381,-89.27285347,75.58619969
1.534,163.16869,-89.44863754,75.39589651
1.535,163.00822,-89.62442708,75.20558026
1.536,162.6655,-89.80022209,75.01525091
1.537,162.73564,-89.97602258,74.82490847
1.538,162.52943,-90.15182858,74.6345529
1.539,162.33745,-90.32764008,74.4441842
1.54,162.39984,-90.50345711,74.25380234
1.541,162.03552,-90.67927966,74.06340732
1.542,161.98492,-90.85510777,73.87299912
1.543,161.77328,-91.03094142,73.68257772
1.544,161.86316,-91.20678065,73.49214311
1.545,161.54036,-91.38262545,73.30169526
1.546,161.50473,-91.55847584,73.11123418
1.547,161.27031,-91.73433183,72.92075983
1.548,161.35809,-91.91019343,72.73027221
1.549,161.3308,-92.08606066,72.5397713
1.55,161.05658,-92.26193352,72.34925709
1.551,160.8091,-92.43781202,72.15872955
1.552,160.78897,-92.61369618,71.96818867
1.553,160.40337,-92.78958601,71.77763444
1.554,160.61438,-92.96548152,71.58706683
1.555,160.30148,-93.14138272,71.39648585
1.556,160.09114,-93.31728961,71.20589146
1.557,160.05565,-93.49320223,71.01528365
1.558,159.94679,-93.66912056,70.82466242
1.559,159.60208,-93.84504463,70.63402773
1.56,159.62708,-94.02097444,70.44337958
1.561,159.5999,-94.19691001,70.25271795
1.562,159.53358,-94.37285135,70.06204282
1.563,159.49146,-94.54879846,69.87135418
1.564,159.10757,-94.72475137,69.68065201
1.565,159.02769,-94.90071007,69.4899363
1.566,158.90228,-95.07667459,69.29920702
1.567,158.71965,-95.25264493,69.10846417
1.568,158.59192,-95.42862111,68.91770773
1.569,158.61302,-95.60460312,68.72693768
1.57,158.31551,-95.780591,68.536154
1.571,158.32932,-95.95658473,68.34535668
1.572,158.03217,-96.13258435,68.15454571
1.573,158.11903,-96.30858985,67.96372106
1.574,157.84442,-96.48460126,67.77288272
1.575,157.74829,-96.66061857,67.58203067
1.576,157.77411,-96.8366418,67.39116491
1.577,157.48788,-97.01267096,67.2002854
1.578,157.31732,-97.18870607,67.00939214
1.579,157.1386,-97.36474713,66.81848511
1.58,157.06615,-97.54079415,66.62756429
1.581,157.09004,-97.71684715,66.43662966
1.582,156.82442,-97.89290613,66.24568122
1.583,156.61246,-98.0689711,66.05471893
1.584,156.68004,-98.24504209,65.8637428
1.585,156.30092,-98.42111909,65.67275279
1.586,156.43024,-98.59720211,65.48174889
1.587,156.12701,-98.77329118,65.2907311
1.588,156.09468,-98.94938629,65.09969938
1.589,155.85728,-99.12548747,64.90865373
1.59,155.89069,-99.30159471,64.71759412
1.591,155.64378,-99.47770804,64.52652054
1.592,155.56218,-99.65382745,64.33543298
1.593,155.41542,-99.82995297,64.14433141
1.594,155.06923,-100.0060846,63.95321582
1.595,155.15083,-100.1822224,63.7620862
1.596,154.94797,-100.3583662,63.57094252
1.597,154.73311,-100.5345163,63.37978477
1.598,154.75653,-100.7106725,63.18861294
1.599,154.61401,-100.8868348,62.997427
1.6,154.56088,-101.0630033,62.80622693
1.601,154.18565,-101.239178,62.61501273
1.602,154.16217,-101.4153589,62.42378438
1.603,154.09439,-101.5915461,62.23254185
1.604,154.05032,-101.7677394,62.04128513
1.605,153.84335,-101.9439389,61.85001421
1.606,153.6402,-102.1201447,61.65872906
1.607,153.48515,-102.2963568,61.46742967
1.608,153.35353,-102.4725751,61.27611603
1.609,153.2731,-102.6487996,61.08478811
1.61,153.21425,-102.8250305,60.89344589
1.611,152.83469,-103.0012676,60.70208937
1.612,152.99962,-103.1775111,60.51071852
1.613,152.60738,-103.3537608,60.31933333
1.614,152.45197,-103.5300169,60.12793378
1.615,152.48851,-103.7062793,59.93651984
1.616,152.28162,-103.882548,59.74509151
1.617,152.24564,-104.0588231,59.55364877
1.618,151.99757,-104.2351045,59.3621916
1.619,151.97105,-104.4113923,59.17071998
1.62,151.91653,-104.5876865,58.97923389
1.621,151.76665,-104.7639871,58.78773332
1.622,151.42215,-104.9402941,58.59621825
1.623,151.59857,-105.1166075,58.40468866
1.624,151.09874,-105.2929273,58.21314454
1.625,150.90329,-105.4692535,58.02158586
1.626,151.04715,-105.6455862,57.83001261
