Freq [GHz],S11(dB)_HFSS,S11(dB)_measured,S21(dB)_HFSS,S21(dB)_measured,S31(dB)_HFSS,S31(dB)_measured,S41(dB)_HFSS,S41(dB)_measured
2.088,-8.864894283,-9.9883833,-6.310029319,-4.9240785,-3.272194888,-3.4173391,-11.38829165,-12.374432
2.089,-8.883701998,-10.008348,-6.300381347,-4.9046688,-3.270275332,-3.4221568,-11.4028822,-12.412008
2.09,-8.902582899,-10.028801,-6.290731219,-4.886868,-3.268368518,-3.400708,-11.41754124,-12.382537
2.091,-8.92153726,-10.06475,-6.281079116,-4.9199066,-3.266474485,-3.4260459,-11.43226912,-12.419413
2.092,-8.94056536,-10.111581,-6.271425216,-4.9044614,-3.264593272,-3.4017887,-11.44706617,-12.455517
2.093,-8.959667474,-10.082896,-6.2617697,-4.8840861,-3.26272492,-3.4457748,-11.46193274,-12.510646
2.094,-8.978843884,-10.124249,-6.252112746,-4.8582201,-3.260869467,-3.4199536,-11.47686917,-12.480671
2.095,-8.998094868,-10.14759,-6.242454533,-4.8453307,-3.259026953,-3.4018483,-11.49187582,-12.55233
2.096,-9.017420708,-10.157927,-6.232795241,-4.8671098,-3.257197415,-3.37532,-11.50695303,-12.52336
2.097,-9.036821688,-10.199864,-6.223135046,-4.8468933,-3.255380891,-3.391047,-11.52210116,-12.559863
2.098,-9.05629809,-10.187008,-6.213474129,-4.8388968,-3.253577421,-3.4020588,-11.53732057,-12.557137
2.099,-9.075850199,-10.233008,-6.203812666,-4.823298,-3.251787041,-3.3832386,-11.5526116,-12.590094
2.1,-9.095478303,-10.187327,-6.194150834,-4.8201776,-3.250009789,-3.4174318,-11.56797462,-12.599061
2.101,-9.115182689,-10.277626,-6.184488813,-4.8129234,-3.248245703,-3.3980422,-11.58340998,-12.665209
2.102,-9.134963644,-10.336408,-6.174826777,-4.8039775,-3.246494818,-3.3823729,-11.59891806,-12.648551
2.103,-9.15482146,-10.34376,-6.165164905,-4.7906489,-3.244757172,-3.4073968,-11.61449921,-12.69208
2.104,-9.174756428,-10.314619,-6.155503372,-4.7736592,-3.243032802,-3.3839197,-11.63015381,-12.712871
2.105,-9.19476884,-10.360536,-6.145842354,-4.7788243,-3.241321742,-3.3972936,-11.64588222,-12.774197
2.106,-9.214858989,-10.396625,-6.136182028,-4.7736726,-3.239624028,-3.4287705,-11.66168482,-12.792584
2.107,-9.235027172,-10.469699,-6.126522568,-4.7772841,-3.237939697,-3.446836,-11.67756198,-12.816469
2.108,-9.255273685,-10.44586,-6.116864149,-4.7687588,-3.236268783,-3.4110634,-11.69351408,-12.814178
2.109,-9.275598825,-10.470732,-6.107206947,-4.7246175,-3.234611321,-3.3991036,-11.70954149,-12.80442
2.11,-9.296002892,-10.480948,-6.097551134,-4.7622962,-3.232967346,-3.398401,-11.7256446,-12.876691
2.111,-9.316486186,-10.499271,-6.087896886,-4.753139,-3.231336891,-3.4206676,-11.74182379,-12.902987
2.112,-9.33704901,-10.508319,-6.078244376,-4.744606,-3.229719991,-3.3918447,-11.75807945,-12.924603
2.113,-9.357691665,-10.580636,-6.068593776,-4.7129836,-3.228116679,-3.4429755,-11.77441196,-12.944252
2.114,-9.378414458,-10.574295,-6.058945259,-4.6933255,-3.226526989,-3.3853929,-11.79082172,-12.934817
2.115,-9.399217694,-10.590181,-6.049298998,-4.7052684,-3.224950952,-3.4134858,-11.80730912,-12.997419
2.116,-9.420101681,-10.627666,-6.039655164,-4.697567,-3.223388603,-3.4123611,-11.82387455,-13.003012
2.117,-9.441066727,-10.624742,-6.030013928,-4.6825833,-3.221839973,-3.4000919,-11.84051842,-13.024975
2.118,-9.462113143,-10.654976,-6.020375462,-4.6918092,-3.220305095,-3.3923917,-11.85724113,-13.076219
2.119,-9.483241241,-10.666482,-6.010739936,-4.6791053,-3.218783999,-3.39744,-11.87404307,-13.092215
2.12,-9.504451334,-10.738581,-6.00110752,-4.6737504,-3.217276718,-3.3870795,-11.89092466,-13.094646
2.121,-9.525743737,-10.709996,-5.991478383,-4.6688924,-3.215783282,-3.4024622,-11.9078863,-13.153185
2.122,-9.547118766,-10.757092,-5.981852695,-4.6474237,-3.214303721,-3.3994842,-11.92492841,-13.169465
2.123,-9.56857674,-10.779084,-5.972230624,-4.6616979,-3.212838067,-3.3875325,-11.9420514,-13.174582
2.124,-9.590117977,-10.795829,-5.962612338,-4.6127834,-3.211386349,-3.3860011,-11.95925568,-13.20493
2.125,-9.611742798,-10.82851,-5.952998004,-4.6376629,-3.209948597,-3.4104476,-11.97654168,-13.254384
2.126,-9.633451527,-10.852137,-5.943387791,-4.605372,-3.20852484,-3.3913743,-11.99390981,-13.216033
2.127,-9.655244487,-10.899153,-5.933781863,-4.6073337,-3.207115106,-3.4096093,-12.01136051,-13.297995
2.128,-9.677122004,-10.885183,-5.924180388,-4.6572127,-3.205719426,-3.4097581,-12.0288942,-13.342925
2.129,-9.699084405,-10.907936,-5.91458353,-4.6368747,-3.204337826,-3.4120312,-12.04651131,-13.341963
2.13,-9.721132019,-10.940272,-5.904991455,-4.6112685,-3.202970334,-3.395062,-12.06421228,-13.366118
2.131,-9.743265177,-10.964873,-5.895404327,-4.5705032,-3.201616979,-3.3870633,-12.08199754,-13.375968
2.132,-9.765484211,-10.982263,-5.885822309,-4.5978527,-3.200277787,-3.3854885,-12.09986752,-13.446139
2.133,-9.787789455,-11.002396,-5.876245566,-4.572866,-3.198952785,-3.3827271,-12.11782269,-13.442743
2.134,-9.810181245,-11.055503,-5.86667426,-4.5736361,-3.197642,-3.3983693,-12.13586347,-13.468177
2.135,-9.832659919,-11.073679,-5.857108552,-4.5589404,-3.196345457,-3.3881326,-12.15399032,-13.482413
2.136,-9.855225815,-11.098966,-5.847548605,-4.544899,-3.195063183,-3.4084344,-12.17220369,-13.508217
2.137,-9.877879274,-11.115881,-5.83799458,-4.5257025,-3.193795202,-3.3811307,-12.19050403,-13.549479
2.138,-9.90062064,-11.111311,-5.828446636,-4.5319104,-3.19254154,-3.3837757,-12.20889181,-13.565701
2.139,-9.923450256,-11.163533,-5.818904934,-4.5255847,-3.191302221,-3.3970072,-12.22736748,-13.590384
2.14,-9.946368469,-11.195492,-5.809369633,-4.5377121,-3.190077269,-3.4113524,-12.2459315,-13.643826
2.141,-9.969375628,-11.21425,-5.799840891,-4.5460682,-3.188866709,-3.3976607,-12.26458435,-13.684617
2.142,-9.992472082,-11.250772,-5.790318867,-4.5139813,-3.187670563,-3.3696024,-12.2833265,-13.673502
2.143,-10.01565818,-11.271175,-5.780803717,-4.5193071,-3.186488855,-3.3894312,-12.30215842,-13.682981
2.144,-10.03893429,-11.320811,-5.771295598,-4.4782696,-3.185321607,-3.3746405,-12.32108058,-13.727729
2.145,-10.06230074,-11.315955,-5.761794667,-4.4720039,-3.184168841,-3.3843699,-12.34009348,-13.760285
2.146,-10.08575792,-11.309433,-5.752301078,-4.4800167,-3.183030581,-3.3843856,-12.35919759,-13.773653
2.147,-10.10930617,-11.352045,-5.742814987,-4.4757004,-3.181906846,-3.4099448,-12.37839339,-13.836508
2.148,-10.13294585,-11.391245,-5.733336547,-4.4515896,-3.180797658,-3.399066,-12.39768139,-13.804521
2.149,-10.15667734,-11.396658,-5.723865913,-4.4573474,-3.179703038,-3.389065,-12.41706208,-13.851082
2.15,-10.18050099,-11.401041,-5.714403236,-4.4373422,-3.178623007,-3.3611526,-12.43653596,-13.898538
2.151,-10.20441717,-11.435157,-5.704948669,-4.4444284,-3.177557583,-3.3735285,-12.45610352,-13.937031
2.152,-10.22842626,-11.458863,-5.695502364,-4.406229,-3.176506787,-3.3787522,-12.47576527,-13.967597
2.153,-10.25252862,-11.506849,-5.68606447,-4.4234023,-3.175470637,-3.3674886,-12.49552174,-13.982581
2.154,-10.27672463,-11.489448,-5.676635139,-4.4229212,-3.174449153,-3.3808525,-12.51537341,-14.022781
2.155,-10.30101467,-11.55093,-5.667214519,-4.4332538,-3.173442353,-3.4267325,-12.53532083,-14.062832
2.156,-10.32539911,-11.586638,-5.65780276,-4.3803849,-3.172450254,-3.3740807,-12.55536449,-14.068901
2.157,-10.34987834,-11.610711,-5.648400008,-4.3924918,-3.171472875,-3.345042,-12.57550494,-14.09881
2.158,-10.37445273,-11.642893,-5.639006412,-4.3898606,-3.170510231,-3.365483,-12.5957427,-14.103723
2.159,-10.39912268,-11.680473,-5.629622119,-4.391624,-3.16956234,-3.3765142,-12.61607831,-14.144532
2.16,-10.42388857,-11.671862,-5.620247272,-4.3718891,-3.168629218,-3.3762317,-12.63651229,-14.173509
2.161,-10.44875079,-11.675832,-5.610882019,-4.3524575,-3.167710881,-3.3801129,-12.65704519,-14.221086
2.162,-10.47370973,-11.713814,-5.601526504,-4.3423018,-3.166807345,-3.3468735,-12.67767757,-14.231527
2.163,-10.49876579,-11.775149,-5.592180869,-4.3608766,-3.165918623,-3.3752439,-12.69840995,-14.276919
2.164,-10.52391937,-11.818469,-5.582845258,-4.3614426,-3.165044731,-3.3759658,-12.71924291,-14.329961
2.165,-10.54917085,-11.818522,-5.573519814,-4.3576937,-3.164185683,-3.3960888,-12.740177,-14.349924
2.166,-10.57452066,-11.83138,-5.564204678,-4.3479652,-3.163341493,-3.3738801,-12.76121278,-14.387167
2.167,-10.59996918,-11.863163,-5.554899989,-4.3317699,-3.162512174,-3.37656,-12.78235082,-14.40355
2.168,-10.62551683,-11.887125,-5.54560589,-4.3108439,-3.161697738,-3.3733802,-12.80359168,-14.446167
2.169,-10.65116402,-11.923157,-5.536322518,-4.3366332,-3.160898199,-3.383425,-12.82493595,-14.47655
2.17,-10.67691116,-11.94505,-5.527050012,-4.3067579,-3.160113568,-3.3616905,-12.84638421,-14.475206
2.171,-10.70275865,-11.966328,-5.51778851,-4.3026619,-3.159343856,-3.3468416,-12.86793705,-14.521804
2.172,-10.72870693,-11.991053,-5.508538148,-4.2910132,-3.158589075,-3.3580275,-12.88959504,-14.558355
2.173,-10.75475641,-12.039993,-5.499299064,-4.3005619,-3.157849236,-3.3839254,-12.91135879,-14.60902
2.174,-10.78090751,-12.060272,-5.490071392,-4.2770805,-3.157124349,-3.3587468,-12.93322889,-14.629275
2.175,-10.80716066,-12.087417,-5.480855268,-4.2666879,-3.156414423,-3.3698885,-12.95520596,-14.642717
2.176,-10.83351629,-12.114389,-5.471650824,-4.2847033,-3.155719469,-3.3773656,-12.9772906,-14.728429
2.177,-10.85997482,-12.153688,-5.462458194,-4.2704597,-3.155039494,-3.3815017,-12.99948342,-14.721779
2.178,-10.8865367,-12.139189,-5.453277511,-4.2535324,-3.154374508,-3.3608043,-13.02178505,-14.710422
2.179,-10.91320235,-12.179375,-5.444108906,-4.2690253,-3.153724518,-3.3884945,-13.0441961,-14.793675
2.18,-10.93997223,-12.201044,-5.43495251,-4.2255945,-3.153089533,-3.3950288,-13.06671722,-14.800467
2.181,-10.96684676,-12.240434,-5.425808452,-4.2202091,-3.152469558,-3.3707292,-13.08934902,-14.830276
2.182,-10.9938264,-12.23885,-5.416676862,-4.2224092,-3.151864602,-3.391731,-13.11209217,-14.906439
2.183,-11.02091159,-12.292658,-5.407557869,-4.2228856,-3.15127467,-3.3781261,-13.13494729,-14.927768
2.184,-11.04810279,-12.314618,-5.398451599,-4.2182579,-3.150699768,-3.3850262,-13.15791505,-14.951107
2.185,-11.07540045,-12.348326,-5.38935818,-4.2119451,-3.150139902,-3.3599796,-13.1809961,-14.97997
2.186,-11.10280503,-12.382141,-5.380277737,-4.1954908,-3.149595076,-3.3772187,-13.2041911,-15.015285
2.187,-11.13031699,-12.413671,-5.371210397,-4.21416,-3.149065295,-3.3641286,-13.22750072,-15.069112
2.188,-11.1579368,-12.410707,-5.362156282,-4.2002316,-3.148550563,-3.3750935,-13.25092563,-15.106187
2.189,-11.18566492,-12.449509,-5.353115518,-4.1309447,-3.148050883,-3.3428962,-13.27446653,-15.11171
2.19,-11.21350182,-12.484198,-5.344088226,-4.1755881,-3.147566259,-3.3379123,-13.29812408,-15.180525
2.191,-11.24144798,-12.509041,-5.335074529,-4.1578393,-3.147096694,-3.3579872,-13.32189899,-15.180835
2.192,-11.26950388,-12.55442,-5.326074547,-4.16293,-3.146642189,-3.3406935,-13.34579195,-15.23672
2.193,-11.29767,-12.565895,-5.317088401,-4.1168208,-3.146202746,-3.3642812,-13.36980366,-15.268362
2.194,-11.32594681,-12.595849,-5.308116211,-4.1687412,-3.145778367,-3.3905563,-13.39393485,-15.312609
2.195,-11.35433482,-12.608387,-5.299158096,-4.165689,-3.145369052,-3.375716,-13.41818621,-15.341917
2.196,-11.38283451,-12.626883,-5.290214172,-4.1341343,-3.144974802,-3.3481829,-13.44255849,-15.359474
2.197,-11.41144637,-12.68163,-5.281284558,-4.1387773,-3.144595617,-3.3600199,-13.46705241,-15.392678
2.198,-11.44017092,-12.671623,-5.272369369,-4.0960011,-3.144231496,-3.3665226,-13.4916687,-15.398596
2.199,-11.46900864,-12.707173,-5.263468721,-4.1098747,-3.143882438,-3.3549273,-13.51640811,-15.465441
2.2,-11.49796005,-12.750819,-5.254582729,-4.1425538,-3.143548442,-3.3491628,-13.54127139,-15.499007
2.201,-11.52702565,-12.737625,-5.245711506,-4.1007333,-3.143229506,-3.3371997,-13.5662593,-15.526361
2.202,-11.55620597,-12.831075,-5.236855166,-4.0860043,-3.142925628,-3.368809,-13.5913726,-15.58039
2.203,-11.58550151,-12.814028,-5.22801382,-4.0921044,-3.142636804,-3.3868601,-13.61661207,-15.600191
2.204,-11.61491281,-12.848033,-5.219187579,-4.0715156,-3.142363032,-3.3387058,-13.64197847,-15.629216
2.205,-11.64444038,-12.891656,-5.210376556,-4.0505762,-3.142104307,-3.3608916,-13.66747261,-15.683792
2.206,-11.67408476,-12.911997,-5.201580858,-4.0825415,-3.141860626,-3.3909118,-13.69309526,-15.743424
2.207,-11.70384648,-12.965554,-5.192800594,-4.0452528,-3.141631984,-3.3298471,-13.71884724,-15.734235
2.208,-11.73372609,-12.980341,-5.184035874,-4.0488439,-3.141418375,-3.3562806,-13.74472936,-15.777403
2.209,-11.76372411,-13.005946,-5.175286804,-4.0697122,-3.141219795,-3.3681283,-13.77074242,-15.838997
2.21,-11.79384111,-13.054594,-5.16655349,-4.0602312,-3.141036236,-3.3876004,-13.79688725,-15.875302
2.211,-11.82407763,-13.06743,-5.157836038,-4.064733,-3.140867694,-3.37959,-13.82316469,-15.903497
2.212,-11.85443422,-13.090949,-5.149134552,-4.0667024,-3.140714159,-3.4024293,-13.84957558,-15.963359
2.213,-11.88491146,-13.143339,-5.140449137,-4.0288229,-3.140575626,-3.3598323,-13.87612076,-15.977251
2.214,-11.91550989,-13.15622,-5.131779896,-4.0065556,-3.140452086,-3.375145,-13.90280109,-16.025883
2.215,-11.9462301,-13.230042,-5.12312693,-4.0152164,-3.140343531,-3.324723,-13.92961745,-16.050161
2.216,-11.97707266,-13.22312,-5.114490341,-4.0368309,-3.140249951,-3.3779414,-13.95657069,-16.112122
2.217,-12.00803814,-13.243142,-5.10587023,-3.9906049,-3.140171339,-3.335855,-13.98366172,-16.122402
2.218,-12.03912713,-13.258275,-5.097266697,-4.0102,-3.140107683,-3.3507924,-14.0108914,-16.148405
2.219,-12.07034021,-13.277446,-5.088679839,-4.0132327,-3.140058975,-3.3553514,-14.03826066,-16.213802
2.22,-12.10167799,-13.375875,-5.080109757,-3.9974387,-3.140025202,-3.3852353,-14.0657704,-16.266703
2.221,-12.13314105,-13.37547,-5.071556545,-3.9963706,-3.140006355,-3.3536601,-14.09342153,-16.282658
2.222,-12.16473001,-13.404063,-5.063020302,-3.9750459,-3.14000242,-3.3620174,-14.121215,-16.32571
2.223,-12.19644547,-13.446438,-5.054501122,-3.9768653,-3.140013387,-3.3771582,-14.14915172,-16.374956
2.224,-12.22828803,-13.47373,-5.045999101,-3.9672658,-3.140039243,-3.3639352,-14.17723267,-16.399914
2.225,-12.26025834,-13.492155,-5.037514333,-3.9780643,-3.140079975,-3.3883297,-14.20545878,-16.466337
2.226,-12.29235699,-13.541645,-5.029046909,-3.9511418,-3.140135569,-3.3549104,-14.23383103,-16.49658
2.227,-12.32458463,-13.559767,-5.020596924,-3.9856994,-3.140206012,-3.378437,-14.2623504,-16.562094
2.228,-12.3569419,-13.57996,-5.012164468,-3.9095969,-3.140291289,-3.3315501,-14.29101788,-16.586214
2.229,-12.38942942,-13.622307,-5.003749632,-3.947216,-3.140391385,-3.3543236,-14.31983446,-16.632063
2.23,-12.42204785,-13.64236,-4.995352505,-3.9348683,-3.140506286,-3.3691542,-14.34880116,-16.64633
2.231,-12.45479783,-13.659504,-4.986973178,-3.9231946,-3.140635975,-3.3698196,-14.37791899,-16.68404
2.232,-12.48768004,-13.712022,-4.978611737,-3.9321411,-3.140780436,-3.379312,-14.40718899,-16.775295
2.233,-12.52069511,-13.725048,-4.970268271,-3.9429042,-3.140939653,-3.3875897,-14.4366122,-16.794743
2.234,-12.55384374,-13.766971,-4.961942866,-3.9239676,-3.141113608,-3.3767686,-14.46618967,-16.826281
2.235,-12.58712659,-13.801966,-4.953635608,-3.8807218,-3.141302284,-3.3526251,-14.49592247,-16.839157
2.236,-12.62054434,-13.848424,-4.945346582,-3.888828,-3.141505663,-3.3403287,-14.52581167,-16.934671
2.237,-12.65409768,-13.886543,-4.937075871,-3.9148402,-3.141723727,-3.3780677,-14.55585838,-16.963013
2.238,-12.68778731,-13.885218,-4.92882356,-3.8576972,-3.141956456,-3.3144569,-14.58606368,-16.986706
2.239,-12.72161391,-13.962708,-4.92058973,-3.8875794,-3.142203832,-3.3751178,-14.61642869,-17.042854
2.24,-12.75557821,-13.964417,-4.912374464,-3.8654664,-3.142465834,-3.3339047,-14.64695453,-17.093697
2.241,-12.78968091,-14.007484,-4.904177842,-3.8726902,-3.142742443,-3.3319733,-14.67764235,-17.130747
2.242,-12.82392272,-14.02129,-4.895999945,-3.8705952,-3.143033637,-3.3712881,-14.7084933,-17.181189
2.243,-12.85830439,-14.05579,-4.887840851,-3.8617036,-3.143339396,-3.3604147,-14.73950854,-17.230719
2.244,-12.89282663,-14.069694,-4.87970064,-3.8681455,-3.143659698,-3.3688297,-14.77068925,-17.285597
2.245,-12.92749019,-14.094752,-4.871579389,-3.8317616,-3.14399452,-3.3695514,-14.80203662,-17.291988
2.246,-12.96229581,-14.163792,-4.863477175,-3.8443675,-3.144343841,-3.3444631,-14.83355185,-17.351675
2.247,-12.99724425,-14.190874,-4.855394074,-3.8088493,-3.144707638,-3.3535411,-14.86523618,-17.410484
2.248,-13.03233626,-14.220788,-4.847330161,-3.8230562,-3.145085887,-3.3329091,-14.89709082,-17.421392
2.249,-13.06757262,-14.214899,-4.839285511,-3.8158045,-3.145478564,-3.3486967,-14.92911703,-17.48148
2.25,-13.1029541,-14.281176,-4.831260198,-3.8199856,-3.145885646,-3.3570321,-14.96131608,-17.524839
2.251,-13.13848148,-14.292433,-4.823254295,-3.825094,-3.146307107,-3.3817306,-14.99368923,-17.58161
2.252,-13.17415555,-14.290991,-4.815267874,-3.7934806,-3.146742922,-3.3285484,-15.02623778,-17.636505
2.253,-13.2099771,-14.365544,-4.807301006,-3.8010974,-3.147193067,-3.3775063,-15.05896305,-17.696728
2.254,-13.24594695,-14.384267,-4.799353761,-3.7962527,-3.147657514,-3.3308153,-15.09186635,-17.707104
2.255,-13.2820659,-14.432893,-4.791426211,-3.7777975,-3.148136238,-3.3771241,-15.12494903,-17.786055
2.256,-13.31833478,-14.466214,-4.783518423,-3.7769651,-3.148629212,-3.371968,-15.15821244,-17.855101
2.257,-13.35475441,-14.50524,-4.775630467,-3.7855318,-3.149136408,-3.369694,-15.19165796,-17.878357
2.258,-13.39132563,-14.525252,-4.76776241,-3.815836,-3.1496578,-3.4060674,-15.22528697,-17.96306
2.259,-13.42804929,-14.593118,-4.759914318,-3.7698987,-3.150193358,-3.3497076,-15.2591009,-17.977062
2.26,-13.46492623,-14.625294,-4.752086257,-3.7615206,-3.150743055,-3.3777177,-15.29310115,-18.035938
2.261,-13.50195733,-14.630538,-4.744278293,-3.774523,-3.15130686,-3.3772247,-15.32728917,-18.111544
2.262,-13.53914344,-14.697972,-4.736490491,-3.7667625,-3.151884746,-3.365129,-15.36166643,-18.138721
2.263,-13.57648545,-14.703383,-4.728722913,-3.7449908,-3.152476682,-3.3659227,-15.3962344,-18.197927
2.264,-13.61398425,-14.773985,-4.720975624,-3.7577269,-3.153082639,-3.3892708,-15.43099459,-18.254604
2.265,-13.65164073,-14.779795,-4.713248684,-3.7382271,-3.153702584,-3.3481698,-15.4659485,-18.25878
2.266,-13.68945579,-14.809855,-4.705542157,-3.7245376,-3.154336488,-3.3676102,-15.50109768,-18.343958
2.267,-13.72743036,-14.823636,-4.697856102,-3.7184327,-3.15498432,-3.3493965,-15.53644369,-18.382559
2.268,-13.76556536,-14.871342,-4.690190579,-3.7238066,-3.155646046,-3.3776784,-15.57198809,-18.43671
2.269,-13.80386171,-14.924726,-4.682545648,-3.7435672,-3.156321635,-3.3765347,-15.6077325,-18.511934
2.27,-13.84232037,-14.920472,-4.674921367,-3.7230546,-3.157011055,-3.3613396,-15.64367852,-18.544523
2.271,-13.88094228,-14.996037,-4.667317794,-3.7092426,-3.157714272,-3.3652048,-15.6798278,-18.582867
2.272,-13.9197284,-15.021297,-4.659734986,-3.7261987,-3.158431253,-3.3810592,-15.71618199,-18.655954
2.273,-13.95867972,-15.070724,-4.652173,-3.6987309,-3.159161964,-3.3923266,-15.75274279,-18.708387
2.274,-13.9977972,-15.059621,-4.64463189,-3.6868973,-3.15990637,-3.3647656,-15.78951189,-18.755724
2.275,-14.03708185,-15.134422,-4.637111713,-3.6977944,-3.160664438,-3.35411,-15.82649104,-18.80995
2.276,-14.07653466,-15.203995,-4.629612521,-3.6816025,-3.161436132,-3.3715007,-15.86368197,-18.874786
2.277,-14.11615665,-15.186643,-4.622134369,-3.677995,-3.162221416,-3.357475,-15.90108647,-18.947895
2.278,-14.15594884,-15.248382,-4.614677309,-3.6976199,-3.163020255,-3.3723879,-15.93870634,-19.01613
2.279,-14.19591226,-15.276555,-4.607241393,-3.6822853,-3.163832614,-3.3712587,-15.9765434,-19.041309
2.28,-14.23604797,-15.333073,-4.599826672,-3.6796138,-3.164658454,-3.3687849,-16.01459951,-19.111269
2.281,-14.27635701,-15.323831,-4.592433198,-3.6783564,-3.165497739,-3.3721025,-16.05287653,-19.149164
2.282,-14.31684045,-15.39854,-4.58506102,-3.674103,-3.166350432,-3.3616805,-16.09137639,-19.235155
2.283,-14.35749937,-15.393472,-4.577710187,-3.6486161,-3.167216496,-3.3641694,-16.13010099,-19.273642
2.284,-14.39833487,-15.43749,-4.570380747,-3.6443088,-3.168095891,-3.36713,-16.1690523,-19.328268
2.285,-14.43934803,-15.506447,-4.56307275,-3.6302884,-3.16898858,-3.3687453,-16.20823231,-19.388718
2.286,-14.48053998,-15.505717,-4.55578624,-3.6313281,-3.169894524,-3.3804283,-16.24764303,-19.462154
2.287,-14.52191184,-15.543209,-4.548521266,-3.6368325,-3.170813684,-3.3570001,-16.2872865,-19.520788
2.288,-14.56346475,-15.60539,-4.541277873,-3.6293075,-3.171746019,-3.3611243,-16.32716479,-19.563005
2.289,-14.60519985,-15.648065,-4.534056106,-3.645829,-3.172691491,-3.3728483,-16.36728,-19.629673
2.29,-14.6471183,-15.684333,-4.52685601,-3.6047299,-3.173650058,-3.3656106,-16.40763427,-19.702894
2.291,-14.68922129,-15.704103,-4.519677627,-3.6083226,-3.174621681,-3.3855131,-16.44822976,-19.775349
2.292,-14.73150999,-15.75574,-4.512521002,-3.6057355,-3.175606318,-3.3832629,-16.48906866,-19.824844
2.293,-14.77398561,-15.77996,-4.505386176,-3.5958414,-3.176603928,-3.401819,-16.53015321,-19.895924
2.294,-14.81664935,-15.825419,-4.498273192,-3.5827584,-3.177614469,-3.3403404,-16.57148566,-19.929417
2.295,-14.85950245,-15.87657,-4.491182091,-3.6137691,-3.178637899,-3.4050448,-16.61306831,-20.016092
2.296,-14.90254614,-15.913756,-4.484112912,-3.6006792,-3.179674176,-3.3758657,-16.65490349,-20.099813
2.297,-14.94578167,-15.978393,-4.477065696,-3.5730469,-3.180723257,-3.3551733,-16.69699357,-20.133114
2.298,-14.98921031,-15.994625,-4.470040482,-3.5860455,-3.1817851,-3.3806319,-16.73934095,-20.203548
2.299,-15.03283333,-15.989767,-4.463037308,-3.5756123,-3.18285966,-3.383878,-16.78194807,-20.272507
2.3,-15.07665204,-16.062033,-4.456056213,-3.5466228,-3.183946893,-3.3477106,-16.82481739,-20.316526
2.301,-15.12066773,-16.126701,-4.449097233,-3.6090357,-3.185046757,-3.3864369,-16.86795145,-20.410252
2.302,-15.16488173,-16.140495,-4.442160405,-3.5393445,-3.186159206,-3.3497484,-16.91135279,-20.484892
2.303,-15.20929538,-16.180819,-4.435245766,-3.5498524,-3.187284196,-3.4006369,-16.95502401,-20.543758
2.304,-15.25391002,-16.248419,-4.428353349,-3.5936987,-3.188421682,-3.3875954,-16.99896774,-20.60874
2.305,-15.29872702,-16.247644,-4.421483191,-3.5595264,-3.189571618,-3.3639498,-17.04318666,-20.656088
2.306,-15.34374777,-16.283634,-4.414635325,-3.5656815,-3.190733959,-3.4130111,-17.0876835,-20.745075
2.307,-15.38897365,-16.333832,-4.407809784,-3.5709248,-3.191908659,-3.4149852,-17.132461,-20.871788
2.308,-15.43440607,-16.363171,-4.401006602,-3.5245667,-3.193095671,-3.3709035,-17.177522,-20.897844
2.309,-15.48004647,-16.385696,-4.394225811,-3.5610559,-3.194294949,-3.386029,-17.22286932,-20.979813
2.31,-15.52589629,-16.446665,-4.387467442,-3.5560231,-3.195506446,-3.3941972,-17.26850589,-21.022076
2.311,-15.57195698,-16.451092,-4.380731527,-3.5102718,-3.196730115,-3.3686333,-17.31443465,-21.096634
2.312,-15.61823002,-16.55184,-4.374018096,-3.5436275,-3.197965909,-3.4159205,-17.3606586,-21.19982
2.313,-15.66471689,-16.579397,-4.367327178,-3.5000629,-3.199213778,-3.4045541,-17.40718078,-21.251669
2.314,-15.7114191,-16.566595,-4.360658804,-3.5250401,-3.200473677,-3.3703358,-17.45400429,-21.331625
2.315,-15.75833818,-16.627768,-4.354013001,-3.5120018,-3.201745555,-3.3858578,-17.50113229,-21.39052
2.316,-15.80547567,-16.674461,-4.347389799,-3.4961507,-3.203029365,-3.390142,-17.54856798,-21.461035
2.317,-15.85283312,-16.722925,-4.340789223,-3.5070913,-3.204325058,-3.3835945,-17.59631463,-21.547941
2.318,-15.9004121,-16.730364,-4.334211302,-3.5107625,-3.205632583,-3.3750842,-17.64437553,-21.592733
2.319,-15.94821421,-16.813883,-4.327656062,-3.4845259,-3.206951893,-3.3758867,-17.69275408,-21.702709
2.32,-15.99624105,-16.825562,-4.321123528,-3.4936604,-3.208282936,-3.3791902,-17.7414537,-21.758394
2.321,-16.04449425,-16.871225,-4.314613726,-3.4923422,-3.209625664,-3.3928251,-17.79047789,-21.86405
2.322,-16.09297546,-16.90432,-4.30812668,-3.46051,-3.210980025,-3.3508742,-17.83983019,-21.905546
2.323,-16.14168632,-16.995298,-4.301662415,-3.4483423,-3.21234597,-3.340837,-17.88951423,-22.008751
2.324,-16.19062853,-17.011494,-4.295220955,-3.4471354,-3.213723446,-3.3662977,-17.93953368,-22.096521
2.325,-16.23980378,-17.064768,-4.288802321,-3.4564342,-3.215112404,-3.3831873,-17.98989229,-22.235546
2.326,-16.28921379,-17.118261,-4.282406537,-3.4902205,-3.216512792,-3.3955734,-18.04059388,-22.268318
2.327,-16.33886029,-17.13312,-4.276033624,-3.4792447,-3.217924558,-3.3751371,-18.09164233,-22.348135
