"Freq [GHz]","ang_deg(S(2,3)) [deg]","ang_deg(S(4,2)) [deg]","ang_deg(S(4,3)) [deg]"
2.051,-41.1367718170985,-22.4460872980326,145.687841994881
2.052,-41.2788531309281,-22.6371173178551,145.522981211682
2.053,-41.4207975918963,-22.8280974514822,145.35814633492
2.054,-41.5626056164838,-23.0190278947012,145.193337507193
2.055,-41.7042776161191,-23.2099088426562,145.028554868302
2.056,-41.845813997142,-23.4007404898486,144.863798555276
2.057,-41.9872151607641,-23.5915230301381,144.69906870241
2.058,-42.1284815030319,-23.7822566567437,144.534365441294
2.059,-42.2696134147884,-23.972941562245,144.369688900839
2.06,-42.410611281633,-24.1635779385827,144.205039207314
2.061,-42.5514754838851,-24.3541659770606,144.040416484371
2.062,-42.6922063965432,-24.5447058683458,143.875820853076
2.063,-42.8328043892463,-24.7351978024703,143.711252431939
2.064,-42.9732698262346,-24.9256419688326,143.546711336942
2.065,-43.1136030663095,-25.116038556198,143.382197681567
2.066,-43.2538044627931,-25.3063877527007,143.217711576827
2.067,-43.393874363489,-25.4966897458448,143.05325313129
2.068,-43.5338131106406,-25.6869447225053,142.888822451109
2.069,-43.6736210408913,-25.8771528689301,142.72441964005
2.07,-43.8132984852424,-26.0673143707407,142.560044799516
2.071,-43.9528457690122,-26.257429412934,142.395698028577
2.072,-44.0922632117945,-26.4474981798838,142.231379423995
2.073,-44.2315511274158,-26.6375208553419,142.067089080247
2.074,-44.3707098238938,-26.8274976224396,141.902827089559
2.075,-44.5097396033942,-27.0174286636899,141.738593541922
2.076,-44.6486407621874,-27.2073141609876,141.574388525124
2.077,-44.7874135906061,-27.3971542956126,141.410212124771
2.078,-44.926058373001,-27.58694924823,141.246064424315
2.079,-45.0645753876962,-27.7766991988924,141.081945505074
2.08,-45.2029649069461,-27.9664043270415,140.917855446262
2.081,-45.3412271968893,-28.1560648115094,140.753794325008
2.082,-45.4793625175039,-28.3456808305207,140.589762216379
2.083,-45.6173711225625,-28.5352525616937,140.42575919341
2.084,-45.7552532595849,-28.7247801820423,140.26178532712
2.085,-45.8930091697929,-28.914263867978,140.097840686537
2.086,-46.030639088063,-29.1037037953111,139.933925338721
2.087,-46.1681432428789,-29.2931001392526,139.770039348789
2.088,-46.3055218562845,-29.4824530744165,139.606182779931
2.089,-46.4427751438347,-29.6717627748207,139.442355693437
2.09,-46.5799033145476,-29.8610294138893,139.278558148715
2.091,-46.7169065708555,-30.0502531644547,139.114790203317
2.092,-46.8537851085546,-30.2394341987584,138.951051912955
2.093,-46.9905391167552,-30.4285726884542,138.787343331523
2.094,-47.127168777832,-30.6176688046092,138.623664511121
2.095,-47.2636742673711,-30.8067227177053,138.460015502072
2.096,-47.4000557541207,-30.9957345976426,138.296396352943
2.097,-47.5363133999368,-31.1847046137395,138.132807110565
2.098,-47.672447359732,-31.3736329347359,137.969247820053
2.099,-47.8084577814215,-31.5625197287946,137.805718524825
2.1,-47.9443448058692,-31.751365163503,137.642219266623
2.101,-48.0801085668337,-31.9401694058761,137.478750085528
2.102,-48.2157491909127,-32.1289326223569,137.315311019985
2.103,-48.3512667974878,-32.3176549788198,137.151902106815
2.104,-48.4866614986679,-32.5063366405717,136.988523381238
2.105,-48.6219333992323,-32.6949777723545,136.82517487689
2.106,-48.7570825965731,-32.8835785383467,136.66185662584
2.107,-48.8921091806372,-33.0721391021657,136.49856865861
2.108,-49.0270132338667,-33.2606596268698,136.33531100419
2.109,-49.1617948311397,-33.4491402749602,136.172083690057
2.11,-49.2964540397102,-33.6375812083828,136.008886742192
2.111,-49.430990919146,-33.8259825885307,135.845720185099
2.112,-49.565405521268,-34.0143445762461,135.682584041816
2.113,-49.6996978900866,-34.2026673318222,135.519478333939
2.114,-49.8338680617388,-34.3909510150051,135.356403081633
2.115,-49.9679160644242,-34.5791957849968,135.193358303652
2.116,-50.1018419183392,-34.7674018004561,135.030344017351
2.117,-50.2356456356118,-34.9555692195016,134.867360238707
2.118,-50.3693272202347,-35.1436981997133,134.704406982331
2.119,-50.5028866679978,-35.3317888981348,134.541484261484
2.12,-50.6363239664198,-35.519841471276,134.378592088095
2.121,-50.7696390946783,-35.7078560751141,134.215730472772
2.122,-50.9028320235404,-35.8958328650967,134.052899424823
2.123,-51.0359027152907,-36.0837719961434,133.890098952263
2.124,-51.1688511236594,-36.2716736226482,133.727329061837
2.125,-51.3016771937496,-36.4595378984816,133.564589759028
2.126,-51.4343808619618,-36.6473649769928,133.401881048076
2.127,-51.5669620559203,-36.8351550110114,133.23920293199
2.128,-51.6994206943962,-37.0229081528504,133.07655541256
2.129,-51.8317566872294,-37.2106245543074,132.913938490377
2.13,-51.9639699352514,-37.3983043666675,132.751352164842
2.131,-52.0960603302052,-37.5859477407054,132.58879643418
2.132,-52.2280277546643,-37.7735548266867,132.426271295455
2.133,-52.3598720819517,-37.9611257743715,132.263776744583
2.134,-52.491593176056,-38.1486607330153,132.101312776343
2.135,-52.6231908915475,-38.3361598513718,131.938879384395
2.136,-52.7546650734932,-38.5236232776952,131.776476561288
2.137,-52.8860155573693,-38.7110511597417,131.614104298473
2.138,-53.0172421689737,-38.8984436447724,131.451762586321
2.139,-53.1483447243362,-39.0858008795551,131.289451414128
2.14,-53.2793230296284,-39.2731230103667,131.127170770132
2.141,-53.4101768810709,-39.4604101829951,130.964920641527
2.142,-53.5409060648406,-39.6476625427416,130.802701014467
2.143,-53.6715103569751,-39.834880234423,130.640511874088
2.144,-53.8019895232771,-40.022063402374,130.478353204512
2.145,-53.9323433192153,-40.2092121904487,130.316224988863
2.146,-54.0625714898265,-40.3963267420238,130.154127209277
2.147,-54.1926737696137,-40.5834072000001,129.992059846913
2.148,-54.3226498824434,-40.7704537068046,129.830022881965
2.149,-54.4524995414424,-40.9574664043933,129.668016293674
2.15,-54.5822224488911,-41.1444454342527,129.506040060336
2.151,-54.7118182961159,-41.3313909374023,129.344094159318
2.152,-54.8412867633809,-41.5183030543971,129.182178567064
2.153,-54.9706275197757,-41.705181925329,129.020293259106
2.154,-55.0998402231035,-41.8920276898298,128.858438210079
2.155,-55.2289245197658,-42.0788404870728,128.696613393727
2.156,-55.357880044646,-42.2656204557747,128.534818782915
2.157,-55.4867064209914,-42.4523677341995,128.373054349639
2.158,-55.6154032602917,-42.639082460158,128.211320065035
2.159,-55.7439701621576,-42.8257647710124,128.049615899393
2.16,-55.8724067141954,-43.0124148036766,127.88794182216
2.161,-56.0007124918813,-43.1990326946201,127.726297801958
2.162,-56.1288870584318,-43.3856185798685,127.564683806587
2.163,-56.2569299646733,-43.5721725950069,127.403099803037
2.164,-56.3848407489083,-43.758694875181,127.241545757497
2.165,-56.5126189367813,-43.9451855551007,127.080021635368
2.166,-56.6402640411389,-44.1316447690406,126.918527401264
2.167,-56.7677755618918,-44.3180726508433,126.757063019031
2.168,-56.8951529858708,-44.5044693339209,126.595628451749
2.169,-57.022395786682,-44.6908349512576,126.434223661743
2.17,-57.1495034245595,-44.8771696354117,126.272848610592
2.171,-57.276475346215,-45.0634735185175,126.111503259139
2.172,-57.4033109846845,-45.2497467322872,125.950187567497
2.173,-57.5300097591737,-45.4359894080145,125.78890149506
2.174,-57.6565710748984,-45.6222016765745,125.627645000511
2.175,-57.7829943229243,-45.8083836684274,125.466418041829
2.176,-57.9092788800025,-45.9945355136203,125.305220576297
2.177,-58.0354241084024,-46.1806573417889,125.144052560515
2.178,-58.1614293557418,-46.36674928216,124.982913950399
2.179,-58.2872939548138,-46.5528114635535,124.8218047012
2.18,-58.4130172234099,-46.738844014384,124.660724767503
2.181,-58.5385984641417,-46.9248470626643,124.49967410324
2.182,-58.664036964257,-47.1108207360055,124.338652661694
2.183,-58.7893319954534,-47.2967651616205,124.177660395511
2.184,-58.9144828136898,-47.4826804663259,124.016697256703
2.185,-59.0394886589923,-47.6685667765435,123.855763196661
2.186,-59.1643487552576,-47.8544242183029,123.694858166154
2.187,-59.289062310053,-48.0402529172433,123.533982115348
2.188,-59.4136285144109,-48.2260529986153,123.373134993801
2.189,-59.538046542623,-48.4118245872841,123.212316750479
2.19,-59.6623155520256,-48.5975678077297,123.051527333761
2.191,-59.7864346827853,-48.7832827840507,122.890766691442
2.192,-59.9104030576785,-48.9689696399653,122.730034770745
2.193,-60.0342197818667,-49.1546284988134,122.569331518327
2.194,-60.1578839426679,-49.3402594835589,122.408656880282
2.195,-60.2813946093238,-49.5258627167921,122.248010802152
2.196,-60.4047508327615,-49.7114383207303,122.087393228933
2.197,-60.5279516453525,-49.8969864172218,121.926804105079
2.198,-60.6509960606643,-50.0825071277461,121.766243374511
2.199,-60.7738830732095,-50.2680005734168,121.605710980624
2.2,-60.8966116581893,-50.4534668749834,121.44520686629
2.201,-61.019180771231,-50.6389061528336,121.284730973867
2.202,-61.1415893481214,-50.8243185269944,121.124283245205
2.203,-61.2638363045349,-51.0097041171352,120.963863621651
2.204,-61.3859205357554,-51.1950630425686,120.803472044058
2.205,-61.5078409163935,-51.3803954222535,120.643108452785
2.206,-61.6295963000973,-51.5657013747961,120.482772787711
2.207,-61.7511855192582,-51.7509810184525,120.322464988234
2.208,-61.8726073847096,-51.9362344711299,120.162184993282
2.209,-61.9938606854211,-52.1214618503896,120.001932741313
2.21,-62.1149441881853,-52.3066632734479,119.841708170328
2.211,-62.235856637298,-52.4918388571786,119.68151121787
2.212,-62.3565967542328,-52.6769887181142,119.521341821033
2.213,-62.4771632373094,-52.8621129724495,119.361199916468
2.214,-62.5975547613528,-53.0472117360412,119.201085440387
2.215,-62.7177699773481,-53.2322851244113,119.040998328567
2.216,-62.8378075120868,-53.4173332527489,118.880938516359
2.217,-62.9576659678051,-53.6023562359112,118.720905938692
2.218,-63.0773439218172,-53.7873541884265,118.560900530077
2.219,-63.1968399261377,-53.9723272244951,118.400922224611
2.22,-63.3161525070983,-54.1572754579916,118.240970955987
2.221,-63.4352801649558,-54.3421990024671,118.081046657495
2.222,-63.5542213734914,-54.5270979711501,117.921149262027
2.223,-63.6729745796023,-54.7119724769492,117.761278702086
2.224,-63.7915382028838,-54.8968226324545,117.601434909784
2.225,-63.9099106352029,-55.0816485499397,117.441617816854
2.226,-64.0280902402631,-55.2664503413634,117.281827354652
2.227,-64.1460753531588,-55.4512281183716,117.122063454158
2.228,-64.2638642799211,-55.6359819922987,116.962326045988
2.229,-64.3814552970542,-55.8207120741706,116.802615060393
2.23,-64.4988466510588,-56.0054184747045,116.642930427265
2.231,-64.6160365579497,-56.1901013043127,116.483272076145
2.232,-64.7330232027589,-56.3747606731029,116.32363993622
2.233,-64.8498047390298,-56.5593966908808,116.164033936335
2.234,-64.9663792882995,-56.7440094671516,116.004454004994
2.235,-65.0827449395707,-56.9285991111218,115.844900070365
2.236,-65.1988997487701,-57.1131657317005,115.685372060283
2.237,-65.3148417381965,-57.2977094375021,115.525869902257
2.238,-65.4305688959556,-57.482230336847,115.36639352347
2.239,-65.5460791753826,-57.666728537764,115.20694285079
2.24,-65.6613704944514,-57.8512041479917,115.047517810766
2.241,-65.776440735171,-58.0356572749803,114.888118329638
2.242,-65.8912877429679,-58.2200880258933,114.728744333338
2.243,-66.0059093260544,-58.4044965076093,114.569395747498
2.244,-66.1203032547826,-58.5888828267233,114.410072497447
2.245,-66.2344672609843,-58.773247089549,114.250774508222
2.246,-66.3483990372945,-58.9575894021199,114.091501704569
2.247,-66.4620962364601,-59.1419098701912,113.932254010945
2.248,-66.5755564706326,-59.3262085992416,113.773031351524
2.249,-66.6887773106445,-59.5104856944747,113.613833650201
2.25,-66.8017562852685,-59.6947412608206,113.454660830597
2.251,-66.9144908804595,-59.8789754029381,113.295512816056
2.252,-67.0269785385787,-60.0631882252152,113.136389529659
2.253,-67.1392166576008,-60.2473798317722,112.977290894217
2.254,-67.2512025902996,-60.4315503264622,112.818216832284
2.255,-67.3629336434181,-60.6156998128729,112.659167266153
2.256,-67.4744070768149,-60.7998283943287,112.500142117864
2.257,-67.5856201025936,-60.9839361738915,112.341141309207
2.258,-67.6965698842095,-61.1680232543634,112.182164761723
2.259,-67.8072535355555,-61.352089738287,112.02321239671
2.26,-67.9176681200251,-61.5361357279476,111.864284135225
2.261,-68.0278106495543,-61.7201613253753,111.705379898087
2.262,-68.137678083639,-61.9041666323454,111.546499605883
2.263,-68.2472673283283,-62.0881517503811,111.387643178966
2.264,-68.3565752351947,-62.272116780754,111.228810537465
2.265,-68.4655986002765,-62.4560618244865,111.070001601281
2.266,-68.5743341629972,-62.6399869823528,110.911216290098
2.267,-68.6827786050552,-62.8238923548808,110.752454523378
2.268,-68.7909285492882,-63.007778042353,110.593716220371
2.269,-68.8987805585079,-63.1916441448089,110.435001300112
2.27,-69.0063311343065,-63.3754907620458,110.27630968143
2.271,-69.1135767158318,-63.5593179936205,110.117641282945
2.272,-69.2205136785336,-63.7431259388508,109.958996023078
2.273,-69.3271383328764,-63.9269146968171,109.800373820047
2.274,-69.4334469230203,-64.1106843663636,109.641774591873
2.275,-69.5394356254685,-64.2944350461004,109.483198256385
2.276,-69.6451005476789,-64.4781668344036,109.324644731217
2.277,-69.7504377266421,-64.6618798294186,109.166113933818
2.278,-69.8554431274209,-64.8455741290599,109.007605781449
2.279,-69.9601126416527,-65.0292498310139,108.849120191189
2.28,-70.0644420860127,-65.2129070327389,108.690657079935
2.281,-70.1684272006376,-65.3965458314677,108.53221636441
2.282,-70.2720636475078,-65.5801663242091,108.373797961158
2.283,-70.3753470087863,-65.7637686077478,108.215401786553
2.284,-70.4782727851142,-65.9473527786476,108.057027756798
2.285,-70.5808363938617,-66.1309189332518,107.898675787931
2.286,-70.6830331673314,-66.3144671676849,107.740345795824
2.287,-70.7848583509148,-66.4979975778538,107.582037696187
2.288,-70.8863071011977,-66.6815102594494,107.423751404571
2.289,-70.9873744840158,-66.8650053079477,107.265486836369
2.29,-71.0880554724584,-67.0484828186118,107.107243906821
2.291,-71.1883449448152,-67.2319428864923,106.949022531015
2.292,-71.2882376824699,-67.4153856064293,106.790822623888
2.293,-71.3877283677348,-67.5988110730538,106.632644100231
2.294,-71.486811581626,-67.7822193807885,106.474486874688
2.295,-71.5854818015768,-67.9656106238498,106.316350861764
2.296,-71.6837333990892,-68.1489848962487,106.158235975821
2.297,-71.7815606373171,-68.3323422917918,106.000142131085
2.298,-71.8789576685859,-68.5156829040841,105.842069241643
2.299,-71.9759185318382,-68.6990068265281,105.684017221453
2.3,-72.0724371500118,-68.8823141523269,105.525985984338
2.301,-72.168507327339,-69.0656049744848,105.367975443995
2.302,-72.2641227465726,-69.2488793858083,105.209985513994
2.303,-72.3592769661313,-69.4321374789081,105.052016107777
2.304,-72.4539634171631,-69.6153793461999,104.894067138667
2.305,-72.5481754005244,-69.7986050799054,104.736138519866
2.306,-72.6419060836718,-69.9818147720548,104.578230164457
2.307,-72.735148497463,-70.1650085144863,104.420341985406
2.308,-72.8278955328649,-70.3481863988487,104.262473895568
2.309,-72.920139937566,-70.5313485166021,104.104625807683
2.31,-73.0118743124866,-70.7144949590192,103.946797634382
2.311,-73.1030911081883,-70.8976258171867,103.788989288188
2.312,-73.1937826211761,-71.0807411820064,103.631200681517
2.313,-73.2839409900892,-71.2638411441957,103.473431726682
2.314,-73.3735581917793,-71.4469257942911,103.315682335893
2.315,-73.4626260372695,-71.6299952226462,103.15795242126
2.316,-73.5511361675917,-71.8130495194356,103.000241894796
2.317,-73.6390800494968,-71.9960887746545,102.842550668414
2.318,-73.7264489710355,-72.1791130781208,102.684878653937
2.319,-73.813234037003,-72.3621225194758,102.527225763091
2.32,-73.8994261642415,-72.5451171881855,102.369591907512
2.321,-73.9850160768005,-72.7280971735413,102.21197699875
2.322,-74.0699943009453,-72.9110625646629,102.054380948264
2.323,-74.1543511600092,-73.094013450497,101.896803667428
2.324,-74.238076769085,-73.2769499198201,101.739245067533
2.325,-74.3211610295484,-73.4598720612395,101.581705059789
2.326,-74.4035936234098,-73.6427799631937,101.424183555322
2.327,-74.4853640074836,-73.8256737139544,101.266680465184
2.328,-74.566461407375,-74.0085534016271,101.109195700345
2.329,-74.6468748112693,-74.1914191141523,100.951729171704
2.33,-74.7265929635254,-74.3742709393069,100.794280790084
2.331,-74.8056043580569,-74.557108964705,100.636850466237
2.332,-74.883897231503,-74.7399332777991,100.479438110843
2.333,-74.961459556171,-74.9227439658814,100.322043634516
2.334,-75.0382790327492,-75.1055411160848,100.1646669478
2.335,-75.1143430827798,-75.2883248153835,100.007307961174
2.336,-75.1896388408794,-75.4710951505952,99.8499665850542
2.337,-75.2641531467025,-75.6538522083809,99.6926427297936
2.338,-75.3378725366343,-75.8365960752472,99.5353363056837
2.339,-75.4107832352032,-76.0193268375464,99.378047222957
2.34,-75.4828711462038,-76.202044581478,99.220775391788
2.341,-75.5541218435182,-76.3847493930898,99.0635207222947
2.342,-75.6245205616207,-76.5674413582789,98.90628312454
2.343,-75.6940521857607,-76.7501205627928,98.7490625085332
2.344,-75.762701241802,-76.9327870922303,98.5918587842316
2.345,-75.830451885714,-77.1154410320423,98.4346718615421
2.346,-75.8972878926934,-77.2980824675341,98.2775016503217
2.347,-75.9631926459044,-77.4807114838646,98.1203480603801
2.348,-76.0281491248257,-77.6633281660486,97.9632110014803
2.349,-76.0921398931811,-77.8459325989577,97.8060903833402
2.35,-76.1551470864433,-78.0285248673207,97.6489861156342
2.351,-76.2171523988901,-78.2111050557251,97.4918981079942
2.352,-76.2781370701941,-78.3936732486184,97.3348262700108
2.353,-76.3380818715309,-78.576229530308,97.1777705112356
2.354,-76.3969670911807,-78.7587739849638,97.020730741181
2.355,-76.454772519604,-78.9413066966176,96.8637068693229
2.356,-76.5114774339731,-79.1238277491652,96.7066988051013
2.357,-76.5670605821301,-79.3063372263669,96.5497064579214
2.358,-76.6215001659516,-79.4888352118488,96.3927297371555
2.359,-76.6747738240945,-79.6713217891031,96.2357685521437
2.36,-76.7268586140955,-79.8537970414901,96.0788228121954
2.361,-76.7777309937956,-80.0362610522379,95.9218924265907
2.362,-76.8273668020654,-80.218713904445,95.7649773045811
2.363,-76.8757412387937,-80.4011556810796,95.6080773553909
2.364,-76.9228288441145,-80.5835864649817,95.4511924882189
2.365,-76.9686034768333,-80.7660063388633,95.294322612239
2.366,-77.0130382920233,-80.9484153853101,95.1374676366015
2.367,-77.0561057177496,-81.1308136867818,94.9806274704343
2.368,-77.0977774308881,-81.3132013256134,94.8238020228443
2.369,-77.1380243319921,-81.4955783840155,94.6669912029182
2.37,-77.1768165191718,-81.6779449440767,94.5101949197235
2.371,-77.2141232609381,-81.8603010877627,94.3534130823104
2.372,-77.2499129679629,-82.0426468969186,94.1966455997119
2.373,-77.2841531637123,-82.2249824532691,94.0398923809454
2.374,-77.3168104538942,-82.4073078384195,93.8831533350143
2.375,-77.3478504946739,-82.589623133857,93.726428370908
2.376,-77.3772379595939,-82.7719284209513,93.5697173976035
2.377,-77.4049365051458,-82.9542237809552,93.4130203240671
2.378,-77.4309087349244,-83.1365092950062,93.2563370592541
2.379,-77.4551161623046,-83.3187850441272,93.0996675121109
2.38,-77.4775191715687,-83.5010511092265,92.9430115915759
2.381,-77.4980769774132,-83.6833075711,92.7863692065801
2.382,-77.5167475827571,-83.8655545104315,92.6297402660481
2.383,-77.5334877347747,-84.0477920077931,92.4731246788998
2.384,-77.5482528790659,-84.2300201436471,92.3165223540506
2.385,-77.5609971118775,-84.4122389983457,92.1599332004132
2.386,-77.5716731302823,-84.594448652133,92.0033571268975
2.387,-77.5802321802159,-84.7766491851451,91.8467940424124
2.388,-77.5866240022721,-84.9588406774115,91.6902438558665
2.389,-77.5907967751475,-85.141023208855,91.5337064761693
2.39,-77.5926970566194,-85.3231968592937,91.3771818122317
2.391,-77.5922697219409,-85.5053617084414,91.2206697729671
2.392,-77.5894578995248,-85.6875178359082,91.0641702672925
2.393,-77.584202903787,-85.8696653212014,90.9076832041293
2.394,-77.5764441650072,-86.0518042437269,90.751208492404
2.395,-77.5661191560631,-86.2339346827894,90.5947460410495
2.396,-77.5531633158824,-86.4160567175932,90.4382957590059
2.397,-77.5375099694542,-86.5981704272438,90.2818575552207
2.398,-77.5190902442276,-86.7802758907476,90.1254313386511
2.399,-77.4978329827179,-86.9623731870138,89.9690170182633
2.4,-77.4736646511368,-87.1444623948546,89.8126145030342
2.401,-77.4465092438451,-87.3265435929859,89.6562237019527
2.402,-77.4162881834251,-87.5086168600288,89.4998445240191
2.403,-77.3829202161497,-87.6906822745096,89.3434768782474
2.404,-77.3463213026298,-87.8727399148612,89.1871206736655
2.405,-77.3064045033868,-88.0547898594236,89.0307758193156
2.406,-77.2630798591129,-88.2368321864446,88.8744422242562
2.407,-77.2162542653472,-88.4188669740811,88.7181197975617
2.408,-77.1658313412938,-88.6008943003995,88.5618084483236
2.409,-77.1117112924971,-88.7829142433764,88.4055080856516
2.41,-77.0537907670642,-88.9649268808996,88.2492186186743
2.411,-76.9919627051293,-89.1469322907688,88.0929399565396
2.412,-76.9261161812206,-89.3289305506966,87.9366720084157
2.413,-76.8561362391906,-89.5109217383088,87.7804146834921
2.414,-76.7819037193532,-89.6929059311455,87.62416789098
2.415,-76.7032950774482,-89.8748832066624,87.4679315401129
2.416,-76.620182195054,-90.0568536422302,87.3117055401484
2.417,-76.5324321810371,-90.2388173151364,87.1554898003675
2.418,-76.439907163635,-90.4207743025864,86.9992842300762
2.419,-76.3424640727295,-90.6027246817028,86.8430887386062
2.42,-76.2399544118785,-90.7846685295278,86.6869032353154
2.421,-76.132224019643,-90.9666059230229,86.5307276295882
2.422,-76.0191128197585,-91.1485369390697,86.3745618308378
2.423,-75.9004545596551,-91.3304616544717,86.2184057485043
2.424,-75.7760765368705,-91.5123801459536,86.0622592920581
2.425,-75.6457993128508,-91.6942924901628,85.906122370999
2.426,-75.5094364136616,-91.8761987636702,85.7499948948569
2.427,-75.3667940171312,-92.0580990429709,85.5938767731931
2.428,-75.2176706259361,-92.2399934044845,85.4377679156008
2.429,-75.0618567261819,-92.4218819245567,85.2816682317055
2.43,-74.8991344310296,-92.6037646794586,85.1255776311662
2.431,-74.7292771089525,-92.7856417453896,84.9694960236748
2.432,-74.552048996253,-92.9675131984759,84.8134233189584
2.433,-74.3672047935081,-93.1493791147724,84.6573594267791
2.434,-74.1744892456794,-93.3312395702636,84.5013042569344
2.435,-73.973636705702,-93.5130946408634,84.3452577192583
2.436,-73.7643706814649,-93.694944402417,84.1892197236218
2.437,-73.5464033662001,-93.8767889307003,84.0331901799334
2.438,-73.3194351524561,-94.0586283014216,83.87716899814
2.439,-73.0831541299927,-94.2404625902225,83.7211560882267
2.44,-72.8372355681344,-94.4222918726774,83.5651513602189
2.441,-72.5813413833704,-94.6041162242952,83.4091547241815
2.442,-72.3151195932567,-94.7859357205198,83.2531660902199
2.443,-72.0382037580418,-94.9677504367309,83.0971853684811
2.444,-71.7502124117825,-95.1495604482442,82.9412124691535
2.445,-71.4507484852253,-95.331365830313,82.785247302468
2.446,-71.1393987232258,-95.5131666581274,82.6292897786989
2.447,-70.8157331001062,-95.6949630068174,82.4733398081629
2.448,-70.4793042370764,-95.8767549514508,82.317397301222
2.449,-70.1296468266428,-96.0585425670361,82.1614621682819
2.45,-69.766277069907,-96.2403259285218,82.0055343197942
2.451,-69.3886921337002,-96.4221051107982,81.8496136662557
2.452,-68.9963696357614,-96.6038801886972,81.6937001182097
2.453,-68.5887671675697,-96.7856512369933,81.5377935862463
2.454,-68.1653218660088,-96.9674183304042,81.3818939810033
2.455,-67.7254500468591,-97.1491815435923,81.2260012131656
2.456,-67.2685469151232,-97.3309409511637,81.0701151934673
2.457,-66.7939863694331,-97.5126966276705,80.9142358326911
2.458,-66.3011209203047,-97.6944486476107,80.758363041669
2.459,-65.7892817447775,-97.8761970854287,80.6024967312836
2.46,-65.257778902998,-98.0579420155169,80.4466368124672
2.461,-64.7059017456499,-98.2396835122156,80.2907831962035
2.462,-64.1329195446852,-98.4214216498132,80.134935793528
2.463,-63.5380823836197,-98.6031565025484,79.9790945155275
2.464,-62.9206223477146,-98.7848881446097,79.8232592733417
2.465,-62.2797550584681,-98.966616650136,79.6674299781634
2.466,-61.6146816011233,-99.1483420932183,79.5116065412386
2.467,-60.9245908980367,-99.3300645478991,79.3557888738673
2.468,-60.2086625846991,-99.5117840881739,79.1999768874039
2.469,-59.4660704487744,-99.693500787992,79.0441704932578
2.47,-58.6959864953982,-99.8752147212559,78.8883696028939
2.471,-57.8975857038327,-100.056925961824,78.7325741278324
2.472,-57.0700515412067,-100.238634583509,78.5767839796502
2.473,-56.2125822976758,-100.420340660081,78.4209990699809
2.474,-55.3243983038401,-100.602044265266,78.2652193105154
2.475,-54.4047500846308,-100.783745472747,78.1094446130019
2.476,-53.4529274938096,-100.965444356166,77.9536748892469
2.477,-52.4682698588127,-101.147140989123,77.7979100511156
2.478,-51.450177146349,-101.328835445178,77.6421500105321
2.479,-50.3981221342384,-101.510527797851,77.4863946794795
2.48,-49.311663543893,-101.692218120622,77.3306439700013
2.481,-48.1904600502923,-101.873906486934,77.174897794201
2.482,-47.0342850421747,-102.055592970189,77.0191560642429
2.483,-45.8430419548312,-102.237277643754,76.8634186923523
2.484,-44.6167799421609,-102.418960580959,76.7076855908161
2.485,-43.3557095949833,-102.600641855099,76.5519566719831
2.486,-42.0602183513649,-102.78232153943,76.3962318482648
2.487,-40.730885184676,-102.963999707177,76.2405110321349
2.488,-39.3684941003662,-103.14567643153,76.0847941361305
2.489,-37.9740459272742,-103.327351785644,75.9290810728526
2.49,-36.5487678589623,-103.509025842643,75.7733717549657
2.491,-35.0941201902131,-103.690698675618,75.617666095199
2.492,-33.6117997084333,-103.872370357628,75.4619640063463
2.493,-32.1037392437135,-104.054040961702,75.3062654012664
2.494,-30.5721029571526,-104.235710560839,75.1505701928842
2.495,-29.0192770559613,-104.417379228008,74.9948782941899
2.496,-27.4478557637174,-104.599047036149,74.8391896182402
2.497,-25.8606225404828,-104.780714058173,74.6835040781585
2.498,-24.2605267326769,-104.962380366965,74.5278215871353
2.499,-22.6506560262662,-105.144046035382,74.3721420584285
2.5,-21.0342052669702,-105.325711136255,74.2164654053637
2.501,-19.4144423843633,-105.507375742388,74.0607915413346
2.502,-17.7946723002723,-105.689039926562,73.9051203798037
2.503,-16.1781998044928,-105.870703761533,73.749451834302
2.504,-14.5682924342158,-106.052367320032,73.5937858184299
2.505,-12.9681443934005,-106.234030674768,73.4381222458574
2.506,-11.3808424945245,-106.415693898426,73.2824610303243
2.507,-9.80933500223202,-106.597357063673,73.126802085641
2.508,-8.25640411463072,-106.779020243149,72.971145325688
2.509,-6.72464264459987,-106.960683509479,72.8154906644172
2.51,-5.21643527330887,-107.142346935264,72.6598380158517
2.511,-3.73394455447524,-107.324010593089,72.504187294086
2.512,-2.27910166280794,-107.505674555516,72.348538413287
2.513,-0.853601713919897,-107.687338895094,72.1928912876935
2.514,0.541096656683242,-107.869003684352,72.0372458316171
2.515,1.90376787656341,-108.050668995801,71.8816019594424
2.516,3.23341267794612,-108.232334901939,71.7259595856274
2.517,4.52924853841246,-108.414001475246,71.5703186247032
2.518,5.79069787554848,-108.595668788188,71.4146789912756
2.519,7.01737453992931,-108.777336913218,71.2590406000241
2.52,8.20906912031641,-108.959005922775,71.1034033657028
2.521,9.36573352975759,-109.140675889282,70.9477672031408
2.522,10.4874652864105,-109.322346885155,70.7921320272424
2.523,11.5744918429584,-109.504018982795,70.6364977529875
2.524,12.6271552571307,-109.685692254592,70.4808642954313
2.525,13.6458974362851,-109.867366772927,70.3252315697058
2.526,14.6312461332946,-110.04904261017,70.1695994910191
2.527,15.5838018206594,-110.230719838685,70.0139679746556
2.528,16.5042255257131,-110.412398530823,69.8583369359775
2.529,17.3932276722733,-110.594078758931,69.7027062904236
