Freq [GHz],S11(dB)_HFSS,S11(dB)_measured,S21(dB)_HFSS,S21(dB)_measured,S31(dB)_HFSS,S31(dB)_measured,S41(dB)_HFSS,S41(dB)_measured
2.03,-17.20087168,-16.473614,-4.376275069,-4.4323425,-2.688887044,-2.555012,-17.34605537,-16.786228
2.031,-17.23987078,-16.500469,-4.370477649,-4.4183121,-2.690547896,-2.5820944,-17.37271467,-16.796537
2.032,-17.27892011,-16.542782,-4.364706391,-4.4164658,-2.692213159,-2.6002862,-17.39939216,-16.825378
2.033,-17.3180196,-16.629253,-4.358961173,-4.4090619,-2.693882767,-2.577487,-17.426088,-16.831421
2.034,-17.35716919,-16.644114,-4.353241877,-4.4048004,-2.695556653,-2.6007802,-17.45280236,-16.881329
2.035,-17.3963688,-16.690104,-4.347548384,-4.414844,-2.697234752,-2.5810683,-17.47953539,-16.901325
2.036,-17.43561836,-16.668755,-4.341880576,-4.4109597,-2.698916999,-2.6045659,-17.50628726,-16.937977
2.037,-17.47491777,-16.773071,-4.336238335,-4.416678,-2.700603328,-2.6058249,-17.53305812,-16.974678
2.038,-17.51426697,-16.78315,-4.330621545,-4.3777285,-2.702293676,-2.5676198,-17.55984814,-16.972654
2.039,-17.55366585,-16.788054,-4.325030088,-4.3930058,-2.703987977,-2.5664201,-17.58665748,-17.028191
2.04,-17.59311433,-16.829496,-4.31946385,-4.4055276,-2.705686168,-2.604037,-17.61348631,-17.055876
2.041,-17.6326123,-16.838648,-4.313922716,-4.3477058,-2.707388187,-2.5910389,-17.64033481,-17.066074
2.042,-17.67215967,-16.87311,-4.30840657,-4.3424168,-2.70909397,-2.5895419,-17.66720314,-17.082872
2.043,-17.71175631,-16.913429,-4.302915301,-4.3732624,-2.710803455,-2.6047151,-17.69409147,-17.119179
2.044,-17.75140213,-16.976286,-4.297448793,-4.3615041,-2.712516579,-2.6131415,-17.72099998,-17.137766
2.045,-17.79109701,-17.022095,-4.292006935,-4.3236032,-2.714233282,-2.5982287,-17.74792884,-17.156021
2.046,-17.83084081,-17.013531,-4.286589615,-4.308763,-2.715953501,-2.5785053,-17.77487823,-17.180956
2.047,-17.87063342,-17.072382,-4.281196721,-4.3237381,-2.717677176,-2.5796485,-17.80184832,-17.206955
2.048,-17.9104747,-17.085464,-4.275828143,-4.3300972,-2.719404247,-2.587986,-17.8288393,-17.271276
2.049,-17.95036452,-17.135921,-4.27048377,-4.3401666,-2.721134654,-2.6222134,-17.85585136,-17.288654
2.05,-17.99030273,-17.167028,-4.265163494,-4.3349419,-2.722868336,-2.6309555,-17.88288466,-17.338284
2.051,-18.03028918,-17.204926,-4.259867204,-4.3393931,-2.724605235,-2.6043108,-17.9099394,-17.370199
2.052,-18.07032372,-17.229609,-4.254594793,-4.2934537,-2.726345291,-2.5911448,-17.93701576,-17.369987
2.053,-18.11040619,-17.282692,-4.249346153,-4.2833686,-2.728088446,-2.5818527,-17.96411394,-17.357376
2.054,-18.15053642,-17.343529,-4.244121177,-4.2892389,-2.729834643,-2.6058331,-17.99123411,-17.42861
2.055,-18.19071424,-17.341749,-4.238919757,-4.3042407,-2.731583822,-2.574522,-18.01837648,-17.432463
2.056,-18.23093947,-17.380442,-4.233741788,-4.2778797,-2.733335927,-2.6017313,-18.04554124,-17.484299
2.057,-18.27121193,-17.413469,-4.228587165,-4.3067079,-2.735090901,-2.6266534,-18.07272858,-17.522646
2.058,-18.31153142,-17.446363,-4.223455783,-4.2841191,-2.736848688,-2.6105728,-18.09993869,-17.555227
2.059,-18.35189776,-17.48625,-4.218347536,-4.291625,-2.738609229,-2.5890136,-18.12717178,-17.532898
2.06,-18.39231072,-17.533224,-4.213262322,-4.2296591,-2.740372471,-2.5964966,-18.15442805,-17.577194
2.061,-18.43277012,-17.568121,-4.208200037,-4.2546763,-2.742138357,-2.6178615,-18.18170769,-17.600065
2.062,-18.47327571,-17.598743,-4.203160578,-4.2750564,-2.743906832,-2.6206174,-18.20901091,-17.638317
2.063,-18.51382729,-17.622978,-4.198143844,-4.2527595,-2.745677842,-2.6403763,-18.23633792,-17.699156
2.064,-18.55442462,-17.607189,-4.193149732,-4.2283964,-2.747451331,-2.6123691,-18.26368892,-17.673513
2.065,-18.59506745,-17.690792,-4.188178142,-4.2445359,-2.749227246,-2.6417058,-18.29106412,-17.733891
2.066,-18.63575555,-17.712906,-4.183228974,-4.2415857,-2.751005532,-2.6231806,-18.31846374,-17.747356
2.067,-18.67648865,-17.792652,-4.178302126,-4.2236452,-2.752786137,-2.6197312,-18.34588797,-17.770399
2.068,-18.71726649,-17.809883,-4.173397501,-4.2021909,-2.754569007,-2.6117258,-18.37333705,-17.796425
2.069,-18.75808881,-17.845865,-4.168514999,-4.2227077,-2.75635409,-2.6230495,-18.40081117,-17.829649
2.07,-18.79895531,-17.89852,-4.163654521,-4.2042651,-2.758141333,-2.6186709,-18.42831057,-17.826714
2.071,-18.83986572,-17.914398,-4.15881597,-4.2346439,-2.759930685,-2.6553314,-18.45583545,-17.905493
2.072,-18.88081974,-17.935207,-4.15399925,-4.1851993,-2.761722092,-2.6133873,-18.48338605,-17.895292
2.073,-18.92181707,-17.997366,-4.149204261,-4.2133293,-2.763515505,-2.6256673,-18.51096257,-17.938002
2.074,-18.96285738,-18.01037,-4.14443091,-4.1718912,-2.765310871,-2.6178606,-18.53856525,-17.964788
2.075,-19.00394036,-18.074436,-4.1396791,-4.2339296,-2.767108141,-2.6567218,-18.56619432,-18.008581
2.076,-19.04506568,-18.091526,-4.134948735,-4.176662,-2.768907263,-2.6141613,-18.59384999,-18.013004
2.077,-19.08623298,-18.114183,-4.130239722,-4.1654706,-2.770708189,-2.6555204,-18.62153251,-18.053543
2.078,-19.12744193,-18.120626,-4.125551966,-4.1629868,-2.772510867,-2.636586,-18.6492421,-18.066872
2.079,-19.16869217,-18.206318,-4.120885373,-4.1960869,-2.774315249,-2.6632586,-18.67697899,-18.123995
2.08,-19.20998331,-18.254255,-4.11623985,-4.1709442,-2.776121285,-2.6613591,-18.70474343,-18.152996
2.081,-19.25131498,-18.270016,-4.111615305,-4.1742692,-2.777928927,-2.6486728,-18.73253564,-18.186367
2.082,-19.29268678,-18.319521,-4.107011646,-4.1483049,-2.779738127,-2.6448801,-18.76035588,-18.190519
2.083,-19.33409833,-18.349819,-4.10242878,-4.158442,-2.781548835,-2.6458735,-18.78820437,-18.223764
2.084,-19.37554919,-18.359526,-4.097866617,-4.1575646,-2.783361005,-2.6480012,-18.81608136,-18.268633
2.085,-19.41703896,-18.445387,-4.093325067,-4.1821642,-2.785174588,-2.6318431,-18.8439871,-18.305954
2.086,-19.45856719,-18.429131,-4.088804038,-4.1471934,-2.786989539,-2.6381285,-18.87192183,-18.329918
2.087,-19.50013344,-18.452339,-4.084303441,-4.1045294,-2.788805808,-2.6253085,-18.8998858,-18.306614
2.088,-19.54173724,-18.485044,-4.079823188,-4.13026,-2.790623351,-2.6545069,-18.92787927,-18.36861
2.089,-19.58337814,-18.505421,-4.075363189,-4.1001463,-2.792442121,-2.682523,-18.95590248,-18.37604
2.09,-19.62505565,-18.554224,-4.070923356,-4.0897188,-2.794262071,-2.6501284,-18.98395569,-18.399107
2.091,-19.66676927,-18.610697,-4.066503602,-4.1057014,-2.796083156,-2.6614802,-19.01203916,-18.476082
2.092,-19.7085185,-18.657085,-4.062103839,-4.1281018,-2.797905331,-2.661644,-19.04015314,-18.483267
2.093,-19.75030282,-18.692146,-4.05772398,-4.1343856,-2.799728551,-2.6791584,-19.06829789,-18.5247
2.094,-19.79212169,-18.673244,-4.05336394,-4.0678544,-2.80155277,-2.6472993,-19.09647368,-18.535116
2.095,-19.83397458,-18.755062,-4.049023632,-4.076756,-2.803377945,-2.663295,-19.12468077,-18.556107
2.096,-19.87586092,-18.760828,-4.04470297,-4.0723033,-2.805204031,-2.6182494,-19.15291943,-18.548809
2.097,-19.91778014,-18.802946,-4.040401871,-4.0850306,-2.807030983,-2.6488757,-19.18118993,-18.63415
2.098,-19.95973166,-18.850294,-4.036120249,-4.0691214,-2.808858759,-2.6374176,-19.20949253,-18.608137
2.099,-20.00171487,-18.906059,-4.031858021,-4.0798731,-2.810687316,-2.6330318,-19.23782751,-18.637293
2.1,-20.04372917,-18.903898,-4.027615103,-4.0696473,-2.812516609,-2.662909,-19.26619514,-18.704493
2.101,-20.08577391,-18.958723,-4.023391411,-4.0676599,-2.814346596,-2.6591527,-19.29459571,-18.755098
2.102,-20.12784846,-18.957973,-4.019186864,-4.0561152,-2.816177235,-2.6676285,-19.32302948,-18.749559
2.103,-20.16995216,-19.016909,-4.015001379,-4.064394,-2.818008483,-2.6519077,-19.35149674,-18.798363
2.104,-20.21208434,-19.085175,-4.010834875,-4.0358186,-2.819840299,-2.6623635,-19.37999778,-18.800035
2.105,-20.2542443,-19.120235,-4.006687269,-4.0348787,-2.821672641,-2.6826267,-19.40853287,-18.835691
2.106,-20.29643133,-19.113298,-4.002558482,-4.0570965,-2.823505467,-2.6882296,-19.43710231,-18.878506
2.107,-20.33864472,-19.136566,-3.998448432,-4.0505261,-2.825338735,-2.6639686,-19.46570638,-18.912399
2.108,-20.38088373,-19.21306,-3.99435704,-4.0245423,-2.827172407,-2.656394,-19.49434538,-18.922976
2.109,-20.42314761,-19.181725,-3.990284226,-4.0325637,-2.82900644,-2.633249,-19.5230196,-18.92367
2.11,-20.46543557,-19.287958,-3.986229912,-4.0431671,-2.830840794,-2.6940103,-19.55172933,-18.999006
2.111,-20.50774683,-19.298815,-3.982194017,-4.0192552,-2.832675429,-2.6711724,-19.58047488,-19.010895
2.112,-20.55008059,-19.377012,-3.978176465,-4.0129929,-2.834510306,-2.6733391,-19.60925654,-19.052446
2.113,-20.59243602,-19.375759,-3.974177178,-4.0266967,-2.836345384,-2.6970019,-19.63807462,-19.090412
2.114,-20.63481227,-19.399082,-3.970196077,-3.9964306,-2.838180625,-2.6638501,-19.66692941,-19.100786
2.115,-20.67720849,-19.471685,-3.966233086,-4.0105095,-2.840015989,-2.6749001,-19.69582124,-19.132675
2.116,-20.71962379,-19.487947,-3.962288128,-4.0239897,-2.841851438,-2.703439,-19.7247504,-19.193245
2.117,-20.76205729,-19.528364,-3.958361128,-3.9956844,-2.843686933,-2.6914449,-19.75371722,-19.172344
2.118,-20.80450805,-19.522921,-3.954452009,-3.9971576,-2.845522435,-2.6787777,-19.78272199,-19.21924
2.119,-20.84697515,-19.583654,-3.950560696,-3.9888933,-2.847357908,-2.6943779,-19.81176505,-19.251055
2.12,-20.88945762,-19.62492,-3.946687114,-3.9812896,-2.849193312,-2.7015848,-19.84084671,-19.290619
2.121,-20.93195448,-19.703281,-3.942831189,-4.007688,-2.85102861,-2.7242706,-19.86996728,-19.32719
2.122,-20.97446475,-19.755238,-3.938992847,-4.0002422,-2.852863766,-2.6864238,-19.8991271,-19.335184
2.123,-21.01698741,-19.716105,-3.935172013,-3.9685864,-2.854698742,-2.728622,-19.92832648,-19.358742
2.124,-21.0595214,-19.788343,-3.931368615,-3.9455876,-2.8565335,-2.6999714,-19.95756577,-19.370821
2.125,-21.10206568,-19.829762,-3.927582579,-3.9476662,-2.858368005,-2.7039621,-19.98684528,-19.454836
2.126,-21.14461915,-19.790073,-3.923813834,-3.9459541,-2.860202221,-2.67786,-20.01616535,-19.424089
2.127,-21.18718073,-19.827017,-3.920062307,-3.9544897,-2.86203611,-2.6891623,-20.04552631,-19.46973
2.128,-21.22974927,-19.943722,-3.916327926,-3.9756472,-2.863869638,-2.7349298,-20.07492851,-19.51506
2.129,-21.27232363,-19.981686,-3.91261062,-3.9514556,-2.865702769,-2.700583,-20.10437229,-19.539379
2.13,-21.31490265,-19.949812,-3.908910317,-3.9610531,-2.867535466,-2.7083228,-20.13385798,-19.561729
2.131,-21.35748512,-20.048178,-3.905226949,-3.9499469,-2.869367696,-2.6916878,-20.16338594,-19.599163
2.132,-21.40006982,-20.035473,-3.901560443,-3.9646671,-2.871199422,-2.7191691,-20.1929565,-19.626846
2.133,-21.44265553,-20.11631,-3.897910731,-3.933223,-2.873030611,-2.6991532,-20.22257003,-19.662745
2.134,-21.48524096,-20.134586,-3.894277743,-3.9645872,-2.874861228,-2.7188494,-20.25222688,-19.716831
2.135,-21.52782483,-20.179066,-3.89066141,-3.9445944,-2.876691239,-2.7346306,-20.28192739,-19.731146
2.136,-21.57040583,-20.220165,-3.887061663,-3.9353707,-2.878520609,-2.7194197,-20.31167194,-19.750746
2.137,-21.61298261,-20.237873,-3.883478435,-3.9230695,-2.880349305,-2.6964171,-20.34146087,-19.776766
2.138,-21.65555381,-20.301172,-3.879911656,-3.9190218,-2.882177293,-2.7361686,-20.37129456,-19.802752
2.139,-21.69811805,-20.397419,-3.87636126,-3.9354246,-2.884004539,-2.7157562,-20.40117338,-19.824484
2.14,-21.74067389,-20.391045,-3.872827179,-3.9101436,-2.885831012,-2.7339969,-20.43109768,-19.868078
2.141,-21.78321992,-20.385902,-3.869309347,-3.9051797,-2.887656676,-2.7310996,-20.46106785,-19.913294
2.142,-21.82575464,-20.423445,-3.865807698,-3.9098134,-2.889481501,-2.7279882,-20.49108425,-19.916313
2.143,-21.86827657,-20.446451,-3.862322164,-3.8877544,-2.891305454,-2.7181427,-20.52114727,-19.989313
2.144,-21.91078419,-20.468256,-3.85885268,-3.8916004,-2.893128501,-2.7270019,-20.55125728,-19.988241
2.145,-21.95327595,-20.512623,-3.855399182,-3.8875406,-2.894950612,-2.7301905,-20.58141468,-19.984514
2.146,-21.99575026,-20.536888,-3.851961603,-3.8485978,-2.896771753,-2.7390144,-20.61161984,-20.037817
2.147,-22.03820553,-20.669315,-3.84853988,-3.8786867,-2.898591894,-2.7221792,-20.64187315,-20.106812
2.148,-22.08064013,-20.636229,-3.845133947,-3.8769121,-2.900411003,-2.7132313,-20.67217501,-20.092081
2.149,-22.12305238,-20.699249,-3.841743742,-3.9108825,-2.902229049,-2.762677,-20.7025258,-20.153074
2.15,-22.1654406,-20.732117,-3.8383692,-3.8652604,-2.904046001,-2.7212784,-20.73292594,-20.130659
2.151,-22.20780308,-20.766928,-3.835010258,-3.8536639,-2.905861827,-2.7286873,-20.76337582,-20.182144
2.152,-22.25013806,-20.756674,-3.831666853,-3.8686478,-2.907676497,-2.712867,-20.79387583,-20.19632
2.153,-22.29244377,-20.84326,-3.828338923,-3.8607528,-2.909489982,-2.7445474,-20.8244264,-20.290043
2.154,-22.33471841,-20.877192,-3.825026406,-3.8502209,-2.911302249,-2.756947,-20.85502793,-20.293751
2.155,-22.37696012,-20.895178,-3.821729239,-3.8819516,-2.91311327,-2.7430584,-20.88568082,-20.362787
2.156,-22.41916706,-20.912161,-3.81844736,-3.8593349,-2.914923015,-2.763901,-20.91638551,-20.347837
2.157,-22.46133731,-20.94096,-3.81518071,-3.8595066,-2.916731454,-2.7292926,-20.9471424,-20.375919
2.158,-22.50346896,-21.02223,-3.811929227,-3.8157082,-2.918538557,-2.72644,-20.97795192,-20.385084
2.159,-22.54556005,-21.012333,-3.808692849,-3.8367896,-2.920344295,-2.7541234,-21.0088145,-20.416851
2.16,-22.58760859,-21.056244,-3.805471518,-3.8293681,-2.922148639,-2.7592673,-21.03973056,-20.46343
2.161,-22.62961255,-21.12598,-3.802265174,-3.8431566,-2.92395156,-2.753835,-21.07070053,-20.497759
2.162,-22.67156989,-21.130503,-3.799073755,-3.7998946,-2.92575303,-2.7437901,-21.10172486,-20.547504
2.163,-22.71347853,-21.148546,-3.795897205,-3.822217,-2.92755302,-2.7557404,-21.13280397,-20.569748
2.164,-22.75533635,-21.214676,-3.792735462,-3.865371,-2.929351501,-2.7725904,-21.16393832,-20.604837
2.165,-22.79714121,-21.241848,-3.78958847,-3.8345304,-2.931148446,-2.7579508,-21.19512834,-20.63578
2.166,-22.83889093,-21.274944,-3.786456169,-3.8159723,-2.932943826,-2.7749398,-21.22637448,-20.664627
2.167,-22.8805833,-21.403997,-3.783338502,-3.8087015,-2.934737614,-2.7862041,-21.2576772,-20.688253
2.168,-22.92221608,-21.368439,-3.780235411,-3.8066549,-2.936529782,-2.7643514,-21.28903695,-20.705547
2.169,-22.963787,-21.342245,-3.777146839,-3.8052514,-2.938320302,-2.7959101,-21.32045419,-20.771568
2.17,-23.00529376,-21.392729,-3.774072729,-3.8283114,-2.940109149,-2.7387455,-21.35192938,-20.777544
2.171,-23.04673401,-21.464424,-3.771013023,-3.81251,-2.941896293,-2.7508903,-21.38346299,-20.805479
2.172,-23.08810539,-21.417568,-3.767967666,-3.8019149,-2.943681709,-2.7599101,-21.4150555,-20.85078
2.173,-23.1294055,-21.53891,-3.764936602,-3.7948658,-2.94546537,-2.7795041,-21.44670736,-20.896276
2.174,-23.17063191,-21.629478,-3.761919774,-3.8017461,-2.947247249,-2.7794311,-21.47841906,-20.899391
2.175,-23.21178215,-21.524216,-3.758917128,-3.7686405,-2.94902732,-2.7573569,-21.51019108,-20.915064
2.176,-23.25285372,-21.6518,-3.755928608,-3.8196144,-2.950805557,-2.794224,-21.5420239,-20.980003
2.177,-23.29384409,-21.664145,-3.75295416,-3.7875962,-2.952581933,-2.7974887,-21.57391801,-21.027618
2.178,-23.33475071,-21.692812,-3.749993728,-3.7455359,-2.954356423,-2.7470818,-21.6058739,-21.002823
2.179,-23.37557098,-21.7283,-3.747047259,-3.7864852,-2.956129001,-2.7678127,-21.63789208,-21.057987
2.18,-23.41630227,-21.803446,-3.744114698,-3.7972245,-2.957899642,-2.8009205,-21.66997303,-21.124626
2.181,-23.45694194,-21.795475,-3.741195992,-3.7632897,-2.95966832,-2.7769909,-21.70211726,-21.124077
2.182,-23.49748729,-21.882441,-3.738291088,-3.7733917,-2.96143501,-2.7900596,-21.73432528,-21.158878
2.183,-23.53793561,-21.908243,-3.735399933,-3.7824504,-2.963199688,-2.8050799,-21.7665976,-21.21586
2.184,-23.57828414,-21.916618,-3.732522473,-3.7664695,-2.964962327,-2.7830138,-21.79893474,-21.216738
2.185,-23.61853011,-22.036606,-3.729658656,-3.7467248,-2.966722905,-2.7792487,-21.83133721,-21.267862
2.186,-23.65867071,-21.962866,-3.72680843,-3.7388916,-2.968481395,-2.7913256,-21.86380553,-21.283131
2.187,-23.69870309,-22.068676,-3.723971743,-3.7491536,-2.970237774,-2.810323,-21.89634025,-21.354414
2.188,-23.73862439,-22.081728,-3.721148544,-3.7582588,-2.971992017,-2.8161116,-21.92894188,-21.38237
2.189,-23.77843171,-22.102736,-3.718338781,-3.7470772,-2.973744101,-2.7989516,-21.96161096,-21.376276
2.19,-23.81812212,-22.139067,-3.715542404,-3.735615,-2.975494001,-2.7723262,-21.99434804,-21.430191
2.191,-23.85769265,-22.217518,-3.71275936,-3.7479568,-2.977241694,-2.78023,-22.02715366,-21.443516
2.192,-23.89714034,-22.228737,-3.7099896,-3.7246287,-2.978987156,-2.7875898,-22.06002837,-21.460438
2.193,-23.93646215,-22.271357,-3.707233074,-3.7408018,-2.980730364,-2.8041027,-22.09297271,-21.519878
2.194,-23.97565507,-22.279222,-3.704489732,-3.7522435,-2.982471295,-2.8095109,-22.12598726,-21.551706
2.195,-24.014716,-22.397047,-3.701759523,-3.7580824,-2.984209925,-2.8043189,-22.15907257,-21.587051
2.196,-24.05364188,-22.393906,-3.699042399,-3.7257948,-2.985946231,-2.7894483,-22.1922292,-21.594194
2.197,-24.09242957,-22.457838,-3.696338311,-3.727694,-2.987680191,-2.8101125,-22.22545774,-21.640247
2.198,-24.13107593,-22.43206,-3.693647209,-3.6899993,-2.989411782,-2.7863905,-22.25875875,-21.665165
2.199,-24.1695778,-22.526363,-3.690969046,-3.709305,-2.991140981,-2.7960474,-22.29213282,-21.719507
2.2,-24.20793199,-22.534288,-3.688303772,-3.7300076,-2.992867766,-2.8259625,-22.32558053,-21.744139
2.201,-24.24613528,-22.495546,-3.68565134,-3.692765,-2.994592116,-2.7910945,-22.35910248,-21.754221
2.202,-24.28418444,-22.635599,-3.683011702,-3.7123077,-2.996314006,-2.806848,-22.39269925,-21.820599
2.203,-24.32207621,-22.573664,-3.68038481,-3.7132378,-2.998033417,-2.8018608,-22.42637145,-21.856113
2.204,-24.35980732,-22.691509,-3.677770618,-3.6975217,-2.999750326,-2.7799532,-22.46011969,-21.841347
2.205,-24.39737447,-22.714701,-3.675169077,-3.6892993,-3.001464711,-2.8165586,-22.49394457,-21.918898
2.206,-24.43477434,-22.763865,-3.672580143,-3.7063427,-3.00317655,-2.8454423,-22.52784671,-21.976095
2.207,-24.47200361,-22.76195,-3.670003767,-3.6802483,-3.004885824,-2.819365,-22.56182673,-21.973473
2.208,-24.50905893,-22.752979,-3.667439904,-3.6743248,-3.006592509,-2.7924764,-22.59588525,-21.968027
2.209,-24.54593692,-22.818172,-3.664888508,-3.6972561,-3.008296586,-2.8410354,-22.63002291,-22.063187
2.21,-24.58263423,-22.869917,-3.662349534,-3.6911509,-3.009998033,-2.8481095,-22.66424034,-22.105417
2.211,-24.61914745,-22.875889,-3.659822935,-3.6764734,-3.011696829,-2.8460381,-22.69853818,-22.122675
2.212,-24.65547318,-22.963129,-3.657308667,-3.7048073,-3.013392954,-2.8413403,-22.73291708,-22.183481
2.213,-24.691608,-22.911928,-3.654806684,-3.6871161,-3.015086387,-2.8265531,-22.76737769,-22.186726
2.214,-24.7275485,-22.967045,-3.652316942,-3.6733985,-3.016777108,-2.8159745,-22.80192067,-22.201992
2.215,-24.76329124,-22.9946,-3.649839397,-3.6540031,-3.018465097,-2.8060124,-22.83654669,-22.245003
2.216,-24.79883279,-23.067083,-3.647374005,-3.697403,-3.020150333,-2.8270004,-22.8712564,-22.332458
2.217,-24.83416969,-23.078447,-3.644920721,-3.6433239,-3.021832796,-2.795857,-22.90605049,-22.296352
2.218,-24.86929849,-23.089844,-3.642479502,-3.6453335,-3.023512467,-2.8349273,-22.94092963,-22.356455
2.219,-24.90421575,-23.165977,-3.640050304,-3.6475093,-3.025189325,-2.8341339,-22.97589452,-22.375002
2.22,-24.93891802,-23.226593,-3.637633084,-3.6702769,-3.026863352,-2.848954,-23.01094584,-22.45575
2.221,-24.97340183,-23.207066,-3.635227799,-3.6680074,-3.028534527,-2.8491924,-23.0460843,-22.479757
2.222,-25.00766373,-23.200541,-3.632834407,-3.6562467,-3.030202831,-2.8367009,-23.08131059,-22.497305
2.223,-25.04170029,-23.331873,-3.630452865,-3.6456616,-3.031868246,-2.8318095,-23.11662542,-22.540375
2.224,-25.07550804,-23.316448,-3.62808313,-3.6688156,-3.033530751,-2.8338618,-23.15202952,-22.569227
2.225,-25.10908355,-23.368984,-3.625725162,-3.6432092,-3.035190328,-2.8639071,-23.18752361,-22.619953
2.226,-25.14242339,-23.396236,-3.623378917,-3.6273782,-3.036846959,-2.849479,-23.22310841,-22.649326
2.227,-25.17552414,-23.498907,-3.621044355,-3.6626487,-3.038500624,-2.8751218,-23.25878466,-22.666351
2.228,-25.20838239,-23.501034,-3.618721434,-3.6087527,-3.040151304,-2.8197751,-23.29455309,-22.66551
2.229,-25.24099474,-23.466986,-3.616410113,-3.6213822,-3.041798982,-2.8380501,-23.33041447,-22.737677
2.23,-25.27335781,-23.52286,-3.614110352,-3.6556997,-3.043443639,-2.8484333,-23.36636955,-22.805727
2.231,-25.30546823,-23.53821,-3.611822109,-3.6249704,-3.045085256,-2.8479943,-23.40241908,-22.827362
2.232,-25.33732266,-23.550739,-3.609545345,-3.6605902,-3.046723816,-2.8772798,-23.43856383,-22.87925
2.233,-25.36891777,-23.642942,-3.607280018,-3.6334922,-3.048359301,-2.8643911,-23.47480458,-22.885065
2.234,-25.40025025,-23.623606,-3.60502609,-3.6238558,-3.049991692,-2.8720212,-23.51114212,-22.901318
2.235,-25.43131681,-23.639986,-3.602783521,-3.6027312,-3.051620972,-2.8507824,-23.54757722,-22.946394
2.236,-25.46211422,-23.651121,-3.600552271,-3.6183825,-3.053247123,-2.8456509,-23.58411069,-22.995886
2.237,-25.49263923,-23.756943,-3.5983323,-3.6310771,-3.054870128,-2.894062,-23.62074333,-23.049719
2.238,-25.52288865,-23.785313,-3.596123571,-3.5873325,-3.05648997,-2.8363724,-23.65747596,-23.057394
2.239,-25.5528593,-23.827917,-3.593926044,-3.6270142,-3.05810663,-2.8754911,-23.69430938,-23.105877
2.24,-25.58254807,-23.827991,-3.59173968,-3.601336,-3.059720092,-2.8636584,-23.73124442,-23.117352
2.241,-25.61195184,-23.822235,-3.589564441,-3.6131597,-3.061330338,-2.8769696,-23.76828193,-23.173607
2.242,-25.64106757,-23.904852,-3.58740029,-3.6105976,-3.062937353,-2.8885112,-23.80542273,-23.200769
2.243,-25.66989222,-23.894081,-3.585247187,-3.6156847,-3.064541118,-2.8848031,-23.84266767,-23.269941
2.244,-25.69842281,-23.925074,-3.583105096,-3.5826266,-3.066141617,-2.8684099,-23.88001762,-23.286093
2.245,-25.72665642,-23.967262,-3.580973979,-3.6205058,-3.067738834,-2.8820095,-23.91747344,-23.295366
2.246,-25.75459014,-23.971401,-3.578853799,-3.5837252,-3.069332752,-2.8960049,-23.95503599,-23.356138
2.247,-25.78222114,-24.042934,-3.576744519,-3.5720468,-3.070923354,-2.8719938,-23.99270616,-23.365765
2.248,-25.80954661,-24.031288,-3.574646101,-3.5627525,-3.072510625,-2.8518567,-24.03048484,-23.374065
2.249,-25.83656382,-24.075621,-3.57255851,-3.5756817,-3.074094548,-2.8773937,-24.06837291,-23.463331
2.25,-25.86327007,-24.093554,-3.570481708,-3.6007814,-3.075675106,-2.8606248,-24.1063713,-23.497183
2.251,-25.88966273,-24.151747,-3.56841566,-3.5778801,-3.077252285,-2.8764758,-24.14448091,-23.522757
2.252,-25.91573921,-24.206547,-3.566360329,-3.5729623,-3.078826068,-2.8862019,-24.18270266,-23.551634
2.253,-25.94149699,-24.208244,-3.56431568,-3.5739636,-3.080396439,-2.8717151,-24.22103748,-23.601395
2.254,-25.96693361,-24.197664,-3.562281678,-3.5588422,-3.081963383,-2.8819458,-24.25948631,-23.617601
2.255,-25.99204669,-24.241388,-3.560258286,-3.572989,-3.083526884,-2.904541,-24.2980501,-23.697559
2.256,-26.01683387,-24.281237,-3.55824547,-3.5813298,-3.085086926,-2.8819809,-24.33672982,-23.699276
2.257,-26.04129289,-24.315098,-3.556243195,-3.5750854,-3.086643495,-2.897362,-24.37552641,-23.760769
2.258,-26.06542155,-24.346346,-3.554251426,-3.5968916,-3.088196575,-2.9278309,-24.41444086,-23.834003
2.259,-26.08921772,-24.41058,-3.552270128,-3.5737844,-3.08974615,-2.8995442,-24.45347416,-23.806435
2.26,-26.11267933,-24.379084,-3.550299267,-3.5538497,-3.091292207,-2.8736563,-24.4926273,-23.841774
2.261,-26.1358044,-24.424511,-3.548338809,-3.5615823,-3.092834729,-2.9059582,-24.53190128,-23.899136
2.262,-26.15859101,-24.421631,-3.54638872,-3.5615184,-3.094373702,-2.9256024,-24.57129712,-23.961733
2.263,-26.18103733,-24.494471,-3.544448966,-3.5493107,-3.095909112,-2.9015238,-24.61081583,-24.00419
2.264,-26.20314159,-24.541498,-3.542519514,-3.5743685,-3.097440943,-2.9014668,-24.65045846,-24.01325
2.265,-26.2249021,-24.529936,-3.54060033,-3.5663722,-3.098969181,-2.9158871,-24.69022604,-24.092443
2.266,-26.24631727,-24.637312,-3.538691381,-3.5627031,-3.100493812,-2.8993309,-24.73011964,-24.114609
2.267,-26.26738557,-24.552046,-3.536792634,-3.520442,-3.10201482,-2.9024882,-24.77014031,-24.104685
2.268,-26.28810555,-24.562601,-3.534904057,-3.5415866,-3.103532193,-2.8916481,-24.81028912,-24.148607
2.269,-26.30847586,-24.619181,-3.533025616,-3.5808854,-3.105045915,-2.9089475,-24.85056717,-24.198732
