Freq,Measured,Simulated
1.463,0.019883215,-0.02377838
1.464,0.033259492,-0.023771284
1.465,0.047783583,-0.023764141
1.466,0.011466045,-0.023756951
1.467,0.04144391,-0.023749714
1.468,0.026759487,-0.023742432
1.469,0.010001784,-0.023735103
1.47,0.013602329,-0.023727728
1.471,0.013591416,-0.023720308
1.472,0.007335336,-0.023712843
1.473,0.004108119,-0.023705333
1.474,0.044939246,-0.023697778
1.475,-0.001067953,-0.023690179
1.476,0.041253354,-0.023682536
1.477,0.021064214,-0.023674849
1.478,0.019794345,-0.023667119
1.479,0.005787301,-0.023659345
1.48,0.024282569,-0.023651528
1.481,0.028668826,-0.023643668
1.482,0.01280832,-0.023635766
1.483,0.031005951,-0.023627822
1.484,0.012646534,-0.023619836
1.485,0.01635812,-0.023611808
1.486,0.009166996,-0.023603739
1.487,0.029790385,-0.023595628
1.488,0.049664292,-0.023587477
1.489,0.022819368,-0.023579285
1.49,0.014397805,-0.023571053
1.491,-0.000116045,-0.02356278
1.492,0.004000458,-0.023554468
1.493,0.039981995,-0.023546116
1.494,0.016240153,-0.023537725
1.495,0.019120982,-0.023529295
1.496,0.000821897,-0.023520826
1.497,0.023423286,-0.023512318
1.498,0.023033241,-0.023503772
1.499,0.034399476,-0.023495188
1.5,0.017542679,-0.023486566
1.501,0.015475675,-0.023477907
1.502,0.030595878,-0.023469211
1.503,0.021787774,-0.023460477
1.504,0.02347341,-0.023451707
1.505,0.011760226,-0.0234429
1.506,0.008462583,-0.023434057
1.507,0.035098284,-0.023425178
1.508,0.016780727,-0.023416263
1.509,0.019583805,-0.023407312
1.51,0.039704151,-0.023398327
1.511,0.032681078,-0.023389306
1.512,0.019871054,-0.02338025
1.513,0.033083577,-0.02337116
1.514,0.024987396,-0.023362036
1.515,0.051936802,-0.023352877
1.516,0.019012323,-0.023343685
1.517,0.023901043,-0.023334459
1.518,0.021381784,-0.0233252
1.519,0.03234094,-0.023315908
1.52,0.022263788,-0.023306583
1.521,0.048292384,-0.023297225
1.522,0.026870131,-0.023287835
1.523,0.030590173,-0.023278413
1.524,0.049851775,-0.023268959
1.525,0.013988078,-0.023259474
1.526,0.020118007,-0.023249956
1.527,0.028643398,-0.023240408
1.528,0.019561779,-0.023230829
1.529,0.002529983,-0.023221219
1.53,0.033814009,-0.023211579
1.531,0.006296054,-0.023201908
1.532,0.034191657,-0.023192207
1.533,0.033711977,-0.023182477
1.534,0.041652471,-0.023172717
1.535,0.027840288,-0.023162928
1.536,0.032710038,-0.023153109
1.537,0.027355468,-0.023143262
1.538,0.010132234,-0.023133386
1.539,0.025446348,-0.023123482
1.54,0.005950343,-0.023113549
1.541,0.020809418,-0.023103589
1.542,0.022124428,-0.023093601
1.543,0.016765928,-0.023083585
1.544,0.013567682,-0.023073542
1.545,0.00955114,-0.023063472
1.546,0.040777385,-0.023053375
1.547,0.035565976,-0.023043252
1.548,0.0100879,-0.023033102
1.549,0.024094872,-0.023022926
1.55,0.03554599,-0.023012724
1.551,0.035737097,-0.023002496
1.552,0.031299181,-0.022992243
1.553,0.026332373,-0.022981964
1.554,0.03427444,-0.022971661
1.555,0.019195605,-0.022961332
1.556,0.016105484,-0.022950979
1.557,0.024308672,-0.022940601
1.558,0.016241619,-0.0229302
1.559,0.023343084,-0.022919774
1.56,0.022002321,-0.022909324
1.561,-0.002840764,-0.022898851
1.562,0.024465291,-0.022888354
1.563,0.018654304,-0.022877835
1.564,-0.00059925,-0.022867292
1.565,0.011549339,-0.022856726
1.566,-0.01659706,-0.022846138
1.567,0.00920888,-0.022835528
1.568,0.045335919,-0.022824896
1.569,0.062462203,-0.022814241
1.57,0.01352986,-0.022803565
1.571,0.015834229,-0.022792868
1.572,0.020400392,-0.022782149
1.573,0.058741167,-0.022771409
1.574,0.011397559,-0.022760648
1.575,0.002885672,-0.022749866
1.576,0.025181158,-0.022739064
1.577,0.002113637,-0.022728242
1.578,0.000989808,-0.0227174
1.579,0.026598239,-0.022706537
1.58,0.017187968,-0.022695655
1.581,0.004325926,-0.022684754
1.582,0.024408842,-0.022673833
1.583,-0.02291074,-0.022662893
1.584,0.008947544,-0.022651934
1.585,0.015705481,-0.022640957
1.586,0.002494873,-0.022629961
1.587,1.36E-06,-0.022618947
1.588,0.032415319,-0.022607914
1.589,0.026805021,-0.022596864
1.59,0.003410074,-0.022585796
1.591,0.050089393,-0.02257471
1.592,0.024354825,-0.022563607
1.593,0.013366656,-0.022552487
1.594,0.000761781,-0.02254135
1.595,0.01778725,-0.022530196
1.596,0.010469908,-0.022519026
1.597,0.002330165,-0.022507839
1.598,0.023535205,-0.022496636
1.599,0.030718185,-0.022485417
1.6,0.014346068,-0.022474182
1.601,0.010089584,-0.022462932
1.602,0.007357115,-0.022451666
1.603,-0.001875527,-0.022440384
1.604,0.01812271,-0.022429088
1.605,-0.001678387,-0.022417776
1.606,0.019331474,-0.02240645
1.607,0.014220449,-0.02239511
1.608,0.005210639,-0.022383755
1.609,0.028456446,-0.022372386
1.61,0.019425739,-0.022361002
1.611,0.025477875,-0.022349605
1.612,0.00492425,-0.022338195
1.613,0.000140058,-0.02232677
1.614,0.014011681,-0.022315333
1.615,0.016677558,-0.022303882
1.616,0.004411436,-0.022292419
1.617,0.003116081,-0.022280942
1.618,0.023901129,-0.022269453
1.619,0.004197079,-0.022257952
1.62,-0.007093672,-0.022246438
1.621,0.030567206,-0.022234912
1.622,0.009706558,-0.022223375
1.623,0.027024493,-0.022211825
1.624,0.011688288,-0.022200265
1.625,0.027616158,-0.022188692
1.626,-0.002328524,-0.022177109
1.627,0.046025805,-0.022165514
1.628,0.040042676,-0.022153908
1.629,0.039365694,-0.022142292
1.63,0.0306719,-0.022130665
1.631,-0.006415379,-0.022119028
1.632,-0.007432804,-0.022107381
1.633,0.026042705,-0.022095723
1.634,0.015492691,-0.022084056
1.635,-0.001275633,-0.022072379
1.636,0.020630024,-0.022060692
1.637,-0.015337332,-0.022048996
1.638,0.04402614,-0.022037291
1.639,0.007392343,-0.022025576
1.64,-0.004113783,-0.022013853
1.641,0.016777677,-0.022002121
1.642,0.01255407,-0.02199038
1.643,0.007615205,-0.021978631
1.644,0.032678694,-0.021966874
1.645,-0.004294544,-0.021955108
1.646,0.002622303,-0.021943334
1.647,0.02744103,-0.021931553
1.648,0.001815289,-0.021919764
1.649,0.004698713,-0.021907968
1.65,-3.22E-05,-0.021896164
1.651,0.028915146,-0.021884353
1.652,0.016228881,-0.021872535
1.653,0.023791598,-0.02186071
1.654,0.014863056,-0.021848878
1.655,0.037688423,-0.02183704
1.656,-0.022778803,-0.021825195
1.657,0.013047254,-0.021813344
1.658,-0.012832536,-0.021801487
1.659,-0.006793816,-0.021789624
1.66,0.004748201,-0.021777755
1.661,-0.011326999,-0.02176588
1.662,0.000893958,-0.021754
1.663,0.024345774,-0.021742114
1.664,-0.002234435,-0.021730223
1.665,0.005195033,-0.021718327
1.666,-0.007400958,-0.021706426
1.667,0.008424649,-0.021694521
1.668,0.034532588,-0.02168261
1.669,0.028510729,-0.021670695
1.67,0.009268467,-0.021658776
1.671,0.015994973,-0.021646853
1.672,0.028188562,-0.021634925
1.673,-0.009063911,-0.021622993
1.674,-0.003012422,-0.021611058
1.675,0.02164818,-0.021599119
1.676,0.020186605,-0.021587176
1.677,0.020470001,-0.02157523
1.678,0.011285056,-0.021563281
1.679,0.02470322,-0.021551328
1.68,0.00438922,-0.021539373
1.681,0.005598054,-0.021527415
1.682,-0.000842161,-0.021515454
1.683,0.027203396,-0.02150349
1.684,-0.002067962,-0.021491524
1.685,0.015657209,-0.021479556
1.686,0.000978683,-0.021467585
1.687,0.020566966,-0.021455613
1.688,0.025423639,-0.021443638
1.689,-0.000178915,-0.021431662
1.69,-0.003025384,-0.021419684
1.691,0.002819191,-0.021407705
1.692,0.007455675,-0.021395724
1.693,0.005886509,-0.021383742
1.694,-0.005882601,-0.021371759
1.695,0.040567145,-0.021359774
1.696,-0.016472479,-0.021347789
1.697,0.011319121,-0.021335803
1.698,-0.002159075,-0.021323817
1.699,-0.004990731,-0.02131183
1.7,0.014796269,-0.021299842
1.701,0.009952183,-0.021287855
1.702,0.011314878,-0.021275867
1.703,0.005610331,-0.021263879
1.704,0.004599733,-0.021251891
1.705,0.00848282,-0.021239904
1.706,0.033055861,-0.021227917
1.707,0.002806169,-0.02121593
1.708,0.015134243,-0.021203944
1.709,0.017436191,-0.021191959
1.71,0.014270602,-0.021179975
1.711,0.001433199,-0.021167991
1.712,-0.010033557,-0.021156009
1.713,-0.005952423,-0.021144028
1.714,0.009522826,-0.021132048
1.715,0.010729184,-0.02112007
1.716,0.029011831,-0.021108093
1.717,-0.008488147,-0.021096118
1.718,0.001479233,-0.021084144
1.719,0.013290752,-0.021072173
1.72,0.007390986,-0.021060203
1.721,0.007170065,-0.021048236
1.722,-0.005184752,-0.021036271
1.723,-0.005499114,-0.021024308
1.724,0.000491633,-0.021012347
1.725,0.002631906,-0.02100039
1.726,-0.006730036,-0.020988435
1.727,0.015502454,-0.020976482
1.728,0.020762039,-0.020964533
1.729,0.004718356,-0.020952587
1.73,0.016881054,-0.020940643
1.731,0.015047811,-0.020928703
1.732,0.007452175,-0.020916767
1.733,0.004476655,-0.020904833
1.734,-0.001042497,-0.020892904
1.735,-0.011588785,-0.020880978
1.736,-0.005853169,-0.020869055
1.737,0.003295917,-0.020857137
1.738,0.011913529,-0.020845223
1.739,0.052845098,-0.020833312
1.74,0.020056427,-0.020821406
1.741,0.019371664,-0.020809504
1.742,0.038904823,-0.020797607
1.743,0.02361466,-0.020785714
1.744,-0.00401776,-0.020773825
1.745,0.021829603,-0.020761941
1.746,-0.021858752,-0.020750062
1.747,0.018073073,-0.020738188
1.748,0.002230222,-0.020726319
1.749,0.012135298,-0.020714455
1.75,0.022422928,-0.020702596
1.751,0.023306059,-0.020690743
1.752,0.015890999,-0.020678895
1.753,0.00165422,-0.020667052
1.754,0.009263055,-0.020655215
1.755,-0.011826448,-0.020643383
1.756,0.022064578,-0.020631558
1.757,-0.003333439,-0.020619738
1.758,-0.008100499,-0.020607924
1.759,0.034089491,-0.020596116
1.76,0.024071654,-0.020584314
1.761,0.010323104,-0.020572519
1.762,0.008004359,-0.02056073
1.763,0.005488345,-0.020548947
1.764,0.029228706,-0.020537171
1.765,0.013007228,-0.020525401
1.766,0.011011694,-0.020513638
1.767,0.01350088,-0.020501882
1.768,0.006956336,-0.020490132
1.769,0.010774044,-0.02047839
1.77,0.008680448,-0.020466655
1.771,0.011754971,-0.020454926
1.772,0.012564072,-0.020443205
1.773,0.039084375,-0.020431492
1.774,0.037091296,-0.020419785
1.775,0.017295823,-0.020408086
1.776,0.006512586,-0.020396395
1.777,0.002877625,-0.020384711
1.778,-0.015535321,-0.020373035
1.779,0.01874584,-0.020361367
1.78,0.014796467,-0.020349707
1.781,-0.003438616,-0.020338054
1.782,0.035755742,-0.02032641
1.783,0.010722058,-0.020314774
1.784,-0.002732617,-0.020303146
1.785,0.007966309,-0.020291527
1.786,0.018330459,-0.020279915
1.787,0.044645131,-0.020268312
1.788,0.008953366,-0.020256718
1.789,-0.016201565,-0.020245133
1.79,0.025623038,-0.020233556
1.791,0.009868145,-0.020221987
1.792,0.003162803,-0.020210428
1.793,0.003316549,-0.020198878
1.794,0.012431037,-0.020187336
1.795,-0.012009707,-0.020175804
1.796,0.01748783,-0.020164281
1.797,-0.011720734,-0.020152767
1.798,0.004489302,-0.020141262
1.799,0.012717141,-0.020129767
1.8,0.021673638,-0.020118281
1.801,0.010875765,-0.020106804
1.802,0.020785045,-0.020095337
1.803,0.033198856,-0.02008388
1.804,0.011623423,-0.020072433
1.805,0.013747856,-0.020060995
1.806,0.024045443,-0.020049568
1.807,0.006202392,-0.02003815
1.808,0.008087947,-0.020026742
1.809,0.036924507,-0.020015344
1.81,-0.013849138,-0.020003957
1.811,0.013749271,-0.01999258
1.812,0.008284668,-0.019981213
1.813,0.008007213,-0.019969856
1.814,0.035528474,-0.01995851
1.815,0.039054569,-0.019947174
