Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","dB(S(3,1)) []","dB(S(4,1)) []"
1,-4.8439203677,-7.1095240683,-6.0216123638,-7.0155370957
1.001,-4.8424651896,-7.1115444223,-6.0211824853,-7.017222311
1.002,-4.8410113636,-7.1135660864,-6.0207508642,-7.0189080707
1.003,-4.839558896,-7.115589058,-6.0203174968,-7.0205943719
1.004,-4.8381077931,-7.1176133341,-6.0198823792,-7.0222812115
1.005,-4.8366580611,-7.119638912,-6.0194455078,-7.0239685864
1.006,-4.8352097061,-7.1216657889,-6.0190068787,-7.0256564936
1.007,-4.8337627344,-7.1236939618,-6.0185664883,-7.0273449301
1.008,-4.8323171523,-7.1257234281,-6.0181243328,-7.0290338928
1.009,-4.8308729659,-7.1277541848,-6.0176804084,-7.0307233787
1.01,-4.8294301814,-7.1297862291,-6.0172347113,-7.0324133847
1.011,-4.827988805,-7.1318195581,-6.0167872379,-7.0341039077
1.012,-4.826548843,-7.1338541691,-6.0163379843,-7.0357949448
1.013,-4.8251103015,-7.135890059,-6.0158869467,-7.0374864928
1.014,-4.8236731867,-7.1379272251,-6.0154341215,-7.0391785488
1.015,-4.8222375049,-7.1399656645,-6.0149795048,-7.0408711097
1.016,-4.8208032622,-7.1420053743,-6.014523093,-7.0425641725
1.017,-4.8193704649,-7.1440463516,-6.0140648821,-7.0442577341
1.018,-4.817939119,-7.1460885935,-6.0136048685,-7.0459517915
1.019,-4.8165092309,-7.148132097,-6.0131430484,-7.0476463417
1.02,-4.8150808066,-7.1501768594,-6.012679418,-7.0493413816
1.021,-4.8136538524,-7.1522228776,-6.0122139735,-7.0510369082
1.022,-4.8122283744,-7.1542701487,-6.0117467112,-7.0527329185
1.023,-4.8108043789,-7.1563186698,-6.0112776273,-7.0544294094
1.024,-4.8093818719,-7.158368438,-6.010806718,-7.056126378
1.025,-4.8079608597,-7.1604194503,-6.0103339795,-7.0578238211
1.026,-4.8065413485,-7.1624717037,-6.0098594081,-7.0595217358
1.027,-4.8051233444,-7.1645251953,-6.009383,-7.0612201191
1.028,-4.8037068535,-7.1665799221,-6.0089047514,-7.0629189679
1.029,-4.802291882,-7.1686358812,-6.0084246586,-7.0646182792
1.03,-4.8008784362,-7.1706930695,-6.0079427176,-7.06631805
1.031,-4.7994665221,-7.172751484,-6.0074589249,-7.0680182773
1.032,-4.7980561459,-7.1748111219,-6.0069732765,-7.0697189581
1.033,-4.7966473138,-7.1768719799,-6.0064857687,-7.0714200893
1.034,-4.7952400318,-7.1789340553,-6.0059963977,-7.073121668
1.035,-4.7938343063,-7.1809973448,-6.0055051597,-7.0748236912
1.036,-4.7924301432,-7.1830618455,-6.0050120509,-7.0765261557
1.037,-4.7910275488,-7.1851275544,-6.0045170676,-7.0782290587
1.038,-4.7896265291,-7.1871944684,-6.004020206,-7.0799323972
1.039,-4.7882270904,-7.1892625845,-6.0035214621,-7.081636168
1.04,-4.7868292387,-7.1913318995,-6.0030208324,-7.0833403684
1.041,-4.7854329803,-7.1934024105,-6.0025183129,-7.0850449951
