"Freq [GHz]","dB(S(3,2)) []","dB(S(4,2)) []","dB(S(4,3)) []"
1.108,-5.16863923931415,-13.4906990893399,-7.02079732708823
1.109,-5.16750614163791,-13.5090643475597,-7.02624862374672
1.11,-5.16637811901481,-13.5273647863327,-7.03173092048825
1.111,-5.1652552283872,-13.5455979467615,-7.03724439050432
1.112,-5.16413752711386,-13.5637613321973,-7.04278920784237
1.113,-5.16302507297268,-13.5818524081356,-7.04836554740769
1.114,-5.16191792416336,-13.5998686021301,-7.05397358496536
1.115,-5.16081613931015,-13.6178073037286,-7.05961349714208
1.116,-5.15971977746458,-13.635665864428,-7.06528546142799
1.117,-5.1586288981082,-13.6534415976527,-7.07098965617841
1.118,-5.15754356115531,-13.6711317787545,-7.07672626061551
1.119,-5.15646382695577,-13.6887336450373,-7.08249545482996
1.12,-5.15538975629771,-13.7062443958057,-7.08829741978247
1.121,-5.15432141041038,-13.723661192439,-7.09413233730531
1.122,-5.15325885096687,-13.7409811584924,-7.10000039010374
1.123,-5.15220214008695,-13.7582013798246,-7.10590176175737
1.124,-5.15115134033987,-13.7753189047547,-7.11183663672147
1.125,-5.15010651474716,-13.7923307442475,-7.11780520032822
1.126,-5.14906772678547,-13.8092338721295,-7.12380763878784
1.127,-5.14803504038942,-13.8260252253362,-7.12984413918969
1.128,-5.14700851995438,-13.8427017041911,-7.13591488950325
1.129,-5.1459882303394,-13.8592601727181,-7.14202007857911
1.13,-5.14497423687001,-13.8756974589878,-7.14815989614973
1.131,-5.1439666053411,-13.8920103554992,-7.15433453283028
1.132,-5.14296540201979,-13.9081956195964,-7.1605441801193
1.133,-5.14197069364833,-13.9242499739234,-7.16678903039924
1.134,-5.14098254744696,-13.9401701069154,-7.17306927693705
1.135,-5.14000103111682,-13.9559526733301,-7.1793851138845
1.136,-5.13902621284286,-13.9715942948171,-7.18573673627856
1.137,-5.13805816129673,-13.9870915605291,-7.19212434004158
1.138,-5.13709694563969,-14.0024410277735,-7.19854812198142
1.139,-5.13614263552556,-14.0176392227067,-7.20500827979146
1.14,-5.13519530110362,-14.0326826410704,-7.21150501205048
1.141,-5.13425501302156,-14.0475677489728,-7.21803851822254
1.142,-5.13332184242841,-14.0622909837133,-7.22460899865656
1.143,-5.1323958609775,-14.0768487546525,-7.23121665458601
1.144,-5.13147714082936,-14.0912374441279,-7.23786168812825
1.145,-5.13056575465475,-14.1054534084166,-7.24454430228396
1.146,-5.12966177563756,-14.1194929787438,-7.25126470093634
1.147,-5.1287652774778,-14.1333524623398,-7.25802308885016
1.148,-5.12787633439457,-14.1470281435441,-7.26481967167075
1.149,-5.12699502112901,-14.1605162849589,-7.27165465592286
1.15,-5.12612141294729,-14.1738131286499,-7.27852824900925
1.151,-5.12525558564362,-14.1869148973975,-7.28544065920942
1.152,-5.12439761554317,-14.1998177959962,-7.29239209567784
1.153,-5.1235475795051,-14.2125180126037,-7.29938276844232
1.154,-5.12270555492555,-14.2250117201398,-7.30641288840212
1.155,-5.1218716197406,-14.2372950777342,-7.31348266732589
1.156,-5.1210458524293,-14.2493642322243,-7.32059231784949
1.157,-5.12022833201662,-14.2612153197015,-7.32774205347364
1.158,-5.11941913807652,-14.2728444671075,-7.3349320885614
1.159,-5.11861835073486,-14.2842477938783,-7.34216263833548
1.16,-5.11782605067245,-14.2954214136371,-7.34943391887541
1.161,-5.11704231912805,-14.3063614359349,-7.35674614711443
1.162,-5.11626723790136,-14.3170639680379,-7.36409954083639
1.163,-5.11550088935599,-14.3275251167617,-7.37149431867225
1.164,-5.11474335642254,-14.3377409903512,-7.37893070009653
1.165,-5.1139947226015,-14.3477077004047,-7.38640890542353
1.166,-5.11325507196631,-14.3574213638424,-7.39392915580335
1.167,-5.11252448916634,-14.3668781049168,-7.40149167321763
1.168,-5.11180305942989,-14.3760740572647,-7.40909668047531
1.169,-5.11109086856718,-14.3850053659997,-7.41674440120786
1.17,-5.1103880029733,-14.3936681898421,-7.42443505986453
1.171,-5.10969454963129,-14.4020587032866,-7.43216888170732
1.172,-5.10901059611501,-14.4101730988049,-7.43994609280565
1.173,-5.10833623059222,-14.4180075890822,-7.44776692003088
1.174,-5.10767154182749,-14.4255584092841,-7.45563159105055
1.175,-5.10701661918517,-14.4328218193544,-7.46354033432237
1.176,-5.10637155263243,-14.4397941063394,-7.471493379088
1.177,-5.10573643274212,-14.4464715867372,-7.47949095536654
1.178,-5.10511135069581,-14.45285060887,-7.48753329394775
1.179,-5.10449639828668,-14.4589275552772,-7.49562062638504
1.18,-5.10389166792249,-14.4646988451248,-7.50375318498811
1.181,-5.10329725262851,-14.4701609366314,-7.51193120281545
1.182,-5.10271324605046,-14.4753103295049,-7.5201549136664
1.183,-5.1021397424574,-14.4801435673901,-7.52842455207299
1.184,-5.10157683674467,-14.4846572403214,-7.53674035329148
1.185,-5.10102462443678,-14.4888479871793,-7.5451025532936
1.186,-5.1004832016903,-14.4927124981475,-7.55351138875742
1.187,-5.09995266529673,-14.4962475171669,-7.56196709705801
1.188,-5.09943311268542,-14.4994498443823,-7.57046991625763
1.189,-5.09892464192639,-14.5023163385815,-7.57902008509568
1.19,-5.09842735173318,-14.5048439196194,-7.58761784297829
1.191,-5.09794134146568,-14.507029570827,-7.59626342996756
1.192,-5.09746671113303,-14.5088703413998,-7.60495708677043
1.193,-5.09700356139631,-14.5103633487633,-7.61369905472719
1.194,-5.09655199357145,-14.5115057809109,-7.62248957579957
1.195,-5.09611210963195,-14.5122948987117,-7.63132889255854
1.196,-5.09568401221167,-14.5127280381839,-7.6402172481717
1.197,-5.09526780460758,-14.5128026127307,-7.64915488639013
1.198,-5.09486359078251,-14.5125161153347,-7.65814205153503
1.199,-5.09447147536786,-14.5118661207073,-7.66717898848382
1.2,-5.0940915636663,-14.5108502873903,-7.67626594265585
1.201,-5.09372396165448,-14.5094663598046,-7.68540315999766
1.202,-5.09336877598568,-14.5077121702448,-7.6945908869678
1.203,-5.09302611399245,-14.5055856408139,-7.70382937052121
1.204,-5.09269608368929,-14.5030847852964,-7.71311885809311
1.205,-5.0923787937752,-14.5002077109664,-7.7224595975824
1.206,-5.09207435363629,-14.4969526203262,-7.73185183733464
1.207,-5.09178287334838,-14.4933178127742,-7.74129582612446
1.208,-5.09150446367951,-14.4893016861977,-7.75079181313749
1.209,-5.09123923609245,-14.4849027384881,-7.76034004795179
1.21,-5.09098730274727,-14.4801195689763,-7.76994078051871
1.211,-5.09074877650374,-14.4749508797846,-7.77959426114327
1.212,-5.0905237709238,-14.4693954770936,-7.78930074046388
1.213,-5.09031240027402,-14.4634522723214,-7.79906046943162
1.214,-5.09011477952795,-14.4571202832123,-7.80887369928885
1.215,-5.08993102436853,-14.4503986348338,-7.81874068154732
1.216,-5.08976125119043,-14.4432865604801,-7.8286616679655
1.217,-5.08960557710233,-14.4357834024792,-7.83863691052559
1.218,-5.08946411992925,-14.4278886129036,-7.84866666140956
1.219,-5.08933699821477,-14.4196017541814,-7.8587511729748
1.22,-5.08922433122329,-14.4109224996094,-7.86889069772906
1.221,-5.0891262389422,-14.4018506337637,-7.87908548830458
1.222,-5.08904284208406,-14.3923860528103,-7.88933579743178
1.223,-5.08897426208868,-14.3825287647124,-7.89964187791199
1.224,-5.0889206211253,-14.3722788893364,-7.91000398258968
1.225,-5.08888204209457,-14.3616366584546,-7.92042236432386
1.226,-5.08885864863062,-14.350602415645,-7.93089727595868
1.227,-5.08885056510302,-14.3391766160894,-7.94142897029349
1.228,-5.08885791661877,-14.3273598262687,-7.95201770005183
1.229,-5.08888082902416,-14.3151527235573,-7.96266371784982
1.23,-5.08891942890669,-14.3025560957162,-7.97336727616374
1.231,-5.08897384359687,-14.2895708402872,-7.98412862729669
1.232,-5.08904420117003,-14.2761979638874,-7.99494802334448
1.233,-5.08913063044809,-14.262438581408,-8.00582571616061
1.234,-5.08923326100122,-14.2482939151162,-8.01676195732046
1.235,-5.08935222314956,-14.2337652936634,-8.02775699808446
1.236,-5.08948764796481,-14.2188541510021,-8.03881108936041
1.237,-5.08963966727178,-14.2035620252119,-8.04992448166492
1.238,-5.08980841365002,-14.187890557238,-8.06109742508377
1.239,-5.08999402043519,-14.1718414895442,-8.07233016923142
1.24,-5.09019662172054,-14.1554166646836,-8.0836229632094
1.241,-5.09041635235833,-14.1386180237873,-8.09497605556387
1.242,-5.09065334796112,-14.1214476049776,-8.10638969424191
1.243,-5.09090774490307,-14.1039075417051,-8.11786412654698
1.244,-5.0911796803212,-14.0860000610144,-8.12939959909311
1.245,-5.0914692921165,-14.0677274817415,-8.14099635775815
1.246,-5.09177671895516,-14.0490922126454,-8.15265464763579
1.247,-5.09210210026956,-14.030096750478,-8.16437471298648
1.248,-5.09244557625933,-14.0107436779943,-8.17615679718714
1.249,-5.09280728789229,-13.9910356619083,-8.18800114267978
1.25,-5.09318737690537,-13.9709754507962,-8.19990799091878
1.251,-5.09358598580543,-13.9505658729509,-8.21187758231698
1.252,-5.09400325787007,-13.9298098341926,-8.22391015619052
1.253,-5.09443933714833,-13.9087103156365,-8.23600595070239
1.254,-5.09489436846139,-13.8872703714244,-8.24816520280459
1.255,-5.09536849740311,-13.8654931264204,-8.26038814817909
1.256,-5.09586187034062,-13.8433817738774,-8.27267502117721
1.257,-5.09637463441474,-13.8209395730753,-8.28502605475785
1.258,-5.09690693754043,-13.7981698469366,-8.29744148042405
1.259,-5.09745892840711,-13.7750759796216,-8.30992152815829
1.26,-5.09803075647888,-13.7516614141067,-8.32246642635619
1.261,-5.09862257199482,-13.7279296497505,-8.33507640175871
1.262,-5.09923452596899,-13.7038842398495,-8.34775167938287
1.263,-5.0998667701906,-13.6795287891876,-8.36049248245084
1.264,-5.10051945722393,-13.6548669515829,-8.37329903231744
1.265,-5.10119274040824,-13.6299024274339,-8.38617154839598
1.266,-5.10188677385764,-13.6046389612698,-8.3991102480825
1.267,-5.10260171246081,-13.5790803393065,-8.41211534667823
1.268,-5.1033377118807,-13.5532303870119,-8.42518705731034
1.269,-5.10409492855412,-13.5270929666839,-8.43832559085099
1.27,-5.10487351969128,-13.5006719750424,-8.45153115583446
1.271,-5.10567364327521,-13.4739713408398,-8.46480395837257
1.272,-5.10649545806114,-13.4469950224907,-8.47814420206809
1.273,-5.10733912357575,-13.4197470057255,-8.49155208792639
1.274,-5.10820480011639,-13.3922313012675,-8.50502781426501
1.275,-5.10909264875018,-13.3644519425382,-8.51857157662138
1.276,-5.11000283131303,-13.3364129833922,-8.53218356765838
1.277,-5.11093551040854,-13.3081184958823,-8.54586397706801
1.278,-5.1118908494069,-13.2795725680593,-8.55961299147278
1.279,-5.11286901244361,-13.2507793018063,-8.57343079432514
1.28,-5.11387016441814,-13.2217428107094,-8.58731756580459
1.281,-5.11489447099251,-13.1924672179679,-8.6012734827127
1.282,-5.11594209858976,-13.1629566543434,-8.61529871836577
1.283,-5.11701321439234,-13.1332152561503,-8.62939344248529
1.284,-5.11810798634039,-13.1032471632894,-8.64355782108598
1.285,-5.11922658312992,-13.0730565173243,-8.65779201636146
1.286,-5.12036917421091,-13.0426474596027,-8.67209618656753
1.287,-5.1215359297853,-13.0120241294235,-8.686470485903
1.288,-5.12272702080488,-12.9811906622497,-8.70091506438794
1.289,-5.12394261896905,-12.9501511879687,-8.71543006773939
1.29,-5.12518289672254,-12.9189098292005,-8.73001563724453
1.291,-5.12644802725299,-12.8874706996534,-8.74467190963107
1.292,-5.12773818448838,-12.8558379025288,-8.75939901693511
1.293,-5.12905354309445,-12.8240155289747,-8.77419708636613
1.294,-5.13039427847192,-12.7920076565882,-8.7890662401692
1.295,-5.13176056675366,-12.7598183479682,-8.80400659548443
1.296,-5.13315258480173,-12.7274516493158,-8.81901826420344
1.297,-5.13457051020428,-12.6949115890857,-8.83410135282297
1.298,-5.13601452127241,-12.6622021766858,-8.84925596229538
1.299,-5.13748479703684,-12.6293274012264,-8.86448218787636
1.3,-5.13898151724451,-12.5962912303183,-8.87978011896915
1.301,-5.14050486235503,-12.5630976089191,-8.8951498389661
1.302,-5.14205501353706,-12.529750458228,-8.91059142508661
1.303,-5.14363215266452,-12.4962536746286,-8.9261049482121
1.304,-5.14523646231273,-12.4626111286785,-8.9416904727176
1.305,-5.14686812575438,-12.4288266641465,-8.95734805629995
1.306,-5.14852732695542,-12.394904097095,-8.97307774980263
1.307,-5.15021425057077,-12.3608472150093,-8.9888795970372
1.308,-5.15192908194001,-12.3266597759705,-9.00475363460109
1.309,-5.15367200708282,-12.2923455078741,-9.02069989169197
1.31,-5.15544321269438,-12.2579081076909,-9.03671838991841
1.311,-5.15724288614061,-12.2233512407715,-9.05280914310692
1.312,-5.15907121545327,-12.1886785401923,-9.06897215710522
1.313,-5.160928389325,-12.1538936061429,-9.08520742958176
1.314,-5.1628145971041,-12.119000005354,-9.10151494982139
1.315,-5.1647300287893,-12.084001270564,-9.11789469851722
1.316,-5.16667487502434,-12.0489009000251,-9.13434664755831
1.317,-5.16864932709244,-12.0137023570464,-9.15087075981369
1.318,-5.17065357691061,-11.9784090695738,-9.167466988912
1.319,-5.17268781702381,-11.9430244298062,-9.18413527901725
1.32,-5.17475224059907,-11.9075517938456,-9.20087556460036
1.321,-5.17684704141931,-11.8719944813823,-9.2176877702064
1.322,-5.17897241387719,-11.8363557754119,-9.23457181021762
1.323,-5.18112855296869,-11.8006389219853,-9.25152758861222
1.324,-5.18331565428664,-11.7648471299888,-9.26855499871867
1.325,-5.18553391401403,-11.7289835709553,-9.28565392296554
1.326,-5.18778352891726,-11.6930513789036,-9.30282423262705
1.327,-5.19006469633915,-11.6570536502069,-9.32006578756386
1.328,-5.19237761419193,-11.6209934434876,-9.33737843595945
1.329,-5.19472248094993,-11.5848737795389,-9.35476201405183
1.33,-5.19709949564229,-11.548697641272,-9.3722163458605
1.331,-5.19950885784537,-11.5124679736869,-9.38974124290875
1.332,-5.20195076767512,-11.4761876838677,-9.4073365039413
1.333,-5.20442542577928,-11.4398596409999,-9.42500191463682
1.334,-5.20693303332935,-11.4034866764094,-9.44273724731601
1.335,-5.20947379201256,-11.367071583623,-9.46054226064437
1.336,-5.21204790402354,-11.3306171184479,-9.47841669933042
1.337,-5.21465557205592,-11.2941259990714,-9.49636029381858
1.338,-5.21729699929377,-11.2576009061778,-9.51437275997744
1.339,-5.21997238940288,-11.2210444830839,-9.53245379878252
1.34,-5.22268194652187,-11.1844593358904,-9.55060309599446
1.341,-5.22542587525316,-11.1478480336491,-9.56882032183173
1.342,-5.22820438065381,-11.1112131085462,-9.58710513063839
1.343,-5.23101766822614,-11.0745570560987,-9.60545716054667
1.344,-5.2338659439083,-11.0378823353652,-9.62387603313437
1.345,-5.23674941406454,-11.0011913691696,-9.6423613530771
1.346,-5.23966828547548,-10.9644865443363,-9.66091270779529
1.347,-5.24262276532808,-10.9277702119383,-9.67952966709602
1.348,-5.24561306120556,-10.8910446875544,-9.69821178280964
1.349,-5.24863938107711,-10.854312251538,-9.71695858842113
1.35,-5.25170193328747,-10.8175751492949,-9.73576959869633
1.351,-5.2548009265463,-10.7808355915699,-9.75464430930285
1.352,-5.25793656991744,-10.7440957547424,-9.77358219642594
1.353,-5.26110907280803,-10.7073577811292,-9.792582716379
1.354,-5.2643186449574,-10.6706237792946,-9.81164530520912
1.355,-5.26756549642585,-10.6338958243676,-9.83076937829734
1.356,-5.27084983758326,-10.597175958365,-9.84995432995389
1.357,-5.27417187909756,-10.56046619052,-9.86919953300846
1.358,-5.27753183192301,-10.5237684976164,-9.88850433839516
1.359,-5.2809299072883,-10.4870848243271,-9.907868074733
1.36,-5.28436631668459,-10.4504170835572,-9.92729004790095
1.361,-5.28784127185327,-10.4137671567909,-9.94676954060868
1.362,-5.29135498477362,-10.3771368944414,-9.96630581196209
1.363,-5.29490766765034,-10.3405281162041,-9.98589809702449
1.364,-5.29849953290084,-10.3039426114129,-10.0055456063731
1.365,-5.30213079314248,-10.2673821393973,-10.0252475256509
1.366,-5.30580166117949,-10.2308484298433,-10.0450030151147
1.367,-5.30951234998996,-10.1943431831541,-10.064811209178
1.368,-5.31326307271242,-10.1578680708131,-10.0846712159507
1.369,-5.31705404263248,-10.1214247357473,-10.104582116774
1.37,-5.32088547316915,-10.0850147926912,-10.1245429657525
1.371,-5.32475757786113,-10.0486398285516,-10.1445527892815
1.372,-5.32867057035283,-10.0123014027716,-10.1646105855712
1.373,-5.33262466438035,-9.97600104769509,-10.1847153241686
1.374,-5.3366200737572,-9.93974026893003,-10.2048659454743
1.375,-5.34065701235992,-9.90352054571165,-10.2250613602583
1.376,-5.34473569411356,-9.86734333126428,-10.2453004491723
1.377,-5.34885633297697,-9.83121005316215,-10.2655820622593
1.378,-5.35301914292795,-9.79512211368875,-10.2859050184616
1.379,-5.35722433794825,-9.75908089019466,-10.3062681051268
1.38,-5.36147213200845,-9.72308773545352,-10.3266700775118
1.381,-5.36576273905263,-9.68714397801625,-10.347109658286
1.382,-5.37009637298293,-9.65125092256293,-10.3675855370331
1.383,-5.37447324764398,-9.61540985025261,-10.3880963697525
1.384,-5.37889357680714,-9.57962201907068,-10.4086407783603
1.385,-5.38335757415461,-9.54388866417359,-10.4292173501904
1.386,-5.38786545326344,-9.50821099823105,-10.4498246374959
1.387,-5.39241742758931,-9.47259021176544,-10.4704611569517
1.388,-5.39701371045025,-9.43702747348811,-10.4911253891582
1.389,-5.40165451501018,-9.40152393063302,-10.5118157781466
1.39,-5.40634005426234,-9.366080709287,-10.5325307308868
1.391,-5.4110705410125,-9.33069891471692,-10.5532686167976
1.392,-5.41584618786219,-9.29537963169362,-10.5740277672607
1.393,-5.42066720719163,-9.26012392481245,-10.5948064751375
1.394,-5.42553381114262,-9.22493283881041,-10.6156029942915
1.395,-5.4304462116013,-9.18980739887977,-10.6364155391145
1.396,-5.43540462018074,-9.15474861097823,-10.6572422840591
1.397,-5.44040924820342,-9.11975746213538,-10.6780813631765
1.398,-5.44546030668362,-9.08483492075561,-10.6989308696624
1.399,-5.45055800630963,-9.0499819369173,-10.7197888554089
1.4,-5.45570255742585,-9.01519944266823,-10.7406533305657
1.401,-5.46089417001482,-8.98048835231739,-10.7615222631098
1.402,-5.46613305367907,-8.94584956272281,-10.7823935784247
1.403,-5.47141941762288,-8.91128395357577,-10.8032651588907
1.404,-5.47675347063397,-8.876792387681,-10.8241348434855
1.405,-5.48213542106497,-8.84237571123323,-10.8450004273981
1.406,-5.48756547681489,-8.80803475408969,-10.8658596616548
1.407,-5.49304384531043,-8.77377033003898,-10.8867102527591
1.408,-5.49857073348723,-8.73958323706571,-10.907549862347
1.409,-5.5041463477709,-8.70547425761175,-10.9283761068577
1.41,-5.50977089405816,-8.67144415883313,-10.9491865572206
1.411,-5.51544457769764,-8.63749369285345,-10.9699787385607
1.412,-5.52116760347079,-8.60362359701313,-10.9907501299223
1.413,-5.52694017557256,-8.56983459411503,-11.0114981640127
1.414,-5.53276249759211,-8.53612739266616,-11.0322202269666
1.415,-5.53863477249329,-8.5025026871155,-11.0529136581323
1.416,-5.5445572025952,-8.46896115808804,-11.0735757498815
1.417,-5.55052998955251,-8.43550347261508,-11.0942037474431
1.418,-5.55655333433585,-8.40213028436074,-11.1147948487618
1.419,-5.562627437212,-8.36884223384466,-11.1353462043843
1.42,-5.5687524977241,-8.33563994866098,-11.155854917373
1.421,-5.57492871467175,-8.30252404369376,-11.176318043248
1.422,-5.58115628609105,-8.26949512132848,-11.1967325899605
1.423,-5.58743540923455,-8.23655377166011,-11.2170955178974
1.424,-5.59376628055124,-8.20370057269747,-11.2374037399183
1.425,-5.60014909566636,-8.17093609056398,-11.2576541214272
1.426,-5.60658404936121,-8.13826087969491,-11.2778434804799
1.427,-5.61307133555298,-8.10567548303109,-11.2979685879274
1.428,-5.61961114727439,-8.07318043220911,-11.3180261675985
1.429,-5.62620367665341,-8.04077624774808,-11.3380128965207
1.43,-5.63284911489293,-8.00846343923304,-11.3579254051835
1.431,-5.6395476522503,-7.97624250549484,-11.3777602778424
1.432,-5.64629947801696,-7.94411393478682,-11.3975140528675
1.433,-5.65310478049796,-7.91207820495815,-11.4171832231364
1.434,-5.6599637469915,-7.88013578362382,-11.4367642364738
1.435,-5.66687656376843,-7.84828712833154,-11.4562534961388
1.436,-5.67384341605174,-7.81653268672535,-11.4756473613601
1.437,-5.68086448799603,-7.78487289670613,-11.4949421479229
1.438,-5.687939962667,-7.75330818658895,-11.5141341288063
1.439,-5.69507002202088,-7.72183897525749,-11.5332195348735
1.44,-5.70225484688393,-7.69046567231523,-11.5521945556169
1.441,-5.7094946169319,-7.65918867823386,-11.5710553399572
1.442,-5.71678951066948,-7.62800838449859,-11.5897979970998
1.443,-5.72413970540983,-7.5969251737507,-11.6084185974485
1.444,-5.73154537725403,-7.56593941992708,-11.6269131735774
1.445,-5.73900670107066,-7.53505148839711,-11.6452777212631
1.446,-5.74652385047533,-7.50426173609665,-11.663508200577
1.447,-5.75409699781019,-7.47357051165935,-11.6816005370398
1.448,-5.76172631412367,-7.44297815554527,-11.6995506228374
1.449,-5.76941196914999,-7.41248500016684,-11.7173543181012
