"Freq [GHz]","dB(S(3,2)) []","dB(S(4,2)) []","dB(S(4,3)) []"
1.063,-5.2240340370747,-4.23954723462701,-6.78790807863245
1.064,-5.2227252504323,-4.23543030748479,-6.79207270715423
1.065,-5.22141936573013,-4.23130615136314,-6.79626128847286
1.066,-5.2201164237895,-4.22717475745004,-6.80047395817114
1.067,-5.21881646573818,-4.22303611700724,-6.80471085255147
1.068,-5.21751953301261,-4.21889022137169,-6.80897210863889
1.069,-5.21622566736006,-4.21473706195716,-6.81325786418395
1.07,-5.21493491084087,-4.21057663025569,-6.81756825766572
1.071,-5.21364730583061,-4.20640891783925,-6.82190342829468
1.072,-5.21236289502238,-4.20223391636123,-6.82626351601563
1.073,-5.21108172142899,-4.19805161755811,-6.83064866151065
1.074,-5.20980382838527,-4.19386201325104,-6.83505900620198
1.075,-5.20852925955027,-4.18966509534745,-6.83949469225488
1.076,-5.20725805890961,-4.18546085584278,-6.84395586258052
1.077,-5.20599027077772,-4.18124928682202,-6.84844266083889
1.078,-5.20472593980015,-4.17703038046153,-6.85295523144154
1.079,-5.2034651109559,-4.17280412903065,-6.85749371955453
1.08,-5.20220782955976,-4.16857052489344,-6.86205827110115
1.081,-5.2009541412646,-4.16432956051043,-6.86664903276481
1.082,-5.19970409206377,-4.16008122844039,-6.87126615199174
1.083,-5.19845772829342,-4.15582552134205,-6.87590977699378
1.084,-5.19721509663493,-4.15156243197596,-6.88058005675116
1.085,-5.19597624411723,-4.14729195320621,-6.8852771410152
1.086,-5.19474121811928,-4.14301407800237,-6.89000118031101
1.087,-5.19351006637238,-4.13872879944125,-6.89475232594017
1.088,-5.1922828369627,-4.13443611070879,-6.89953072998344
1.089,-5.19105957833363,-4.13013600510196,-6.90433654530332
1.09,-5.18984033928828,-4.12582847603064,-6.90916992554674
1.091,-5.1886251689919,-4.12151351701955,-6.91403102514764
1.092,-5.18741411697438,-4.11719112171021,-6.91891999932946
1.093,-5.18620723313272,-4.11286128386284,-6.92383700410778
1.094,-5.18500456773351,-4.10852399735842,-6.92878219629278
1.095,-5.18380617141548,-4.10417925620062,-6.9337557334917
1.096,-5.18261209519197,-4.09982705451786,-6.93875777411134
1.097,-5.18142239045345,-4.09546738656532,-6.94378847736046
1.098,-5.1802371089701,-4.09110024672699,-6.94884800325216
1.099,-5.17905630289437,-4.08672562951779,-6.95393651260623
1.1,-5.17788002476348,-4.08234352958561,-6.95905416705151
1.101,-5.17670832750205,-4.07795394171345,-6.96420112902812
1.102,-5.17554126442465,-4.07355686082159,-6.96937756178975
1.103,-5.17437888923842,-4.06915228196964,-6.97458362940586
1.104,-5.17322125604566,-4.06474020035885,-6.97981949676384
1.105,-5.17206841934646,-4.06032061133419,-6.98508532957118
1.106,-5.17092043404132,-4.05589351038664,-6.99038129435748
1.107,-5.1697773554338,-4.05145889315537,-6.99570755847659
1.108,-5.16863923923314,-4.04701675543002,-7.00106429010854
1.109,-5.16750614155697,-4.04256709315302,-7.00645165826155
1.11,-5.16637811893394,-4.03810990242178,-7.01186983277389
1.111,-5.16525522830641,-4.0336451794911,-7.01731898431577
1.112,-5.16413752703316,-4.02917292077546,-7.02279928439116
1.113,-5.16302507289208,-4.02469312285141,-7.02831090533949
1.114,-5.16191792408287,-4.0202057824599,-7.03385402033744
1.115,-5.16081613922977,-4.01571089650872,-7.03942880340053
1.116,-5.15971977738432,-4.01120846207489,-7.04503542938472
1.117,-5.15862889802806,-4.00669847640716,-7.05067407398796
1.118,-5.15754356107531,-4.00218093692837,-7.05634491375165
1.119,-5.15646382687591,-3.99765584123802,-7.0620481260621
1.12,-5.155389756218,-3.99312318711472,-7.0677838891518
1.121,-5.15432141033082,-3.98858297251877,-7.07355238210078
1.122,-5.15325885088747,-3.98403519559462,-7.07935378483778
1.123,-5.15220214000772,-3.97947985467352,-7.08518827814143
1.124,-5.15115134026081,-3.97491694827607,-7.09105604364131
1.125,-5.15010651466828,-3.9703464751148,-7.09695726381897
1.126,-5.14906772670678,-3.96576843409687,-7.10289212200885
1.127,-5.14803504031092,-3.96118282432665,-7.10886080239915
1.128,-5.14700851987609,-3.95658964510844,-7.11486349003257
1.129,-5.14598823026132,-3.95198889594912,-7.12090037080706
1.13,-5.14497423679214,-3.94738057656092,-7.12697163147637
1.131,-5.14396660526345,-3.9427646868641,-7.13307745965064
1.132,-5.14296540194236,-3.93814122698975,-7.13921804379679
1.133,-5.14197069357114,-3.93351019728255,-7.14539357323889
1.134,-5.14098254737001,-3.92887159830355,-7.1516042381584
1.135,-5.14000103104011,-3.92422543083301,-7.15785022959435
1.136,-5.1390262127664,-3.91957169587329,-7.16413173944341
1.137,-5.13805816122052,-3.9149103946516,-7.17044896045981
1.138,-5.13709694556375,-3.910241528623,-7.17680208625526
1.139,-5.13614263544988,-3.90556509947324,-7.18319131129866
1.14,-5.13519530102822,-3.90088110912171,-7.18961683091579
1.141,-5.13425501294644,-3.8961895597244,-7.19607884128881
1.142,-5.13332184235358,-3.89149045367681,-7.2025775394557
1.143,-5.13239586090295,-3.88678379361703,-7.20911312330959
1.144,-5.1314771407551,-3.88206958242871,-7.21568579159791
1.145,-5.1305657545808,-3.87734782324407,-7.2222957439215
1.146,-5.12966177556391,-3.87261851944698,-7.22894318073353
1.147,-5.12876527740446,-3.86788167467606,-7.2356283033383
1.148,-5.12787633432155,-3.86313729282773,-7.24235131388998
1.149,-5.12699502105631,-3.85838537805936,-7.24911241539108
1.15,-5.12612141287492,-3.8536259347924,-7.25591181169093
1.151,-5.12525558557157,-3.84885896771552,-7.26274970748391
1.152,-5.12439761547146,-3.84408448178786,-7.2696263083076
1.153,-5.12354757943373,-3.83930248224213,-7.27654182054072
1.154,-5.12270555485452,-3.83451297458791,-7.28349645140102
1.155,-5.12187161966992,-3.82971596461489,-7.29049040894287
1.156,-5.12104585235897,-3.82491145839606,-7.29752390205483
1.157,-5.12022833194666,-3.82009946229108,-7.30459714045698
1.158,-5.11941913800691,-3.81527998294957,-7.31171033469808
1.159,-5.11861835066562,-3.81045302731438,-7.31886369615261
1.16,-5.11782605060358,-3.80561860262498,-7.32605743701759
1.161,-5.11704231905956,-3.80077671642084,-7.33329177030923
1.162,-5.11626723783324,-3.79592737654476,-7.3405669098594
1.163,-5.11550088928826,-3.79107059114632,-7.34788307031195
1.164,-5.11474335635519,-3.78620636868529,-7.35524046711874
1.165,-5.11399472253454,-3.78133471793508,-7.36263931653559
1.166,-5.11325507189974,-3.77645564798619,-7.37007983561793
1.167,-5.11252448910017,-3.7715691682497,-7.37756224221633
1.168,-5.11180305936413,-3.76667528846078,-7.38508675497175
1.169,-5.11109086850181,-3.76177401868221,-7.39265359331061
1.17,-5.11038800290835,-3.7568653693079,-7.40026297743962
1.171,-5.10969454956675,-3.75194935106646,-7.4079151283404
1.172,-5.10901059605089,-3.74702597502479,-7.4156102677639
1.173,-5.10833623052851,-3.74209525259167,-7.42334861822447
1.174,-5.1076715417642,-3.73715719552135,-7.43113040299383
1.175,-5.10701661912231,-3.73221181591721,-7.43895584609475
1.176,-5.10637155256999,-3.72725912623541,-7.44682517229436
1.177,-5.10573643268011,-3.72229913928852,-7.45473860709738
1.178,-5.10511135063423,-3.71733186824925,-7.46269637673898
1.179,-5.10449639822553,-3.71235732665411,-7.47069870817741
1.18,-5.10389166786178,-3.70737552840717,-7.47874582908629
1.181,-5.10329725256824,-3.70238648778377,-7.4868379678467
1.182,-5.10271324599063,-3.69739021943425,-7.49497535353895
1.183,-5.10213974239802,-3.69238673838777,-7.50315821593404
1.184,-5.10157683668574,-3.68737606005604,-7.5113867854848
1.185,-5.10102462437829,-3.68235820023715,-7.5196612933168
1.186,-5.10048320163226,-3.6773331751194,-7.52798197121885
1.187,-5.09995266523915,-3.67230100128506,-7.53634905163324
1.188,-5.09943311262829,-3.66726169571429,-7.54476276764563
1.189,-5.09892464186972,-3.66221527578898,-7.55322335297457
1.19,-5.09842735167696,-3.65716175929656,-7.56173104196078
1.191,-5.09794134140992,-3.65210116443398,-7.57028606955591
1.192,-5.09746671107773,-3.64703350981156,-7.57888867131111
1.193,-5.09700356134148,-3.64195881445689,-7.58753908336513
1.194,-5.09655199351708,-3.63687709781879,-7.59623754243206
1.195,-5.09611210957805,-3.63178837977125,-7.60498428578869
1.196,-5.09568401215823,-3.62669268061732,-7.61377955126153
1.197,-5.09526780455461,-3.62159002109315,-7.62262357721333
1.198,-5.09486359073001,-3.61648042237194,-7.63151660252926
1.199,-5.09447147531583,-3.61136390606789,-7.64045886660264
1.2,-5.09409156361475,-3.60624049424024,-7.64945060932029
1.201,-5.0937239616034,-3.60111020939726,-7.65849207104735
1.202,-5.09336877593507,-3.59597307450026,-7.66758349261176
1.203,-5.09302611394232,-3.59082911296762,-7.6767251152882
1.204,-5.09269608363963,-3.58567834867881,-7.68591718078161
1.205,-5.09237879372601,-3.58052080597849,-7.6951599312102
1.206,-5.09207435358758,-3.57535650968048,-7.70445360908801
1.207,-5.09178287330014,-3.57018548507188,-7.71379845730694
1.208,-5.09150446363174,-3.56500775791711,-7.72319471911833
1.209,-5.09123923604517,-3.55982335446199,-7.73264263811387
1.21,-5.09098730270046,-3.55463230143782,-7.74214245820622
1.211,-5.0907487764574,-3.54943462606545,-7.75169442360887
1.212,-5.09052377087794,-3.5442303560594,-7.76129877881553
1.213,-5.09031240022863,-3.53901951963193,-7.77095576857899
1.214,-5.09011477948304,-3.53380214549716,-7.78066563788939
1.215,-5.0899310243241,-3.52857826287515,-7.79042863195182
1.216,-5.08976125114648,-3.52334790149603,-7.8002449961634
1.217,-5.08960557705885,-3.51811109160408,-7.81011497608977
1.218,-5.08946411988625,-3.51286786396187,-7.82003881744084
1.219,-5.08933699817224,-3.50761824985437,-7.83001676604603
1.22,-5.08922433118124,-3.50236228109305,-7.84004906782876
1.221,-5.08912623890062,-3.49709999001997,-7.85013596878028
1.222,-5.08904284204294,-3.49183140951198,-7.86027771493291
1.223,-5.08897426204804,-3.48655657298473,-7.87047455233246
1.224,-5.08892062108512,-3.48127551439683,-7.88072672701006
1.225,-5.08888204205487,-3.47598826825398,-7.89103448495311
1.226,-5.08885864859138,-3.47069486961302,-7.90139807207569
1.227,-5.08885056506425,-3.46539535408609,-7.911817734188
1.228,-5.08885791658047,-3.46008975784468,-7.92229371696522
1.229,-5.08888082898632,-3.45477811762377,-7.93282626591544
1.23,-5.08891942886931,-3.44946047072586,-7.94341562634689
1.231,-5.08897384355995,-3.44413685502511,-7.95406204333426
1.232,-5.08904420113358,-3.43880730897139,-7.96476576168422
1.233,-5.0891306304121,-3.43347187159433,-7.97552702590015
1.234,-5.08923326096569,-3.4281305825074,-7.98634608014586
1.235,-5.08935222311448,-3.42278348191196,-7.99722316820854
1.236,-5.08948764793018,-3.41743061060128,-8.00815853346075
1.237,-5.08963966723761,-3.41207200996459,-8.01915241882151
1.238,-5.0898084136163,-3.40670772199109,-8.03020506671634
1.239,-5.08999402040191,-3.40133778927395,-8.04131671903656
1.24,-5.09019662168771,-3.3959622550143,-8.05248761709732
1.241,-5.09041635232594,-3.3905811630252,-8.06371800159486
1.242,-5.09065334792917,-3.38519455773564,-8.07500811256259
1.243,-5.09090774487156,-3.37980248419444,-8.08635818932626
1.244,-5.09117968029012,-3.3744049880742,-8.09776847045792
1.245,-5.09146929208586,-3.36900211567522,-8.10923919372887
1.246,-5.09177671892495,-3.36359391392939,-8.12077059606152
1.247,-5.09210210023978,-3.35818043040405,-8.13236291348004
1.248,-5.09244557622998,-3.35276171330589,-8.14401638105992
1.249,-5.09280728786336,-3.34733781148469,-8.15573123287637
1.25,-5.09318737687686,-3.34190877443727,-8.16750770195134
1.251,-5.09358598577734,-3.33647465231115,-8.17934602019963
1.252,-5.09400325784239,-3.3310354959084,-8.19124641837341
1.253,-5.09443933712107,-3.32559135668933,-8.20320912600571
1.254,-5.09489436843454,-3.32014228677625,-8.21523437135247
1.255,-5.09536849737667,-3.3146883389571,-8.22732238133336
1.256,-5.09586187031458,-3.30922956668919,-8.23947338147113
1.257,-5.0963746343891,-3.30376602410276,-8.25168759582971
1.258,-5.09690693751519,-3.2982977660046,-8.2639652469508
1.259,-5.09745892838226,-3.29282484788167,-8.27630655578909
1.26,-5.09803075645443,-3.28734732590456,-8.28871174164596
1.261,-5.09862257197074,-3.28186525693105,-8.30118102210176
1.262,-5.0992345259453,-3.27637869850959,-8.31371461294648
1.263,-5.09986677016729,-3.27088770888269,-8.32631272810899
1.264,-5.100519457201,-3.26539234699037,-8.33897557958456
1.265,-5.10119274038569,-3.25989267247349,-8.35170337736089
1.266,-5.10188677383546,-3.2543887456771,-8.36449632934239
1.267,-5.102601712439,-3.24888062765371,-8.37735464127296
1.268,-5.10333771185925,-3.24336838016654,-8.39027851665681
1.269,-5.10409492853303,-3.23785206569273,-8.40326815667779
1.27,-5.10487351967054,-3.23233174742651,-8.41632376011678
1.271,-5.10567364325482,-3.22680748928228,-8.42944552326743
1.272,-5.10649545804109,-3.22127935589774,-8.44263363984984
1.273,-5.10733912355605,-3.21574741263685,-8.45588830092264
1.274,-5.10820480009703,-3.21021172559287,-8.46920969479294
1.275,-5.10909264873116,-3.20467236159124,-8.48259800692444
1.276,-5.11000283129434,-3.1991293881925,-8.49605341984356
1.277,-5.11093551039018,-3.19358287369507,-8.50957611304356
1.278,-5.11189084938886,-3.18803288713809,-8.5231662628865
1.279,-5.11286901242589,-3.18247949830409,-8.53682404250331
1.28,-5.11387016440074,-3.17692277772167,-8.55054962169153
1.281,-5.11489447097542,-3.17136279666813,-8.56434316681102
1.282,-5.11594209857297,-3.16579962717199,-8.57820484067739
1.283,-5.11701321437585,-3.16023334201552,-8.59213480245324
1.284,-5.1181079863242,-3.15466401473714,-8.60613320753704
1.285,-5.11922658311403,-3.14909171963385,-8.62020020744977
1.286,-5.12036917419531,-3.14351653176348,-8.63433594971908
1.287,-5.12153592976999,-3.13793852694694,-8.64854057776121
1.288,-5.12272702078984,-3.13235778177046,-8.66281423076026
1.289,-5.12394261895429,-3.12677437358766,-8.67715704354509
1.29,-5.12518289670806,-3.12118838052159,-8.69156914646361
1.291,-5.12644802723877,-3.11559988146675,-8.70605066525465
1.292,-5.12773818447443,-3.11000895609096,-8.72060172091692
1.293,-5.12905354308075,-3.10441568483721,-8.73522242957552
1.294,-5.13039427845848,-3.09882014892542,-8.74991290234571
1.295,-5.13176056674047,-3.09322243035415,-8.76467324519379
1.296,-5.13315258478878,-3.08762261190219,-8.77950355879531
1.297,-5.13457051019157,-3.08202077713007,-8.79440393839036
1.298,-5.13601452125993,-3.07641701038159,-8.80937447363592
1.299,-5.1374847970246,-3.07081139678514,-8.82441524845537
1.3,-5.13898151723248,-3.06520402225499,-8.83952634088485
1.301,-5.14050486234323,-3.05959497349256,-8.85470782291675
1.302,-5.14205501352547,-3.05398433798747,-8.86995976033988
1.303,-5.14363215265315,-3.04837220401866,-8.88528221257677
1.304,-5.14523646230157,-3.04275866065531,-8.90067523251751
1.305,-5.14686812574342,-3.03714379775768,-8.91613886635055
1.306,-5.14852732694465,-3.03152770597795,-8.93167315339004
1.307,-5.1502142505602,-3.02591047676085,-8.94727812589998
1.308,-5.15192908192963,-3.02029220234431,-8.96295380891485
1.309,-5.15367200707262,-3.01467297575992,-8.97870022005689
1.31,-5.15544321268436,-3.00905289083333,-8.9945173693498
1.311,-5.15724288613076,-3.00343204218461,-9.01040525902899
1.312,-5.1590712154436,-2.9978105252284,-9.02636388334814
1.313,-5.16092838931549,-2.99218843617408,-9.04239322838218
1.314,-5.16281459709474,-2.98656587202574,-9.0584932718265
1.315,-5.16473002878009,-2.98094293058208,-9.07466398279254
1.316,-5.16667487501528,-2.97531971043628,-9.09090532159943
1.317,-5.16864932708353,-2.96969631097564,-9.10721723956187
1.318,-5.17065357690184,-2.96407283238118,-9.1235996787741
1.319,-5.17268781701518,-2.95844937562716,-9.1400525718899
1.32,-5.17475224059057,-2.95282604248044,-9.1565758418986
1.321,-5.17684704141094,-2.94720293549973,-9.17316940189705
1.322,-5.17897241386893,-2.94158015803478,-9.18983315485748
1.323,-5.18112855296055,-2.93595781422538,-9.20656699339122
1.324,-5.18331565427861,-2.93033600900035,-9.22337079950824
1.325,-5.18553391400611,-2.92471484807629,-9.2402444443724
1.326,-5.18778352890944,-2.91909443795631,-9.25718778805251
1.327,-5.19006469633144,-2.9134748859286,-9.27420067926894
1.328,-5.19237761418431,-2.9078563000649,-9.29128295513595
1.329,-5.1947224809424,-2.90223878921879,-9.30843444089957
1.33,-5.19709949563484,-2.89662246302399,-9.325654949671
1.331,-5.199508857838,-2.89100743189236,-9.34294428215548
1.332,-5.20195076766783,-2.88539380701192,-9.36030222637677
1.333,-5.20442542577205,-2.87978170034469,-9.37772855739679
1.334,-5.20693303332219,-2.87417122462436,-9.39522303703092
1.335,-5.20947379200546,-2.86856249335393,-9.41278541355846
1.336,-5.2120479040165,-2.86295562080314,-9.43041542142846
1.337,-5.21465557204893,-2.85735072200579,-9.44811278096087
1.338,-5.21729699928683,-2.85174791275692,-9.46587719804289
1.339,-5.21997238939599,-2.84614730960991,-9.48370836382054
1.34,-5.22268194651501,-2.84054902987335,-9.50160595438551
1.341,-5.22542587524634,-2.83495319160789,-9.51956963045715
1.342,-5.22820438064701,-2.82935991362284,-9.53759903705957
1.343,-5.23101766821938,-2.82376931547271,-9.55569380319393
1.344,-5.23386594390156,-2.81818151745357,-9.57385354150592
1.345,-5.23674941405782,-2.81259664059931,-9.59207784794825
1.346,-5.23966828546877,-2.80701480667771,-9.61036630143829
1.347,-5.24262276532138,-2.80143613818642,-9.62871846351092
1.348,-5.24561306119887,-2.79586075834872,-9.64713387796632
1.349,-5.24863938107043,-2.79028879110925,-9.66561207051305
1.35,-5.25170193328078,-2.78472036112948,-9.68415254840609
1.351,-5.2548009265396,-2.77915559378314,-9.70275480008021
1.352,-5.25793656991074,-2.77359461515137,-9.72141829477828
1.353,-5.26110907280132,-2.76803755201787,-9.740142482175
1.354,-5.26431864495067,-2.76248453186382,-9.75892679199559
1.355,-5.26756549641909,-2.75693568286262,-9.77777063362994
1.356,-5.27084983757648,-2.7513911338746,-9.79667339574193
1.357,-5.27417187909076,-2.74585101444141,-9.81563444587416
1.358,-5.27753183191617,-2.74031545478045,-9.83465313004782
1.359,-5.28092990728144,-2.73478458577896,-9.85372877235845
1.36,-5.28436631667769,-2.72925853898812,-9.87286067456676
1.361,-5.28784127184632,-2.72373744661685,-9.89204811568534
1.362,-5.29135498476663,-2.7182214415256,-9.91129035156079
1.363,-5.2949076676433,-2.71271065721987,-9.93058661445183
1.364,-5.29849953289375,-2.70720522784364,-9.9499361126031
1.365,-5.30213079313533,-2.70170528817258,-9.96933802981498
1.366,-5.30580166117229,-2.69621097360722,-9.98879152500941
1.367,-5.3095123499827,-2.69072242016583,-10.0082957317921
1.368,-5.3132630727051,-2.6852397644772,-10.0278497580107
1.369,-5.31705404262509,-2.67976314377332,-10.0474526853098
1.37,-5.32088547316169,-2.67429269588178,-10.0671035686825
1.371,-5.3247575778536,-2.66882855921816,-10.0868014360185
1.372,-5.32867057034523,-2.66337087277805,-10.1065452876495
1.373,-5.33262466437267,-2.6579197761292,-10.1263340958915
1.374,-5.33662007374944,-2.65247540940323,-10.1461668045846
1.375,-5.34065701235208,-2.64703791328737,-10.1660423286302
1.376,-5.34473569410564,-2.64160742901592,-10.1859595535266
1.377,-5.34885633296896,-2.63618409836168,-10.2059173349016
1.378,-5.35301914291985,-2.63076806362708,-10.2259144980441
1.379,-5.35722433794006,-2.62535946763523,-10.2459498374346
1.38,-5.36147213200017,-2.61995845372083,-10.2660221162734
1.381,-5.36576273904425,-2.61456516572084,-10.2861300660089
1.382,-5.37009637297445,-2.60917974796509,-10.3062723858654
1.383,-5.3744732476354,-2.60380234526663,-10.32644774237
1.384,-5.37889357679846,-2.59843310291201,-10.3466547688798
1.385,-5.38335757414583,-2.59307216665136,-10.3668920651106
1.386,-5.38786545325456,-2.58771968268829,-10.387158196665
1.387,-5.39241742758032,-2.58237579766969,-10.4074516945628
1.388,-5.39701371044115,-2.57704065867531,-10.4277710547728
1.389,-5.40165451500098,-2.57171441320727,-10.4481147377469
1.39,-5.40634005425302,-2.56639720917927,-10.4684811679564
1.391,-5.41107054100308,-2.56108919490584,-10.4888687334321
1.392,-5.41584618785265,-2.55579051909122,-10.5092757853071
1.393,-5.42066720718198,-2.5505013308183,-10.5297006373647
1.394,-5.42553381113285,-2.54522177953721,-10.55014156559
1.395,-5.43044621159142,-2.53995201505392,-10.5705968077277
1.396,-5.43540462017074,-2.53469218751856,-10.5910645628446
1.397,-5.4404092481933,-2.52944244741369,-10.6115429908997
1.398,-5.44546030667339,-2.52420294554234,-10.6320302123204
1.399,-5.45055800629928,-2.51897383301598,-10.6525243075867
1.4,-5.45570255741538,-2.51375526124224,-10.6730233168244
1.401,-5.46089417000423,-2.5085473819126,-10.6935252394062
1.402,-5.46613305366836,-2.50335034698984,-10.7140280335637
1.403,-5.47141941761206,-2.49816430869539,-10.7345296160094
1.404,-5.47675347062303,-2.49298941949653,-10.7550278615703
1.405,-5.4821354210539,-2.48782583209345,-10.7755206028335
1.406,-5.4875654768037,-2.48267369940617,-10.7960056298044
1.407,-5.49304384529913,-2.47753317456131,-10.8164806895799
1.408,-5.4985707334758,-2.4724044108787,-10.8369434860348
1.409,-5.50414634775936,-2.46728756185794,-10.8573916795252
1.41,-5.5097708940465,-2.46218278116472,-10.8778228866068
1.411,-5.51544457768586,-2.45709022261709,-10.8982346797725
1.412,-5.52116760345889,-2.45201004017153,-10.918624587207
1.413,-5.52694017556055,-2.44694238790897,-10.9389900925615
1.414,-5.53276249757998,-2.44188742002056,-10.9593286347487
1.415,-5.53863477248104,-2.43684529079349,-10.9796376077592
1.416,-5.54455720258283,-2.43181615459649,-10.9999143605005
1.417,-5.55052998954003,-2.42680016586539,-11.0201561966597
1.418,-5.55655333432326,-2.4217974790884,-11.0403603745909
1.419,-5.5626274371993,-2.41680824879141,-11.0605241072285
1.42,-5.56875249771129,-2.41183262952306,-11.0806445620269
1.421,-5.57492871465883,-2.40687077583978,-11.1007188609298
1.422,-5.58115628607802,-2.40192284229068,-11.1207440803672
1.423,-5.58743540922142,-2.39698898340232,-11.1407172512837
1.424,-5.59376628053801,-2.39206935366344,-11.1606353591989
1.425,-5.60014909565302,-2.38716410750945,-11.1804953442999
1.426,-5.60658404934777,-2.38227339930699,-11.2002941015686
1.427,-5.61307133553944,-2.37739738333826,-11.220028480944
1.428,-5.61961114726075,-2.37253621378532,-11.2396952875216
1.429,-5.62620367663968,-2.36769004471426,-11.2592912817906
1.43,-5.63284911487911,-2.36285903005928,-11.2788131799097
1.431,-5.63954765223639,-2.35804332360674,-11.2982576540239
1.432,-5.64629947800296,-2.35324307897905,-11.3176213326231
1.433,-5.65310478048388,-2.34845844961847,-11.3369008009427
1.434,-5.65996374697733,-2.34368958877096,-11.3560926014096
1.435,-5.66687656375418,-2.33893664946976,-11.3751932341326
1.436,-5.67384341603741,-2.33419978451904,-11.3941991574397
1.437,-5.68086448798163,-2.32947914647746,-11.4131067884629
1.438,-5.68793996265252,-2.32477488764156,-11.431912503773
1.439,-5.69507002200633,-2.32008716002923,-11.450612640063
1.44,-5.70225484686932,-2.31541611536302,-11.469203494884
1.441,-5.70949461691722,-2.3107619050534,-11.4876813274325
1.442,-5.71678951065475,-2.30612468018203,-11.5060423593919
1.443,-5.72413970539504,-2.30150459148488,-11.5242827758278
1.444,-5.73154537723919,-2.2969017893354,-11.5423987261394
1.445,-5.73900670105577,-2.29231642372756,-11.5603863250663
1.446,-5.74652385046038,-2.2877486442589,-11.5782416537531
1.447,-5.75409699779521,-2.28319860011354,-11.5959607608724
1.448,-5.76172631410865,-2.27866644004512,-11.6135396638059
