Freq(Hz),S32(dB)_milled,S32(dB)_HFSS,S32(dB)_z0lver
1130000000,-10.663339,-10.40493034,-11.70729793
1131000000,-10.610091,-10.41163331,-11.71562689
1132000000,-10.651902,-10.41833855,-11.72396087
1133000000,-10.657561,-10.42504606,-11.73229121
1134000000,-10.691261,-10.43175588,-11.74062848
1135000000,-10.710342,-10.438468,-11.7489679
1136000000,-10.69614,-10.44518245,-11.75730654
1137000000,-10.706781,-10.45189924,-11.76565215
1138000000,-10.707919,-10.45861838,-11.77399989
1139000000,-10.731966,-10.46533988,-11.78234492
1140000000,-10.738436,-10.47206377,-11.79069498
1141000000,-10.743497,-10.47879006,-11.79905009
1142000000,-10.748964,-10.48551876,-11.80740441
1143000000,-10.721813,-10.49224988,-11.81576378
1144000000,-10.748817,-10.49898344,-11.82412528
1145000000,-10.74229,-10.50571946,-11.83248794
1146000000,-10.738216,-10.51245795,-11.8408537
1147000000,-10.742579,-10.51919892,-11.84922257
1148000000,-10.773067,-10.52594239,-11.85759357
1149000000,-10.770821,-10.53268837,-11.86596768
1150000000,-10.792253,-10.53943688,-11.87434294
1151000000,-10.799948,-10.54618793,-11.88272327
1152000000,-10.774674,-10.55294154,-11.8911028
1153000000,-10.792825,-10.55969772,-11.89948739
1154000000,-10.821312,-10.56645649,-11.90787412
1155000000,-10.809521,-10.57321786,-11.916262
1156000000,-10.801022,-10.57998184,-11.92465398
1157000000,-10.81778,-10.58674846,-11.93304908
1158000000,-10.839805,-10.59351772,-11.94144926
1159000000,-10.864226,-10.60028964,-11.94984764
1160000000,-10.867642,-10.60706424,-11.95824816
1161000000,-10.850175,-10.61384153,-11.96665672
1162000000,-10.852784,-10.62062152,-11.97506545
1163000000,-10.875602,-10.62740423,-11.98347434
1164000000,-10.878407,-10.63418968,-11.99188834
1165000000,-10.86959,-10.64097787,-12.00030744
1166000000,-10.877916,-10.64776883,-12.00872571
1167000000,-10.896549,-10.65456257,-12.01714711
1168000000,-10.903621,-10.6613591,-12.02557362
1169000000,-10.911061,-10.66815844,-12.03400128
1170000000,-10.914454,-10.67496061,-12.04243307
1171000000,-10.915903,-10.68176561,-12.05086501
1172000000,-10.927696,-10.68857347,-12.05930407
1173000000,-10.94289,-10.6953842,-12.06774129
1174000000,-10.952879,-10.70219781,-12.07618265
1175000000,-10.947335,-10.70901432,-12.08462814
1176000000,-10.958464,-10.71583374,-12.09307578
1177000000,-10.991856,-10.7226561,-12.10152656
1178000000,-10.964224,-10.72948139,-12.10998249
1179000000,-10.982199,-10.73630965,-12.11844157
1180000000,-10.983574,-10.74314088,-12.12689979
1181000000,-11.006876,-10.7499751,-12.13536117
1182000000,-11.021548,-10.75681233,-12.14383071
1183000000,-10.995149,-10.76365257,-12.15229839
1184000000,-11.032818,-10.77049585,-12.16077023
1185000000,-11.039273,-10.77734218,-12.16924724
1186000000,-11.051503,-10.78419158,-12.17772338
1187000000,-11.028689,-10.79104406,-12.18620369
1188000000,-11.044275,-10.79789963,-12.19468919
1189000000,-11.061044,-10.80475831,-12.2031738
1190000000,-11.034772,-10.81162012,-12.21166664
1191000000,-11.049726,-10.81848507,-12.22016163
1192000000,-11.055412,-10.82535318,-12.22865879
1193000000,-11.087544,-10.83222446,-12.2371571
1194000000,-11.112437,-10.83909893,-12.24566161
1195000000,-11.0963,-10.8459766,-12.25416728
1196000000,-11.086001,-10.85285748,-12.26267917
1197000000,-11.10846,-10.85974161,-12.27118815
1198000000,-11.094446,-10.86662898,-12.27970437
1199000000,-11.116816,-10.87351961,-12.28822684
1200000000,-11.111794,-10.88041353,-12.29674842
1201000000,-11.148822,-10.88731073,-12.30527318
1202000000,-11.137229,-10.89421125,-12.31380216
1203000000,-11.161839,-10.9011151,-12.32233637
1204000000,-11.131238,-10.90802229,-12.33087276
1205000000,-11.158484,-10.91493283,-12.33941235
1206000000,-11.177249,-10.92184675,-12.34795104
1207000000,-11.190998,-10.92876405,-12.35649498
1208000000,-11.202482,-10.93568476,-12.36504622
1209000000,-11.184729,-10.94260888,-12.3736017
1210000000,-11.2348,-10.94953645,-12.38215731
1211000000,-11.223797,-10.95646746,-12.39071613
1212000000,-11.207029,-10.96340193,-12.39927507
1213000000,-11.233774,-10.97033989,-12.40784341
1214000000,-11.257304,-10.97728134,-12.41641084
1215000000,-11.227412,-10.98422631,-12.42498665
1216000000,-11.236295,-10.9911748,-12.43356259
1217000000,-11.238113,-10.99812684,-12.44213969
1218000000,-11.231858,-11.00508244,-12.45072725
1219000000,-11.245605,-11.01204161,-12.45930976
1220000000,-11.270048,-11.01900437,-12.46790172
1221000000,-11.256651,-11.02597074,-12.47649588
1222000000,-11.310158,-11.03294073,-12.48509431
1223000000,-11.281476,-11.03991436,-12.49369703
1224000000,-11.281071,-11.04689164,-12.50229987
1225000000,-11.281023,-11.05387259,-12.51091011
1226000000,-11.305648,-11.06085723,-12.5195184
1227000000,-11.316729,-11.06784556,-12.5281341
1228000000,-11.325446,-11.07483762,-12.53675306
1229000000,-11.304765,-11.0818334,-12.54537945
1230000000,-11.348132,-11.08883293,-12.55400597
1231000000,-11.352738,-11.09583623,-12.56263575
1232000000,-11.393615,-11.10284331,-12.57126565
1233000000,-11.338181,-11.10985418,-12.57990719
1234000000,-11.388732,-11.11686887,-12.58854572
1235000000,-11.362889,-11.12388738,-12.59719067
1236000000,-11.377585,-11.13090973,-12.60584204
1237000000,-11.384791,-11.13793595,-12.61449565
1238000000,-11.38697,-11.14496604,-12.62315148
1239000000,-11.40678,-11.15200002,-12.63180849
1240000000,-11.405431,-11.1590379,-12.640473
1241000000,-11.409428,-11.16607972,-12.64914186
1242000000,-11.444591,-11.17312547,-12.65781506
1243000000,-11.413763,-11.18017517,-12.66649051
1244000000,-11.441752,-11.18722885,-12.6751682
1245000000,-11.438635,-11.19428651,-12.68385131
1246000000,-11.430734,-11.20134817,-12.69253772
1247000000,-11.459743,-11.20841386,-12.70122849
1248000000,-11.466923,-11.21548358,-12.70992471
1249000000,-11.459036,-11.22255735,-12.71862317
1250000000,-11.484996,-11.22963519,-12.72732496
1251000000,-11.46927,-11.23671711,-12.73603432
1252000000,-11.476719,-11.24380313,-12.74474381
1253000000,-11.510497,-11.25089327,-12.75345876
1254000000,-11.539649,-11.25798754,-12.76217704
1255000000,-11.505107,-11.26508596,-12.77089972
1256000000,-11.513577,-11.27218854,-12.77962788
1257000000,-11.50036,-11.2792953,-12.78836045
1258000000,-11.529825,-11.28640626,-12.79709208
1259000000,-11.537996,-11.29352143,-12.80583134
1260000000,-11.56813,-11.30064083,-12.81457502
1261000000,-11.575989,-11.30776447,-12.82332421
1262000000,-11.56179,-11.31489238,-12.83207353
1263000000,-11.545028,-11.32202456,-12.84082944
1264000000,-11.585882,-11.32916104,-12.84958871
1265000000,-11.577779,-11.33630183,-12.8583535
1266000000,-11.597495,-11.34344695,-12.86712275
1267000000,-11.578665,-11.3505964,-12.87589429
1268000000,-11.601113,-11.35775022,-12.88467245
1269000000,-11.573347,-11.36490841,-12.89345292
1270000000,-11.674026,-11.372071,-12.90223569
1271000000,-11.631222,-11.37923799,-12.91102726
1272000000,-11.624829,-11.38640941,-12.91982114
1273000000,-11.659373,-11.39358527,-12.92861842
1274000000,-11.642654,-11.40076559,-12.93742127
1275000000,-11.638885,-11.40795038,-12.94622644
1276000000,-11.68793,-11.41513966,-12.95503937
1277000000,-11.657631,-11.42233345,-12.96385463
1278000000,-11.651483,-11.42953176,-12.97267548
1279000000,-11.702495,-11.43673461,-12.98149757
1280000000,-11.675127,-11.44394202,-12.99032527
1281000000,-11.713819,-11.451154,-12.99915858
1282000000,-11.735543,-11.45837057,-13.00799641
1283000000,-11.75102,-11.46559175,-13.01683659
1284000000,-11.65337,-11.47281754,-13.0256813
1285000000,-11.737588,-11.48004798,-13.03453164
1286000000,-11.756185,-11.48728308,-13.04339202
1287000000,-11.74124,-11.49452284,-13.05225037
1288000000,-11.734075,-11.50176729,-13.06111436
1289000000,-11.762783,-11.50901645,-13.06998292
1290000000,-11.783761,-11.51627034,-13.07885605
1291000000,-11.760077,-11.52352896,-13.08773154
1292000000,-11.757284,-11.53079233,-13.09661932
1293000000,-11.804934,-11.53806048,-13.10550176
1294000000,-11.795684,-11.54533342,-13.11439651
1295000000,-11.814222,-11.55261116,-13.12329144
1296000000,-11.810009,-11.55989372,-13.13219428
1297000000,-11.848019,-11.56718113,-13.14109951
1298000000,-11.847648,-11.57447339,-13.15000713
1299000000,-11.815151,-11.58177052,-13.15892491
1300000000,-11.827709,-11.58907254,-13.16784509
1301000000,-11.879101,-11.59637946,-13.17677213
1302000000,-11.811334,-11.60369131,-13.18569711
1303000000,-11.866416,-11.6110081,-13.19463229
1304000000,-11.879582,-11.61832985,-13.203571
1305000000,-11.878962,-11.62565657,-13.21251436
1306000000,-11.897859,-11.63298828,-13.22146461
1307000000,-11.876163,-11.64032499,-13.23041951
1308000000,-11.912449,-11.64766673,-13.23937349
1309000000,-11.911706,-11.65501351,-13.24833773
1310000000,-11.914876,-11.66236535,-13.25730664
1311000000,-11.92276,-11.66972226,-13.26627912
1312000000,-11.903742,-11.67708427,-13.2752574
1313000000,-11.933407,-11.68445138,-13.28424038
1314000000,-11.948262,-11.69182362,-13.29322468
1315000000,-11.955212,-11.699201,-13.30221818
1316000000,-11.944869,-11.70658354,-13.31121865
1317000000,-11.972119,-11.71397126,-13.3202182
1318000000,-11.962393,-11.72136417,-13.32922585
1319000000,-11.957236,-11.72876229,-13.33824049
1320000000,-11.984562,-11.73616564,-13.34725987
1321000000,-11.979937,-11.74357424,-13.3562806
1322000000,-12.014848,-11.75098809,-13.3653072
1323000000,-12.036642,-11.75840723,-13.37434195
1324000000,-12.017223,-11.76583166,-13.3833792
1325000000,-12.031289,-11.7732614,-13.3924212
1326000000,-12.053198,-11.78069648,-13.40147025
1327000000,-12.035142,-11.7881369,-13.4105218
1328000000,-12.038728,-11.79558269,-13.41958041
1329000000,-12.092933,-11.80303386,-13.42864609
1330000000,-12.079594,-11.81049042,-13.43771543
1331000000,-12.092505,-11.81795241,-13.44679072
1332000000,-12.067787,-11.82541983,-13.45586738
1333000000,-12.115682,-11.8328927,-13.46495114
1334000000,-12.085985,-11.84037103,-13.47404087
1335000000,-12.096801,-11.84785486,-13.48313771
1336000000,-12.111404,-11.85534418,-13.49224055
1337000000,-12.108887,-11.86283903,-13.50134938
1338000000,-12.133036,-11.87033941,-13.51045615
1339000000,-12.16304,-11.87784535,-13.51957123
1340000000,-12.174239,-11.88535686,-13.52869232
1341000000,-12.160305,-11.89287396,-13.53782404
1342000000,-12.132077,-11.90039666,-13.54695718
1343000000,-12.204151,-11.90792499,-13.55609288
1344000000,-12.19381,-11.91545896,-13.56523694
1345000000,-12.212112,-11.9229986,-13.57438706
1346000000,-12.204008,-11.9305439,-13.58353975
1347000000,-12.220055,-11.93809491,-13.59269968
1348000000,-12.20362,-11.94565162,-13.601868
1349000000,-12.231124,-11.95321406,-13.61103775
1350000000,-12.246336,-11.96078225,-13.62021244
1351000000,-12.245411,-11.96835621,-13.62939438
1352000000,-12.241734,-11.97593594,-13.6385836
1353000000,-12.216747,-11.98352148,-13.64777777
1354000000,-12.254987,-11.99111283,-13.6569769
1355000000,-12.280052,-11.99871001,-13.66618333
1356000000,-12.26827,-12.00631305,-13.67539122
1357000000,-12.273482,-12.01392196,-13.68460643
1358000000,-12.29045,-12.02153675,-13.69382779
1359000000,-12.277444,-12.02915745,-13.70305884
1360000000,-12.285776,-12.03678408,-13.71229255
1361000000,-12.309966,-12.04441664,-13.72153008
1362000000,-12.3199,-12.05205516,-13.73077381
1363000000,-12.290725,-12.05969966,-13.74002609
1364000000,-12.34198,-12.06735015,-13.74927987
1365000000,-12.335023,-12.07500665,-13.75854457
1366000000,-12.350969,-12.08266919,-13.7678096
1367000000,-12.35494,-12.09033776,-13.77708087
1368000000,-12.360417,-12.09801241,-13.78636073
1369000000,-12.360366,-12.10569314,-13.79564921
1370000000,-12.396445,-12.11337996,-13.80494041
1371000000,-12.390024,-12.12107291,-13.81423668
1372000000,-12.383794,-12.12877199,-13.82354161
1373000000,-12.388513,-12.13647723,-13.83285044
1374000000,-12.380347,-12.14418863,-13.84216439
1375000000,-12.423077,-12.15190623,-13.85148582
1376000000,-12.429875,-12.15963004,-13.86081357
1377000000,-12.453958,-12.16736007,-13.87014824
1378000000,-12.462092,-12.17509635,-13.87948565
1379000000,-12.458539,-12.18283889,-13.8888306
1380000000,-12.50093,-12.19058771,-13.8981819
1381000000,-12.48455,-12.19834282,-13.90754255
1382000000,-12.497105,-12.20610426,-13.91690358
1383000000,-12.486896,-12.21387202,-13.92627398
1384000000,-12.512819,-12.22164614,-13.93565077
1385000000,-12.510158,-12.22942664,-13.94503336
1386000000,-12.501145,-12.23721351,-13.95441874
1387000000,-12.533133,-12.2450068,-13.96381474
1388000000,-12.567643,-12.25280651,-13.97321838
1389000000,-12.538614,-12.26061267,-13.98262302
1390000000,-12.567464,-12.26842528,-13.99203531
1391000000,-12.549843,-12.27624438,-14.00145405
1392000000,-12.565123,-12.28406997,-14.01087804
1393000000,-12.576283,-12.29190208,-14.02031395
1394000000,-12.597985,-12.29974073,-14.0297515
1395000000,-12.563742,-12.30758592,-14.03919735
1396000000,-12.616751,-12.31543769,-14.0486485
1397000000,-12.625132,-12.32329605,-14.05810372
1398000000,-12.607918,-12.33116102,-14.06756849
1399000000,-12.608641,-12.33903261,-14.07704224
1400000000,-12.650478,-12.34691085,-14.08651704
1401000000,-12.596419,-12.35479575,-14.09600144
1402000000,-12.643952,-12.36268733,-14.10549241
1403000000,-12.652451,-12.37058561,-14.11498688
1404000000,-12.691178,-12.37849061,-14.12448794
1405000000,-12.654976,-12.38640235,-14.13399986
1406000000,-12.660453,-12.39432084,-14.14351533
1407000000,-12.702042,-12.40224611,-14.15303801
1408000000,-12.703304,-12.41017817,-14.16256916
1409000000,-12.672344,-12.41811705,-14.17210387
1410000000,-12.716947,-12.42606275,-14.1816446
1411000000,-12.719654,-12.4340153,-14.19119814
1412000000,-12.732467,-12.44197472,-14.20075034
1413000000,-12.70505,-12.44994102,-14.21031352
1414000000,-12.754125,-12.45791423,-14.219884
1415000000,-12.753123,-12.46589436,-14.22945993
1416000000,-12.737221,-12.47388144,-14.23904443
1417000000,-12.78056,-12.48187547,-14.24863193
1418000000,-12.766423,-12.48987649,-14.25823235
1419000000,-12.792375,-12.4978845,-14.26783392
1420000000,-12.800804,-12.50589953,-14.27744349
1421000000,-12.82244,-12.5139216,-14.28706105
1422000000,-12.823028,-12.52195072,-14.29668538
1423000000,-12.780082,-12.52998692,-14.30631524
1424000000,-12.838131,-12.53803021,-14.31595314
1425000000,-12.832814,-12.54608061,-14.32559846
1426000000,-12.845551,-12.55413814,-14.33524872
1427000000,-12.864121,-12.56220282,-14.34490768
1428000000,-12.850616,-12.57027468,-14.3545716
1429000000,-12.863262,-12.57835371,-14.36424674
1430000000,-12.900084,-12.58643996,-14.37392686
1431000000,-12.871734,-12.59453343,-14.38361259
1432000000,-12.900528,-12.60263415,-14.39330646
1433000000,-12.932403,-12.61074213,-14.40300658
1434000000,-12.889698,-12.61885739,-14.41271613
1435000000,-12.903212,-12.62697996,-14.42243196
1436000000,-12.910633,-12.63510985,-14.43215345
1437000000,-12.960359,-12.64324708,-14.44188125
1438000000,-12.950994,-12.65139167,-14.45162041
1439000000,-13.001419,-12.65954364,-14.46136464
1440000000,-12.965875,-12.66770301,-14.47111521
1441000000,-12.977811,-12.6758698,-14.48087529
1442000000,-13.004443,-12.68404402,-14.49063983
1443000000,-12.979153,-12.6922257,-14.50041265
1444000000,-12.990041,-12.70041486,-14.51019566
1445000000,-13.022185,-12.70861151,-14.51998252
1446000000,-13.0138,-12.71681568,-14.52977705
1447000000,-13.010727,-12.72502739,-14.53957609
1448000000,-13.038412,-12.73324664,-14.54938857
1449000000,-13.048633,-12.74147347,-14.55920877
1450000000,-13.064083,-12.7497079,-14.56903159
1451000000,-13.077721,-12.75794993,-14.57886535
1452000000,-13.040815,-12.7661996,-14.58870494
1453000000,-13.104148,-12.77445692,-14.59855037
1454000000,-13.095788,-12.78272192,-14.60840808
1455000000,-13.125947,-12.7909946,-14.61827165
1456000000,-13.104053,-12.799275,-14.62814239
1457000000,-13.091468,-12.80756312,-14.63801516
1458000000,-13.141542,-12.815859,-14.64790283
1459000000,-13.148873,-12.82416264,-14.65779449
1460000000,-13.138751,-12.83247408,-14.66769659
1461000000,-13.146439,-12.84079333,-14.67760397
1462000000,-13.148362,-12.8491204,-14.68752248
1463000000,-13.191527,-12.85745533,-14.69744564
1464000000,-13.18184,-12.86579813,-14.70737997
1465000000,-13.219267,-12.87414881,-14.71731573
1466000000,-13.222063,-12.88250741,-14.72726462
1467000000,-13.186456,-12.89087393,-14.73721562
1468000000,-13.202514,-12.89924841,-14.74718238
1469000000,-13.223532,-12.90763085,-14.75715257
1470000000,-13.234575,-12.91602128,-14.76713011
1471000000,-13.211466,-12.92441973,-14.77711761
1472000000,-13.245313,-12.9328262,-14.78711051
1473000000,-13.282557,-12.94124072,-14.79711407
1474000000,-13.272666,-12.94966332,-14.80712633
1475000000,-13.27501,-12.958094,-14.8171447
1476000000,-13.256153,-12.9665328,-14.82716852
1477000000,-13.298563,-12.97497973,-14.83720173
1478000000,-13.331153,-12.9834348,-14.84724766
1479000000,-13.297958,-12.99189806,-14.8572971
1480000000,-13.314445,-13.0003695,-14.86735599
1481000000,-13.308594,-13.00884915,-14.87742172
1482000000,-13.334281,-13.01733704,-14.88749692
1483000000,-13.332177,-13.02583319,-14.89758361
1484000000,-13.358155,-13.0343376,-14.90767321
1485000000,-13.370955,-13.04285031,-14.91777365
1486000000,-13.368912,-13.05137134,-14.92788365
1487000000,-13.380389,-13.0599007,-14.93799591
1488000000,-13.41017,-13.06843842,-14.9481204
1489000000,-13.409138,-13.07698452,-14.95825316
1490000000,-13.379608,-13.08553901,-14.96839487
1491000000,-13.397372,-13.09410193,-14.97854753
1492000000,-13.426635,-13.10267328,-14.98870185
1493000000,-13.437347,-13.11125309,-14.99886782
1494000000,-13.447403,-13.11984138,-15.0090428
1495000000,-13.461121,-13.12843818,-15.01922747
1496000000,-13.467056,-13.1370435,-15.02941851
1497000000,-13.470386,-13.14565736,-15.03961793
1498000000,-13.464583,-13.15427979,-15.04982575
1499000000,-13.447326,-13.1629108,-15.06004468
1500000000,-13.511764,-13.17155042,-15.07027002
1501000000,-13.499911,-13.18019867,-15.08050785
1502000000,-13.524757,-13.18885556,-15.09075078
1503000000,-13.471946,-13.19752113,-15.10099949
1504000000,-13.520048,-13.20619539,-15.11126141
1505000000,-13.553502,-13.21487836,-15.12152982
1506000000,-13.539941,-13.22357006,-15.13180879
1507000000,-13.550796,-13.23227052,-15.14209088
1508000000,-13.557015,-13.24097976,-15.15238966
1509000000,-13.591908,-13.24969779,-15.1626943
1510000000,-13.575928,-13.25842464,-15.17300482
1511000000,-13.633135,-13.26716033,-15.18333006
1512000000,-13.621881,-13.27590489,-15.19365984
1513000000,-13.597959,-13.28465833,-15.20399758
1514000000,-13.588705,-13.29342067,-15.21434602
1515000000,-13.646894,-13.30219194,-15.22470381
1516000000,-13.633573,-13.31097216,-15.23506892
1517000000,-13.649829,-13.31976134,-15.24544615
1518000000,-13.646755,-13.32855952,-15.25583074
1519000000,-13.655143,-13.33736672,-15.26622201
1520000000,-13.664542,-13.34618294,-15.27662478
1521000000,-13.702211,-13.35500823,-15.28703356
1522000000,-13.700162,-13.36384259,-15.29745526
1523000000,-13.756155,-13.37268605,-15.30788645
1524000000,-13.733256,-13.38153864,-15.31832854
1525000000,-13.742533,-13.39040037,-15.32877463
1526000000,-13.736727,-13.39927126,-15.33923027
1527000000,-13.718839,-13.40815135,-15.34969547
1528000000,-13.776642,-13.41704064,-15.3601751
1529000000,-13.739182,-13.42593917,-15.37065809
1530000000,-13.79132,-13.43484696,-15.38115278
1531000000,-13.798067,-13.44376401,-15.39165641
1532000000,-13.812018,-13.45269037,-15.40216831
1533000000,-13.816521,-13.46162605,-15.41269127
1534000000,-13.79618,-13.47057108,-15.42322182
1535000000,-13.821152,-13.47952547,-15.43376488
1536000000,-13.810111,-13.48848925,-15.44431696
1537000000,-13.828306,-13.49746244,-15.45487461
1538000000,-13.836671,-13.50644506,-15.46544551
1539000000,-13.871225,-13.51543714,-15.47602269
1540000000,-13.881948,-13.5244387,-15.48661458
1541000000,-13.845508,-13.53344976,-15.49720927
1542000000,-13.930577,-13.54247034,-15.50781801
1543000000,-13.919298,-13.55150047,-15.51843802
1544000000,-13.920421,-13.56054017,-15.5290644
1545000000,-13.917113,-13.56958946,-15.53970419
1546000000,-13.908866,-13.57864836,-15.55034684
1547000000,-13.967071,-13.58771691,-15.56100154
1548000000,-13.94836,-13.59679511,-15.57167043
1549000000,-13.985478,-13.605883,-15.58235214
1550000000,-14.02544,-13.6149806,-15.59303463
1551000000,-13.964468,-13.62408792,-15.60372784
1552000000,-13.989437,-13.633205,-15.61443108
1553000000,-14.040897,-13.64233185,-15.62514934
