Freq(Hz),S33(Phase)_milled,S33(Phase)_z0lver
1000000000,6.5443339,81.58140169
1001000000,6.7962127,81.51638558
1002000000,6.9259701,81.4513646
1003000000,6.6801028,81.38636792
1004000000,6.5573516,81.32144894
1005000000,6.3972955,81.25655425
1006000000,6.2914052,81.19167413
1007000000,6.4045663,81.12685716
1008000000,6.1853938,81.06204989
1009000000,6.2467489,80.99728634
1010000000,6.1454949,80.93255679
1011000000,6.3962464,80.86784667
1012000000,6.1704764,80.80315112
1013000000,5.7918043,80.73853814
1014000000,5.8848176,80.67397858
1015000000,5.4409213,80.6093996
1016000000,5.8820267,80.54483033
1017000000,5.7443471,80.48034363
1018000000,5.3865767,80.41587636
1019000000,5.4906645,80.35146737
1020000000,5.573947,80.28704381
1021000000,5.3496838,80.22267368
1022000000,5.3736663,80.15832783
1023000000,5.2929463,80.09402084
1024000000,5.2267346,80.02975757
1025000000,4.8827076,79.965504
1026000000,5.5083647,79.9012893
1027000000,5.1655383,79.8371523
1028000000,4.8583651,79.77300559
1029000000,4.8005834,79.70889289
1030000000,4.7997627,79.64479475
1031000000,4.9156427,79.58072575
1032000000,4.6230683,79.51669561
1033000000,4.6645246,79.45274318
1034000000,4.5317059,79.3887859
1035000000,4.4769011,79.3248529
1036000000,4.4046836,79.26097333
1037000000,4.5932679,79.1971229
1038000000,4.4675899,79.13330161
1039000000,4.0537844,79.06948518
1040000000,4.3209162,79.00570761
1041000000,4.0452995,78.94197375
1042000000,3.9680765,78.87827388
1043000000,4.2046056,78.81461288
1044000000,4.2985592,78.75098101
1045000000,4.2894254,78.68736372
1046000000,4.0748906,78.62377071
1047000000,3.8544264,78.56023599
1048000000,3.8395751,78.49671584
1049000000,3.7434709,78.43323454
1050000000,3.535687,78.36976782
1051000000,3.8043487,78.30634966
1052000000,3.7293222,78.24295094
1053000000,3.5870306,78.1795765
1054000000,3.6179953,78.11623605
1055000000,3.5313542,78.05293447
1056000000,3.5230894,77.9896426
1057000000,3.2819753,77.92644301
1058000000,3.455894,77.86321913
1059000000,3.2285814,77.80000012
1060000000,3.2689414,77.73684424
1061000000,3.20575,77.67371265
1062000000,3.2343338,77.61063449
1063000000,2.9865677,77.5475709
1064000000,3.0530884,77.48453645
1065000000,3.0309784,77.42154085
1066000000,2.8080988,77.3585744
1067000000,2.883944,77.29559823
1068000000,2.9063673,77.23265607
1069000000,2.93872,77.16977704
1070000000,2.5815103,77.10692716
1071000000,2.846137,77.04411613
1072000000,2.584672,76.98127111
1073000000,2.6051838,76.91855236
1074000000,2.4523613,76.85579962
1075000000,2.3351316,76.79307602
1076000000,2.1520734,76.73038642
1077000000,2.198046,76.66774053
1078000000,2.2394409,76.60509464
1079000000,2.2359486,76.54247304
1080000000,2.2459202,76.47994372
1081000000,2.0918436,76.41739983
1082000000,1.9999012,76.35490451
1083000000,2.014478,76.29241891
1084000000,2.1760767,76.2299673
1085000000,1.8779407,76.16752541
1086000000,1.7842902,76.1051078
1087000000,1.8904581,76.04276305
1088000000,1.6647989,75.98041829
1089000000,1.6112185,75.91810754
1090000000,1.5380614,75.85582593
1091000000,1.5046372,75.7935686
1092000000,1.4724958,75.73135013
1093000000,1.3706089,75.66913166
1094000000,1.519789,75.60697633
1095000000,1.2793778,75.54481615
1096000000,1.300238,75.48270939
1097000000,1.0985193,75.42059292
1098000000,1.1264466,75.35852016
1099000000,1.0217081,75.29650568
1100000000,1.0749159,75.23444264
1101000000,1.1939983,75.17251073
1102000000,1.1080854,75.11054483
1103000000,0.74330693,75.04862264
1104000000,0.6719619,74.98671987
1105000000,0.93910193,74.92484625
1106000000,0.73238987,74.86300663
1107000000,0.89593387,74.80119129
1108000000,0.51663262,74.73939053
1109000000,0.75211656,74.67760919
1110000000,0.5864166,74.61586671
1111000000,0.29414377,74.55412908
1112000000,0.54093218,74.49245946
1113000000,0.57593894,74.43078983
1114000000,0.39553738,74.36916878
1115000000,0.41593498,74.30759629
1116000000,0.030927626,74.24600923
1117000000,0.1507666,74.18444646
1118000000,0.12568496,74.12293226
1119000000,0.06103567,74.06142777
1120000000,-0.064662695,73.99994271
1121000000,0.12954934,73.93849165
1122000000,-0.028851667,73.87705516
1123000000,-0.18339598,73.81567696
1124000000,-0.15386766,73.75427447
1125000000,-0.28759211,73.69295455
1126000000,-0.056945581,73.63160549
1127000000,-0.18275508,73.57031471
1128000000,-0.36396131,73.50907736
1129000000,-0.15050283,73.44784
1130000000,-0.36029515,73.38658323
1131000000,-0.56162274,73.32541873
1132000000,-0.38995785,73.2642688
1133000000,-0.41121709,73.20311402
1134000000,-0.61071634,73.14200295
1135000000,-0.5104748,73.08092589
1136000000,-0.85642719,73.01982453
1137000000,-1.0704379,72.95879117
1138000000,-0.76951951,72.89779667
1139000000,-0.77389401,72.83677303
1140000000,-0.79127067,72.77583682
1141000000,-1.0114204,72.71487146
1142000000,-0.88278133,72.65395953
1143000000,-1.0742424,72.59309617
1144000000,-1.0850028,72.53220852
1145000000,-1.212927,72.47135973
1146000000,-0.89776224,72.4105158
1147000000,-1.0720769,72.34974958
1148000000,-1.5643705,72.2890125
1149000000,-1.39817,72.22826085
1150000000,-1.5058714,72.16753835
1151000000,-1.3927373,72.1068547
1152000000,-1.3691696,72.04615162
1153000000,-1.1038721,71.9855214
1154000000,-1.4443754,71.92492517
1155000000,-1.70476,71.86430466
1156000000,-1.3879503,71.80375701
1157000000,-1.5863787,71.74319478
1158000000,-1.7085452,71.68267141
1159000000,-1.6529272,71.62216747
1160000000,-1.7345753,71.56168782
1161000000,-1.6766425,71.50124216
1162000000,-2.1073124,71.44082079
1163000000,-1.910235,71.38042371
1164000000,-2.0801136,71.32000233
1165000000,-1.9996922,71.25966353
1166000000,-1.9993373,71.19933444
1167000000,-2.2339716,71.13901021
1168000000,-2.2177484,71.07874427
1169000000,-2.2433715,71.01847832
1170000000,-2.1905556,70.95824637
1171000000,-2.3025222,70.89802414
1172000000,-2.5056467,70.83784076
1173000000,-2.3409369,70.77765253
1174000000,-2.4511929,70.71748372
