Freq(Hz),S31(Phase)_milled,S31(Phase)_z0lver
1000000000,-92.159378,-34.4113163
1001000000,-92.301765,-34.44661472
1002000000,-92.38604,-34.48191557
1003000000,-92.329857,-34.51721399
1004000000,-92.610458,-34.55252697
1005000000,-92.521233,-34.58783268
1006000000,-92.885284,-34.62314324
1007000000,-92.820198,-34.65845623
1008000000,-92.989426,-34.69377407
1009000000,-93.053368,-34.72908706
1010000000,-93.223839,-34.76440248
1011000000,-93.310478,-34.79972518
1012000000,-93.130272,-34.83505031
1013000000,-93.489563,-34.8703803
1014000000,-93.490288,-34.90571272
1015000000,-93.65554,-34.94103542
1016000000,-93.5746,-34.97637512
1017000000,-93.856781,-35.01170997
1018000000,-93.99688,-35.04704238
1019000000,-93.803505,-35.0823918
1020000000,-93.982758,-35.11773879
1021000000,-94.197746,-35.15308092
1022000000,-94.11824,-35.18843034
1023000000,-94.399864,-35.22377732
1024000000,-94.488953,-35.25913645
1025000000,-94.593346,-35.29449801
1026000000,-94.52179,-35.32985714
1027000000,-94.553856,-35.36521627
1028000000,-94.670509,-35.40058026
1029000000,-94.780907,-35.43593939
1030000000,-95.124573,-35.47131309
1031000000,-94.976486,-35.50668679
1032000000,-95.302223,-35.54205807
1033000000,-95.22316,-35.57742448
1034000000,-95.3563,-35.61282247
1035000000,-95.50264,-35.64818889
1036000000,-95.557137,-35.68357959
1037000000,-95.77047,-35.718963
1038000000,-95.728394,-35.75434642
1039000000,-95.812218,-35.78973712
1040000000,-95.783142,-35.82513025
1041000000,-95.971642,-35.86052581
1042000000,-95.938438,-35.89592865
1043000000,-96.123047,-35.93133635
1044000000,-96.140785,-35.96672705
1045000000,-96.495705,-36.00214204
1046000000,-96.688301,-36.03754731
1047000000,-96.313644,-36.07296473
1048000000,-96.560295,-36.10837971
1049000000,-96.63678,-36.14378984
1050000000,-96.837616,-36.1792024
1051000000,-96.908943,-36.21462224
1052000000,-96.93502,-36.2500518
1053000000,-97.013763,-36.2854765
1054000000,-97.304535,-36.3209012
1055000000,-97.173752,-36.35633076
1056000000,-97.310471,-36.39177488
1057000000,-97.666771,-36.4272093
1058000000,-97.401924,-36.46265343
1059000000,-97.714661,-36.49809027
1060000000,-97.861031,-36.5335344
1061000000,-97.866165,-36.56897853
1062000000,-98.098755,-36.60442266
1063000000,-97.963539,-36.63987407
1064000000,-98.216835,-36.67533034
1065000000,-98.218765,-36.71078904
1066000000,-98.471321,-36.74625017
1067000000,-98.513115,-36.78170158
1068000000,-98.57695,-36.81716757
1069000000,-98.536728,-36.85263112
1070000000,-98.746872,-36.88810196
1071000000,-98.704292,-36.92357524
1072000000,-98.799904,-36.95904851
1073000000,-98.855576,-36.9945242
1074000000,-98.885574,-37.02999748
1075000000,-99.269653,-37.06549017
1076000000,-99.279434,-37.10096587
1077000000,-99.447571,-37.13645129
1078000000,-99.367409,-37.17193427
1079000000,-99.446312,-37.20743183
1080000000,-99.682167,-37.24291481
1081000000,-99.506966,-37.27840994
1082000000,-99.747086,-37.31390992
1083000000,-99.859741,-37.34940991
1084000000,-99.971344,-37.38491475
1085000000,-99.998352,-37.42041473
1086000000,-100.32008,-37.45591957
1087000000,-100.23484,-37.4914317
1088000000,-100.38335,-37.52694383
1089000000,-100.59817,-37.56246081
1090000000,-100.75095,-37.59797051
1091000000,-100.6387,-37.63349478
1092000000,-100.62793,-37.66901905
1093000000,-100.84148,-37.70454574
1094000000,-100.91938,-37.74006273
1095000000,-101.12611,-37.77559671
1096000000,-101.16837,-37.81113798
1097000000,-101.16645,-37.84666953
1098000000,-101.29339,-37.88219866
1099000000,-101.50575,-37.91774479
1100000000,-101.57749,-37.95329091
1101000000,-101.61042,-37.98882975
1102000000,-101.76758,-38.02438073
1103000000,-101.92966,-38.05993172
1104000000,-101.9594,-38.09548027
1105000000,-101.9523,-38.13103368
1106000000,-102.115,-38.16659438
1107000000,-102.05119,-38.20215751
1108000000,-102.32125,-38.23771335
1109000000,-102.37484,-38.27328376
1110000000,-102.54676,-38.30884688
1111000000,-102.26247,-38.34441972
1112000000,-102.86211,-38.37999742
1113000000,-102.84163,-38.41556297
1114000000,-102.85896,-38.45114795
1115000000,-102.82393,-38.48673051
1116000000,-103.12875,-38.5223082
1117000000,-103.09554,-38.55790047
1118000000,-103.07246,-38.59348545
1119000000,-103.34454,-38.62907772
1120000000,-103.38284,-38.66466513
1121000000,-103.61857,-38.70026226
1122000000,-103.61765,-38.73586667
1123000000,-103.45261,-38.77146865
1124000000,-103.71317,-38.8070682
1125000000,-103.94823,-38.84267747
1126000000,-104.02795,-38.87828431
1127000000,-104.09926,-38.91390329
1128000000,-104.18166,-38.94951255
1129000000,-104.27454,-38.98513154
1130000000,-104.18362,-39.02075537
1131000000,-104.51856,-39.0563695
1132000000,-104.37225,-39.09199091
1133000000,-104.6576,-39.12761717
1134000000,-104.79974,-39.16325316
1135000000,-104.77855,-39.19888671
1136000000,-104.87434,-39.2345154
1137000000,-105.0153,-39.27015624
1138000000,-105.049,-39.30579465
1139000000,-105.22948,-39.34143549
1140000000,-105.36961,-39.37708604
1141000000,-105.37417,-39.41273902
1142000000,-105.50118,-39.44837986
1143000000,-105.35095,-39.48403527
1144000000,-105.79849,-39.51969553
1145000000,-105.82693,-39.5553558
1146000000,-105.77106,-39.59100635
1147000000,-105.90549,-39.62667147
1148000000,-105.99597,-39.66233902
1149000000,-106.04414,-39.69801143
1150000000,-106.27146,-39.73367656
1151000000,-106.25132,-39.76935382
1152000000,-106.39413,-39.80503109
1153000000,-106.36574,-39.84071078
1154000000,-106.55842,-39.87638562
1155000000,-106.89366,-39.91207503
1156000000,-106.87144,-39.94775472
1157000000,-106.82957,-39.98345384
1158000000,-106.91302,-40.01914082
1159000000,-107.08723,-40.0548448
1160000000,-107.10748,-40.09052692
1161000000,-107.09969,-40.12623819
1162000000,-107.35252,-40.16193974
1163000000,-107.39706,-40.19763643
1164000000,-107.45665,-40.23334527
1165000000,-107.62519,-40.26906139
1166000000,-107.67661,-40.3047678
1167000000,-107.83859,-40.34048635
1168000000,-107.94295,-40.3762049
1169000000,-107.96626,-40.4119283
1170000000,-108.1278,-40.44764685
1171000000,-108.21351,-40.48337755
1172000000,-108.18752,-40.51910338
1173000000,-108.29445,-40.55482436
1174000000,-108.25565,-40.59055991
1175000000,-108.69226,-40.62630275
1176000000,-108.58237,-40.66204315
1177000000,-108.74121,-40.69779085
1178000000,-108.83698,-40.7335264
1179000000,-108.93023,-40.76927166
1180000000,-109.04113,-40.80501449
1181000000,-109.10737,-40.8407719
1182000000,-109.38131,-40.87653902
1183000000,-109.37486,-40.91229157
1184000000,-109.42213,-40.94804898
1185000000,-109.4072,-40.98381124
1186000000,-109.5364,-41.01957836
1187000000,-109.7674,-41.05534062
1188000000,-109.87477,-41.09111746
1189000000,-110.0723,-41.12687972
1190000000,-109.98704,-41.16265656
1191000000,-109.96235,-41.19844796
1192000000,-110.2256,-41.23421994
1193000000,-110.20641,-41.27000163
1194000000,-110.26839,-41.30579304
1195000000,-110.51374,-41.34157958
1196000000,-110.6237,-41.37737099
1197000000,-110.83795,-41.41317211
1198000000,-110.83205,-41.44896351
1199000000,-110.89138,-41.48476949
1200000000,-111.0008,-41.5205609
1201000000,-110.94623,-41.55636687
1202000000,-111.09499,-41.59217285
1203000000,-111.13448,-41.62798854
1204000000,-111.30995,-41.66379452
1205000000,-111.4113,-41.69960049
1206000000,-111.34203,-41.7354259
1207000000,-111.39965,-41.77124159
1208000000,-111.68256,-41.80706699
1209000000,-111.80804,-41.84289726
1210000000,-111.80457,-41.87873237
1211000000,-112.02848,-41.91455778
1212000000,-112.05479,-41.95038804
1213000000,-112.21555,-41.98623287
1214000000,-112.15967,-42.02206314
1215000000,-112.36352,-42.05790797
1216000000,-112.36388,-42.0937528
1217000000,-112.6208,-42.12959763
1218000000,-112.63917,-42.16544732
1219000000,-112.65452,-42.20130187
1220000000,-112.82411,-42.23715642
1221000000,-112.89458,-42.27301096
1222000000,-112.80045,-42.30886065
1223000000,-113.12365,-42.34472977
1224000000,-113.03423,-42.38059889
1225000000,-113.08951,-42.41646801
1226000000,-113.43501,-42.45233227
1227000000,-113.48432,-42.4882111
1228000000,-113.54817,-42.52408022
1229000000,-113.66997,-42.55996391
1230000000,-113.76283,-42.5958476
1231000000,-113.9797,-42.63173614
1232000000,-113.87566,-42.66761012
1233000000,-114.0598,-42.70350352
1234000000,-114.23734,-42.73940178
1235000000,-114.13417,-42.77528547
1236000000,-114.27256,-42.81119344
1237000000,-114.2931,-42.84709656
1238000000,-114.51398,-42.88298025
1239000000,-114.67605,-42.91889308
1240000000,-114.71297,-42.95480105
1241000000,-114.75249,-42.99070903
1242000000,-114.71027,-43.02662672
1243000000,-114.93431,-43.0625444
1244000000,-115.08459,-43.09845724
1245000000,-115.19781,-43.13437492
1246000000,-115.24279,-43.17030233
1247000000,-115.46323,-43.20622973
1248000000,-115.61031,-43.24215227
1249000000,-115.4752,-43.27809425
1250000000,-115.64996,-43.31402165
1251000000,-115.72859,-43.34996362
1252000000,-115.8802,-43.38590074
1253000000,-116.023,-43.42183785
1254000000,-116.21909,-43.45777983
1255000000,-116.06731,-43.49373637
1256000000,-116.1228,-43.5296832
1257000000,-116.31484,-43.56563975
1258000000,-116.42245,-43.60158658
1259000000,-116.56319,-43.63754312
1260000000,-116.43123,-43.67350938
1261000000,-116.57153,-43.70947564
1262000000,-116.74602,-43.74544675
1263000000,-116.89344,-43.78140815
1264000000,-116.8859,-43.81737441
1265000000,-116.87103,-43.85335038
1266000000,-117.02678,-43.88933607
1267000000,-117.28654,-43.92530719
1268000000,-117.28547,-43.96128316
1269000000,-117.28495,-43.9972737
1270000000,-117.57271,-44.03325453
1271000000,-117.57021,-44.06925479
1272000000,-117.77716,-44.10524533
1273000000,-117.71796,-44.14124073
1274000000,-117.93684,-44.17723128
1275000000,-118.03976,-44.21323639
1276000000,-118.02599,-44.24924636
1277000000,-118.12335,-44.28525148
1278000000,-118.26273,-44.32125173
1279000000,-118.4385,-44.35726656
1280000000,-118.55814,-44.39327653
1281000000,-118.54657,-44.42929622
1282000000,-118.52545,-44.46532076
1283000000,-118.9001,-44.50133073
1284000000,-118.89955,-44.53736013
1285000000,-118.83869,-44.57338468
1286000000,-118.86373,-44.60942865
1287000000,-118.92782,-44.64545319
1288000000,-119.05031,-44.68148259
1289000000,-119.25058,-44.7175217
1290000000,-119.50156,-44.75356082
1291000000,-119.49047,-44.78960479
1292000000,-119.82442,-44.82565847
1293000000,-119.63673,-44.86169759
1294000000,-119.55204,-44.89775613
1295000000,-119.79285,-44.93380496
1296000000,-119.66393,-44.96987321
1297000000,-119.97967,-45.00592204
1298000000,-120.32254,-45.04198544
1299000000,-120.0686,-45.07804398
1300000000,-120.46262,-45.11411709
1301000000,-120.42767,-45.15019021
1302000000,-120.43562,-45.18625846
1303000000,-120.65778,-45.22233643
1304000000,-120.55485,-45.25840954
1305000000,-120.75944,-45.29448751
1306000000,-120.75387,-45.33058491
1307000000,-121.06375,-45.36666774
1308000000,-120.79456,-45.40275057
1309000000,-121.10949,-45.43883825
1310000000,-121.25804,-45.47494051
1311000000,-121.28762,-45.51103305
1312000000,-121.30775,-45.5471353
1313000000,-121.61897,-45.58322784
1314000000,-121.82806,-45.61933495
1315000000,-121.7643,-45.65543235
1316000000,-121.90282,-45.69156375
1317000000,-121.87541,-45.72767086
1318000000,-121.85853,-45.76377797
1319000000,-122.20512,-45.79989966
1320000000,-122.19151,-45.83602134
1321000000,-122.24659,-45.87215274
1322000000,-122.26648,-45.90826956
1323000000,-122.53255,-45.9443961
1324000000,-122.39959,-45.98053236
1325000000,-122.43901,-46.01666861
1326000000,-122.52648,-46.05280487
1327000000,-122.68323,-46.08893626
1328000000,-122.96067,-46.12507737
1329000000,-122.93013,-46.1612282
1330000000,-123.1669,-46.19737902
1331000000,-123.31061,-46.23352499
1332000000,-123.35315,-46.26968553
1333000000,-123.53856,-46.30583636
1334000000,-123.50748,-46.34199204
1335000000,-123.50676,-46.37815744
1336000000,-123.5845,-46.41431312
1337000000,-123.67461,-46.45048337
1338000000,-123.79853,-46.48665362
1339000000,-123.95228,-46.52281416
1340000000,-123.94284,-46.55899899
1341000000,-124.11254,-46.5951741
1342000000,-124.34633,-46.63134921
1343000000,-124.37925,-46.66752918
1344000000,-124.32414,-46.70371886
1345000000,-124.59144,-46.73990854
1346000000,-124.72324,-46.77610308
1347000000,-124.75331,-46.8122879
1348000000,-124.69428,-46.84848244
1349000000,-125.00077,-46.88467698
1350000000,-124.98114,-46.92088123
1351000000,-124.86896,-46.9570952
1352000000,-125.29361,-46.99329945
1353000000,-125.41854,-47.02949885
1354000000,-125.24723,-47.06570796
1355000000,-125.30628,-47.10193164
1356000000,-125.5408,-47.1381456
1357000000,-125.65902,-47.17436443
1358000000,-125.78949,-47.21058325
1359000000,-125.89876,-47.24681179
1360000000,-125.96217,-47.28304032
1361000000,-126.10265,-47.31926886
1362000000,-126.28676,-47.35549254
1363000000,-126.18715,-47.39174537
1364000000,-126.36297,-47.42797876
1365000000,-126.42287,-47.46421701
1366000000,-126.49303,-47.50046012
1367000000,-126.45859,-47.53669837
1368000000,-126.6356,-47.5729512
1369000000,-126.70985,-47.60920402
1370000000,-126.91788,-47.6454617
1371000000,-126.83719,-47.68171938
1372000000,-127.24702,-47.71797706
1373000000,-127.217,-47.75424445
1374000000,-127.20992,-47.79050213
1375000000,-127.21916,-47.82677924
1376000000,-127.37717,-47.86304178
1377000000,-127.55555,-47.89931403
1378000000,-127.60339,-47.93559113
1379000000,-127.81506,-47.97185853
1380000000,-127.79327,-48.00815021
1381000000,-127.86414,-48.04444189
1382000000,-127.97488,-48.08071899
1383000000,-128.07388,-48.11700582
1384000000,-128.09003,-48.15329749
1385000000,-128.19771,-48.18959403
1386000000,-128.271,-48.22589057
1387000000,-128.29858,-48.26219196
1388000000,-128.5699,-48.29849335
1389000000,-128.60724,-48.33479475
1390000000,-128.74338,-48.37111071
1391000000,-128.91283,-48.40741696
1392000000,-128.88481,-48.44371835
1393000000,-128.93184,-48.48003917
1394000000,-129.23698,-48.51636485
1395000000,-129.01306,-48.55268567
1396000000,-129.40213,-48.58901135
1397000000,-129.40518,-48.62533217
1398000000,-129.60258,-48.66165785
1399000000,-129.32742,-48.69800296
1400000000,-129.70042,-48.73433349
1401000000,-129.83144,-48.77067374
1402000000,-129.68112,-48.80700913
1403000000,-129.95915,-48.84335424
1404000000,-129.90149,-48.87969934
1405000000,-130.1665,-48.91604931
1406000000,-130.20558,-48.95239927
1407000000,-130.21576,-48.98874438
1408000000,-130.19205,-49.02509434
1409000000,-130.43839,-49.06146859
1410000000,-130.63147,-49.09781855
1411000000,-130.75763,-49.13418794
1412000000,-130.84593,-49.17055248
1413000000,-130.93733,-49.20692187
1414000000,-130.9478,-49.24329612
1415000000,-131.11984,-49.27966551
1416000000,-131.21992,-49.31603976
1417000000,-131.28419,-49.35242372
1418000000,-131.38632,-49.38880768
1419000000,-131.58897,-49.42518679
1420000000,-131.28564,-49.46157561
1421000000,-131.66823,-49.497979
1422000000,-131.66354,-49.53436782
1423000000,-131.688,-49.57076149
1424000000,-131.98862,-49.60716003
1425000000,-131.931,-49.64356342
1426000000,-132.10535,-49.67996681
1427000000,-132.04222,-49.7163702
1428000000,-132.24593,-49.7527833
1429000000,-132.25177,-49.78918669
1430000000,-132.31415,-49.82560951
1431000000,-132.61597,-49.86202262
1432000000,-132.59581,-49.89843572
1433000000,-132.69865,-49.9348634
1434000000,-132.78433,-49.97129107
1435000000,-132.85585,-50.00771875
1436000000,-133.07088,-50.04414156
1437000000,-133.05,-50.08056924
1438000000,-133.20183,-50.11701634
1439000000,-133.44395,-50.15345373
1440000000,-133.42682,-50.18989112
1441000000,-133.42975,-50.22633337
1442000000,-133.4449,-50.26277562
1443000000,-133.80814,-50.29922272
1444000000,-133.59766,-50.33568925
1445000000,-133.8074,-50.37214121
1446000000,-133.98027,-50.40859803
