Freq(Hz),S11(Phase)_milled,S11(Phase)_z0lver
1159000000,112.95428,139.9752765
1160000000,112.88734,139.9396162
1161000000,112.98119,139.903956
1162000000,113.08835,139.868286
1163000000,112.75969,139.832616
1164000000,112.75762,139.7969557
1165000000,112.63901,139.7612857
1166000000,112.73077,139.7256061
1167000000,112.78139,139.6899264
1168000000,112.55945,139.654237
1169000000,112.13251,139.6185573
1170000000,112.60699,139.5828776
1171000000,112.51797,139.5471979
1172000000,112.26986,139.5115085
1173000000,112.19009,139.4758093
1174000000,112.16132,139.4401102
1175000000,112.31026,139.4044111
1176000000,112.16059,139.3687023
1177000000,111.99628,139.3330031
1178000000,112.45215,139.2972943
1179000000,111.81074,139.2616049
1180000000,111.98347,139.2258961
1181000000,112.14953,139.1901678
1182000000,112.04489,139.154459
1183000000,111.70287,139.1187404
1184000000,111.76651,139.0830219
1185000000,111.85412,139.0472936
1186000000,111.72256,139.0115653
1187000000,111.60856,138.9758274
1188000000,111.74309,138.9400894
1189000000,111.5872,138.9043708
1190000000,111.27607,138.8686328
1191000000,111.70103,138.8328949
1192000000,111.80531,138.7971472
1193000000,111.26694,138.7614092
1194000000,111.24597,138.7256615
1195000000,111.15871,138.6899138
1196000000,111.42661,138.6541467
1197000000,111.1725,138.618399
1198000000,111.05029,138.5826513
1199000000,111.04745,138.5468745
1200000000,111.01032,138.5111268
1201000000,110.74674,138.4753499
1202000000,111.07231,138.4395925
1203000000,110.98241,138.4038157
1204000000,110.77376,138.3680486
1205000000,110.89194,138.3322815
1206000000,110.99193,138.2964949
1207000000,111.33779,138.2607181
1208000000,111.0493,138.2249412
1209000000,110.86396,138.1891353
1210000000,110.69608,138.1533487
1211000000,110.88052,138.1175622
1212000000,110.41089,138.0817853
1213000000,110.74399,138.0459599
1214000000,110.33385,138.0101734
1215000000,110.51808,137.9743674
1216000000,110.41237,137.9385711
1217000000,110.55807,137.9027652
1218000000,110.29836,137.8669689
1219000000,110.38563,137.8311435
1220000000,110.12215,137.7953278
1221000000,110.26402,137.7595024
1222000000,110.44479,137.7236867
1223000000,110.13129,137.687871
1224000000,109.87652,137.6520359
1225000000,109.84686,137.6162105
1226000000,109.78003,137.5803948
1227000000,109.87481,137.5445597
1228000000,109.60529,137.5087149
1229000000,109.96938,137.4728797
1230000000,109.89722,137.4370349
1231000000,109.41757,137.4011901
1232000000,109.70156,137.3653647
1233000000,109.7613,137.3295004
1234000000,109.84034,137.2936459
1235000000,109.51089,137.257801
1236000000,109.74226,137.2219562
1237000000,109.58193,137.1860822
1238000000,109.13234,137.1502374
1239000000,109.61454,137.1143634
1240000000,109.54849,137.0785089
1241000000,109.41548,137.0426252
1242000000,109.15808,137.0067512
1243000000,109.21421,136.9708967
1244000000,109.12429,136.9350227
1245000000,109.21966,136.899139
1246000000,108.73306,136.8632456
1247000000,109.3148,136.8273619
1248000000,108.69759,136.7914782
1249000000,108.99318,136.7555751
1250000000,108.97683,136.7196914
1251000000,108.63975,136.6837883
1252000000,108.44326,136.6478949
1253000000,108.67598,136.6119918
1254000000,108.75938,136.5761081
1255000000,108.80272,136.5401952
1256000000,108.78508,136.5042824
1257000000,108.65102,136.4683696
1258000000,108.5696,136.4324665
1259000000,108.46643,136.3965439
1260000000,108.3287,136.3606311
1261000000,108.75855,136.3246988
1262000000,108.27876,136.2887763
1263000000,108.25469,136.252844
1264000000,108.5195,136.2169312
1265000000,108.31575,136.1809989
1266000000,108.44463,136.1450667
1267000000,108.36771,136.1091247
1268000000,107.99446,136.0732022
1269000000,107.88261,136.0372505
1270000000,108.05457,136.0013085
1271000000,107.56306,135.9653568
1272000000,107.86029,135.9293954
1273000000,107.7312,135.8934437
1274000000,107.56061,135.857492
1275000000,107.82014,135.8215306
1276000000,107.80153,135.7855692
1277000000,107.84791,135.7496175
1278000000,107.44946,135.7136561
1279000000,107.30361,135.6776947
1280000000,107.33475,135.6417236
1281000000,107.50392,135.6057331
1282000000,107.44826,135.5697717
1283000000,106.84634,135.5337909
1284000000,107.47732,135.4978003
1285000000,107.20258,135.4618292
1286000000,107.38937,135.4258387
1287000000,107.42572,135.3898578
1288000000,106.92841,135.3538576
1289000000,106.74194,135.317867
1290000000,106.90483,135.2818668
1291000000,106.99763,135.2458762
1292000000,106.79933,135.2098663
1293000000,107.0028,135.1738563
1294000000,106.88775,135.137856
1295000000,106.98226,135.1018558
1296000000,107.01028,135.0658264
1297000000,106.58123,135.0298067
1298000000,106.50671,134.9938161
1299000000,106.85443,134.957777
1300000000,106.91392,134.9217573
1301000000,106.18366,134.8857279
1302000000,106.49598,134.8497083
1303000000,106.54398,134.8136691
1304000000,106.35625,134.7776397
1305000000,106.44701,134.7416103
1306000000,106.14981,134.7055809
1307000000,106.05553,134.6695321
1308000000,105.90299,134.633493
1309000000,106.27694,134.5974442
1310000000,106.03321,134.5613953
1311000000,105.81064,134.5253465
1312000000,105.95934,134.4892783
1313000000,105.71532,134.4532294
1314000000,105.87629,134.4171709
1315000000,105.67873,134.3811026
1316000000,105.72185,134.3450441
1317000000,105.94904,134.3089758
1318000000,105.67136,134.2728979
1319000000,105.58872,134.236849
1320000000,105.61003,134.2007614
1321000000,105.47389,134.164664
1322000000,105.37257,134.1286054
1323000000,105.30678,134.0925177
1324000000,105.34832,134.0564398
1325000000,105.20975,134.0203326
1326000000,105.18016,133.984245
1327000000,105.20623,133.948167
1328000000,105.1785,133.9120599
1329000000,104.97341,133.8759722
1330000000,105.16344,133.8398651
1331000000,105.02135,133.803758
1332000000,105.28475,133.7676606
1333000000,105.13325,133.731534
1334000000,104.97722,133.6954366
1335000000,104.88346,133.6593198
1336000000,104.66229,133.6232127
1337000000,104.73617,133.5870959
1338000000,104.83903,133.5509596
1339000000,104.53986,133.5148428
1340000000,104.4277,133.4786968
1341000000,104.74955,133.44258
1342000000,104.54715,133.4064535
1343000000,104.27708,133.3703172
1344000000,104.7132,133.3341712
1345000000,103.89173,133.2980447
1346000000,104.08323,133.2618987
1347000000,103.97765,133.2257528
1348000000,104.03667,133.1896165
1349000000,103.96942,133.1534608
1350000000,103.95887,133.1173149
1351000000,103.96871,133.0811397
1352000000,103.79966,133.0449841
1353000000,103.89924,133.0088187
1354000000,103.72459,132.972663
1355000000,103.63048,132.9365073
1356000000,103.65444,132.9003225
1357000000,103.56012,132.8641474
1358000000,103.46519,132.8279723
1359000000,103.48033,132.7918166
1360000000,103.96137,132.7556318
1361000000,103.49464,132.7194372
1362000000,103.37199,132.6832718
1363000000,103.36195,132.6470773
1364000000,102.89716,132.6108827
1365000000,103.1749,132.5746979
1366000000,103.1889,132.5385131
1367000000,103.71107,132.5023088
1368000000,103.02652,132.4661046
1369000000,103.02905,132.4299003
1370000000,103.10667,132.3936961
1371000000,103.0668,132.3574821
1372000000,102.51289,132.3212779
1373000000,102.86965,132.2850639
1374000000,102.66378,132.2488402
1375000000,102.67398,132.2126262
1376000000,102.65679,132.1764123
1377000000,102.2622,132.1401886
1378000000,102.31734,132.1039552
1379000000,102.37896,132.0677315
1380000000,102.12135,132.0315078
1381000000,102.59232,131.9952453
1382000000,102.26185,131.9590216
1383000000,102.21825,131.9227979
1384000000,102.25697,131.8865451
1385000000,102.19178,131.850302
1386000000,101.79201,131.8140589
1387000000,101.86834,131.7778158
1388000000,101.90465,131.741563
1389000000,101.95456,131.7053199
1390000000,101.45163,131.6690379
1391000000,102.06596,131.6327754
1392000000,101.87325,131.5965323
1393000000,101.44325,131.56026
1394000000,101.45971,131.5240072
1395000000,101.58483,131.4877252
1396000000,101.55175,131.4514433
1397000000,101.53498,131.415171
1398000000,101.27532,131.378889
1399000000,101.2123,131.3426071
1400000000,101.18169,131.3063251
1401000000,101.01819,131.2700334
1402000000,101.15977,131.2337612
1403000000,100.92938,131.1974598
1404000000,100.84801,131.1611778
1405000000,100.85033,131.1248764
1406000000,100.83209,131.0885847
1407000000,100.93156,131.0522736
1408000000,100.56114,131.015982
1409000000,100.65017,130.9796709
1410000000,100.62057,130.9433695
1411000000,100.37939,130.9070389
1412000000,100.3433,130.8707375
1413000000,100.39888,130.8344167
1414000000,100.48279,130.7980959
1415000000,100.53206,130.7617751
1416000000,100.08828,130.7254445
1417000000,100.33364,130.6891237
1418000000,100.42403,130.6527932
1419000000,100.11562,130.6164626
1420000000,99.865936,130.5801127
1421000000,100.03975,130.5437821
1422000000,100.15004,130.5074419
1423000000,99.902893,130.4711114
1424000000,99.699928,130.4347711
1425000000,99.892471,130.3984211
1426000000,99.688805,130.3620518
1427000000,99.618828,130.3257018
1428000000,99.307129,130.2893421
1429000000,99.759003,130.2530019
1430000000,99.506416,130.2166422
1431000000,99.54052,130.1802728
1432000000,98.915863,130.1439034
1433000000,99.114685,130.1075534
1434000000,99.006065,130.0711743
1435000000,98.824287,130.0348049
1436000000,98.878433,129.9984258
1437000000,98.878365,129.9620565
1438000000,98.900948,129.9256579
1439000000,98.862694,129.8892885
1440000000,98.882172,129.8529094
1441000000,98.876732,129.8165012
1442000000,98.845421,129.7801221
1443000000,98.596558,129.7437235
1444000000,98.599907,129.7073153
1445000000,98.637596,129.6709265
1446000000,98.2883,129.6345182
1447000000,98.319908,129.5981294
1448000000,98.250526,129.5617212
1449000000,98.290253,129.5253032
1450000000,98.265594,129.4888949
1451000000,98.035973,129.452477
1452000000,98.145218,129.416059
1453000000,97.937469,129.3796411
1454000000,98.047836,129.3432231
1455000000,97.790504,129.3067954
1456000000,98.094994,129.270358
1457000000,97.727768,129.2339401
1458000000,97.355667,129.1975124
1459000000,97.631035,129.1610653
1460000000,97.744148,129.1246182
1461000000,97.59729,129.0881808
1462000000,97.560966,129.0517628
1463000000,97.448929,129.015306
1464000000,97.238701,128.9788783
1465000000,97.257172,128.9424021
1466000000,97.136536,128.9059647
1467000000,97.153534,128.8694982
1468000000,97.22448,128.8330316
1469000000,97.135956,128.7965943
1470000000,96.99897,128.760118
1471000000,97.231003,128.7236709
1472000000,97.193672,128.6871947
1473000000,96.81218,128.6507087
1474000000,96.686317,128.6142422
1475000000,96.646355,128.5777756
1476000000,96.790337,128.5412897
1477000000,96.538277,128.5048037
1478000000,96.774551,128.4683275
1479000000,96.672966,128.4318415
1480000000,96.499786,128.3953556
1481000000,96.363358,128.3588599
1482000000,96.320435,128.3223739
1483000000,96.639656,128.2858685
1484000000,96.025223,128.2493826
1485000000,96.565712,128.2128869
1486000000,96.101006,128.1763718
1487000000,96.209213,128.1398664
1488000000,95.941864,128.1033707
1489000000,96.063667,128.0668556
1490000000,95.954536,128.0303211
1491000000,95.835457,127.9938157
1492000000,95.569679,127.9573103
1493000000,95.936768,127.9207855
1494000000,95.693336,127.884251
1495000000,95.785561,127.8477262
1496000000,95.464005,127.8112013
1497000000,95.609451,127.7746668
1498000000,95.538475,127.738142
1499000000,95.627876,127.7015978
1500000000,95.285248,127.6650729
1501000000,95.270424,127.628519
1502000000,95.389969,127.5919942
1503000000,95.189873,127.5554402
1504000000,95.274078,127.518896
1505000000,95.364128,127.482342
1506000000,94.694221,127.4457686
1507000000,94.934982,127.4092244
1508000000,95.300903,127.3726704
1509000000,95.085213,127.3361067
1510000000,94.89299,127.2995334
1511000000,94.702049,127.2629697
1512000000,94.76786,127.2264157
1513000000,94.788452,127.1898326
1514000000,94.954895,127.1532495
1515000000,94.531578,127.1166956
1516000000,94.424805,127.0801125
1517000000,94.111755,127.0435099
1518000000,94.468521,127.0069268
1519000000,94.407066,126.9703437
1520000000,94.441086,126.9337801
1521000000,94.257683,126.8971873
1522000000,93.987343,126.860575
1523000000,94.255501,126.8239725
1524000000,93.910667,126.7873797
1525000000,93.656235,126.7507869
1526000000,93.665489,126.7141746
1527000000,93.840088,126.6775818
1528000000,93.98716,126.6409696
1529000000,93.864845,126.6043573
1530000000,93.604836,126.5677451
1531000000,93.793961,126.5311231
1532000000,93.679588,126.4945206
1533000000,93.370712,126.4578792
1534000000,93.418701,126.4212572
1535000000,93.336105,126.3846353
1536000000,93.2341,126.3480036
1537000000,93.219765,126.3113719
1538000000,93.206383,126.27475
1539000000,93.11322,126.2380989
1540000000,93.0438,126.2014769
1541000000,93.15699,126.1648258
1542000000,92.629646,126.1281845
1543000000,92.818916,126.0915236
1544000000,92.891121,126.0548823
1545000000,92.64183,126.0182312
1546000000,93.009995,125.9815995
1547000000,92.416527,125.9449192
1548000000,92.902481,125.9082779
1549000000,92.577454,125.871617
1550000000,92.288155,125.8349368
1551000000,92.429581,125.7982857
1552000000,92.217049,125.7616055
1553000000,92.158203,125.7249447
1554000000,92.491722,125.6882644
1555000000,92.171776,125.6516036
1556000000,92.302124,125.6149234
1557000000,92.072472,125.5782237
1558000000,91.694511,125.5415435
1559000000,91.961685,125.5048632
1560000000,91.857964,125.468183
1561000000,91.91423,125.431493
1562000000,91.776871,125.3948031
1563000000,91.680977,125.3581131
1564000000,91.56076,125.3214134
1565000000,91.776703,125.2847138
1566000000,91.553383,125.2480044
1567000000,91.286537,125.2113047
1568000000,91.673584,125.1745953
1569000000,91.239761,125.1378762
1570000000,91.361191,125.1011669
1571000000,91.437454,125.0644769
1572000000,91.334145,125.0277481
1573000000,91.545837,124.991029
1574000000,91.536194,124.9542905
1575000000,91.293579,124.9175714
1576000000,91.116692,124.8808523
1577000000,91.093292,124.8441137
1578000000,91.103134,124.8073946
1579000000,90.813538,124.7706756
1580000000,90.805321,124.7339079
1581000000,90.628265,124.6971791
1582000000,90.910057,124.6604308
1583000000,91.01123,124.623702
1584000000,90.49366,124.5869538
1585000000,90.567261,124.5502055
1586000000,90.418076,124.5134573
1587000000,90.597076,124.4766994
1588000000,90.220543,124.4399414
1589000000,90.606544,124.4031834
1590000000,90.610466,124.3664352
1591000000,90.405685,124.3296578
1592000000,90.328545,124.2928999
1593000000,90.389626,124.2561419
1594000000,90.046013,124.2193645
1595000000,90.306419,124.1825969
1596000000,89.972046,124.1458195
1597000000,90.081505,124.1090421
1598000000,90.317329,124.0722453
1599000000,89.756401,124.0354679
1600000000,89.884575,123.9987003
1601000000,90.063728,123.9618937
1602000000,89.579842,123.9251261
1603000000,89.616623,123.888339
1604000000,89.745331,123.8515324
1605000000,89.777977,123.8147356
1606000000,89.517601,123.7779485
1607000000,89.375252,123.7411614
1608000000,89.309441,123.7043258
1609000000,89.335304,123.667529
1610000000,89.528481,123.6307224
1611000000,89.253059,123.5939159
1612000000,89.306419,123.5570997
1613000000,89.429283,123.5202737
1614000000,89.120949,123.4834672
1615000000,89.214409,123.4466413
1616000000,89.445763,123.409825
1617000000,89.017525,123.3729991
1618000000,89.159317,123.3361634
1619000000,88.9347,123.2993569
1620000000,89.039185,123.2625212
1621000000,88.659294,123.2256953
1622000000,89.178413,123.1888402
1623000000,88.776192,123.1520142
1624000000,88.470146,123.1151688
1625000000,88.703995,123.0783332
1626000000,88.596352,123.0414878
1627000000,88.512978,123.0046327
1628000000,88.618492,122.9677776
1629000000,88.64592,122.9309031
1630000000,88.43531,122.8940674
1631000000,88.623383,122.857222
1632000000,88.564445,122.8203669
1633000000,88.682381,122.7834827
1634000000,88.257668,122.7466179
1635000000,88.607475,122.7097628
1636000000,88.570244,122.6728883
1637000000,88.393669,122.6360235
1638000000,88.293999,122.599149
1639000000,88.21978,122.562255
1640000000,88.467751,122.5253999
1641000000,88.424835,122.4885157
1642000000,88.124069,122.4516314
1643000000,88.225525,122.4147375
1644000000,88.166924,122.3778533
1645000000,87.96347,122.340969
1646000000,87.675461,122.3040848
1647000000,88.404099,122.2671908
1648000000,88.11132,122.2302775
1649000000,87.811974,122.1933641
1650000000,87.819756,122.1564701
1651000000,88.073387,122.1195859
1652000000,87.601906,122.0826822
1653000000,87.657776,122.0457494
1654000000,87.449318,122.0088458
1655000000,87.564056,121.9719518
1656000000,87.886276,121.9350384
1657000000,87.570862,121.8981153
1658000000,87.753517,121.861202
1659000000,87.394386,121.8242789
1660000000,87.043449,121.7873558
1661000000,87.366249,121.7504327
1662000000,87.304176,121.7135096
1663000000,87.424316,121.6765574
1664000000,87.184326,121.6396343
1665000000,87.206139,121.6026917
1666000000,87.321281,121.5657589
1667000000,87.408302,121.5288067
1668000000,87.244141,121.4918642
1669000000,87.171547,121.4549314
1670000000,87.614029,121.4179889
1671000000,87.236847,121.3810366
1672000000,87.203316,121.3440844
1673000000,87.262215,121.3071127
1674000000,87.11055,121.2701702
1675000000,87.150558,121.233218
1676000000,87.248779,121.196256
1677000000,87.097763,121.1593038
1678000000,86.883301,121.1223224
1679000000,87.011864,121.0853605
1680000000,87.201019,121.0484082
1681000000,87.343231,121.0114269
1682000000,87.047829,120.9744649
1683000000,86.737434,120.9374641
1684000000,87.368149,120.9004924
1685000000,87.41555,120.8635014
1686000000,86.817032,120.82652
1687000000,86.809402,120.7895483
1688000000,87.282616,120.7525378
1689000000,86.774361,120.7155661
1690000000,86.769859,120.6785848
1691000000,86.738205,120.6415742
1692000000,86.604523,120.6046123
1693000000,86.289833,120.5675921
1694000000,86.56665,120.5305718
1695000000,86.536896,120.4935905
1696000000,86.663727,120.4565896
1697000000,86.574883,120.4195986
1698000000,86.831192,120.3825783
1699000000,86.658661,120.3455581
1700000000,86.7547,120.3085476
1701000000,86.613686,120.2715468
1702000000,86.75676,120.2345071
1703000000,86.31356,120.1974869
1704000000,86.656647,120.1604764
1705000000,86.673836,120.1234561
1706000000,86.696686,120.0864068
1707000000,86.842812,120.0493962
1708000000,86.883423,120.0123566
1709000000,87.108276,119.9753363
1710000000,86.612206,119.9383161
1711000000,86.538841,119.9012667
1712000000,86.79213,119.8642368
1713000000,86.503044,119.8271874
1714000000,86.381042,119.7901283
1715000000,86.593163,119.7530789
1716000000,86.689079,119.7160587
1717000000,86.639839,119.6789802
1718000000,86.899811,119.6419405
1719000000,86.675652,119.6048912
1720000000,86.587395,119.5678321
1721000000,86.865227,119.530773
1722000000,86.834114,119.4937042
1723000000,86.602036,119.4566451
1724000000,86.97567,119.419586
1725000000,86.831268,119.3824978
1726000000,86.796844,119.3454387
1727000000,86.934631,119.3083796
1728000000,86.7416,119.2712914
1729000000,87.026161,119.2342129
1730000000,86.761612,119.1971538
1731000000,87.278,119.1600655
1732000000,86.734962,119.1229676
1733000000,87.042053,119.0858891
1734000000,86.83831,119.0488203
1735000000,87.009872,119.011732
1736000000,86.760216,118.9746438
1737000000,86.848076,118.9375556
1738000000,87.35231,118.9004479
1739000000,87.224899,118.8633403
1740000000,87.598587,118.8262812
1741000000,87.557457,118.7891444
1742000000,87.397568,118.7520464
1743000000,87.342545,118.7149582
1744000000,87.415855,118.6778602
1745000000,87.979492,118.6407429
1746000000,87.754875,118.6036158
1747000000,87.449097,118.5664984
1748000000,88.367607,118.5293908
1749000000,87.633507,118.4922831
1750000000,87.849823,118.4551463
1751000000,88.080643,118.4180192
1752000000,88.249756,118.3809213
1753000000,88.55146,118.3437747
1754000000,87.744385,118.3066477
1755000000,87.773689,118.2695497
1756000000,88.947716,118.2323935
1757000000,88.548531,118.1952761
1758000000,88.423698,118.158149
1759000000,88.484108,118.1209928
1760000000,88.012672,118.0838463
1761000000,88.255135,118.0467192
1762000000,88.789658,118.0095727
1763000000,88.826683,117.9724067
1764000000,88.844421,117.9352797
1765000000,89.107056,117.8981331
1766000000,89.160484,117.8609769
1767000000,89.290939,117.823811
1768000000,89.896805,117.7866547
1769000000,89.023132,117.7495082
1770000000,88.955505,117.7123228
1771000000,88.703079,117.6751666
1772000000,89.603645,117.6380007
1773000000,90.239914,117.6008347
1774000000,89.778961,117.5636591
1775000000,89.96302,117.5264931
1776000000,90.011986,117.4893466
1777000000,89.571991,117.4521515
1778000000,89.859848,117.4149953
1779000000,89.946594,117.3778294
1780000000,91.091461,117.3406246
1781000000,91.512604,117.3034489
1782000000,90.64901,117.2662732
1783000000,90.501465,117.2290879
1784000000,91.322578,117.1918928
1785000000,91.18528,117.1547074
1786000000,91.862,117.1175123
1787000000,92.065926,117.0803172
1788000000,91.863426,117.0431027
1789000000,91.750832,117.0059174
1790000000,92.064697,116.9687126
1791000000,92.244415,116.9315272
1792000000,92.221085,116.8943127
1793000000,92.968361,116.857137
1794000000,92.345436,116.8198934
1795000000,93.209633,116.7826983
1796000000,93.238037,116.7455032
1797000000,93.457474,116.7082887
1798000000,93.407455,116.6710645
1799000000,94.218857,116.6338402
1800000000,93.522614,116.5966257
1801000000,93.806786,116.5594015
1802000000,94.403091,116.5221773
1803000000,94.370079,116.484953
1804000000,94.93589,116.4477482
1805000000,94.69928,116.4105046
1806000000,94.853561,116.3732998
1807000000,95.306564,116.3360464
1808000000,95.419296,116.2988222
1809000000,95.51606,116.261598
1810000000,96.232437,116.2243543
1811000000,96.023087,116.1870912
1812000000,96.341095,116.1498573
1813000000,97.737328,116.1126039
1814000000,97.168686,116.0753797
1815000000,97.514755,116.038136
1816000000,97.802109,116.0008632
1817000000,98.012253,115.963639
1818000000,97.924309,115.9263662
1819000000,98.638817,115.8891323
1820000000,98.108261,115.8518789
1821000000,99.364647,115.8145867
1822000000,98.744949,115.7773527
1823000000,100.10329,115.7400994
1824000000,99.641243,115.7028168
1825000000,100.61787,115.6655635
1826000000,101.09011,115.6283004
1827000000,101.14939,115.5910179
1828000000,101.12648,115.5537548
1829000000,101.62706,115.5164723
1830000000,101.51552,115.4792092
1831000000,101.92134,115.4419267
1832000000,102.78242,115.4046345
1833000000,102.99678,115.3673714
1834000000,103.05333,115.3300986
1835000000,103.091,115.2928161
1836000000,103.99293,115.2555044
1837000000,104.14599,115.2182316
1838000000,104.33937,115.1809394
1839000000,104.20572,115.1436569
1840000000,105.56673,115.1063744
1841000000,105.70766,115.0690724
1842000000,106.08985,115.0317899
1843000000,106.75747,114.994488
1844000000,106.62428,114.9571763
1845000000,107.41075,114.9198744
1846000000,108.29084,114.8825822
1847000000,107.67268,114.8452899
1848000000,108.30965,114.8079783
1849000000,108.98339,114.7706569
1850000000,109.14449,114.7333647
1851000000,110.79944,114.6960433
1852000000,110.63237,114.6587317
1853000000,110.54393,114.6214103
1854000000,111.22166,114.5841181
1855000000,111.93677,114.5467773
1856000000,112.2368,114.5094559
1857000000,112.11742,114.4721442
1858000000,113.38189,114.4348035
1859000000,113.5923,114.3974918
1860000000,114.42879,114.3601704
1861000000,113.83292,114.3228296
1862000000,114.98763,114.2854888
1863000000,115.73399,114.2481675
1864000000,116.58692,114.2108558
1865000000,116.46329,114.173515
1866000000,117.65955,114.1361937
1867000000,117.70169,114.0988334
1868000000,117.67284,114.0614829
1869000000,118.6804,114.024181
1870000000,120.47767,113.9868402
1871000000,121.43928,113.9494702
1872000000,121.02673,113.9121392
1873000000,122.02188,113.8747887
1874000000,121.74856,113.8374576
1875000000,123.17642,113.8000682
1876000000,123.71134,113.7627468
1877000000,123.51559,113.7253769
1878000000,124.44639,113.688007
1879000000,124.49998,113.6506856
1880000000,124.66592,113.6133157
1881000000,126.06255,113.5759457
1882000000,128.2023,113.5385855
1883000000,128.27365,113.501235
1884000000,128.09367,113.4638262
1885000000,130.34998,113.4264757
