Freq(Hz),S33(dB)_milled,S33(dB)_HFSS,S33(dB)_z0lver
1000000000,-16.151348,-16.68426319,-21.17998541
1001000000,-16.189804,-16.69429718,-21.19489681
1002000000,-16.216301,-16.70432642,-21.2098199
1003000000,-16.210897,-16.7143508,-21.22474602
1004000000,-16.221418,-16.72437027,-21.23968073
1005000000,-16.201962,-16.73438474,-21.25461781
1006000000,-16.228117,-16.74439413,-21.26956473
1007000000,-16.244194,-16.75439836,-21.28452339
1008000000,-16.212637,-16.76439736,-21.29948502
1009000000,-16.267431,-16.77439104,-21.31444898
1010000000,-16.275961,-16.78437933,-21.32942719
1011000000,-16.254179,-16.79436214,-21.34440708
1012000000,-16.256683,-16.8043394,-21.35939432
1013000000,-16.246349,-16.81431102,-21.37439268
1014000000,-16.305363,-16.82427692,-21.38939838
1015000000,-16.29195,-16.83423702,-21.40440446
1016000000,-16.369438,-16.84419124,-21.41942422
1017000000,-16.32445,-16.8541395,-21.43445258
1018000000,-16.323408,-16.8640817,-21.44947938
1019000000,-16.342201,-16.87401778,-21.46452497
1020000000,-16.381435,-16.88394764,-21.47957153
1021000000,-16.363312,-16.8938712,-21.49462415
1022000000,-16.328512,-16.90378838,-21.50968217
1023000000,-16.360205,-16.91369909,-21.52474815
1024000000,-16.367695,-16.92360324,-21.53982401
1025000000,-16.411549,-16.93350076,-21.5549085
1026000000,-16.360907,-16.94339155,-21.56999838
1027000000,-16.373524,-16.95327553,-21.58509945
1028000000,-16.38236,-16.96315261,-21.60020204
1029000000,-16.379059,-16.97302271,-21.6153113
1030000000,-16.397013,-16.98288573,-21.6304324
1031000000,-16.383158,-16.9927416,-21.64555694
1032000000,-16.427473,-17.00259021,-21.66068748
1033000000,-16.461773,-17.01243149,-21.67582989
1034000000,-16.429487,-17.02226535,-21.69097896
1035000000,-16.457756,-17.03209169,-21.7061347
1036000000,-16.472439,-17.04191042,-21.72129316
1037000000,-16.457439,-17.05172146,-21.73646416
1038000000,-16.442909,-17.06152472,-21.75164116
1039000000,-16.442665,-17.0713201,-21.76682283
1040000000,-16.481909,-17.08110751,-21.78201903
1041000000,-16.542387,-17.09088687,-21.79720937
1042000000,-16.478825,-17.10065807,-21.81242479
1043000000,-16.499872,-17.11042104,-21.82763763
1044000000,-16.492992,-17.12017567,-21.84285842
1045000000,-16.532965,-17.12992188,-21.8580938
1046000000,-16.529696,-17.13965956,-21.87332586
1047000000,-16.532902,-17.14938863,-21.88856919
1048000000,-16.544285,-17.159109,-21.90382181
1049000000,-16.546984,-17.16882056,-21.91908305
1050000000,-16.563246,-17.17852323,-21.93434558
1051000000,-16.56068,-17.18821691,-21.94961939
1052000000,-16.5285,-17.1979015,-21.9649025
1053000000,-16.580372,-17.20757691,-21.98019222
1054000000,-16.612017,-17.21724305,-21.99548855
1055000000,-16.609573,-17.22689981,-22.01079553
1056000000,-16.626717,-17.2365471,-22.02610642
1057000000,-16.618837,-17.24618482,-22.04143066
1058000000,-16.641783,-17.25581288,-22.05675881
1059000000,-16.623316,-17.26543118,-22.07208611
1060000000,-16.673746,-17.27503962,-22.08743897
1061000000,-16.658829,-17.2846381,-22.10277943
1062000000,-16.72695,-17.29422652,-22.11813666
1063000000,-16.672974,-17.30380479,-22.13350524
1064000000,-16.744522,-17.31337281,-22.14887837
1065000000,-16.685152,-17.32293047,-22.16426287
1066000000,-16.778624,-17.33247768,-22.17964368
1067000000,-16.731598,-17.34201434,-22.19504476
1068000000,-16.678078,-17.35154035,-22.210449
1069000000,-16.753248,-17.36105559,-22.22586118
1070000000,-16.738287,-17.37055999,-22.24127993
1071000000,-16.719131,-17.38005343,-22.256708
1072000000,-16.706087,-17.38953581,-22.27214748
1073000000,-16.746967,-17.39900702,-22.28758591
1074000000,-16.787573,-17.40846698,-22.3030399
1075000000,-16.758755,-17.41791557,-22.31850324
1076000000,-16.808714,-17.4273527,-22.33396966
1077000000,-16.791761,-17.43677825,-22.34944193
1078000000,-16.744028,-17.44619213,-22.36492145
1079000000,-16.790409,-17.45559423,-22.38041658
1080000000,-16.787659,-17.46498445,-22.39590708
1081000000,-16.759565,-17.47436269,-22.4114146
1082000000,-16.821522,-17.48372883,-22.42693428
1083000000,-16.832689,-17.49308278,-22.44244997
1084000000,-16.808678,-17.50242443,-22.45797991
1085000000,-16.865126,-17.51175368,-22.47352062
1086000000,-16.814049,-17.52107041,-22.48906574
1087000000,-16.868202,-17.53037452,-22.50462446
1088000000,-16.874109,-17.53966592,-22.52017909
1089000000,-16.834057,-17.54894448,-22.53575369
1090000000,-16.912912,-17.55821011,-22.55133128
1091000000,-16.899567,-17.5674627,-22.56691182
1092000000,-16.897757,-17.57670213,-22.58250883
1093000000,-16.91993,-17.58592831,-22.59811164
1094000000,-16.899092,-17.59514113,-22.61372454
1095000000,-16.91778,-17.60434047,-22.62933465
1096000000,-16.910421,-17.61352623,-22.644967
1097000000,-16.961327,-17.62269831,-22.66060659
1098000000,-16.969219,-17.63185659,-22.67624262
1099000000,-16.958221,-17.64100096,-22.69189089
1100000000,-16.948351,-17.65013131,-22.70755575
1101000000,-16.974289,-17.65924755,-22.72322132
1102000000,-16.957533,-17.66834955,-22.73889555
1103000000,-16.977995,-17.6774372,-22.75458351
1104000000,-16.993645,-17.68651041,-22.77027724
1105000000,-16.972801,-17.69556905,-22.78598035
1106000000,-16.993269,-17.70461302,-22.80168486
1107000000,-17.013002,-17.7136422,-22.81740093
1108000000,-17.005199,-17.7226565,-22.83312785
1109000000,-17.008877,-17.73165579,-22.84886637
1110000000,-17.034199,-17.74063996,-22.86460624
1111000000,-17.003452,-17.74960891,-22.88035183
1112000000,-16.99172,-17.75856252,-22.89611931
1113000000,-17.047253,-17.76750068,-22.91188296
1114000000,-17.044273,-17.77642328,-22.92766117
1115000000,-17.055836,-17.78533021,-22.94344954
1116000000,-17.049332,-17.79422135,-22.95923845
1117000000,-17.053345,-17.8030966,-22.97504862
1118000000,-17.089621,-17.81195584,-22.99085561
1119000000,-17.07078,-17.82079895,-23.00667127
1120000000,-17.077076,-17.82962584,-23.02249262
1121000000,-17.112057,-17.83843638,-23.03833233
1122000000,-17.107288,-17.84723046,-23.05418222
1123000000,-17.073563,-17.85600797,-23.07003258
1124000000,-17.101177,-17.86476879,-23.08589461
1125000000,-17.118593,-17.87351282,-23.10176607
1126000000,-17.116997,-17.88223994,-23.11764622
1127000000,-17.105206,-17.89095003,-23.13353657
1128000000,-17.177057,-17.89964298,-23.14942732
1129000000,-17.138,-17.90831869,-23.16533429
1130000000,-17.160881,-17.91697703,-23.18124239
1131000000,-17.190987,-17.92561789,-23.19716901
1132000000,-17.146215,-17.93424115,-23.21309979
1133000000,-17.192564,-17.94284672,-23.22903697
1134000000,-17.151205,-17.95143446,-23.24498437
1135000000,-17.156687,-17.96000426,-23.26094274
1136000000,-17.207403,-17.96855602,-23.27691134
1137000000,-17.179651,-17.97708962,-23.29288865
1138000000,-17.141642,-17.98560494,-23.30887313
1139000000,-17.250338,-17.99410187,-23.32486708
1140000000,-17.207508,-18.0025803,-23.34086513
1141000000,-17.256216,-18.0110401,-23.35688033
1142000000,-17.242136,-18.01948117,-23.37289886
1143000000,-17.208094,-18.0279034,-23.38892763
1144000000,-17.233351,-18.03630666,-23.40496512
1145000000,-17.254557,-18.04469085,-23.42101286
1146000000,-17.245117,-18.05305584,-23.43706233
1147000000,-17.238831,-18.06140153,-23.45312983
1148000000,-17.249329,-18.0697278,-23.46920293
1149000000,-17.277639,-18.07803453,-23.48528787
1150000000,-17.265158,-18.08632162,-23.50138075
1151000000,-17.280592,-18.09458894,-23.51747453
1152000000,-17.265202,-18.10283639,-23.53358563
1153000000,-17.282534,-18.11106384,-23.54970153
1154000000,-17.302853,-18.11927119,-23.56582771
1155000000,-17.321865,-18.12745832,-23.58196892
1156000000,-17.292381,-18.13562511,-23.59811413
1157000000,-17.340843,-18.14377146,-23.61427043
1158000000,-17.32201,-18.15189724,-23.63043785
1159000000,-17.368311,-18.16000235,-23.64661083
1160000000,-17.330343,-18.16808667,-23.66278618
1161000000,-17.36274,-18.17615008,-23.67898536
1162000000,-17.383455,-18.18419248,-23.69517816
