"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1'"
1.737,-1.33647378776751,-15.7133036120295,-9.5494205932884,-0.734349355573633
1.738,-1.3364750037244,-15.729730670965,-9.54784925573976,-0.733885028765358
1.739,-1.33647520911156,-15.7461436615887,-9.54628254339367,-0.733423145354383
1.74,-1.3364744086397,-15.7625424501925,-9.54472042915978,-0.732963696550755
1.741,-1.33647260701592,-15.7789269027051,-9.54316288604494,-0.732506673590573
1.742,-1.33646980894363,-15.7952968846931,-9.5416098871529,-0.732052067735977
1.743,-1.33646601912251,-15.811652261363,-9.54006140568409,-0.731599870275131
1.744,-1.33646124224848,-15.8279928975609,-9.53851741493539,-0.73115007252223
1.745,-1.33645548301368,-15.844318657775,-9.5369778882998,-0.730702665817473
1.746,-1.33644874610635,-15.860629406136,-9.53544279926626,-0.730257641527072
1.747,-1.33644103621087,-15.8769250064188,-9.53391212141938,-0.729814991043243
1.748,-1.3364323580077,-15.8932053220433,-9.53238582843918,-0.729374705784177
1.749,-1.33642271617331,-15.9094702160758,-9.5308638941008,-0.728936777194056
1.75,-1.33641211538017,-15.925719551231,-9.52934629227432,-0.728501196743028
1.751,-1.33640056029667,-15.9419531898723,-9.52783299692446,-0.728067955927208
1.752,-1.33638805558713,-15.9581709940135,-9.52632398211034,-0.727637046268655
1.753,-1.33637460591177,-15.9743728253212,-9.52481922198521,-0.727208459315376
1.754,-1.33636021592659,-15.9905585451142,-9.52331869079622,-0.726782186641306
1.755,-1.33634489028339,-16.0067280143671,-9.52182236288413,-0.726358219846296
1.756,-1.33632863362973,-16.0228810937103,-9.52033021268311,-0.72593655055612
1.757,-1.33631145060892,-16.0390176434321,-9.51884221472044,-0.725517170422434
1.758,-1.33629334585989,-16.05513752348,-9.51735834361626,-0.725100071122794
1.759,-1.33627432401723,-16.0712405934627,-9.51587857408334,-0.724685244360622
1.76,-1.33625438971117,-16.0873267126514,-9.51440288092681,-0.72427268186521
1.761,-1.33623354756746,-16.1033957399809,-9.5129312390439,-0.723862375391703
1.762,-1.3362118022074,-16.1194475340524,-9.51146362342372,-0.723454316721077
1.763,-1.33618915824779,-16.1354819531343,-9.51000000914692,-0.723048497660141
1.764,-1.33616562030087,-16.1514988551644,-9.50854037138553,-0.722644910041513
1.765,-1.33614119297435,-16.167498097751,-9.50708468540268,-0.722243545723623
1.766,-1.33611588087129,-16.1834795381755,-9.50563292655229,-0.721844396590671
1.767,-1.33608968859009,-16.1994430333935,-9.5041850702789,-0.721447454552643
1.768,-1.33606262072453,-16.2153884400374,-9.50274109211735,-0.721052711545285
1.769,-1.33603468186363,-16.2313156144172,-9.50130096769254,-0.720660159530079
1.77,-1.33600587659167,-16.2472244125236,-9.4998646727192,-0.72026979049425
1.771,-1.33597620948817,-16.2631146900286,-9.4984321830016,-0.71988159645073
1.772,-1.33594568512783,-16.2789863022892,-9.49700347443332,-0.719495569438165
1.773,-1.33591430808051,-16.2948391043475,-9.49557852299701,-0.719111701520875
1.774,-1.33588208291116,-16.310672950934,-9.49415730476406,-0.718729984788862
1.775,-1.33584901417987,-16.3264876964691,-9.49273979589446,-0.718350411357777
1.776,-1.33581510644176,-16.3422831950656,-9.49132597263641,-0.717972973368924
1.777,-1.33578036424698,-16.3580593005303,-9.48991581132621,-0.717597662989214
1.778,-1.33574479214069,-16.3738158663665,-9.48850928838787,-0.717224472411182
1.779,-1.33570839466303,-16.3895527457761,-9.48710638033298,-0.716853393852952
1.78,-1.33567117634901,-16.4052697916618,-9.48570706376034,-0.716484419558223
1.781,-1.33563314172864,-16.4209668566294,-9.48431131535577,-0.716117541796248
1.782,-1.33559429532674,-16.4366437929899,-9.48291911189189,-0.715752752861829
1.783,-1.33555464166301,-16.4523004527621,-9.48153043022775,-0.715390045075288
1.784,-1.33551418525194,-16.4679366876747,-9.48014524730869,-0.715029410782462
1.785,-1.33547293060285,-16.4835523491691,-9.47876354016605,-0.714670842354665
1.786,-1.33543088221978,-16.4991472884007,-9.47738528591686,-0.714314332188693
1.787,-1.33538804460153,-16.5147213562429,-9.47601046176369,-0.713959872706796
1.788,-1.33534442224159,-16.5302744032885,-9.47463904499429,-0.713607456356655
1.789,-1.33530001962813,-16.5458062798524,-9.47327101298142,-0.713257075611366
1.79,-1.335254841244,-16.5613168359745,-9.47190634318254,-0.712908722969426
1.791,-1.33520889156663,-16.5768059214221,-9.47054501313961,-0.712562390954715
1.792,-1.33516217506806,-16.5922733856922,-9.46918700047878,-0.712218072116464
1.793,-1.3351146962149,-16.6077190780143,-9.46783228291016,-0.711875759029251
1.794,-1.33506645946834,-16.6231428473537,-9.4664808382276,-0.711535444292974
1.795,-1.33501746928402,-16.6385445424133,-9.46513264430837,-0.71119712053283
1.796,-1.33496773011213,-16.653924011637,-9.46378767911297,-0.710860780399295
1.797,-1.3349172463973,-16.6692811032119,-9.46244592068484,-0.710526416568119
1.798,-1.33486602257861,-16.6846156650718,-9.46110734715013,-0.710194021740276
1.799,-1.33481406308955,-16.6999275448998,-9.45977193671743,-0.709863588641959
1.8,-1.33476137235803,-16.7152165901307,-9.45843966767752,-0.70953511002458
1.801,-1.33470795480628,-16.7304826479545,-9.45711051840315,-0.70920857866471
1.802,-1.33465381485093,-16.7457255653197,-9.45578446734875,-0.708883987364084
1.803,-1.33459895690288,-16.7609451889349,-9.45446149305018,-0.708561328949574
1.804,-1.33454338536738,-16.7761413652735,-9.4531415741245,-0.708240596273164
1.805,-1.33448710464391,-16.7913139405757,-9.45182468926972,-0.707921782211923
1.806,-1.33443011912623,-16.8064627608517,-9.45051081726453,-0.707604879668006
1.807,-1.33437243320232,-16.8215876718855,-9.44919993696805,-0.707289881568601
1.808,-1.33431405125436,-16.836688519237,-9.44789202731963,-0.706976780865924
1.809,-1.33425497765874,-16.8517651482466,-9.44658706733851,-0.706665570537205
1.81,-1.33419521678596,-16.866817404037,-9.44528503612364,-0.706356243584642
1.811,-1.33413477300074,-16.8818451315175,-9.44398591285344,-0.706048793035396
1.812,-1.33407365066187,-16.8968481753868,-9.44268967678547,-0.705743211941563
1.813,-1.33401185412223,-16.9118263801366,-9.44139630725628,-0.705439493380141
1.814,-1.33394938772884,-16.9267795900548,-9.44010578368108,-0.705137630453032
1.815,-1.33388625582269,-16.9417076492294,-9.43881808555355,-0.704837616286984
1.816,-1.33382246273889,-16.9566104015511,-9.43753319244558,-0.704539444033598
1.817,-1.33375801280653,-16.9714876907176,-9.43625108400696,-0.704243106869284
1.818,-1.33369291034871,-16.9863393602369,-9.43497173996524,-0.703948597995246
1.819,-1.33362715968249,-17.0011652534306,-9.43369514012541,-0.703655910637458
1.82,-1.33356076511892,-17.0159652134375,-9.43242126436965,-0.70336503804663
1.821,-1.33349373096297,-17.0307390832182,-9.43115009265713,-0.703075973498196
1.822,-1.33342606151352,-17.0454867055574,-9.42988160502374,-0.702788710292283
1.823,-1.33335776106342,-17.0602079230683,-9.42861578158182,-0.702503241753683
1.824,-1.33328883389933,-17.0749025781966,-9.42735260251994,-0.702219561231836
1.825,-1.33321928430181,-17.0895705132238,-9.42609204810268,-0.701937662100793
1.826,-1.33314911654528,-17.1042115702713,-9.42483409867032,-0.701657537759198
1.827,-1.33307833489798,-17.1188255913041,-9.42357873463867,-0.701379181630269
1.828,-1.33300694362195,-17.1334124181349,-9.42232593649875,-0.701102587161751
1.829,-1.33293494697307,-17.1479718924279,-9.42107568481662,-0.700827747825914
1.83,-1.33286234920097,-17.1625038557026,-9.41982796023307,-0.700554657119518
1.831,-1.33278915454905,-17.1770081493384,-9.41858274346343,-0.700283308563777
1.832,-1.33271536725446,-17.191484614578,-9.41734001529729,-0.700013695704339
1.833,-1.3326409915481,-17.2059330925318,-9.41609975659829,-0.699745812111263
1.834,-1.33256603165456,-17.2203534241818,-9.41486194830386,-0.699479651378991
1.835,-1.33249049179214,-17.2347454503861,-9.41362657142496,-0.699215207126324
1.836,-1.33241437617286,-17.2491090118831,-9.41239360704588,-0.698952472996377
1.837,-1.33233768900234,-17.2634439492951,-9.41116303632395,-0.698691442656578
1.838,-1.33226043447993,-17.2777501031334,-9.40993484048935,-0.698432109798617
1.839,-1.33218261679857,-17.2920273138017,-9.40870900084485,-0.698174468138434
1.84,-1.33210424014486,-17.3062754216016,-9.40748549876554,-0.697918511416187
1.841,-1.33202530869898,-17.3204942667359,-9.40626431569864,-0.69766423339622
1.842,-1.33194582663473,-17.3346836893137,-9.40504543316324,-0.697411627867038
1.843,-1.33186579811951,-17.348843529354,-9.40382883275004,-0.697160688641279
1.844,-1.33178522731423,-17.3629736267917,-9.40261449612115,-0.696911409555685
1.845,-1.33170411837342,-17.3770738214806,-9.40140240500981,-0.696663784471073
1.846,-1.33162247544514,-17.3911439531983,-9.4001925412202,-0.696417807272307
1.847,-1.33154030267098,-17.4051838616518,-9.39898488662717,-0.696173471868266
1.848,-1.331457604186,-17.4191933864807,-9.39777942317601,-0.695930772191826
1.849,-1.33137438411883,-17.433172367263,-9.39657613288223,-0.695689702199814
1.85,-1.33129064659158,-17.4471206435188,-9.39537499783128,-0.695450255872994
1.851,-1.33120639571981,-17.4610380547163,-9.39417600017837,-0.695212427216021
1.852,-1.33112163561259,-17.4749244402751,-9.3929791221482,-0.694976210257432
1.853,-1.3310363703724,-17.4887796395723,-9.39178434603474,-0.694741599049602
1.854,-1.33095060409521,-17.5026034919466,-9.39059165420099,-0.694508587668719
1.855,-1.3308643408704,-17.5163958367032,-9.38940102907873,-0.69427717021475
1.856,-1.33077758478077,-17.5301565131191,-9.38821245316835,-0.694047340811407
1.857,-1.33069033990256,-17.5438853604478,-9.38702590903851,-0.693819093606145
1.858,-1.33060261030537,-17.5575822179246,-9.38584137932602,-0.693592422770086
1.859,-1.33051440005222,-17.5712469247705,-9.38465884673552,-0.693367322498028
1.86,-1.33042571319951,-17.5848793201989,-9.38347829403931,-0.693143787008394
1.861,-1.33033655379699,-17.5984792434198,-9.38229970407709,-0.692921810543202
1.862,-1.33024692588778,-17.6120465336444,-9.38112305975572,-0.692701387368047
1.863,-1.33015683350837,-17.6255810300915,-9.37994834404902,-0.692482511772052
1.864,-1.33006628068855,-17.6390825719916,-9.37877553999752,-0.692265178067856
1.865,-1.32997527145147,-17.652550998593,-9.37760463070821,-0.692049380591559
1.866,-1.3298838098136,-17.6659861491662,-9.37643559935438,-0.691835113702715
1.867,-1.3297918997847,-17.6793878630099,-9.37526842917531,-0.691622371784292
1.868,-1.32969954536788,-17.6927559794559,-9.37410310347607,-0.691411149242625
1.869,-1.32960675055948,-17.7060903378747,-9.37293960562737,-0.691201440507408
1.87,-1.32951351934918,-17.7193907776806,-9.37177791906517,-0.690993240031644
1.871,-1.32941985571991,-17.7326571383376,-9.37061802729063,-0.690786542291635
1.872,-1.32932576364789,-17.7458892593642,-9.36945991386975,-0.690581341786915
1.873,-1.32923124710258,-17.7590869803395,-9.36830356243321,-0.690377633040249
1.874,-1.3291363100467,-17.7722501409086,-9.36714895667615,-0.69017541059759
1.875,-1.32904095643623,-17.7853785807876,-9.3659960803579,-0.689974669028043
1.876,-1.32894519022038,-17.79847213977,-9.36484491730179,-0.689775402923832
1.877,-1.32884901534157,-17.8115306577317,-9.36369545139494,-0.689577606900278
1.878,-1.32875243573549,-17.8245539746371,-9.36254766658798,-0.689381275595755
1.879,-1.32865545533099,-17.8375419305444,-9.36140154689489,-0.689186403671659
1.88,-1.3285580780502,-17.8504943656112,-9.36025707639274,-0.688992985812381
1.881,-1.32846030780837,-17.863411120101,-9.35911423922148,-0.688801016725263
1.882,-1.32836214851402,-17.8762920343882,-9.35797301958371,-0.688610491140579
1.883,-1.32826360406882,-17.889136948964,-9.35683340174448,-0.688421403811488
1.884,-1.32816467836764,-17.9019457044429,-9.35569537003104,-0.688233749514006
1.885,-1.32806537529854,-17.9147181415672,-9.35455890883267,-0.688047523046975
1.886,-1.32796569874272,-17.9274541012148,-9.35342400260037,-0.687862719232027
1.887,-1.32786565257457,-17.9401534244032,-9.35229063584675,-0.687679332913551
1.888,-1.32776524066163,-17.9528159522966,-9.35115879314575,-0.687497358958656
1.889,-1.32766446686462,-17.9654415262116,-9.3500284591324,-0.687316792257139
1.89,-1.32756333503737,-17.9780299876231,-9.34889961850267,-0.68713762772145
1.891,-1.32746184902691,-17.9905811781704,-9.3477722560132,-0.686959860286661
1.892,-1.32736001267336,-18.0030949396633,-9.34664635648112,-0.68678348491043
1.893,-1.32725782980999,-18.015571114088,-9.3455219047838,-0.686608496572964
1.894,-1.32715530426324,-18.0280095436135,-9.34439888585864,-0.686434890276985
1.895,-1.32705243985262,-18.0404100705974,-9.3432772847029,-0.686262661047701
1.896,-1.32694924039079,-18.0527725375924,-9.3421570863734,-0.68609180393276
1.897,-1.32684570968355,-18.0650967873523,-9.34103827598643,-0.685922314002234
1.898,-1.32674185152977,-18.077382662838,-9.33992083871738,-0.685754186348556
1.899,-1.32663766972147,-18.0896300072241,-9.33880475980066,-0.685587416086517
1.9,-1.32653316804374,-18.1018386639052,-9.33769002452946,-0.685421998353205
1.901,-1.32642835027484,-18.1140084765016,-9.33657661825547,-0.685257928307985
1.902,-1.32632322018603,-18.1261392888664,-9.33546452638873,-0.685095201132452
1.903,-1.32621778154176,-18.1382309450914,-9.33435373439742,-0.684933812030412
1.904,-1.32611203809953,-18.1502832895131,-9.33324422780764,-0.684773756227832
1.905,-1.32600599360993,-18.1622961667199,-9.33213599220314,-0.684615028972802
1.906,-1.32589965181665,-18.1742694215579,-9.33102901322523,-0.684457625535519
1.907,-1.32579301645647,-18.1862028991376,-9.32992327657249,-0.684301541208229
1.908,-1.32568609125923,-18.1980964448399,-9.32881876800056,-0.684146771305212
1.909,-1.32557887994788,-18.2099499043235,-9.32771547332198,-0.68399331116272
1.91,-1.32547138623842,-18.2217631235301,-9.32661337840593,-0.68384115613897
1.911,-1.32536361383995,-18.2335359486916,-9.32551246917807,-0.683690301614083
1.912,-1.32525556645463,-18.2452682263376,-9.32441273162029,-0.683540742990068
1.913,-1.3251472477777,-18.2569598032995,-9.32331415177053,-0.683392475690769
1.914,-1.32503866149745,-18.2686105267196,-9.32221671572258,-0.683245495161846
1.915,-1.32492981129527,-18.2802202440559,-9.32112040962588,-0.683099796870714
1.916,-1.3248207008456,-18.2917888030896,-9.32002521968526,-0.682955376306537
1.917,-1.32471133381594,-18.3033160519317,-9.31893113216083,-0.682812228980168
1.918,-1.32460171386687,-18.314801839029,-9.3178381333677,-0.682670350424115
1.919,-1.32449184465203,-18.3262460131714,-9.3167462096758,-0.682529736192526
1.92,-1.3243817298181,-18.3376484234981,-9.31565534750969,-0.682390381861115
1.921,-1.32427137300484,-18.3490089195047,-9.31456553334835,-0.682252283027163
1.922,-1.3241607778451,-18.3603273510495,-9.31347675372498,-0.682115435309454
1.923,-1.32404994796473,-18.3716035683606,-9.31238899522682,-0.68197983434825
1.924,-1.32393888698269,-18.382837422042,-9.31130224449488,-0.681845475805259
1.925,-1.32382759851097,-18.3940287630812,-9.31021648822384,-0.681712355363579
1.926,-1.32371608615462,-18.4051774428549,-9.30913171316178,-0.681580468727678
1.927,-1.32360435351178,-18.4162833131369,-9.30804790611001,-0.681449811623353
1.928,-1.32349240417361,-18.4273462261038,-9.30696505392285,-0.681320379797688
1.929,-1.32338024172435,-18.4383660343425,-9.30588314350749,-0.681192169019025
1.93,-1.3232678697413,-18.4493425908569,-9.30480216182371,-0.68106517507691
1.931,-1.3231552917948,-18.460275749074,-9.30372209588374,-0.680939393782074
1.932,-1.32304251144828,-18.4711653628517,-9.30264293275206,-0.68081482096639
1.933,-1.3229295322582,-18.4820112864853,-9.30156465954519,-0.680691452482826
1.934,-1.3228163577741,-18.4928133747136,-9.30048726343151,-0.680569284205418
1.935,-1.32270299153859,-18.5035714827271,-9.29941073163104,-0.68044831202923
1.936,-1.32258943708732,-18.5142854661731,-9.29833505141529,-0.680328531870312
1.937,-1.32247569794901,-18.5249551811645,-9.29726021010702,-0.680209939665662
1.938,-1.32236177764545,-18.5355804842849,-9.29618619508006,-0.680092531373201
1.939,-1.32224767969151,-18.5461612325966,-9.29511299375919,-0.679976302971713
1.94,-1.3221334075951,-18.5566972836468,-9.2940405936198,-0.679861250460824
1.941,-1.32201896485721,-18.5671884954752,-9.29296898218784,-0.679747369860952
1.942,-1.32190435497191,-18.5776347266198,-9.29189814703958,-0.679634657213292
1.943,-1.32178958142631,-18.5880358361248,-9.29082807580138,-0.679523108579735
1.944,-1.32167464770065,-18.5983916835469,-9.28975875614956,-0.679412720042879
1.945,-1.3215595572682,-18.6087021289623,-9.2886901758102,-0.679303487705955
1.946,-1.32144431359531,-18.6189670329737,-9.28762232255892,-0.679195407692803
1.947,-1.32132892014144,-18.6291862567168,-9.28655518422071,-0.679088476147827
1.948,-1.3212133803591,-18.6393596618678,-9.28548874866977,-0.67898268923597
1.949,-1.32109769769389,-18.6494871106498,-9.28442300382928,-0.678878043142655
1.95,-1.32098187558451,-18.6595684658396,-9.28335793767125,-0.678774534073764
1.951,-1.32086591746274,-18.669603590775,-9.2822935382163,-0.678672158255589
1.952,-1.32074982675344,-18.6795923493612,-9.28122979353349,-0.678570911934802
1.953,-1.3206336068746,-18.6895346060782,-9.28016669174019,-0.678470791378402
1.954,-1.32051726123727,-18.6994302259872,-9.27910422100176,-0.678371792873689
1.955,-1.3204007932456,-18.7092790747373,-9.27804236953154,-0.678273912728227
1.956,-1.32028420629687,-18.7190810185733,-9.27698112559053,-0.678177147269789
1.957,-1.32016750378144,-18.7288359243412,-9.27592047748727,-0.678081492846336
1.958,-1.32005068908278,-18.7385436594963,-9.27486041357764,-0.677986945825962
1.959,-1.31993376557751,-18.7482040921092,-9.2738009222647,-0.67789350259687
1.96,-1.31981673663531,-18.757817090873,-9.27274199199848,-0.677801159567322
1.961,-1.319699605619,-18.7673825251098,-9.27168361127582,-0.677709913165604
1.962,-1.31958237588453,-18.7769002647777,-9.2706257686402,-0.677619759839985
1.963,-1.31946505078098,-18.786370180478,-9.26956845268151,-0.677530696058684
1.964,-1.31934763365054,-18.7957921434611,-9.26851165203594,-0.67744271830982
1.965,-1.31923012782854,-18.8051660256337,-9.26745535538579,-0.67735582310138
1.966,-1.31911253664344,-18.8144916995662,-9.26639955145921,-0.677270006961174
1.967,-1.31899486341687,-18.8237690384982,-9.26534422903013,-0.677185266436811
1.968,-1.31887711146356,-18.8329979163461,-9.26428937691804,-0.677101598095637
1.969,-1.31875928409142,-18.8421782077097,-9.2632349839878,-0.677018998524705
1.97,-1.31864138460151,-18.8513097878785,-9.26218103914948,-0.676937464330748
1.971,-1.31852341628803,-18.860392532839,-9.26112753135819,-0.676856992140118
1.972,-1.31840538243835,-18.8694263192806,-9.26007444961391,-0.676777578598756
1.973,-1.31828728633302,-18.8784110246031,-9.25902178296128,-0.676699220372162
1.974,-1.31816913124574,-18.8873465269226,-9.25796952048949,-0.67662191414534
1.975,-1.31805092044338,-18.8962327050788,-9.25691765133204,-0.676545656622764
1.976,-1.31793265718602,-18.9050694386407,-9.25586616466659,-0.676470444528341
1.977,-1.3178143447269,-18.9138566079141,-9.25481504971484,-0.676396274605367
1.978,-1.31769598631244,-18.9225940939476,-9.25376429574229,-0.676323143616491
1.979,-1.31757758518228,-18.9312817785393,-9.2527138920581,-0.676251048343667
1.98,-1.31745914456924,-18.939919544243,-9.25166382801492,-0.676179985588132
1.981,-1.31734066769935,-18.9485072743757,-9.25061409300871,-0.67610995217034
1.982,-1.31722215779185,-18.9570448530224,-9.24956467647857,-0.676040944929948
1.983,-1.31710361805918,-18.965532165044,-9.2485155679066,-0.675972960725759
1.984,-1.31698505170703,-18.9739690960831,-9.2474667568177,-0.675905996435686
1.985,-1.31686646193427,-18.9823555325707,-9.24641823277944,-0.675840048956716
1.986,-1.31674785193305,-18.9906913617316,-9.24536998540181,-0.675775115204869
1.987,-1.31662922488871,-18.998976471592,-9.24432200433717,-0.675711192115148
1.988,-1.31651058397986,-19.0072107509853,-9.24327427928,-0.675648276641515
1.989,-1.31639193237834,-19.0153940895582,-9.24222679996675,-0.675586365756843
1.99,-1.31627327324926,-19.0235263777768,-9.24117955617573,-0.675525456452865
1.991,-1.31615460975095,-19.0316075069334,-9.24013253772684,-0.675465545740156
1.992,-1.31603594503507,-19.0396373691521,-9.23908573448151,-0.675406630648076
1.993,-1.31591728224647,-19.0476158573957,-9.2380391363425,-0.675348708224733
1.994,-1.31579862452334,-19.0555428654708,-9.2369927332537,-0.675291775536956
1.995,-1.31567997499711,-19.0634182880347,-9.23594651520001,-0.675235829670223
1.996,-1.31556133679253,-19.071242020601,-9.23490047220721,-0.675180867728661
1.997,-1.31544271302761,-19.079013959546,-9.23385459434169,-0.67512688683497
1.998,-1.31532410681369,-19.0867340021142,-9.23280887171042,-0.675073884130407
1.999,-1.3152055212554,-19.0944020464248,-9.23176329446068,-0.67502185677474
2,-1.31508695945067,-19.1020179914769,-9.23071785277998,-0.674970801946192
2.001,-1.31496842449078,-19.1095817371563,-9.22967253689585,-0.674920716841423
2.002,-1.31484991946033,-19.1170931842404,-9.22862733707571,-0.674871598675479
2.003,-1.31473144743721,-19.1245522344048,-9.2275822436267,-0.674823444681746
2.004,-1.3146130114927,-19.1319587902281,-9.22653724689552,-0.674776252111926
2.005,-1.3144946146914,-19.1393127551988,-9.22549233726827,-0.674730018235973
2.006,-1.31437626009126,-19.1466140337198,-9.22444750517034,-0.674684740342076
2.007,-1.3142579507436,-19.1538625311151,-9.22340274106617,-0.674640415736604
2.008,-1.31413968969311,-19.1610581536343,-9.22235803545916,-0.674597041744068
2.009,-1.31402147997783,-19.1682008084593,-9.22131337889151,-0.674554615707087
2.01,-1.31390332462919,-19.1752904037087,-9.22026876194401,-0.674513134986341
2.011,-1.313785226672,-19.182326848444,-9.21922417523598,-0.674472596960524
2.012,-1.3136671891245,-19.1893100526746,-9.21817960942501,-0.674432999026326
2.013,-1.31354921499827,-19.1962399273637,-9.2171350552069,-0.674394338598367
2.014,-1.31343130729834,-19.203116384433,-9.21609050331545,-0.674356613109167
2.015,-1.31331346902313,-19.2099393367681,-9.21504594452233,-0.674319820009111
2.016,-1.31319570316452,-19.2167086982241,-9.21400136963693,-0.6742839567664
2.017,-1.31307801270778,-19.2234243836302,-9.2129567695062,-0.674249020867016
2.018,-1.31296040063163,-19.2300863087957,-9.21191213501449,-0.67421500981467
2.019,-1.31284286990824,-19.2366943905138,-9.21086745708345,-0.67418192113078
2.02,-1.31272542350321,-19.2432485465679,-9.20982272667181,-0.674149752354418
2.021,-1.31260806437563,-19.2497486957356,-9.20877793477526,-0.674118501042266
2.022,-1.31249079547804,-19.2561947577945,-9.20773307242635,-0.674088164768589
2.023,-1.31237361975645,-19.2625866535261,-9.20668813069426,-0.674058741125179
2.024,-1.31225654015037,-19.2689243047214,-9.2056431006847,-0.674030227721326
2.025,-1.31213955959277,-19.2752076341852,-9.20459797353977,-0.67400262218377
2.026,-1.31202268101016,-19.2814365657412,-9.2035527404378,-0.673975922156665
2.027,-1.3119059073225,-19.2876110242362,-9.20250739259316,-0.673950125301543
2.028,-1.31178924144333,-19.293730935545,-9.2014619212562,-0.673925229297249
2.029,-1.31167268627964,-19.299796226575,-9.20041631771305,-0.673901231839937
2.03,-1.31155624473201,-19.3058068252701,-9.19937057328548,-0.673878130642998
2.031,-1.31143991969453,-19.3117626606161,-9.19832467933079,-0.67385592343704
2.032,-1.31132371405482,-19.3176636626441,-9.1972786272416,-0.673834607969834
2.033,-1.31120763069409,-19.3235097624357,-9.19623240844577,-0.673814182006276
2.034,-1.31109167248708,-19.3293008921262,-9.19518601440624,-0.673794643328354
2.035,-1.31097584230212,-19.3350369849097,-9.19413943662087,-0.673775989735099
2.036,-1.3108601430011,-19.3407179750429,-9.1930926666223,-0.673758219042549
2.037,-1.31074457743953,-19.346343797849,-9.19204569597785,-0.673741329083702
2.038,-1.31062914846645,-19.3519143897221,-9.19099851628933,-0.673725317708484
2.039,-1.31051385892459,-19.3574296881307,-9.18995111919292,-0.673710182783702
2.04,-1.31039871165022,-19.3628896316217,-9.18890349635904,-0.673695922193005
2.041,-1.31028370947326,-19.3682941598247,-9.18785563949218,-0.673682533836843
2.042,-1.31016885521726,-19.3736432134548,-9.1868075403308,-0.673670015632431
2.043,-1.3100541516994,-19.3789367343174,-9.18575919064716,-0.673658365513695
2.044,-1.30993960173051,-19.3841746653109,-9.1847105822472,-0.673647581431253
2.045,-1.30982520811507,-19.3893569504306,-9.18366170697042,-0.673637661352351
2.046,-1.30971097365123,-19.3944835347722,-9.18261255668968,-0.673628603260835
2.047,-1.30959690113079,-19.3995543645358,-9.18156312331113,-0.673620405157115
2.048,-1.30948299333927,-19.4045693870278,-9.18051339877404,-0.673613065058104
2.049,-1.30936925305585,-19.4095285506659,-9.1794633750507,-0.673606580997209
2.05,-1.3092556830534,-19.4144318049808,-9.17841304414621,-0.67360095102426
2.051,-1.30914228609854,-19.4192791006207,-9.17736239809845,-0.673596173205482
2.052,-1.30902906495157,-19.4240703893532,-9.17631142897784,-0.673592245623456
2.053,-1.3089160223665,-19.4288056240694,-9.17526012888729,-0.67358916637708
2.054,-1.30880316109113,-19.4334847587859,-9.17420848996202,-0.67358693358152
2.055,-1.30869048386695,-19.4381077486483,-9.17315650436944,-0.673585545368179
2.056,-1.30857799342923,-19.4426745499338,-9.17210416430904,-0.67358499988464
2.057,-1.308465692507,-19.4471851200538,-9.17105146201221,-0.673585295294653
2.058,-1.30835358382304,-19.4516394175569,-9.16999838974213,-0.673586429778066
2.059,-1.30824167009393,-19.4560374021313,-9.16894493979369,-0.673588401530801
2.06,-1.30812995403005,-19.4603790346071,-9.16789110449326,-0.673591208764811
2.061,-1.30801843833553,-19.4646642769594,-9.16683687619867,-0.673594849708032
2.062,-1.30790712570835,-19.4688930923098,-9.16578224729897,-0.673599322604354
2.063,-1.3077960188403,-19.4730654449294,-9.16472721021442,-0.673604625713577
2.064,-1.30768512041699,-19.4771813002409,-9.16367175739621,-0.673610757311354
2.065,-1.30757443311786,-19.4812406248205,-9.16261588132652,-0.673617715689179
2.066,-1.3074639596162,-19.4852433864001,-9.16155957451822,-0.673625499154325
2.067,-1.30735370257916,-19.4891895538696,-9.16050282951485,-0.673634106029813
2.068,-1.30724366466774,-19.4930790972783,-9.15944563889045,-0.673643534654367
2.069,-1.30713384853683,-19.4969119878372,-9.15838799524943,-0.673653783382378
2.07,-1.30702425683519,-19.5006881979207,-9.15732989122649,-0.673664850583858
2.071,-1.30691489220547,-19.5044077010682,-9.15627131948642,-0.673676734644407
2.072,-1.30680575728423,-19.5080704719856,-9.15521227272404,-0.673689433965161
2.073,-1.30669685470195,-19.5116764865473,-9.15415274366406,-0.673702946962769
2.074,-1.306588187083,-19.5152257217972,-9.15309272506092,-0.673717272069333
2.075,-1.30647975704572,-19.5187181559506,-9.15203220969872,-0.673732407732385
2.076,-1.30637156720236,-19.5221537683953,-9.15097119039107,-0.673748352414837
2.077,-1.30626362015913,-19.5255325396923,-9.14990965998093,-0.673765104594938
2.078,-1.30615591851622,-19.5288544515781,-9.14884761134059,-0.67378266276624
2.079,-1.30604846486775,-19.5321194869649,-9.14778503737143,-0.673801025437558
2.08,-1.30594126180186,-19.5353276299418,-9.14672193100387,-0.673820191132931
2.081,-1.30583431190064,-19.5384788657762,-9.14565828519725,-0.673840158391571
2.082,-1.30572761774022,-19.5415731809142,-9.14459409293966,-0.673860925767836
2.083,-1.30562118189071,-19.5446105629813,-9.14352934724788,-0.673882491831182
