frequency,e',e''
1000000000,2.0367,0.0153
1010000000,2.0506,0.0321
1020000000,2.0377,0.0058
1030000000,2.066,0.0023
1040000000,2.0647,-0.0074
1050000000,2.0571,0.0256
1060000000,2.0796,-0.008
1070000000,2.0733,-0.0122
1080000000,2.0719,0.0375
1090000000,2.0342,0.0219
1100000000,2.0727,0.0022
1110000000,2.0637,0.011
1120000000,2.0571,0.0336
1130000000,2.072,0.006
1140000000,2.0608,0.0268
1150000000,2.0966,0.0161
1160000000,2.0608,0.0365
1170000000,2.0635,0.0232
1180000000,2.0667,0.0148
1190000000,2.0589,0.0365
1200000000,2.0489,-0.0054
1210000000,2.0572,0.017
1220000000,2.0519,0.0153
1230000000,2.0365,0.0224
1240000000,2.0636,-0.0086
1250000000,2.0447,-0.0217
1260000000,2.0328,0.0156
1270000000,2.0728,-0.0007
1280000000,2.0568,-0.0275
1290000000,2.0289,-0.0227
1300000000,2.0592,-0.0264
1310000000,2.0509,-0.0105
1320000000,2.0663,-0.0012
1330000000,2.0594,0.0123
1340000000,2.0496,0.005
1350000000,2.0258,0.0048
1360000000,2.0708,-0.0086
1370000000,2.0695,0.0003
1380000000,2.0947,-0.002
1390000000,2.1144,0.0006
1400000000,2.047,0.0006
1410000000,2.0958,0.0058
1420000000,2.0511,0.0118
1430000000,2.0673,0.0163
1440000000,2.0618,-0.0072
1450000000,2.0698,-0.0303
1460000000,2.0736,-0.0083
1470000000,2.0794,-0.019
1480000000,2.0765,-0.0271
1490000000,2.0752,-0.0235
1500000000,2.0806,-0.014
1510000000,2.113,-0.0178
1520000000,2.0964,-0.0229
1530000000,2.091,-0.0226
1540000000,2.097,-0.0162
1550000000,2.0826,-0.0154
1560000000,2.0891,-0.0092
1570000000,2.0642,0.0038
1580000000,2.0828,-0.0259
1590000000,2.0833,-0.023
1600000000,2.089,-0.0212
1610000000,2.0819,-0.0055
1620000000,2.0726,-0.0277
1630000000,2.0741,-0.0336
1640000000,2.0899,-0.0129
1650000000,2.0806,-0.0204
1660000000,2.0786,-0.0357
1670000000,2.0752,-0.0228
1680000000,2.0896,-0.008
1690000000,2.0653,-0.0293
1700000000,2.0787,-0.0229
1710000000,2.0823,-0.0184
1720000000,2.0892,-0.0277
1730000000,2.0757,-0.0172
1740000000,2.0801,-0.032
1750000000,2.0711,-0.0278
1760000000,2.077,-0.0187
1770000000,2.0901,-0.0285
1780000000,2.0735,-0.03
1790000000,2.0715,-0.0179
1800000000,2.0866,-0.0102
1810000000,2.0875,-0.0348
1820000000,2.0866,-0.0331
1830000000,2.0909,-0.0383
1840000000,2.0911,-0.0312
1850000000,2.0923,-0.0205
1860000000,2.0867,-0.01
1870000000,2.088,-0.0285
1880000000,2.0896,-0.0254
1890000000,2.09,-0.0303
1900000000,2.0911,-0.0166
1910000000,2.085,-0.0214
1920000000,2.0833,-0.0255
1930000000,2.0791,-0.0191
1940000000,2.0935,-0.0302
1950000000,2.0844,-0.0244
1960000000,2.096,-0.0175
1970000000,2.0971,-0.0158
1980000000,2.0903,-0.0154
1990000000,2.0825,-0.02
2000000000,2.0944,-0.0204
2010000000,2.1021,-0.0152
2020000000,2.1028,-0.029
2030000000,2.0936,-0.0133
2040000000,2.1017,-0.037
2050000000,2.0878,-0.0221
2060000000,2.0891,-0.0294
2070000000,2.0987,-0.0345
2080000000,2.08,-0.0392
2090000000,2.0852,-0.0243
2100000000,2.0786,-0.0326
2110000000,2.0767,-0.0349
2120000000,2.0806,-0.028
2130000000,2.0757,-0.037
2140000000,2.0723,-0.0304
2150000000,2.0838,-0.0226
2160000000,2.0728,-0.0234
2170000000,2.0748,-0.0246
2180000000,2.0713,-0.0077
2190000000,2.0814,-0.031
2200000000,2.0785,-0.028
2210000000,2.0782,-0.0307
2220000000,2.0752,-0.0109
2230000000,2.0815,-0.0284
2240000000,2.0878,-0.044
2250000000,2.087,-0.0274
2260000000,2.08,-0.0249
2270000000,2.0798,-0.0362
2280000000,2.0789,-0.0221
2290000000,2.0861,-0.0224
2300000000,2.0878,-0.0273
2310000000,2.0916,-0.0203
2320000000,2.0988,-0.0289
2330000000,2.0943,-0.0238
2340000000,2.0997,-0.0343
2350000000,2.0973,-0.0366
