Freq(Hz),S21 Log Mag(dB)
1000000000,-2.0602469
1001000000,-2.0587018
1002000000,-2.0380919
1003000000,-2.0349774
1004000000,-2.0596142
1005000000,-2.0315719
1006000000,-2.0444472
1007000000,-1.9919
1008000000,-1.9767214
1009000000,-2.0671017
1010000000,-2.0029323
1011000000,-1.9751306
1012000000,-2.0033989
1013000000,-1.9872025
1014000000,-2.0132356
1015000000,-2.0026743
1016000000,-1.9581355
1017000000,-1.9770247
1018000000,-2.0146911
1019000000,-1.9581691
1020000000,-1.9721299
1021000000,-1.9837574
1022000000,-1.9348466
1023000000,-1.9541045
1024000000,-1.9561138
1025000000,-1.9566902
1026000000,-1.9279308
1027000000,-1.9237424
1028000000,-1.9544325
1029000000,-1.9528514
1030000000,-1.9510432
1031000000,-1.9238206
1032000000,-1.9415443
1033000000,-1.9294149
1034000000,-1.8972276
1035000000,-1.895294
1036000000,-1.9045298
1037000000,-1.9056784
1038000000,-1.8877946
1039000000,-1.8969773
1040000000,-1.8927132
1041000000,-1.8796914
1042000000,-1.8809029
1043000000,-1.8826911
1044000000,-1.8740127
1045000000,-1.8688345
1046000000,-1.8892119
1047000000,-1.837505
1048000000,-1.8809452
1049000000,-1.8654951
1050000000,-1.8302137
1051000000,-1.8359646
1052000000,-1.8487223
1053000000,-1.8421949
1054000000,-1.8120425
1055000000,-1.8412603
1056000000,-1.8355126
1057000000,-1.7991422
1058000000,-1.835443
1059000000,-1.8050703
1060000000,-1.8287338
1061000000,-1.812247
1062000000,-1.810382
1063000000,-1.7969733
1064000000,-1.7906247
1065000000,-1.771601
1066000000,-1.7946696
1067000000,-1.7988112
1068000000,-1.7798254
1069000000,-1.7753788
1070000000,-1.7750187
1071000000,-1.7797767
1072000000,-1.7467009
1073000000,-1.7683257
1074000000,-1.7379198
1075000000,-1.7538546
1076000000,-1.7306967
1077000000,-1.7408615
1078000000,-1.7573298
1079000000,-1.7577983
1080000000,-1.7453068
1081000000,-1.7220867
1082000000,-1.715554
1083000000,-1.7095101
1084000000,-1.7130212
1085000000,-1.7118115
1086000000,-1.7257344
1087000000,-1.716171
1088000000,-1.6841993
1089000000,-1.6863488
1090000000,-1.700119
1091000000,-1.6952066
1092000000,-1.7190136
1093000000,-1.6948062
1094000000,-1.6884507
1095000000,-1.7009057
1096000000,-1.6660463
1097000000,-1.6946352
1098000000,-1.687808
1099000000,-1.704037
1100000000,-1.6676193
1101000000,-1.6647751
1102000000,-1.6744406
1103000000,-1.6543657
1104000000,-1.6676908
1105000000,-1.6285453
1106000000,-1.6287962
1107000000,-1.6594139
1108000000,-1.6651531
1109000000,-1.6353469
1110000000,-1.6056095
1111000000,-1.6094342
1112000000,-1.6060894
1113000000,-1.6020839
1114000000,-1.6096784
1115000000,-1.5824074
1116000000,-1.6238581
1117000000,-1.5935069
1118000000,-1.6248196
1119000000,-1.6313654
