"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1))_1 []"
1.955,-1.42382788411987,-8.58646685417356
1.956,-1.4230505976737,-8.58789682296625
1.957,-1.4222730699743,-8.58932944614055
1.958,-1.42149531196842,-8.5907646882595
1.959,-1.42071733455054,-8.59220251401415
1.96,-1.41993914856298,-8.59364288822304
1.961,-1.41916076479579,-8.59508577583149
1.962,-1.41838219398723,-8.59653114191106
1.963,-1.41760344682365,-8.59797895165885
1.964,-1.41682453393967,-8.5994291703969
1.965,-1.41604546591838,-8.60088176357165
1.966,-1.41526625329147,-8.60233669675321
1.967,-1.41448690653927,-8.60379393563488
1.968,-1.41370743609106,-8.60525344603244
1.969,-1.41292785232497,-8.60671519388366
1.97,-1.41214816556838,-8.60817914524761
1.971,-1.41136838609787,-8.60964526630417
1.972,-1.4105885241394,-8.61111352335336
1.973,-1.40980858986852,-8.61258388281482
1.974,-1.40902859341041,-8.61405631122722
1.975,-1.40824854484003,-8.61553077524768
1.976,-1.40746845418248,-8.61700724165122
1.977,-1.4066883314128,-8.61848567733018
1.978,-1.40590818645625,-8.61996604929369
1.979,-1.4051280291886,-8.62144832466708
1.98,-1.40434786943608,-8.62293247069137
1.981,-1.40356771697558,-8.62441845472269
1.982,-1.4027875815349,-8.62590624423177
1.983,-1.40200747279262,-8.62739580680336
1.984,-1.40122740037858,-8.62888711013575
1.985,-1.40044737387383,-8.63038012204018
1.986,-1.3996674028108,-8.63187481044039
1.987,-1.39888749667348,-8.63337114337201
1.988,-1.3981076648975,-8.63486908898211
1.989,-1.39732791687038,-8.63636861552865
1.99,-1.39654826193155,-8.63786969137998
1.991,-1.39576870937264,-8.63937228501436
1.992,-1.39498926843751,-8.64087636501935
1.993,-1.39420994832247,-8.64238190009149
1.994,-1.39343075817631,-8.64388885903563
1.995,-1.39265170710066,-8.64539721076455
1.996,-1.39187280414997,-8.6469069242984
1.997,-1.39109405833165,-8.64841796876428
1.998,-1.39031547860632,-8.64993031339568
1.999,-1.38953707388791,-8.65144392753207
2,-1.38875885304381,-8.65295878061842
2.001,-1.38798082489497,-8.65447484220467
2.002,-1.38720299821618,-8.65599208194534
2.003,-1.38642538173613,-8.65751046959898
2.004,-1.38564798413746,-8.65902997502779
2.005,-1.38487081405713,-8.66055056819713
2.006,-1.38409388008642,-8.66207221917505
2.007,-1.38331719077119,-8.66359489813184
2.008,-1.38254075461179,-8.66511857533962
2.009,-1.38176458006357,-8.66664322117186
2.01,-1.38098867553676,-8.66816880610295
2.011,-1.38021304939667,-8.66969530070777
2.012,-1.37943770996392,-8.67122267566122
2.013,-1.37866266551461,-8.67275090173783
2.014,-1.37788792428025,-8.67427994981134
2.015,-1.37711349444818,-8.67580979085421
2.016,-1.37633938416163,-8.67734039593728
2.017,-1.37556560151981,-8.67887173622928
2.018,-1.37479215457806,-8.68040378299644
2.019,-1.37401905134814,-8.68193650760214
2.02,-1.3732462997982,-8.68346988150638
2.021,-1.37247390785313,-8.68500387626545
2.022,-1.37170188339455,-8.68653846353151
2.023,-1.37093023426096,-8.68807361505223
2.024,-1.37015896824801,-8.6896093026703
2.025,-1.3693880931086,-8.69114549832311
2.026,-1.36861761655294,-8.69268217404236
2.027,-1.36784754624892,-8.69421930195359
2.028,-1.367077889822,-8.69575685427592
2.029,-1.36630865485559,-8.69729480332154
2.03,-1.36553984889101,-8.69883312149542
2.031,-1.36477147942774,-8.70037178129489
2.032,-1.36400355392368,-8.70191075530926
2.033,-1.36323607979509,-8.70345001621947
2.034,-1.36246906441681,-8.70498953679775
2.035,-1.36170251512255,-8.70652928990713
2.036,-1.36093643920485,-8.70806924850125
2.037,-1.36017084391536,-8.70960938562386
2.038,-1.35940573646493,-8.7111496744085
2.039,-1.35864112402373,-8.71269008807818
2.04,-1.35787701372156,-8.71423059994502
2.041,-1.35711341264784,-8.71577118340983
2.042,-1.35635032785181,-8.71731181196182
2.043,-1.35558776634263,-8.71885245917827
2.044,-1.35482573508971,-8.72039309872416
2.045,-1.3540642410227,-8.72193370435178
2.046,-1.35330329103163,-8.72347424990051
2.047,-1.35254289196713,-8.72501470929637
2.048,-1.35178305064058,-8.72655505655172
2.049,-1.35102377382426,-8.728095265765
2.05,-1.35026506825148,-8.72963531112029
2.051,-1.34950694061673,-8.73117516688703
2.052,-1.34874939757581,-8.73271480741972
2.053,-1.34799244574598,-8.73425420715759
2.054,-1.34723609170631,-8.73579334062423
2.055,-1.34648034199743,-8.73733218242736
2.056,-1.3457252031221,-8.73887070725842
2.057,-1.34497068154502,-8.74040888989232
2.058,-1.34421678369323,-8.74194670518714
2.059,-1.34346351595611,-8.74348412808374
2.06,-1.34271088468559,-8.74502113360556
2.061,-1.34195889619625,-8.74655769685824
2.062,-1.34120755676558,-8.74809379302934
2.063,-1.34045687263402,-8.74962939738805
2.064,-1.33970685000511,-8.75116448528489
2.065,-1.33895749504572,-8.7526990321514
2.066,-1.33820881388614,-8.75423301349987
2.067,-1.33746081262019,-8.75576640492301
2.068,-1.33671349730549,-8.75729918209371
2.069,-1.33596687396343,-8.75883132076474
2.07,-1.33522094857964,-8.76036279676842
2.071,-1.33447572710362,-8.76189358601638
2.072,-1.3337312154494,-8.76342366449929
2.073,-1.33298741949545,-8.76495300828654
2.074,-1.33224434508474,-8.766481593526
2.075,-1.33150199802511,-8.76800939644369
2.076,-1.33076038408924,-8.76953639334361
2.077,-1.33001950901492,-8.77106256060733
2.078,-1.32927937850508,-8.77258787469383
2.079,-1.32853999822796,-8.7741123121392
2.08,-1.3278013738174,-8.77563584955635
2.081,-1.32706351087279,-8.77715846363478
2.082,-1.32632641495928,-8.7786801311403
2.083,-1.325590091608,-8.78020082891475
2.084,-1.32485454631614,-8.78172053387579
2.085,-1.32411978454702,-8.78323922301659
2.086,-1.32338581173043,-8.78475687340563
2.087,-1.32265263326258,-8.78627346218639
2.088,-1.32192025450631,-8.78778896657712
2.089,-1.32118868079133,-8.78930336387063
2.09,-1.32045791741416,-8.79081663143396
2.091,-1.31972796963851,-8.79232874670822
2.092,-1.31899884269522,-8.79383968720828
2.093,-1.3182705417825,-8.79534943052253
2.094,-1.31754307206609,-8.7968579543127
2.095,-1.31681643867927,-8.79836523631355
2.096,-1.3160906467233,-8.79987125433266
2.097,-1.3153657012671,-8.8013759862502
2.098,-1.31464160734785,-8.80287941001866
2.099,-1.31391836997086,-8.80438150366268
2.1,-1.31319599410977,-8.80588224527873
2.101,-1.3124744847067,-8.80738161303497
2.102,-1.31175384667243,-8.80887958517095
2.103,-1.31103408488647,-8.81037613999741
2.104,-1.31031520419722,-8.81187125589607
2.105,-1.30959720942215,-8.81336491131936
2.106,-1.30888010534791,-8.81485708479023
2.107,-1.30816389673038,-8.81634775490194
2.108,-1.30744858829504,-8.81783690031778
2.109,-1.30673418473678,-8.81932449977093
2.11,-1.3060206907204,-8.82081053206415
2.111,-1.30530811088045,-8.82229497606967
2.112,-1.30459644982148,-8.82377781072887
2.113,-1.30388571211825,-8.82525901505214
2.114,-1.30317590231572,-8.82673856811864
2.115,-1.30246702492928,-8.82821644907606
2.116,-1.3017590844449,-8.82969263714047
2.117,-1.30105208531917,-8.83116711159606
2.118,-1.30034603197957,-8.83263985179496
2.119,-1.29964092882442,-8.83411083715702
2.12,-1.29893678022325,-8.83558004716961
2.121,-1.2982335905167,-8.83704746138741
2.122,-1.29753136401682,-8.83851305943222
2.123,-1.29683010500712,-8.83997682099274
2.124,-1.29612981774274,-8.84143872582439
2.125,-1.29543050645055,-8.84289875374909
2.126,-1.29473217532932,-8.84435688465507
2.127,-1.29403482854981,-8.8458130984967
2.128,-1.29333847025496,-8.84726737529424
2.129,-1.29264310455994,-8.84871969513368
2.13,-1.2919487355524,-8.85017003816653
2.131,-1.2912553672924,-8.85161838460968
2.132,-1.29056300381281,-8.85306471474513
2.133,-1.28987164911919,-8.85450900891984
2.134,-1.2891813071901,-8.85595124754555
2.135,-1.2884919819771,-8.85739141109856
2.136,-1.28780367740499,-8.85882948011957
2.137,-1.28711639737182,-8.8602654352135
2.138,-1.28643014574914,-8.86169925704928
2.139,-1.28574492638201,-8.86313092635964
2.14,-1.28506074308928,-8.86456042394103
2.141,-1.28437759966355,-8.86598773065333
2.142,-1.28369549987135,-8.86741282741971
2.143,-1.28301444745336,-8.86883569522646
2.144,-1.28233444612444,-8.87025631512281
2.145,-1.28165549957374,-8.87167466822071
2.146,-1.28097761146495,-8.87309073569471
2.147,-1.28030078543623,-8.87450449878177
2.148,-1.27962502510053,-8.87591593878103
2.149,-1.27895033404562,-8.87732503705373
2.15,-1.27827671583422,-8.87873177502293
2.151,-1.27760417400409,-8.88013613417345
2.152,-1.27693271206824,-8.88153809605162
2.153,-1.27626233351498,-8.8829376422651
2.154,-1.27559304180808,-8.88433475448277
2.155,-1.27492484038689,-8.8857294144345
2.156,-1.27425773266642,-8.88712160391109
2.157,-1.27359172203754,-8.88851130476391
2.158,-1.272926811867,-8.88989849890494
2.159,-1.27226300549767,-8.89128316830647
2.16,-1.27160030624856,-8.89266529500098
2.161,-1.27093871741496,-8.89404486108099
2.162,-1.27027824226866,-8.89542184869885
2.163,-1.26961888405788,-8.89679624006661
2.164,-1.26896064600759,-8.89816801745587
2.165,-1.26830353131946,-8.89953716319763
2.166,-1.26764754317215,-8.90090365968201
2.167,-1.26699268472123,-8.90226748935828
2.168,-1.2663389590995,-8.90362863473455
2.169,-1.2656863694169,-8.90498707837768
2.17,-1.26503491876085,-8.9063428029131
2.171,-1.26438461019621,-8.90769579102467
2.172,-1.2637354467654,-8.90904602545451
2.173,-1.2630874314886,-8.91039348900284
2.174,-1.26244056736383,-8.91173816452785
2.175,-1.26179485736705,-8.91308003494552
2.176,-1.26115030445225,-8.91441908322947
2.177,-1.26050691155167,-8.91575529241083
2.178,-1.25986468157577,-8.91708864557805
2.179,-1.25922361741347,-8.91841912587679
2.18,-1.25858372193218,-8.91974671650975
2.181,-1.25794499797799,-8.92107140073649
2.182,-1.25730744837565,-8.92239316187336
2.183,-1.25667107592888,-8.92371198329323
2.184,-1.25603588342032,-8.92502784842547
2.185,-1.25540187361169,-8.92634074075572
2.186,-1.25476904924391,-8.92765064382578
2.187,-1.25413741303722,-8.92895754123344
2.188,-1.25350696769131,-8.93026141663231
2.189,-1.25287771588535,-8.9315622537318
2.19,-1.25224966027817,-8.93286003629679
2.191,-1.25162280350839,-8.93415474814761
2.192,-1.25099714819443,-8.93544637315991
2.193,-1.25037269693474,-8.93673489526442
2.194,-1.24974945230779,-8.93802029844684
2.195,-1.24912741687231,-8.93930256674778
2.196,-1.24850659316726,-8.94058168426252
2.197,-1.24788698371206,-8.94185763514092
2.198,-1.24726859100663,-8.94313040358725
2.199,-1.24665141753151,-8.94439997386007
2.2,-1.24603546574793,-8.94566633027208
2.201,-1.24542073809801,-8.94692945718997
2.202,-1.24480723700482,-8.94818933903435
2.203,-1.24419496487242,-8.9494459602795
2.204,-1.24358392408608,-8.95069930545332
2.205,-1.24297411701227,-8.95194935913714
2.206,-1.24236554599892,-8.95319610596564
2.207,-1.2417582133753,-8.95443953062666
2.208,-1.24115212145239,-8.95567961786109
2.209,-1.24054727252274,-8.95691635246271
2.21,-1.23994366886073,-8.9581497192781
2.211,-1.23934131272264,-8.95937970320647
2.212,-1.2387402063467,-8.96060628919953
2.213,-1.23814035195326,-8.96182946226136
2.214,-1.23754175174486,-8.96304920744828
2.215,-1.23694440790631,-8.96426550986875
2.216,-1.23634832260485,-8.96547835468313
2.217,-1.23575349799021,-8.96668772710369
2.218,-1.23515993619473,-8.96789361239436
2.219,-1.2345676393334,-8.96909599587068
2.22,-1.23397660950407,-8.97029486289963
2.221,-1.23338684878749,-8.97149019889948
2.222,-1.23279835924738,-8.97268198933974
2.223,-1.23221114293057,-8.97387021974091
2.224,-1.23162520186712,-8.97505487567447
2.225,-1.23104053807033,-8.97623594276268
2.226,-1.23045715353696,-8.97741340667846
2.227,-1.22987505024724,-8.97858725314528
2.228,-1.22929423016499,-8.97975746793703
2.229,-1.22871469523771,-8.98092403687786
2.23,-1.22813644739672,-8.98208694584211
2.231,-1.22755948855724,-8.98324618075412
2.232,-1.2269838206184,-8.98440172758815
2.233,-1.22640944546346,-8.98555357236826
2.234,-1.22583636495988,-8.98670170116811
2.235,-1.22526458095934,-8.98784610011093
2.236,-1.22469409529789,-8.98898675536933
2.237,-1.22412490979609,-8.9901236531652
2.238,-1.22355702625901,-8.99125677976958
2.239,-1.22299044647638,-8.99238612150253
2.24,-1.22242517222267,-8.99351166473305
2.241,-1.22186120525721,-8.99463339587885
2.242,-1.22129854732427,-8.99575130140635
2.243,-1.2207372001531,-8.99686536783048
2.244,-1.22017716545809,-8.99797558171458
2.245,-1.21961844493887,-8.99908192967026
2.246,-1.21906104028032,-9.00018439835735
2.247,-1.21850495315275,-9.00128297448362
2.248,-1.21795018521198,-9.00237764480488
2.249,-1.21739673809935,-9.00346839612461
2.25,-1.2168446134419,-9.00455521529407
2.251,-1.21629381285243,-9.00563808921203
2.252,-1.2157443379296,-9.00671700482466
2.253,-1.21519619025798,-9.00779194912552
2.254,-1.21464937140821,-9.0088629091553
2.255,-1.21410388293702,-9.00992987200177
2.256,-1.21355972638737,-9.01099282479967
2.257,-1.21301690328851,-9.01205175473056
2.258,-1.21247541515607,-9.01310664902273
2.259,-1.21193526349216,-9.01415749495101
2.26,-1.21139644978547,-9.01520427983676
2.261,-1.2108589755113,-9.01624699104768
2.262,-1.21032284213176,-9.01728561599769
2.263,-1.20978805109572,-9.01832014214684
2.264,-1.209254603839,-9.01935055700116
2.265,-1.20872250178439,-9.02037684811259
2.266,-1.2081917463418,-9.02139900307883
2.267,-1.2076623389083,-9.02241700954318
2.268,-1.2071342808682,-9.02343085519453
2.269,-1.20660757359318,-9.02444052776714
2.27,-1.20608221844233,-9.02544601504056
2.271,-1.20555821676229,-9.02644730483955
2.272,-1.20503556988725,-9.02744438503391
2.273,-1.20451427913909,-9.02843724353837
2.274,-1.20399434582751,-9.02942586831251
2.275,-1.20347577124999,-9.0304102473606
2.276,-1.20295855669201,-9.03139036873152
2.277,-1.202442703427,-9.03236622051862
2.278,-1.20192821271655,-9.03333779085961
2.279,-1.20141508581041,-9.03430506793646
2.28,-1.20090332394658,-9.03526803997526
2.281,-1.20039292835145,-9.03622669524611
2.282,-1.19988390023979,-9.03718102206304
2.283,-1.19937624081492,-9.03813100878383
2.284,-1.19886995126874,-9.03907664380997
2.285,-1.19836503278181,-9.04001791558646
2.286,-1.19786148652348,-9.04095481260179
2.287,-1.1973593136519,-9.04188732338776
2.288,-1.19685851531414,-9.04281543651938
2.289,-1.1963590926463,-9.04373914061474
2.29,-1.1958610467735,-9.04465842433497
2.291,-1.19536437881008,-9.04557327638402
2.292,-1.19486908985954,-9.04648368550864
2.293,-1.19437518101477,-9.04738964049819
2.294,-1.19388265335798,-9.04829113018459
2.295,-1.19339150796091,-9.04918814344216
2.296,-1.19290174588482,-9.05008066918755
2.297,-1.19241336818057,-9.05096869637957
2.298,-1.19192637588879,-9.05185221401913
2.299,-1.19144077003984,-9.05273121114911
2.3,-1.19095655165395,-9.05360567685424
2.301,-1.19047372174128,-9.05447560026098
2.302,-1.18999228130201,-9.05534097053744
2.303,-1.18951223132643,-9.05620177689324
2.304,-1.18903357279494,-9.05705800857942
2.305,-1.18855630667823,-9.05790965488827
2.306,-1.18808043393728,-9.0587567051533
2.307,-1.18760595552347,-9.0595991487491
2.308,-1.18713287237866,-9.06043697509117
2.309,-1.18666118543521,-9.0612701736359
2.31,-1.18619089561615,-9.0620987338804
2.311,-1.18572200383514,-9.0629226453624
2.312,-1.18525451099665,-9.06374189766015
2.313,-1.18478841799598,-9.06455648039228
2.314,-1.18432372571932,-9.06536638321776
2.315,-1.18386043504389,-9.06617159583567
2.316,-1.1833985468379,-9.06697210798521
2.317,-1.18293806196077,-9.06776790944553
2.318,-1.18247898126305,-9.06855899003559
2.319,-1.18202130558662,-9.06934533961413
2.32,-1.1815650357647,-9.0701269480795
2.321,-1.18111017262189,-9.07090380536955
2.322,-1.18065671697434,-9.07167590146157
2.323,-1.18020466962972,-9.07244322637208
2.324,-1.17975403138736,-9.07320577015685
2.325,-1.17930480303827,-9.0739635229107
2.326,-1.17885698536528,-9.0747164747674
2.327,-1.17841057914302,-9.07546461589958
2.328,-1.17796558513808,-9.07620793651862
2.329,-1.17752200410901,-9.07694642687453
2.33,-1.17707983680642,-9.07768007725584
2.331,-1.17663908397305,-9.0784088779895
2.332,-1.17619974634385,-9.07913281944077
2.333,-1.17576182464604,-9.07985189201307
2.334,-1.17532531959912,-9.08056608614794
2.335,-1.17489023191508,-9.0812753923249
2.336,-1.17445656229833,-9.0819798010613
2.337,-1.17402431144582,-9.08267930291229
2.338,-1.17359348004711,-9.08337388847062
2.339,-1.17316406878446,-9.08406354836662
2.34,-1.17273607833287,-9.08474827326803
2.341,-1.17230950936013,-9.0854280538799
2.342,-1.17188436252691,-9.08610288094453
2.343,-1.17146063848686,-9.08677274524127
2.344,-1.17103833788662,-9.0874376375865
2.345,-1.17061746136591,-9.08809754883347
2.346,-1.1701980095576,-9.0887524698722
2.347,-1.16977998308777,-9.08940239162939
2.348,-1.16936338257577,-9.09004730506828
2.349,-1.16894820863432,-9.09068720118859
2.35,-1.16853446186953,-9.09132207102635
2.351,-1.16812214288098,-9.09195190565383
2.352,-1.16771125226182,-9.09257669617943
2.353,-1.16730179059877,-9.09319643374756
2.354,-1.16689375847224,-9.09381110953854
2.355,-1.16648715645637,-9.09442071476847
2.356,-1.16608198511911,-9.09502524068917
2.357,-1.16567824502225,-9.09562467858802
2.358,-1.16527593672152,-9.09621901978789
2.359,-1.16487506076664,-9.09680825564698
2.36,-1.1644756177014,-9.0973923775588
2.361,-1.1640776080637,-9.09797137695196
2.362,-1.16368103238559,-9.09854524529015
2.363,-1.16328589119342,-9.09911397407194
2.364,-1.16289218500778,-9.09967755483079
2.365,-1.16249991434369,-9.10023597913483
2.366,-1.16210907971058,-9.10078923858683
2.367,-1.16171968161235,-9.10133732482401
2.368,-1.16133172054751,-9.10188022951805
2.369,-1.16094519700914,-9.10241794437485
2.37,-1.16056011148501,-9.10295046113455
2.371,-1.16017646445764,-9.10347777157131
2.372,-1.15979425640436,-9.10399986749329
2.373,-1.15941348779734,-9.10451674074246
2.374,-1.1590341591037,-9.10502838319457
2.375,-1.15865627078552,-9.10553478675901
2.376,-1.15827982329996,-9.10603594337868
2.377,-1.15790481709923,-9.10653184502992
2.378,-1.15753125263078,-9.10702248372239
2.379,-1.15715913033721,-9.10750785149894
2.38,-1.15678845065647,-9.10798794043554
2.381,-1.15641921402181,-9.10846274264114
2.382,-1.15605142086193,-9.10893225025759
2.383,-1.15568507160094,-9.1093964554595
2.384,-1.15532016665851,-9.10985535045418
2.385,-1.1549567064499,-9.11030892748147
2.386,-1.15459469138599,-9.11075717881369
2.387,-1.15423412187335,-9.11120009675551
2.388,-1.15387499831434,-9.11163767364385
2.389,-1.15351732110712,-9.11206990184773
2.39,-1.15316109064572,-9.11249677376823
2.391,-1.15280630732012,-9.11291828183835
2.392,-1.15245297151628,-9.11333441852288
2.393,-1.15210108361619,-9.11374517631834
2.394,-1.15175064399798,-9.11415054775286
2.395,-1.15140165303593,-9.11455052538603
2.396,-1.15105411110052,-9.11494510180883
2.397,-1.15070801855855,-9.11533426964355
2.398,-1.15036337577309,-9.11571802154362
2.399,-1.15002018310368,-9.11609635019355
2.4,-1.14967844090623,-9.1164692483088
2.401,-1.1493381495332,-9.11683670863569
2.402,-1.14899930933361,-9.11719872395126
2.403,-1.14866192065306,-9.11755528706322
2.404,-1.14832598383387,-9.11790639080978
2.405,-1.14799149921504,-9.11825202805961
2.406,-1.14765846713238,-9.11859219171165
2.407,-1.14732688791854,-9.11892687469508
2.408,-1.14699676190304,-9.11925606996917
2.409,-1.14666808941238,-9.1195797705232
2.41,-1.14634087077003,-9.11989796937632
2.411,-1.14601510629655,-9.12021065957746
2.412,-1.14569079630957,-9.12051783420527
2.413,-1.14536794112396,-9.12081948636789
2.414,-1.14504654105172,-9.121115609203
2.415,-1.1447265964022,-9.12140619587758
2.416,-1.14440810748203,-9.1216912395879
2.417,-1.14409107459526,-9.12197073355934
2.418,-1.14377549804337,-9.12224467104632
2.419,-1.1434613781253,-9.12251304533221
2.42,-1.14314871513758,-9.12277584972917
2.421,-1.1428375093743,-9.1230330775781
2.422,-1.14252776112723,-9.1232847222485
2.423,-1.14221947068582,-9.12353077713839
2.424,-1.1419126383373,-9.12377123567413
2.425,-1.1416072643667,-9.12400609131044
2.426,-1.1413033490569,-9.12423533753017
2.427,-1.14100089268872,-9.12445896784427
2.428,-1.14069989554093,-9.12467697579165
2.429,-1.14040035789033,-9.12488935493911
2.43,-1.14010228001179,-9.12509609888115
2.431,-1.13980566217828,-9.12529720123996
2.432,-1.139510504661,-9.12549265566528
2.433,-1.13921680772932,-9.12568245583427
2.434,-1.13892457165093,-9.12586659545142
2.435,-1.13863379669183,-9.12604506824844
2.436,-1.13834448311642,-9.12621786798416
2.437,-1.13805663118751,-9.12638498844445
2.438,-1.13777024116642,-9.12654642344205
2.439,-1.13748531331298,-9.12670216681649
2.44,-1.13720184788563,-9.12685221243403
2.441,-1.13691984514143,-9.12699655418749
2.442,-1.13663930533616,-9.12713518599618
2.443,-1.13636022872427,-9.12726810180577
2.444,-1.13608261555909,-9.1273952955882
2.445,-1.13580646609272,-9.1275167613416
2.446,-1.13553178057619,-9.1276324930901
2.447,-1.13525855925943,-9.12774248488383
2.448,-1.13498680239139,-9.12784673079871
2.449,-1.13471651022007,-9.12794522493646
2.45,-1.13444768299253,-9.12803796142435
2.451,-1.13418032095498,-9.12812493441524
2.452,-1.13391442435282,-9.12820613808738
2.453,-1.13364999343069,-9.12828156664431
2.454,-1.1333870284325,-9.12835121431481
2.455,-1.13312552960154,-9.12841507535274
2.456,-1.13286549718043,-9.12847314403695
2.457,-1.13260693141126,-9.12852541467117
2.458,-1.13234983253559,-9.12857188158394
2.459,-1.13209420079452,-9.12861253912842
2.46,-1.13184003642872,-9.12864738168237
2.461,-1.1315873396785,-9.12867640364803
2.462,-1.13133611078384,-9.12869959945194
2.463,-1.13108634998446,-9.12871696354494
2.464,-1.13083805751983,-9.12872849040197
2.465,-1.13059123362926,-9.12873417452204
2.466,-1.13034587855192,-9.12873401042807
2.467,-1.13010199252691,-9.12872799266682
2.468,-1.1298595757933,-9.12871611580873
2.469,-1.12961862859015,-9.12869837444789
2.47,-1.12937915115659,-9.12867476320189
2.471,-1.12914114373189,-9.1286452767117
2.472,-1.12890460655543,-9.12860990964161
2.473,-1.12866953986683,-9.12856865667906
2.474,-1.12843594390594,-9.12852151253461
2.475,-1.12820381891292,-9.12846847194176
2.476,-1.12797316512826,-9.12840952965691
2.477,-1.12774398279287,-9.12834468045921
2.478,-1.12751627214809,-9.12827391915045
2.479,-1.12729003343572,-9.12819724055499
2.48,-1.12706526689812,-9.12811463951964
2.481,-1.12684197277824,-9.12802611091353
2.482,-1.12662015131962,-9.12793164962803
2.483,-1.12639980276651,-9.12783125057665
2.484,-1.12618092736386,-9.1277249086949
2.485,-1.12596352535739,-9.12761261894021
2.486,-1.12574759699362,-9.12749437629183
2.487,-1.12553314251995,-9.1273701757507
2.488,-1.12532016218467,-9.12724001233937
2.489,-1.12510865623703,-9.12710388110187
2.49,-1.12489862492727,-9.12696177710361
2.491,-1.12469006850668,-9.12681369543129
2.492,-1.12448298722762,-9.12665963119278
2.493,-1.12427738134359,-9.12649957951702
2.494,-1.1240732511093,-9.12633353555392
2.495,-1.12387059678064,-9.12616149447421
2.496,-1.12366941861481,-9.1259834514694
2.497,-1.12346971687028,-9.12579940175165
2.498,-1.12327149180694,-9.12560934055362
2.499,-1.12307474368603,-9.12541326312846
2.5,-1.12287947277028,-9.12521116474959
2.501,-1.1226856793239,-9.12500304071068
2.502,-1.12249336361266,-9.12478888632549
2.503,-1.12230252590388,-9.12456869692782
2.504,-1.12211316646656,-9.12434246787136
2.505,-1.12192528557134,-9.12411019452959
2.506,-1.1217388834906,-9.12387187229569
2.507,-1.12155396049848,-9.12362749658242
2.508,-1.12137051687095,-9.12337706282201
2.509,-1.12118855288581,-9.12312056646608
2.51,-1.12100806882276,-9.12285800298552
2.511,-1.12082906496347,-9.12258936787036
2.512,-1.12065154159158,-9.1223146566297
2.513,-1.12047549899278,-9.12203386479161
2.514,-1.12030093745482,-9.12174698790296
2.515,-1.12012785726759,-9.1214540215294
2.516,-1.11995625872314,-9.12115496125518
2.517,-1.11978614211573,-9.12084980268311
2.518,-1.11961750774186,-9.1205385414344
2.519,-1.11945035590038,-9.12022117314858
2.52,-1.11928468689243,-9.1198976934834
2.521,-1.11912050102156,-9.1195680981147
2.522,-1.11895779859375,-9.11923238273633
2.523,-1.11879657991746,-9.11889054306003
2.524,-1.11863684530366,-9.11854257481532
2.525,-1.1184785950659,-9.1181884737494
2.526,-1.11832182952031,-9.11782823562708
2.527,-1.1181665489857,-9.1174618562306
2.528,-1.11801275378356,-9.11708933135957
2.529,-1.11786044423812,-9.11671065683088
2.53,-1.11770962067639,-9.11632582847857
2.531,-1.1175602834282,-9.1159348421537
2.532,-1.11741243282627,-9.1155376937243
2.533,-1.1172660692062,-9.11513437907524
2.534,-1.11712119290658,-9.1147248941081
2.535,-1.11697780426899,-9.11430923474109
2.536,-1.11683590363803,-9.11388739690896
2.537,-1.1166954913614,-9.11345937656285
2.538,-1.11655656778995,-9.11302516967021
2.539,-1.11641913327768,-9.11258477221471
2.54,-1.1162831881818,-9.1121381801961
2.541,-1.11614873286279,-9.11168538963015
2.542,-1.11601576768444,-9.11122639654847
2.543,-1.11588429301388,-9.11076119699849
2.544,-1.11575430922162,-9.11028978704331
2.545,-1.1156258166816,-9.10981216276158
2.546,-1.11549881577124,-9.10932832024743
2.547,-1.1153733068715,-9.10883825561033
2.548,-1.11524929036687,-9.10834196497504
2.549,-1.11512676664545,-9.10783944448144
2.55,-1.115005736099,-9.10733069028444
2.551,-1.11488619912294,-9.10681569855392
2.552,-1.11476815611647,-9.10629446547457
2.553,-1.11465160748252,-9.1057669872458
2.554,-1.11453655362786,-9.10523326008167
2.555,-1.11442299496313,-9.10469328021072
2.556,-1.11431093190285,-9.10414704387591
2.557,-1.1142003648655,-9.10359454733453
2.558,-1.11409129427355,-9.10303578685801
2.559,-1.11398372055351,-9.10247075873194
2.56,-1.11387764413595,-9.10189945925585
2.561,-1.11377306545557,-9.10132188474318
2.562,-1.11366998495123,-9.10073803152112
2.563,-1.11356840306596,-9.10014789593054
2.564,-1.11346832024711,-9.0995514743259
2.565,-1.11336973694625,-9.09894876307509
2.566,-1.1132726536193,-9.09833975855937
2.567,-1.11317707072659,-9.09772445717323
2.568,-1.11308298873281,-9.09710285532433
2.569,-1.11299040810717,-9.09647494943337
2.57,-1.11289932932332,-9.09584073593395
2.571,-1.11280975285951,-9.09520021127253
2.572,-1.11272167919855,-9.09455337190827
2.573,-1.11263510882788,-9.09390021431298
2.574,-1.11255004223963,-9.09324073497094
2.575,-1.11246647993063,-9.09257493037886
2.576,-1.11238442240248,-9.09190279704575
2.577,-1.11230387016157,-9.09122433149281
2.578,-1.11222482371914,-9.09053953025334
2.579,-1.11214728359134,-9.08984838987262
2.58,-1.11207125029919,-9.08915090690781
2.581,-1.11199672436877,-9.08844707792784
2.582,-1.11192370633108,-9.08773689951331
2.583,-1.11185219672225,-9.08702036825639
2.584,-1.11178219608348,-9.08629748076071
2.585,-1.11171370496111,-9.08556823364124
2.586,-1.11164672390668,-9.0848326235242
2.587,-1.11158125347697,-9.08409064704698
2.588,-1.11151729423399,-9.08334230085798
2.589,-1.1114548467451,-9.08258758161653
