Freq(Hz),Line S21 Mag,,Thru S21 Mag,,Line S21 Mag Sim,,Thru S21 Mag Sim
1057000000,0.078583106,,0.090488553,,-0.235224837,,-0.150805304
1058000000,0.051875073,,0.044830117,,-0.235279033,,-0.150832938
1059000000,0.06822928,,0.071176685,,-0.235332967,,-0.150860425
1060000000,0.063268431,,0.067095287,,-0.235386641,,-0.150887767
1061000000,0.069239654,,0.066274852,,-0.235440054,,-0.150914965
1062000000,0.073538542,,0.057453427,,-0.235493206,,-0.150942019
1063000000,0.070924282,,0.068633616,,-0.235546099,,-0.150968929
1064000000,0.078029305,,0.075639717,,-0.235598734,,-0.150995697
1065000000,0.074993461,,0.065071329,,-0.235651109,,-0.151022322
1066000000,0.061932389,,0.067811258,,-0.235703227,,-0.151048805
1067000000,0.084457539,,0.06788221,,-0.235755087,,-0.151075147
1068000000,0.081978403,,0.0797721,,-0.23580669,,-0.151101348
1069000000,0.055160854,,0.071131587,,-0.235858037,,-0.151127409
1070000000,0.044954296,,0.066398136,,-0.235909128,,-0.15115333
1071000000,0.044096805,,0.074637264,,-0.235959964,,-0.151179112
1072000000,0.098468646,,0.047543474,,-0.236010545,,-0.151204755
1073000000,0.072730124,,0.073716745,,-0.236060872,,-0.15123026
1074000000,0.070400141,,0.081902184,,-0.236110945,,-0.151255627
1075000000,0.046471134,,0.056333739,,-0.236160765,,-0.151280857
1076000000,0.067578971,,0.066119611,,-0.236210333,,-0.151305951
1077000000,0.073789723,,0.060571983,,-0.236259648,,-0.151330909
1078000000,0.060787003,,0.064471491,,-0.236308712,,-0.15135573
1079000000,0.054300029,,0.04730659,,-0.236357525,,-0.151380417
1080000000,0.068109266,,0.10013388,,-0.236406087,,-0.15140497
1081000000,0.067056045,,0.085078113,,-0.236454399,,-0.151429388
1082000000,0.060225572,,0.057646338,,-0.236502462,,-0.151453673
1083000000,0.075693153,,0.094414681,,-0.236550277,,-0.151477824
1084000000,0.07918366,,0.065630369,,-0.236597842,,-0.151501844
1085000000,0.0785653,,0.066487566,,-0.236645161,,-0.151525731
1086000000,0.031664353,,0.032871563,,-0.236692232,,-0.151549486
1087000000,0.092027716,,0.076529108,,-0.236739056,,-0.151573111
1088000000,0.087025963,,0.10997231,,-0.236785634,,-0.151596605
1089000000,0.087134615,,0.076432981,,-0.236831966,,-0.151619969
1090000000,0.061753452,,0.044949226,,-0.236878054,,-0.151643204
1091000000,0.071325079,,0.062773317,,-0.236923897,,-0.151666309
1092000000,0.06028834,,0.054372922,,-0.236969496,,-0.151689286
1093000000,0.055616125,,0.065522194,,-0.237014852,,-0.151712135
1094000000,0.073900901,,0.040464263,,-0.237059964,,-0.151734856
1095000000,0.070981093,,0.072678618,,-0.237104835,,-0.15175745
1096000000,0.080299512,,0.047044154,,-0.237149464,,-0.151779918
1097000000,0.052570656,,0.047681428,,-0.237193851,,-0.151802259
1098000000,0.067990392,,0.067154601,,-0.237237998,,-0.151824475
1099000000,0.045383207,,0.031379052,,-0.237281905,,-0.151846566
1100000000,0.068971723,,0.052271962,,-0.237325572,,-0.151868532
1101000000,0.05236714,,0.067147881,,-0.237369,,-0.151890373
1102000000,0.065242037,,0.064696237,,-0.23741219,,-0.151912091
1103000000,0.078897901,,0.067790352,,-0.237455142,,-0.151933686
1104000000,0.052382845,,0.076721497,,-0.237497856,,-0.151955158
1105000000,0.084272966,,0.087039061,,-0.237540334,,-0.151976508
1106000000,0.10376978,,0.086245552,,-0.237582575,,-0.151997735
1107000000,0.053971663,,0.065985449,,-0.23762458,,-0.152018842
1108000000,0.066666588,,0.061802085,,-0.237666351,,-0.152039827
1109000000,0.07792259,,0.07918293,,-0.237707887,,-0.152060692
1110000000,0.076791622,,0.094144441,,-0.237749188,,-0.152081437
1111000000,0.068638489,,0.077037781,,-0.237790257,,-0.152102063
1112000000,0.061994478,,0.064884603,,-0.237831092,,-0.152122569
1113000000,0.050213724,,0.083730109,,-0.237871695,,-0.152142957
1114000000,0.070991352,,0.057202403,,-0.237912066,,-0.152163227
1115000000,0.073044732,,0.088071719,,-0.237952206,,-0.152183379
1116000000,0.050417561,,0.044993225,,-0.237992115,,-0.152203414
1117000000,0.06389831,,0.052237961,,-0.238031793,,-0.152223332
1118000000,0.035998676,,0.078933351,,-0.238071243,,-0.152243133
1119000000,0.0316348,,0.047637481,,-0.238110463,,-0.152262819
1120000000,0.074497245,,0.085827954,,-0.238149454,,-0.15228239
1121000000,0.060971472,,0.060154974,,-0.238188218,,-0.152301845
1122000000,0.071161307,,0.082607567,,-0.238226754,,-0.152321186
1123000000,0.042573176,,0.078233279,,-0.238265063,,-0.152340412
1124000000,0.047117319,,0.056218203,,-0.238303146,,-0.152359525
1125000000,0.059436601,,0.062685199,,-0.238341004,,-0.152378525
1126000000,0.036332402,,0.046701964,,-0.238378636,,-0.152397412
1127000000,0.088786773,,0.08912921,,-0.238416043,,-0.152416187
1128000000,0.06172156,,0.052243315,,-0.238453227,,-0.15243485
1129000000,0.061524853,,0.082698323,,-0.238490187,,-0.152453401
1130000000,0.067003518,,0.075734138,,-0.238526924,,-0.152471842
1131000000,0.043713272,,0.024080113,,-0.238563438,,-0.152490171
1132000000,0.041299462,,0.041752357,,-0.238599731,,-0.152508391
1133000000,0.050604969,,0.048626423,,-0.238635802,,-0.152526501
1134000000,0.077502109,,0.073664844,,-0.238671653,,-0.152544501
1135000000,0.069146663,,0.060729854,,-0.238707283,,-0.152562393
1136000000,0.045852363,,0.059030719,,-0.238742694,,-0.152580176
1137000000,0.054356761,,0.057343978,,-0.238777886,,-0.152597851
1138000000,0.048224065,,0.046433792,,-0.238812859,,-0.152615418
1139000000,0.061417531,,0.06825345,,-0.238847615,,-0.152632879
1140000000,0.048700579,,0.061891194,,-0.238882153,,-0.152650232
1141000000,0.065573417,,0.055865604,,-0.238916474,,-0.152667479
1142000000,0.045006271,,0.078835219,,-0.238950579,,-0.152684621
1143000000,0.065984048,,0.066751778,,-0.238984468,,-0.152701656
1144000000,0.057183377,,0.048597593,,-0.239018142,,-0.152718587
1145000000,0.063294657,,0.054866161,,-0.239051602,,-0.152735413
1146000000,0.06014074,,0.059917334,,-0.239084847,,-0.152752134
1147000000,0.051897805,,0.048169576,,-0.23911788,,-0.152768752
1148000000,0.056792732,,0.046151288,,-0.239150699,,-0.152785266
1149000000,0.049097519,,0.054484688,,-0.239183306,,-0.152801678
1150000000,0.049233094,,0.065706111,,-0.239215701,,-0.152817986
1151000000,0.051256835,,0.049583111,,-0.239247884,,-0.152834192
1152000000,0.059152476,,0.053178027,,-0.239279858,,-0.152850297
1153000000,0.074197955,,0.063939862,,-0.239311621,,-0.1528663
1154000000,0.071714424,,0.088199385,,-0.239343174,,-0.152882202
1155000000,0.04976853,,0.034086149,,-0.239374519,,-0.152898003
1156000000,0.012272147,,0.037585203,,-0.239405655,,-0.152913704
1157000000,0.052829109,,0.064810775,,-0.239436583,,-0.152929306
1158000000,0.053487841,,0.042845417,,-0.239467304,,-0.152944808
1159000000,0.052981213,,0.059990432,,-0.239497818,,-0.15296021
1160000000,0.080646932,,0.058741163,,-0.239528126,,-0.152975514
1161000000,0.039028529,,0.059160996,,-0.239558229,,-0.15299072
1162000000,0.055346113,,0.071415864,,-0.239588126,,-0.153005828
1163000000,0.060513068,,0.066830099,,-0.239617819,,-0.153020839
1164000000,0.017495094,,0.042121571,,-0.239647308,,-0.153035752
1165000000,0.040240336,,0.0532175,,-0.239676593,,-0.153050569
1166000000,0.046701014,,0.046608575,,-0.239705676,,-0.153065289
1167000000,0.072452478,,0.083537772,,-0.239734556,,-0.153079913
1168000000,0.05701717,,0.07335116,,-0.239763235,,-0.153094442
1169000000,0.02204399,,0.066966757,,-0.239791713,,-0.153108876
1170000000,0.020347467,,0.051008929,,-0.23981999,,-0.153123214
1171000000,0.062397879,,0.06362211,,-0.239848067,,-0.153137459
1172000000,0.055449601,,0.067711376,,-0.239875944,,-0.153151609
1173000000,0.060033716,,0.069967583,,-0.239903623,,-0.153165666
1174000000,0.022693885,,0.036135212,,-0.239931103,,-0.153179629
1175000000,0.026166717,,0.038729634,,-0.239958386,,-0.1531935
1176000000,0.043835055,,0.054927204,,-0.239985471,,-0.153207277
1177000000,0.043309439,,0.054958943,,-0.24001236,,-0.153220963
1178000000,0.054174799,,0.037944481,,-0.240039053,,-0.153234557
1179000000,0.045832422,,0.048539057,,-0.24006555,,-0.15324806
1180000000,0.044372045,,0.056026351,,-0.240091852,,-0.153261471
1181000000,0.063418813,,0.071222462,,-0.240117959,,-0.153274792
1182000000,0.036800236,,0.042495143,,-0.240143873,,-0.153288022
1183000000,0.02972476,,0.060669176,,-0.240169594,,-0.153301162
1184000000,0.046831809,,0.04510643,,-0.240195121,,-0.153314213
1185000000,0.026258379,,0.047443125,,-0.240220457,,-0.153327175
1186000000,0.050346561,,0.064319678,,-0.240245601,,-0.153340047
1187000000,0.024934165,,0.053671572,,-0.240270554,,-0.153352831
1188000000,0.044445802,,0.055607736,,-0.240295316,,-0.153365527
1189000000,0.059910558,,0.046136163,,-0.240319889,,-0.153378135
1190000000,0.0320867,,0.058265876,,-0.240344272,,-0.153390656
1191000000,0.059002489,,0.086032048,,-0.240368466,,-0.153403089
1192000000,0.016232289,,0.028656388,,-0.240392472,,-0.153415436
1193000000,0.06325455,,0.047239281,,-0.24041629,,-0.153427696
1194000000,0.040563781,,0.054899927,,-0.240439921,,-0.153439871
1195000000,0.035873767,,0.060508516,,-0.240463365,,-0.153451959
1196000000,0.043234549,,0.059175543,,-0.240486624,,-0.153463963
1197000000,0.024943478,,0.03676223,,-0.240509697,,-0.153475881
1198000000,0.065159962,,0.067871049,,-0.240532585,,-0.153487714
1199000000,0.043232553,,0.066424757,,-0.240555288,,-0.153499464
1200000000,0.034653649,,0.057024769,,-0.240577808,,-0.153511129
1201000000,0.025494957,,0.016257135,,-0.240600145,,-0.153522711
1202000000,0.037194353,,0.066804379,,-0.240622299,,-0.153534209
1203000000,0.047370821,,0.069386996,,-0.24064427,,-0.153545624
1204000000,0.049863137,,0.070221215,,-0.24066606,,-0.153556957
1205000000,0.043166105,,0.048738405,,-0.240687669,,-0.153568208
1206000000,0.018550871,,0.056021471,,-0.240709098,,-0.153579376
1207000000,0.042672686,,0.046550442,,-0.240730347,,-0.153590463
1208000000,0.05622869,,0.044650503,,-0.240751416,,-0.153601469
1209000000,0.037723899,,0.056047395,,-0.240772306,,-0.153612394
1210000000,0.027315475,,0.034584317,,-0.240793019,,-0.153623238
1211000000,0.058623537,,0.055912264,,-0.240813553,,-0.153634002
1212000000,0.047479216,,0.069866113,,-0.24083391,,-0.153644686
1213000000,0.024363952,,0.071982458,,-0.240854091,,-0.153655291
1214000000,0.028158493,,0.051534832,,-0.240874096,,-0.153665816
1215000000,0.024905974,,0.040083136,,-0.240893925,,-0.153676262
1216000000,0.024170592,,0.029909521,,-0.240913579,,-0.15368663
1217000000,0.049590483,,0.048939876,,-0.240933059,,-0.153696919
1218000000,0.062384613,,0.086096138,,-0.240952365,,-0.15370713
1219000000,0.053688817,,0.066739976,,-0.240971498,,-0.153717264
1220000000,0.031396028,,0.049112137,,-0.240990458,,-0.15372732
1221000000,0.046589315,,0.057404131,,-0.241009246,,-0.1537373
1222000000,0.048723377,,0.041381314,,-0.241027862,,-0.153747202
1223000000,0.051646963,,0.05718236,,-0.241046307,,-0.153757028
1224000000,0.056668527,,0.047779862,,-0.241064582,,-0.153766779
1225000000,0.036605995,,0.035069119,,-0.241082687,,-0.153776453
1226000000,0.048700839,,0.062490098,,-0.241100622,,-0.153786052
1227000000,0.033602215,,0.0304805,,-0.241118388,,-0.153795576
1228000000,0.054379307,,0.04533416,,-0.241135986,,-0.153805025
1229000000,0.026196113,,0.034697376,,-0.241153416,,-0.1538144
1230000000,0.051317733,,0.072607428,,-0.241170679,,-0.1538237
1231000000,0.046083421,,0.043562185,,-0.241187776,,-0.153832927
1232000000,0.038926113,,0.0644067,,-0.241204706,,-0.15384208
1233000000,0.032297857,,0.010781378,,-0.241221471,,-0.15385116
1234000000,0.012755115,,0.03120207,,-0.24123807,,-0.153860166
1235000000,0.037849959,,0.044986684,,-0.241254505,,-0.153869101
1236000000,0.045886993,,0.055866137,,-0.241270776,,-0.153877962
1237000000,0.047727861,,0.024031894,,-0.241286884,,-0.153886752
1238000000,0.057124365,,0.044516463,,-0.241302829,,-0.15389547
1239000000,0.007978337,,0.025730116,,-0.241318612,,-0.153904117
1240000000,0.038754214,,0.050171517,,-0.241334233,,-0.153912692
1241000000,0.007824424,,0.033527952,,-0.241349692,,-0.153921197
1242000000,0.043595921,,0.050789133,,-0.241364991,,-0.153929631
1243000000,0.02044962,,0.049966142,,-0.24138013,,-0.153937995
1244000000,0.041900892,,0.053496782,,-0.241395109,,-0.153946289
1245000000,0.068836503,,0.064854756,,-0.24140993,,-0.153954514
1246000000,0.058874153,,0.075751565,,-0.241424591,,-0.153962669
1247000000,0.009561713,,0.023052726,,-0.241439095,,-0.153970755
1248000000,0.025633877,,0.045621756,,-0.241453441,,-0.153978772
1249000000,0.057790767,,0.052179359,,-0.241467631,,-0.15398672
1250000000,0.037995692,,0.052429151,,-0.241481664,,-0.153994601
1251000000,0.027828828,,0.039923731,,-0.241495542,,-0.154002414
1252000000,0.041519087,,0.062605083,,-0.241509264,,-0.154010159
1253000000,0.022467582,,0.06439843,,-0.241522831,,-0.154017836
1254000000,0.049845938,,0.061050024,,-0.241536245,,-0.154025447
1255000000,0.03854708,,0.046419021,,-0.241549504,,-0.154032991
1256000000,0.013814338,,0.053983632,,-0.241562611,,-0.154040469
1257000000,0.055548545,,0.060047559,,-0.241575565,,-0.15404788
1258000000,0.025613895,,0.047378879,,-0.241588367,,-0.154055225
1259000000,0.052814089,,0.055615358,,-0.241601018,,-0.154062505
1260000000,0.036240559,,0.069340937,,-0.241613517,,-0.15406972
1261000000,0.016458498,,0.030741224,,-0.241625867,,-0.154076869
1262000000,0.026596513,,0.024623478,,-0.241638066,,-0.154083954
1263000000,0.026976008,,0.03643674,,-0.241650116,,-0.154090974
1264000000,0.037727255,,0.037585549,,-0.241662017,,-0.15409793
1265000000,0.02548955,,0.038918696,,-0.241673771,,-0.154104822
1266000000,0.039628565,,0.067021035,,-0.241685376,,-0.15411165
1267000000,0.026667301,,0.057134956,,-0.241696834,,-0.154118415
1268000000,0.021304356,,0.043121677,,-0.241708146,,-0.154125117
1269000000,0.066181384,,0.052985828,,-0.241719311,,-0.154131756
1270000000,0.028257636,,0.04823406,,-0.241730331,,-0.154138332
1271000000,0.031913575,,0.052458279,,-0.241741206,,-0.154144846
1272000000,0.038622215,,0.040353194,,-0.241751936,,-0.154151298
1273000000,0.028429212,,0.047747809,,-0.241762522,,-0.154157688
1274000000,0.043290507,,0.038562354,,-0.241772965,,-0.154164017
1275000000,0.029137235,,0.046508372,,-0.241783265,,-0.154170284
1276000000,0.011610907,,0.055864692,,-0.241793423,,-0.154176491
1277000000,0.024421444,,0.019291459,,-0.241803438,,-0.154182637
1278000000,0.029048285,,0.060175497,,-0.241813313,,-0.154188722
1279000000,0.025847951,,0.071398474,,-0.241823046,,-0.154194747
1280000000,0.046007361,,0.072230294,,-0.24183264,,-0.154200712
1281000000,0.03548184,,0.063701056,,-0.241842093,,-0.154206618
1282000000,0.059014786,,0.038466852,,-0.241851408,,-0.154212464
1283000000,0.028790968,,0.065608613,,-0.241860583,,-0.154218251
1284000000,0.019198103,,0.06055788,,-0.241869621,,-0.154223979
1285000000,0.006939455,,0.006237311,,-0.24187852,,-0.154229648
1286000000,0.020718435,,0.034880683,,-0.241887283,,-0.15423526
1287000000,0.02145306,,0.022466889,,-0.241895909,,-0.154240813
1288000000,0.043137401,,0.061854411,,-0.241904399,,-0.154246308
1289000000,0.039559063,,0.031619754,,-0.241912754,,-0.154251745
1290000000,0.01569535,,0.026722681,,-0.241920973,,-0.154257125
1291000000,0.025730103,,0.064108878,,-0.241929058,,-0.154262448
1292000000,0.043866701,,0.046133202,,-0.241937009,,-0.154267715
1293000000,0.052401222,,0.044184733,,-0.241944827,,-0.154272924
1294000000,0.062463995,,0.06456428,,-0.241952511,,-0.154278077
1295000000,0.016666956,,0.031756852,,-0.241960064,,-0.154283174
1296000000,0.053781871,,0.070603766,,-0.241967484,,-0.154288216
1297000000,0.040510647,,0.067303501,,-0.241974773,,-0.154293201
1298000000,0.065147355,,0.05544588,,-0.241981931,,-0.154298132
1299000000,0.022025732,,0.05637145,,-0.241988959,,-0.154303007
1300000000,0.011843522,,0.045317337,,-0.241995857,,-0.154307827
1301000000,0.025281945,,0.060995687,,-0.242002625,,-0.154312592
1302000000,0.011169328,,0.032913163,,-0.242009265,,-0.154317304
1303000000,0.034567066,,0.048941251,,-0.242015777,,-0.154321961
1304000000,0.052813329,,0.078537896,,-0.242022161,,-0.154326564
1305000000,-0.001691146,,0.028578946,,-0.242028417,,-0.154331113
1306000000,0.065724008,,0.055658448,,-0.242034547,,-0.154335609
1307000000,0.033163339,,0.057537418,,-0.242040551,,-0.154340052
1308000000,0.016560307,,0.042615321,,-0.242046428,,-0.154344442
1309000000,0.028478568,,0.030673668,,-0.242052181,,-0.154348779
1310000000,0.030276062,,0.037360296,,-0.242057809,,-0.154353064
1311000000,0.02776975,,0.047365446,,-0.242063313,,-0.154357296
1312000000,0.070585236,,0.063625768,,-0.242068693,,-0.154361477
1313000000,0.016281907,,0.029870419,,-0.24207395,,-0.154365605
1314000000,0.036555205,,0.039049547,,-0.242079085,,-0.154369682
1315000000,0.036747728,,0.053790055,,-0.242084097,,-0.154373708
1316000000,-0.004704371,,0.058846124,,-0.242088988,,-0.154377683
1317000000,0.032629117,,0.050828647,,-0.242093758,,-0.154381606
1318000000,0.012155407,,0.03304055,,-0.242098407,,-0.15438548
1319000000,0.055583883,,0.063890159,,-0.242102935,,-0.154389302
1320000000,0.025663951,,0.040800828,,-0.242107345,,-0.154393075
1321000000,0.000734804,,0.031645607,,-0.242111635,,-0.154396797
1322000000,0.046788421,,0.032392487,,-0.242115807,,-0.15440047
1323000000,0.00318705,,0.033415563,,-0.24211986,,-0.154404094
1324000000,0.011296988,,0.061723363,,-0.242123796,,-0.154407668
1325000000,0.000554939,,0.029403102,,-0.242127615,,-0.154411193
1326000000,0.019511573,,0.022430805,,-0.242131317,,-0.154414669
1327000000,0.00963318,,0.040550854,,-0.242134904,,-0.154418096
1328000000,0.027580667,,0.036112372,,-0.242138374,,-0.154421476
1329000000,0.006920553,,0.025398789,,-0.24214173,,-0.154424807
1330000000,0.036379024,,0.032722373,,-0.242144971,,-0.15442809
1331000000,-0.02161091,,0.025109392,,-0.242148098,,-0.154431325
1332000000,-0.000883433,,0.030673308,,-0.242151111,,-0.154434513
1333000000,0.042051695,,0.050751299,,-0.242154012,,-0.154437653
1334000000,0.050791819,,0.04743699,,-0.242156799,,-0.154440747
1335000000,0.02440626,,0.042269059,,-0.242159475,,-0.154443793
1336000000,0.002968462,,0.0516419,,-0.242162039,,-0.154446793
1337000000,0.013070571,,0.016351864,,-0.242164492,,-0.154449747
1338000000,0.003311185,,-0.000840889,,-0.242166835,,-0.154452654
1339000000,-0.002596342,,0.044200592,,-0.242169067,,-0.154455515
1340000000,0.05901796,,0.047364634,,-0.24217119,,-0.15445833
1341000000,0.0270673,,0.046141021,,-0.242173203,,-0.1544611
1342000000,0.032380495,,0.023280377,,-0.242175108,,-0.154463825
1343000000,0.005799684,,0.008890338,,-0.242176905,,-0.154466504
1344000000,0.027912375,,0.046766222,,-0.242178594,,-0.154469138
1345000000,-0.011559702,,0.006946844,,-0.242180176,,-0.154471728
1346000000,-0.004201854,,0.025684401,,-0.242181652,,-0.154474273
1347000000,0.019910075,,0.03842194,,-0.242183021,,-0.154476774
1348000000,0.017636854,,0.034424536,,-0.242184284,,-0.15447923
1349000000,0.002118917,,0.043970622,,-0.242185442,,-0.154481643
1350000000,0.016832499,,0.048594266,,-0.242186496,,-0.154484011
1351000000,0.015934017,,0.030915184,,-0.242187445,,-0.154486337
1352000000,0.031655256,,0.050599799,,-0.242188291,,-0.154488619
1353000000,0.015612298,,0.041731201,,-0.242189033,,-0.154490858
1354000000,-0.008741107,,0.017312093,,-0.242189673,,-0.154493054
1355000000,0.020805152,,0.043947194,,-0.24219021,,-0.154495207
1356000000,0.010641651,,0.043243732,,-0.242190645,,-0.154497318
1357000000,0.032969933,,0.035479527,,-0.242190979,,-0.154499386
1358000000,0.003052644,,0.029420139,,-0.242191213,,-0.154501412
1359000000,-0.007244501,,0.028366454,,-0.242191346,,-0.154503397
1360000000,-0.003018027,,0.041376326,,-0.242191379,,-0.154505339
1361000000,0.02570842,,0.04293564,,-0.242191312,,-0.15450724
1362000000,0.001157504,,0.031839419,,-0.242191147,,-0.1545091
1363000000,0.004864226,,0.051355336,,-0.242190883,,-0.154510919
1364000000,0.001754841,,0.021266261,,-0.242190521,,-0.154512697
1365000000,0.00368222,,0.041402929,,-0.242190062,,-0.154514433
1366000000,0.013253693,,0.054380529,,-0.242189505,,-0.15451613
1367000000,-0.016774382,,0.036268894,,-0.242188852,,-0.154517786
1368000000,0.015267191,,0.046978403,,-0.242188103,,-0.154519402
1369000000,0.011568085,,0.034114312,,-0.242187259,,-0.154520977
1370000000,0.011462063,,0.026497036,,-0.242186319,,-0.154522513
1371000000,0.010889177,,0.026718348,,-0.242185284,,-0.15452401
1372000000,0.02157587,,0.031484485,,-0.242184156,,-0.154525467
1373000000,0.017737694,,0.024712993,,-0.242182933,,-0.154526885
1374000000,0.005115075,,0.002632409,,-0.242181618,,-0.154528263
1375000000,0.01452322,,0.035818547,,-0.242180209,,-0.154529603
1376000000,0.008002625,,0.020583464,,-0.242178709,,-0.154530904
1377000000,-0.000231029,,0.028139848,,-0.242177116,,-0.154532167
1378000000,0.019897051,,0.039444607,,-0.242175432,,-0.154533391
1379000000,0.005254551,,0.022875424,,-0.242173657,,-0.154534577
1380000000,0.033540122,,0.042841747,,-0.242171792,,-0.154535726
1381000000,-0.020694127,,0.025735367,,-0.242169836,,-0.154536836
1382000000,0.013600178,,0.044626541,,-0.242167791,,-0.154537909
1383000000,-0.024500109,,0.006147251,,-0.242165657,,-0.154538945
1384000000,-0.00222306,,0.033720627,,-0.242163435,,-0.154539943
1385000000,0.002621171,,0.049313229,,-0.242161124,,-0.154540904
1386000000,0.019659916,,0.043384358,,-0.242158725,,-0.154541829
1387000000,0.012386702,,0.026091315,,-0.24215624,,-0.154542716
1388000000,0.007433969,,0.030453287,,-0.242153667,,-0.154543568
1389000000,-0.001255836,,0.012541469,,-0.242151008,,-0.154544383
1390000000,-0.003597071,,0.02200068,,-0.242148264,,-0.154545161
1391000000,-0.007970173,,0.017818397,,-0.242145434,,-0.154545904
1392000000,0.018282738,,0.042559441,,-0.242142519,,-0.154546611
1393000000,-0.006725483,,0.018856166,,-0.242139519,,-0.154547282
1394000000,-0.001642894,,-0.001482992,,-0.242136436,,-0.154547918
1395000000,0.009860761,,0.019171126,,-0.242133269,,-0.154548519
1396000000,0.015667466,,0.037855756,,-0.242130019,,-0.154549084
1397000000,0.002173782,,0.014458005,,-0.242126686,,-0.154549615
1398000000,0.018561503,,0.025235781,,-0.242123271,,-0.154550111
1399000000,0.005578165,,0.037085369,,-0.242119774,,-0.154550572
1400000000,0.009130975,,0.031556316,,-0.242116195,,-0.154550999
1401000000,-0.004035445,,0.033004303,,-0.242112536,,-0.154551391
1402000000,-0.00161971,,0.03615902,,-0.242108797,,-0.15455175
1403000000,0.004273695,,0.032239586,,-0.242104977,,-0.154552074
1404000000,0.001285444,,0.028952125,,-0.242101078,,-0.154552365
1405000000,0.024372589,,0.023549257,,-0.2420971,,-0.154552622
1406000000,-0.007174085,,0.013647922,,-0.242093043,,-0.154552846
