"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-41.3235230979555,-0.148970906511681
1.001,-41.3373848765714,-0.14900780005054
1.002,-41.3512362242304,-0.149044513856352
1.003,-41.3650772200542,-0.14908104858228
1.004,-41.3789079431085,-0.149117404879404
1.005,-41.3927284724025,-0.149153583396764
1.006,-41.4065388868892,-0.149189584781339
1.007,-41.4203392654651,-0.149225409678057
1.008,-41.4341296869698,-0.149261058729817
1.009,-41.447910230186,-0.149296532577477
1.01,-41.4616809738392,-0.149331831859868
1.011,-41.475441996598,-0.149366957213794
1.012,-41.4891933770733,-0.149401909274041
1.013,-41.5029351938188,-0.149436688673405
1.014,-41.5166675253301,-0.149471296042631
1.015,-41.5303904500457,-0.149505732010505
1.016,-41.5441040463456,-0.14953999720381
1.017,-41.5578083925523,-0.149574092247331
1.018,-41.5715035669299,-0.149608017763875
1.019,-41.5851896476845,-0.149641774374268
1.02,-41.5988667129637,-0.149675362697369
1.021,-41.6125348408571,-0.149708783350077
1.022,-41.6261941093956,-0.149742036947325
1.023,-41.6398445965516,-0.149775124102083
1.024,-41.6534863802391,-0.149808045425392
1.025,-41.6671195383132,-0.149840801526334
1.026,-41.6807441485706,-0.149873393012057
1.027,-41.694360288749,-0.149905820487787
1.028,-41.7079680365276,-0.149938084556805
1.029,-41.7215674695267,-0.149970185820486
1.03,-41.7351586653076,-0.150002124878298
1.031,-41.748741701373,-0.15003390232777
1.032,-41.7623166551665,-0.15006551876456
1.033,-41.7758836040731,-0.150096974782406
1.034,-41.7894426254187,-0.150128270973156
1.035,-41.8029937964703,-0.150159407926777
1.036,-41.8165371944363,-0.150190386231358
1.037,-41.8300728964659,-0.150221206473099
1.038,-41.8436009796499,-0.150251869236332
1.039,-41.8571215210199,-0.150282375103534
1.04,-41.8706345975489,-0.150312724655318
1.041,-41.8841402861514,-0.150342918470427
1.042,-41.8976386636828,-0.150372957125778
1.043,-41.9111298069402,-0.150402841196426
1.044,-41.9246137926621,-0.150432571255594
1.045,-41.9380906975284,-0.150462147874683
1.046,-41.9515605981607,-0.150491571623242
1.047,-41.9650235711222,-0.150520843069023
1.048,-41.9784796929179,-0.150549962777945
1.049,-41.9919290399945,-0.15057893131412
1.05,-42.0053716887408,-0.150607749239853
1.051,-42.0188077154875,-0.150636417115644
1.052,-42.0322371965075,-0.150664935500213
1.053,-42.045660208016,-0.150693304950469
1.054,-42.0590768261705,-0.150721526021541
1.055,-42.072487127071,-0.150749599266796
1.056,-42.0858911867603,-0.1507775252378
1.057,-42.0992890812237,-0.150805304484354
1.058,-42.1126808863897,-0.150832937554521
1.059,-42.1260666781296,-0.150860424994572
1.06,-42.1394465322582,-0.150887767349038
1.061,-42.1528205245334,-0.150914965160711
1.062,-42.166188730657,-0.150942018970602
1.063,-42.1795512262741,-0.150968929318037
1.064,-42.1929080869741,-0.150995696740565
1.065,-42.2062593882903,-0.151022321774026
1.066,-42.2196052057004,-0.151048804952539
1.067,-42.2329456146264,-0.151075146808488
1.068,-42.2462806904351,-0.151101347872561
1.069,-42.2596105084383,-0.151127408673725
1.07,-42.2729351438927,-0.151153329739257
1.071,-42.2862546720005,-0.15117911159472
1.072,-42.2995691679094,-0.151204754764005
1.073,-42.3128787067128,-0.151230259769286
1.074,-42.3261833634502,-0.151255627131086
1.075,-42.3394832131076,-0.151280857368217
