Freq(Hz),S11 ON,,S11 OFF,,S21 ON,,S21 OFF,,S11 Sim,S21 Sim
3148000000,-10.462967,,-1.1604066,,-1.2237639,,-9.8616943,,-1.377044918,-7.561823261
3149000000,-10.425452,,-1.1349093,,-1.2529463,,-9.8641815,,-1.378325758,-7.556863299
3150000000,-10.43982,,-1.1643176,,-1.2721456,,-9.8741055,,-1.379611397,-7.551893737
3151000000,-10.444445,,-1.1924392,,-1.2506163,,-9.8426685,,-1.380901854,-7.546914561
3152000000,-10.40696,,-1.1849321,,-1.2575232,,-9.8537798,,-1.382197149,-7.541925759
3153000000,-10.427001,,-1.1605769,,-1.2469152,,-9.8663912,,-1.3834973,-7.536927316
3154000000,-10.3647,,-1.1758859,,-1.237412,,-9.8277254,,-1.384802328,-7.531919219
3155000000,-10.375264,,-1.1736039,,-1.2618926,,-9.8338327,,-1.386112252,-7.526901455
3156000000,-10.39384,,-1.1651448,,-1.2868799,,-9.8507996,,-1.387427092,-7.52187401
3157000000,-10.352055,,-1.1585003,,-1.2753818,,-9.8790121,,-1.388746867,-7.516836871
3158000000,-10.315358,,-1.1691108,,-1.2908874,,-9.8447142,,-1.390071599,-7.511790024
3159000000,-10.28482,,-1.1722496,,-1.2762904,,-9.829381,,-1.391401307,-7.506733455
3160000000,-10.346601,,-1.2405009,,-1.286613,,-9.8539324,,-1.392736011,-7.501667151
3161000000,-10.293633,,-1.1629558,,-1.2908161,,-9.8430071,,-1.394075732,-7.496591098
3162000000,-10.27709,,-1.1721802,,-1.267114,,-9.81497,,-1.39542049,-7.491505283
3163000000,-10.319139,,-1.1930102,,-1.2829388,,-9.8281717,,-1.396770306,-7.486409691
3164000000,-10.222788,,-1.1520683,,-1.2509443,,-9.8029251,,-1.398125201,-7.481304308
3165000000,-10.22489,,-1.1615601,,-1.2497087,,-9.791666,,-1.399485196,-7.476189122
3166000000,-10.224713,,-1.1561127,,-1.2701309,,-9.8138638,,-1.400850311,-7.471064117
3167000000,-10.24407,,-1.1643814,,-1.2471833,,-9.7824268,,-1.402220567,-7.46592928
3168000000,-10.210155,,-1.172803,,-1.2873155,,-9.8169622,,-1.403595987,-7.460784597
3169000000,-10.202615,,-1.1642281,,-1.2515589,,-9.8167067,,-1.404976591,-7.455630053
3170000000,-10.165023,,-1.1657963,,-1.2999148,,-9.8141966,,-1.406362401,-7.450465636
3171000000,-10.191166,,-1.1766881,,-1.2968379,,-9.8294039,,-1.407753439,-7.44529133
3172000000,-10.156856,,-1.1699284,,-1.2951624,,-9.8141203,,-1.409149725,-7.440107121
3173000000,-10.162971,,-1.1467537,,-1.2788478,,-9.755641,,-1.410551283,-7.434912996
3174000000,-10.174555,,-1.1707948,,-1.2869376,,-9.8063364,,-1.411958134,-7.42970894
3175000000,-10.11494,,-1.1573609,,-1.2890545,,-9.783268,,-1.4133703,-7.424494938
3176000000,-10.117644,,-1.167731,,-1.2811419,,-9.7662573,,-1.414787804,-7.419270977
3177000000,-10.103228,,-1.1659776,,-1.3231889,,-9.7875395,,-1.416210668,-7.414037041
3178000000,-10.112951,,-1.1771513,,-1.313066,,-9.7962599,,-1.417638914,-7.408793118
3179000000,-10.106131,,-1.172985,,-1.2721381,,-9.7719946,,-1.419072565,-7.403539191
3180000000,-10.045689,,-1.1626199,,-1.307408,,-9.7678699,,-1.420511645,-7.398275247
3181000000,-10.087509,,-1.1811627,,-1.3084416,,-9.7648706,,-1.421956175,-7.393001272
3182000000,-10.017791,,-1.1666989,,-1.3320528,,-9.7794352,,-1.423406179,-7.387717249
3183000000,-10.037893,,-1.1730356,,-1.3337761,,-9.7789326,,-1.42486168,-7.382423166
3184000000,-10.020391,,-1.1570619,,-1.3252797,,-9.7452364,,-1.426322702,-7.377119007
3185000000,-10.028546,,-1.1886922,,-1.3309894,,-9.7485237,,-1.427789268,-7.371804757
3186000000,-10.003465,,-1.1539882,,-1.3301359,,-9.7461634,,-1.429261402,-7.366480403
3187000000,-10.008644,,-1.1642907,,-1.342455,,-9.7789793,,-1.430739127,-7.361145928
3188000000,-9.97756,,-1.1610557,,-1.3221612,,-9.7657185,,-1.432222467,-7.355801319
3189000000,-10.008966,,-1.1496731,,-1.3166192,,-9.7339373,,-1.433711447,-7.35044656
3190000000,-9.9468946,,-1.1554939,,-1.3253481,,-9.7329493,,-1.43520609,-7.345081637
3191000000,-9.9449511,,-1.1589297,,-1.3515742,,-9.7716761,,-1.436706422,-7.339706534
3192000000,-9.9746799,,-1.191136,,-1.3404373,,-9.7473898,,-1.438212465,-7.334321237
3193000000,-9.8937664,,-1.1831105,,-1.310581,,-9.7698841,,-1.439724246,-7.328925731
3194000000,-9.887495,,-1.1577748,,-1.342723,,-9.7503681,,-1.441241789,-7.32352
3195000000,-9.8659267,,-1.1625059,,-1.3107747,,-9.7393131,,-1.442765118,-7.318104029
3196000000,-9.863986,,-1.1761299,,-1.3173555,,-9.7359266,,-1.444294259,-7.312677804
3197000000,-9.8702593,,-1.194187,,-1.3530694,,-9.7340899,,-1.445829238,-7.307241309
3198000000,-9.8486214,,-1.157644,,-1.3249347,,-9.7259369,,-1.447370078,-7.301794529
3199000000,-9.8364563,,-1.1818941,,-1.3264072,,-9.7390718,,-1.448916807,-7.296337449
3200000000,-9.8310976,,-1.1800851,,-1.331594,,-9.7241669,,-1.45046945,-7.290870053
3201000000,-9.8229141,,-1.1658659,,-1.3337164,,-9.699419,,-1.452028032,-7.285392326
3202000000,-9.8247051,,-1.1544988,,-1.3308535,,-9.7138443,,-1.453592579,-7.279904253
3203000000,-9.7958775,,-1.1733178,,-1.3541471,,-9.7264347,,-1.455163118,-7.274405818
3204000000,-9.796175,,-1.167742,,-1.3451591,,-9.701972,,-1.456739676,-7.268897006
3205000000,-9.7770395,,-1.1739174,,-1.3658774,,-9.7164049,,-1.458322277,-7.263377802
3206000000,-9.7638378,,-1.1551377,,-1.3363527,,-9.6813011,,-1.45991095,-7.257848189
3207000000,-9.7108765,,-1.1734947,,-1.3505473,,-9.6934128,,-1.461505721,-7.252308152
3208000000,-9.7361736,,-1.1807438,,-1.3501384,,-9.695426,,-1.463106617,-7.246757677
3209000000,-9.7661753,,-1.1794286,,-1.350842,,-9.6721392,,-1.464713664,-7.241196746
3210000000,-9.7084618,,-1.1621112,,-1.3492535,,-9.6669636,,-1.466326891,-7.235625345
3211000000,-9.6774883,,-1.1399564,,-1.3493544,,-9.6820669,,-1.467946325,-7.230043457
3212000000,-9.6984882,,-1.1612234,,-1.349617,,-9.6559753,,-1.469571993,-7.224451067
3213000000,-9.673749,,-1.2085479,,-1.3695552,,-9.6912708,,-1.471203924,-7.21884816
3214000000,-9.6855078,,-1.1917698,,-1.3699777,,-9.7030239,,-1.472842144,-7.213234718
3215000000,-9.6576033,,-1.160901,,-1.3712264,,-9.648035,,-1.474486683,-7.207610727
3216000000,-9.6304245,,-1.1813846,,-1.3877567,,-9.6730175,,-1.476137568,-7.201976171
3217000000,-9.617178,,-1.1858757,,-1.364782,,-9.6567221,,-1.477794828,-7.196331033
3218000000,-9.6128378,,-1.1847252,,-1.4028322,,-9.728261,,-1.479458492,-7.190675298
3219000000,-9.6313572,,-1.1818053,,-1.386361,,-9.6560764,,-1.481128589,-7.185008949
3220000000,-9.5637779,,-1.1817343,,-1.3807232,,-9.6221571,,-1.482805147,-7.179331971
3221000000,-9.5714483,,-1.1600237,,-1.3796927,,-9.6250505,,-1.484488195,-7.173644347
3222000000,-9.6217966,,-1.1894671,,-1.3867137,,-9.6246071,,-1.486177764,-7.167946061
3223000000,-9.5585918,,-1.1857299,,-1.362164,,-9.6172857,,-1.487873882,-7.162237098
3224000000,-9.5885754,,-1.1966189,,-1.3944943,,-9.6406898,,-1.48957658,-7.15651744
3225000000,-9.5503006,,-1.1629847,,-1.4065859,,-9.6450806,,-1.491285887,-7.150787072
3226000000,-9.5256653,,-1.1813935,,-1.3902389,,-9.6566658,,-1.493001833,-7.145045978
3227000000,-9.5298948,,-1.1589537,,-1.4079021,,-9.6196728,,-1.494724449,-7.13929414
3228000000,-9.5222425,,-1.1931075,,-1.4063258,,-9.655117,,-1.496453765,-7.133531543
3229000000,-9.5141802,,-1.1868403,,-1.3802395,,-9.6110725,,-1.498189812,-7.127758171
3230000000,-9.4935617,,-1.1732122,,-1.4145806,,-9.6354408,,-1.49993262,-7.121974006
3231000000,-9.4528093,,-1.161734,,-1.379705,,-9.6279268,,-1.501682221,-7.116179033
3232000000,-9.405406,,-1.1583062,,-1.4172542,,-9.5976238,,-1.503438646,-7.110373234
3233000000,-9.4641914,,-1.2146751,,-1.4064839,,-9.60184,,-1.505201926,-7.104556594
3234000000,-9.4572191,,-1.1861919,,-1.3977745,,-9.6269417,,-1.506972093,-7.098729096
3235000000,-9.4097137,,-1.1899278,,-1.3795824,,-9.6004515,,-1.508749179,-7.092890723
3236000000,-9.3987083,,-1.189207,,-1.4139541,,-9.6056986,,-1.510533215,-7.087041459
3237000000,-9.4152889,,-1.2162166,,-1.4126186,,-9.604373,,-1.512324235,-7.081181286
3238000000,-9.3877611,,-1.1878972,,-1.4357461,,-9.6237288,,-1.514122269,-7.075310189
3239000000,-9.4098854,,-1.1734676,,-1.4006982,,-9.603467,,-1.515927352,-7.06942815
3240000000,-9.3833437,,-1.191183,,-1.4299968,,-9.6018858,,-1.517739515,-7.063535153
3241000000,-9.3219805,,-1.1996123,,-1.4202855,,-9.5914545,,-1.519558793,-7.057631181
3242000000,-9.3437901,,-1.218292,,-1.4403887,,-9.5821667,,-1.521385217,-7.051716216
3243000000,-9.3603706,,-1.1842077,,-1.4233608,,-9.5908031,,-1.523218822,-7.045790243
3244000000,-9.3563547,,-1.1938739,,-1.4121649,,-9.5814562,,-1.525059641,-7.039853244
3245000000,-9.3193874,,-1.1863657,,-1.4358928,,-9.5844193,,-1.526907708,-7.033905202
3246000000,-9.3696718,,-1.2082951,,-1.4724506,,-9.6101751,,-1.528763057,-7.027946101
3247000000,-9.3008966,,-1.2022017,,-1.4052306,,-9.5419378,,-1.530625723,-7.021975923
3248000000,-9.320159,,-1.1993786,,-1.452117,,-9.5781956,,-1.532495739,-7.01599465
3249000000,-9.2842054,,-1.2069304,,-1.4530219,,-9.5515461,,-1.534373141,-7.010002268
3250000000,-9.2278891,,-1.195827,,-1.4428365,,-9.5461245,,-1.536257964,-7.003998757
3251000000,-9.2398911,,-1.1679329,,-1.4305849,,-9.5360632,,-1.538150242,-6.9979841
3252000000,-9.1961308,,-1.1765854,,-1.4402889,,-9.5514803,,-1.540050012,-6.991958282
3253000000,-9.2359476,,-1.1817145,,-1.4271555,,-9.5530548,,-1.541957308,-6.985921284
3254000000,-9.2244186,,-1.2047465,,-1.4559237,,-9.5357409,,-1.543872167,-6.979873089
3255000000,-9.1984921,,-1.1977988,,-1.4275528,,-9.5327282,,-1.545794625,-6.97381368
3256000000,-9.205368,,-1.2088276,,-1.4500557,,-9.5326204,,-1.547724717,-6.96774304
3257000000,-9.2019739,,-1.2058723,,-1.4456867,,-9.5180216,,-1.549662482,-6.961661151
3258000000,-9.1894779,,-1.1671515,,-1.4555705,,-9.5224514,,-1.551607954,-6.955567996
3259000000,-9.1508131,,-1.2011861,,-1.4498159,,-9.5214272,,-1.553561172,-6.949463558
3260000000,-9.1225958,,-1.2004079,,-1.4458926,,-9.5428467,,-1.555522172,-6.943347819
3261000000,-9.1831884,,-1.2387125,,-1.4631047,,-9.5116806,,-1.557490992,-6.937220761
3262000000,-9.1366987,,-1.1735257,,-1.470529,,-9.5192957,,-1.55946767,-6.931082367
3263000000,-9.1069279,,-1.1869011,,-1.4614185,,-9.4748592,,-1.561452244,-6.92493262
3264000000,-9.1165371,,-1.1995325,,-1.4741503,,-9.5009947,,-1.563444751,-6.918771503
3265000000,-9.095789,,-1.1717033,,-1.4916528,,-9.5329647,,-1.565445231,-6.912598996
3266000000,-9.0978956,,-1.1927464,,-1.4606702,,-9.4902678,,-1.567453722,-6.906415084
3267000000,-9.0554104,,-1.1993088,,-1.4860725,,-9.4973888,,-1.569470262,-6.900219748
3268000000,-9.0624676,,-1.21422,,-1.4700736,,-9.4730749,,-1.571494892,-6.89401297
3269000000,-9.0194597,,-1.1887604,,-1.4578865,,-9.4527168,,-1.57352765,-6.887794733
3270000000,-9.0385981,,-1.2238742,,-1.4824183,,-9.4938288,,-1.575568577,-6.88156502
3271000000,-9.0205536,,-1.1973091,,-1.4592643,,-9.4543619,,-1.577617712,-6.875323812
3272000000,-9.0324507,,-1.2106245,,-1.4909078,,-9.4864674,,-1.579675095,-6.869071091
3273000000,-8.986269,,-1.1903484,,-1.494769,,-9.5086517,,-1.581740768,-6.86280684
3274000000,-8.9716997,,-1.184185,,-1.5003949,,-9.4546108,,-1.58381477,-6.856531042
3275000000,-8.9822569,,-1.2160358,,-1.5061271,,-9.4843941,,-1.585897142,-6.850243677
3276000000,-8.9789524,,-1.2344419,,-1.5149628,,-9.5121899,,-1.587987927,-6.843944729
3277000000,-8.9381485,,-1.221442,,-1.4807054,,-9.4091511,,-1.590087165,-6.83763418
3278000000,-8.9331779,,-1.2210718,,-1.5048829,,-9.4653168,,-1.592194898,-6.83131201
3279000000,-8.9825583,,-1.2400506,,-1.4454389,,-9.4831848,,-1.594311169,-6.824978204
3280000000,-8.9401474,,-1.2366236,,-1.5200257,,-9.4887037,,-1.596436019,-6.818632741
3281000000,-8.9435902,,-1.2085817,,-1.517563,,-9.4686861,,-1.598569492,-6.812275605
3282000000,-8.9135799,,-1.2026455,,-1.5082012,,-9.4336071,,-1.600711629,-6.805906778
3283000000,-8.9043055,,-1.2273346,,-1.5215253,,-9.4676743,,-1.602862476,-6.799526241
3284000000,-8.868104,,-1.223823,,-1.5114723,,-9.4591579,,-1.605022074,-6.793133977
3285000000,-8.9172735,,-1.2532849,,-1.5331646,,-9.4588957,,-1.607190468,-6.786729967
3286000000,-8.8818092,,-1.2339796,,-1.5293542,,-9.4456148,,-1.609367702,-6.780314192
3287000000,-8.8478432,,-1.2062603,,-1.5332384,,-9.4506884,,-1.611553819,-6.773886636
3288000000,-8.8345394,,-1.2252258,,-1.5144508,,-9.4204779,,-1.613748866,-6.76744728
3289000000,-8.8311405,,-1.2283365,,-1.5449597,,-9.4566793,,-1.615952886,-6.760996105
3290000000,-8.849143,,-1.251081,,-1.5237322,,-9.4252348,,-1.618165924,-6.754533094
3291000000,-8.8402977,,-1.2489936,,-1.5467194,,-9.4279623,,-1.620388027,-6.748058228
3292000000,-8.7740974,,-1.2144369,,-1.5277904,,-9.4340611,,-1.622619241,-6.741571489
3293000000,-8.8037376,,-1.2498193,,-1.5186757,,-9.4138994,,-1.62485961,-6.735072859
3294000000,-8.7910223,,-1.2350742,,-1.5491664,,-9.4061127,,-1.627109183,-6.728562319
3295000000,-8.8038788,,-1.25368,,-1.5465372,,-9.4502239,,-1.629368004,-6.722039851
3296000000,-8.7381516,,-1.224281,,-1.520259,,-9.4192171,,-1.631636122,-6.715505437
3297000000,-8.7351112,,-1.227417,,-1.5226588,,-9.4115429,,-1.633913584,-6.708959058
3298000000,-8.7547979,,-1.2494525,,-1.5671729,,-9.4167566,,-1.636200438,-6.702400696
3299000000,-8.7272072,,-1.2171794,,-1.5294615,,-9.3992662,,-1.638496731,-6.695830333
3300000000,-8.7580547,,-1.2389443,,-1.5574613,,-9.408,,-1.640802512,-6.689247951
3301000000,-8.6836452,,-1.1966963,,-1.542382,,-9.3804054,,-1.643117829,-6.68265353
3302000000,-8.7184973,,-1.266021,,-1.5724553,,-9.3961678,,-1.645442732,-6.676047052
3303000000,-8.7117844,,-1.2549838,,-1.5632381,,-9.407238,,-1.647777269,-6.6694285
3304000000,-8.7048378,,-1.2463962,,-1.5754573,,-9.3821869,,-1.65012149,-6.662797854
3305000000,-8.6979103,,-1.2742274,,-1.5677665,,-9.4191942,,-1.652475446,-6.656155096
3306000000,-8.6669636,,-1.264021,,-1.5799202,,-9.3908081,,-1.654839187,-6.649500208
3307000000,-8.651866,,-1.2389169,,-1.5642794,,-9.3568754,,-1.657212762,-6.642833171
3308000000,-8.6471519,,-1.2735252,,-1.6059045,,-9.4078436,,-1.659596224,-6.636153967
3309000000,-8.6444635,,-1.2509838,,-1.5628043,,-9.3887053,,-1.661989623,-6.629462576
3310000000,-8.6224174,,-1.2455915,,-1.5674318,,-9.3777628,,-1.664393011,-6.622758981
3311000000,-8.6280203,,-1.2590195,,-1.5702803,,-9.3630486,,-1.66680644,-6.616043163
3312000000,-8.6048317,,-1.2479274,,-1.569549,,-9.3667498,,-1.669229963,-6.609315104
3313000000,-8.5968752,,-1.2346244,,-1.6078277,,-9.3735952,,-1.671663631,-6.602574784
3314000000,-8.5824461,,-1.2230641,,-1.561228,,-9.3732624,,-1.674107499,-6.595822185
3315000000,-8.5640078,,-1.2342399,,-1.5781167,,-9.3432913,,-1.67656162,-6.58905729
3316000000,-8.5383873,,-1.2452447,,-1.5757056,,-9.3473568,,-1.679026046,-6.582280078
3317000000,-8.5336618,,-1.2484537,,-1.5891953,,-9.3375053,,-1.681500834,-6.575490531
3318000000,-8.5325546,,-1.2664366,,-1.6024594,,-9.3297539,,-1.683986036,-6.568688632
3319000000,-8.5360327,,-1.2730739,,-1.6058805,,-9.3484907,,-1.686481708,-6.561874361
3320000000,-8.5536356,,-1.2875141,,-1.6072968,,-9.3488188,,-1.688987906,-6.555047699
3321000000,-8.4721785,,-1.2497722,,-1.5756308,,-9.3328733,,-1.691504684,-6.548208628
3322000000,-8.5252781,,-1.2805537,,-1.6038934,,-9.3536091,,-1.6940321,-6.54135713
3323000000,-8.4952459,,-1.2920907,,-1.6207892,,-9.367444,,-1.696570208,-6.534493185
3324000000,-8.4607935,,-1.2714686,,-1.6135685,,-9.3668184,,-1.699119067,-6.527616775
3325000000,-8.4480438,,-1.2339357,,-1.5870596,,-9.3214617,,-1.701678732,-6.520727882
3326000000,-8.4388456,,-1.2479794,,-1.6338168,,-9.3300104,,-1.704249263,-6.513826486
3327000000,-8.454402,,-1.2785064,,-1.6505609,,-9.330759,,-1.706830716,-6.50691257
3328000000,-8.4429026,,-1.2656314,,-1.6266958,,-9.3537512,,-1.709423151,-6.499986114
3329000000,-8.4151697,,-1.2865514,,-1.6374693,,-9.3365707,,-1.712026625,-6.493047099
3330000000,-8.3777237,,-1.2384118,,-1.6303602,,-9.315773,,-1.714641199,-6.486095508
3331000000,-8.4054575,,-1.2319641,,-1.6207757,,-9.2856512,,-1.717266931,-6.479131321
3332000000,-8.4268684,,-1.2749538,,-1.6371958,,-9.3262672,,-1.719903882,-6.47215452
3333000000,-8.3352671,,-1.235086,,-1.6292251,,-9.2940741,,-1.722552112,-6.465165086
3334000000,-8.3972187,,-1.2967501,,-1.6353542,,-9.3101988,,-1.725211681,-6.458163
3335000000,-8.3762598,,-1.2718766,,-1.6473445,,-9.3029375,,-1.727882652,-6.451148244
3336000000,-8.3690367,,-1.2633687,,-1.6301359,,-9.3139467,,-1.730565086,-6.4441208
3337000000,-8.3312969,,-1.2647376,,-1.6025265,,-9.2881918,,-1.733259045,-6.437080648
3338000000,-8.345953,,-1.2518975,,-1.6633323,,-9.3001137,,-1.735964591,-6.43002777
3339000000,-8.2991838,,-1.2678109,,-1.6396668,,-9.2635536,,-1.738681788,-6.422962147
3340000000,-8.2963409,,-1.2301239,,-1.6710826,,-9.2854261,,-1.741410698,-6.41588376
3341000000,-8.3317413,,-1.2702184,,-1.6277784,,-9.2792673,,-1.744151386,-6.408792592
3342000000,-8.3302975,,-1.2747931,,-1.6432618,,-9.2773256,,-1.746903916,-6.401688623
3343000000,-8.3279381,,-1.2915441,,-1.6725215,,-9.2689857,,-1.749668353,-6.394571835
3344000000,-8.25737,,-1.2524019,,-1.6565087,,-9.2649832,,-1.752444762,-6.387442209
3345000000,-8.3014822,,-1.3011017,,-1.684369,,-9.2561808,,-1.755233209,-6.380299727
3346000000,-8.2461538,,-1.257621,,-1.6640985,,-9.2395468,,-1.758033759,-6.37314437
3347000000,-8.2618313,,-1.2898754,,-1.6708113,,-9.2845736,,-1.760846479,-6.365976119
3348000000,-8.2730331,,-1.311311,,-1.7065865,,-9.2514172,,-1.763671437,-6.358794957
3349000000,-8.2145395,,-1.284127,,-1.6666611,,-9.2535524,,-1.7665087,-6.351600864
3350000000,-8.2422037,,-1.3006502,,-1.678929,,-9.252552,,-1.769358336,-6.344393821
3351000000,-8.2112284,,-1.2721939,,-1.6552809,,-9.2454863,,-1.772220413,-6.337173812
3352000000,-8.1828251,,-1.2813728,,-1.6869652,,-9.2587776,,-1.775095001,-6.329940816
3353000000,-8.1881638,,-1.2840611,,-1.6554078,,-9.244873,,-1.777982169,-6.322694816
3354000000,-8.1755285,,-1.2920177,,-1.6841341,,-9.2431021,,-1.780881986,-6.315435793
3355000000,-8.1743784,,-1.274557,,-1.6889173,,-9.222312,,-1.783794524,-6.308163728
3356000000,-8.1834059,,-1.3216559,,-1.7161863,,-9.2442827,,-1.786719852,-6.300878604
3357000000,-8.1335831,,-1.2859774,,-1.6708554,,-9.2149343,,-1.789658044,-6.293580402
3358000000,-8.1373215,,-1.2912512,,-1.7292386,,-9.2416534,,-1.79260917,-6.286269103
3359000000,-8.1373739,,-1.3008825,,-1.7201604,,-9.2755432,,-1.795573303,-6.278944689
3360000000,-8.1050825,,-1.2734293,,-1.6778306,,-9.2057095,,-1.798550516,-6.271607143
3361000000,-8.1263895,,-1.3018481,,-1.7195823,,-9.2241087,,-1.801540883,-6.264256444
3362000000,-8.0862589,,-1.2975632,,-1.6894644,,-9.2264585,,-1.804544478,-6.256892577
3363000000,-8.0786142,,-1.2847245,,-1.6927629,,-9.1907129,,-1.807561375,-6.249515521
3364000000,-8.0572853,,-1.3018744,,-1.728233,,-9.2169485,,-1.810591649,-6.242125259
3365000000,-8.0869417,,-1.340595,,-1.7281804,,-9.2152433,,-1.813635376,-6.234721773
3366000000,-8.0642529,,-1.302518,,-1.7087669,,-9.2024908,,-1.816692632,-6.227305045
3367000000,-8.0589485,,-1.3236763,,-1.722726,,-9.2121353,,-1.819763495,-6.219875056
3368000000,-8.0513067,,-1.338395,,-1.7222902,,-9.2189178,,-1.82284804,-6.212431789
3369000000,-8.0190659,,-1.2967029,,-1.7176955,,-9.1759272,,-1.825946347,-6.204975224
3370000000,-8.0588474,,-1.3101817,,-1.7276111,,-9.1569147,,-1.829058493,-6.197505346
3371000000,-8.0188646,,-1.3322107,,-1.730343,,-9.154211,,-1.832184557,-6.190022134
3372000000,-8.0017109,,-1.3025863,,-1.743266,,-9.1624022,,-1.83532462,-6.182525572
3373000000,-8.0124369,,-1.3040442,,-1.7667311,,-9.1855354,,-1.838478761,-6.175015642
3374000000,-7.9968843,,-1.3275367,,-1.7570784,,-9.1652784,,-1.84164706,-6.167492325
3375000000,-7.9991779,,-1.3258436,,-1.7374972,,-9.1420288,,-1.8448296,-6.159955604
3376000000,-7.9511733,,-1.3204842,,-1.7674986,,-9.1823997,,-1.848026462,-6.152405462
3377000000,-7.9886928,,-1.3193281,,-1.7719282,,-9.1806536,,-1.851237729,-6.144841879
3378000000,-7.9734015,,-1.345283,,-1.7754477,,-9.1720142,,-1.854463483,-6.13726484
3379000000,-7.9759431,,-1.3509743,,-1.7568531,,-9.1545525,,-1.857703808,-6.129674325
3380000000,-7.9460974,,-1.3189796,,-1.7416408,,-9.1583767,,-1.860958789,-6.122070318
3381000000,-7.9226041,,-1.3140942,,-1.7615087,,-9.1351595,,-1.864228511,-6.1144528
3382000000,-7.9009209,,-1.3045721,,-1.7670653,,-9.1362333,,-1.867513059,-6.106821755
3383000000,-7.924777,,-1.3489716,,-1.798774,,-9.1261282,,-1.870812519,-6.099177165
3384000000,-7.920342,,-1.3134133,,-1.7658539,,-9.1261005,,-1.874126978,-6.091519013
3385000000,-7.8813915,,-1.3411853,,-1.7862881,,-9.1323795,,-1.877456524,-6.08384728
3386000000,-7.8876271,,-1.3507439,,-1.7785,,-9.1120329,,-1.880801245,-6.076161951
3387000000,-7.8625422,,-1.3194972,,-1.7709972,,-9.0998306,,-1.884161229,-6.068463007
3388000000,-7.8659472,,-1.3370045,,-1.8197367,,-9.1508198,,-1.887536566,-6.060750431
3389000000,-7.8353672,,-1.3136829,,-1.767648,,-9.1039114,,-1.890927345,-6.053024207
3390000000,-7.8518353,,-1.33944,,-1.8084177,,-9.1059227,,-1.894333659,-6.045284317
3391000000,-7.8539114,,-1.3615172,,-1.7950317,,-9.1296949,,-1.897755597,-6.037530745
3392000000,-7.8336372,,-1.3206011,,-1.8104099,,-9.1018677,,-1.901193252,-6.029763473
3393000000,-7.8156867,,-1.3367158,,-1.807134,,-9.0992775,,-1.904646718,-6.021982484
3394000000,-7.8383551,,-1.3778763,,-1.7800477,,-9.1015291,,-1.908116086,-6.014187762
3395000000,-7.7974648,,-1.3505447,,-1.8041196,,-9.1219711,,-1.911601452,-6.00637929
3396000000,-7.7971287,,-1.3395621,,-1.8005853,,-9.0748911,,-1.915102911,-5.998557051
3397000000,-7.7780747,,-1.3329802,,-1.8082331,,-9.0914049,,-1.918620557,-5.990721029
3398000000,-7.8033304,,-1.3820235,,-1.807906,,-9.0958271,,-1.922154487,-5.982871207
3399000000,-7.7605495,,-1.3554174,,-1.7937274,,-9.0844793,,-1.925704799,-5.975007569
3400000000,-7.757865,,-1.3463382,,-1.8221413,,-9.0945473,,-1.929271589,-5.967130098
3401000000,-7.731349,,-1.3527095,,-1.8105481,,-9.0448465,,-1.932854957,-5.959238777
3402000000,-7.742589,,-1.3725635,,-1.8395975,,-9.1087999,,-1.936455001,-5.951333592
3403000000,-7.7341957,,-1.3649945,,-1.8327258,,-9.075573,,-1.940071821,-5.943414525
3404000000,-7.7225437,,-1.3683535,,-1.8118432,,-9.0585556,,-1.943705519,-5.935481561
3405000000,-7.710464,,-1.3406867,,-1.8233243,,-9.0578136,,-1.947356196,-5.927534684
3406000000,-7.7039084,,-1.3581835,,-1.8467323,,-9.0692873,,-1.951023953,-5.919573877
3407000000,-7.7005067,,-1.3735985,,-1.823096,,-9.03368,,-1.954708894,-5.911599125
3408000000,-7.682261,,-1.3467776,,-1.8243787,,-9.0223951,,-1.958411122,-5.903610412
3409000000,-7.664072,,-1.3477652,,-1.8506559,,-9.0563498,,-1.962130743,-5.895607722
3410000000,-7.6563077,,-1.3688604,,-1.8498024,,-9.0324707,,-1.965867861,-5.887591041
3411000000,-7.6482682,,-1.3901819,,-1.8524534,,-9.032259,,-1.969622583,-5.879560352
3412000000,-7.6116672,,-1.3617083,,-1.8411613,,-9.0062561,,-1.973395015,-5.87151564
3413000000,-7.662715,,-1.3872874,,-1.8499799,,-8.9954138,,-1.977185266,-5.86345689
3414000000,-7.6184187,,-1.3555689,,-1.8601303,,-9.0412178,,-1.980993444,-5.855384087
3415000000,-7.6207123,,-1.3679717,,-1.8612424,,-9.027874,,-1.984819658,-5.847297215
3416000000,-7.6058192,,-1.3830247,,-1.8818413,,-9.0347786,,-1.988664019,-5.83919626
3417000000,-7.6228876,,-1.4016218,,-1.8554034,,-9.0126991,,-1.992526637,-5.831081208
3418000000,-7.5857749,,-1.3455833,,-1.8680743,,-9.0120325,,-1.996407625,-5.822952042
3419000000,-7.5773835,,-1.3704299,,-1.8602084,,-8.9856234,,-2.000307096,-5.814808749
3420000000,-7.6102495,,-1.3916581,,-1.873004,,-9.0256186,,-2.004225163,-5.806651314
3421000000,-7.556118,,-1.3709943,,-1.8470044,,-8.9804974,,-2.008161941,-5.798479722
3422000000,-7.6015687,,-1.4002357,,-1.9055723,,-9.0041885,,-2.012117545,-5.79029396
3423000000,-7.5377836,,-1.3767124,,-1.8679056,,-8.9424067,,-2.016092091,-5.782094013
