Freq(Hz),S11 ON,,S11 OFF,,S21 ON,,S21 OFF,,S11 Sim,S21 Sim
1854000000,-18.435816,,-1.2066051,,-0.50188059,,-11.502912,,-1.498903243,-8.462638136
1855000000,-18.489304,,-1.1821638,,-0.4945423,,-11.506107,,-1.498216483,-8.463591442
1856000000,-18.537142,,-1.1732979,,-0.52730483,,-11.498368,,-1.497528088,-8.464551776
1857000000,-18.533211,,-1.2086616,,-0.51230443,,-11.456644,,-1.496838074,-8.465519085
1858000000,-18.57839,,-1.1743736,,-0.53724802,,-11.494511,,-1.496146459,-8.466493317
1859000000,-18.552399,,-1.1689266,,-0.49603996,,-11.467552,,-1.495453259,-8.46747442
1860000000,-18.571768,,-1.1922392,,-0.52343494,,-11.500376,,-1.494758489,-8.468462342
1861000000,-18.609789,,-1.1881307,,-0.55379182,,-11.497948,,-1.494062168,-8.469457032
1862000000,-18.617239,,-1.1899534,,-0.51997781,,-11.480546,,-1.493364311,-8.470458438
1863000000,-18.661415,,-1.2125411,,-0.53040987,,-11.478163,,-1.492664935,-8.471466509
1864000000,-18.628742,,-1.2164086,,-0.53004664,,-11.487148,,-1.491964055,-8.472481194
1865000000,-18.643763,,-1.2041408,,-0.49526513,,-11.475203,,-1.491261688,-8.473502442
1866000000,-18.669165,,-1.1910415,,-0.52892947,,-11.507853,,-1.490557851,-8.474530202
1867000000,-18.743484,,-1.2019291,,-0.50934452,,-11.499326,,-1.48985256,-8.475564424
1868000000,-18.753157,,-1.2181691,,-0.5288254,,-11.490938,,-1.489145829,-8.476605058
1869000000,-18.745026,,-1.1867299,,-0.49444395,,-11.463975,,-1.488437677,-8.477652055
1870000000,-18.753986,,-1.1632022,,-0.50935113,,-11.489791,,-1.487728117,-8.478705363
1871000000,-18.791576,,-1.227475,,-0.54123318,,-11.513818,,-1.487017168,-8.479764933
1872000000,-18.834164,,-1.2177629,,-0.52665955,,-11.508058,,-1.486304843,-8.480830717
1873000000,-18.804455,,-1.1923125,,-0.52916521,,-11.519771,,-1.485591159,-8.481902665
1874000000,-18.766922,,-1.2391369,,-0.50932306,,-11.486374,,-1.484876132,-8.482980728
1875000000,-18.804888,,-1.202751,,-0.51166409,,-11.48588,,-1.484159777,-8.484064857
1876000000,-18.860037,,-1.2136562,,-0.49556118,,-11.486331,,-1.48344211,-8.485155004
1877000000,-18.909843,,-1.2037483,,-0.52081358,,-11.517677,,-1.482723147,-8.486251121
1878000000,-18.905672,,-1.2207391,,-0.54444402,,-11.501217,,-1.482002902,-8.487353158
1879000000,-18.918402,,-1.2045845,,-0.49897346,,-11.479565,,-1.481281392,-8.488461069
1880000000,-18.935215,,-1.2044629,,-0.51543564,,-11.492321,,-1.480558631,-8.489574805
1881000000,-18.978477,,-1.2153186,,-0.4938035,,-11.482273,,-1.479834635,-8.490694319
1882000000,-18.96784,,-1.2077519,,-0.48366463,,-11.488005,,-1.47910942,-8.491819563
1883000000,-19.004307,,-1.217663,,-0.52479988,,-11.489452,,-1.478383,-8.492950491
1884000000,-19.015429,,-1.2246488,,-0.51078618,,-11.507071,,-1.47765539,-8.494087055
1885000000,-19.043257,,-1.2037637,,-0.53656274,,-11.503007,,-1.476926606,-8.495229208
1886000000,-19.022938,,-1.2160234,,-0.52019095,,-11.523973,,-1.476196662,-8.496376904
1887000000,-19.055136,,-1.2419583,,-0.53227001,,-11.515881,,-1.475465574,-8.497530096
1888000000,-19.043694,,-1.2358484,,-0.49964616,,-11.485239,,-1.474733357,-8.498688738
1889000000,-19.099154,,-1.2193903,,-0.5051865,,-11.513436,,-1.474000024,-8.499852784
1890000000,-19.049007,,-1.2110382,,-0.49596408,,-11.507136,,-1.473265591,-8.501022188
1891000000,-19.100523,,-1.2305495,,-0.52692777,,-11.497302,,-1.472530074,-8.502196905
1892000000,-19.177397,,-1.2053968,,-0.52230918,,-11.468188,,-1.471793485,-8.503376888
1893000000,-19.119652,,-1.2230651,,-0.50736284,,-11.48623,,-1.47105584,-8.504562093
1894000000,-19.150356,,-1.223202,,-0.50687748,,-11.517099,,-1.470317154,-8.505752474
1895000000,-19.159729,,-1.2479298,,-0.52607536,,-11.515819,,-1.46957744,-8.506947986
1896000000,-19.193012,,-1.245542,,-0.51661104,,-11.505056,,-1.468836714,-8.508148585
1897000000,-19.218718,,-1.2344395,,-0.53414279,,-11.52274,,-1.46809499,-8.509354225
1898000000,-19.202877,,-1.2408149,,-0.52824295,,-11.468703,,-1.467352281,-8.510564863
1899000000,-19.216766,,-1.2522846,,-0.53545958,,-11.488743,,-1.466608603,-8.511780454
1900000000,-19.204418,,-1.2253422,,-0.50270694,,-11.508423,,-1.465863969,-8.513000953
1901000000,-19.230022,,-1.234581,,-0.5219965,,-11.51942,,-1.465118393,-8.514226318
1902000000,-19.211922,,-1.2540958,,-0.5169884,,-11.483416,,-1.464371891,-8.515456504
1903000000,-19.29455,,-1.2095112,,-0.4890272,,-11.465851,,-1.463624474,-8.516691467
1904000000,-19.329498,,-1.2684735,,-0.52005869,,-11.49994,,-1.462876158,-8.517931165
1905000000,-19.332638,,-1.2470015,,-0.53352994,,-11.502062,,-1.462126957,-8.519175554
1906000000,-19.345892,,-1.2686535,,-0.51176834,,-11.510899,,-1.461376883,-8.52042459
1907000000,-19.361677,,-1.2428024,,-0.56832021,,-11.501949,,-1.460625952,-8.521678232
1908000000,-19.357798,,-1.2590587,,-0.54145724,,-11.509338,,-1.459874176,-8.522936435
1909000000,-19.354942,,-1.2713951,,-0.51011145,,-11.471648,,-1.45912157,-8.524199159
1910000000,-19.416777,,-1.2113289,,-0.52644277,,-11.533635,,-1.458368147,-8.525466359
1911000000,-19.437117,,-1.2321111,,-0.49349904,,-11.478392,,-1.45761392,-8.526737994
1912000000,-19.453934,,-1.2291466,,-0.49402297,,-11.496213,,-1.456858903,-8.528014022
1913000000,-19.412971,,-1.2428426,,-0.50221044,,-11.448235,,-1.456103109,-8.529294401
1914000000,-19.484175,,-1.2130229,,-0.50545251,,-11.500974,,-1.455346552,-8.530579089
1915000000,-19.520571,,-1.2173228,,-0.53113246,,-11.511944,,-1.454589246,-8.531868045
1916000000,-19.50963,,-1.2344174,,-0.50891417,,-11.510587,,-1.453831202,-8.533161226
1917000000,-19.45632,,-1.2208619,,-0.52937961,,-11.497597,,-1.453072435,-8.534458593
1918000000,-19.54756,,-1.2387222,,-0.52937245,,-11.511559,,-1.452312958,-8.535760102
1919000000,-19.463507,,-1.201263,,-0.51584107,,-11.505929,,-1.451552784,-8.537065715
1920000000,-19.571028,,-1.2550061,,-0.54091424,,-11.514756,,-1.450791925,-8.538375389
1921000000,-19.547523,,-1.2510344,,-0.53304559,,-11.507576,,-1.450030395,-8.539689085
1922000000,-19.625965,,-1.2576133,,-0.54472429,,-11.497476,,-1.449268207,-8.541006761
1923000000,-19.605194,,-1.2552959,,-0.52983803,,-11.510776,,-1.448505373,-8.542328377
1924000000,-19.631954,,-1.2773761,,-0.48902655,,-11.464962,,-1.447741907,-8.543653894
1925000000,-19.583679,,-1.2364656,,-0.51427603,,-11.502737,,-1.44697782,-8.54498327
1926000000,-19.636452,,-1.2851363,,-0.50950623,,-11.493208,,-1.446213127,-8.546316467
1927000000,-19.66783,,-1.2624605,,-0.49730122,,-11.482665,,-1.445447838,-8.547653444
1928000000,-19.694296,,-1.2770753,,-0.50613111,,-11.480034,,-1.444681968,-8.548994162
1929000000,-19.763172,,-1.2565589,,-0.54669279,,-11.530354,,-1.443915528,-8.550338581
1930000000,-19.678808,,-1.2845397,,-0.51458573,,-11.511942,,-1.443148531,-8.551686662
1931000000,-19.7812,,-1.2432644,,-0.52724773,,-11.474319,,-1.442380989,-8.553038366
1932000000,-19.708324,,-1.2487986,,-0.5348475,,-11.510985,,-1.441612916,-8.554393654
1933000000,-19.765583,,-1.25582,,-0.51932776,,-11.482815,,-1.440844322,-8.555752487
1934000000,-19.751459,,-1.2667754,,-0.5346123,,-11.532578,,-1.44007522,-8.557114826
1935000000,-19.763697,,-1.260693,,-0.52817833,,-11.483489,,-1.439305623,-8.558480633
1936000000,-19.794235,,-1.2686268,,-0.51969844,,-11.507282,,-1.438535542,-8.55984987
1937000000,-19.788866,,-1.2346245,,-0.50188118,,-11.450511,,-1.43776499,-8.561222497
1938000000,-19.824844,,-1.2795323,,-0.52532464,,-11.519563,,-1.436993978,-8.562598477
1939000000,-19.829081,,-1.2330456,,-0.54138327,,-11.519089,,-1.436222519,-8.563977773
1940000000,-19.799129,,-1.2499651,,-0.51658762,,-11.480652,,-1.435450625,-8.565360345
1941000000,-19.838388,,-1.2515306,,-0.50553071,,-11.485507,,-1.434678307,-8.566746156
1942000000,-19.854633,,-1.2525284,,-0.51879096,,-11.490322,,-1.433905577,-8.56813517
1943000000,-19.939289,,-1.2620194,,-0.52961707,,-11.543856,,-1.433132447,-8.569527347
1944000000,-19.969067,,-1.2876716,,-0.55086601,,-11.501248,,-1.432358929,-8.570922652
1945000000,-19.938538,,-1.2753842,,-0.55535173,,-11.517501,,-1.431585034,-8.572321046
1946000000,-19.898731,,-1.257117,,-0.48147058,,-11.509478,,-1.430810773,-8.573722494
1947000000,-19.906359,,-1.2615234,,-0.50440031,,-11.490541,,-1.43003616,-8.575126957
1948000000,-19.924587,,-1.2343249,,-0.5222699,,-11.457689,,-1.429261204,-8.576534399
1949000000,-19.976109,,-1.2251823,,-0.52063352,,-11.507346,,-1.428485917,-8.577944784
1950000000,-19.971088,,-1.2610873,,-0.51306236,,-11.491561,,-1.427710311,-8.579358075
1951000000,-19.960732,,-1.2539018,,-0.5211314,,-11.481129,,-1.426934397,-8.580774236
1952000000,-19.986967,,-1.2580962,,-0.52785224,,-11.49114,,-1.426158186,-8.58219323
1953000000,-19.970402,,-1.2428848,,-0.51801139,,-11.456865,,-1.425381689,-8.583615022
1954000000,-20.086664,,-1.2872494,,-0.52146679,,-11.504852,,-1.424604918,-8.585039575
1955000000,-20.00955,,-1.2689164,,-0.51461637,,-11.479658,,-1.423827884,-8.586466854
1956000000,-20.062204,,-1.2671511,,-0.51596361,,-11.489499,,-1.423050598,-8.587896823
1957000000,-20.1077,,-1.2906698,,-0.53519928,,-11.50045,,-1.42227307,-8.589329446
1958000000,-20.076323,,-1.2713805,,-0.53317106,,-11.485811,,-1.421495312,-8.590764688
1959000000,-20.086056,,-1.286458,,-0.52172494,,-11.493482,,-1.420717335,-8.592202514
1960000000,-20.097128,,-1.2512692,,-0.52489138,,-11.477993,,-1.419939149,-8.593642888
1961000000,-20.122438,,-1.2798197,,-0.5370689,,-11.493305,,-1.419160765,-8.595085776
1962000000,-20.074955,,-1.2488408,,-0.51749158,,-11.497699,,-1.418382194,-8.596531142
1963000000,-20.160103,,-1.2683351,,-0.52250534,,-11.53156,,-1.417603447,-8.597978952
1964000000,-20.09528,,-1.2848134,,-0.54046386,,-11.498483,,-1.416824534,-8.59942917
1965000000,-20.162031,,-1.2830155,,-0.53811407,,-11.518291,,-1.416045466,-8.600881764
1966000000,-20.166368,,-1.2535608,,-0.52444232,,-11.477259,,-1.415266253,-8.602336697
1967000000,-20.181887,,-1.2598646,,-0.53766286,,-11.496277,,-1.414486907,-8.603793936
1968000000,-20.139227,,-1.2704167,,-0.49444768,,-11.493555,,-1.413707436,-8.605253446
1969000000,-20.161087,,-1.26395,,-0.52154386,,-11.494887,,-1.412927852,-8.606715194
1970000000,-20.16844,,-1.2512536,,-0.51940072,,-11.51709,,-1.412148166,-8.608179145
1971000000,-20.184923,,-1.2793478,,-0.5388608,,-11.493737,,-1.411368386,-8.609645266
1972000000,-20.233309,,-1.2748432,,-0.51446539,,-11.475797,,-1.410588524,-8.611113523
1973000000,-20.216255,,-1.2501849,,-0.51997894,,-11.492874,,-1.40980859,-8.612583883
1974000000,-20.265024,,-1.266016,,-0.51842809,,-11.506897,,-1.409028593,-8.614056311
1975000000,-20.236288,,-1.275851,,-0.53059864,,-11.466963,,-1.408248545,-8.615530775
1976000000,-20.270645,,-1.2661325,,-0.52873898,,-11.466003,,-1.407468454,-8.617007242
1977000000,-20.302151,,-1.2605872,,-0.52154654,,-11.506196,,-1.406688331,-8.618485677
1978000000,-20.275541,,-1.2508101,,-0.52195001,,-11.470413,,-1.405908186,-8.619966049
1979000000,-20.308315,,-1.2993969,,-0.52741373,,-11.482755,,-1.405128029,-8.621448325
1980000000,-20.273956,,-1.278923,,-0.5190798,,-11.438437,,-1.404347869,-8.622932471
1981000000,-20.319963,,-1.2349203,,-0.530922,,-11.494052,,-1.403567717,-8.624418455
1982000000,-20.387777,,-1.2628388,,-0.52081567,,-11.4442,,-1.402787582,-8.625906244
1983000000,-20.376793,,-1.2291548,,-0.53940564,,-11.512911,,-1.402007473,-8.627395807
1984000000,-20.351625,,-1.2327336,,-0.52861518,,-11.470666,,-1.4012274,-8.62888711
1985000000,-20.372538,,-1.2587947,,-0.5043239,,-11.476147,,-1.400447374,-8.630380122
1986000000,-20.417305,,-1.2490194,,-0.51804549,,-11.473421,,-1.399667403,-8.63187481
1987000000,-20.364292,,-1.2624247,,-0.53901744,,-11.506784,,-1.398887497,-8.633371143
1988000000,-20.441936,,-1.2460743,,-0.52329814,,-11.511038,,-1.398107665,-8.634869089
1989000000,-20.419956,,-1.2535546,,-0.52206105,,-11.484287,,-1.397327917,-8.636368616
1990000000,-20.412121,,-1.2298768,,-0.51585335,,-11.482871,,-1.396548262,-8.637869691
1991000000,-20.456871,,-1.2742341,,-0.53703976,,-11.505431,,-1.395768709,-8.639372285
1992000000,-20.427938,,-1.2707978,,-0.51507014,,-11.465532,,-1.394989268,-8.640876365
1993000000,-20.410976,,-1.2295491,,-0.5334242,,-11.499978,,-1.394209948,-8.6423819
1994000000,-20.52968,,-1.2955985,,-0.53266573,,-11.473149,,-1.393430758,-8.643888859
1995000000,-20.540359,,-1.2836642,,-0.53566748,,-11.472563,,-1.392651707,-8.645397211
1996000000,-20.49157,,-1.2580757,,-0.54864967,,-11.489899,,-1.391872804,-8.646906924
1997000000,-20.451567,,-1.2365359,,-0.52850956,,-11.493879,,-1.391094058,-8.648417969
1998000000,-20.529104,,-1.2513039,,-0.54789764,,-11.507339,,-1.390315479,-8.649930313
1999000000,-20.471664,,-1.2653069,,-0.5138244,,-11.455197,,-1.389537074,-8.651443928
2000000000,-20.543018,,-1.2560714,,-0.53506023,,-11.479211,,-1.388758853,-8.652958781
2001000000,-20.539707,,-1.2753115,,-0.52274776,,-11.488116,,-1.387980825,-8.654474842
2002000000,-20.543863,,-1.2496711,,-0.5252586,,-11.460714,,-1.387202998,-8.655992082
2003000000,-20.564259,,-1.2511306,,-0.52294666,,-11.478355,,-1.386425382,-8.65751047
2004000000,-20.598408,,-1.2741907,,-0.5583657,,-11.501065,,-1.385647984,-8.659029975
2005000000,-20.602203,,-1.2710884,,-0.51912892,,-11.491718,,-1.384870814,-8.660550568
2006000000,-20.560108,,-1.249446,,-0.48044348,,-11.437846,,-1.38409388,-8.662072219
2007000000,-20.62196,,-1.227634,,-0.51362652,,-11.46443,,-1.383317191,-8.663594898
2008000000,-20.659321,,-1.2803274,,-0.52867305,,-11.468596,,-1.382540755,-8.665118575
2009000000,-20.661329,,-1.2639834,,-0.52124995,,-11.503826,,-1.38176458,-8.666643221
2010000000,-20.654879,,-1.2760161,,-0.55527633,,-11.507717,,-1.380988676,-8.668168806
2011000000,-20.673504,,-1.2560449,,-0.52194041,,-11.484906,,-1.380213049,-8.669695301
2012000000,-20.625637,,-1.2717881,,-0.55914658,,-11.520008,,-1.37943771,-8.671222676
2013000000,-20.663698,,-1.2580047,,-0.56362909,,-11.507369,,-1.378662666,-8.672750902
2014000000,-20.661165,,-1.2624202,,-0.51629144,,-11.452706,,-1.377887924,-8.67427995
2015000000,-20.714178,,-1.2572788,,-0.53024554,,-11.489227,,-1.377113494,-8.675809791
2016000000,-20.689068,,-1.2619009,,-0.52712703,,-11.452247,,-1.376339384,-8.677340396
2017000000,-20.752825,,-1.2569927,,-0.54567814,,-11.495191,,-1.375565602,-8.678871736
2018000000,-20.694313,,-1.2636203,,-0.54994613,,-11.463719,,-1.374792155,-8.680403783
2019000000,-20.74201,,-1.2691138,,-0.55258924,,-11.523211,,-1.374019051,-8.681936508
2020000000,-20.710016,,-1.2808632,,-0.54583651,,-11.467043,,-1.3732463,-8.683469882
2021000000,-20.698402,,-1.2938755,,-0.55019838,,-11.50478,,-1.372473908,-8.685003876
2022000000,-20.785166,,-1.2614385,,-0.54606348,,-11.468453,,-1.371701883,-8.686538464
2023000000,-20.753233,,-1.2702522,,-0.548693,,-11.47896,,-1.370930234,-8.688073615
2024000000,-20.756958,,-1.2577289,,-0.53159779,,-11.446366,,-1.370158968,-8.689609303
2025000000,-20.825203,,-1.2584785,,-0.51834047,,-11.489852,,-1.369388093,-8.691145498
2026000000,-20.75803,,-1.2791247,,-0.55428302,,-11.46582,,-1.368617617,-8.692682174
2027000000,-20.819115,,-1.2718539,,-0.5599187,,-11.510933,,-1.367847546,-8.694219302
2028000000,-20.740345,,-1.2630134,,-0.5177927,,-11.436395,,-1.36707789,-8.695756854
2029000000,-20.775757,,-1.271579,,-0.53924698,,-11.45032,,-1.366308655,-8.697294803
2030000000,-20.819094,,-1.2456425,,-0.53916913,,-11.473782,,-1.365539849,-8.698833121
2031000000,-20.780931,,-1.2821838,,-0.53277171,,-11.485792,,-1.364771479,-8.700371781
2032000000,-20.804993,,-1.2904979,,-0.55188239,,-11.452693,,-1.364003554,-8.701910755
2033000000,-20.830549,,-1.2630285,,-0.51376253,,-11.45075,,-1.36323608,-8.703450016
2034000000,-20.837547,,-1.2811201,,-0.52098858,,-11.43214,,-1.362469064,-8.704989537
2035000000,-20.846638,,-1.2861707,,-0.52977979,,-11.459826,,-1.361702515,-8.70652929
2036000000,-20.842455,,-1.2415618,,-0.52721113,,-11.47215,,-1.360936439,-8.708069249
2037000000,-20.906166,,-1.2881666,,-0.57700372,,-11.449524,,-1.360170844,-8.709609386
2038000000,-20.907888,,-1.2637649,,-0.54837692,,-11.472468,,-1.359405736,-8.711149674
2039000000,-20.879028,,-1.2717795,,-0.5436331,,-11.439002,,-1.358641124,-8.712690088
2040000000,-20.948917,,-1.2884423,,-0.53057313,,-11.469827,,-1.357877014,-8.7142306
2041000000,-20.945267,,-1.2761217,,-0.55495769,,-11.482092,,-1.357113413,-8.715771183
2042000000,-20.894411,,-1.2683815,,-0.53286707,,-11.45195,,-1.356350328,-8.717311812
2043000000,-20.9282,,-1.270213,,-0.52580184,,-11.406999,,-1.355587766,-8.718852459
2044000000,-20.964943,,-1.2735934,,-0.56532156,,-11.446587,,-1.354825735,-8.720393099
2045000000,-21.004772,,-1.2893655,,-0.54910493,,-11.461987,,-1.354064241,-8.721933704
2046000000,-20.997639,,-1.2959155,,-0.53782994,,-11.479248,,-1.353303291,-8.72347425
2047000000,-20.991783,,-1.275071,,-0.55625504,,-11.452193,,-1.352542892,-8.725014709
2048000000,-21.023346,,-1.3066891,,-0.54045105,,-11.468448,,-1.351783051,-8.726555057
2049000000,-20.977259,,-1.265097,,-0.52345347,,-11.43307,,-1.351023774,-8.728095266
2050000000,-21.041437,,-1.294078,,-0.53918213,,-11.449643,,-1.350265068,-8.729635311
2051000000,-20.986715,,-1.2606406,,-0.52871472,,-11.437652,,-1.349506941,-8.731175167
2052000000,-21.025774,,-1.2680204,,-0.53006905,,-11.449705,,-1.348749398,-8.732714807
2053000000,-20.938984,,-1.2610856,,-0.52472883,,-11.419883,,-1.347992446,-8.734254207
2054000000,-21.003498,,-1.2434682,,-0.53685445,,-11.45188,,-1.347236092,-8.735793341
2055000000,-21.026463,,-1.2898918,,-0.53664696,,-11.415762,,-1.346480342,-8.737332182
2056000000,-21.097992,,-1.2978468,,-0.54393321,,-11.416226,,-1.345725203,-8.738870707
2057000000,-21.084995,,-1.2766917,,-0.54807305,,-11.482141,,-1.344970682,-8.74040889
2058000000,-21.060694,,-1.2490175,,-0.55904996,,-11.442484,,-1.344216784,-8.741946705
2059000000,-21.041954,,-1.2679018,,-0.5401333,,-11.457458,,-1.343463516,-8.743484128
2060000000,-21.060276,,-1.270786,,-0.54282612,,-11.440819,,-1.342710885,-8.745021134
2061000000,-21.042606,,-1.2761956,,-0.53948754,,-11.423267,,-1.341958896,-8.746557697
2062000000,-21.086153,,-1.2641827,,-0.54598248,,-11.413599,,-1.341207557,-8.748093793
2063000000,-21.07724,,-1.2798468,,-0.55136436,,-11.449137,,-1.340456873,-8.749629397
2064000000,-21.063614,,-1.2831221,,-0.5507502,,-11.455269,,-1.33970685,-8.751164485
2065000000,-21.143295,,-1.3073964,,-0.53841656,,-11.437129,,-1.338957495,-8.752699032
2066000000,-21.140471,,-1.2679672,,-0.53367501,,-11.394987,,-1.338208814,-8.754233013
2067000000,-21.091431,,-1.2797092,,-0.51995885,,-11.38191,,-1.337460813,-8.755766405
2068000000,-21.107872,,-1.2964756,,-0.56257612,,-11.438548,,-1.336713497,-8.757299182
2069000000,-21.12219,,-1.294571,,-0.55207795,,-11.439584,,-1.335966874,-8.758831321
2070000000,-21.121153,,-1.2672057,,-0.49781719,,-11.384048,,-1.335220949,-8.760362797
2071000000,-21.182552,,-1.2850317,,-0.56967586,,-11.458812,,-1.334475727,-8.761893586
2072000000,-21.20406,,-1.3041101,,-0.53254497,,-11.416204,,-1.333731215,-8.763423664
2073000000,-21.181837,,-1.2882255,,-0.53006387,,-11.417739,,-1.332987419,-8.764953008
2074000000,-21.189707,,-1.3132993,,-0.54835552,,-11.42852,,-1.332244345,-8.766481594
2075000000,-21.116957,,-1.2677091,,-0.51390809,,-11.387208,,-1.331501998,-8.768009396
2076000000,-21.162323,,-1.2919657,,-0.53844959,,-11.419757,,-1.330760384,-8.769536393
2077000000,-21.182318,,-1.288229,,-0.4904778,,-11.433512,,-1.330019509,-8.771062561
2078000000,-21.183559,,-1.3224171,,-0.53731149,,-11.416114,,-1.329279379,-8.772587875
2079000000,-21.091679,,-1.2912188,,-0.52232122,,-11.399613,,-1.328539998,-8.774112312
2080000000,-21.150341,,-1.262653,,-0.5225842,,-11.44497,,-1.327801374,-8.77563585
2081000000,-21.257521,,-1.3243644,,-0.54882085,,-11.470489,,-1.327063511,-8.777158464
2082000000,-21.191923,,-1.3083338,,-0.54746974,,-11.413319,,-1.326326415,-8.778680131
2083000000,-21.218651,,-1.2965761,,-0.52843601,,-11.386297,,-1.325590092,-8.780200829
2084000000,-21.189972,,-1.2848226,,-0.52168769,,-11.399425,,-1.324854546,-8.781720534
2085000000,-21.206865,,-1.2957948,,-0.55612719,,-11.440784,,-1.324119785,-8.783239223
2086000000,-21.292589,,-1.3363106,,-0.56002605,,-11.445662,,-1.323385812,-8.784756873
2087000000,-21.273134,,-1.2783082,,-0.5630998,,-11.429585,,-1.322652633,-8.786273462
2088000000,-21.382099,,-1.3129216,,-0.5431782,,-11.419586,,-1.321920255,-8.787788967
2089000000,-21.268927,,-1.3176917,,-0.52903944,,-11.437736,,-1.321188681,-8.789303364
2090000000,-21.319942,,-1.3386725,,-0.54194552,,-11.421039,,-1.320457917,-8.790816631
2091000000,-21.269762,,-1.3167695,,-0.56420994,,-11.454609,,-1.31972797,-8.792328747
2092000000,-21.300528,,-1.2850919,,-0.54806989,,-11.440624,,-1.318998843,-8.793839687
2093000000,-21.297302,,-1.3050622,,-0.54495841,,-11.421769,,-1.318270542,-8.795349431
2094000000,-21.33931,,-1.3222682,,-0.540205,,-11.431824,,-1.317543072,-8.796857954
2095000000,-21.285021,,-1.3197699,,-0.5133965,,-11.386676,,-1.316816439,-8.798365236
2096000000,-21.334116,,-1.3182162,,-0.54819691,,-11.435363,,-1.316090647,-8.799871254
2097000000,-21.328108,,-1.3456274,,-0.56906885,,-11.431481,,-1.315365701,-8.801375986
2098000000,-21.369379,,-1.3207847,,-0.51973206,,-11.417462,,-1.314641607,-8.80287941
2099000000,-21.373604,,-1.3002708,,-0.55959773,,-11.453302,,-1.31391837,-8.804381504
2100000000,-21.354111,,-1.3114702,,-0.53004831,,-11.40789,,-1.313195994,-8.805882245
2101000000,-21.355213,,-1.3062449,,-0.51316869,,-11.391858,,-1.312474485,-8.807381613
2102000000,-21.346479,,-1.300871,,-0.54184014,,-11.424994,,-1.311753847,-8.808879585
2103000000,-21.328274,,-1.3183638,,-0.56046516,,-11.412954,,-1.311034085,-8.81037614
2104000000,-21.34458,,-1.3027328,,-0.5391773,,-11.450613,,-1.310315204,-8.811871256
2105000000,-21.327414,,-1.3057358,,-0.54571575,,-11.430326,,-1.309597209,-8.813364911
2106000000,-21.408072,,-1.3268994,,-0.57600045,,-11.468267,,-1.308880105,-8.814857085
2107000000,-21.39908,,-1.3365899,,-0.53950101,,-11.42942,,-1.308163897,-8.816347755
2108000000,-21.38958,,-1.3352789,,-0.56114417,,-11.417365,,-1.307448588,-8.8178369
2109000000,-21.377298,,-1.3179073,,-0.5652985,,-11.430718,,-1.306734185,-8.8193245
2110000000,-21.426996,,-1.3553551,,-0.57396322,,-11.44409,,-1.306020691,-8.820810532
2111000000,-21.442163,,-1.2884744,,-0.5402841,,-11.370593,,-1.305308111,-8.822294976
2112000000,-21.388292,,-1.3332285,,-0.54978186,,-11.375832,,-1.30459645,-8.823777811
2113000000,-21.334742,,-1.2626879,,-0.56191033,,-11.403582,,-1.303885712,-8.825259015
2114000000,-21.381226,,-1.3310566,,-0.55581033,,-11.430114,,-1.303175902,-8.826738568
2115000000,-21.402109,,-1.3050814,,-0.50917625,,-11.403459,,-1.302467025,-8.828216449
2116000000,-21.40873,,-1.3247086,,-0.572891,,-11.435948,,-1.301759084,-8.829692637
2117000000,-21.403072,,-1.3259929,,-0.55648494,,-11.413987,,-1.301052085,-8.831167112
2118000000,-21.426794,,-1.3206437,,-0.5167529,,-11.436854,,-1.300346032,-8.832639852
2119000000,-21.39813,,-1.3095552,,-0.54969138,,-11.425179,,-1.299640929,-8.834110837
2120000000,-21.446033,,-1.3356298,,-0.54006654,,-11.424687,,-1.29893678,-8.835580047
2121000000,-21.411261,,-1.3235614,,-0.54334968,,-11.442533,,-1.298233591,-8.837047461
2122000000,-21.443197,,-1.3181119,,-0.52724797,,-11.412869,,-1.297531364,-8.838513059
2123000000,-21.407429,,-1.334415,,-0.54246545,,-11.42351,,-1.296830105,-8.839976821
2124000000,-21.437639,,-1.3406013,,-0.55089718,,-11.41325,,-1.296129818,-8.841438726
2125000000,-21.371893,,-1.3174762,,-0.56337571,,-11.399238,,-1.295430506,-8.842898754
2126000000,-21.423056,,-1.3407351,,-0.56074679,,-11.422535,,-1.294732175,-8.844356885
2127000000,-21.420977,,-1.2987992,,-0.55583191,,-11.405766,,-1.294034829,-8.845813098
2128000000,-21.458227,,-1.3338023,,-0.55632675,,-11.415954,,-1.29333847,-8.847267375
2129000000,-21.406712,,-1.3285818,,-0.55573386,,-11.3957,,-1.292643105,-8.848719695
2130000000,-21.458357,,-1.3416406,,-0.56786537,,-11.441438,,-1.291948736,-8.850170038
2131000000,-21.394932,,-1.3212062,,-0.53273183,,-11.3994,,-1.291255367,-8.851618385
2132000000,-21.417168,,-1.3145763,,-0.55513191,,-11.45591,,-1.290563004,-8.853064715
2133000000,-21.444607,,-1.328696,,-0.53551769,,-11.406404,,-1.289871649,-8.854509009
2134000000,-21.44615,,-1.3006816,,-0.53554732,,-11.392576,,-1.289181307,-8.855951248
2135000000,-21.441162,,-1.3444684,,-0.55811679,,-11.439939,,-1.288491982,-8.857391411
2136000000,-21.444191,,-1.3301536,,-0.57572556,,-11.415833,,-1.287803677,-8.85882948
2137000000,-21.452314,,-1.3519239,,-0.5238803,,-11.35964,,-1.287116397,-8.860265435
2138000000,-21.436148,,-1.335339,,-0.56344169,,-11.386795,,-1.286430146,-8.861699257
