"Freq [GHz]","S(1,1) []"
2.56,-0.727251536629594 + 0.632598421439393i
2.561,-0.726505062864453 + 0.633207444526722i
2.562,-0.725755452976742 + 0.633816960157108i
2.563,-0.725002686541851 + 0.634426965602355i
2.564,-0.724246742968198 + 0.635037458056617i
2.565,-0.723487601495704 + 0.635648434635013i
2.566,-0.722725241194238 + 0.636259892372222i
2.567,-0.721959640962059 + 0.636871828221042i
2.568,-0.721190779524233 + 0.637484239050944i
2.569,-0.720418635431049 + 0.638097121646577i
2.57,-0.719643187056399 + 0.63871047270627i
2.571,-0.718864412596172 + 0.639324288840486i
2.572,-0.718082290066604 + 0.639938566570272i
2.573,-0.717296797302633 + 0.640553302325665i
2.574,-0.716507911956234 + 0.641168492444068i
2.575,-0.715715611494729 + 0.641784133168621i
2.576,-0.714919873199098 + 0.642400220646515i
2.577,-0.714120674162262 + 0.643016750927295i
2.578,-0.713317991287358 + 0.643633719961128i
2.579,-0.712511801285991 + 0.644251123597035i
2.58,-0.711702080676476 + 0.644868957581111i
2.581,-0.710888805782068 + 0.645487217554684i
2.582,-0.710071952729161 + 0.64610589905247i
2.583,-0.709251497445492 + 0.64672499750068i
2.584,-0.708427415658308 + 0.6473445082151i
2.585,-0.707599682892536 + 0.647964426399133i
2.586,-0.706768274468921 + 0.64858474714181i
2.587,-0.705933165502157 + 0.649205465415768i
2.588,-0.705094330899 + 0.649826576075186i
2.589,-0.704251745356361 + 0.65044807385369i
2.59,-0.703405383359386 + 0.651069953362221i
2.591,-0.702555219179522 + 0.65169220908686i
2.592,-0.70170122687256 + 0.652314835386627i
2.593,-0.700843380276663 + 0.652937826491223i
2.594,-0.699981653010381 + 0.653561176498753i
2.595,-0.699116018470647 + 0.654184879373389i
2.596,-0.698246449830752 + 0.654808928943009i
2.597,-0.697372920038313 + 0.655433318896783i
2.598,-0.696495401813211 + 0.656058042782717i
2.599,-0.695613867645526 + 0.656683094005163i
2.6,-0.694728289793442 + 0.657308465822274i
2.601,-0.693838640281145 + 0.657934151343422i
2.602,-0.692944890896696 + 0.658560143526563i
2.603,-0.692047013189894 + 0.659186435175562i
2.604,-0.691144978470113 + 0.659813018937469i
2.605,-0.690238757804138 + 0.660439887299742i
2.606,-0.689328322013959 + 0.661067032587427i
2.607,-0.688413641674573 + 0.661694446960286i
2.608,-0.687494687111749 + 0.662322122409872i
2.609,-0.686571428399794 + 0.662950050756556i
2.61,-0.685643835359281 + 0.663578223646492i
2.611,-0.684711877554781 + 0.664206632548544i
2.612,-0.683775524292562 + 0.664835268751142i
2.613,-0.682834744618275 + 0.665464123359095i
2.614,-0.681889507314634 + 0.666093187290333i
2.615,-0.680939780899058 + 0.666722451272609i
2.616,-0.679985533621316 + 0.667351905840124i
2.617,-0.679026733461143 + 0.667981541330109i
2.618,-0.678063348125844 + 0.668611347879328i
2.619,-0.677095345047878 + 0.669241315420533i
2.62,-0.676122691382431 + 0.669871433678853i
2.621,-0.675145354004966 + 0.670501692168108i
2.622,-0.674163299508761 + 0.671132080187073i
2.623,-0.673176494202428 + 0.671762586815664i
2.624,-0.672184904107417 + 0.672393200911056i
2.625,-0.671188494955503 + 0.673023911103741i
2.626,-0.67018723218626 + 0.673654705793504i
2.627,-0.669181080944515 + 0.67428557314533i
2.628,-0.668170006077788 + 0.674916501085242i
2.629,-0.667153972133719 + 0.675547477296063i
2.63,-0.666132943357475 + 0.676178489213097i
2.631,-0.665106883689149 + 0.676809524019737i
2.632,-0.664075756761136 + 0.67744056864299i
2.633,-0.663039525895498 + 0.678071609748931i
2.634,-0.66199815410132 + 0.678702633738062i
2.635,-0.660951604072046 + 0.679333626740594i
2.636,-0.659899838182795 + 0.67996457461165i
2.637,-0.658842818487682 + 0.680595462926371i
2.638,-0.657780506717112 + 0.681226276974934i
2.639,-0.656712864275055 + 0.681857001757495i
2.64,-0.655639852236335 + 0.682487621979021i
2.641,-0.654561431343876 + 0.683118122044042i
2.642,-0.653477562005958 + 0.683748486051306i
2.643,-0.652388204293451 + 0.684378697788329i
2.644,-0.651293317937045 + 0.68500874072586i
2.645,-0.650192862324462 + 0.685638598012236i
2.646,-0.649086796497669 + 0.686268252467638i
2.647,-0.647975079150071 + 0.686897686578244i
2.648,-0.646857668623704 + 0.687526882490275i
2.649,-0.645734522906411 + 0.688155822003933i
2.65,-0.64460559962902 + 0.688784486567229i
2.651,-0.64347085606251 + 0.689412857269705i
2.652,-0.642330249115171 + 0.69004091483603i
2.653,-0.641183735329759 + 0.69066863961949i
2.654,-0.640031270880645 + 0.691296011595362i
2.655,-0.638872811570965 + 0.691923010354153i
2.656,-0.637708312829763 + 0.692549615094736i
2.657,-0.636537729709125 + 0.693175804617347i
2.658,-0.635361016881326 + 0.693801557316459i
2.659,-0.634178128635964 + 0.694426851173529i
2.66,-0.632989018877101 + 0.695051663749615i
2.661,-0.631793641120401 + 0.695675972177848i
2.662,-0.630591948490274 + 0.69629975315578i
2.663,-0.629383893717016 + 0.69692298293759i
2.664,-0.628169429133971 + 0.697545637326139i
2.665,-0.62694850667467 + 0.698167691664895i
2.666,-0.625721077870005 + 0.698789120829701i
2.667,-0.624487093845393 + 0.699409899220398i
2.668,-0.623246505317959 + 0.700030000752292i
2.669,-0.62199926259372 + 0.700649398847472i
2.67,-0.620745315564793 + 0.701268066425962i
2.671,-0.6194846137066 + 0.701885975896722i
2.672,-0.618217106075113 + 0.702503099148474i
2.673,-0.61694274130408 + 0.703119407540377i
2.674,-0.615661467602307 + 0.703734871892508i
2.675,-0.614373232750931 + 0.704349462476203i
2.676,-0.61307798410073 + 0.704963149004188i
2.677,-0.611775668569446 + 0.705575900620559i
2.678,-0.610466232639143 + 0.706187685890562i
2.679,-0.609149622353587 + 0.706798472790194i
2.68,-0.607825783315655 + 0.707408228695618i
2.681,-0.60649466068477 + 0.708016920372378i
2.682,-0.605156199174384 + 0.708624513964428i
2.683,-0.603810343049483 + 0.70923097498295i
2.684,-0.602457036124131 + 0.709836268294981i
2.685,-0.601096221759065 + 0.710440358111828i
2.686,-0.59972784285932 + 0.71104320797727i
2.687,-0.598351841871906 + 0.711644780755555i
2.688,-0.596968160783535 + 0.712245038619168i
2.689,-0.595576741118385 + 0.712843943036391i
2.69,-0.594177523935949 + 0.713441454758622i
2.691,-0.5927704498289 + 0.714037533807483i
2.692,-0.591355458921048 + 0.714632139461675i
2.693,-0.589932490865346 + 0.715225230243616i
2.694,-0.588501484841961 + 0.715816763905817i
2.695,-0.587062379556426 + 0.71640669741703i
2.696,-0.585615113237853 + 0.716994986948137i
2.697,-0.584159623637225 + 0.717581587857786i
2.698,-0.582695848025782 + 0.718166454677766i
2.699,-0.581223723193475 + 0.718749541098126i
2.7,-0.579743185447513 + 0.719330799952019i
2.701,-0.578254170611015 + 0.71991018320028i
2.702,-0.576756614021743 + 0.720487641915721i
2.703,-0.575250450530948 + 0.721063126267148i
2.704,-0.573735614502318 + 0.721636585503094i
2.705,-0.572212039811038 + 0.722207967935258i
2.706,-0.570679659842969 + 0.722777220921645i
2.707,-0.569138407493946 + 0.723344290849411i
2.708,-0.567588215169202 + 0.723909123117403i
2.709,-0.566029014782929 + 0.724471662118381i
2.71,-0.564460737757974 + 0.725031851220928i
2.711,-0.562883315025677 + 0.725589632751041i
2.712,-0.561296677025868 + 0.726144947973394i
2.713,-0.559700753707 + 0.726697737072268i
2.714,-0.55809547452648 + 0.727247939132144i
2.715,-0.556480768451128 + 0.727795492117957i
2.716,-0.55485656395785 + 0.728340332854999i
2.717,-0.553222789034462 + 0.72888239700847i
2.718,-0.551579371180736 + 0.72942161906267i
2.719,-0.549926237409618 + 0.729957932299827i
2.72,-0.548263314248677 + 0.730491268778553i
2.721,-0.546590527741734 + 0.731021559311929i
2.722,-0.544907803450763 + 0.731548733445207i
2.723,-0.543215066457975 + 0.732072719433117i
2.724,-0.541512241368176 + 0.732593444216796i
2.725,-0.539799252311363 + 0.733110833400302i
2.726,-0.53807602294557 + 0.733624811226741i
2.727,-0.536342476460004 + 0.734135300553968i
2.728,-0.534598535578447 + 0.734642222829876i
2.729,-0.53284412256294 + 0.735145498067274i
2.73,-0.531079159217795 + 0.735645044818317i
2.731,-0.529303566893887 + 0.736140780148522i
2.732,-0.52751726649329 + 0.736632619610326i
2.733,-0.525720178474238 + 0.737120477216214i
2.734,-0.523912222856443 + 0.737604265411384i
2.735,-0.522093319226756 + 0.738083895045956i
2.736,-0.520263386745229 + 0.738559275346724i
2.737,-0.518422344151521 + 0.739030313888428i
2.738,-0.516570109771749 + 0.739496916564561i
2.739,-0.514706601525722 + 0.739958987557683i
2.74,-0.512831736934619 + 0.74041642930926i
2.741,-0.510945433129098 + 0.740869142488997i
2.742,-0.509047606857882 + 0.74131702596369i
2.743,-0.5071381744968 + 0.741759976765549i
2.744,-0.505217052058341 + 0.742197890060034i
2.745,-0.503284155201693 + 0.742630659113163i
2.746,-0.501339399243333 + 0.743058175258303i
2.747,-0.499382699168136 + 0.743480327862436i
2.748,-0.497413969641074 + 0.743897004291888i
2.749,-0.495433125019471 + 0.744308089877524i
2.75,-0.493440079365876 + 0.744713467879414i
2.751,-0.49143474646155 + 0.745113019450924i
2.752,-0.489417039820602 + 0.745506623602291i
2.753,-0.487386872704779 + 0.745894157163615i
2.754,-0.485344158138951 + 0.746275494747308i
2.755,-0.483288808927302 + 0.746650508709969i
2.756,-0.481220737670246 + 0.747019069113703i
2.757,-0.479139856782113 + 0.747381043686855i
2.758,-0.477046078509601 + 0.747736297784186i
2.759,-0.474939314951041 + 0.748084694346457i
2.76,-0.472819478076494 + 0.748426093859438i
2.761,-0.470686479748701 + 0.748760354312347i
2.762,-0.46854023174493 + 0.749087331155681i
2.763,-0.466380645779724 + 0.749406877258479i
2.764,-0.464207633528601 + 0.749718842864994i
2.765,-0.46202110665273 + 0.750023075550769i
2.766,-0.459820976824597 + 0.750319420178138i
2.767,-0.457607155754722 + 0.750607718851123i
2.768,-0.455379555219441 + 0.750887810869751i
2.769,-0.45313808708977 + 0.751159532683786i
2.77,-0.450882663361438 + 0.751422717845868i
2.771,-0.448613196186057 + 0.751677196964075i
2.772,-0.446329597903517 + 0.751922797653897i
2.773,-0.444031781075622 + 0.752159344489644i
2.774,-0.441719658520991 + 0.752386658955268i
2.775,-0.439393143351299 + 0.752604559394624i
2.776,-0.437052149008871 + 0.752812860961169i
2.777,-0.434696589305652 + 0.7530113755671i
2.778,-0.432326378463658 + 0.753199911831948i
2.779,-0.429941431156872 + 0.753378275030629i
2.78,-0.427541662554695 + 0.753546267040964i
2.781,-0.425126988366957 + 0.753703686290677i
2.782,-0.422697324890536 + 0.753850327703885i
2.783,-0.420252589057659 + 0.753985982647086i
2.784,-0.417792698485913 + 0.754110438874674i
2.785,-0.41531757153 + 0.754223480473968i
2.786,-0.412827127335319 + 0.754324887809801i
2.787,-0.410321285893412 + 0.754414437468668i
2.788,-0.407799968099315 + 0.754491902202457i
2.789,-0.405263095810878 + 0.754557050871786i
2.79,-0.402710591910114 + 0.754609648388959i
2.791,-0.400142380366629 + 0.754649455660573i
2.792,-0.397558386303174 + 0.754676229529805i
2.793,-0.394958536063395 + 0.754689722718388i
2.794,-0.392342757281849 + 0.754689683768322i
2.795,-0.389710978956316 + 0.754675856983348i
2.796,-0.387063131522483 + 0.754647982370202i
2.797,-0.384399146931087 + 0.754605795579717i
2.798,-0.381718958727519 + 0.754549027847764i
2.799,-0.379022502134041 + 0.754477405936114i
2.8,-0.376309714134588 + 0.754390652073241i
2.801,-0.373580533562288 + 0.754288483895112i
2.802,-0.370834901189754 + 0.75417061438601i
2.803,-0.368072759822189 + 0.75403675181945i
2.804,-0.365294054393403 + 0.753886599699226i
2.805,-0.362498732064819 + 0.753719856700653i
2.806,-0.359686742327486 + 0.753536216612062i
2.807,-0.356858037107256 + 0.753335368276599i
2.808,-0.354012570873117 + 0.753116995534416i
2.809,-0.351150300748808 + 0.752880777165288i
2.81,-0.348271186627766 + 0.752626386831761i
2.811,-0.345375191291493 + 0.752353493022888i
2.812,-0.342462280531416 + 0.752061758998633i
2.813,-0.339532423274309 + 0.751750842735031i
2.814,-0.336585591711353 + 0.751420396870187i
2.815,-0.333621761430947 + 0.751070068651212i
2.816,-0.330640911555287 + 0.750699499882184i
2.817,-0.327643024880829 + 0.750308326873237i
2.818,-0.324628088022724 + 0.749896180390882i
2.819,-0.321596091563273 + 0.749462685609676i
2.82,-0.318547030204481 + 0.749007462065347i
2.821,-0.315480902924834 + 0.748530123609493i
2.822,-0.312397713140287 + 0.748030278365987i
2.823,-0.309297468869654 + 0.747507528689227i
2.824,-0.30618018290436 + 0.74696147112433i
2.825,-0.303045872982713 + 0.746391696369468i
2.826,-0.29989456196873 + 0.74579778924045i
2.827,-0.296726278035596 + 0.745179328637718i
2.828,-0.293541054853829 + 0.744535887515928i
2.829,-0.29033893178423 + 0.743867032856273i
2.83,-0.28711995407563 + 0.743172325641713i
2.831,-0.283884173067612 + 0.742451320835326i
2.832,-0.280631646398128 + 0.741703567361919i
2.833,-0.277362438216174 + 0.740928608093142i
2.834,-0.274076619399544 + 0.740125979836278i
2.835,-0.270774267777703 + 0.739295213326923i
2.836,-0.26745546835984 + 0.738435833225788i
2.837,-0.264120313568163 + 0.737547358119826i
2.838,-0.260768903476414 + 0.73662930052794i
2.839,-0.257401346053735 + 0.735681166911493i
2.84,-0.254017757413817 + 0.734702457689894i
2.841,-0.250618262069413 + 0.73369266726148i
2.842,-0.247202993192225 + 0.732651284030008i
2.843,-0.243772092878154 + 0.731577790436995i
2.844,-0.240325712417944 + 0.730471663000197i
2.845,-0.236864012573195 + 0.729332372358546i
2.846,-0.233387163857731 + 0.728159383323793i
2.847,-0.22989534682434 + 0.726952154939231i
2.848,-0.226388752356789 + 0.725710140545761i
2.849,-0.222867581967149 + 0.72443278785566i
2.85,-0.219332048098299 + 0.723119539034383i
2.851,-0.215782374431627 + 0.72176983079073i
2.852,-0.212218796199798 + 0.720383094475755i
2.853,-0.208641560504524 + 0.718958756190758i
2.854,-0.205050926639212 + 0.717496236904739i
2.855,-0.201447166416452 + 0.715994952581704i
2.856,-0.197830564500089 + 0.714454314318191i
2.857,-0.19420141874186 + 0.712873728491425i
2.858,-0.190560040522364 + 0.711252596918509i
2.859,-0.186906755096195 + 0.709590317027037i
2.86,-0.183241901941068 + 0.70788628203759i
2.861,-0.179565835110712 + 0.706139881158495i
2.862,-0.175878923591262 + 0.704350499793298i
2.863,-0.172181551660955 + 0.702517519761403i
2.864,-0.168474119252809 + 0.700640319532287i
2.865,-0.164757042319995 + 0.698718274473755i
2.866,-0.161030753203595 + 0.696750757114694i
2.867,-0.157295701002366 + 0.69473713742276i
2.868,-0.15355235194418 + 0.692676783097468i
2.869,-0.149801189758708 + 0.69056905987914i
2.87,-0.146042716050924 + 0.688413331874166i
2.871,-0.142277450674994 + 0.686208961897038i
2.872,-0.138505932108058 + 0.683955311829621i
2.873,-0.134728717823368 + 0.681651742998108i
2.874,-0.130946384662279 + 0.679297616568104i
2.875,-0.127159529204471 + 0.676892293958299i
2.876,-0.123368768135832 + 0.674435137273165i
2.877,-0.119574738613329 + 0.671925509755094i
2.878,-0.115778098626194 + 0.669362776256416i
2.879,-0.111979527352734 + 0.666746303731704i
2.88,-0.108179725511975 + 0.66407546175075i
2.881,-0.104379415709393 + 0.661349623032607i
2.882,-0.100579342775871 + 0.658568164001062i
2.883,-0.096780274099059 + 0.655730465361869i
2.884,-0.0929829999461825 + 0.652835912702084i
2.885,-0.089188333777441 + 0.649883897111805i
2.886,-0.085397112548907 + 0.646873815828556i
2.887,-0.0816101970040182 + 0.643805072904609i
2.888,-0.0778284719525377 + 0.640677079897431i
2.889,-0.0740528465358841 + 0.637489256583422i
2.89,-0.0702842544777373 + 0.634241031695119i
2.891,-0.0665236543187214 + 0.630931843681956i
2.892,-0.0627720296339078 + 0.627561141494617i
2.893,-0.0590303892319952 + 0.624128385393043i
2.894,-0.0552997673347293 + 0.620633047777998i
2.895,-0.0515812237353939 + 0.617074614046171i
2.896,-0.0478758439348792 + 0.613452583468613i
2.897,-0.0441847392540224 + 0.609766470092343i
2.898,-0.040509046920758 + 0.606015803664835i
2.899,-0.0368499301306177 + 0.602200130581068i
2.9,-0.033208578079122 + 0.598319014852733i
2.901,-0.0295862059645427 + 0.594372039099119i
2.902,-0.025984054959485 + 0.59035880555912i
2.903,-0.0224033921497849 + 0.586278937123757i
2.904,-0.0188455104391047 + 0.582132078388453i
2.905,-0.0153117284176761 + 0.577917896724313i
2.906,-0.0118033901936109 + 0.573636083367477i
2.907,-0.00832186518512729 + 0.56928635452554i
2.908,-0.00486854787217722 + 0.564868452500028i
2.909,-0.00144485750582735 + 0.560382146823678i
2.91,0.00194776222618376 + 0.555827235411234i
2.911,0.00530784357924957 + 0.551203545722419i
2.912,0.00863389517863333 + 0.546510935935535i
2.913,0.0119244024946625 + 0.541749296130081i
2.914,0.0151778283678247 + 0.536918549476709i
2.915,0.0183926135852934 + 0.5320186534326i
2.916,0.021567177510177 + 0.527049600940397i
2.917,0.0246999187649266 + 0.52201142162858i
2.918,0.0277892159701497 + 0.516904183011066i
2.919,0.0308334285400336 + 0.511727991683812i
2.92,0.033830897535522 + 0.506482994515937i
2.921,0.0367799465763051 + 0.501169379832862i
2.922,0.0396788828125582 + 0.495787378588803i
2.923,0.0425259979573 + 0.490337265525855i
2.924,0.0453195693800504 + 0.484819360316865i
2.925,0.0480578612624905 + 0.479234028688991i
2.926,0.0507391258165123 + 0.473581683525002i
2.927,0.0533616045650679 + 0.467862785939075i
2.928,0.0559235296859655 + 0.462077846323831i
2.929,0.0584231254186658 + 0.456227425365272i
2.93,0.0608586095339234 + 0.450312135022209i
2.931,0.0632281948659932 + 0.444332639466581i
2.932,0.0655300909068406 + 0.438289655981279i
2.933,0.0677625054617327 + 0.432183955811652i
2.934,0.0699236463652494 + 0.426016364967174i
2.935,0.0720117232566718 + 0.419787764969515i
2.936,0.0740249494133493 + 0.413499093543306i
2.937,0.0759615436405798 + 0.407151345245865i
2.938,0.0778197322161531 + 0.400745572032191i
2.939,0.0795977508876278 + 0.394282883751397i
2.94,0.0812938469199962 + 0.387764448571124i
2.941,0.0829062811913443 + 0.38119149332604i
2.942,0.0844333303337057 + 0.374565303787058i
2.943,0.0858732889161558 + 0.36788722484769i
2.944,0.0872244716669069 + 0.361158660624126i
2.945,0.0884852157309466 + 0.354381074465802i
2.946,0.089653882959464 + 0.347555988873296i
2.947,0.0907288622271636 + 0.34068498532045i
2.948,0.0917085717731898 + 0.333769703978051i
2.949,0.0925914615613064 + 0.326811843336231i
2.95,0.0933760156546328 + 0.319813159723227i
2.951,0.0940607546000761 + 0.312775466718252i
2.952,0.0946442378173933 + 0.305700634456456i
2.953,0.0951250659875987 + 0.298590588824228i
2.954,0.0955018834352795 + 0.291447310543405i
2.955,0.0957733804991744 + 0.284272834143098i
2.956,0.0959382958852723 + 0.277069246818442i
2.957,0.0959954189965002 + 0.269838687175458i
2.958,0.0959435922329946 + 0.262583343862012i
2.959,0.0957817132568162 + 0.255305454084842i
2.96,0.0955087372149279 + 0.248007302013201i
2.961,0.0951236789141886 + 0.240691217069911i
2.962,0.0946256149420638 + 0.233359572111066i
