"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-44.5612276473858,-0.0855305057825718
1.001,-44.6123457640298,-0.0855331969904735
1.002,-44.6628471821356,-0.0855361535487662
1.003,-44.7127375714726,-0.0855393737352728
1.004,-44.7620225308327,-0.0855428558301655
1.005,-44.8107075903551,-0.0855465981160663
1.006,-44.8587982137601,-0.0855505988780408
1.007,-44.9062998004946,-0.0855548564036607
1.008,-44.953217687792,-0.0855593689830174
1.009,-44.999557152649,-0.0855641349087932
1.01,-45.0453234137224,-0.0855691524762774
1.011,-45.0905216331493,-0.0855744199833914
1.012,-45.1351569182906,-0.085579935730758
1.013,-45.1792343234042,-0.0855856980217225
1.014,-45.2227588512464,-0.0855917051623786
1.015,-45.2657354546067,-0.0855979554616058
1.016,-45.3081690377765,-0.0856044472311379
1.017,-45.3500644579547,-0.085611178785569
1.018,-45.3914265265923,-0.0856181484423795
1.019,-45.4322600106776,-0.0856253545220074
1.02,-45.4725696339646,-0.085632795347864
1.021,-45.5123600781458,-0.085640469246356
1.022,-45.5516359839721,-0.0856483745469495
1.023,-45.5904019523212,-0.0856565095821829
1.024,-45.6286625452164,-0.0856648726877173
1.025,-45.6664222867972,-0.0856734622023497
1.026,-45.7036856642438,-0.0856822764680719
1.027,-45.7404571286577,-0.0856913138300897
1.028,-45.7767410958978,-0.0857005726368476
1.029,-45.8125419473771,-0.0857100512400988
1.03,-45.8478640308178,-0.0857197479948918
1.031,-45.8827116609687,-0.0857296612596318
1.032,-45.9170891202861,-0.0857397893961159
1.033,-45.9510006595779,-0.0857501307695377
1.034,-45.9844504986151,-0.0857606837485651
1.035,-46.0174428267088,-0.0857714467053142
1.036,-46.049981803257,-0.0857824180154418
1.037,-46.0820715582601,-0.0857935960581194
1.038,-46.1137161928079,-0.085804979216112
1.039,-46.1449197795386,-0.0858165658757726
1.04,-46.1756863630707,-0.0858283544271104
1.041,-46.2060199604097,-0.0858403432637666
1.042,-46.2359245613304,-0.0858525307831059
1.043,-46.2654041287351,-0.0858649153861986
1.044,-46.2944625989902,-0.0858774954778747
1.045,-46.3231038822406,-0.085890269466746
1.046,-46.3513318627047,-0.0859032357652264
1.047,-46.3791503989491,-0.0859163927895751
1.048,-46.4065633241448,-0.0859297389599122
1.049,-46.4335744463065,-0.0859432727002578
1.05,-46.4601875485143,-0.085956992438542
1.051,-46.4864063891202,-0.0859708966066482
1.052,-46.512234701939,-0.0859849836404399
1.053,-46.537676196425,-0.0859992519797645
1.054,-46.5627345578355,-0.0860137000685114
1.055,-46.5874134473815,-0.0860283263546087
1.056,-46.6117165023656,-0.0860431292900795
1.057,-46.6356473363098,-0.0860581073310183
1.058,-46.6592095390716,-0.0860732589376761
1.059,-46.6824066769508,-0.0860885825744402
1.06,-46.7052422927863,-0.0861040767098715
1.061,-46.7277199060447,-0.0861197398167227
1.062,-46.7498430129007,-0.0861355703719882
1.063,-46.7716150863092,-0.0861515668568896
1.064,-46.7930395760714,-0.0861677277569158
1.065,-46.8141199088936,-0.0861840515618509
1.066,-46.8348594884402,-0.0862005367657757
1.067,-46.8552616953815,-0.0862171818671253
1.068,-46.8753298874362,-0.0862339853686669
1.069,-46.8950673994091,-0.086250945777552
1.07,-46.9144775432248,-0.0862680616053307
1.071,-46.9335636079582,-0.0862853313679475
1.072,-46.9523288598607,-0.0863027535858089
1.073,-46.9707765423843,-0.086320326783752
1.074,-46.9889098762024,-0.0863380494910998
1.075,-47.0067320592292,-0.0863559202416669
1.076,-47.024246266636,-0.0863739375737671
1.077,-47.0414556508674,-0.0863921000302628
1.078,-47.0583633416549,-0.0864104061585396
1.079,-47.0749724460301,-0.0864288545105613
1.08,-47.0912860483373,-0.0864474436428722
1.081,-47.1073072102454,-0.0864661721166091
1.082,-47.1230389707594,-0.0864850384975264
1.083,-47.1384843462326,-0.0865040413560084
1.084,-47.1536463303778,-0.0865231792670893
1.085,-47.1685278942808,-0.0865424508104581
1.086,-47.1831319864124,-0.0865618545704839
1.087,-47.197461532643,-0.0865813891362378
1.088,-47.2115194362571,-0.0866010531014793
1.089,-47.2253085779694,-0.086620845064699
1.09,-47.2388318159422,-0.0866407636291273
1.091,-47.2520919858042,-0.0866608074027338
1.092,-47.2650919006703,-0.0866809749982524
1.093,-47.2778343511646,-0.0867012650332033
1.094,-47.2903221054434,-0.0867216761298746
1.095,-47.302557909221,-0.0867422069153699
1.096,-47.3145444857979,-0.0867628560215895
1.097,-47.32628453609,-0.0867836220852811
1.098,-47.3377807386611,-0.0868045037480073
1.099,-47.3490357497564,-0.0868254996561846
1.1,-47.3600522033395,-0.0868466084610873
1.101,-47.370832711131,-0.0868678288188548
1.102,-47.3813798626495,-0.0868891593905123
1.103,-47.3916962252553,-0.0869105988419646
1.104,-47.4017843441962,-0.0869321458440196
1.105,-47.4116467426565,-0.086953799072391
1.106,-47.4212859218074,-0.0869755572077067
1.107,-47.4307043608608,-0.0869974189355307
1.108,-47.4399045171252,-0.087019382946343
1.109,-47.4488888260647,-0.0870414479355875
1.11,-47.4576597013593,-0.0870636126036388
1.111,-47.4662195349692,-0.0870858756558429
1.112,-47.4745706972007,-0.0871082358025005
1.113,-47.4827155367748,-0.0871306917589023
1.114,-47.4906563808984,-0.0871532422452945
1.115,-47.4983955353378,-0.0871758859869355
1.116,-47.5059352844951,-0.0871986217140574
1.117,-47.5132778914863,-0.0872214481618899
1.118,-47.5204255982222,-0.0872443640706898
1.119,-47.5273806254921,-0.0872673681856988
1.12,-47.5341451730486,-0.0872904592571884
1.121,-47.5407214196963,-0.0873136360404489
1.122,-47.5471115233812,-0.0873368972957849
1.123,-47.5533176212835,-0.0873602417885487
1.124,-47.5593418299117,-0.0873836682891205
1.125,-47.5651862451996,-0.0874071755729107
1.126,-47.5708529426047,-0.0874307624203818
1.127,-47.5763439772088,-0.0874544276170329
1.128,-47.5816613838212,-0.0874781699534253
1.129,-47.5868071770826,-0.0875019882251655
1.13,-47.5917833515722,-0.0875258812329053
1.131,-47.5965918819157,-0.0875498477823701
1.132,-47.6012347228952,-0.0875738866843452
1.133,-47.6057138095615,-0.0875979967546601
1.134,-47.610031057347,-0.0876221768142255
1.135,-47.6141883621811,-0.0876464256890207
1.136,-47.6181876006066,-0.0876707422100682
1.137,-47.6220306298978,-0.087695125213492
1.138,-47.6257192881801,-0.0877195735404634
1.139,-47.6292553945509,-0.0877440860372288
1.14,-47.6326407492017,-0.0877686615551108
1.141,-47.6358771335418,-0.0877932989504988
1.142,-47.6389663103225,-0.0878179970848502
1.143,-47.6419100237636,-0.0878427548247077
1.144,-47.6447099996798,-0.0878675710416707
1.145,-47.6473679456092,-0.0878924446124175
1.146,-47.6498855509416,-0.0879173744187
1.147,-47.6522644870489,-0.0879423593473237
1.148,-47.654506407416,-0.0879673982901799
1.149,-47.6566129477717,-0.0879924901442219
1.15,-47.6585857262218,-0.0880176338114682
1.151,-47.6604263433818,-0.0880428281989911
1.152,-47.6621363825108,-0.0880680722189442
1.153,-47.6637174096456,-0.088093364788528
1.154,-47.6651709737362,-0.0881187048300094
1.155,-47.6664986067806,-0.0881440912706967
1.156,-47.6677018239611,-0.0881695230429656
1.157,-47.6687821237803,-0.0881949990842369
1.158,-47.6697409881982,-0.0882205183369845
1.159,-47.6705798827689,-0.0882460797487116
1.16,-47.6713002567781,-0.0882716822719756
1.161,-47.6719035433803,-0.0882973248643684
1.162,-47.6723911597368,-0.0883230064885181
1.163,-47.6727645071535,-0.0883487261120721
1.164,-47.6730249712188,-0.088374482707718
1.165,-47.6731739219413,-0.0884002752531508
1.166,-47.6732127138885,-0.0884261027310983
1.167,-47.6731426863243,-0.0884519641292984
1.168,-47.6729651633469,-0.088477858440477
