"Freq [GHz]","im(Z(1,1)) []"
1.337,-1555.97604815765
1.338,-1554.26435288897
1.339,-1552.55671279385
1.34,-1550.8531144305
1.341,-1549.15354441031
1.342,-1547.45798939785
1.343,-1545.76643611057
1.344,-1544.07887131885
1.345,-1542.39528184533
1.346,-1540.71565456493
1.347,-1539.03997640476
1.348,-1537.36823434353
1.349,-1535.70041541176
1.35,-1534.0365066912
1.351,-1532.37649531483
1.352,-1530.72036846659
1.353,-1529.06811338106
1.354,-1527.41971734338
1.355,-1525.77516768904
1.356,-1524.13445180343
1.357,-1522.49755712197
1.358,-1520.86447112968
1.359,-1519.23518136098
1.36,-1517.60967539955
1.361,-1515.98794087799
1.362,-1514.36996547794
1.363,-1512.75573692932
1.364,-1511.14524301066
1.365,-1509.53847154861
1.366,-1507.93541041766
1.367,-1506.33604754033
1.368,-1504.74037088643
1.369,-1503.14836847328
1.37,-1501.56002836531
1.371,-1499.97533867387
1.372,-1498.39428755714
1.373,-1496.81686321963
1.374,-1495.24305391248
1.375,-1493.67284793282
1.376,-1492.10623362373
1.377,-1490.54319937403
1.378,-1488.98373361814
1.379,-1487.42782483564
1.38,-1485.87546155166
1.381,-1484.32663233584
1.382,-1482.781325803
1.383,-1481.23953061218
1.384,-1479.70123546697
1.385,-1478.16642911525
1.386,-1476.63510034859
1.387,-1475.10723800275
1.388,-1473.58283095678
1.389,-1472.0618681334
1.39,-1470.5443384984
1.391,-1469.03023106077
1.392,-1467.51953487221
1.393,-1466.01223902721
1.394,-1464.50833266271
1.395,-1463.00780495803
1.396,-1461.5106451346
1.397,-1460.01684245569
1.398,-1458.52638622645
1.399,-1457.03926579364
1.4,-1455.55547054534
1.401,-1454.07498991088
1.402,-1452.59781336062
1.403,-1451.12393040582
1.404,-1449.65333059846
1.405,-1448.18600353106
1.406,-1446.72193883618
1.407,-1445.26112618706
1.408,-1443.80355529655
1.409,-1442.34921591726
1.41,-1440.89809784186
1.411,-1439.45019090217
1.412,-1438.0054849692
1.413,-1436.56396995351
1.414,-1435.12563580421
1.415,-1433.69047250953
1.416,-1432.25847009593
1.417,-1430.82961862883
1.418,-1429.4039082114
1.419,-1427.9813289854
1.42,-1426.56187113027
1.421,-1425.1455248633
1.422,-1423.73228043947
1.423,-1422.32212815116
1.424,-1420.91505832806
1.425,-1419.51106133702
1.426,-1418.11012758197
1.427,-1416.71224750335
1.428,-1415.3174115786
1.429,-1413.92561032151
1.43,-1412.53683428218
1.431,-1411.15107404703
1.432,-1409.76832023834
1.433,-1408.38856351438
1.434,-1407.011794569
1.435,-1405.6380041318
1.436,-1404.26718296773
1.437,-1402.89932187681
1.438,-1401.53441169438
1.439,-1400.17244329062
1.44,-1398.81340757056
1.441,-1397.45729547388
1.442,-1396.10409797465
1.443,-1394.7538060814
1.444,-1393.40641083683
1.445,-1392.06190331761
1.446,-1390.72027463448
1.447,-1389.3815159317
1.448,-1388.04561838742
1.449,-1386.71257321298
1.45,-1385.38237165324
1.451,-1384.05500498606
1.452,-1382.73046452243
1.453,-1381.40874160635
1.454,-1380.08982761428
1.455,-1378.77371395551
1.456,-1377.46039207167
1.457,-1376.14985343681
1.458,-1374.84208955704
1.459,-1373.53709197058
1.46,-1372.23485224764
1.461,-1370.93536199007
1.462,-1369.63861283134
1.463,-1368.34459643646
1.464,-1367.05330450187
1.465,-1365.76472875509
1.466,-1364.47886095476
1.467,-1363.19569289057
1.468,-1361.91521638293
1.469,-1360.63742328292
1.47,-1359.36230547232
1.471,-1358.0898548631
1.472,-1356.82006339777
1.473,-1355.5529230487
1.474,-1354.28842581862
1.475,-1353.02656373992
1.476,-1351.7673288749
1.477,-1350.51071331534
1.478,-1349.25670918274
1.479,-1348.00530862787
1.48,-1346.75650383064
1.481,-1345.51028700038
1.482,-1344.26665037518
1.483,-1343.02558622221
1.484,-1341.78708683724
1.485,-1340.55114454472
1.486,-1339.31775169761
1.487,-1338.0869006774
1.488,-1336.85858389366
1.489,-1335.63279378415
1.49,-1334.40952281467
1.491,-1333.18876347901
1.492,-1331.97050829871
1.493,-1330.75474982282
1.494,-1329.5414806281
1.495,-1328.33069331883
1.496,-1327.12238052632
1.497,-1325.91653490931
1.498,-1324.7131491536
1.499,-1323.51221597177
1.5,-1322.31372810344
1.501,-1321.1176783149
1.502,-1319.92405939907
1.503,-1318.73286417535
1.504,-1317.5440854895
1.505,-1316.35771621371
1.506,-1315.17374924613
1.507,-1313.99217751107
1.508,-1312.81299395886
1.509,-1311.63619156549
1.51,-1310.46176333286
1.511,-1309.28970228828
1.512,-1308.12000148471
1.513,-1306.95265400046
1.514,-1305.78765293918
1.515,-1304.62499142964
1.516,-1303.46466262559
1.517,-1302.30665970592
1.518,-1301.15097587431
1.519,-1299.99760435923
1.52,-1298.84653841364
1.521,-1297.69777131528
1.522,-1296.5512963661
1.523,-1295.40710689254
1.524,-1294.26519624527
1.525,-1293.12555779893
1.526,-1291.98818495235
1.527,-1290.85307112826
1.528,-1289.72020977316
1.529,-1288.58959435727
1.53,-1287.46121837447
1.531,-1286.33507534215
1.532,-1285.21115880118
1.533,-1284.08946231556
1.534,-1282.96997947278
1.535,-1281.8527038832
1.536,-1280.73762918037
1.537,-1279.62474902072
1.538,-1278.51405708358
1.539,-1277.40554707089
1.54,-1276.29921270735
1.541,-1275.19504774009
1.542,-1274.09304593876
1.543,-1272.99320109544
1.544,-1271.89550702431
1.545,-1270.79995756184
1.546,-1269.7065465665
1.547,-1268.6152679188
1.548,-1267.52611552107
1.549,-1266.43908329757
1.55,-1265.3541651941
1.551,-1264.2713551782
1.552,-1263.19064723879
1.553,-1262.11203538644
1.554,-1261.03551365284
1.555,-1259.9610760911
1.556,-1258.88871677536
1.557,-1257.81842980093
1.558,-1256.75020928412
1.559,-1255.68404936208
1.56,-1254.6199441927
1.561,-1253.55788795477
1.562,-1252.49787484767
1.563,-1251.43989909122
1.564,-1250.38395492577
1.565,-1249.33003661211
1.566,-1248.27813843128
1.567,-1247.22825468446
1.568,-1246.18037969308
1.569,-1245.13450779854
1.57,-1244.09063336223
1.571,-1243.04875076533
1.572,-1242.00885440896
1.573,-1240.97093871384
1.574,-1239.93499812032
1.575,-1238.90102708841
1.576,-1237.86902009743
1.577,-1236.83897164616
1.578,-1235.81087625271
1.579,-1234.78472845436
1.58,-1233.76052280757
1.581,-1232.7382538879
1.582,-1231.71791628974
1.583,-1230.69950462658
1.584,-1229.68301353065
1.585,-1228.66843765292
1.586,-1227.65577166303
1.587,-1226.64501024926
1.588,-1225.63614811841
1.589,-1224.62917999562
1.59,-1223.62410062454
1.591,-1222.62090476705
1.592,-1221.6195872032
1.593,-1220.62014273121
1.594,-1219.62256616742
1.595,-1218.62685234609
1.596,-1217.63299611942
1.597,-1216.64099235742
1.598,-1215.65083594801
1.599,-1214.66252179663
1.6,-1213.67604482637
1.601,-1212.69139997802
1.602,-1211.70858220963
1.603,-1210.72758649691
1.604,-1209.74840783267
1.605,-1208.77104122709
1.606,-1207.79548170756
1.607,-1206.82172431857
1.608,-1205.84976412167
1.609,-1204.87959619539
1.61,-1203.91121563516
1.611,-1202.94461755326
1.612,-1201.97979707881
1.613,-1201.01674935756
1.614,-1200.05546955187
1.615,-1199.09595284079
1.616,-1198.13819441978
1.617,-1197.18218950081
1.618,-1196.22793331212
1.619,-1195.27542109831
1.62,-1194.32464812028
1.621,-1193.37560965499
1.622,-1192.42830099556
1.623,-1191.48271745118
1.624,-1190.53885434694
1.625,-1189.59670702386
1.626,-1188.65627083886
1.627,-1187.71754116465
1.628,-1186.7805133895
1.629,-1185.84518291755
1.63,-1184.91154516833
1.631,-1183.97959557708
1.632,-1183.04932959437
1.633,-1182.12074268625
1.634,-1181.19383033403
1.635,-1180.2685880344
1.636,-1179.34501129918
1.637,-1178.42309565533
1.638,-1177.50283664505
1.639,-1176.58422982544
1.64,-1175.66727076858
1.641,-1174.75195506144
1.642,-1173.83827830598
1.643,-1172.92623611879
1.644,-1172.01582413132
1.645,-1171.10703798958
1.646,-1170.19987335428
1.647,-1169.29432590063
1.648,-1168.39039131843
1.649,-1167.48806531176
1.65,-1166.58734359924
1.651,-1165.68822191369
1.652,-1164.79069600232
1.653,-1163.89476162643
1.654,-1163.00041456157
1.655,-1162.10765059729
1.656,-1161.21646553729
1.657,-1160.32685519914
1.658,-1159.43881541444
1.659,-1158.55234202858
1.66,-1157.66743090085
1.661,-1156.78407790419
1.662,-1155.9022789254
1.663,-1155.02202986474
1.664,-1154.14332663626
1.665,-1153.26616516744
1.666,-1152.39054139926
1.667,-1151.5164512862
1.668,-1150.64389079604
1.669,-1149.77285590997
1.67,-1148.90334262237
1.671,-1148.03534694094
1.672,-1147.1688648865
1.673,-1146.303892493
1.674,-1145.44042580746
1.675,-1144.57846088989
1.676,-1143.71799381331
1.677,-1142.85902066366
1.678,-1142.00153753966
1.679,-1141.14554055301
1.68,-1140.29102582792
1.681,-1139.43798950156
1.682,-1138.58642772368
1.683,-1137.73633665653
1.684,-1136.88771247511
1.685,-1136.04055136677
1.686,-1135.19484953143
1.687,-1134.35060318139
1.688,-1133.50780854131
1.689,-1132.66646184816
1.69,-1131.82655935123
1.691,-1130.98809731197
1.692,-1130.15107200405
1.693,-1129.31547971325
1.694,-1128.48131673737
1.695,-1127.64857938638
1.696,-1126.8172639821
1.697,-1125.98736685837
1.698,-1125.15888436089
1.699,-1124.33181284718
1.7,-1123.50614868662
1.701,-1122.68188826029
1.702,-1121.85902796102
1.703,-1121.03756419324
1.704,-1120.21749337308
1.705,-1119.39881192818
1.706,-1118.58151629769
1.707,-1117.76560293234
1.708,-1116.95106829419
1.709,-1116.13790885674
1.71,-1115.32612110483
1.711,-1114.51570153464
1.712,-1113.70664665354
1.713,-1112.89895298015
1.714,-1112.09261704429
1.715,-1111.28763538693
1.716,-1110.48400456005
1.717,-1109.6817211267
1.718,-1108.88078166097
1.719,-1108.08118274788
1.72,-1107.28292098339
1.721,-1106.48599297429
1.722,-1105.69039533826
1.723,-1104.8961247037
1.724,-1104.10317770989
1.725,-1103.31155100668
1.726,-1102.52124125467
1.727,-1101.73224512505
1.728,-1100.94455929962
1.729,-1100.15818047068
1.73,-1099.37310534112
1.731,-1098.58933062427
1.732,-1097.80685304379
1.733,-1097.02566933385
1.734,-1096.24577623888
1.735,-1095.46717051369
1.736,-1094.6898489233
1.737,-1093.91380824297
1.738,-1093.13904525819
1.739,-1092.36555676452
1.74,-1091.59333956771
1.741,-1090.82239048356
1.742,-1090.05270633787
1.743,-1089.28428396649
1.744,-1088.51712021515
1.745,-1087.75121193962
1.746,-1086.98655600544
1.747,-1086.22314928807
1.748,-1085.46098867277
1.749,-1084.70007105451
1.75,-1083.94039333804
1.751,-1083.1819524378
1.752,-1082.42474527794
1.753,-1081.66876879217
1.754,-1080.91401992379
1.755,-1080.16049562568
1.756,-1079.40819286024
1.757,-1078.65710859932
1.758,-1077.90723982421
1.759,-1077.15858352571
1.76,-1076.41113670383
1.761,-1075.66489636802
1.762,-1074.91985953707
1.763,-1074.17602323893
1.764,-1073.43338451083
1.765,-1072.69194039923
1.766,-1071.95168795973
1.767,-1071.21262425706
1.768,-1070.47474636504
1.769,-1069.73805136653
1.77,-1069.00253635352
1.771,-1068.26819842685
1.772,-1067.53503469641
1.773,-1066.80304228099
1.774,-1066.07221830834
1.775,-1065.34255991491
1.776,-1064.61406424617
1.777,-1063.88672845624
1.778,-1063.1605497081
1.779,-1062.43552517338
1.78,-1061.71165203246
1.781,-1060.98892747435
1.782,-1060.26734869675
1.783,-1059.54691290589
1.784,-1058.82761731662
1.785,-1058.10945915229
1.786,-1057.39243564478
1.787,-1056.67654403442
1.788,-1055.96178157004
1.789,-1055.2481455088
1.79,-1054.53563311632
1.791,-1053.82424166649
1.792,-1053.1139684416
1.793,-1052.40481073216
1.794,-1051.69676583692
1.795,-1050.98983106299
1.796,-1050.28400372556
1.797,-1049.57928114799
1.798,-1048.87566066179
1.799,-1048.17313960665
1.8,-1047.4717153302
1.801,-1046.77138518824
1.802,-1046.07214654454
1.803,-1045.37399677082
1.804,-1044.67693324685
1.805,-1043.98095336022
1.806,-1043.28605450653
1.807,-1042.59223408917
1.808,-1041.8994895194
1.809,-1041.20781821632
1.81,-1040.51721760676
1.811,-1039.82768512537
1.812,-1039.13921821452
1.813,-1038.45181432422
1.814,-1037.76547091223
1.815,-1037.0801854439
1.816,-1036.39595539222
1.817,-1035.71277823778
1.818,-1035.03065146872
1.819,-1034.34957258073
1.82,-1033.66953907697
1.821,-1032.9905484681
1.822,-1032.31259827228
1.823,-1031.63568601502
1.824,-1030.95980922927
1.825,-1030.28496545534
1.826,-1029.61115224093
1.827,-1028.93836714098
1.828,-1028.2666077178
1.829,-1027.59587154093
1.83,-1026.92615618714
1.831,-1026.25745924043
1.832,-1025.58977829198
1.833,-1024.92311094015
1.834,-1024.25745479042
1.835,-1023.59280745542
1.836,-1022.92916655483
1.837,-1022.26652971535
1.838,-1021.60489457083
1.839,-1020.94425876199
1.84,-1020.28461993666
1.841,-1019.62597574954
1.842,-1018.96832386234
1.843,-1018.31166194361
1.844,-1017.65598766883
1.845,-1017.00129872032
1.846,-1016.34759278725
1.847,-1015.69486756561
1.848,-1015.04312075814
1.849,-1014.39235007438
1.85,-1013.74255323062
1.851,-1013.09372794982
1.852,-1012.44587196165
1.853,-1011.79898300247
1.854,-1011.15305881527
1.855,-1010.50809714964
1.856,-1009.86409576183
1.857,-1009.22105241456
1.858,-1008.57896487722
1.859,-1007.93783092559
1.86,-1007.29764834212
1.861,-1006.65841491563
1.862,-1006.02012844141
1.863,-1005.3827867212
1.864,-1004.74638756316
1.865,-1004.11092878183
1.866,-1003.47640819812
1.867,-1002.84282363929
1.868,-1002.21017293891
1.869,-1001.57845393688
1.87,-1000.94766447935
1.871,-1000.31780241871
1.872,-999.688865613681
1.873,-999.060851929063
1.874,-998.433759235963
1.875,-997.807585411545
1.876,-997.182328339221
1.877,-996.557985908501
1.878,-995.934556014958
1.879,-995.312036560316
1.88,-994.690425452327
1.881,-994.069720604744
1.882,-993.449919937399
1.883,-992.83102137613
1.884,-992.213022852695
1.885,-991.595922304863
1.886,-990.979717676302
1.887,-990.364406916631
1.888,-989.749987981333
1.889,-989.136458831806
1.89,-988.523817435243
1.891,-987.912061764746
1.892,-987.301189799143
1.893,-986.691199523155
1.894,-986.082088927192
1.895,-985.473856007484
1.896,-984.866498765938
1.897,-984.260015210195
1.898,-983.654403353617
1.899,-983.049661215229
1.9,-982.445786819696
1.901,-981.842778197319
1.902,-981.240633384048
1.903,-980.63935042138
1.904,-980.038927356435
1.905,-979.439362241856
1.906,-978.840653135878
1.907,-978.242798102193
1.908,-977.645795210042
1.909,-977.049642534129
1.91,-976.45433815461
1.911,-975.859880157125
1.912,-975.266266632691
1.913,-974.673495677806
1.914,-974.081565394275
1.915,-973.490473889314
1.916,-972.900219275506
1.917,-972.310799670747
1.918,-971.722213198252
1.919,-971.134457986549
1.92,-970.547532169425
1.921,-969.961433885972
1.922,-969.376161280448
1.923,-968.791712502418
1.924,-968.208085706629
1.925,-967.625279053008
1.926,-967.043290706661
1.927,-966.462118837867
1.928,-965.88176162201
1.929,-965.302217239602
1.93,-964.723483876324
1.931,-964.145559722863
1.932,-963.568442974999
1.933,-962.99213183359
1.934,-962.416624504512
1.935,-961.841919198626
1.936,-961.268014131897
1.937,-960.694907525152
1.938,-960.122597604247
1.939,-959.55108260001
1.94,-958.980360748147
1.941,-958.410430289317
1.942,-957.841289469103
1.943,-957.272936537931
1.944,-956.705369751114
1.945,-956.138587368836
1.946,-955.572587656055
1.947,-955.007368882621
1.948,-954.442929323176
1.949,-953.879267257116
1.95,-953.316380968624
1.951,-952.754268746642
1.952,-952.192928884851
1.953,-951.632359681683
1.954,-951.072559440245
1.955,-950.513526468335
1.956,-949.955259078457
1.957,-949.397755587754
1.958,-948.84101431802
1.959,-948.285033595682
1.96,-947.72981175178
1.961,-947.175347121998
1.962,-946.621638046529
1.963,-946.068682870168
1.964,-945.516479942287
1.965,-944.965027616798
1.966,-944.414324252093
1.967,-943.864368211143
1.968,-943.31515786131
1.969,-942.766691574555
1.97,-942.218967727238
1.971,-941.671984700178
1.972,-941.125740878626
1.973,-940.580234652273
1.974,-940.035464415222
1.975,-939.491428565935
1.976,-938.948125507279
1.977,-938.405553646478
1.978,-937.863711395095
1.979,-937.322597169069
1.98,-936.782209388582
1.981,-936.242546478231
1.982,-935.703606866795
1.983,-935.165388987401
1.984,-934.627891277447
1.985,-934.091112178523
1.986,-933.555050136501
1.987,-933.019703601471
1.988,-932.485071027757
1.989,-931.951150873805
1.99,-931.417941602296
1.991,-930.885441680098
1.992,-930.353649578187
1.993,-929.822563771749
1.994,-929.292182739976
1.995,-928.762504966314
1.996,-928.233528938225
1.997,-927.705253147269
1.998,-927.177676089105
1.999,-926.650796263459
2,-926.12461217407
2.001,-925.599122328739
2.002,-925.0743252393
2.003,-924.550219421552
2.004,-924.026803395317
2.005,-923.504075684442
2.006,-922.982034816661
2.007,-922.460679323728
2.008,-921.940007741344
2.009,-921.420018609085
2.01,-920.900710470545
2.011,-920.382081873114
2.012,-919.864131368165
2.013,-919.346857510888
2.014,-918.83025886039
2.015,-918.314333979631
2.016,-917.799081435409
2.017,-917.284499798338
2.018,-916.770587642874
2.019,-916.257343547283
2.02,-915.744766093605
2.021,-915.232853867672
2.022,-914.721605459126
2.023,-914.21101946134
2.024,-913.701094471405
2.025,-913.191829090216
2.026,-912.683221922323
2.027,-912.175271576048
2.028,-911.667976663379
2.029,-911.1613358
2.03,-910.65534760529
2.031,-910.150010702254
2.032,-909.645323717587
2.033,-909.141285281638
2.034,-908.637894028342
2.035,-908.135148595292
2.036,-907.633047623686
2.037,-907.131589758292
2.038,-906.630773647486
2.039,-906.130597943212
2.04,-905.631061300989
2.041,-905.132162379857
2.042,-904.633899842448
2.043,-904.13627235489
2.044,-903.639278586812
2.045,-903.142917211383
2.046,-902.647186905264
2.047,-902.1520863486
2.048,-901.657614224997
2.049,-901.163769221536
2.05,-900.67055002875
2.051,-900.17795534063
2.052,-899.685983854561
2.053,-899.194634271378
2.054,-898.703905295325
2.055,-898.213795634034
2.056,-897.72430399854
2.057,-897.235429103226
2.058,-896.747169665894
2.059,-896.259524407656
2.06,-895.772492052984
2.061,-895.286071329705
2.062,-894.800260968955
2.063,-894.315059705203
2.064,-893.830466276181
2.065,-893.346479422972
2.066,-892.863097889904
2.067,-892.380320424604
2.068,-891.898145777941
2.069,-891.416572704065
2.07,-890.935599960356
2.071,-890.455226307431
2.072,-889.975450509114
2.073,-889.496271332485
2.074,-889.017687547793
2.075,-888.539697928489
2.076,-888.062301251242
2.077,-887.585496295829
2.078,-887.109281845263
2.079,-886.633656685686
2.08,-886.15861960635
2.081,-885.684169399705
2.082,-885.210304861286
2.083,-884.73702478977
2.084,-884.264327986929
2.085,-883.792213257646
2.086,-883.320679409862
2.087,-882.849725254618
2.088,-882.379349606046
2.089,-881.909551281296
2.09,-881.440329100619
