"Freq [GHz]","cang_deg(S(2,1)) [deg]"
1.334,-0.259505827549395
1.335,-0.260002777295028
1.336,-0.260498817709179
1.337,-0.260993949970834
1.338,-0.261488175259843
1.339,-0.261981494756067
1.34,-0.262473909640485
1.341,-0.262965421094289
1.342,-0.263456030299505
1.343,-0.263945738438207
1.344,-0.264434546693382
1.345,-0.264922456248657
1.346,-0.265409468287688
1.347,-0.265895583994906
1.348,-0.266380804555309
1.349,-0.266865131154428
1.35,-0.267348564977676
1.351,-0.267831107211764
1.352,-0.268312759043411
1.353,-0.268793521659859
1.354,-0.269273396248419
1.355,-0.269752383997491
1.356,-0.270230486095659
1.357,-0.270707703731702
1.358,-0.271184038095015
1.359,-0.271659490375213
1.36,-0.272134061762471
1.361,-0.272607753447311
1.362,-0.2730805666206
1.363,-0.273552502473599
1.364,-0.274023562197955
1.365,-0.274493746985506
1.366,-0.274963058028533
1.367,-0.275431496519644
1.368,-0.275899063651973
1.369,-0.27636576061867
1.37,-0.276831588613158
1.371,-0.2772965488296
1.372,-0.277760642461944
1.373,-0.278223870704785
1.374,-0.278686234752836
1.375,-0.279147735801073
1.376,-0.279608375044778
1.377,-0.280068153679383
1.378,-0.280527072901039
1.379,-0.280985133905413
1.38,-0.281442337888942
1.381,-0.28189868604802
1.382,-0.282354179579374
1.383,-0.282808819680044
1.384,-0.283262607547027
1.385,-0.283715544377875
1.386,-0.284167631369701
1.387,-0.284618869720542
1.388,-0.285069260628315
1.389,-0.285518805290824
1.39,-0.285967504906436
1.391,-0.286415360673471
1.392,-0.286862373790603
1.393,-0.287308545456256
1.394,-0.287753876869512
1.395,-0.288198369229023
1.396,-0.288642023734052
1.397,-0.289084841583662
1.398,-0.289526823977196
1.399,-0.289967972113892
1.4,-0.290408287193347
1.401,-0.290847770415113
1.402,-0.29128642297863
1.403,-0.291724246083963
1.404,-0.292161240930722
1.405,-0.292597408718701
1.406,-0.293032750647729
1.407,-0.293467267917926
1.408,-0.293900961729238
1.409,-0.294333833281712
1.41,-0.294765883775342
1.411,-0.295197114410129
1.412,-0.295627526386159
1.413,-0.296057120903683
1.414,-0.296485899162826
1.415,-0.296913862363488
1.416,-0.297341011705972
1.417,-0.297767348390224
1.418,-0.298192873616321
1.419,-0.298617588584262
1.42,-0.299041494494135
1.421,-0.299464592545743
1.422,-0.299886883939261
1.423,-0.300308369874262
1.424,-0.3007290515507
1.425,-0.30114893016822
1.426,-0.301568006926466
1.427,-0.301986283025236
1.428,-0.302403759663735
1.429,-0.302820438041615
1.43,-0.303236319358069
1.431,-0.303651404812368
1.432,-0.304065695603551
1.433,-0.304479192930794
1.434,-0.304891897992801
1.435,-0.305303811988569
1.436,-0.305714936116466
1.437,-0.306125271575124
1.438,-0.306534819563015
1.439,-0.306943581278173
1.44,-0.307351557918721
1.441,-0.307758750682674
1.442,-0.308165160767726
1.443,-0.308570789371289
1.444,-0.308975637691028
1.445,-0.309379706923994
1.446,-0.309782998267247
1.447,-0.310185512917809
1.448,-0.310587252072197
1.449,-0.310988216926883
1.45,-0.311388408678102
1.451,-0.311787828521915
1.452,-0.312186477654277
1.453,-0.312584357270542
1.454,-0.312981468566231
1.455,-0.313377812736661
1.456,-0.313773390976331
1.457,-0.314168204480176
1.458,-0.314562254442575
1.459,-0.314955542057822
1.46,-0.31534806851949
1.461,-0.315739835021489
1.462,-0.316130842757063
1.463,-0.316521092919508
1.464,-0.316910586701373
1.465,-0.317299325295339
1.466,-0.317687309893715
1.467,-0.31807454168843
1.468,-0.318461021870906
1.469,-0.318846751632753
1.47,-0.319231732165044
1.471,-0.319615964658311
1.472,-0.31999945030314
1.473,-0.320382190289627
1.474,-0.320764185807267
1.475,-0.321145438045846
1.476,-0.32152594819422
1.477,-0.321905717441139
1.478,-0.322284746975217
1.479,-0.322663037984383
1.48,-0.323040591656266
1.481,-0.323417409178369
1.482,-0.323793491737485
1.483,-0.324168840520264
1.484,-0.324543456712997
1.485,-0.324917341501542
1.486,-0.325290496071214
1.487,-0.325662921607227
1.488,-0.326034619294123
1.489,-0.326405590316383
1.49,-0.326775835857714
1.491,-0.32714535710178
1.492,-0.327514155231432
1.493,-0.3278822314295
1.494,-0.328249586878074
1.495,-0.328616222758942
1.496,-0.328982140253597
1.497,-0.329347340543018
1.498,-0.329711824807496
1.499,-0.330075594227327
1.5,-0.330438649981963
1.501,-0.330800993250711
1.502,-0.331162625212122
1.503,-0.331523547044542
1.504,-0.331883759925773
1.505,-0.332243265033292
1.506,-0.332602063543682
1.507,-0.332960156633406
1.508,-0.333317545478386
1.509,-0.333674231254078
1.51,-0.33403021513543
1.511,-0.334385498296738
1.512,-0.334740081912047
1.513,-0.335093967154769
1.514,-0.335447155197922
1.515,-0.335799647213835
1.516,-0.336151444374424
1.517,-0.336502547851164
1.518,-0.336852958814901
1.519,-0.337202678435965
1.52,-0.337551707884242
1.521,-0.337900048328958
1.522,-0.338247700938956
1.523,-0.338594666882367
1.524,-0.338940947326963
1.525,-0.339286543439789
1.526,-0.339631456387522
1.527,-0.339975687336159
1.528,-0.340319237451077
1.529,-0.340662107897233
1.53,-0.341004299839068
1.531,-0.341345814440197
1.532,-0.341686652863869
1.533,-0.342026816272851
1.534,-0.342366305828972
1.535,-0.342705122693777
1.536,-0.343043268028075
1.537,-0.343380742992219
1.538,-0.343717548745897
1.539,-0.344053686448034
1.54,-0.344389157257328
1.541,-0.344723962331489
1.542,-0.345058102827863
1.543,-0.345391579902894
1.544,-0.345724394712961
1.545,-0.346056548413179
1.546,-0.346388042158528
1.547,-0.346718877102961
1.548,-0.347049054400204
1.549,-0.347378575203053
1.55,-0.347707440663765
1.551,-0.348035651933922
1.552,-0.348363210164546
1.553,-0.348690116506028
1.554,-0.349016372107851
1.555,-0.349341978119242
1.556,-0.349666935688379
1.557,-0.349991245962999
1.558,-0.350314910090196
1.559,-0.350637929216332
1.56,-0.350960304486996
1.561,-0.351282037047328
1.562,-0.351603128041554
1.563,-0.351923578613453
1.564,-0.352243389905893
1.565,-0.352562563061158
1.566,-0.352881099220983
1.567,-0.35319899952611
1.568,-0.353516265116837
1.569,-0.353832897132637
1.57,-0.354148896712221
1.571,-0.354464264993961
1.572,-0.354779003114901
1.573,-0.355093112211973
1.574,-0.355406593420998
1.575,-0.355719447877223
1.576,-0.356031676715268
1.577,-0.356343281068765
1.578,-0.356654262070955
1.579,-0.356964620854009
1.58,-0.357274358549595
1.581,-0.357583476288652
1.582,-0.357891975201105
1.583,-0.358199856416555
1.584,-0.35850712106349
1.585,-0.358813770269831
1.586,-0.359119805162671
1.587,-0.359425226868566
1.588,-0.359730036512963
1.589,-0.360034235220821
1.59,-0.360337824116141
1.591,-0.360640804322331
1.592,-0.360943176961898
1.593,-0.361244943156726
1.594,-0.361546104027743
1.595,-0.361846660695224
1.596,-0.362146614278616
1.597,-0.362445965896654
1.598,-0.362744716667114
1.599,-0.363042867707279
1.6,-0.363340420133319
1.601,-0.363637375060749
1.602,-0.363933733604365
1.603,-0.364229496878119
1.604,-0.364524665995058
1.605,-0.364819242067593
1.606,-0.365113226206986
1.607,-0.365406619524291
1.608,-0.365699423129149
1.609,-0.365991638130688
1.61,-0.366283265637241
1.611,-0.366574306756119
1.612,-0.366864762594017
1.613,-0.367154634256804
1.614,-0.36744392284929
1.615,-0.367732629475651
1.616,-0.368020755239251
1.617,-0.368308301242437
1.618,-0.368595268586894
1.619,-0.36888165837341
1.62,-0.36916747170202
1.621,-0.369452709671562
1.622,-0.369737373380474
1.623,-0.370021463926216
1.624,-0.370304982405098
1.625,-0.370587929913045
1.626,-0.370870307544776
1.627,-0.37115211639415
1.628,-0.371433357554451
1.629,-0.371714032117902
1.63,-0.371994141175808
1.631,-0.372273685818739
1.632,-0.37255266713622
1.633,-0.372831086217035
1.634,-0.373108944149251
1.635,-0.373386242019714
1.636,-0.373662980914609
1.637,-0.373939161919005
1.638,-0.374214786117527
1.639,-0.374489854593341
1.64,-0.374764368429295
1.641,-0.375038328706942
1.642,-0.375311736507054
1.643,-0.375584592909511
1.644,-0.375856898993388
1.645,-0.376128655836713
1.646,-0.37639986451674
1.647,-0.376670526109615
1.648,-0.376940641690775
1.649,-0.377210212334847
1.65,-0.377479239115053
1.651,-0.377747723104296
1.652,-0.378015665374183
1.653,-0.378283066995499
1.654,-0.378549929038262
1.655,-0.378816252571259
1.656,-0.379082038662513
1.657,-0.379347288379314
1.658,-0.3796120027876
1.659,-0.379876182952769
1.66,-0.380139829939081
1.661,-0.38040294480994
1.662,-0.380665528627755
1.663,-0.380927582454065
1.664,-0.381189107349386
1.665,-0.381450104373333
1.666,-0.381710574584505
1.667,-0.381970519040707
1.668,-0.38222993879878
1.669,-0.382488834914385
1.67,-0.382747208442454
1.671,-0.383005060436887
1.672,-0.383262391950738
1.673,-0.383519204035814
1.674,-0.383775497743295
1.675,-0.384031274123176
1.676,-0.384286534224617
1.677,-0.384541279095749
1.678,-0.384795509783653
1.679,-0.385049227334639
1.68,-0.385302432793877
1.681,-0.385555127205675
1.682,-0.385807311613263
1.683,-0.386058987058933
1.684,-0.386310154584009
1.685,-0.386560815228859
1.686,-0.386810970032851
1.687,-0.387060620034274
1.688,-0.387309766270565
1.689,-0.38755840977824
1.69,-0.387806551592437
1.691,-0.388054192747768
1.692,-0.388301334277555
1.693,-0.38854797721436
1.694,-0.388794122589491
1.695,-0.389039771433434
1.696,-0.389284924775514
1.697,-0.389529583644318
1.698,-0.389773749067203
1.699,-0.390017422070441
1.7,-0.390260603679636
1.701,-0.390503294919083
1.702,-0.390745496812284
1.703,-0.390987210381443
1.704,-0.391228436648066
1.705,-0.391469176632458
1.706,-0.391709431353955
1.707,-0.391949201830802
1.708,-0.392188489080351
1.709,-0.392427294118885
1.71,-0.392665617961637
1.711,-0.392903461622904
1.712,-0.393140826115673
1.713,-0.393377712452317
1.714,-0.393614121643752
1.715,-0.393850054700422
1.716,-0.394085512631086
1.717,-0.394320496443818
1.718,-0.394555007145893
1.719,-0.394789045742961
1.72,-0.3950226132401
1.721,-0.395255710641103
1.722,-0.39548833894902
1.723,-0.395720499165446
1.724,-0.395952192291143
1.725,-0.396183419325965
1.726,-0.396414181268512
1.727,-0.396644479116337
1.728,-0.396874313866053
1.729,-0.397103686513157
1.73,-0.39733259805208
1.731,-0.397561049476262
1.732,-0.397789041778093
1.733,-0.398016575948769
1.734,-0.3982436529786
1.735,-0.398470273856805
1.736,-0.398696439571336
1.737,-0.398922151109319
1.738,-0.39914740945669
1.739,-0.399372215598442
1.74,-0.399596570518498
1.741,-0.399820475199491
1.742,-0.40004393062315
1.743,-0.400266937770152
1.744,-0.400489497620053
1.745,-0.400711611151352
1.746,-0.400933279341535
1.747,-0.401154503166931
1.748,-0.40137528360266
1.749,-0.401595621623109
1.75,-0.401815518201134
1.751,-0.402034974309066
1.752,-0.402253990917686
1.753,-0.402472568996869
1.754,-0.40269070951542
1.755,-0.40290841344091
1.756,-0.403125681740262
1.757,-0.40334251537864
1.758,-0.403558915320583
1.759,-0.403774882529504
1.76,-0.403990417967579
1.761,-0.404205522596009
1.762,-0.404420197374828
1.763,-0.404634443262887
1.764,-0.404848261218245
1.765,-0.405061652197523
1.766,-0.405274617156553
1.767,-0.405487157049712
1.768,-0.405699272830552
1.769,-0.405910965451477
1.77,-0.406122235863596
1.771,-0.406333085017337
1.772,-0.406543513861513
1.773,-0.406753523344127
1.774,-0.406963114412074
1.775,-0.407172288011069
1.776,-0.407381045085756
1.777,-0.407589386579435
1.778,-0.407797313434851
1.779,-0.408004826592959
1.78,-0.408211926994131
1.781,-0.408418615577431
1.782,-0.408624893280683
1.783,-0.408830761040754
1.784,-0.409036219793394
1.785,-0.409241270473062
1.786,-0.409445914013378
1.787,-0.409650151346603
1.788,-0.409853983403937
1.789,-0.410057411115657
1.79,-0.410260435410476
1.791,-0.410463057216387
1.792,-0.410665277460073
1.793,-0.410867097067147
1.794,-0.411068516962152
1.795,-0.411269538068363
1.796,-0.411470161307954
1.797,-0.411670387602038
1.798,-0.411870217870633
1.799,-0.412069653032548
1.8,-0.412268694005319
1.801,-0.412467341705606
1.802,-0.412665597048826
1.803,-0.41286346094931
1.804,-0.41306093432006
1.805,-0.413258018073272
1.806,-0.413454713119684
1.807,-0.413651020368973
1.808,-0.413846940729926
1.809,-0.414042475109828
1.81,-0.414237624415013
1.811,-0.414432389550638
1.812,-0.414626771420766
1.813,-0.41482077092825
1.814,-0.415014388974857
1.815,-0.415207626461178
1.816,-0.415400484286535
1.817,-0.415592963349328
1.818,-0.415785064546615
1.819,-0.415976788774565
1.82,-0.416168136927813
1.821,-0.416359109900189
1.822,-0.41654970858415
1.823,-0.416739933871188
1.824,-0.416929786651449
1.825,-0.417119267814047
1.826,-0.417308378246972
1.827,-0.417497118836907
1.828,-0.417685490469485
1.829,-0.417873494029207
1.83,-0.418061130399393
1.831,-0.418248400462218
1.832,-0.418435305098537
1.833,-0.418621845188274
1.834,-0.41880802161013
1.835,-0.418993835241563
1.836,-0.41917928695898
1.837,-0.419364377637623
1.838,-0.419549108151231
1.839,-0.419733479372949
1.84,-0.41991749217439
1.841,-0.420101147426057
1.842,-0.420284445997452
1.843,-0.420467388756616
1.844,-0.420649976570647
1.845,-0.420832210305415
1.846,-0.421014090825605
1.847,-0.421195618994848
1.848,-0.42137679567542
1.849,-0.421557621728542
1.85,-0.421738098014231
1.851,-0.42191822539132
1.852,-0.422098004717539
1.853,-0.422277436849479
1.854,-0.422456522642274
1.855,-0.42263526295026
1.856,-0.422813658626467
1.857,-0.422991710522559
1.858,-0.423169419489316
1.859,-0.423346786376092
1.86,-0.423523812031274
1.861,-0.423700497302011
1.862,-0.423876843034136
1.863,-0.424052850072487
1.864,-0.424228519260651
1.865,-0.424403851441127
1.866,-0.424578847454989
1.867,-0.424753508142413
1.868,-0.424927834342231
1.869,-0.425101826892122
1.87,-0.42527548662862
1.871,-0.425448814387096
1.872,-0.425621811001601
1.873,-0.425794477305221
1.874,-0.425966814129746
1.875,-0.426138822305612
1.876,-0.426310502662495
1.877,-0.426481856028463
1.878,-0.426652883230564
1.879,-0.426823585094789
1.88,-0.42699396244573
1.881,-0.42716401610695
1.882,-0.427333746900673
1.883,-0.427503155648195
1.884,-0.427672243169313
1.885,-0.427841010282816
1.886,-0.428009457806285
1.887,-0.428177586556118
1.888,-0.42834539734749
1.889,-0.428512890994362
1.89,-0.428680068309701
1.891,-0.428846930104916
1.892,-0.42901347719064
1.893,-0.429179710376044
1.894,-0.4293456304692
1.895,-0.429511238276912
1.896,-0.429676534604941
1.897,-0.429841520257717
1.898,-0.430006196038582
1.899,-0.430170562749625
1.9,-0.430334621191778
1.901,-0.43049837216465
1.902,-0.43066181646689
1.903,-0.430824954895772
1.904,-0.430987788247474
1.905,-0.431150317316917
1.906,-0.431312542897862
1.907,-0.43147446578282
1.908,-0.431636086763254
1.909,-0.431797406629207
1.91,-0.431958426169693
1.911,-0.432119146172585
1.912,-0.432279567424381
1.913,-0.432439690710477
1.914,-0.432599516815067
1.915,-0.4327590465211
1.916,-0.432918280610498
1.917,-0.433077219863683
1.918,-0.433235865060278
1.919,-0.433394216978266
1.92,-0.433552276394831
1.921,-0.433710044085683
1.922,-0.433867520825499
1.923,-0.43402470738775
1.924,-0.434181604544399
1.925,-0.434338213066723
1.926,-0.434494533724524
1.927,-0.434650567286346
1.928,-0.434806314519543
1.929,-0.43496177619052
1.93,-0.435116953064119
1.931,-0.435271845904403
1.932,-0.435426455473725
1.933,-0.435580782533718
1.934,-0.435734827844438
1.935,-0.435888592165082
1.936,-0.436042076253381
1.937,-0.436195280865933
1.938,-0.436348206758327
1.939,-0.436500854684609
1.94,-0.436653225397875
1.941,-0.436805319649936
1.942,-0.436957138191402
1.943,-0.43710868177177
1.944,-0.437259951139194
1.945,-0.437410947040723
1.946,-0.437561670222095
1.947,-0.437712121428029
1.948,-0.437862301401912
1.949,-0.438012210885919
1.95,-0.438161850621193
1.951,-0.438311221347365
1.952,-0.438460323803156
1.953,-0.43860915872596
1.954,-0.438757726851861
1.955,-0.438906028916096
1.956,-0.439054065652279
1.957,-0.439201837793117
1.958,-0.439349346069894
1.959,-0.439496591212924
1.96,-0.439643573951151
1.961,-0.439790295012332
1.962,-0.439936755123133
1.963,-0.440082955008841
1.964,-0.440228895393709
1.965,-0.440374577000732
1.966,-0.440520000551662
1.967,-0.440665166767008
1.968,-0.440810076366378
1.969,-0.440954730067626
1.97,-0.441099128587915
1.971,-0.441243272643037
1.972,-0.441387162947461
1.973,-0.4415308002147
1.974,-0.441674185156646
1.975,-0.441817318484508
1.976,-0.441960200907985
1.977,-0.442102833135528
1.978,-0.442245215874638
1.979,-0.442387349831371
1.98,-0.442529235710756
1.981,-0.442670874216459
1.982,-0.442812266051063
1.983,-0.442953411915985
1.984,-0.443094312511203
1.985,-0.443234968535789
1.986,-0.443375380687432
1.987,-0.443515549662721
1.988,-0.443655476156974
1.989,-0.443795160864322
1.99,-0.4439346044777
1.991,-0.444073807688834
1.992,-0.444212771188261
1.993,-0.444351495665372
1.994,-0.444489981808215
1.995,-0.444628230303715
1.996,-0.444766241837685
1.997,-0.44490401709462
1.998,-0.445041556757822
1.999,-0.445178861509523
2,-0.445315932030545
2.001,-0.445452769000661
2.002,-0.445589373098383
2.003,-0.445725745001073
2.004,-0.445861885384879
2.005,-0.44599779492472
2.006,-0.446133474294284
2.007,-0.446268924166195
2.008,-0.446404145211744
2.009,-0.44653913810104
2.01,-0.446673903503027
2.011,-0.446808442085549
2.012,-0.446942754515065
2.013,-0.447076841456861
2.014,-0.447210703575269
2.015,-0.447344341533107
2.016,-0.447477755992212
2.017,-0.447610947612988
2.018,-0.447743917054964
2.019,-0.44787666497618
2.02,-0.448009192033737
2.021,-0.448141498883375
2.022,-0.448273586179566
2.023,-0.448405454575761
2.024,-0.44853710472416
2.025,-0.448668537275773
2.026,-0.44879975288037
2.027,-0.448930752186522
2.028,-0.449061535841691
2.029,-0.44919210449197
2.03,-0.44932245878254
2.031,-0.449452599357165
2.032,-0.449582526858377
2.033,-0.44971224192779
2.034,-0.449841745205562
2.035,-0.449971037330713
2.036,-0.450100118941124
2.037,-0.450228990673507
2.038,-0.450357653163331
2.039,-0.450486107044793
2.04,-0.450614352951066
2.041,-0.450742391514054
2.042,-0.45087022336446
2.043,-0.450997849131795
2.044,-0.451125269444402
2.045,-0.451252484929433
2.046,-0.451379496212757
2.047,-0.451506303919279
2.048,-0.451632908672423
2.049,-0.451759311094656
2.05,-0.451885511807252
2.051,-0.452011511430091
2.052,-0.452137310582006
2.053,-0.452262909880736
2.054,-0.452388309942594
2.055,-0.452513511382982
2.056,-0.452638514815884
2.057,-0.452763320854164
2.058,-0.452887930109642
2.059,-0.453012343192758
2.06,-0.453136560712818
2.061,-0.453260583278086
2.062,-0.453384411495411
2.063,-0.453508045970656
