"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-45.7374704893906,-0.0159222340382277
1.001,-45.7492167842577,-0.0159789916576092
1.002,-45.7609525177389,-0.0160354992388335
1.003,-45.7726775747919,-0.0160917573202591
1.004,-45.7843918398469,-0.0161477664403691
1.005,-45.7960951968079,-0.0162035271377785
1.006,-45.8077875290535,-0.0162590399512419
1.007,-45.8194687194387,-0.0163143054196147
1.008,-45.8311386502966,-0.0163693240818771
1.009,-45.8427972034391,-0.0164240964771069
1.01,-45.8544442601591,-0.0164786231444977
1.011,-45.866079701232,-0.0165329046232958
1.012,-45.8777034069172,-0.0165869414528767
1.013,-45.8893152569598,-0.0166407341726702
1.014,-45.9009151305925,-0.0166942833221896
1.015,-45.9125029065373,-0.016747589441008
1.016,-45.9240784630077,-0.0168006530687488
1.017,-45.9356416777099,-0.0168534747451046
1.018,-45.9471924278457,-0.0169060550098063
1.019,-45.958730590114,-0.0169583944026269
1.02,-45.9702560407129,-0.0170104934633704
1.021,-45.981768655342,-0.017062352731873
1.022,-45.9932683092049,-0.0171139727479881
1.023,-46.0047548770108,-0.0171653540515817
1.024,-46.0162282329775,-0.0172164971825337
1.025,-46.0276882508335,-0.0172674026807248
1.026,-46.0391348038205,-0.0173180710860407
1.027,-46.0505677646959,-0.0173685029383393
1.028,-46.0619870057356,-0.0174186987774777
1.029,-46.0733923987364,-0.0174686591432876
1.03,-46.0847838150187,-0.0175183845755707
1.031,-46.0961611254294,-0.0175678756141012
1.032,-46.1075242003449,-0.0176171327986081
1.033,-46.1188729096736,-0.0176661566687786
1.034,-46.1302071228593,-0.0177149477642484
1.035,-46.1415267088838,-0.0177635066245984
1.036,-46.1528315362705,-0.0178118337893454
1.037,-46.1641214730869,-0.0178599297979373
1.038,-46.1753963869485,-0.0179077951897503
1.039,-46.1866561450219,-0.0179554305040774
1.04,-46.1979006140278,-0.0180028362801389
1.041,-46.2091296602447,-0.0180500130570485
1.042,-46.2203431495127,-0.0180969613738272
1.043,-46.2315409472365,-0.0181436817694002
1.044,-46.2427229183893,-0.0181901747825956
1.045,-46.2538889275166,-0.0182364409521068
1.046,-46.2650388387398,-0.0182824808165191
1.047,-46.2761725157601,-0.0183282949142994
1.048,-46.2872898218624,-0.0183738837837811
1.049,-46.2983906199193,-0.0184192479631689
1.05,-46.3094747723951,-0.0184643879905235
1.051,-46.32054214135,-0.0185093044037561
1.052,-46.3315925884441,-0.0185539977406453
1.053,-46.342625974942,-0.0185984685387976
1.054,-46.3536421617167,-0.0186427173356769
1.055,-46.3646410092543,-0.0186867446685607
1.056,-46.3756223776584,-0.0187305510745742
1.057,-46.3865861266547,-0.0187741370906688
1.058,-46.3975321155955,-0.0188175032535952
1.059,-46.4084602034644,-0.0188606500999423
1.06,-46.419370248881,-0.0189035781661059
1.061,-46.4302621101062,-0.0189462879882684
1.062,-46.4411356450464,-0.01898878010244
1.063,-46.4519907112589,-0.0190310550443934
1.064,-46.4628271659569,-0.0190731133497325
1.065,-46.4736448660147,-0.0191149555538124
1.066,-46.4844436679728,-0.019156582191787
1.067,-46.4952234280429,-0.01919799379858
1.068,-46.5059840021139,-0.0192391909088892
1.069,-46.5167252457567,-0.0192801740571817
1.07,-46.5274470142301,-0.0193209437776835
1.071,-46.5381491624863,-0.0193615006043845
1.072,-46.5488315451762,-0.0194018450710164
1.073,-46.5594940166556,-0.0194419777110693
1.074,-46.5701364309907,-0.0194818990577779
1.075,-46.5807586419643,-0.0195216096441109
1.076,-46.5913605030811,-0.0195611100027753
1.077,-46.6019418675745,-0.019600400666214
1.078,-46.6125025884122,-0.0196394821665837
1.079,-46.6230425183024,-0.0196783550357786
1.08,-46.6335615097003,-0.0197170198053919
1.081,-46.6440594148142,-0.0197554770067543
1.082,-46.654536085612,-0.0197937271708824
1.083,-46.6649913738276,-0.0198317708285183
1.084,-46.6754251309674,-0.0198696085100844
1.085,-46.6858372083173,-0.0199072407457174
1.086,-46.6962274569486,-0.0199446680652339
1.087,-46.7065957277259,-0.0199818909981505
1.088,-46.7169418713127,-0.0200189100736552
1.089,-46.7272657381794,-0.0200557258206214
1.09,-46.7375671786095,-0.0200923387676017
1.091,-46.7478460427073,-0.0201287494428217
1.092,-46.7581021804044,-0.0201649583741573
1.093,-46.7683354414674,-0.0202009660891823
1.094,-46.7785456755052,-0.0202367731150922
1.095,-46.7887327319761,-0.0202723799787649
1.096,-46.7988964601951,-0.02030778720672
1.097,-46.8090367093419,-0.0203429953251332
1.098,-46.8191533284682,-0.0203780048598091
1.099,-46.8292461665054,-0.0204128163362041
1.1,-46.8393150722722,-0.0204474302794187
