Freq [GHz],S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB)
3.067,-13.01025829,-3.750094809,-15.05735111,-3.724381071,-18.50040667,-15.10457878
3.068,-13.01002769,-3.750212769,-15.05862674,-3.724485742,-18.50953562,-15.10658641
3.069,-13.00980795,-3.750330124,-15.05990847,-3.724589932,-18.51867221,-15.10859932
3.07,-13.00959906,-3.750446872,-15.06119631,-3.724693643,-18.52781644,-15.11061749
3.071,-13.00940103,-3.750563016,-15.06249025,-3.724796874,-18.53696834,-15.11264093
3.072,-13.00921385,-3.750678555,-15.06379029,-3.724899626,-18.54612793,-15.11466961
3.073,-13.00903754,-3.75079349,-15.06509642,-3.725001897,-18.55529521,-15.11670353
3.074,-13.00887208,-3.750907823,-15.06640864,-3.72510369,-18.56447021,-15.11874269
3.075,-13.00871748,-3.751021553,-15.06772694,-3.725205004,-18.57365294,-15.12078707
3.076,-13.00857375,-3.751134681,-15.06905132,-3.725305838,-18.58284341,-15.12283666
3.077,-13.00844088,-3.751247208,-15.07038178,-3.725406195,-18.59204166,-15.12489146
3.078,-13.00831887,-3.751359135,-15.07171831,-3.725506072,-18.60124768,-15.12695144
3.079,-13.00820773,-3.751470462,-15.0730609,-3.725605471,-18.6104615,-15.12901662
3.08,-13.00810745,-3.751581191,-15.07440956,-3.725704393,-18.61968314,-15.13108697
3.081,-13.00801804,-3.751691321,-15.07576428,-3.725802836,-18.6289126,-15.13316248
3.082,-13.0079395,-3.751800853,-15.07712505,-3.725900802,-18.63814992,-15.13524315
3.083,-13.00787183,-3.751909788,-15.07849187,-3.72599829,-18.6473951,-15.13732896
3.084,-13.00781502,-3.752018128,-15.07986474,-3.726095301,-18.65664817,-15.13941991
3.085,-13.00776909,-3.752125871,-15.08124364,-3.726191835,-18.66590913,-15.14151599
3.086,-13.00773403,-3.75223302,-15.08262859,-3.726287892,-18.67517801,-15.14361718
3.087,-13.00770984,-3.752339575,-15.08401956,-3.726383473,-18.68445483,-15.14572349
3.088,-13.00769652,-3.752445537,-15.08541656,-3.726478578,-18.69373959,-15.14783488
3.089,-13.00769408,-3.752550906,-15.08681958,-3.726573206,-18.70303233,-15.14995137
3.09,-13.00770251,-3.752655683,-15.08822862,-3.726667359,-18.71233305,-15.15207293
3.091,-13.00772182,-3.75275987,-15.08964367,-3.726761036,-18.72164177,-15.15419956
3.092,-13.007752,-3.752863466,-15.09106473,-3.726854237,-18.73095851,-15.15633125
3.093,-13.00779306,-3.752966472,-15.09249179,-3.726946964,-18.7402833,-15.15846798
3.094,-13.007845,-3.75306889,-15.09392485,-3.727039216,-18.74961613,-15.16060975
3.095,-13.00790781,-3.75317072,-15.09536391,-3.727130993,-18.75895705,-15.16275655
3.096,-13.0079815,-3.753271962,-15.09680895,-3.727222296,-18.76830605,-15.16490837
3.097,-13.00806607,-3.753372618,-15.09825998,-3.727313125,-18.77766316,-15.16706519
3.098,-13.00816153,-3.753472689,-15.09971699,-3.72740348,-18.7870284,-15.16922701
3.099,-13.00826786,-3.753572174,-15.10117997,-3.727493362,-18.79640179,-15.17139382
3.1,-13.00838507,-3.753671076,-15.10264892,-3.727582771,-18.80578333,-15.1735656
3.101,-13.00851316,-3.753769394,-15.10412383,-3.727671706,-18.81517306,-15.17574235
3.102,-13.00865213,-3.75386713,-15.1056047,-3.727760169,-18.82457099,-15.17792405
3.103,-13.00880199,-3.753964284,-15.10709153,-3.72784816,-18.83397713,-15.1801107
3.104,-13.00896273,-3.754060858,-15.1085843,-3.727935679,-18.84339151,-15.18230229
3.105,-13.00913434,-3.754156851,-15.11008302,-3.728022725,-18.85281414,-15.1844988
3.106,-13.00931685,-3.754252266,-15.11158768,-3.728109301,-18.86224504,-15.18670022
3.107,-13.00951023,-3.754347102,-15.11309827,-3.728195405,-18.87168424,-15.18890655
3.108,-13.0097145,-3.75444136,-15.11461479,-3.728281038,-18.88113174,-15.19111777
3.109,-13.00992965,-3.754535042,-15.11613724,-3.728366201,-18.89058757,-15.19333387
3.11,-13.01015569,-3.754628149,-15.1176656,-3.728450894,-18.90005174,-15.19555485
3.111,-13.0103926,-3.75472068,-15.11919987,-3.728535117,-18.90952428,-15.19778068
3.112,-13.01064041,-3.754812637,-15.12074005,-3.72861887,-18.9190052,-15.20001137
3.113,-13.01089909,-3.754904022,-15.12228614,-3.728702153,-18.92849452,-15.2022469
3.114,-13.01116867,-3.754994833,-15.12383812,-3.728784968,-18.93799227,-15.20448726
3.115,-13.01144912,-3.755085074,-15.12539599,-3.728867315,-18.94749845,-15.20673244
3.116,-13.01174046,-3.755174744,-15.12695975,-3.728949193,-18.95701309,-15.20898242
3.117,-13.01204268,-3.755263844,-15.12852939,-3.729030603,-18.96653621,-15.21123721
3.118,-13.01235579,-3.755352375,-15.13010491,-3.729111545,-18.97606782,-15.21349678
3.119,-13.01267978,-3.755440338,-15.13168629,-3.72919202,-18.98560795,-15.21576112
3.12,-13.01301466,-3.755527735,-15.13327354,-3.729272028,-18.99515662,-15.21803023
3.121,-13.01336042,-3.755614565,-15.13486665,-3.72935157,-19.00471384,-15.2203041
3.122,-13.01371706,-3.75570083,-15.13646561,-3.729430645,-19.01427963,-15.22258271
3.123,-13.01408459,-3.755786531,-15.13807042,-3.729509255,-19.02385402,-15.22486605
3.124,-13.014463,-3.755871669,-15.13968107,-3.729587399,-19.03343701,-15.22715411
3.125,-13.0148523,-3.755956244,-15.14129756,-3.729665078,-19.04302864,-15.22944689
3.126,-13.01525248,-3.756040257,-15.14291988,-3.729742292,-19.05262892,-15.23174436
3.127,-13.01566354,-3.75612371,-15.14454803,-3.729819042,-19.06223787,-15.23404652
3.128,-13.01608548,-3.756206603,-15.146182,-3.729895328,-19.07185551,-15.23635336
3.129,-13.01651831,-3.756288937,-15.14782178,-3.72997115,-19.08148186,-15.23866487
3.13,-13.01696201,-3.756370714,-15.14946737,-3.730046509,-19.09111694,-15.24098103
3.131,-13.0174166,-3.756451934,-15.15111876,-3.730121405,-19.10076078,-15.24330183
3.132,-13.01788207,-3.756532597,-15.15277595,-3.730195838,-19.11041338,-15.24562727
3.133,-13.01835842,-3.756612706,-15.15443893,-3.73026981,-19.12007477,-15.24795733
3.134,-13.01884565,-3.756692261,-15.15610769,-3.73034332,-19.12974497,-15.250292
3.135,-13.01934376,-3.756771262,-15.15778224,-3.730416368,-19.139424,-15.25263127
3.136,-13.01985275,-3.756849712,-15.15946256,-3.730488955,-19.14911189,-15.25497513
3.137,-13.02037262,-3.75692761,-15.16114865,-3.730561082,-19.15880864,-15.25732356
3.138,-13.02090337,-3.757004959,-15.1628405,-3.730632749,-19.16851429,-15.25967656
3.139,-13.02144499,-3.757081758,-15.1645381,-3.730703956,-19.17822885,-15.26203412
3.14,-13.02199749,-3.757158008,-15.16624146,-3.730774704,-19.18795234,-15.26439622
3.141,-13.02256086,-3.757233712,-15.16795056,-3.730844993,-19.19768478,-15.26676285
3.142,-13.02313511,-3.757308869,-15.1696654,-3.730914824,-19.2074262,-15.269134
3.143,-13.02372024,-3.757383481,-15.17138597,-3.730984196,-19.21717661,-15.27150966
3.144,-13.02431624,-3.757457549,-15.17311227,-3.731053111,-19.22693604,-15.27388981
3.145,-13.02492311,-3.757531073,-15.17484429,-3.731121569,-19.2367045,-15.27627446
3.146,-13.02554086,-3.757604055,-15.17658202,-3.73118957,-19.24648202,-15.27866357
3.147,-13.02616947,-3.757676496,-15.17832547,-3.731257114,-19.25626862,-15.28105715
3.148,-13.02680896,-3.757748396,-15.18007461,-3.731324203,-19.26606432,-15.28345518
3.149,-13.02745932,-3.757819757,-15.18182945,-3.731390837,-19.27586914,-15.28585766
3.15,-13.02812054,-3.75789058,-15.18358998,-3.731457015,-19.2856831,-15.28826456
3.151,-13.02879263,-3.757960865,-15.1853562,-3.731522739,-19.29550622,-15.29067587
3.152,-13.02947559,-3.758030614,-15.18712809,-3.731588009,-19.30533853,-15.2930916
3.153,-13.03016942,-3.758099828,-15.18890566,-3.731652825,-19.31518004,-15.29551171
3.154,-13.03087411,-3.758168508,-15.19068889,-3.731717188,-19.32503079,-15.29793621
3.155,-13.03158966,-3.758236654,-15.19247778,-3.731781098,-19.33489078,-15.30036508
3.156,-13.03231608,-3.758304268,-15.19427232,-3.731844556,-19.34476004,-15.30279831
3.157,-13.03305336,-3.758371351,-15.19607251,-3.731907562,-19.35463859,-15.30523588
3.158,-13.03380149,-3.758437904,-15.19787835,-3.731970117,-19.36452646,-15.30767779
3.159,-13.03456049,-3.758503928,-15.19968981,-3.732032221,-19.37442366,-15.31012402
3.16,-13.03533034,-3.758569424,-15.20150691,-3.732093875,-19.38433022,-15.31257457
3.161,-13.03611105,-3.758634392,-15.20332962,-3.732155079,-19.39424617,-15.31502941
3.162,-13.03690262,-3.758698835,-15.20515795,-3.732215833,-19.40417151,-15.31748855
3.163,-13.03770504,-3.758762753,-15.2069919,-3.732276139,-19.41410628,-15.31995196
3.164,-13.03851831,-3.758826147,-15.20883144,-3.732335996,-19.4240505,-15.32241963
3.165,-13.03934243,-3.758889017,-15.21067658,-3.732395405,-19.43400418,-15.32489156
3.166,-13.04017741,-3.758951367,-15.21252731,-3.732454367,-19.44396736,-15.32736773
3.167,-13.04102323,-3.759013195,-15.21438363,-3.732512881,-19.45394005,-15.32984812
3.168,-13.04187989,-3.759074504,-15.21624552,-3.73257095,-19.46392228,-15.33233274
3.169,-13.04274741,-3.759135294,-15.21811298,-3.732628572,-19.47391407,-15.33482156
3.17,-13.04362576,-3.759195566,-15.21998601,-3.732685749,-19.48391544,-15.33731458
3.171,-13.04451496,-3.759255322,-15.2218646,-3.732742481,-19.49392641,-15.33981177
3.172,-13.045415,-3.759314563,-15.22374873,-3.732798768,-19.50394701,-15.34231314
3.173,-13.04632588,-3.759373289,-15.22563842,-3.732854612,-19.51397727,-15.34481866
3.174,-13.0472476,-3.759431501,-15.22753364,-3.732910012,-19.52401719,-15.34732833
3.175,-13.04818015,-3.759489202,-15.22943439,-3.732964969,-19.53406682,-15.34984213
3.176,-13.04912353,-3.759546391,-15.23134067,-3.733019484,-19.54412616,-15.35236006
3.177,-13.05007775,-3.759603071,-15.23325247,-3.733073557,-19.55419525,-15.35488209
3.178,-13.0510428,-3.759659241,-15.23516978,-3.733127189,-19.5642741,-15.35740822
3.179,-13.05201867,-3.759714903,-15.23709259,-3.73318038,-19.57436275,-15.35993844
3.18,-13.05300538,-3.759770058,-15.23902091,-3.733233131,-19.58446121,-15.36247273
3.181,-13.0540029,-3.759824708,-15.24095472,-3.733285442,-19.5945695,-15.36501109
3.182,-13.05501125,-3.759878853,-15.24289401,-3.733337314,-19.60468766,-15.36755349
3.183,-13.05603042,-3.759932494,-15.24483879,-3.733388747,-19.6148157,-15.37009993
3.184,-13.05706042,-3.759985633,-15.24678904,-3.733439743,-19.62495366,-15.37265039
3.185,-13.05810122,-3.760038271,-15.24874475,-3.7334903,-19.63510154,-15.37520487
3.186,-13.05915285,-3.760090408,-15.25070592,-3.733540421,-19.64525938,-15.37776335
3.187,-13.06021528,-3.760142046,-15.25267255,-3.733590105,-19.6554272,-15.38032582
3.188,-13.06128853,-3.760193185,-15.25464462,-3.733639354,-19.66560503,-15.38289227
3.189,-13.06237258,-3.760243828,-15.25662214,-3.733688167,-19.67579289,-15.38546268
3.19,-13.06346745,-3.760293975,-15.25860508,-3.733736546,-19.6859908,-15.38803704
3.191,-13.06457311,-3.760343626,-15.26059345,-3.73378449,-19.69619879,-15.39061535
3.192,-13.06568958,-3.760392784,-15.26258724,-3.733832001,-19.70641688,-15.39319758
3.193,-13.06681685,-3.76044145,-15.26458645,-3.733879079,-19.7166451,-15.39578373
3.194,-13.06795492,-3.760489624,-15.26659106,-3.733925724,-19.72688347,-15.39837378
3.195,-13.06910378,-3.760537307,-15.26860107,-3.733971937,-19.73713202,-15.40096772
3.196,-13.07026343,-3.760584501,-15.27061647,-3.734017719,-19.74739077,-15.40356554
3.197,-13.07143388,-3.760631207,-15.27263726,-3.734063071,-19.75765974,-15.40616723
3.198,-13.07261511,-3.760677426,-15.27466342,-3.734107992,-19.76793897,-15.40877278
3.199,-13.07380713,-3.760723158,-15.27669496,-3.734152483,-19.77822847,-15.41138216
3.2,-13.07500993,-3.760768406,-15.27873187,-3.734196546,-19.78852828,-15.41399538
3.201,-13.07622352,-3.76081317,-15.28077413,-3.734240181,-19.79883841,-15.41661242
3.202,-13.07744788,-3.760857451,-15.28282175,-3.734283387,-19.8091589,-15.41923326
3.203,-13.07868302,-3.760901251,-15.28487471,-3.734326167,-19.81948976,-15.4218579
3.204,-13.07992893,-3.76094457,-15.286933,-3.734368519,-19.82983103,-15.42448631
3.205,-13.08118561,-3.76098741,-15.28899663,-3.734410446,-19.84018273,-15.4271185
3.206,-13.08245306,-3.761029772,-15.29106559,-3.734451948,-19.85054488,-15.42975444
3.207,-13.08373128,-3.761071656,-15.29313986,-3.734493025,-19.86091752,-15.43239413
3.208,-13.08502025,-3.761113065,-15.29521944,-3.734533677,-19.87130066,-15.43503755
3.209,-13.08631999,-3.761153999,-15.29730432,-3.734573906,-19.88169433,-15.43768469
3.21,-13.08763049,-3.761194459,-15.29939451,-3.734613713,-19.89209856,-15.44033553
3.211,-13.08895174,-3.761234446,-15.30148998,-3.734653096,-19.90251338,-15.44299007
3.212,-13.09028374,-3.761273962,-15.30359073,-3.734692059,-19.91293881,-15.4456483
3.213,-13.09162649,-3.761313007,-15.30569677,-3.7347306,-19.92337488,-15.44831019
3.214,-13.09297998,-3.761351584,-15.30780807,-3.734768721,-19.93382161,-15.45097575
3.215,-13.09434422,-3.761389692,-15.30992463,-3.734806422,-19.94427903,-15.45364495
3.216,-13.09571919,-3.761427333,-15.31204645,-3.734843703,-19.95474717,-15.45631778
3.217,-13.09710491,-3.761464508,-15.31417352,-3.734880567,-19.96522606,-15.45899423
3.218,-13.09850136,-3.761501219,-15.31630582,-3.734917012,-19.97571571,-15.46167429
3.219,-13.09990853,-3.761537465,-15.31844337,-3.73495304,-19.98621617,-15.46435795
3.22,-13.10132644,-3.76157325,-15.32058614,-3.734988652,-19.99672745,-15.4670452
3.221,-13.10275507,-3.761608573,-15.32273413,-3.735023847,-20.00724958,-15.46973601
3.222,-13.10419442,-3.761643435,-15.32488734,-3.735058628,-20.01778259,-15.47243038
3.223,-13.10564449,-3.761677839,-15.32704575,-3.735092993,-20.02832651,-15.47512831
3.224,-13.10710527,-3.761711784,-15.32920936,-3.735126945,-20.03888136,-15.47782976
3.225,-13.10857677,-3.761745273,-15.33137817,-3.735160483,-20.04944717,-15.48053474
3.226,-13.11005897,-3.761778306,-15.33355216,-3.735193608,-20.06002397,-15.48324323
3.227,-13.11155188,-3.761810885,-15.33573133,-3.735226322,-20.07061179,-15.48595521
3.228,-13.11305549,-3.761843009,-15.33791567,-3.735258624,-20.08121066,-15.48867068
3.229,-13.1145698,-3.761874682,-15.34010518,-3.735290515,-20.0918206,-15.49138963
3.23,-13.11609481,-3.761905903,-15.34229984,-3.735321996,-20.10244163,-15.49411203
3.231,-13.1176305,-3.761936675,-15.34449966,-3.735353068,-20.1130738,-15.49683788
3.232,-13.11917688,-3.761966997,-15.34670462,-3.735383731,-20.12371712,-15.49956717
3.233,-13.12073395,-3.761996872,-15.34891471,-3.735413986,-20.13437163,-15.50229988
3.234,-13.1223017,-3.762026299,-15.35112994,-3.735443834,-20.14503736,-15.505036
3.235,-13.12388013,-3.762055282,-15.35335029,-3.735473275,-20.15571432,-15.50777552
3.236,-13.12546923,-3.762083819,-15.35557576,-3.73550231,-20.16640256,-15.51051843
3.237,-13.127069,-3.762111914,-15.35780633,-3.73553094,-20.17710209,-15.51326471
3.238,-13.12867943,-3.762139566,-15.36004201,-3.735559165,-20.18781295,-15.51601435
3.239,-13.13030053,-3.762166778,-15.36228278,-3.735586986,-20.19853517,-15.51876734
3.24,-13.13193229,-3.762193549,-15.36452863,-3.735614403,-20.20926878,-15.52152366
3.241,-13.1335747,-3.762219882,-15.36677957,-3.735641419,-20.2200138,-15.52428332
3.242,-13.13522776,-3.762245777,-15.36903559,-3.735668032,-20.23077027,-15.52704628
3.243,-13.13689148,-3.762271235,-15.37129666,-3.735694244,-20.24153821,-15.52981254
3.244,-13.13856583,-3.762296259,-15.3735628,-3.735720056,-20.25231765,-15.53258209
3.245,-13.14025083,-3.762320847,-15.37583399,-3.735745467,-20.26310863,-15.53535492
3.246,-13.14194646,-3.762345003,-15.37811023,-3.73577048,-20.27391116,-15.538131
3.247,-13.14365272,-3.762368727,-15.38039151,-3.735795094,-20.28472529,-15.54091034
3.248,-13.14536961,-3.76239202,-15.38267781,-3.735819311,-20.29555104,-15.54369292
3.249,-13.14709713,-3.762414883,-15.38496914,-3.73584313,-20.30638845,-15.54647872
3.25,-13.14883526,-3.762437318,-15.38726549,-3.735866554,-20.31723753,-15.54926773
3.251,-13.15058401,-3.762459325,-15.38956685,-3.735889582,-20.32809833,-15.55205995
3.252,-13.15234337,-3.762480906,-15.39187321,-3.735912214,-20.33897087,-15.55485535
3.253,-13.15411334,-3.762502062,-15.39418457,-3.735934453,-20.34985518,-15.55765393
3.254,-13.15589392,-3.762522793,-15.39650092,-3.735956299,-20.3607513,-15.56045567
3.255,-13.15768509,-3.762543102,-15.39882225,-3.735977751,-20.37165924,-15.56326057
3.256,-13.15948686,-3.762562989,-15.40114855,-3.735998812,-20.38257906,-15.5660686
3.257,-13.16129922,-3.762582455,-15.40347983,-3.736019482,-20.39351076,-15.56887976
3.258,-13.16312216,-3.762601502,-15.40581606,-3.736039761,-20.4044544,-15.57169404
3.259,-13.16495569,-3.76262013,-15.40815725,-3.73605965,-20.41540999,-15.57451142
3.26,-13.16679979,-3.762638341,-15.41050338,-3.73607915,-20.42637757,-15.57733189
3.261,-13.16865447,-3.762656135,-15.41285446,-3.736098262,-20.43735716,-15.58015543
3.262,-13.17051972,-3.762673515,-15.41521046,-3.736116987,-20.44834881,-15.58298204
3.263,-13.17239553,-3.762690481,-15.4175714,-3.736135324,-20.45935254,-15.58581171
3.264,-13.1742819,-3.762707033,-15.41993725,-3.736153276,-20.47036839,-15.58864442
3.265,-13.17617882,-3.762723175,-15.42230801,-3.736170842,-20.48139638,-15.59148015
3.266,-13.1780863,-3.762738905,-15.42468368,-3.736188023,-20.49243654,-15.5943189
3.267,-13.18000432,-3.762754227,-15.42706425,-3.736204821,-20.50348892,-15.59716066
3.268,-13.18193289,-3.762769139,-15.4294497,-3.736221235,-20.51455354,-15.60000541
3.269,-13.18387199,-3.762783645,-15.43184005,-3.736237267,-20.52563043,-15.60285314
3.27,-13.18582162,-3.762797745,-15.43423526,-3.736252918,-20.53671962,-15.60570383
3.271,-13.18778178,-3.76281144,-15.43663535,-3.736268188,-20.54782116,-15.60855748
3.272,-13.18975247,-3.76282473,-15.4390403,-3.736283077,-20.55893506,-15.61141408
3.273,-13.19173367,-3.762837619,-15.4414501,-3.736297587,-20.57006137,-15.61427361
3.274,-13.19372538,-3.762850105,-15.44386476,-3.736311719,-20.58120011,-15.61713605
3.275,-13.19572761,-3.762862191,-15.44628425,-3.736325473,-20.59235133,-15.6200014
3.276,-13.19774033,-3.762873878,-15.44870858,-3.73633885,-20.60351504,-15.62286965
3.277,-13.19976356,-3.762885167,-15.45113774,-3.73635185,-20.61469129,-15.62574078
3.278,-13.20179728,-3.762896058,-15.45357171,-3.736364475,-20.6258801,-15.62861478
3.279,-13.20384149,-3.762906554,-15.4560105,-3.736376725,-20.63708152,-15.63149164
3.28,-13.20589618,-3.762916654,-15.4584541,-3.736388602,-20.64829557,-15.63437134
3.281,-13.20796135,-3.762926361,-15.4609025,-3.736400105,-20.65952229,-15.63725388
3.282,-13.21003699,-3.762935675,-15.46335569,-3.736411235,-20.67076171,-15.64013925
3.283,-13.21212311,-3.762944598,-15.46581366,-3.736421994,-20.68201387,-15.64302742
3.284,-13.21421968,-3.76295313,-15.46827642,-3.736432382,-20.6932788,-15.64591839
3.285,-13.21632672,-3.762961273,-15.47074394,-3.7364424,-20.70455653,-15.64881214
3.286,-13.2184442,-3.762969027,-15.47321623,-3.736452049,-20.7158471,-15.65170867
3.287,-13.22057214,-3.762976395,-15.47569328,-3.736461329,-20.72715054,-15.65460797
3.288,-13.22271052,-3.762983376,-15.47817508,-3.736470241,-20.73846689,-15.65751001
3.289,-13.22485933,-3.762989973,-15.48066162,-3.736478787,-20.74979617,-15.66041479
3.29,-13.22701858,-3.762996186,-15.4831529,-3.736486966,-20.76113844,-15.66332229
3.291,-13.22918825,-3.763002016,-15.48564891,-3.73649478,-20.77249371,-15.66623251
3.292,-13.23136835,-3.763007464,-15.48814965,-3.736502229,-20.78386203,-15.66914544
3.293,-13.23355886,-3.763012532,-15.4906551,-3.736509314,-20.79524343,-15.67206105
3.294,-13.23575978,-3.763017221,-15.49316526,-3.736516037,-20.80663795,-15.67497934
3.295,-13.23797111,-3.763021532,-15.49568012,-3.736522397,-20.81804562,-15.6779003
3.296,-13.24019284,-3.763025465,-15.49819967,-3.736528396,-20.82946647,-15.68082391
3.297,-13.24242496,-3.763029022,-15.50072392,-3.736534034,-20.84090054,-15.68375016
3.298,-13.24466747,-3.763032205,-15.50325285,-3.736539312,-20.85234788,-15.68667905
3.299,-13.24692036,-3.763035013,-15.50578645,-3.736544232,-20.8638085,-15.68961055
3.3,-13.24918363,-3.763037449,-15.50832472,-3.736548793,-20.87528246,-15.69254467
3.301,-13.25145728,-3.763039513,-15.51086765,-3.736552997,-20.88676978,-15.69548137
3.302,-13.25374128,-3.763041206,-15.51341523,-3.736556844,-20.8982705,-15.69842066
3.303,-13.25603565,-3.76304253,-15.51596746,-3.736560336,-20.90978467,-15.70136253
3.304,-13.25834038,-3.763043486,-15.51852434,-3.736563472,-20.9213123,-15.70430695
3.305,-13.26065545,-3.763044074,-15.52108584,-3.736566254,-20.93285345,-15.70725392
3.306,-13.26298086,-3.763044296,-15.52365198,-3.736568683,-20.94440814,-15.71020343
3.307,-13.26531662,-3.763044153,-15.52622273,-3.73657076,-20.95597642,-15.71315546
3.308,-13.2676627,-3.763043646,-15.5287981,-3.736572485,-20.96755833,-15.71611
3.309,-13.27001911,-3.763042776,-15.53137807,-3.736573859,-20.97915389,-15.71906705
3.31,-13.27238584,-3.763041544,-15.53396264,-3.736574883,-20.99076314,-15.72202659
3.311,-13.27476289,-3.763039952,-15.53655181,-3.736575557,-21.00238614,-15.7249886
3.312,-13.27715024,-3.763038,-15.53914556,-3.736575884,-21.0140229,-15.72795308
3.313,-13.27954789,-3.763035689,-15.54174389,-3.736575862,-21.02567347,-15.73092002
3.314,-13.28195584,-3.76303302,-15.54434679,-3.736575494,-21.03733789,-15.7338894
3.315,-13.28437408,-3.763029996,-15.54695426,-3.736574781,-21.04901619,-15.73686121
3.316,-13.28680261,-3.763026616,-15.54956629,-3.736573721,-21.06070842,-15.73983544
3.317,-13.28924141,-3.763022881,-15.55218287,-3.736572318,-21.0724146,-15.74281208
3.318,-13.29169048,-3.763018794,-15.554804,-3.736570571,-21.08413479,-15.74579112
3.319,-13.29414982,-3.763014354,-15.55742967,-3.736568482,-21.09586902,-15.74877255
3.32,-13.29661941,-3.763009564,-15.56005986,-3.736566051,-21.10761732,-15.75175634
3.321,-13.29909926,-3.763004423,-15.56269459,-3.736563279,-21.11937974,-15.75474251
3.322,-13.30158936,-3.762998934,-15.56533383,-3.736560167,-21.13115631,-15.75773102
