Freq [GHz],S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
1.323,43.32087385,168.7325934,-94.04899342,168.6738925,101.1159731,-94.80339232
1.324,43.24331675,168.5862674,-94.18458472,168.5275938,100.9352059,-94.93887228
1.325,43.16580011,168.4399387,-94.32009221,168.3812927,100.7544396,-95.07426607
1.326,43.08832398,168.2936071,-94.45551594,168.2349892,100.5736742,-95.20957372
1.327,43.01088842,168.1472727,-94.59085593,168.0886833,100.3929097,-95.34479529
1.328,42.9334935,168.0009354,-94.7261122,167.942375,100.2121462,-95.4799308
1.329,42.85613927,167.8545954,-94.86128479,167.7960643,100.0313835,-95.6149803
1.33,42.7788258,167.7082526,-94.99637373,167.6497512,99.85062162,-95.74994384
1.331,42.70155314,167.5619069,-95.13137904,167.5034357,99.66986062,-95.88482144
1.332,42.62432137,167.4155584,-95.26630075,167.3571178,99.48910044,-96.01961315
1.333,42.54713054,167.2692071,-95.4011389,167.2107974,99.30834108,-96.15431902
1.334,42.46998072,167.1228529,-95.53589351,167.0644746,99.12758252,-96.28893907
1.335,42.39287196,166.976496,-95.67056462,166.9181494,98.94682473,-96.42347336
1.336,42.31580435,166.8301362,-95.80515225,166.7718218,98.76606771,-96.55792193
1.337,42.23877793,166.6837735,-95.93965644,166.6254918,98.58531144,-96.69228481
1.338,42.16179277,166.5374081,-96.07407721,166.4791593,98.4045559,-96.82656206
1.339,42.08484895,166.3910398,-96.2084146,166.3328244,98.22380108,-96.9607537
1.34,42.00794652,166.2446686,-96.34266864,166.1864871,98.04304697,-97.09485979
1.341,41.93108554,166.0982947,-96.47683937,166.0401473,97.86229355,-97.22888036
1.342,41.8542661,165.9519179,-96.61092681,165.8938051,97.6815408,-97.36281547
1.343,41.77748824,165.8055382,-96.744931,165.7474604,97.50078872,-97.49666514
1.344,41.70075205,165.6591557,-96.87885197,165.6011133,97.32003728,-97.63042944
1.345,41.62405758,165.5127704,-97.01268976,165.4547638,97.13928647,-97.76410839
1.346,41.54740491,165.3663822,-97.1464444,165.3084118,96.95853629,-97.89770204
1.347,41.4707941,165.2199912,-97.28011592,165.1620574,96.7777867,-98.03121044
1.348,41.39422522,165.0735973,-97.41370436,165.0157005,96.5970377,-98.16463363
1.349,41.31769834,164.9272006,-97.54720975,164.8693411,96.41628929,-98.29797166
1.35,41.24121353,164.780801,-97.68063214,164.7229793,96.23554143,-98.43122456
1.351,41.16477086,164.6343985,-97.81397155,164.576615,96.05479412,-98.56439239
1.352,41.0883704,164.4879933,-97.94722802,164.4302483,95.87404734,-98.6974752
1.353,41.01201222,164.3415851,-98.08040159,164.283879,95.69330108,-98.83047302
1.354,40.93569638,164.1951741,-98.2134923,164.1375074,95.51255533,-98.9633859
1.355,40.85942297,164.0487602,-98.34650018,163.9911332,95.33181008,-99.09621389
1.356,40.78319205,163.9023435,-98.47942527,163.8447566,95.1510653,-99.22895703
1.357,40.7070037,163.7559239,-98.61226761,163.6983775,94.97032099,-99.36161538
1.358,40.63085798,163.6095014,-98.74502724,163.5519959,94.78957714,-99.49418897
1.359,40.55475497,163.4630761,-98.8777042,163.4056118,94.60883372,-99.62667786
1.36,40.47869475,163.3166479,-99.01029852,163.2592253,94.42809073,-99.7590821
1.361,40.40267738,163.1702168,-99.14281025,163.1128362,94.24734816,-99.89140172
1.362,40.32670294,163.0237829,-99.27523943,162.9664447,94.06660599,-100.0236368
1.363,40.2507715,162.8773461,-99.4075861,162.8200506,93.8858642,-100.1557873
1.364,40.17488315,162.7309064,-99.53985029,162.6736541,93.7051228,-100.2878534
1.365,40.09903794,162.5844638,-99.67203206,162.5272551,93.52438175,-100.4198351
1.366,40.02323597,162.4380184,-99.80413144,162.3808536,93.34364106,-100.5517324
1.367,39.9474773,162.29157,-99.93614848,162.2344495,93.16290071,-100.6835454
1.368,39.87176202,162.1451188,-100.0680832,162.088043,92.98216068,-100.8152741
1.369,39.79609019,161.9986647,-100.1999357,161.941634,92.80142097,-100.9469187
1.37,39.72046189,161.8522077,-100.331706,161.7952224,92.62068156,-101.078479
1.371,39.64487721,161.7057479,-100.4633941,161.6488083,92.43994244,-101.2099553
1.372,39.56933622,161.5592851,-100.595,161.5023917,92.2592036,-101.3413475
1.373,39.493839,161.4128195,-100.7265239,161.3559726,92.07846502,-101.4726556
1.374,39.41838562,161.2663509,-100.8579658,161.209551,91.8977267,-101.6038799
1.375,39.34297617,161.1198795,-100.9893257,161.0631269,91.71698863,-101.7350202
1.376,39.26761073,160.9734051,-101.1206036,160.9167002,91.53625078,-101.8660766
1.377,39.19228937,160.8269279,-101.2517996,160.770271,91.35551316,-101.9970493
1.378,39.11701217,160.6804478,-101.3829138,160.6238392,91.17477574,-102.1279382
1.379,39.04177922,160.5339647,-101.5139463,160.4774049,90.99403852,-102.2587435
1.38,38.9665906,160.3874788,-101.6448969,160.3309681,90.81330148,-102.3894651
1.381,38.89144639,160.24099,-101.7757659,160.1845288,90.63256462,-102.5201031
1.382,38.81634666,160.0944982,-101.9065532,160.0380869,90.45182793,-102.6506576
1.383,38.74129151,159.9480036,-102.0372589,159.8916424,90.27109139,-102.7811287
1.384,38.66628102,159.801506,-102.1678831,159.7451954,90.09035498,-102.9115163
1.385,38.59131526,159.6550055,-102.2984258,159.5987459,89.90961871,-103.0418205
1.386,38.51639432,159.5085021,-102.428887,159.4522938,89.72888256,-103.1720415
1.387,38.44151829,159.3619958,-102.5592669,159.3058391,89.54814652,-103.3021792
1.388,38.36668724,159.2154866,-102.6895654,159.1593819,89.36741058,-103.4322338
1.389,38.29190127,159.0689745,-102.8197826,159.0129221,89.18667473,-103.5622052
1.39,38.21716046,158.9224594,-102.9499186,158.8664597,89.00593895,-103.6920936
1.391,38.1424649,158.7759415,-103.0799734,158.7199948,88.82520324,-103.8218989
1.392,38.06781466,158.6294206,-103.2099472,158.5735274,88.64446759,-103.9516213
1.393,37.99320984,158.4828968,-103.3398398,158.4270573,88.46373199,-104.0812608
1.394,37.91865053,158.33637,-103.4696515,158.2805847,88.28299643,-104.2108175
1.395,37.8441368,158.1898403,-103.5993822,158.1341095,88.10226089,-104.3402915
1.396,37.76966875,158.0433077,-103.729032,157.9876317,87.92152537,-104.4696827
1.397,37.69524647,157.8967722,-103.8586009,157.8411513,87.74078985,-104.5989913
1.398,37.62087004,157.7502337,-103.9880891,157.6946683,87.56005434,-104.7282173
1.399,37.54653955,157.6036924,-104.1174966,157.5481828,87.37931881,-104.8573607
1.4,37.47225509,157.457148,-104.2468235,157.4016947,87.19858326,-104.9864218
1.401,37.39801676,157.3106008,-104.3760697,157.2552039,87.01784768,-105.1154004
1.402,37.32382464,157.1640505,-104.5052354,157.1087106,86.83711206,-105.2442967
1.403,37.24967881,157.0174974,-104.6343207,156.9622147,86.65637639,-105.3731108
1.404,37.17557938,156.8709413,-104.7633255,156.8157162,86.47564067,-105.5018426
1.405,37.10152644,156.7243823,-104.89225,156.669215,86.29490487,-105.6304924
1.406,37.02752007,156.5778203,-105.0210942,156.5227113,86.11416899,-105.75906
1.407,36.95356036,156.4312554,-105.1498582,156.3762049,85.93343303,-105.8875457
1.408,36.87964742,156.2846875,-105.278542,156.229696,85.75269698,-106.0159494
1.409,36.80578132,156.1381167,-105.4071458,156.0831844,85.57196082,-106.1442713
1.41,36.73196217,155.9915429,-105.5356695,155.9366702,85.39122455,-106.2725114
1.411,36.65819007,155.8449662,-105.6641133,155.7901534,85.21048815,-106.4006698
1.412,36.58446509,155.6983866,-105.7924772,155.643634,85.02975163,-106.5287465
1.413,36.51078734,155.5518039,-105.9207613,155.4971119,84.84901496,-106.6567416
1.414,36.43715692,155.4052183,-106.0489657,155.3505872,84.66827815,-106.7846552
1.415,36.36357391,155.2586298,-106.1770903,155.2040599,84.48754119,-106.9124874
1.416,36.29003842,155.1120383,-106.3051354,155.05753,84.30680406,-107.0402382
1.417,36.21655053,154.9654438,-106.4331009,154.9109974,84.12606675,-107.1679077
1.418,36.14311035,154.8188464,-106.560987,154.7644622,83.94532927,-107.295496
1.419,36.06971798,154.672246,-106.6887936,154.6179243,83.7645916,-107.4230031
1.42,35.9963735,154.5256427,-106.816521,154.4713838,83.58385373,-107.5504291
1.421,35.92307703,154.3790363,-106.9441691,154.3248406,83.40311566,-107.6777742
1.422,35.84982865,154.2324271,-107.071738,154.1782948,83.22237737,-107.8050383
1.423,35.77662847,154.0858148,-107.1992278,154.0317464,83.04163887,-107.9322216
1.424,35.70347658,153.9391996,-107.3266386,153.8851953,82.86090013,-108.059324
1.425,35.63037309,153.7925813,-107.4539705,153.7386415,82.68016116,-108.1863458
1.426,35.55731809,153.6459602,-107.5812235,153.5920851,82.49942195,-108.313287
1.427,35.48431168,153.499336,-107.7083977,153.445526,82.31868249,-108.4401476
1.428,35.41135397,153.3527089,-107.8354932,153.2989643,82.13794277,-108.5669278
1.429,35.33844506,153.2060788,-107.9625101,153.1523998,81.95720278,-108.6936275
1.43,35.26558504,153.0594457,-108.0894484,153.0058328,81.77646253,-108.820247
1.431,35.19277402,152.9128096,-108.2163082,152.859263,81.59572199,-108.9467862
1.432,35.12001211,152.7661705,-108.3430897,152.7126906,81.41498116,-109.0732453
1.433,35.0472994,152.6195285,-108.4697929,152.5661155,81.23424004,-109.1996243
1.434,34.974636,152.4728835,-108.5964178,152.4195377,81.05349862,-109.3259234
1.435,34.90202201,152.3262354,-108.7229646,152.2729572,80.87275689,-109.4521425
1.436,34.82945754,152.1795844,-108.8494333,152.1263741,80.69201485,-109.5782818
1.437,34.75694269,152.0329304,-108.9758241,151.9797882,80.51127249,-109.7043415
1.438,34.68447756,151.8862734,-109.102137,151.8331997,80.33052979,-109.8303214
1.439,34.61206227,151.7396135,-109.2283721,151.6866085,80.14978677,-109.9562218
1.44,34.53969691,151.5929505,-109.3545294,151.5400146,79.9690434,-110.0820427
1.441,34.4673816,151.4462845,-109.4806092,151.3934179,79.78829968,-110.2077843
1.442,34.39511644,151.2996155,-109.6066114,151.2468186,79.60755561,-110.3334465
1.443,34.32290153,151.1529436,-109.7325362,151.1002166,79.42681118,-110.4590296
1.444,34.25073699,151.0062686,-109.8583836,150.9536119,79.24606638,-110.5845335
1.445,34.17862292,150.8595906,-109.9841538,150.8070045,79.06532121,-110.7099583
1.446,34.10655943,150.7129097,-110.1098468,150.6603943,78.88457566,-110.8353043
1.447,34.03454663,150.5662257,-110.2354628,150.5137815,78.70382972,-110.9605714
1.448,33.96258463,150.4195387,-110.3610017,150.3671659,78.52308339,-111.0857597
1.449,33.89067354,150.2728487,-110.4864638,150.2205476,78.34233667,-111.2108694
1.45,33.81881347,150.1261557,-110.611849,150.0739266,78.16158954,-111.3359005
1.451,33.74700453,149.9794597,-110.7371576,149.9273029,77.98084201,-111.4608531
1.452,33.67524682,149.8327607,-110.8623896,149.7806765,77.80009406,-111.5857273
1.453,33.60354047,149.6860587,-110.9875451,149.6340473,77.61934568,-111.7105233
1.454,33.53188558,149.5393536,-111.1126242,149.4874154,77.43859689,-111.835241
1.455,33.46028226,149.3926456,-111.237627,149.3407808,77.25784766,-111.9598807
1.456,33.38873064,149.2459345,-111.3625535,149.1941434,77.077098,-112.0844424
1.457,33.31723081,149.0992204,-111.487404,149.0475033,76.89634789,-112.2089261
1.458,33.24578289,148.9525033,-111.6121785,148.9008604,76.71559734,-112.3333321
1.459,33.17438701,148.8057832,-111.7368771,148.7542148,76.53484633,-112.4576603
1.46,33.10304326,148.6590601,-111.8614999,148.6075665,76.35409487,-112.581911
1.461,33.03175178,148.5123339,-111.986047,148.4609154,76.17334294,-112.7060842
1.462,32.96051266,148.3656047,-112.1105185,148.3142616,75.99259054,-112.8301799
1.463,32.88932603,148.2188725,-112.2349146,148.167605,75.81183768,-112.9541984
1.464,32.81819201,148.0721372,-112.3592353,148.0209457,75.63108433,-113.0781397
1.465,32.7471107,147.925399,-112.4834807,147.8742836,75.4503305,-113.2020039
1.466,32.67608223,147.7786577,-112.6076509,147.7276187,75.26957619,-113.3257911
1.467,32.60510671,147.6319134,-112.7317462,147.5809511,75.08882138,-113.4495014
1.468,32.53418426,147.485166,-112.8557665,147.4342808,74.90806607,-113.573135
1.469,32.46331501,147.3384156,-112.979712,147.2876076,74.72731027,-113.6966919
1.47,32.39249906,147.1916622,-113.1035827,147.1409317,74.54655395,-113.8201722
1.471,32.32173653,147.0449058,-113.2273789,146.994253,74.36579713,-113.9435761
1.472,32.25102755,146.8981463,-113.3511006,146.8475716,74.18503979,-114.0669037
1.473,32.18037224,146.7513838,-113.4747479,146.7008874,74.00428194,-114.190155
1.474,32.10977071,146.6046182,-113.598321,146.5542004,73.82352356,-114.3133302
1.475,32.03922309,146.4578496,-113.7218199,146.4075106,73.64276465,-114.4364295
1.476,31.96872949,146.311078,-113.8452449,146.260818,73.46200521,-114.5594528
1.477,31.89829004,146.1643033,-113.9685959,146.1141227,73.28124524,-114.6824003
1.478,31.82790487,146.0175256,-114.0918732,145.9674245,73.10048472,-114.8052722
1.479,31.75757408,145.8707448,-114.2150768,145.8207236,72.91972367,-114.9280686
1.48,31.68729781,145.723961,-114.3382068,145.6740199,72.73896206,-115.0507895
1.481,31.61707617,145.5771742,-114.4612634,145.5273134,72.5581999,-115.1734351
1.482,31.5469093,145.4303843,-114.5842468,145.3806041,72.37743719,-115.2960056
1.483,31.47679731,145.2835914,-114.707157,145.233892,72.19667392,-115.4185009
1.484,31.40674033,145.1367954,-114.8299941,145.0871771,72.01591008,-115.5409213
1.485,31.33673848,144.9899963,-114.9527583,144.9404594,71.83514568,-115.6632668
1.486,31.26679189,144.8431942,-115.0754498,144.7937389,71.65438071,-115.7855377
1.487,31.19690068,144.6963891,-115.1980685,144.6470156,71.47361517,-115.9077339
1.488,31.12706499,144.5495809,-115.3206147,144.5002894,71.29284905,-116.0298557
1.489,31.05728493,144.4027697,-115.4430886,144.3535605,71.11208235,-116.1519031
1.49,30.98756063,144.2559554,-115.5654901,144.2068287,70.93131507,-116.2738763
1.491,30.91789222,144.1091381,-115.6878195,144.0600942,70.7505472,-116.3957754
1.492,30.84827983,143.9623177,-115.8100769,143.9133568,70.56977874,-116.5176006
1.493,30.77872359,143.8154942,-115.9322624,143.7666166,70.38900969,-116.6393519
1.494,30.70922362,143.6686677,-116.0543761,143.6198736,70.20824004,-116.7610295
1.495,30.63978005,143.5218381,-116.1764183,143.4731277,70.02746979,-116.8826335
1.496,30.57039301,143.3750055,-116.2983889,143.326379,69.84669895,-117.004164
1.497,30.50106263,143.2281698,-116.4202883,143.1796275,69.66592749,-117.1256212
1.498,30.43178904,143.081331,-116.5421164,143.0328732,69.48515543,-117.2470052
1.499,30.36257238,142.9344892,-116.6638735,142.886116,69.30438276,-117.3683162
1.5,30.29341276,142.7876443,-116.7855596,142.739356,69.12360948,-117.4895542
1.501,30.22431033,142.6407964,-116.907175,142.5925932,68.94283558,-117.6107195
1.502,30.15526521,142.4939454,-117.0287197,142.4458275,68.76206107,-117.7318121
1.503,30.08627754,142.3470913,-117.1501939,142.299059,68.58128593,-117.8528321
1.504,30.01734744,142.2002342,-117.2715978,142.1522876,68.40051017,-117.9737798
1.505,29.94847506,142.053374,-117.3929314,142.0055134,68.21973378,-118.0946552
1.506,29.87966052,141.9065107,-117.514195,141.8587364,68.03895677,-118.2154585
1.507,29.81090396,141.7596444,-117.6353887,141.7119565,67.85817913,-118.3361899
1.508,29.74220551,141.612775,-117.7565126,141.5651737,67.67740085,-118.4568494
1.509,29.6735653,141.4659025,-117.8775668,141.4183881,67.49662194,-118.5774372
1.51,29.60498348,141.319027,-117.9985516,141.2715996,67.31584239,-118.6979535
1.511,29.53646017,141.1721483,-118.1194671,141.1248083,67.13506221,-118.8183984
1.512,29.46799551,141.0252667,-118.2403134,140.9780141,66.95428138,-118.938772
1.513,29.39958963,140.8783819,-118.3610907,140.8312171,66.77349991,-119.0590746
1.514,29.33124268,140.7314941,-118.4817991,140.6844172,66.59271779,-119.1793061
1.515,29.26295479,140.5846032,-118.6024388,140.5376144,66.41193503,-119.2994668
1.516,29.19472609,140.4377092,-118.7230099,140.3908088,66.23115162,-119.4195569
1.517,29.12655673,140.2908121,-118.8435126,140.2440003,66.05036756,-119.5395764
1.518,29.05844684,140.143912,-118.9639471,140.0971889,65.86958285,-119.6595256
1.519,28.99039655,139.9970088,-119.0843135,139.9503746,65.68879748,-119.7794045
1.52,28.92240602,139.8501025,-119.2046119,139.8035575,65.50801146,-119.8992134
1.521,28.85447537,139.7031931,-119.3248426,139.6567375,65.32722479,-120.0189523
1.522,28.78660474,139.5562807,-119.4450057,139.5099146,65.14643745,-120.1386215
1.523,28.71879428,139.4093651,-119.5651013,139.3630889,64.96564946,-120.2582211
1.524,28.65104412,139.2624465,-119.6851296,139.2162602,64.7848608,-120.3777512
1.525,28.58335441,139.1155249,-119.8050908,139.0694287,64.60407148,-120.497212
1.526,28.51572529,138.9686001,-119.9249851,138.9225943,64.4232815,-120.6166037
1.527,28.44815689,138.8216722,-120.0448126,138.775757,64.24249085,-120.7359264
1.528,28.38064936,138.6747413,-120.1645734,138.6289168,64.06169954,-120.8551803
1.529,28.31320283,138.5278073,-120.2842678,138.4820737,63.88090756,-120.9743655
1.53,28.24581747,138.3808702,-120.4038959,138.3352277,63.70011491,-121.0934822
1.531,28.17849339,138.23393,-120.5234578,138.1883789,63.51932159,-121.2125305
1.532,28.11123075,138.0869868,-120.6429539,138.0415271,63.3385276,-121.3315107
1.533,28.04402969,137.9400404,-120.7623841,137.8946724,63.15773294,-121.4504229
1.534,27.97689036,137.793091,-120.8817487,137.7478149,62.97693761,-121.5692672
1.535,27.90981289,137.6461385,-121.0010479,137.6009544,62.7961416,-121.6880439
1.536,27.84279744,137.4991829,-121.1202819,137.454091,62.61534492,-121.806753
1.537,27.77584414,137.3522242,-121.2394508,137.3072248,62.43454757,-121.9253947
1.538,27.70895314,137.2052624,-121.3585547,137.1603556,62.25374954,-122.0439693
1.539,27.64212459,137.0582976,-121.4775939,137.0134835,62.07295084,-122.1624769
1.54,27.57535863,136.9113296,-121.5965686,136.8666085,61.89215145,-122.2809177
1.541,27.50865541,136.7643586,-121.7154789,136.7197306,61.7113514,-122.3992917
1.542,27.44201507,136.6173845,-121.834325,136.5728498,61.53055066,-122.5175993
1.543,27.37543776,136.4704073,-121.9531072,136.425966,61.34974925,-122.6358406
1.544,27.30892364,136.323427,-122.0718254,136.2790794,61.16894716,-122.7540157
1.545,27.24247283,136.1764436,-122.1904801,136.1321898,60.98814439,-122.8721248
1.546,27.1760855,136.0294571,-122.3090713,135.9852973,60.80734094,-122.9901682
1.547,27.10976179,135.8824675,-122.4275992,135.8384019,60.62653681,-123.1081459
1.548,27.04350185,135.7354749,-122.546064,135.6915036,60.445732,-123.2260582
1.549,26.97730583,135.5884791,-122.6644659,135.5446023,60.26492651,-123.3439052
1.55,26.91117387,135.4414803,-122.7828051,135.3976981,60.08412035,-123.4616872
1.551,26.84510612,135.2944784,-122.9010818,135.250791,59.9033135,-123.5794042
1.552,26.77910275,135.1474733,-123.0192961,135.103881,59.72250597,-123.6970566
1.553,26.71316388,135.0004652,-123.1374483,134.956968,59.54169777,-123.8146444
1.554,26.64728969,134.853454,-123.2555386,134.8100521,59.36088888,-123.9321678
1.555,26.5814803,134.7064397,-123.3735671,134.6631333,59.18007931,-124.0496271
1.556,26.51573589,134.5594224,-123.491534,134.5162115,58.99926907,-124.1670225
1.557,26.45005659,134.4124019,-123.6094396,134.3692868,58.81845815,-124.284354
1.558,26.38444256,134.2653783,-123.727284,134.2223591,58.63764654,-124.4016219
1.559,26.31889394,134.1183517,-123.8450674,134.0754285,58.45683426,-124.5188265
1.56,26.25341091,133.9713219,-123.9627901,133.928495,58.2760213,-124.6359678
1.561,26.18799359,133.8242891,-124.0804521,133.7815586,58.09520766,-124.753046
