!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 17:32:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,112.36797,-167.76472
1001000000,111.72662,-168.24844
1002000000,111.42084,-168.24867
1003000000,111.66101,-168.45998
1004000000,111.38212,-168.6797
1005000000,111.24065,-168.80275
1006000000,111.4415,-168.78845
1007000000,110.98665,-169.06398
1008000000,110.73733,-169.29654
1009000000,110.80242,-169.40538
1010000000,111.06757,-169.40149
1011000000,110.69591,-169.75021
1012000000,110.3027,-170.08704
1013000000,110.17066,-170.18816
1014000000,110.51575,-170.20708
1015000000,109.9301,-170.66617
1016000000,110.2142,-170.41357
1017000000,109.95822,-170.93349
1018000000,109.91713,-170.89551
1019000000,109.85663,-171.02316
1020000000,110.00752,-171.07243
1021000000,109.46302,-171.57114
1022000000,109.34879,-171.61562
1023000000,109.10181,-171.89169
1024000000,109.05223,-172.08636
1025000000,109.01896,-172.16554
1026000000,108.99498,-172.17728
1027000000,108.9656,-172.51062
1028000000,108.7867,-172.77773
1029000000,108.71521,-172.86137
1030000000,108.5767,-172.97801
1031000000,108.53391,-173.09488
1032000000,108.3886,-173.35744
1033000000,108.33882,-173.44547
1034000000,108.24458,-173.64931
1035000000,107.99679,-173.92348
1036000000,108.01321,-174.02165
1037000000,108.03925,-174.26619
1038000000,107.63693,-174.36337
1039000000,107.56651,-174.66603
1040000000,107.24685,-174.72643
1041000000,107.55676,-174.77986
1042000000,107.32191,-175.15132
1043000000,107.11514,-175.36073
1044000000,107.3326,-175.37828
1045000000,107.07458,-175.46681
1046000000,106.9446,-175.77379
1047000000,106.85297,-175.96504
1048000000,106.6043,-176.05925
1049000000,106.91346,-176.03714
1050000000,106.5843,-176.41687
1051000000,106.39746,-176.68857
1052000000,106.41935,-176.71909
1053000000,106.40131,-176.97002
1054000000,106.41779,-177.10152
1055000000,106.35196,-177.10402
1056000000,105.82365,-177.56087
1057000000,105.79867,-177.70773
1058000000,105.791,-177.88081
1059000000,105.70044,-178.16104
1060000000,105.98528,-177.91165
1061000000,105.52853,-178.31473
1062000000,105.28606,-178.6312
1063000000,105.15712,-178.77719
1064000000,105.43871,-178.74969
1065000000,105.04408,-179.03075
1066000000,105.03265,-179.22849
1067000000,105.02264,-179.42064
1068000000,104.87906,-179.49455
1069000000,104.79314,-179.72328
1070000000,104.69522,-179.85559
1071000000,104.52048,179.95723
1072000000,104.67369,179.66182
1073000000,104.74137,179.68254
1074000000,104.29308,179.32724
1075000000,104.47758,179.40202
1076000000,104.24512,179.1171
1077000000,104.17526,178.82286
1078000000,104.01794,178.65277
1079000000,104.11024,178.50456
1080000000,103.95434,178.14682
