Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB)
1000000000,-19.436253,-0.36177942
1001000000,-19.355007,-0.37345523
1002000000,-19.383959,-0.37455097
1003000000,-19.230946,-0.34909025
1004000000,-19.202547,-0.3861149
1005000000,-19.214739,-0.37062863
1006000000,-19.170635,-0.37610114
1007000000,-19.088314,-0.35759079
1008000000,-19.016911,-0.34320596
1009000000,-19.03665,-0.37889829
1010000000,-19.042747,-0.37027973
1011000000,-18.934462,-0.37130934
1012000000,-18.890181,-0.37736031
1013000000,-18.916164,-0.3841112
1014000000,-18.911638,-0.39095002
1015000000,-18.805691,-0.37700677
1016000000,-18.78286,-0.36128041
1017000000,-18.725071,-0.41762406
1018000000,-18.729151,-0.36095956
1019000000,-18.708735,-0.36537915
1020000000,-18.623137,-0.34939399
1021000000,-18.668339,-0.37555367
1022000000,-18.560446,-0.36069283
1023000000,-18.60177,-0.38848257
1024000000,-18.563936,-0.3614023
1025000000,-18.438622,-0.37711176
1026000000,-18.451956,-0.35103542
1027000000,-18.464043,-0.35292897
1028000000,-18.451517,-0.37504673
1029000000,-18.36558,-0.3425301
1030000000,-18.371824,-0.35910651
1031000000,-18.298452,-0.38479239
1032000000,-18.196638,-0.40632311
1033000000,-18.318186,-0.39439756
1034000000,-18.199514,-0.383757
1035000000,-18.255766,-0.38931727
1036000000,-18.180357,-0.38388479
1037000000,-18.154778,-0.39203092
1038000000,-18.179504,-0.40863863
1039000000,-18.163389,-0.39687961
1040000000,-18.080307,-0.40022627
1041000000,-18.086964,-0.40070164
1042000000,-18.019711,-0.37794253
1043000000,-18.044491,-0.41497764
1044000000,-17.999111,-0.41701147
1045000000,-17.978975,-0.40145382
1046000000,-17.904003,-0.39811307
1047000000,-17.956501,-0.40769199
1048000000,-17.896578,-0.38224474
1049000000,-17.864958,-0.43107843
1050000000,-17.870943,-0.40407261
1051000000,-17.814281,-0.36774954
1052000000,-17.781036,-0.41893339
1053000000,-17.835819,-0.38638487
1054000000,-17.795664,-0.38812774
1055000000,-17.777941,-0.4073211
1056000000,-17.786369,-0.40184343
1057000000,-17.665598,-0.39695987
1058000000,-17.674431,-0.41648591
1059000000,-17.717607,-0.40295422
1060000000,-17.66333,-0.40318486
1061000000,-17.617758,-0.39655966
1062000000,-17.596842,-0.39023885
1063000000,-17.576925,-0.3930158
1064000000,-17.624914,-0.40581563
1065000000,-17.536819,-0.41875112
1066000000,-17.532129,-0.4076649
1067000000,-17.507225,-0.39663276
1068000000,-17.546654,-0.40777233
1069000000,-17.469147,-0.3930921
1070000000,-17.437437,-0.40518671
1071000000,-17.535357,-0.43662244
1072000000,-17.379044,-0.39941922
1073000000,-17.431292,-0.42606002
1074000000,-17.424074,-0.39480254
1075000000,-17.448229,-0.40345562
1076000000,-17.404093,-0.4147242
1077000000,-17.441666,-0.42768672
1078000000,-17.374239,-0.37516588
1079000000,-17.354843,-0.43086866
1080000000,-17.233749,-0.38638353
1081000000,-17.359869,-0.43767595
1082000000,-17.286594,-0.39345279
1083000000,-17.377529,-0.45535961
1084000000,-17.305414,-0.41058117
1085000000,-17.296267,-0.43536928
1086000000,-17.371014,-0.40302232
1087000000,-17.313778,-0.42669818
1088000000,-17.290016,-0.42675552
1089000000,-17.24387,-0.42910832
1090000000,-17.195391,-0.43364292
1091000000,-17.252502,-0.42532167
1092000000,-17.241198,-0.43484074
1093000000,-17.223955,-0.42534506
1094000000,-17.277079,-0.44763154
1095000000,-17.225479,-0.4139716
1096000000,-17.194582,-0.434457
1097000000,-17.203972,-0.40660572
1098000000,-17.245878,-0.43233413
1099000000,-17.189102,-0.42421341
1100000000,-17.199739,-0.42256343
1101000000,-17.168909,-0.41594243
1102000000,-17.189827,-0.43084913
1103000000,-17.179852,-0.44130915
1104000000,-17.235298,-0.43768162
1105000000,-17.185186,-0.42917052
1106000000,-17.120981,-0.40554842
1107000000,-17.160933,-0.41981927
1108000000,-17.156307,-0.40706912
1109000000,-17.132145,-0.42247936
1110000000,-17.178244,-0.42917469
1111000000,-17.23027,-0.40782952
1112000000,-17.189327,-0.43873343
1113000000,-17.181252,-0.45301422
