!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 16:43:59
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,147.71864,-144.54216
1001000000,147.51401,-144.61444
1002000000,146.87889,-144.78691
1003000000,147.51402,-144.83011
1004000000,147.00021,-144.91656
1005000000,146.70131,-145.13957
1006000000,146.62476,-145.27718
1007000000,146.22125,-145.42688
1008000000,145.9292,-145.433
1009000000,145.77634,-145.80959
1010000000,145.59682,-146.0381
1011000000,145.18494,-146.02951
1012000000,144.61412,-146.36736
1013000000,144.49321,-146.28912
1014000000,144.55602,-146.71242
1015000000,144.10497,-146.80585
1016000000,144.63007,-146.44919
1017000000,144.0984,-146.84189
1018000000,143.88029,-146.97429
1019000000,143.92941,-147.09364
1020000000,143.78026,-147.21584
1021000000,142.93716,-147.45422
1022000000,142.57446,-147.70467
1023000000,142.56908,-147.84424
1024000000,142.56895,-147.78467
1025000000,142.15416,-148.07283
1026000000,142.18188,-148.04623
1027000000,141.97166,-148.37222
1028000000,141.82417,-148.43617
1029000000,141.6037,-148.70818
1030000000,141.44193,-148.74916
1031000000,140.88782,-148.92665
1032000000,140.9472,-148.86661
1033000000,140.87555,-149.20111
1034000000,140.47629,-149.37929
1035000000,140.11861,-149.42235
1036000000,140.25642,-149.59659
1037000000,139.78815,-149.95717
1038000000,139.42339,-149.95963
1039000000,139.69203,-149.99445
1040000000,139.21091,-150.10519
1041000000,139.2964,-150.10175
1042000000,139.24626,-150.38965
1043000000,138.73955,-150.54019
1044000000,138.7392,-150.6441
1045000000,138.07819,-150.75879
1046000000,137.8421,-151.11069
1047000000,137.64157,-151.10231
1048000000,137.29994,-151.35957
1049000000,137.24251,-151.40631
1050000000,137.31401,-151.59341
1051000000,136.94099,-151.74918
1052000000,136.86946,-151.68271
1053000000,136.78458,-152.01881
1054000000,136.73961,-152.08528
1055000000,136.18793,-152.25594
1056000000,135.90175,-152.52208
1057000000,135.81889,-152.6317
1058000000,135.41982,-152.73428
1059000000,135.29507,-153.03348
1060000000,135.03465,-152.79674
1061000000,134.75237,-153.14008
1062000000,134.74089,-153.30037
1063000000,134.62361,-153.3231
1064000000,134.16162,-153.63509
1065000000,134.0798,-153.61734
1066000000,133.69751,-153.88986
1067000000,133.92354,-153.96605
1068000000,133.27913,-154.07141
1069000000,133.17206,-154.33769
1070000000,133.21715,-154.28185
1071000000,133.24878,-154.35181
1072000000,132.99315,-154.65619
1073000000,132.45525,-154.81279
1074000000,132.58495,-154.93913
1075000000,132.50867,-154.93948
1076000000,131.81569,-155.24669
1077000000,131.74689,-155.44447
1078000000,131.95682,-155.36455
1079000000,131.30997,-155.73534
1080000000,131.48883,-155.87477
1081000000,130.79199,-155.98692
1082000000,130.67827,-156.0905
1083000000,130.46887,-156.4166
1084000000,130.44676,-156.32425
1085000000,129.99402,-156.59845
1086000000,130.13509,-156.55066
1087000000,129.96367,-156.83356
1088000000,129.55157,-156.87161
1089000000,129.59294,-157.02585
1090000000,129.52287,-157.08968
