frequency, S11, S12, S21, S22
1000000000,-35.62069261,-0.010244728,-0.010245325,-35.60912243
1001000000,-35.3227437,-0.010497117,-0.010498311,-35.3119018
1002000000,-35.03368946,-0.010753093,-0.010753093,-35.02341473
1003000000,-34.75293438,-0.011016236,-0.011015042,-34.743268
1004000000,-34.48001609,-0.011284756,-0.011285353,-34.47089591
1005000000,-34.21466868,-0.011564024,-0.011564024,-34.20601056
1006000000,-33.95637619,-0.011851655,-0.011851059,-33.94815305
1007000000,-33.7047447,-0.012141085,-0.012141682,-33.69698356
1008000000,-33.45954798,-0.012438878,-0.012439475,-33.45220512
1009000000,-33.22048102,-0.012748616,-0.012751003,-33.21344879
1010000000,-32.98721002,-0.013060154,-0.01305717,-32.98051427
1011000000,-32.75944212,-0.013380057,-0.01337946,-32.75309024
1012000000,-32.53700901,-0.013702955,-0.013701165,-32.53097318
1013000000,-32.3196633,-0.014037205,-0.014036011,-32.31384302
1014000000,-32.10715735,-0.014380419,-0.014379225,-32.10161082
1015000000,-31.8992897,-0.014729017,-0.014727823,-31.89400283
1016000000,-31.6958794,-0.015079418,-0.015080612,-31.69081237
1017000000,-31.49677286,-0.015442368,-0.015442368,-31.49193253
1018000000,-31.30180567,-0.015813091,-0.015813091,-31.29715333
1019000000,-31.11077532,-0.01618562,-0.016184426,-31.10631964
1020000000,-30.92355243,-0.016566521,-0.016568312,-30.91929011
1021000000,-30.74000169,-0.01695281,-0.016954601,-30.73590869
1022000000,-30.56002054,-0.017348667,-0.017349264,-30.55604799
1023000000,-30.38342833,-0.017748719,-0.017751108,-30.37961235
1024000000,-30.2101214,-0.018157745,-0.018157745,-30.20646187
1025000000,-30.04000129,-0.018572759,-0.018573356,-30.03644929
1026000000,-29.87296629,-0.018991373,-0.018989581,-29.86956322
1027000000,-29.70888852,-0.019420754,-0.019421948,-29.70563455
1028000000,-29.54771839,-0.019852543,-0.01985314,-29.54453359
1029000000,-29.38930601,-0.020290323,-0.020290323,-29.38624585
1030000000,-29.23362042,-0.020736484,-0.020736484,-29.23064632
1031000000,-29.08051739,-0.021189235,-0.021188638,-29.07765807
1032000000,-28.92993758,-0.021646785,-0.021644993,-28.92719224
1033000000,-28.78185724,-0.022112123,-0.02211272,-28.77918403
1034000000,-28.63614075,-0.022583455,-0.022583455,-28.63356168
