"Freq [GHz]","im(Z(1,1)) []"
1,-3048.36456297045
1.001,-3040.10889060074
1.002,-3031.90358282828
1.003,-3023.7482029488
1.004,-3015.6423188877
1.005,-3007.58550315015
1.006,-2999.57733276511
1.007,-2991.61738923221
1.008,-2983.70525847244
1.009,-2975.8405307736
1.01,-2968.02280074012
1.011,-2960.2516672442
1.012,-2952.52673337323
1.013,-2944.84760638293
1.014,-2937.21389764673
1.015,-2929.62522260859
1.016,-2922.08120073471
1.017,-2914.58145546704
1.018,-2907.12561417571
1.019,-2899.71330811342
1.02,-2892.34417237101
1.021,-2885.01784583066
1.022,-2877.73397112143
1.023,-2870.49219457814
1.024,-2863.29216619367
1.025,-2856.13353957963
1.026,-2849.0159719216
1.027,-2841.93912393845
1.028,-2834.90265984085
1.029,-2827.90624728984
1.03,-2820.94955735637
1.031,-2814.03226448206
1.032,-2807.154046439
1.033,-2800.31458429149
1.034,-2793.51356235639
1.035,-2786.75066816653
1.036,-2780.0255924319
1.037,-2773.33802900254
1.038,-2766.68767483382
1.039,-2760.07422994757
1.04,-2753.49739739727
1.041,-2746.95688323414
1.042,-2740.4523964694
1.043,-2733.98364904223
1.044,-2727.55035578489
1.045,-2721.15223438933
1.046,-2714.78900537314
1.047,-2708.46039204753
1.048,-2702.16612048467
1.049,-2695.90591948594
1.05,-2689.67952054974
1.051,-2683.48665784149
1.052,-2677.3270681611
1.053,-2671.20049091404
1.054,-2665.10666808022
1.055,-2659.04534418543
1.056,-2653.01626627077
1.057,-2647.01918386473
1.058,-2641.05384895384
1.059,-2635.12001595484
1.06,-2629.21744168746
1.061,-2623.34588534505
1.062,-2617.50510846906
1.063,-2611.69487492224
1.064,-2605.91495086063
1.065,-2600.16510470899
1.066,-2594.4451071341
1.067,-2588.75473101924
1.068,-2583.09375143932
1.069,-2577.46194563596
1.07,-2571.85909299233
1.071,-2566.28497501016
1.072,-2560.7393752842
1.073,-2555.22207947952
1.074,-2549.73287530815
1.075,-2544.27155250522
1.076,-2538.83790280746
1.077,-2533.43171992955
1.078,-2528.05279954186
1.079,-2522.70093925003
1.08,-2517.37593857109
1.081,-2512.0775989139
1.082,-2506.80572355673
1.083,-2501.56011762738
1.084,-2496.34058808181
1.085,-2491.14694368428
1.086,-2485.97899498708
1.087,-2480.83655431047
1.088,-2475.71943572316
1.089,-2470.62745502323
1.09,-2465.56042971925
1.091,-2460.51817900984
1.092,-2455.50052376726
1.093,-2450.50728651726
1.094,-2445.53829142139
1.095,-2440.59336425954
1.096,-2435.6723324116
1.097,-2430.77502484024
1.098,-2425.90127207318
1.099,-2421.05090618661
1.1,-2416.22376078836
1.101,-2411.41967099984
1.102,-2406.63847344229
1.103,-2401.88000621776
1.104,-2397.14410889453
1.105,-2392.43062249083
1.106,-2387.7393894592
1.107,-2383.07025367117
1.108,-2378.42306040152
1.109,-2373.79765631382
1.11,-2369.19388944485
1.111,-2364.61160919041
1.112,-2360.05066629039
1.113,-2355.5109128143
1.114,-2350.99220214748
1.115,-2346.49438897701
1.116,-2342.01732927711
1.117,-2337.5608802967
1.118,-2333.12490054466
1.119,-2328.7092497774
1.12,-2324.31378898474
1.121,-2319.93838037782
1.122,-2315.58288737542
1.123,-2311.24717459148
1.124,-2306.93110782308
1.125,-2302.63455403704
1.126,-2298.35738135855
1.127,-2294.099459058
1.128,-2289.86065754012
1.129,-2285.64084833153
1.13,-2281.43990406897
1.131,-2277.25769848816
1.132,-2273.09410641157
1.133,-2268.94900373851
1.134,-2264.82226743224
1.135,-2260.71377551066
1.136,-2256.62340703413
1.137,-2252.5510420952
1.138,-2248.49656180799
1.139,-2244.45984829834
1.14,-2240.44078469136
1.141,-2236.43925510381
1.142,-2232.45514463256
1.143,-2228.48833934384
1.144,-2224.53872626541
1.145,-2220.60619337471
1.146,-2216.69062959021
1.147,-2212.7919247622
1.148,-2208.90996966252
1.149,-2205.04465597552
1.15,-2201.19587628908
1.151,-2197.3635240848
1.152,-2193.54749373036
1.153,-2189.74768046879
1.154,-2185.96398041141
1.155,-2182.19629052763
1.156,-2178.44450863747
1.157,-2174.70853340302
1.158,-2170.98826431863
1.159,-2167.28360170457
1.16,-2163.59444669741
1.161,-2159.92070124259
1.162,-2156.26226808591
1.163,-2152.61905076643
