"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-9.32242347147109,-0.826177457870509
1.001,-9.33234363681829,-0.824802553615847
1.002,-9.34226307980499,-0.823431261855447
1.003,-9.35218180991209,-0.822063570363082
1.004,-9.36209983663185,-0.820699466965126
1.005,-9.37201716946787,-0.819338939540255
1.006,-9.38193381793503,-0.817981976019218
1.007,-9.39184979155948,-0.816628564384564
1.008,-9.40176509987858,-0.815278692670394
1.009,-9.41167975244083,-0.81393234896207
1.01,-9.42159375880589,-0.812589521396011
1.011,-9.43150712854448,-0.811250198159393
1.012,-9.4414198712384,-0.809914367489912
1.013,-9.45133199648044,-0.808582017675543
1.014,-9.46124351387435,-0.807253137054267
1.015,-9.47115443303483,-0.805927714013845
1.016,-9.48106476358746,-0.80460573699156
1.017,-9.4909745151687,-0.803287194473961
1.018,-9.50088369742582,-0.801972074996637
1.019,-9.51079232001686,-0.800660367143959
1.02,-9.52070039261063,-0.799352059548838
1.021,-9.53060792488665,-0.798047140892506
1.022,-9.54051492653514,-0.796745599904245
1.023,-9.55042140725693,-0.795447425361179
1.024,-9.5603273767635,-0.794152606087999
1.025,-9.57023284477688,-0.792861130956771
1.026,-9.58013782102969,-0.791572988886676
1.027,-9.59004231526502,-0.79028816884378
1.028,-9.5999463372365,-0.789006659840805
1.029,-9.60984989670816,-0.787728450936901
1.03,-9.61975300345451,-0.786453531237417
1.031,-9.62965566726041,-0.785181889893668
1.032,-9.63955789792111,-0.783913516102716
1.033,-9.6494597052422,-0.782648399107139
1.034,-9.65936109903958,-0.781386528194804
1.035,-9.66926208913941,-0.780127892698655
1.036,-9.67916268537814,-0.778872481996489
1.037,-9.68906289760242,-0.777620285510721
1.038,-9.69896273566911,-0.776371292708194
1.039,-9.70886220944525,-0.775125493099921
1.04,-9.71876132880802,-0.773882876240918
1.041,-9.72866010364474,-0.772643431729936
1.042,-9.73855854385283,-0.771407149209289
1.043,-9.74845665933976,-0.770174018364622
1.044,-9.75835446002309,-0.768944028924697
1.045,-9.76825195583039,-0.767717170661199
1.046,-9.77814915669924,-0.766493433388504
1.047,-9.78804607257721,-0.765272806963473
1.048,-9.79794271342183,-0.764055281285281
1.049,-9.80783908920058,-0.762840846295148
1.05,-9.81773520989085,-0.761629491976192
1.051,-9.82763108547994,-0.760421208353216
1.052,-9.83752672596502,-0.759215985492443
1.053,-9.84742214135315,-0.758013813501423
1.054,-9.8573173416612,-0.756814682528722
1.055,-9.86721233691589,-0.755618582763797
1.056,-9.87710713715374,-0.754425504436779
1.057,-9.88700175242104,-0.75323543781826
1.058,-9.89689619277389,-0.752048373219108
1.059,-9.9067904682781,-0.750864300990272
1.06,-9.91668458900926,-0.749683211522589
1.061,-9.92657856505265,-0.748505095246594
1.062,-9.93647240650328,-0.747329942632317
1.063,-9.94636612346584,-0.746157744189102
1.064,-9.95625972605471,-0.74498849046541
1.065,-9.96615322439392,-0.743822172048638
1.066,-9.97604662861714,-0.74265877956493
1.067,-9.98593994886771,-0.741498303678984
1.068,-9.99583319529857,-0.740340735093868
1.069,-10.0057263780723,-0.739186064550841
1.07,-10.015619507361,-0.738034282829171
1.071,-10.0255125933464,-0.736885380745926
1.072,-10.0354056462199,-0.735739349155847
1.073,-10.0452986761823,-0.734596178951102
1.074,-10.055191693444,-0.733455861061145
1.075,-10.0650847082252,-0.732318386452551
1.076,-10.0749777307551,-0.731183746128792
1.077,-10.084870771273,-0.730051931130096
1.078,-10.0947638400273,-0.728922932533256
1.079,-10.1046569472762,-0.727796741451466
1.08,-10.1145501032871,-0.72667334903414
1.081,-10.1244433183371,-0.725552746466733
1.082,-10.1343366027128,-0.724434924970579
1.083,-10.1442299667102,-0.723319875802715
1.084,-10.1541234206348,-0.72220759025571
1.085,-10.1640169748015,-0.721098059657514
1.086,-10.1739106395347,-0.719991275371239
1.087,-10.1838044251684,-0.718887228795051
1.088,-10.1936983420459,-0.717785911361981
1.089,-10.2035924005198,-0.716687314539733
1.09,-10.2134866109524,-0.715591429830571
1.091,-10.2233809837154,-0.714498248771102
