Freq,Simulated,Measured
1.43,-10.34014384,-11.135589
1.431,-10.35606571,-11.13218
1.432,-10.37199722,-11.135208
1.433,-10.38793833,-11.111106
1.434,-10.40388899,-11.193884
1.435,-10.41984918,-11.172614
1.436,-10.43581886,-11.16841
1.437,-10.45179798,-11.237442
1.438,-10.46778651,-11.257666
1.439,-10.48378442,-11.248084
1.44,-10.49979166,-11.292493
1.441,-10.51580819,-11.313365
1.442,-10.53183398,-11.317316
1.443,-10.54786899,-11.321338
1.444,-10.56391317,-11.353063
1.445,-10.5799665,-11.358385
1.446,-10.59602893,-11.38422
1.447,-10.61210041,-11.419297
1.448,-10.62818092,-11.377673
1.449,-10.64427042,-11.429911
1.45,-10.66036885,-11.426889
1.451,-10.67647618,-11.468216
1.452,-10.69259238,-11.477563
1.453,-10.7087174,-11.512448
1.454,-10.7248512,-11.536283
1.455,-10.74099373,-11.491992
1.456,-10.75714497,-11.552068
1.457,-10.77330486,-11.536982
1.458,-10.78947337,-11.571929
1.459,-10.80565045,-11.567014
1.46,-10.82183607,-11.593824
1.461,-10.83803017,-11.619967
1.462,-10.85423273,-11.636499
1.463,-10.87044369,-11.659568
1.464,-10.88666301,-11.639172
1.465,-10.90289065,-11.644726
1.466,-10.91912657,-11.712327
1.467,-10.93537073,-11.728187
1.468,-10.95162308,-11.713799
1.469,-10.96788358,-11.736621
1.47,-10.98415218,-11.781645
1.471,-11.00042884,-11.764651
1.472,-11.01671351,-11.816697
1.473,-11.03300616,-11.819661
1.474,-11.04930674,-11.814718
1.475,-11.0656152,-11.905941
1.476,-11.0819315,-11.837441
1.477,-11.09825559,-11.871081
1.478,-11.11458743,-11.889287
1.479,-11.13092698,-11.923943
1.48,-11.14727418,-11.965048
1.481,-11.16362899,-11.945713
1.482,-11.17999136,-11.958528
1.483,-11.19636126,-12.010787
1.484,-11.21273863,-12.01086
1.485,-11.22912342,-12.029763
1.486,-11.24551559,-12.021386
1.487,-11.26191509,-12.050069
1.488,-11.27832188,-12.058768
1.489,-11.29473591,-12.089931
1.49,-11.31115712,-12.141837
1.491,-11.32758548,-12.121955
1.492,-11.34402093,-12.073237
1.493,-11.36046342,-12.108455
1.494,-11.37691291,-12.180276
1.495,-11.39336935,-12.179444
1.496,-11.40983269,-12.15729
1.497,-11.42630288,-12.204156
1.498,-11.44277986,-12.223942
1.499,-11.4592636,-12.237251
1.5,-11.47575404,-12.290736
1.501,-11.49225113,-12.271034
1.502,-11.50875482,-12.280043
1.503,-11.52526506,-12.287289
1.504,-11.54178179,-12.315542
1.505,-11.55830498,-12.329127
1.506,-11.57483456,-12.343792
1.507,-11.59137049,-12.377235
1.508,-11.60791271,-12.387214
1.509,-11.62446118,-12.391797
1.51,-11.64101583,-12.409807
1.511,-11.65757663,-12.410968
1.512,-11.6741435,-12.460752
1.513,-11.69071641,-12.458718
1.514,-11.7072953,-12.418533
1.515,-11.72388012,-12.462043
1.516,-11.74047081,-12.494518
1.517,-11.75706731,-12.527903
1.518,-11.77366959,-12.561474
1.519,-11.79027757,-12.539399
1.52,-11.80689121,-12.579995
1.521,-11.82351045,-12.58065
1.522,-11.84013524,-12.614362
1.523,-11.85676552,-12.671115
1.524,-11.87340124,-12.589496
1.525,-11.89004233,-12.641549
1.526,-11.90668876,-12.666637
1.527,-11.92334045,-12.685904
1.528,-11.93999736,-12.706737
1.529,-11.95665942,-12.738117
1.53,-11.97332658,-12.695513
1.531,-11.98999878,-12.768392
1.532,-12.00667597,-12.752847
1.533,-12.02335809,-12.781412
1.534,-12.04004507,-12.793292
1.535,-12.05673687,-12.831599
1.536,-12.07343342,-12.838235
1.537,-12.09013467,-12.827206
1.538,-12.10684055,-12.874715
1.539,-12.12355101,-12.848628
1.54,-12.14026598,-12.93069
1.541,-12.15698542,-12.91715
1.542,-12.17370925,-12.928786
1.543,-12.19043743,-12.91717
1.544,-12.20716988,-12.973206
1.545,-12.22390654,-12.970862
1.546,-12.24064737,-12.993439
1.547,-12.25739229,-12.969658
1.548,-12.27414124,-13.039575
1.549,-12.29089417,-13.02597
1.55,-12.30765101,-13.035583
1.551,-12.32441169,-13.04416
1.552,-12.34117617,-13.073255
1.553,-12.35794436,-13.139518
1.554,-12.37471622,-13.129869
1.555,-12.39149167,-13.16964
1.556,-12.40827066,-13.14563
1.557,-12.42505312,-13.172599
1.558,-12.44183899,-13.160018
1.559,-12.45862819,-13.18559
1.56,-12.47542068,-13.19287
1.561,-12.49221638,-13.244267
1.562,-12.50901522,-13.250212
1.563,-12.52581715,-13.253339
1.564,-12.5426221,-13.318594
1.565,-12.55942999,-13.304992
1.566,-12.57624077,-13.343348
1.567,-12.59305437,-13.345657
1.568,-12.60987072,-13.320832
1.569,-12.62668975,-13.355575
1.57,-12.64351141,-13.395209
1.571,-12.66033561,-13.405152
1.572,-12.67716229,-13.459109
1.573,-12.69399139,-13.434507
1.574,-12.71082283,-13.461874
1.575,-12.72765655,-13.507045
1.576,-12.74449248,-13.435267
1.577,-12.76133054,-13.493662
1.578,-12.77817068,-13.492221
1.579,-12.79501281,-13.561034
1.58,-12.81185688,-13.545473
1.581,-12.8287028,-13.579409
1.582,-12.84555051,-13.59425
1.583,-12.86239994,-13.607595
1.584,-12.87925101,-13.607705
1.585,-12.89610366,-13.606967
1.586,-12.91295781,-13.673327
1.587,-12.92981339,-13.699397
1.588,-12.94667033,-13.696319
1.589,-12.96352855,-13.710402
1.59,-12.98038799,-13.744163
1.591,-12.99724856,-13.713942
1.592,-13.0141102,-13.751415
1.593,-13.03097283,-13.807473
1.594,-13.04783638,-13.779407
1.595,-13.06470078,-13.829671
1.596,-13.08156594,-13.829893
1.597,-13.09843179,-13.855671
1.598,-13.11529826,-13.840204
1.599,-13.13216528,-13.865446
1.6,-13.14903276,-13.853086
1.601,-13.16590063,-13.931548
1.602,-13.18276881,-13.947707
1.603,-13.19963723,-13.971707
1.604,-13.21650581,-13.920643
1.605,-13.23337447,-13.975754
1.606,-13.25024313,-13.995649
1.607,-13.26711172,-14.012055
1.608,-13.28398016,-14.067936
1.609,-13.30084837,-14.045074
1.61,-13.31771626,-14.064479
1.611,-13.33458377,-14.117452
1.612,-13.35145081,-14.114865
1.613,-13.36831729,-14.140626
1.614,-13.38518315,-14.120604
1.615,-13.4020483,-14.151866
1.616,-13.41891266,-14.213326
1.617,-13.43577614,-14.245957
1.618,-13.45263868,-14.201437
1.619,-13.46950017,-14.209897
1.62,-13.48636055,-14.276167
1.621,-13.50321973,-14.279654
1.622,-13.52007763,-14.285314
1.623,-13.53693416,-14.303731
1.624,-13.55378924,-14.328069
1.625,-13.57064279,-14.363974
1.626,-13.58749472,-14.331123
1.627,-13.60434495,-14.381212
1.628,-13.6211934,-14.354504
1.629,-13.63803997,-14.408153
1.63,-13.65488459,-14.419715
1.631,-13.67172717,-14.467221
1.632,-13.68856762,-14.459266
1.633,-13.70540585,-14.471244
1.634,-13.72224179,-14.508896
1.635,-13.73907533,-14.545409
1.636,-13.7559064,-14.540765
1.637,-13.77273491,-14.565272
1.638,-13.78956077,-14.557487
1.639,-13.8063839,-14.594814
1.64,-13.82320419,-14.647287
1.641,-13.84002157,-14.596382
1.642,-13.85683594,-14.65004
1.643,-13.87364722,-14.692892
1.644,-13.89045532,-14.676045
1.645,-13.90726014,-14.688208
1.646,-13.9240616,-14.754426
1.647,-13.9408596,-14.754052
1.648,-13.95765405,-14.789777
1.649,-13.97444487,-14.753414
1.65,-13.99123196,-14.817161
1.651,-14.00801522,-14.807099
1.652,-14.02479457,-14.870358
1.653,-14.04156991,-14.819476
1.654,-14.05834115,-14.83604
1.655,-14.0751082,-14.783086
1.656,-14.09187096,-14.926551
1.657,-14.10862934,-14.893528
1.658,-14.12538324,-14.951669
1.659,-14.14213257,-14.910401
1.66,-14.15887724,-14.991603
1.661,-14.17561714,-14.99602
1.662,-14.19235219,-15.02382
1.663,-14.20908228,-15.027742
1.664,-14.22580732,-15.053377
1.665,-14.24252722,-15.027705
1.666,-14.25924187,-15.025383
1.667,-14.27595118,-15.077482
1.668,-14.29265505,-15.054398
1.669,-14.30935339,-15.085032
1.67,-14.32604609,-15.149901
1.671,-14.34273305,-15.152016
1.672,-14.35941418,-15.150714
1.673,-14.37608938,-15.196611
1.674,-14.39275855,-15.142273
1.675,-14.40942158,-15.207104
1.676,-14.42607838,-15.209911
1.677,-14.44272885,-15.243641
1.678,-14.45937288,-15.267732
1.679,-14.47601037,-15.294482
1.68,-14.49264123,-15.322604
1.681,-14.50926535,-15.39053
1.682,-14.52588262,-15.345804
1.683,-14.54249295,-15.381245
1.684,-14.55909622,-15.371798
1.685,-14.57569235,-15.438361
1.686,-14.59228122,-15.422805
1.687,-14.60886273,-15.413687
1.688,-14.62543677,-15.459741
1.689,-14.64200325,-15.443984
1.69,-14.65856205,-15.488144
1.691,-14.67511307,-15.511911
1.692,-14.6916562,-15.493345
1.693,-14.70819134,-15.524238
1.694,-14.72471839,-15.545617
1.695,-14.74123722,-15.573446
1.696,-14.75774775,-15.596765
1.697,-14.77424985,-15.556035
1.698,-14.79074343,-15.629098
1.699,-14.80722836,-15.614293
1.7,-14.82370456,-15.671301
1.701,-14.8401719,-15.672536
1.702,-14.85663028,-15.698412
1.703,-14.87307958,-15.674411
1.704,-14.88951971,-15.748487
1.705,-14.90595054,-15.756221
1.706,-14.92237197,-15.757792
1.707,-14.93878388,-15.769469
1.708,-14.95518617,-15.811101
1.709,-14.97157872,-15.825617
1.71,-14.98796143,-15.806326
1.711,-15.00433417,-15.850913
1.712,-15.02069684,-15.862246
1.713,-15.03704933,-15.875421
1.714,-15.05339152,-15.885572
1.715,-15.06972329,-15.935317
1.716,-15.08604454,-15.923592
1.717,-15.10235515,-15.974182
1.718,-15.118655,-15.997664
1.719,-15.13494399,-15.990513
1.72,-15.15122199,-16.005722
1.721,-15.16748888,-16.023924
1.722,-15.18374457,-16.073193
1.723,-15.19998892,-16.069624
1.724,-15.21622182,-16.10076
1.725,-15.23244316,-16.074602
1.726,-15.24865281,-16.167236
1.727,-15.26485067,-16.131407
1.728,-15.28103661,-16.14724
1.729,-15.29721051,-16.220882
1.73,-15.31337226,-16.149014
1.731,-15.32952174,-16.158834
1.732,-15.34565882,-16.220249
1.733,-15.3617834,-16.18918
1.734,-15.37789534,-16.256475
1.735,-15.39399453,-16.331593
1.736,-15.41008086,-16.297573
1.737,-15.42615419,-16.34479
1.738,-15.44221441,-16.333578
1.739,-15.45826139,-16.34482
1.74,-15.47429503,-16.361477
1.741,-15.49031518,-16.334547
1.742,-15.50632174,-16.392439
1.743,-15.52231457,-16.459888
1.744,-15.53829356,-16.391651
1.745,-15.55425859,-16.407328
1.746,-15.57020952,-16.465828
1.747,-15.58614624,-16.501444
1.748,-15.60206862,-16.487837
1.749,-15.61797654,-16.485264
1.75,-15.63386988,-16.54586
1.751,-15.6497485,-16.613708
1.752,-15.66561228,-16.608383
1.753,-15.6814611,-16.60659
1.754,-15.69729484,-16.645639
1.755,-15.71311336,-16.619627
1.756,-15.72891654,-16.687387
1.757,-15.74470425,-16.67367
1.758,-15.76047637,-16.679008
1.759,-15.77623276,-16.674688
1.76,-15.79197331,-16.674814
1.761,-15.80769788,-16.744013
1.762,-15.82340635,-16.741085
1.763,-15.83909858,-16.73756
1.764,-15.85477445,-16.798931
1.765,-15.87043383,-16.831547
1.766,-15.88607659,-16.845097
1.767,-15.9017026,-16.820324
1.768,-15.91731173,-16.813
1.769,-15.93290386,-16.865541
1.77,-15.94847884,-16.964163
1.771,-15.96403655,-16.902821
1.772,-15.97957686,-16.960291
1.773,-15.99509964,-16.88903
1.774,-16.01060476,-16.928694
1.775,-16.02609208,-16.965626
1.776,-16.04156147,-17.00139
1.777,-16.05701281,-16.991474
1.778,-16.07244595,-17.098215
1.779,-16.08786077,-17.076357
1.78,-16.10325713,-17.081827
1.781,-16.1186349,-17.109932
1.782,-16.13399394,-17.117826
1.783,-16.14933413,-17.140108
1.784,-16.16465533,-17.202862
1.785,-16.1799574,-17.196161
1.786,-16.19524021,-17.197929
1.787,-16.21050362,-17.182796
1.788,-16.22574751,-17.219753
1.789,-16.24097172,-17.271685
1.79,-16.25617614,-17.269375
1.791,-16.27136062,-17.272791
1.792,-16.28652503,-17.379654
1.793,-16.30166924,-17.316133
1.794,-16.31679309,-17.362341
1.795,-16.33189647,-17.408285
1.796,-16.34697923,-17.390089
1.797,-16.36204123,-17.44631
1.798,-16.37708234,-17.424105
1.799,-16.39210242,-17.426779
