Freq,Simulated,Measured
1,-2.650135238,-2.0602469
1.001,-2.644125739,-2.0587018
1.002,-2.638129167,-2.0380919
1.003,-2.632145511,-2.0349774
1.004,-2.626174757,-2.0596142
1.005,-2.620216896,-2.0315719
1.006,-2.614271915,-2.0444472
1.007,-2.608339803,-1.9919
1.008,-2.602420547,-1.9767214
1.009,-2.596514138,-2.0671017
1.01,-2.590620563,-2.0029323
1.011,-2.584739811,-1.9751306
1.012,-2.578871871,-2.0033989
1.013,-2.573016733,-1.9872025
1.014,-2.567174384,-2.0132356
1.015,-2.561344815,-2.0026743
1.016,-2.555528014,-1.9581355
1.017,-2.54972397,-1.9770247
1.018,-2.543932673,-2.0146911
1.019,-2.538154113,-1.9581691
1.02,-2.532388279,-1.9721299
1.021,-2.52663516,-1.9837574
1.022,-2.520894747,-1.9348466
1.023,-2.515167029,-1.9541045
1.024,-2.509451997,-1.9561138
1.025,-2.503749641,-1.9566902
1.026,-2.498059951,-1.9279308
1.027,-2.492382917,-1.9237424
1.028,-2.486718531,-1.9544325
1.029,-2.481066783,-1.9528514
1.03,-2.475427664,-1.9510432
1.031,-2.469801165,-1.9238206
1.032,-2.464187278,-1.9415443
1.033,-2.458585994,-1.9294149
1.034,-2.452997305,-1.8972276
1.035,-2.447421203,-1.895294
1.036,-2.441857681,-1.9045298
1.037,-2.436306729,-1.9056784
1.038,-2.430768343,-1.8877946
1.039,-2.425242514,-1.8969773
1.04,-2.419729236,-1.8927132
1.041,-2.414228502,-1.8796914
1.042,-2.408740307,-1.8809029
1.043,-2.403264644,-1.8826911
1.044,-2.397801509,-1.8740127
1.045,-2.392350897,-1.8688345
1.046,-2.386912802,-1.8892119
1.047,-2.381487222,-1.837505
1.048,-2.376074153,-1.8809452
1.049,-2.370673591,-1.8654951
1.05,-2.365285534,-1.8302137
1.051,-2.35990998,-1.8359646
1.052,-2.354546928,-1.8487223
1.053,-2.349196378,-1.8421949
1.054,-2.343858329,-1.8120425
1.055,-2.338532783,-1.8412603
1.056,-2.333219741,-1.8355126
1.057,-2.327919206,-1.7991422
1.058,-2.322631181,-1.835443
1.059,-2.317355671,-1.8050703
1.06,-2.312092682,-1.8287338
1.061,-2.306842222,-1.812247
1.062,-2.301604297,-1.810382
1.063,-2.296378918,-1.7969733
1.064,-2.291166096,-1.7906247
1.065,-2.285965843,-1.771601
1.066,-2.280778176,-1.7946696
1.067,-2.27560311,-1.7988112
1.068,-2.270440663,-1.7798254
1.069,-2.265290858,-1.7753788
1.07,-2.260153718,-1.7750187
1.071,-2.255029269,-1.7797767
1.072,-2.24991754,-1.7467009
1.073,-2.244818566,-1.7683257
1.074,-2.239732381,-1.7379198
1.075,-2.234659028,-1.7538546
1.076,-2.229598551,-1.7306967
1.077,-2.224551,-1.7408615
1.078,-2.219516431,-1.7573298
1.079,-2.214494906,-1.7577983
1.08,-2.209486494,-1.7453068
1.081,-2.20449127,-1.7220867
1.082,-2.19950932,-1.715554
1.083,-2.194540738,-1.7095101
1.084,-2.189585628,-1.7130212
1.085,-2.18464411,-1.7118115
1.086,-2.179716312,-1.7257344
1.087,-2.174802382,-1.716171
1.088,-2.169902485,-1.6841993
1.089,-2.165016803,-1.6863488
1.09,-2.160145546,-1.700119
1.091,-2.155288947,-1.6952066
1.092,-2.15044727,-1.7190136
1.093,-2.145620816,-1.6948062
1.094,-2.140809927,-1.6884507
1.095,-2.136014992,-1.7009057
1.096,-2.131236459,-1.6660463
1.097,-2.126474841,-1.6946352
1.098,-2.121730731,-1.687808
1.099,-2.117004818,-1.704037
1.1,-2.112297905,-1.6676193
1.101,-2.107610932,-1.6647751
1.102,-2.102945009,-1.6744406
1.103,-2.09830145,-1.6543657
1.104,-2.093681828,-1.6676908
1.105,-2.089088032,-1.6285453
1.106,-2.084522357,-1.6287962
1.107,-2.079987608,-1.6594139
1.108,-2.075487254,-1.6651531
1.109,-2.071025624,-1.6353469
1.11,-2.066608193,-1.6056095
1.111,-2.062241968,-1.6094342
1.112,-2.05793605,-1.6060894
1.113,-2.053702455,-1.6020839
1.114,-2.049557337,-1.6096784
1.115,-2.045522852,-1.5824074
1.116,-2.041630098,-1.6238581
1.117,-2.037923851,-1.5935069
1.118,-2.03447045,-1.6248196
1.119,-2.031371306,-1.6313654
1.12,-2.028786568,-1.5860255
1.121,-2.026976585,-1.5910512
1.122,-2.02636906,-1.5776414
1.123,-2.027624305,-1.5875684
1.124,-2.031396916,-1.6019094
1.125,-2.036187663,-1.5675709
1.126,-2.032497359,-1.5960727
1.127,-2.012869679,-1.5719352
1.128,-1.9922575,-1.5828246
1.129,-1.978939735,-1.5857519
1.13,-1.970439835,-1.5495657
1.131,-1.964205198,-1.5928679
1.132,-1.95900007,-1.5906831
1.133,-1.954279506,-1.5664713
1.134,-1.949797353,-1.5575134
1.135,-1.945437146,-1.5677807
1.136,-1.941141298,-1.5544626
1.137,-1.936880334,-1.544736
1.138,-1.93263883,-1.5448775
1.139,-1.928408656,-1.5326358
1.14,-1.924185589,-1.5304754
1.141,-1.919967539,-1.5065229
1.142,-1.915753599,-1.5383316
1.143,-1.911543517,-1.4988397
1.144,-1.907337399,-1.5237174
1.145,-1.903135541,-1.5232497
1.146,-1.89893833,-1.5326672
1.147,-1.894746185,-1.5228435
1.148,-1.890559529,-1.5324895
1.149,-1.886378771,-1.5025282
1.15,-1.882204295,-1.5425397
1.151,-1.878036455,-1.5119059
1.152,-1.873875578,-1.5284004
1.153,-1.86972196,-1.4740986
1.154,-1.86557587,-1.4817683
1.155,-1.861437552,-1.5034502
1.156,-1.857307226,-1.4897695
1.157,-1.85318509,-1.4892131
1.158,-1.849071322,-1.4804622
1.159,-1.844966085,-1.50797
1.16,-1.840869522,-1.461513
1.161,-1.836781766,-1.4666944
1.162,-1.832702935,-1.4624412
1.163,-1.828633134,-1.459312
1.164,-1.824572461,-1.4607561
1.165,-1.820521002,-1.464734
1.166,-1.816478835,-1.4829146
1.167,-1.812446031,-1.434855
1.168,-1.808422654,-1.4450186
1.169,-1.804408761,-1.4506313
1.17,-1.800404405,-1.4590799
1.171,-1.796409632,-1.4317268
1.172,-1.792424484,-1.4511232
1.173,-1.788448999,-1.4455003
1.174,-1.784483211,-1.4644705
1.175,-1.780527151,-1.4424092
1.176,-1.776580846,-1.4529752
1.177,-1.77264432,-1.4236757
1.178,-1.768717595,-1.4272903
1.179,-1.76480069,-1.4096556
1.18,-1.760893622,-1.422454
1.181,-1.756996405,-1.4228218
1.182,-1.753109053,-1.4183575
1.183,-1.749231576,-1.4152154
1.184,-1.745363984,-1.3783224
1.185,-1.741506285,-1.4093258
1.186,-1.737658486,-1.4075655
1.187,-1.733820591,-1.4010508
1.188,-1.729992605,-1.3905033
1.189,-1.72617453,-1.367517
1.19,-1.722366369,-1.3789765
1.191,-1.718568121,-1.3961579
1.192,-1.714779788,-1.4155769
1.193,-1.711001369,-1.3819684
1.194,-1.707232861,-1.3912946
1.195,-1.703474262,-1.413691
1.196,-1.699725569,-1.3624569
1.197,-1.695986779,-1.3554364
1.198,-1.692257887,-1.3586097
1.199,-1.688538888,-1.3697633
1.2,-1.684829777,-1.3762237
1.201,-1.681130548,-1.3794787
1.202,-1.677441194,-1.3372369
1.203,-1.67376171,-1.3438747
1.204,-1.670092086,-1.3377391
1.205,-1.666432317,-1.3532995
1.206,-1.662782393,-1.356959
1.207,-1.659142307,-1.3556759
1.208,-1.655512049,-1.3257216
1.209,-1.651891612,-1.3349091
1.21,-1.648280984,-1.3435487
1.211,-1.644680158,-1.3157251
1.212,-1.641089123,-1.3066142
1.213,-1.637507869,-1.308403
1.214,-1.633936386,-1.3336953
1.215,-1.630374662,-1.3313076
1.216,-1.626822689,-1.3367097
1.217,-1.623280453,-1.2968754
1.218,-1.619747945,-1.2980558
1.219,-1.616225153,-1.2865804
1.22,-1.612712065,-1.3189893
1.221,-1.60920867,-1.2971184
1.222,-1.605714956,-1.3009766
1.223,-1.60223091,-1.2671517
1.224,-1.598756522,-1.3065115
1.225,-1.595291777,-1.3119183
1.226,-1.591836665,-1.2824234
1.227,-1.588391172,-1.3001835
1.228,-1.584955286,-1.2808123
1.229,-1.581528993,-1.2757038
1.23,-1.578112282,-1.2723968
1.231,-1.574705139,-1.2707831
1.232,-1.57130755,-1.2779034
1.233,-1.567919503,-1.2810853
1.234,-1.564540985,-1.3034054
1.235,-1.561171981,-1.2822988
1.236,-1.557812479,-1.268227
1.237,-1.554462465,-1.2724597
1.238,-1.551121925,-1.2206985
1.239,-1.547790845,-1.2895396
1.24,-1.544469212,-1.2690632
1.241,-1.541157012,-1.2724508
1.242,-1.53785423,-1.2603499
1.243,-1.534560853,-1.2668869
1.244,-1.531276867,-1.2392399
1.245,-1.528002257,-1.2216741
1.246,-1.52473701,-1.2442192
1.247,-1.52148111,-1.2762315
1.248,-1.518234544,-1.2352847
1.249,-1.514997297,-1.2244856
1.25,-1.511769355,-1.2124927
1.251,-1.508550704,-1.2235079
1.252,-1.505341328,-1.2023729
1.253,-1.502141213,-1.2017975
1.254,-1.498950344,-1.2184842
1.255,-1.495768708,-1.2253473
1.256,-1.492596288,-1.1935357
1.257,-1.489433071,-1.1960607
1.258,-1.486279041,-1.2083063
1.259,-1.483134184,-1.1866714
1.26,-1.479998484,-1.1992877
1.261,-1.476871927,-1.221433
1.262,-1.473754498,-1.2112247
1.263,-1.470646181,-1.1970071
1.264,-1.467546963,-1.1784773
1.265,-1.464456826,-1.1894011
1.266,-1.461375758,-1.1625339
1.267,-1.458303741,-1.2041761
1.268,-1.455240762,-1.182557
1.269,-1.452186805,-1.1753021
1.27,-1.449141854,-1.1759104
1.271,-1.446105895,-1.1864595
1.272,-1.443078912,-1.171769
1.273,-1.44006089,-1.1644424
1.274,-1.437051814,-1.1726164
1.275,-1.434051667,-1.1526552
1.276,-1.431060435,-1.1581204
1.277,-1.428078102,-1.1807262
1.278,-1.425104654,-1.1507121
1.279,-1.422140073,-1.1352918
1.28,-1.419184345,-1.1588902
1.281,-1.416237455,-1.159918
1.282,-1.413299386,-1.1488478
1.283,-1.410370124,-1.1573882
1.284,-1.407449652,-1.1365124
1.285,-1.404537955,-1.1611881
1.286,-1.401635018,-1.1515418
1.287,-1.398740824,-1.1483949
1.288,-1.395855359,-1.1409589
1.289,-1.392978605,-1.1424649
1.29,-1.390110549,-1.142287
1.291,-1.387251173,-1.1103833
1.292,-1.384400463,-1.1182604
1.293,-1.381558402,-1.1194205
1.294,-1.378724975,-1.11308
1.295,-1.375900166,-1.132665
1.296,-1.373083959,-1.1034611
1.297,-1.370276338,-1.1283302
1.298,-1.367477288,-1.0893685
1.299,-1.364686792,-1.1300386
1.3,-1.361904836,-1.1222672
1.301,-1.359131402,-1.1194861
1.302,-1.356366475,-1.1226182
1.303,-1.35361004,-1.0982046
1.304,-1.350862079,-1.0605255
1.305,-1.348122578,-1.1226586
1.306,-1.345391521,-1.0731435
1.307,-1.34266889,-1.0666553
1.308,-1.339954672,-1.0812341
1.309,-1.337248848,-1.1016937
1.31,-1.334551405,-1.0889478
1.311,-1.331862325,-1.0637907
1.312,-1.329181592,-1.0410689
1.313,-1.326509191,-1.0889195
1.314,-1.323845106,-1.0656375
1.315,-1.32118932,-1.0512074
1.316,-1.318541817,-1.0622284
1.317,-1.315902582,-1.0396408
1.318,-1.313271598,-1.0590876
1.319,-1.31064885,-1.0404012
1.32,-1.30803432,-1.0502433
1.321,-1.305427994,-1.0866874
1.322,-1.302829855,-1.026862
1.323,-1.300239887,-1.0355355
1.324,-1.297658074,-1.0453485
1.325,-1.295084399,-1.0597545
1.326,-1.292518847,-1.0458305
1.327,-1.289961402,-1.0451325
1.328,-1.287412047,-1.0558034
1.329,-1.284870766,-1.0483439
1.33,-1.282337544,-1.0257498
1.331,-1.279812363,-1.03536
1.332,-1.277295208,-1.0638834
1.333,-1.274786063,-1.0401533
1.334,-1.272284911,-1.0500418
1.335,-1.269791736,-1.0196648
1.336,-1.267306523,-1.0239738
1.337,-1.264829255,-1.0417253
1.338,-1.262359915,-1.039811
1.339,-1.259898488,-1.0289383
1.34,-1.257444958,-1.0235608
1.341,-1.254999307,-1.0033041
1.342,-1.252561521,-1.0147334
1.343,-1.250131583,-1.0041754
1.344,-1.247709476,-0.99289322
1.345,-1.245295184,-1.024188
1.346,-1.242888692,-1.0195385
1.347,-1.240489983,-0.99333441
1.348,-1.238099041,-0.98214447
1.349,-1.235715849,-1.0025684
1.35,-1.233340392,-0.99363071
1.351,-1.230972653,-0.99578893
1.352,-1.228612615,-0.97925043
1.353,-1.226260264,-0.98046184
1.354,-1.223915582,-1.0155599
1.355,-1.221578553,-0.97407997
1.356,-1.219249162,-0.97617286
1.357,-1.216927391,-0.98825234
1.358,-1.214613225,-0.97505832
1.359,-1.212306647,-1.0091156
1.36,-1.210007642,-0.96723115
1.361,-1.207716192,-0.94955105
1.362,-1.205432282,-0.97525483
1.363,-1.203155896,-0.96510255
1.364,-1.200887017,-0.97687483
1.365,-1.198625629,-0.95174509
1.366,-1.196371716,-0.97562248
1.367,-1.194125262,-0.96807969
1.368,-1.19188625,-0.97409981
1.369,-1.189654664,-0.95247525
1.37,-1.187430488,-0.93463755
1.371,-1.185213706,-0.95104724
1.372,-1.183004302,-0.96421325
1.373,-1.180802259,-0.95070302
1.374,-1.178607561,-0.96776021
1.375,-1.176420192,-0.9546203
1.376,-1.174240136,-0.94267029
1.377,-1.172067376,-0.95472753
1.378,-1.169901897,-0.92811453
1.379,-1.167743682,-0.97628528
1.38,-1.165592714,-0.93879861
1.381,-1.163448979,-0.9599157
1.382,-1.16131246,-0.93955106
1.383,-1.159183139,-0.97815633
1.384,-1.157061002,-0.9669916
1.385,-1.154946033,-0.91529447
1.386,-1.152838214,-0.91353416
1.387,-1.15073753,-0.91795117
1.388,-1.148643964,-0.93373185
1.389,-1.146557501,-0.93009412
1.39,-1.144478124,-0.92307925
1.391,-1.142405818,-0.92612362
1.392,-1.140340565,-0.91337138
1.393,-1.138282351,-0.91975272
1.394,-1.136231158,-0.92431051
1.395,-1.134186971,-0.93781722
1.396,-1.132149773,-0.91257626
1.397,-1.130119549,-0.93124229
1.398,-1.128096282,-0.88519543
1.399,-1.126079957,-0.91613322
1.4,-1.124070556,-0.90052366
1.401,-1.122068065,-0.92323697
1.402,-1.120072467,-0.91525614
1.403,-1.118083745,-0.91136605
1.404,-1.116101885,-0.89376998
1.405,-1.114126869,-0.8742516
1.406,-1.112158682,-0.91082311
1.407,-1.110197308,-0.89049524
1.408,-1.10824273,-0.89986366
1.409,-1.106294933,-0.8846938
1.41,-1.104353901,-0.91679478
1.411,-1.102419617,-0.90143949
1.412,-1.100492066,-0.90905535
1.413,-1.098571231,-0.90265477
1.414,-1.096657097,-0.87505895
1.415,-1.094749648,-0.88771838
1.416,-1.092848868,-0.86161119
1.417,-1.09095474,-0.87971067
1.418,-1.089067248,-0.86096573
1.419,-1.087186378,-0.86847597
1.42,-1.085312113,-0.86970592
1.421,-1.083444436,-0.86179495
1.422,-1.081583333,-0.90078169
1.423,-1.079728786,-0.87551016
1.424,-1.077880781,-0.87363273
1.425,-1.076039301,-0.86023706
1.426,-1.074204331,-0.86227953
1.427,-1.072375854,-0.86202365
1.428,-1.070553855,-0.88448119
1.429,-1.068738318,-0.84712148
1.43,-1.066929227,-0.86937523
1.431,-1.065126566,-0.87461603
1.432,-1.06333032,-0.84852284
1.433,-1.061540472,-0.83219224
1.434,-1.059757007,-0.85641909
1.435,-1.057979909,-0.83361381
1.436,-1.056209162,-0.85065669
1.437,-1.054444751,-0.84905118
1.438,-1.052686659,-0.86803174
1.439,-1.050934872,-0.83001596
1.44,-1.049189372,-0.85046285
1.441,-1.047450146,-0.85919762
1.442,-1.045717176,-0.82587761
1.443,-1.043990447,-0.8454299
1.444,-1.042269944,-0.84812474
1.445,-1.04055565,-0.83800775
1.446,-1.038847551,-0.83411056
1.447,-1.03714563,-0.83415079
1.448,-1.035449873,-0.8416037
1.449,-1.033760262,-0.83191401
1.45,-1.032076783,-0.81784832
1.451,-1.03039942,-0.82698804
1.452,-1.028728158,-0.84972477
1.453,-1.027062981,-0.83906609
1.454,-1.025403873,-0.83820951
1.455,-1.023750819,-0.83641434
1.456,-1.022103803,-0.80561578
1.457,-1.02046281,-0.8159945
1.458,-1.018827824,-0.81263041
1.459,-1.017198831,-0.8311218
1.46,-1.015575813,-0.79673648
1.461,-1.013958757,-0.80635285
1.462,-1.012347646,-0.83152324
1.463,-1.010742465,-0.80969262
1.464,-1.009143198,-0.78687447
1.465,-1.007549831,-0.80574012
1.466,-1.005962348,-0.82034475
1.467,-1.004380733,-0.80801576
1.468,-1.002804972,-0.82257634
1.469,-1.001235048,-0.80173022
1.47,-0.999670947,-0.81513429
1.471,-0.998112653,-0.79955041
1.472,-0.996560151,-0.79304594
1.473,-0.995013425,-0.80475163
1.474,-0.993472461,-0.77916604
1.475,-0.991937243,-0.81763971
1.476,-0.990407756,-0.78657019
1.477,-0.988883984,-0.80812442
1.478,-0.987365913,-0.79573476
1.479,-0.985853528,-0.79899198
1.48,-0.984346812,-0.79354554
1.481,-0.982845751,-0.78641701
1.482,-0.981350331,-0.80659682
1.483,-0.979860535,-0.80096191
1.484,-0.978376348,-0.77079087
1.485,-0.976897756,-0.76647329
1.486,-0.975424744,-0.79447901
1.487,-0.973957296,-0.77148771
1.488,-0.972495398,-0.77357328
1.489,-0.971039034,-0.78404129
1.49,-0.969588189,-0.77600557
1.491,-0.968142849,-0.78767681
1.492,-0.966702998,-0.77801484
1.493,-0.965268622,-0.74926472
1.494,-0.963839705,-0.78078341
1.495,-0.962416233,-0.78983688
1.496,-0.960998191,-0.76312155
1.497,-0.959585564,-0.7606653
1.498,-0.958178337,-0.76922506
1.499,-0.956776495,-0.75571966
1.5,-0.955380024,-0.7934708
1.501,-0.953988908,-0.77507371
1.502,-0.952603133,-0.75219268
1.503,-0.951222684,-0.77244872
1.504,-0.949847547,-0.74402565
1.505,-0.948477706,-0.75375104
1.506,-0.947113147,-0.76979804
1.507,-0.945753855,-0.75447738
1.508,-0.944399816,-0.75703633
1.509,-0.943051014,-0.77458245
1.51,-0.941707436,-0.76327491
1.511,-0.940369066,-0.72334248
1.512,-0.939035891,-0.7523002
1.513,-0.937707895,-0.73711467
1.514,-0.936385064,-0.74195641
1.515,-0.935067383,-0.71648526
1.516,-0.933754839,-0.7396552
1.517,-0.932447415,-0.74929464
1.518,-0.931145099,-0.73736048
1.519,-0.929847875,-0.72845417
1.52,-0.928555729,-0.73309851
1.521,-0.927268647,-0.73474693
1.522,-0.925986614,-0.75611991
1.523,-0.924709615,-0.72342366
1.524,-0.923437638,-0.7075308
