!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Friday, April 15, 2016 13:36:46
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB)
2014000000,-0.11356986
2015000000,-0.11337709
2016000000,-0.11318877
2017000000,-0.1129956
2018000000,-0.11280715
2019000000,-0.11261488
2020000000,-0.1124246
2021000000,-0.112234
2022000000,-0.11204506
2023000000,-0.11185557
2024000000,-0.1116659
2025000000,-0.11147548
2026000000,-0.11128706
2027000000,-0.11110009
2028000000,-0.11091162
2029000000,-0.11072235
2030000000,-0.11053398
2031000000,-0.1103467
2032000000,-0.11015983
2033000000,-0.10997173
2034000000,-0.10978398
2035000000,-0.10959933
2036000000,-0.10941128
2037000000,-0.10922538
2038000000,-0.10903841
2039000000,-0.10885272
2040000000,-0.10866806
2041000000,-0.10848173
2042000000,-0.10829686
2043000000,-0.10811128
2044000000,-0.10792669
2045000000,-0.1077414
2046000000,-0.10755546
2047000000,-0.10737371
2048000000,-0.10718968
2049000000,-0.10700604
2050000000,-0.10682284
2051000000,-0.10663844
2052000000,-0.1064563
2053000000,-0.10627315
2054000000,-0.10609007
2055000000,-0.10590749
2056000000,-0.10572632
2057000000,-0.1055444
2058000000,-0.105362
2059000000,-0.10517992
2060000000,-0.10500042
2061000000,-0.10481877
2062000000,-0.10463743
2063000000,-0.10445664
2064000000,-0.10427611
2065000000,-0.10409454
2066000000,-0.10391487
2067000000,-0.1037347
2068000000,-0.10355486
2069000000,-0.10337486
2070000000,-0.10319623
2071000000,-0.10301662
2072000000,-0.10283514
2073000000,-0.10265729
2074000000,-0.10247903
2075000000,-0.10230029
2076000000,-0.10212105
2077000000,-0.10194334
2078000000,-0.10176478
2079000000,-0.10158692
2080000000,-0.10140913
2081000000,-0.10123143
2082000000,-0.10105419
2083000000,-0.1008761
2084000000,-0.1007001
2085000000,-0.10052291
2086000000,-0.10034673
2087000000,-0.10017075
2088000000,-0.099993713
2089000000,-0.099817485
2090000000,-0.099641837
2091000000,-0.09946657
2092000000,-0.099290639
2093000000,-0.09911678
2094000000,-0.098940507
2095000000,-0.098767415
2096000000,-0.09859363
2097000000,-0.098418169
2098000000,-0.098245785
2099000000,-0.098071501
2100000000,-0.097899452
2101000000,-0.097725689
2102000000,-0.097552374
2103000000,-0.097380422
2104000000,-0.097207434
2105000000,-0.097036228
2106000000,-0.096865155
2107000000,-0.096693285
2108000000,-0.096520983
2109000000,-0.096349984
2110000000,-0.09617994
2111000000,-0.096008822
2112000000,-0.095838062
2113000000,-0.095667243
2114000000,-0.095497377
2115000000,-0.095326819
2116000000,-0.095156804
2117000000,-0.094987616
2118000000,-0.094819285
2119000000,-0.094649002
2120000000,-0.094479896
2121000000,-0.09431085
2122000000,-0.094142772
2123000000,-0.093975104
2124000000,-0.093806297
2125000000,-0.09363842
2126000000,-0.093469746
2127000000,-0.093302704
2128000000,-0.093134932
2129000000,-0.092967771
2130000000,-0.092801914
2131000000,-0.092633866
2132000000,-0.092466377
2133000000,-0.092300653
2134000000,-0.092133962
2135000000,-0.09196768
2136000000,-0.091801725
