Freq(Hz),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm),S11 SWR(U)
1000000000,3.1736283,83.767059,60.021858
1001000000,3.1170993,84.211533,61.587822
1002000000,3.3070993,84.547722,58.39814
1003000000,3.4739532,84.606339,55.655235
1004000000,3.3440948,84.817757,58.026779
1005000000,3.5675764,85.533951,55.08247
1006000000,3.332001,85.26136,58.690029
1007000000,3.4803607,86.009804,56.92942
1008000000,3.5780776,85.949127,55.319229
1009000000,3.397119,85.805519,58.115128
1010000000,3.5400498,86.237785,56.193237
1011000000,3.5746913,86.759392,56.154716
1012000000,3.5765998,87.281631,56.633236
1013000000,3.7998941,87.335472,53.361317
1014000000,3.6694732,87.388481,55.30434
1015000000,3.5179927,87.875496,58.166458
1016000000,3.7129209,88.183693,55.41082
1017000000,3.5080438,88.180573,58.637405
1018000000,3.7179139,88.37001,55.513565
1019000000,3.653178,88.733559,56.847912
1020000000,3.7077918,89.002571,56.270176
1021000000,3.9568145,89.535316,53.217136
1022000000,4.002337,89.70401,52.764351
1023000000,3.7790022,90.038422,56.193855
1024000000,3.8999841,90.713547,55.080315
1025000000,4.1046891,90.720657,52.345833
1026000000,4.1764779,91.174202,51.843426
1027000000,3.813174,91.163193,56.760639
1028000000,3.9420366,91.283745,55.020672
1029000000,3.9481077,92.178032,55.76767
1030000000,4.2598991,92.3116,51.810925
1031000000,4.3018484,92.566261,51.525974
1032000000,3.8850982,92.966873,57.42223
1033000000,4.1066241,93.001419,54.362686
1034000000,4.3336706,93.476349,51.930283
1035000000,4.1649394,93.920601,54.428642
1036000000,4.1562786,93.997993,54.611794
1037000000,4.138783,94.3853,55.194801
1038000000,3.5981662,94.442352,63.52943
1039000000,3.8306746,95.042625,60.27446
1040000000,4.033401,95.267273,57.463211
1041000000,4.138442,95.582947,56.299213
1042000000,4.1904197,95.617348,55.633926
1043000000,4.3312497,95.700714,53.902988
1044000000,4.0020404,96.23439,58.838356
1045000000,4.4212799,96.603683,53.593971
1046000000,4.1752067,97.074715,57.181751
1047000000,4.5453911,97.683914,53.05827
1048000000,4.0006113,97.684494,60.265507
1049000000,4.2008276,97.543869,57.268661
1050000000,4.5450172,98.331375,53.621243
1051000000,4.5645585,98.373497,53.428642
1052000000,4.886909,98.934441,50.367435
1053000000,4.7136517,98.875145,52.163361
1054000000,4.2179832,99.401817,58.77182
1055000000,4.3530326,99.326187,56.883625
1056000000,4.9743118,100.05617,50.383026
1057000000,4.4486809,100.9175,57.096622
1058000000,4.4423294,100.60472,56.89423
1059000000,4.5914598,100.84177,55.259056
1060000000,4.1976571,101.51376,61.078037
1061000000,4.823544,101.47746,53.141022
1062000000,4.9939299,102.31715,52.018909
1063000000,4.7677045,102.24918,54.421333
1064000000,4.9426837,103.00918,53.131721
1065000000,4.7960997,103.37801,55.068336
1066000000,5.089561,103.54905,52.041512
1067000000,5.1925325,103.57219,51.031258
1068000000,4.6558766,103.75502,57.057808
1069000000,4.874176,104.72285,55.337486
1070000000,5.3197908,104.86556,50.828503
1071000000,4.7700906,105.21734,56.976933
1072000000,5.4153814,105.90302,50.742275
1073000000,5.1544762,105.78478,53.204826
