Freq(Hz),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm),S11 SWR(U),,VSWR_HFSS
1040000000,6.9122577,107.89126,41.028217,,344.1108666
1041000000,6.8655119,108.01499,41.383896,,344.6751575
1042000000,7.0707331,108.41039,40.431629,,345.2383829
1043000000,7.2159424,108.48266,39.666229,,345.8005337
1044000000,7.4306049,109.45432,39.097649,,346.361601
1045000000,6.8215466,109.56559,42.638874,,346.9215759
1046000000,7.328321,110.21866,40.098465,,347.4804493
1047000000,7.4384556,111.14004,40.057117,,348.0382125
1048000000,7.0348396,111.75578,42.731911,,348.5948565
1049000000,7.3490353,111.74047,40.905945,,349.1503725
1050000000,7.4388824,112.86888,41.096691,,349.7047515
1051000000,7.8448257,112.45383,38.744732,,350.2579848
1052000000,8.015626,114.27295,38.954586,,350.8100636
1053000000,8.0937643,114.39279,38.648888,,351.3609791
1054000000,7.166101,115.16259,44.112282,,351.9107224
1055000000,8.1378164,115.25816,38.929886,,352.459285
1056000000,8.0648575,116.35231,39.908447,,353.0066579
1057000000,8.3085518,117.39644,39.333904,,353.5528327
1058000000,7.9122267,117.16055,41.150444,,354.0978005
1059000000,8.4063148,117.634,39.012695,,354.6415527
1060000000,8.2354069,118.9021,40.545353,,355.1840807
1061000000,8.5516453,119.26361,39.258057,,355.7253759
1062000000,8.851325,119.91914,38.293453,,356.2654297
1063000000,8.8189144,120.55329,38.779144,,356.8042336
1064000000,8.911499,121.6189,38.95895,,357.341779
1065000000,8.6154652,121.76845,40.371849,,357.8780574
1066000000,8.9413891,122.7739,39.46154,,358.4130605
1067000000,9.3761969,123.05133,37.791737,,358.9467796
1068000000,9.142683,123.91154,39.213867,,359.4792064
1069000000,9.3208599,125.2513,39.187088,,360.0103326
1070000000,9.531106,125.49373,38.4575,,360.5401497
1071000000,9.156539,126.40047,40.516674,,361.0686494
1072000000,10.131935,127.03402,36.965485,,361.5958235
1073000000,10.030909,127.27055,37.454277,,362.1216636
1074000000,10.223088,128.21733,37.230362,,362.6461614
1075000000,10.032458,128.53757,38.095123,,363.1693089
1076000000,10.944767,129.52745,35.417282,,363.6910978
1077000000,10.271696,129.63332,37.767284,,364.2115199
1078000000,10.072127,130.98817,39.210205,,364.7305671
1079000000,9.6968918,131.70035,41.100208,,365.2482314
1080000000,11.056383,133.18077,36.801075,,365.7645046
1081000000,11.08275,133.35605,36.798809,,366.2793788
1082000000,11.207957,134.12755,36.760612,,366.792846
1083000000,10.346534,134.95085,40.218143,,367.3048982
1084000000,10.811715,136.15489,39.107998,,367.8155275
1085000000,11.005775,136.79248,38.741669,,368.3247259
1086000000,10.819591,137.37669,39.697975,,368.8324858
1087000000,11.13528,138.29378,39.03791,,369.3387991
1088000000,11.871922,138.83482,36.8937,,369.8436582
1089000000,11.699427,139.76413,37.874413,,370.3470553
1090000000,11.964645,141.30614,37.769169,,370.8489827
1091000000,11.645853,142.67464,39.459408,,371.3494326
1092000000,12.383625,143.18755,37.371056,,371.8483976
1093000000,12.203054,144.36513,38.472904,,372.3458699
1094000000,12.328779,144.55916,38.176044,,372.841842
1095000000,12.113583,146.10049,39.586624,,373.3363064
1096000000,13.146562,146.38037,36.636353,,373.8292556
1097000000,13.161,147.45938,37.078846,,374.3206821
1098000000,13.585737,148.53867,36.405304,,374.8105786
1099000000,13.883914,150.38895,36.431435,,375.2989376
1100000000,13.910067,150.37959,36.359829,,375.7857518
1101000000,14.458842,151.07477,35.289352,,376.271014
1102000000,13.904508,152.52939,37.311523,,376.7547169
1103000000,13.610382,153.01927,38.32719,,377.2368533
1104000000,15.278552,154.68428,34.870777,,377.7174159
1105000000,14.714943,155.85162,36.678635,,378.1963978
1106000000,15.711477,156.60675,34.687859,,378.6737917
1107000000,15.053209,156.95929,36.327267,,379.1495907
1108000000,15.283744,158.1344,36.272545,,379.6237877
1109000000,15.95411,159.76671,35.423363,,380.0963759
1110000000,16.537989,161.1217,34.719936,,380.5673482
1111000000,16.723391,161.37732,34.440418,,381.0366978
1112000000,16.264626,162.35587,35.784702,,381.5044179
1113000000,17.137476,164.47203,34.801067,,381.9705016
1114000000,17.161045,166.80241,35.654564,,382.4349423
1115000000,16.878599,166.02968,35.935753,,382.8977333
1116000000,17.932173,168.0631,34.620304,,383.3588679
1117000000,18.15546,168.09967,34.216259,,383.8183394
1118000000,17.663805,169.91516,35.845657,,384.2761414
1119000000,17.418047,170.9416,36.74432,,384.7322673
1120000000,18.111446,172.18959,35.835911,,385.1867107
1121000000,17.463856,173.79167,37.775639,,385.639465
1122000000,19.227766,175.05319,34.830593,,386.0905241
1123000000,18.875767,175.80438,35.746441,,386.5398814
1124000000,18.863934,178.29178,36.702961,,386.9875307
1125000000,19.03541,179.1429,36.698544,,387.4334659
1126000000,19.873133,179.82463,35.428524,,387.8776806
1127000000,19.067909,181.06483,37.363869,,388.3201689
1128000000,20.548851,182.48209,35.226105,,388.7609245
1129000000,20.795717,184.00008,35.352547,,389.1999414
1130000000,21.087255,186.96188,35.917488,,389.6372136
1131000000,21.846233,188.4975,35.225803,,390.0727353
1132000000,22.947119,189.64314,33.953979,,390.5065004
1133000000,21.908617,191.71024,36.243801,,390.9385032
1134000000,23.283037,192.94295,34.561985,,391.3687378
1135000000,22.577101,193.2449,35.719124,,391.7971985
1136000000,21.942554,195.85759,37.655178,,392.2238796
1137000000,23.352203,198.83998,36.44249,,392.6487754
1138000000,24.458002,199.11148,34.924,,393.0718804
1139000000,24.999949,200.21748,34.540745,,393.493189
1140000000,25.81386,203.28238,34.440887,,393.9126957
1141000000,24.982306,203.29576,35.559689,,394.330395
1142000000,26.498899,205.23276,34.177959,,394.7462817
1143000000,26.179913,207.87051,35.415375,,395.1603502
1144000000,26.804712,209.55742,35.139088,,395.5725953
1145000000,28.356144,211.91432,33.975018,,395.9830119
1146000000,27.038183,214.32275,36.339794,,396.3915946
1147000000,30.558439,215.00787,32.472309,,396.7983384
1148000000,29.293976,216.10663,34.148537,,397.2032382
1149000000,29.577646,219.06195,34.702129,,397.6062889
1150000000,30.151251,220.00931,34.339729,,398.0074857
1151000000,31.806097,222.42787,33.287964,,398.4068234
1152000000,31.496637,225.36778,34.439835,,398.8042974
1153000000,31.911394,228.85568,35.001713,,399.1999027
1154000000,32.900974,231.58498,34.750786,,399.5936346
1155000000,34.195831,233.91464,34.118366,,399.9854884
1156000000,37.439301,232.73351,30.986784,,400.3754595
1157000000,32.87104,235.27589,35.830551,,400.7635431
1158000000,35.612431,236.96399,33.621529,,401.1497349
1159000000,35.648571,242.11392,34.974194,,401.5340302
1160000000,37.236179,242.90421,33.748802,,401.9164247
1161000000,38.899433,246.60597,33.30088,,402.2969139
1162000000,37.810036,248.52342,34.720428,,402.6754936
1163000000,39.183567,249.60487,33.830528,,403.0521594
1164000000,39.716904,252.55527,34.143368,,403.4269072
1165000000,40.719013,257.28723,34.527256,,403.7997327
1166000000,42.629261,258.26956,33.289989,,404.1706319
1167000000,42.590584,259.19308,33.543339,,404.5396006
1168000000,44.216194,265.39587,33.84494,,404.906635
1169000000,47.440506,266.80234,31.981075,,405.271731
1170000000,46.373447,269.17865,33.224983,,405.6348847
1171000000,46.984516,274.24878,33.990265,,405.9960924
1172000000,48.846874,278.06116,33.628105,,406.3553503
1173000000,47.780888,277.58133,34.224819,,406.7126545
1174000000,51.733356,282.21332,32.760967,,407.0680015
1175000000,52.496868,283.16132,32.518333,,407.4213877
1176000000,54.592861,291.17194,33.036869,,407.7728094
1177000000,55.796177,295.55017,33.292355,,408.1222632
1178000000,56.741249,297.25623,33.131172,,408.4697457
1179000000,59.544182,299.13501,32.054981,,408.8152534
1180000000,61.216797,303.45428,32.094666,,409.1587831
1181000000,63.140499,309.88455,32.44125,,409.5003314
1182000000,61.481274,315.13043,34.3186,,409.8398951
1183000000,66.31102,315.05768,31.987095,,410.1774711
1184000000,70.585022,319.38721,30.991436,,410.5130562
1185000000,69.985245,321.43768,31.609356,,410.8466475
1186000000,74.224472,329.02094,31.295729,,411.1782419
1187000000,73.589966,333.00623,32.258358,,411.5078365
1188000000,76.3508,336.66299,31.840277,,411.8354283
1189000000,79.709328,340.61954,31.300711,,412.1610147
1190000000,80.870544,349.53247,32.419292,,412.4845928
1191000000,83.905289,349.07614,31.287695,,412.8061598
1192000000,84.695686,354.87241,31.9911,,413.1257132
1193000000,90.081985,361.27173,31.302185,,413.4432504
1194000000,91.341629,366.14096,31.696043,,413.7587688
1195000000,92.389732,373.81989,32.608711,,414.0722659
1196000000,96.822929,375.93631,31.61434,,414.3837393
1197000000,96.333435,383.33032,32.92231,,414.6931866
1198000000,101.91486,388.04617,32.047821,,415.0006056
1199000000,101.44211,396.25845,33.449547,,415.3059939
1200000000,106.69743,400.78326,32.680885,,415.6093493
1201000000,119.60816,409.64136,30.837061,,415.9106698
1202000000,113.09077,411.50522,32.6203,,416.2099531
1203000000,112.60086,419.90698,33.984669,,416.5071974
1204000000,119.00718,429.33484,33.748348,,416.8024006
1205000000,131.97435,433.61478,31.480267,,417.0955607
1206000000,142.0972,437.32208,30.078852,,417.386676
1207000000,140.24287,451.672,32.22382,,417.6757446
1208000000,137.60745,456.60886,33.387932,,417.9627648
1209000000,156.20332,463.38321,30.90469,,418.2477348
1210000000,157.2457,475.61935,32.20385,,418.5306531
1211000000,158.01703,490.69537,33.922726,,418.811518
1212000000,177.43446,490.02271,30.864103,,419.090328
1213000000,189.07991,502.70575,30.744333,,419.3670817
1214000000,188.51347,513.08289,31.933657,,419.6417776
1215000000,198.88609,526.47168,32.070423,,419.9144144
1216000000,213.05659,521.3938,29.981638,,420.1849908
1217000000,227.2953,531.94684,29.630798,,420.4535055
1218000000,240.85544,555.37427,30.604116,,420.7199573
1219000000,243.78069,557.28186,30.52685,,420.9843451
1220000000,254.71976,556.2887,29.554697,,421.2466678
1221000000,269.48608,568.72656,29.546358,,421.5069244
1222000000,275.7048,594.47174,31.299374,,421.7651139
1223000000,298.66306,603.18433,30.471857,,422.0212354
1224000000,313.54538,617.55658,30.72452,,422.275288
1225000000,331.66879,624.58289,30.274794,,422.5272709
1226000000,336.83466,637.54535,30.987204,,422.7771834
1227000000,359.75107,644.95142,30.426151,,423.0250247
1228000000,373.35126,658.70349,30.811501,,423.2707943
1229000000,398.75876,660.68958,29.960659,,423.5144914
1230000000,436.45459,676.83179,29.802032,,423.7561157
1231000000,478.86597,714.15094,30.950232,,423.9956666
1232000000,480.444,710.56989,30.698833,,424.2331436
1233000000,529.31348,692.51361,28.766615,,424.4685464
1234000000,542.07166,703.59564,29.164379,,424.7018747
1235000000,591.92896,722.21466,29.512699,,424.9331283
1236000000,628.79309,739.28381,30.005848,,425.1623068
1237000000,651.68439,738.88135,29.8318,,425.3894101
1238000000,686.38965,747.13123,30.032303,,425.6144381
1239000000,718.5191,736.0636,29.486784,,425.8373908
1240000000,774.99243,750.23749,30.056561,,426.0582682
1241000000,840.50397,730.01086,29.516552,,426.2770702
1242000000,945.96484,733.78461,30.323103,,426.4937971
1243000000,969.94794,702.52155,29.593273,,426.7084489
1244000000,1049.0079,746.59589,31.623489,,426.9210259
1245000000,1078.6224,662.05566,29.712509,,427.1315283
1246000000,1176.7606,650.06677,30.727362,,427.3399564
1247000000,1179.08,548.90082,28.699795,,427.5463105
1248000000,1235.4725,580.60156,30.173773,,427.7505912
1249000000,1314.6409,460.74713,29.526579,,427.9527988
1250000000,1392.3303,410.33807,30.26812,,428.1529339
1251000000,1385.9167,308.81497,29.096268,,428.350997
1252000000,1474.1604,223.42322,30.161209,,428.5469887
1253000000,1464.3729,159.05269,29.633366,,428.7409097
1254000000,1519.8556,42.4203,30.420816,,428.9327607
1255000000,1479.8438,-82.070908,29.688009,,429.1225425
1256000000,1515.0181,-94.788719,30.419102,,429.3102559
1257000000,1493.3473,-236.40292,30.616236,,429.4959017
1258000000,1439.8147,-295.37811,30.009636,,429.6794808
1259000000,1398.6334,-407.78156,30.353304,,429.8609943
1260000000,1278.1729,-461.2804,28.897406,,430.0404431
1261000000,1276.3538,-505.95569,29.54369,,430.2178282
1262000000,1192.3046,-593.1803,29.756651,,430.3931509
1263000000,1109.1521,-591.23352,28.49617,,430.5664121
1264000000,1104.0952,-639.0899,29.491846,,430.7376132
1265000000,1067.6813,-698.53186,30.507984,,430.9067554
1266000000,986.83136,-659.20007,28.559149,,431.0738399
1267000000,937.45477,-646.37976,27.679945,,431.2388682
1268000000,878.68384,-723.60223,29.51453,,431.4018415
1269000000,864.61169,-698.56451,28.60323,,431.5627614
1270000000,759.30115,-720.31134,28.883724,,431.7216293
1271000000,730.01874,-726.22961,29.083687,,431.8784467
1272000000,671.4278,-685.84418,27.478033,,432.0332153
1273000000,641.89923,-712.63641,28.704418,,432.1859366
1274000000,587.41412,-700.56555,28.508581,,432.3366124
1275000000,560.29919,-710.5943,29.285168,,432.4852442
1276000000,517.97351,-700.8457,29.387604,,432.6318339
1277000000,528.20215,-676.20404,27.936426,,432.7763833
1278000000,473.92813,-669.30029,28.453173,,432.9188942
1279000000,457.05005,-669.79498,28.847078,,433.0593685
1280000000,411.9671,-641.33496,28.293495,,433.1978082
1281000000,405.15524,-638.26343,28.301012,,433.3342151
1282000000,368.52686,-642.09912,29.847813,,433.4685914
1283000000,379.52859,-617.41779,27.774639,,433.6009391
1284000000,332.74246,-622.65375,30.075035,,433.7312603
1285000000,330.89868,-593.8183,28.046301,,433.8595572
1286000000,305.44019,-595.83105,29.484688,,433.9858318
1287000000,282.85229,-590.63489,30.46755,,434.1100866
1288000000,273.62576,-572.36017,29.566259,,434.2323237
1289000000,269.53452,-553.06165,28.23748,,434.3525454
1290000000,255.05254,-540.79822,28.195145,,434.4707542
1291000000,235.21783,-532.76294,29.016375,,434.5869524
1292000000,234.67764,-522.17224,28.108339,,434.7011424
1293000000,235.18689,-520.06531,27.880724,,434.8133268
1294000000,221.71915,-499.99963,27.174112,,434.923508
1295000000,206.88515,-503.07312,28.810667,,435.0316887
1296000000,203.38516,-482.931,27.21085,,435.1378713
1297000000,188.26118,-475.96512,28.062038,,435.2420586
1298000000,186.42122,-477.22894,28.395056,,435.3442532
1299000000,170.64731,-456.37088,28.080257,,435.4444578
1300000000,174.77615,-453.87207,27.317989,,435.5426752
1301000000,157.23482,-441.42657,28.21278,,435.6389082
1302000000,153.48376,-439.59503,28.541412,,435.7331597
1303000000,150.56862,-433.54144,28.274529,,435.8254324
1304000000,148.36168,-426.21826,27.757294,,435.9157292
1305000000,146.69875,-412.7283,26.460756,,436.0040532
1306000000,140.91737,-412.70108,27.309889,,436.0904073
1307000000,130.72534,-406.24744,28.210964,,436.1747945
1308000000,124.03223,-398.21527,28.418606,,436.2572179
1309000000,127.23431,-390.22058,26.836096,,436.3376805
1310000000,120.07891,-387.14578,27.745823,,436.4161855
1311000000,117.39887,-379.82117,27.314013,,436.492736
1312000000,111.73284,-374.40207,27.737545,,436.5673352
1313000000,111.74897,-371.47552,27.342993,,436.6399864
1314000000,105.71022,-364.37057,27.669897,,436.7106927
1315000000,101.83234,-357.79703,27.634501,,436.7794576
1316000000,99.663559,-352.2074,27.352161,,436.8462843
1317000000,100.79719,-349.56909,26.720989,,436.9111761
1318000000,89.879395,-345.14221,28.826532,,436.9741366
1319000000,94.575958,-343.29385,27.305481,,437.035169
1320000000,87.967476,-335.29996,27.852661,,437.094277
1321000000,87.893661,-328.02304,26.773323,,437.1514638
1322000000,84.416603,-327.40985,27.641642,,437.2067332
1323000000,78.88205,-321.79691,28.43154,,437.2600886
1324000000,76.632889,-319.00107,28.708511,,437.3115336
1325000000,77.547318,-314.70322,27.702242,,437.3610718
1326000000,75.207588,-310.52829,27.776087,,437.4087069
1327000000,73.797951,-304.73486,27.283747,,437.4544426
1328000000,74.127281,-303.50497,26.973259,,437.4982826
1329000000,67.972275,-297.51962,28.104763,,437.5402305
1330000000,66.082916,-296.31393,28.616606,,437.5802903
1331000000,67.835541,-289.64621,26.791265,,437.6184656
1332000000,66.366493,-285.29288,26.571136,,437.6547602
1333000000,62.548138,-284.01285,27.806774,,437.6891782
1334000000,63.600815,-283.06693,27.218241,,437.7217232
1335000000,61.780884,-276.98746,26.844503,,437.7523993
1336000000,60.106308,-272.42795,26.691757,,437.7812104
1337000000,59.214855,-269.14978,26.458258,,437.8081604
1338000000,54.428917,-268.18307,28.399918,,437.8332534
1339000000,55.844761,-265.27292,27.177347,,437.8564932
1340000000,53.267139,-259.42584,27.23682,,437.8778841
1341000000,54.471024,-257.23083,26.263908,,437.89743
1342000000,52.878117,-256.49576,26.849554,,437.9151351
1343000000,50.644363,-252.84636,27.210562,,437.9310035
1344000000,49.626751,-249.54211,27.058945,,437.9450393
1345000000,48.458298,-247.09811,27.164179,,437.9572466
1346000000,47.748749,-245.45381,27.200603,,437.9676298
1347000000,48.949329,-240.96617,25.685928,,437.976193
1348000000,46.581337,-239.65013,26.626341,,437.9829404
1349000000,46.180904,-238.20193,26.541639,,437.9878763
1350000000,44.608154,-233.44795,26.409245,,437.991005
1351000000,43.858116,-231.41089,26.399429,,437.9923309
1352000000,44.913502,-230.72348,25.677399,,437.9918582
1353000000,42.984047,-227.70836,26.110344,,437.9895913
1354000000,40.159233,-226.05887,27.461807,,437.9855346
1355000000,40.222721,-225.37202,27.266506,,437.9796925
1356000000,39.339455,-220.58704,26.758238,,437.9720694
1357000000,38.612972,-220.47716,27.208565,,437.9626698
1358000000,36.89922,-217.46486,27.689413,,437.9514981
1359000000,37.668167,-215.93263,26.800093,,437.9385588
1360000000,36.948452,-213.53972,26.737415,,437.9238565
1361000000,36.872353,-212.70113,26.595549,,437.9073956
1362000000,34.988693,-209.39169,27.154297,,437.8891806
1363000000,33.960777,-208.26904,27.660107,,437.8692162
1364000000,34.086056,-206.23441,27.067682,,437.847507
1365000000,32.931499,-203.70944,27.342691,,437.8240575
1366000000,33.028782,-202.12262,26.875355,,437.7988723
1367000000,34.009949,-199.72566,25.569292,,437.7719562
1368000000,31.21022,-198.86551,27.532578,,437.7433137
1369000000,32.316738,-196.5632,26.06666,,437.7129495
1370000000,31.143295,-193.94943,26.347363,,437.6808684
1371000000,30.558384,-191.99597,26.335329,,437.647075
1372000000,30.515865,-190.63025,26.027437,,437.611574
1373000000,28.592093,-190.86494,27.766731,,437.5743702
1374000000,29.285374,-188.90967,26.627287,,437.5354684
1375000000,28.427792,-187.70847,27.079216,,437.4948733
1376000000,28.448782,-186.59753,26.767286,,437.4525898
1377000000,27.987719,-183.99298,26.500141,,437.4086225
1378000000,27.888342,-182.56332,26.214491,,437.3629764
1379000000,26.613764,-180.46542,26.848139,,437.3156563
1380000000,27.221371,-179.68443,26.064287,,437.266667
1381000000,25.702015,-178.44759,27.201677,,437.2160133
1382000000,26.281124,-177.47885,26.360815,,437.1637003
1383000000,25.680664,-176.52469,26.691175,,437.1097326
1384000000,25.37851,-174.40866,26.411644,,437.0541154
1385000000,25.247753,-172.43715,26.001099,,436.9968533
1386000000,24.232924,-171.62582,26.820936,,436.9379515
1387000000,25.312841,-169.84424,25.234346,,436.8774148
1388000000,23.986876,-168.59105,26.224821,,436.8152483
1389000000,24.085545,-168.04938,25.969379,,436.7514567
1390000000,23.363895,-165.26443,25.948744,,436.6860452
1391000000,23.26054,-165.37758,26.092449,,436.6190187
1392000000,23.435963,-163.94624,25.500694,,436.5503822
1393000000,22.802967,-161.6881,25.539106,,436.4801408
1394000000,22.089169,-161.5869,26.308165,,436.4082994
1395000000,21.561558,-160.09546,26.486725,,436.334863
1396000000,21.678101,-159.02437,26.032774,,436.2598368
1397000000,20.790703,-158.10101,26.828756,,436.1832257
1398000000,21.1031,-156.58885,25.991266,,436.1050349
1399000000,21.421829,-155.79051,25.382874,,436.0252693
1400000000,20.631588,-154.33784,25.888445,,435.9439342
1401000000,20.397999,-154.21878,26.140305,,435.8610344
1402000000,20.213474,-151.81836,25.644266,,435.7765752
1403000000,19.431049,-151.9585,26.691872,,435.6905617
1404000000,19.91753,-149.83234,25.412037,,435.6029989
1405000000,19.576447,-148.86186,25.545776,,435.513892
1406000000,18.905937,-148.38666,26.277525,,435.4232461
1407000000,18.274229,-147.95584,27.022823,,435.3310663
1408000000,19.420839,-146.306,24.966709,,435.2373578
1409000000,18.745686,-144.14429,25.170311,,435.1421257
1410000000,18.21167,-144.27208,25.929504,,435.0453752
1411000000,17.30308,-143.29242,26.931614,,434.9471114
1412000000,17.963112,-142.49689,25.711695,,434.8473395
1413000000,18.463215,-142.06372,24.899149,,434.7460646
1414000000,17.340128,-140.46022,25.94714,,434.643292
1415000000,17.238007,-140.08562,25.975101,,434.5390267
1416000000,17.271395,-138.89862,25.542023,,434.4332741
1417000000,16.788866,-137.3795,25.758028,,434.3260393
1418000000,16.790125,-137.07542,25.656584,,434.2173274
1419000000,16.806993,-135.31613,25.06028,,434.1071437
1420000000,16.35574,-135.30614,25.732224,,433.9954934
1421000000,16.248055,-134.44064,25.611151,,433.8823816
1422000000,16.228277,-133.54315,25.344795,,433.7678137
1423000000,15.838165,-132.5898,25.634293,,433.6517947
1424000000,15.698761,-132.05992,25.678085,,433.53433
1425000000,15.384056,-131.0842,25.857925,,433.4154247
1426000000,14.987736,-130.47302,26.313999,,433.295084
1427000000,15.246509,-129.69435,25.61021,,433.1733133
1428000000,15.047367,-129.39273,25.838118,,433.0501176
1429000000,14.728856,-128.3591,26.023336,,432.9255022
1430000000,14.595172,-127.30632,25.887644,,432.7994724
1431000000,14.883338,-126.23857,25.031967,,432.6720334
1432000000,13.933987,-125.75927,26.529789,,432.5431903
1433000000,14.070621,-125.62552,26.229015,,432.4129486
1434000000,13.970308,-124.37848,25.966894,,432.2813132
1435000000,13.649808,-123.18804,26.132963,,432.1482896
1436000000,13.871325,-122.73193,25.561232,,432.013883
1437000000,13.68919,-122.74352,25.899178,,431.8780985
1438000000,13.228682,-121.35355,26.270952,,431.7409414
1439000000,13.484205,-120.54961,25.492914,,431.6024169
1440000000,12.931387,-120.41696,26.513903,,431.4625303
1441000000,13.365115,-119.22334,25.239372,,431.3212868
1442000000,12.703304,-118.4688,26.248343,,431.1786917
1443000000,12.484296,-117.75549,26.430965,,431.0347501
1444000000,12.26128,-116.88154,26.569101,,430.8894672
1445000000,12.979605,-116.79171,25.089993,,430.7428484
1446000000,12.654868,-115.8727,25.384222,,430.5948989
1447000000,11.927746,-115.21049,26.649368,,430.4456238
1448000000,11.856398,-114.87019,26.675068,,430.2950283
1449000000,12.722972,-114.10573,24.610828,,430.1431178
1450000000,11.859954,-113.26978,26.050587,,429.9898974
1451000000,11.821537,-113.03294,26.04314,,429.8353723
1452000000,11.684622,-111.91264,25.911707,,429.6795477
1453000000,11.648672,-111.32291,25.764093,,429.5224289
1454000000,11.552464,-111.47465,26.034046,,429.3640211
1455000000,11.658241,-110.63264,25.480032,,429.2043294
1456000000,11.240991,-109.93547,26.137671,,429.043359
1457000000,11.515225,-108.97816,25.159657,,428.8811152
1458000000,11.621068,-108.60944,24.795698,,428.7176031
1459000000,11.471899,-107.78043,24.799902,,428.5528279
1460000000,11.147118,-107.52646,25.413328,,428.3867949
1461000000,11.178294,-106.85542,25.085678,,428.2195091
1462000000,11.005098,-106.13953,25.197186,,428.0509757
1463000000,11.202455,-105.91949,24.676262,,427.8811999
1464000000,11.096975,-105.1494,24.613907,,427.710187
1465000000,10.701396,-104.61811,25.301973,,427.5379419
1466000000,10.58935,-104.061,25.346094,,427.36447
1467000000,10.522717,-103.79425,25.398872,,427.1897762
1468000000,10.412181,-102.83144,25.282169,,427.0138659
1469000000,10.630197,-102.89749,24.796267,,426.836744
1470000000,10.26746,-102.28791,25.4163,,426.6584158
1471000000,10.706869,-101.73204,24.174944,,426.4788863
1472000000,10.28761,-101.24223,24.952755,,426.2981607
1473000000,10.022539,-100.6198,25.352915,,426.1162441
1474000000,9.8296614,-100.18257,25.665224,,425.9331415
1475000000,10.070524,-99.826447,24.917324,,425.7488582
1476000000,9.9546652,-99.142548,24.929768,,425.5633991
1477000000,9.6426392,-98.422119,25.430664,,425.3767694
1478000000,9.3325882,-98.569832,26.327923,,425.1889741
1479000000,9.5088434,-97.741928,25.503126,,425.0000183
1480000000,9.3011532,-97.465363,25.949657,,424.809907
1481000000,9.6887741,-96.725128,24.626339,,424.6186454
1482000000,9.5083761,-96.517059,25.00309,,424.4262384
1483000000,9.5884571,-95.88028,24.540823,,424.2326911
1484000000,9.2957716,-95.247635,25.043566,,424.0380085
1485000000,9.4294043,-94.932831,24.565632,,423.8421957
1486000000,8.9008465,-94.488434,25.817886,,423.6452577
1487000000,9.2518816,-93.833168,24.581902,,423.4471994
1488000000,8.8821354,-93.548065,25.472929,,423.2480258
1489000000,8.6713133,-93.10582,25.894905,,423.047742
1490000000,8.638217,-92.951942,25.926706,,422.846353
1491000000,8.4856138,-92.18644,26.053644,,422.6438636
1492000000,8.9353352,-91.725349,24.565825,,422.4402789
1493000000,8.6304388,-91.73082,25.426414,,422.2356038
1494000000,8.6842327,-91.342628,25.10664,,422.0298432
1495000000,8.4725075,-91.08876,25.617933,,421.8230022
1496000000,8.4950714,-90.246399,25.190405,,421.6150855
1497000000,8.4961243,-89.942688,25.0583,,421.4060981
1498000000,8.0962105,-89.311859,26.00375,,421.196045
1499000000,8.5771351,-89.140327,24.488491,,420.984931
1500000000,8.4730902,-88.430931,24.488167,,420.772761
1501000000,8.634901,-88.330788,23.993084,,420.5595399
1502000000,8.3171692,-87.938515,24.733276,,420.3452725
