"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-9.41224219282316,-0.796426809796556
1.001,-9.42208746961689,-0.795093436565827
1.002,-9.43193182231138,-0.793763526430871
1.003,-9.44177526081933,-0.79243706760622
1.004,-9.45161779506413,-0.79111404835746
1.005,-9.46145943497982,-0.789794457000986
1.006,-9.47130019051099,-0.788478281903752
1.007,-9.48114007161281,-0.78716551148299
1.008,-9.49097908825093,-0.785856134205978
1.009,-9.50081725040152,-0.784550138589797
1.01,-9.51065456805113,-0.783247513201036
1.011,-9.52049105119674,-0.781948246655588
1.012,-9.53032670984571,-0.7806523276184
1.013,-9.54016155401569,-0.779359744803166
1.014,-9.54999559373464,-0.778070486972168
1.015,-9.55982883904079,-0.776784542935981
1.016,-9.56966129998258,-0.775501901553228
1.017,-9.57949298661863,-0.774222551730355
1.018,-9.58932390901775,-0.772946482421385
1.019,-9.59915407725885,-0.771673682627688
1.02,-9.60898350143093,-0.770404141397732
1.021,-9.61881219163307,-0.769137847826848
1.022,-9.62864015797437,-0.767874791056999
1.023,-9.63846741057394,-0.766614960276554
1.024,-9.64829395956083,-0.765358344720044
1.025,-9.65811981507407,-0.764104933667939
1.026,-9.66794498726258,-0.762854716446407
1.027,-9.67776948628517,-0.761607682427104
1.028,-9.68759332231051,-0.760363821026937
1.029,-9.69741650551707,-0.759123121707836
1.03,-9.70723904609318,-0.757885573976537
1.031,-9.71706095423687,-0.756651167384349
1.032,-9.72688224015597,-0.755419891526947
1.033,-9.73670291406803,-0.754191736044138
1.034,-9.74652298620027,-0.752966690619658
1.035,-9.7563424667896,-0.751744744980915
1.036,-9.7661613660826,-0.750525888898826
1.037,-9.77597969433543,-0.749310112187577
1.038,-9.7857974618139,-0.748097404704389
1.039,-9.79561467879336,-0.746887756349341
1.04,-9.80543135555874,-0.745681157065126
1.041,-9.8152475024045,-0.744477596836862
1.042,-9.82506312963461,-0.743277065691875
1.043,-9.83487824756254,-0.742079553699489
1.044,-9.84469286651123,-0.740885050970826
1.045,-9.85450699681306,-0.739693547658571
1.046,-9.86432064880989,-0.73850503395682
1.047,-9.87413383285294,-0.737319500100832
1.048,-9.88394655930284,-0.736136936366833
1.049,-9.89375883852961,-0.734957333071842
1.05,-9.90357068091263,-0.733780680573431
1.051,-9.91338209684061,-0.732606969269555
1.052,-9.92319309671161,-0.731436189598337
1.053,-9.93300369093296,-0.730268332037896
1.054,-9.94281388992131,-0.729103387106088
1.055,-9.95262370410259,-0.727941345360418
1.056,-9.96243314391199,-0.726782197397738
1.057,-9.97224221979394,-0.725625933854108
1.058,-9.9820509422021,-0.724472545404609
1.059,-9.99185932159937,-0.72332202276313
1.06,-10.0016673684578,-0.722174356682183
1.061,-10.0114750932588,-0.721029537952725
1.062,-10.0212825064927,-0.719887557403972
1.063,-10.0310896186592,-0.718748405903194
1.064,-10.0408964402671,-0.717612074355542
1.065,-10.0507029818343,-0.716478553703859
1.066,-10.0605092538879,-0.715347834928513
1.067,-10.0703152669641,-0.714219909047185
1.068,-10.0801210316082,-0.713094767114708
1.069,-10.0899265583747,-0.711972400222888
1.07,-10.099731857827,-0.710852799500307
1.071,-10.1095369405378,-0.709735956112172
1.072,-10.1193418170887,-0.708621861260105
1.073,-10.1291464980705,-0.707510506181995
1.074,-10.1389509940829,-0.706401882151806
1.075,-10.148755315735,-0.7052959804794
1.076,-10.1585594736445,-0.70419279251038
1.077,-10.1683634784384,-0.703092309625891
1.078,-10.1781673407527,-0.701994523242492
1.079,-10.1879710712325,-0.70089942481193
1.08,-10.1977746805318,-0.699807005821016
1.081,-10.2075781793136,-0.698717257791424
1.082,-10.2173815782501,-0.69763017227954
1.083,-10.2271848880223,-0.696545740876302
1.084,-10.2369881193203,-0.695463955207007
1.085,-10.2467912828433,-0.694384806931171
1.086,-10.2565943892993,-0.693308287742356
1.087,-10.2663974494055,-0.692234389367996
1.088,-10.2762004738879,-0.691163103569257
1.089,-10.2860034734817,-0.690094422140848
1.09,-10.2958064589309,-0.689028336910891
1.091,-10.3056094409886,-0.687964839740727
1.092,-10.3154124304169,-0.68690392252478
1.093,-10.3252154379869,-0.685845577190394
1.094,-10.3350184744785,-0.684789795697674
1.095,-10.3448215506809,-0.683736570039333
1.096,-10.3546246773921,-0.682685892240519
1.097,-10.3644278654191,-0.681637754358693
1.098,-10.374231125578,-0.680592148483431
1.099,-10.3840344686937,-0.679549066736328
1.1,-10.3938379056003,-0.678508501270771
1.101,-10.4036414471408,-0.677470444271875
1.102,-10.4134451041673,-0.67643488795625
1.103,-10.4232488875407,-0.675401824571902
1.104,-10.4330528081312,-0.674371246398067
1.105,-10.4428568768177,-0.673343145745062
1.106,-10.4526611044884,-0.672317514954149
1.107,-10.4624655020404,-0.671294346397367
1.108,-10.4722700803797,-0.670273632477406
1.109,-10.4820748504217,-0.669255365627454
1.11,-10.4918798230904,-0.668239538311046
1.111,-10.5016850093192,-0.667226143021939
1.112,-10.5114904200504,-0.666215172283934
1.113,-10.5212960662353,-0.665206618650779
1.114,-10.5311019588344,-0.664200474705998
1.115,-10.5409081088172,-0.663196733062751
1.116,-10.5507145271623,-0.662195386363709
1.117,-10.5605212248574,-0.661196427280899
1.118,-10.5703282128993,-0.66019984851558
1.119,-10.5801355022938,-0.659205642798094
1.12,-10.5899431040561,-0.658213802887735
1.121,-10.5997510292103,-0.657224321572607
1.122,-10.6095592887895,-0.656237191669496
1.123,-10.6193678938364,-0.655252406023734
1.124,-10.6291768554024,-0.654269957509048
1.125,-10.6389861845484,-0.653289839027476
1.126,-10.6487958923443,-0.65231204350915
1.127,-10.6586059898691,-0.651336563912252
1.128,-10.6684164882114,-0.650363393222837
1.129,-10.6782273984685,-0.64939252445469
1.13,-10.6880387317474,-0.648423950649242
1.131,-10.697850499164,-0.647457664875403
1.132,-10.7076627118436,-0.646493660229436
1.133,-10.7174753809209,-0.645531929834853
1.134,-10.7272885175395,-0.644572466842268
1.135,-10.7371021328527,-0.643615264429277
1.136,-10.746916238023,-0.642660315800326
1.137,-10.7567308442221,-0.641707614186589
1.138,-10.7665459626311,-0.640757152845854
1.139,-10.7763616044405,-0.639808925062389
1.14,-10.7861777808502,-0.638862924146815
1.141,-10.7959945030694,-0.637919143435991
1.142,-10.8058117823167,-0.636977576292881
1.143,-10.8156296298204,-0.636038216106462
1.144,-10.8254480568178,-0.635101056291564
1.145,-10.835267074556,-0.634166090288771
1.146,-10.8450866942914,-0.633233311564309
1.147,-10.85490692729,-0.632302713609913
1.148,-10.8647277848272,-0.631374289942708
1.149,-10.874549278188,-0.630448034105105
1.15,-10.8843714186671,-0.629523939664666
1.151,-10.8941942175685,-0.628602000214009
1.152,-10.9040176862059,-0.627682209370674
1.153,-10.9138418359027,-0.626764560777019
1.154,-10.9236666779918,-0.625849048100098
1.155,-10.9334922238159,-0.624935665031547
1.156,-10.9433184847272,-0.624024405287492
1.157,-10.9531454720877,-0.623115262608393
1.158,-10.9629731972692,-0.622208230758982
1.159,-10.9728016716529,-0.621303303528108
1.16,-10.9826309066303,-0.620400474728653
1.161,-10.9924609136021,-0.61949973819742
1.162,-11.0022917039793,-0.618601087795001
1.163,-11.0121232891825,-0.617704517405698
1.164,-11.021955680642,-0.616810020937393
1.165,-11.0317888897984,-0.615917592321448
1.166,-11.0416229281018,-0.615027225512601
1.167,-11.0514578070124,-0.614138914488848
1.168,-11.0612935380003,-0.613252653251345
1.169,-11.0711301325458,-0.6123684358243
1.17,-11.0809676021387,-0.611486256254868
1.171,-11.0908059582795,-0.610606108613046
1.172,-11.1006452124781,-0.609727986991561
1.173,-11.1104853762549,-0.608851885505795
1.174,-11.1203264611404,-0.607977798293635
1.175,-11.1301684786749,-0.607105719515412
1.176,-11.1400114404092,-0.606235643353779
1.177,-11.1498553579041,-0.605367564013617
1.178,-11.1597002427308,-0.604501475721917
1.179,-11.1695461064705,-0.603637372727705
1.18,-11.179392960715,-0.602775249301934
1.181,-11.189240817066,-0.601915099737364
1.182,-11.1990896871358,-0.601056918348492
1.183,-11.2089395825471,-0.600200699471436
1.184,-11.2187905149328,-0.599346437463839
1.185,-11.2286424959364,-0.598494126704776
1.186,-11.2384955372117,-0.597643761594662
1.187,-11.248349650423,-0.596795336555141
1.188,-11.2582048472453,-0.595948846028995
1.189,-11.268061139364,-0.595104284480061
1.19,-11.277918538475,-0.594261646393113
1.191,-11.2877770562849,-0.593420926273799
1.192,-11.2976367045111,-0.5925821186485
1.193,-11.3074974948813,-0.591745218064294
1.194,-11.3173594391343,-0.590910219088824
1.195,-11.3272225490193,-0.590077116310204
1.196,-11.3370868362966,-0.589245904336945
1.197,-11.346952312737,-0.588416577797862
1.198,-11.3568189901224,-0.587589131341973
1.199,-11.3666868802453,-0.58676355963841
1.2,-11.3765559949094,-0.585939857376331
1.201,-11.3864263459292,-0.585118019264838
1.202,-11.3962979451302,-0.584298040032861
1.203,-11.4061708043488,-0.583479914429114
1.204,-11.4160449354327,-0.582663637221948
1.205,-11.4259203502405,-0.581849203199329
1.206,-11.435797060642,-0.581036607168692
1.207,-11.4456750785181,-0.580225843956892
1.208,-11.4555544157609,-0.579416908410089
1.209,-11.4654350842739,-0.578609795393693
1.21,-11.4753170959716,-0.577804499792259
1.211,-11.4852004627801,-0.577001016509389
1.212,-11.4950851966366,-0.576199340467684
1.213,-11.5049713094899,-0.57539946660861
1.214,-11.5148588133,-0.574601389892474
1.215,-11.5247477200386,-0.57380510529828
1.216,-11.5346380416888,-0.573010607823695
1.217,-11.5445297902452,-0.572217892484933
1.218,-11.554422977714,-0.571426954316683
1.219,-11.5643176161132,-0.570637788372028
1.22,-11.5742137174723,-0.569850389722374
1.221,-11.5841112938324,-0.56906475345735
1.222,-11.5940103572467,-0.56828087468473
1.223,-11.6039109197799,-0.567498748530373
1.224,-11.6138129935085,-0.566718370138122
1.225,-11.6237165905212,-0.565939734669731
1.226,-11.6336217229184,-0.565162837304766
1.227,-11.6435284028123,-0.564387673240583
1.228,-11.6534366423275,-0.563614237692184
1.229,-11.6633464536003,-0.56284252589218
1.23,-11.6732578487793,-0.562072533090689
1.231,-11.6831708400252,-0.561304254555286
1.232,-11.6930854395108,-0.560537685570899
1.233,-11.7030016594212,-0.55977282143975
1.234,-11.7129195119537,-0.559009657481268
