Freq,Measured,Simulated
1.257,0.055548545,-0.098168985
1.258,0.025613895,-0.098194479
1.259,0.052814089,-0.098219813
1.26,0.036240559,-0.098244986
1.261,0.016458498,-0.098269998
1.262,0.026596513,-0.098294851
1.263,0.026976008,-0.098319543
1.264,0.037727255,-0.098344076
1.265,0.02548955,-0.098368449
1.266,0.039628565,-0.098392662
1.267,0.026667301,-0.098416717
1.268,0.021304356,-0.098440612
1.269,0.066181384,-0.098464347
1.27,0.028257636,-0.098487925
1.271,0.031913575,-0.098511343
1.272,0.038622215,-0.098534603
1.273,0.028429212,-0.098557704
1.274,0.043290507,-0.098580648
1.275,0.029137235,-0.098603433
1.276,0.011610907,-0.098626061
1.277,0.024421444,-0.098648531
1.278,0.029048285,-0.098670843
1.279,0.025847951,-0.098692998
1.28,0.046007361,-0.098714996
1.281,0.03548184,-0.098736837
1.282,0.059014786,-0.098758521
1.283,0.028790968,-0.098780049
1.284,0.019198103,-0.09880142
1.285,0.006939455,-0.098822635
1.286,0.020718435,-0.098843695
1.287,0.02145306,-0.098864598
1.288,0.043137401,-0.098885345
1.289,0.039559063,-0.098905937
1.29,0.01569535,-0.098926374
1.291,0.025730103,-0.098946655
1.292,0.043866701,-0.098966782
1.293,0.052401222,-0.098986754
1.294,0.062463995,-0.099006571
1.295,0.016666956,-0.099026234
1.296,0.053781871,-0.099045742
1.297,0.040510647,-0.099065097
1.298,0.065147355,-0.099084298
1.299,0.022025732,-0.099103345
1.3,0.011843522,-0.099122239
1.301,0.025281945,-0.09914098
1.302,0.011169328,-0.099159567
1.303,0.034567066,-0.099178002
1.304,0.052813329,-0.099196284
1.305,-0.001691146,-0.099214413
1.306,0.065724008,-0.099232391
1.307,0.033163339,-0.099250216
1.308,0.016560307,-0.099267889
1.309,0.028478568,-0.099285411
1.31,0.030276062,-0.099302781
1.311,0.02776975,-0.09932
1.312,0.070585236,-0.099337068
1.313,0.016281907,-0.099353985
1.314,0.036555205,-0.099370751
1.315,0.036747728,-0.099387367
1.316,-0.004704371,-0.099403833
1.317,0.032629117,-0.099420148
1.318,0.012155407,-0.099436314
1.319,0.055583883,-0.09945233
1.32,0.025663951,-0.099468197
1.321,0.000734804,-0.099483914
1.322,0.046788421,-0.099499482
1.323,0.00318705,-0.099514902
1.324,0.011296988,-0.099530173
1.325,0.000554939,-0.099545295
1.326,0.019511573,-0.09956027
1.327,0.00963318,-0.099575096
1.328,0.027580667,-0.099589774
1.329,0.006920553,-0.099604305
1.33,0.036379024,-0.099618689
1.331,-0.02161091,-0.099632926
1.332,-0.000883433,-0.099647015
1.333,0.042051695,-0.099660958
1.334,0.050791819,-0.099674755
1.335,0.02440626,-0.099688405
1.336,0.002968462,-0.099701909
1.337,0.013070571,-0.099715268
1.338,0.003311185,-0.09972848
1.339,-0.002596342,-0.099741548
1.34,0.05901796,-0.09975447
1.341,0.0270673,-0.099767247
1.342,0.032380495,-0.099779879
1.343,0.005799684,-0.099792367
1.344,0.027912375,-0.099804711
1.345,-0.011559702,-0.099816911
1.346,-0.004201854,-0.099828966
1.347,0.019910075,-0.099840878
1.348,0.017636854,-0.099852647
1.349,0.002118917,-0.099864273
1.35,0.016832499,-0.099875755
1.351,0.015934017,-0.099887095
1.352,0.031655256,-0.099898293
1.353,0.015612298,-0.099909348
1.354,-0.008741107,-0.099920261
1.355,0.020805152,-0.099931032
1.356,0.010641651,-0.099941662
1.357,0.032969933,-0.09995215
1.358,0.003052644,-0.099962498
1.359,-0.007244501,-0.099972704
1.36,-0.003018027,-0.09998277
1.361,0.02570842,-0.099992695
1.362,0.001157504,-0.10000248
1.363,0.004864226,-0.100012126
1.364,0.001754841,-0.100021631
1.365,0.00368222,-0.100030997
1.366,0.013253693,-0.100040224
1.367,-0.016774382,-0.100049312
1.368,0.015267191,-0.10005826
1.369,0.011568085,-0.100067071
1.37,0.011462063,-0.100075743
1.371,0.010889177,-0.100084277
1.372,0.02157587,-0.100092673
1.373,0.017737694,-0.100100932
1.374,0.005115075,-0.100109053
1.375,0.01452322,-0.100117037
1.376,0.008002625,-0.100124885
1.377,-0.000231029,-0.100132595
1.378,0.019897051,-0.10014017
1.379,0.005254551,-0.100147608
1.38,0.033540122,-0.10015491
1.381,-0.020694127,-0.100162077
1.382,0.013600178,-0.100169108
1.383,-0.024500109,-0.100176004
1.384,-0.00222306,-0.100182765
1.385,0.002621171,-0.100189392
1.386,0.019659916,-0.100195884
1.387,0.012386702,-0.100202241
1.388,0.007433969,-0.100208465
1.389,-0.001255836,-0.100214556
1.39,-0.003597071,-0.100220512
1.391,-0.007970173,-0.100226336
1.392,0.018282738,-0.100232027
1.393,-0.006725483,-0.100237584
1.394,-0.001642894,-0.10024301
1.395,0.009860761,-0.100248303
1.396,0.015667466,-0.100253465
1.397,0.002173782,-0.100258494
1.398,0.018561503,-0.100263393
1.399,0.005578165,-0.10026816
1.4,0.009130975,-0.100272796
1.401,-0.004035445,-0.100277301
1.402,-0.00161971,-0.100281676
1.403,0.004273695,-0.100285921
1.404,0.001285444,-0.100290036
1.405,0.024372589,-0.100294021
1.406,-0.007174085,-0.100297877
1.407,0.029500874,-0.100301604
1.408,0.008139666,-0.100305202
1.409,-0.002854466,-0.100308671
1.41,-0.0130305,-0.100312012
1.411,-0.002398872,-0.100315224
1.412,-0.015201044,-0.100318309
1.413,-0.011921441,-0.100321267
1.414,-0.007834693,-0.100324096
1.415,0.011626783,-0.100326799
1.416,0.035556037,-0.100329375
1.417,-0.00360062,-0.100331825
1.418,0.028415423,-0.100334148
1.419,0.002213143,-0.100336345
1.42,0.009431135,-0.100338416
1.421,0.001029906,-0.100340362
1.422,-0.004899296,-0.100342183
1.423,0.016433092,-0.100343878
1.424,0.004299956,-0.100345449
1.425,0.016091486,-0.100346895
1.426,0.002845866,-0.100348218
1.427,-0.003267474,-0.100349416
1.428,-0.010169346,-0.10035049
1.429,0.007914668,-0.100351442
1.43,-0.020020641,-0.10035227
1.431,-0.021274833,-0.100352975
1.432,-0.002829973,-0.100353557
1.433,0.035253592,-0.100354018
1.434,0.002659384,-0.100354356
1.435,0.024440859,-0.100354572
1.436,0.003565499,-0.100354667
1.437,-0.012796424,-0.10035464
1.438,-0.014296867,-0.100354493
1.439,0.009467687,-0.100354225
1.44,-0.005340908,-0.100353836
1.441,-0.024332877,-0.100353327
1.442,-0.003740956,-0.100352699
1.443,-0.002902549,-0.10035195
1.444,-0.007712222,-0.100351083
1.445,-0.000452523,-0.100350096
1.446,-0.015493519,-0.10034899
1.447,0.000702403,-0.100347766
1.448,-0.024658773,-0.100346423
1.449,-0.004181608,-0.100344963
1.45,0.014226864,-0.100343385
1.451,-0.009765812,-0.100341689
1.452,-0.002791972,-0.100339876
1.453,-0.002197933,-0.100337946
1.454,-0.006419282,-0.1003359
1.455,-0.020105628,-0.100333737
1.456,0.000455623,-0.100331458
1.457,0.004796656,-0.100329063
1.458,0.005896285,-0.100326553
1.459,-0.002793237,-0.100323928
1.46,-0.002897786,-0.100321187
1.461,-0.014329446,-0.100318332
1.462,-0.008867128,-0.100315362
1.463,-0.013654014,-0.100312278
1.464,0.023386398,-0.100309081
1.465,0.004996105,-0.100305769
1.466,-0.007802004,-0.100302345
1.467,-0.002528518,-0.100298807
1.468,-0.006467937,-0.100295157
1.469,-0.010034744,-0.100291394
1.47,0.019114144,-0.100287518
1.471,-0.009394568,-0.100283531
1.472,-0.029847804,-0.100279433
1.473,-0.014232959,-0.100275223
1.474,-0.01200575,-0.100270902
1.475,-0.021998413,-0.10026647
1.476,0.003272455,-0.100261927
1.477,-0.031287,-0.100257274
1.478,-0.034002099,-0.100252512
1.479,-0.014327509,-0.100247639
1.48,-0.027300045,-0.100242658
1.481,-0.017772963,-0.100237567
1.482,-0.030753346,-0.100232367
1.483,-0.024034394,-0.100227059
1.484,-0.011630284,-0.100221643
1.485,-0.01056563,-0.100216118
1.486,-0.007440354,-0.100210486
1.487,-0.01072829,-0.100204746
1.488,0.000165097,-0.1001989
1.489,0.005076286,-0.100192946
1.49,-0.006492356,-0.100186886
1.491,-0.020982882,-0.10018072
1.492,-0.000727213,-0.100174447
1.493,0.018986706,-0.100168069
1.494,-0.014980058,-0.100161586
1.495,-0.014069856,-0.100154997
1.496,-0.004276929,-0.100148304
1.497,-0.029018003,-0.100141506
1.498,-0.001968312,-0.100134604
1.499,-0.01578193,-0.100127598
1.5,-0.03977748,-0.100120488
1.501,0.008555973,-0.100113274
1.502,-0.00186582,-0.100105958
1.503,-0.015138702,-0.100098539
1.504,-0.007973539,-0.100091017
1.505,-0.026648523,-0.100083393
1.506,-0.020387996,-0.100075667
1.507,-0.025909599,-0.100067839
1.508,0.014814382,-0.10005991
1.509,0.007005577,-0.10005188
1.51,-0.004178835,-0.100043749
1.511,-0.000850822,-0.100035517
1.512,-0.010479045,-0.100027185
1.513,-0.017190104,-0.100018754
1.514,-0.010054262,-0.100010222
1.515,0.003763313,-0.100001592
1.516,-0.016050503,-0.099992862
1.517,-0.025363972,-0.099984033
1.518,-0.030287696,-0.099975106
1.519,0.008531909,-0.099966081
1.52,0.001716749,-0.099956958
1.521,-0.01034427,-0.099947737
1.522,-0.026252858,-0.099938419
1.523,-0.006439448,-0.099929003
1.524,0.035643775,-0.099919492
1.525,-0.002837698,-0.099909883
1.526,-0.00231765,-0.099900179
1.527,-0.014636251,-0.099890378
1.528,-0.026783153,-0.099880482
1.529,-0.026404981,-0.099870491
1.53,-0.015536862,-0.099860405
1.531,-0.02694175,-0.099850224
1.532,-0.018442528,-0.099839948
1.533,0.000378283,-0.099829579
1.534,-0.002139528,-0.099819116
1.535,-0.011321841,-0.099808559
1.536,-0.018773003,-0.099797909
1.537,-0.003953227,-0.099787166
1.538,-0.012171688,-0.09977633
1.539,-0.045797348,-0.099765402
1.54,-0.023839314,-0.099754382
1.541,-0.028509932,-0.09974327
1.542,-0.013689886,-0.099732067
1.543,-0.027296832,-0.099720772
1.544,-0.008446211,-0.099709387
1.545,-0.019346084,-0.099697911
1.546,-0.027694831,-0.099686345
1.547,0.001572003,-0.099674688
1.548,-0.022846088,-0.099662942
1.549,0.005454905,-0.099651107
1.55,-0.030050805,-0.099639182
1.551,-0.005912664,-0.099627169
1.552,-0.012885535,-0.099615067
1.553,-0.014528546,-0.099602877
1.554,-0.020420317,-0.099590599
1.555,-0.003389144,-0.099578233
1.556,-0.033581022,-0.09956578
1.557,-0.011415435,-0.09955324
1.558,-0.014725641,-0.099540613
1.559,0.000485567,-0.0995279
1.56,-0.013217792,-0.099515101
1.561,-0.043607425,-0.099502215
1.562,-0.029127492,-0.099489244
1.563,-0.004900929,-0.099476188
1.564,-0.03364078,-0.099463047
1.565,-0.021508265,-0.099449821
1.566,-0.028103199,-0.099436511
1.567,-0.023516592,-0.099423116
1.568,-0.01194702,-0.099409638
1.569,0.003902904,-0.099396077
1.57,-0.026514011,-0.099382432
1.571,-0.017343095,-0.099368704
1.572,-0.047123652,-0.099354894
1.573,0.004028065,-0.099341001
1.574,-0.021117607,-0.099327026
1.575,-0.02304728,-0.09931297
1.576,-0.0184421,-0.099298832
1.577,-0.033543713,-0.099284613
1.578,-0.030809708,-0.099270313
1.579,-0.014396195,-0.099255933
1.58,-0.014301089,-0.099241472
1.581,-0.030309942,-0.099226932
1.582,-0.020996688,-0.099212311
1.583,-0.047555454,-0.099197612
1.584,-0.043968931,-0.099182833
1.585,-0.032830421,-0.099167976
1.586,-0.021060508,-0.09915304
1.587,-0.03955083,-0.099138026
1.588,-0.0056422,-0.099122934
1.589,-0.022285189,-0.099107764
1.59,-0.047675952,-0.099092518
1.591,-0.005635296,-0.099077194
1.592,-0.006047029,-0.099061794
1.593,-0.038665377,-0.099046317
1.594,-0.022477988,-0.099030764
1.595,-0.024758184,-0.099015135
1.596,-0.020334141,-0.098999431
1.597,0.003077551,-0.098983652
1.598,-0.010431137,-0.098967797
1.599,-0.003435883,-0.098951869
1.6,-0.004607785,-0.098935865
1.601,-0.026674073,-0.098919788
1.602,-0.02405443,-0.098903637
1.603,-0.047150265,-0.098887413
1.604,-0.004741082,-0.098871116
1.605,-0.011076036,-0.098854745
1.606,-0.013105819,-0.098838302
1.607,-0.028189834,-0.098821787
1.608,-0.032372352,-0.0988052
1.609,-0.019803967,-0.098788542
1.61,-0.019668976,-0.098771812
1.611,-0.027955644,-0.098755011
1.612,-0.020678716,-0.098738139
1.613,-0.026837423,-0.098721197
1.614,-0.009092661,-0.098704184
1.615,-0.014934141,-0.098687102
1.616,-0.031686675,-0.09866995
1.617,-0.004912511,-0.098652729
1.618,-0.038357012,-0.098635439
1.619,-0.008768268,-0.09861808
1.62,-0.026439071,-0.098600653
1.621,-0.001635963,-0.098583158
1.622,-0.013088505,-0.098565595
1.623,-0.019144204,-0.098547964
1.624,-0.005532586,-0.098530267
1.625,-0.003107098,-0.098512502
1.626,-0.030264225,-0.098494671
1.627,-0.005680739,-0.098476773
1.628,0.002751584,-0.09845881
1.629,-0.013410786,-0.098440781
1.63,-0.024804782,-0.098422686
1.631,-0.029554078,-0.098404526
1.632,-0.069478102,-0.098386301
1.633,-0.015196281,-0.098368012
1.634,0.000989654,-0.098349658
1.635,-0.020984631,-0.098331241
1.636,-0.012465708,-0.09831276
1.637,-0.008924746,-0.098294215
1.638,0.018532822,-0.098275608
1.639,-0.038299818,-0.098256938
1.64,-0.021841627,-0.098238205
1.641,-0.02700139,-0.09821941
1.642,-0.015283282,-0.098200553
1.643,-0.026402496,-0.098181634
1.644,-0.002622162,-0.098162655
1.645,-0.011506336,-0.098143614
1.646,-0.022567665,-0.098124512
1.647,-0.011091603,-0.09810535
1.648,-0.027864143,-0.098086128
1.649,-0.047750123,-0.098066846
1.65,-0.018066593,-0.098047505
1.651,-0.029864596,-0.098028104
1.652,-0.043926314,-0.098008644
1.653,-0.027393067,-0.097989126
1.654,-0.014058853,-0.097969549
1.655,0.025350094,-0.097949914
1.656,-0.038695458,-0.097930222
1.657,-0.00826624,-0.097910472
1.658,-0.027408332,-0.097890664
1.659,-0.019720851,-0.0978708
1.66,-0.02733052,-0.097850879
1.661,-0.025173757,-0.097830902
1.662,-0.02323835,-0.097810869
1.663,-0.013860689,-0.09779078
1.664,-0.047649056,-0.097770636
1.665,-0.014432008,-0.097750436
1.666,-0.027031697,-0.097730181
1.667,-0.050851949,-0.097709872
1.668,-0.032665234,-0.097689509
1.669,-0.01253702,-0.097669092
1.67,-0.058800884,-0.097648621
1.671,-0.027604081,-0.097628096
1.672,-0.027206594,-0.097607518
1.673,-0.038831152,-0.097586888
1.674,-0.02357151,-0.097566205
1.675,-0.024527291,-0.09754547
1.676,-0.024483271,-0.097524682
1.677,-0.006126193,-0.097503844
1.678,-0.006339204,-0.097482953
1.679,-0.006514595,-0.097462012
1.68,-0.035629179,-0.097441019
1.681,-0.035627406,-0.097419977
1.682,-0.031184893,-0.097398884
1.683,-0.022544099,-0.097377741
1.684,-0.024838757,-0.097356548
1.685,-0.038560547,-0.097335306
1.686,-0.044947412,-0.097314015
1.687,0.005404313,-0.097292675
1.688,-0.015644167,-0.097271286
1.689,0.002629065,-0.09724985
1.69,-0.026861966,-0.097228365
1.691,-0.015012648,-0.097206833
1.692,-0.026823437,-0.097185253
1.693,-0.028697807,-0.097163627
1.694,-0.036269162,-0.097141953
1.695,0.009550829,-0.097120233
1.696,-0.028712252,-0.097098467
1.697,-0.006799706,-0.097076655
1.698,-0.038765926,-0.097054797
1.699,-0.040180806,-0.097032894
1.7,0.008163198,-0.097010945
1.701,-0.037700444,-0.096988952
1.702,-0.030183628,-0.096966914
1.703,-0.017655075,-0.096944833
1.704,-0.031264011,-0.096922707
1.705,-0.028085103,-0.096900537
1.706,-0.03459629,-0.096878325
1.707,-0.031699691,-0.096856069
1.708,-0.039540172,-0.09683377
1.709,-0.042984392,-0.096811429
1.71,-0.02795521,-0.096789045
1.711,-0.045203287,-0.096766619
1.712,-0.021788597,-0.096744152
1.713,-0.062457062,-0.096721644
1.714,-0.043186337,-0.096699094
1.715,-0.023473296,-0.096676503
1.716,-0.024033405,-0.096653872
1.717,-0.057295658,-0.096631201
1.718,-0.026454009,-0.096608489
1.719,-0.030013045,-0.096585738
1.72,-0.013469555,-0.096562948
1.721,-0.021516694,-0.096540118
1.722,-0.029340345,-0.09651725
1.723,-0.060952056,-0.096494342
1.724,-0.019595554,-0.096471397
1.725,-0.03095104,-0.096448413
1.726,-0.034216721,-0.096425392
1.727,-0.03960903,-0.096402333
1.728,-0.023860643,-0.096379237
1.729,-0.045454629,-0.096356104
1.73,-0.025213985,-0.096332935
1.731,-0.006186198,-0.096309729
1.732,-0.022581173,-0.096286487
1.733,-0.017619211,-0.096263209
1.734,-0.050513957,-0.096239896
1.735,-0.024057453,-0.096216547
1.736,-0.050455015,-0.096193163
1.737,-0.06358213,-0.096169745
1.738,-0.017662205,-0.096146292
1.739,-0.011102177,-0.096122805
1.74,-0.025409106,-0.096099284
1.741,-0.025427567,-0.09607573
1.742,0.008997171,-0.096052142
1.743,-0.01610375,-0.096028521
1.744,-0.017848719,-0.096004867
1.745,-0.027460778,-0.095981181
1.746,-0.056812182,-0.095957463
1.747,-0.023375688,-0.095933713
1.748,-0.001147161,-0.09590993
1.749,-0.035888273,-0.095886117
1.75,-0.023770418,-0.095862272
1.751,-0.019960601,-0.095838397
1.752,-0.023855602,-0.095814491
1.753,-0.056588288,-0.095790554
1.754,-0.01954574,-0.095766588
1.755,-0.033830874,-0.095742591
1.756,-0.023758018,-0.095718565
1.757,-0.034036409,-0.09569451
1.758,-0.016281614,-0.095670426
1.759,-0.024044557,-0.095646313
1.76,-0.020094141,-0.095622172
1.761,-0.04234622,-0.095598002
1.762,-0.026314571,-0.095573805
1.763,-0.038299635,-0.09554958
1.764,-0.021580506,-0.095525327
1.765,-0.020310292,-0.095501048
1.766,-0.035450973,-0.095476742
1.767,-0.01682217,-0.095452409
1.768,-0.024291677,-0.095428049
1.769,-0.030329607,-0.095403664
1.77,-0.013378577,-0.095379253
1.771,-0.016600609,-0.095354816
1.772,-0.030394953,-0.095330355
1.773,-0.020334428,-0.095305868
1.774,-0.018956721,-0.095281356
1.775,-0.007082381,-0.09525682
1.776,-0.034105055,-0.09523226
1.777,-0.02378645,-0.095207676
1.778,-0.050804332,-0.095183068
1.779,-0.037117243,-0.095158437
1.78,-0.019800153,-0.095133783
1.781,-0.057302013,-0.095109106
1.782,-0.017067557,-0.095084406
1.783,-0.015437102,-0.095059684
1.784,-0.01923158,-0.09503494
1.785,-0.023355719,-0.095010174
1.786,-0.010889689,-0.094985386
1.787,-0.025086697,-0.094960577
1.788,-0.034473784,-0.094935747
1.789,-0.041544557,-0.094910896
1.79,-0.006080673,-0.094886025
1.791,-0.01002223,-0.094861134
1.792,-0.021142317,-0.094836222
1.793,-0.034791708,-0.094811291
1.794,-0.032437578,-0.09478634
1.795,-0.016279206,-0.09476137
1.796,-0.022210591,-0.094736381
1.797,-0.031617478,-0.094711373
1.798,-0.041123658,-0.094686347
1.799,-0.0365435,-0.094661303
