Freq [GHz],"dB(S(1,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1'"
2.214,-1.303747406,-19.31252454,-8.939551733,-0.686083854
2.215,-1.303687048,-19.30948303,-8.938425366,-0.686186375
2.216,-1.303627333,-19.30639451,-8.937297341,-0.686289585
2.217,-1.303568261,-19.30325909,-8.936167654,-0.686393483
2.218,-1.303509835,-19.30007686,-8.935036299,-0.686498069
2.219,-1.303452058,-19.29684794,-8.933903271,-0.686603343
2.22,-1.30339493,-19.29357242,-8.932768564,-0.686709305
2.221,-1.303338455,-19.29025041,-8.931632173,-0.686815954
2.222,-1.303282633,-19.28688202,-8.930494093,-0.686923292
2.223,-1.303227468,-19.28346734,-8.929354318,-0.687031318
2.224,-1.303172961,-19.28000649,-8.928212844,-0.687140031
2.225,-1.303119114,-19.27649957,-8.927069666,-0.687249433
2.226,-1.30306593,-19.27294669,-8.925924778,-0.687359522
2.227,-1.30301341,-19.26934795,-8.924778175,-0.6874703
2.228,-1.302961556,-19.26570346,-8.923629852,-0.687581765
2.229,-1.30291037,-19.26201334,-8.922479804,-0.687693919
2.23,-1.302859854,-19.25827769,-8.921328026,-0.68780676
2.231,-1.302810011,-19.25449662,-8.920174514,-0.68792029
2.232,-1.302760842,-19.25067025,-8.919019262,-0.688034509
2.233,-1.302712349,-19.24679867,-8.917862265,-0.688149415
2.234,-1.302664534,-19.24288202,-8.916703518,-0.688265011
2.235,-1.302617399,-19.23892039,-8.915543017,-0.688381295
2.236,-1.302570946,-19.2349139,-8.914380757,-0.688498267
2.237,-1.302525177,-19.23086266,-8.913216733,-0.688615929
2.238,-1.302480094,-19.22676679,-8.91205094,-0.68873428
2.239,-1.302435699,-19.22262641,-8.910883374,-0.688853319
2.24,-1.302391994,-19.21844162,-8.909714029,-0.688973049
2.241,-1.30234898,-19.21421254,-8.908542901,-0.689093467
2.242,-1.30230666,-19.20993929,-8.907369986,-0.689214576
2.243,-1.302265035,-19.20562199,-8.906195279,-0.689336374
2.244,-1.302224108,-19.20126075,-8.905018774,-0.689458862
2.245,-1.30218388,-19.19685568,-8.903840469,-0.689582041
2.246,-1.302144354,-19.19240692,-8.902660357,-0.68970591
2.247,-1.30210553,-19.18791457,-8.901478435,-0.68983047
2.248,-1.302067412,-19.18337876,-8.900294698,-0.68995572
2.249,-1.30203,-19.1787996,-8.899109141,-0.690081662
2.25,-1.301993297,-19.17417721,-8.897921761,-0.690208296
2.251,-1.301957304,-19.16951172,-8.896732552,-0.690335621
2.252,-1.301922024,-19.16480325,-8.895541511,-0.690463638
2.253,-1.301887459,-19.16005191,-8.894348632,-0.690592347
2.254,-1.301853609,-19.15525783,-8.893153912,-0.690721749
2.255,-1.301820477,-19.15042113,-8.891957347,-0.690851843
2.256,-1.301788065,-19.14554194,-8.890758932,-0.690982631
2.257,-1.301756375,-19.14062037,-8.889558662,-0.691114112
2.258,-1.301725408,-19.13565655,-8.888356534,-0.691246287
2.259,-1.301695167,-19.13065061,-8.887152543,-0.691379155
2.26,-1.301665652,-19.12560266,-8.885946686,-0.691512719
2.261,-1.301636866,-19.12051284,-8.884738958,-0.691646977
2.262,-1.301608811,-19.11538126,-8.883529354,-0.69178193
2.263,-1.301581489,-19.11020806,-8.882317871,-0.691917578
2.264,-1.3015549,-19.10499336,-8.881104506,-0.692053923
2.265,-1.301529048,-19.09973728,-8.879889253,-0.692190963
2.266,-1.301503933,-19.09443995,-8.878672108,-0.6923287
2.267,-1.301479558,-19.08910151,-8.877453069,-0.692467135
2.268,-1.301455924,-19.08372207,-8.87623213,-0.692606266
2.269,-1.301433034,-19.07830177,-8.875009288,-0.692746096
2.27,-1.301410888,-19.07284072,-8.873784539,-0.692886623
2.271,-1.301389489,-19.06733907,-8.872557878,-0.693027849
2.272,-1.301368838,-19.06179694,-8.871329304,-0.693169775
2.273,-1.301348937,-19.05621446,-8.87009881,-0.6933124
2.274,-1.301329787,-19.05059176,-8.868866394,-0.693455725
2.275,-1.301311392,-19.04492896,-8.867632052,-0.69359975
2.276,-1.301293751,-19.0392262,-8.866395779,-0.693744476
2.277,-1.301276867,-19.03348361,-8.865157573,-0.693889904
2.278,-1.301260742,-19.02770132,-8.86391743,-0.694036034
2.279,-1.301245378,-19.02187946,-8.862675345,-0.694182866
2.28,-1.301230775,-19.01601816,-8.861431316,-0.6943304
2.281,-1.301216936,-19.01011755,-8.860185338,-0.694478639
2.282,-1.301203862,-19.00417776,-8.858937408,-0.694627581
2.283,-1.301191556,-18.99819894,-8.857687522,-0.694777227
2.284,-1.301180018,-18.9921812,-8.856435677,-0.694927579
2.285,-1.301169251,-18.98612468,-8.85518187,-0.695078636
2.286,-1.301159255,-18.98002952,-8.853926096,-0.695230399
2.287,-1.301150034,-18.97389585,-8.852668353,-0.695382869
2.288,-1.301141587,-18.96772379,-8.851408636,-0.695536046
2.289,-1.301133918,-18.96151349,-8.850146943,-0.695689931
2.29,-1.301127027,-18.95526508,-8.84888327,-0.695844524
2.291,-1.301120917,-18.9489787,-8.847617614,-0.695999826
2.292,-1.301115588,-18.94265447,-8.84634997,-0.696155838
2.293,-1.301111043,-18.93629253,-8.845080337,-0.69631256
2.294,-1.301107283,-18.92989301,-8.84380871,-0.696469992
2.295,-1.30110431,-18.92345606,-8.842535087,-0.696628136
2.296,-1.301102126,-18.9169818,-8.841259463,-0.696786992
2.297,-1.301100731,-18.91047038,-8.839981837,-0.69694656
2.298,-1.301100128,-18.90392192,-8.838702204,-0.697106842
2.299,-1.301100318,-18.89733657,-8.837420561,-0.697267838
2.3,-1.301101302,-18.89071445,-8.836136905,-0.697429548
2.301,-1.301103083,-18.88405571,-8.834851234,-0.697591974
2.302,-1.301105662,-18.87736048,-8.833563544,-0.697755115
2.303,-1.30110904,-18.8706289,-8.832273831,-0.697918974
2.304,-1.301113219,-18.8638611,-8.830982093,-0.698083549
2.305,-1.301118201,-18.85705722,-8.829688327,-0.698248842
2.306,-1.301123987,-18.8502174,-8.82839253,-0.698414854
2.307,-1.301130579,-18.84334177,-8.827094698,-0.698581586
2.308,-1.301137978,-18.83643047,-8.825794829,-0.698749038
2.309,-1.301146185,-18.82948365,-8.82449292,-0.69891721
2.31,-1.301155203,-18.82250143,-8.823188967,-0.699086104
2.311,-1.301165033,-18.81548395,-8.821882969,-0.699255721
2.312,-1.301175676,-18.80843136,-8.820574921,-0.69942606
2.313,-1.301187133,-18.80134378,-8.819264822,-0.699597124
2.314,-1.301199408,-18.79422136,-8.817952668,-0.699768911
2.315,-1.3012125,-18.78706424,-8.816638457,-0.699941425
2.316,-1.301226411,-18.77987254,-8.815322185,-0.700114664
2.317,-1.301241143,-18.77264642,-8.81400385,-0.70028863
2.318,-1.301256698,-18.76538601,-8.812683449,-0.700463324
2.319,-1.301273076,-18.75809145,-8.811360979,-0.700638747
2.32,-1.30129028,-18.75076287,-8.810036439,-0.700814899
2.321,-1.30130831,-18.74340041,-8.808709824,-0.700991781
2.322,-1.301327169,-18.73600422,-8.807381133,-0.701169394
2.323,-1.301346857,-18.72857443,-8.806050362,-0.701347738
2.324,-1.301367377,-18.72111118,-8.80471751,-0.701526815
2.325,-1.301388729,-18.71361461,-8.803382573,-0.701706626
2.326,-1.301410915,-18.70608485,-8.802045549,-0.701887171
2.327,-1.301433937,-18.69852205,-8.800706435,-0.702068451
2.328,-1.301457796,-18.69092635,-8.79936523,-0.702250467
2.329,-1.301482493,-18.68329787,-8.798021929,-0.70243322
2.33,-1.30150803,-18.67563677,-8.796676532,-0.70261671
2.331,-1.301534408,-18.66794318,-8.795329034,-0.70280094
2.332,-1.301561629,-18.66021724,-8.793979435,-0.702985908
2.333,-1.301589694,-18.65245909,-8.792627731,-0.703171617
2.334,-1.301618604,-18.64466887,-8.791273921,-0.703358068
2.335,-1.301648362,-18.63684671,-8.789918001,-0.70354526
2.336,-1.301678967,-18.62899276,-8.788559969,-0.703733196
2.337,-1.301710422,-18.62110715,-8.787199824,-0.703921876
2.338,-1.301742729,-18.61319003,-8.785837562,-0.7041113
2.339,-1.301775888,-18.60524152,-8.784473182,-0.704301471
2.34,-1.3018099,-18.59726178,-8.783106681,-0.704492388
2.341,-1.301844768,-18.58925094,-8.781738056,-0.704684054
2.342,-1.301880493,-18.58120913,-8.780367307,-0.704876467
2.343,-1.301917075,-18.5731365,-8.778994429,-0.705069631
2.344,-1.301954517,-18.56503319,-8.777619423,-0.705263545
2.345,-1.301992819,-18.55689933,-8.776242284,-0.705458211
2.346,-1.302031984,-18.54873507,-8.774863011,-0.70565363
2.347,-1.302072011,-18.54054053,-8.773481602,-0.705849802
2.348,-1.302112904,-18.53231586,-8.772098054,-0.706046728
2.349,-1.302154662,-18.52406121,-8.770712367,-0.706244411
2.35,-1.302197288,-18.5157767,-8.769324536,-0.706442849
2.351,-1.302240783,-18.50746247,-8.767934562,-0.706642046
2.352,-1.302285148,-18.49911867,-8.76654244,-0.706842001
2.353,-1.302330384,-18.49074542,-8.76514817,-0.707042715
2.354,-1.302376492,-18.48234288,-8.76375175,-0.707244191
2.355,-1.302423475,-18.47391117,-8.762353177,-0.707446428
2.356,-1.302471333,-18.46545044,-8.76095245,-0.707649428
2.357,-1.302520068,-18.45696082,-8.759549566,-0.707853191
2.358,-1.30256968,-18.44844245,-8.758144524,-0.70805772
2.359,-1.302620171,-18.43989547,-8.756737322,-0.708263014
2.36,-1.302671543,-18.43132002,-8.755327958,-0.708469075
2.361,-1.302723797,-18.42271623,-8.75391643,-0.708675905
2.362,-1.302776934,-18.41408423,-8.752502736,-0.708883503
2.363,-1.302830955,-18.40542418,-8.751086875,-0.709091872
2.364,-1.302885861,-18.3967362,-8.749668844,-0.709301012
2.365,-1.302941655,-18.38802043,-8.748248642,-0.709510924
2.366,-1.302998336,-18.37927701,-8.746826268,-0.70972161
2.367,-1.303055907,-18.37050607,-8.745401719,-0.709933071
2.368,-1.303114368,-18.36170776,-8.743974993,-0.710145307
2.369,-1.303173722,-18.3528822,-8.74254609,-0.710358321
2.37,-1.303233968,-18.34402953,-8.741115007,-0.710572112
2.371,-1.303295108,-18.3351499,-8.739681742,-0.710786682
2.372,-1.303357144,-18.32624343,-8.738246295,-0.711002032
2.373,-1.303420077,-18.31731027,-8.736808663,-0.711218164
2.374,-1.303483908,-18.30835054,-8.735368845,-0.711435079
2.375,-1.303548638,-18.29936438,-8.733926839,-0.711652777
2.376,-1.303614269,-18.29035193,-8.732482643,-0.71187126
2.377,-1.303680801,-18.28131333,-8.731036257,-0.712090529
2.378,-1.303748235,-18.2722487,-8.729587679,-0.712310586
2.379,-1.303816574,-18.26315819,-8.728136906,-0.71253143
2.38,-1.303885819,-18.25404192,-8.726683938,-0.712753065
2.381,-1.303955969,-18.24490004,-8.725228773,-0.71297549
2.382,-1.304027027,-18.23573267,-8.72377141,-0.713198707
2.383,-1.304098994,-18.22653995,-8.722311847,-0.713422717
2.384,-1.304171871,-18.21732202,-8.720850083,-0.713647521
2.385,-1.30424566,-18.20807901,-8.719386116,-0.713873122
2.386,-1.30432036,-18.19881105,-8.717919946,-0.714099519
2.387,-1.304395974,-18.18951827,-8.71645157,-0.714326714
2.388,-1.304472503,-18.18020081,-8.714980987,-0.714554708
2.389,-1.304549947,-18.17085881,-8.713508196,-0.714783503
2.39,-1.304628309,-18.16149238,-8.712033196,-0.715013099
2.391,-1.304707589,-18.15210168,-8.710555985,-0.715243499
2.392,-1.304787787,-18.14268682,-8.709076562,-0.715474703
2.393,-1.304868907,-18.13324794,-8.707594926,-0.715706712
2.394,-1.304950948,-18.12378518,-8.706111076,-0.715939528
2.395,-1.305033911,-18.11429866,-8.70462501,-0.716173152
2.396,-1.305117799,-18.10478851,-8.703136727,-0.716407585
2.397,-1.305202611,-18.09525488,-8.701646226,-0.716642829
2.398,-1.30528835,-18.08569788,-8.700153505,-0.716878885
2.399,-1.305375015,-18.07611765,-8.698658565,-0.717115754
2.4,-1.305462609,-18.06651432,-8.697161403,-0.717353438
2.401,-1.305551133,-18.05688802,-8.695662018,-0.717591937
2.402,-1.305640587,-18.04723888,-8.694160409,-0.717831253
2.403,-1.305730972,-18.03756703,-8.692656575,-0.718071388
2.404,-1.305822291,-18.0278726,-8.691150516,-0.718312342
2.405,-1.305914543,-18.01815572,-8.689642229,-0.718554117
2.406,-1.30600773,-18.00841651,-8.688131715,-0.718796715
2.407,-1.306101853,-17.99865512,-8.686618971,-0.719040136
2.408,-1.306196913,-17.98887165,-8.685103997,-0.719284383
2.409,-1.306292912,-17.97906625,-8.683586792,-0.719529456
2.41,-1.306389849,-17.96923905,-8.682067355,-0.719775356
2.411,-1.306487727,-17.95939016,-8.680545685,-0.720022086
2.412,-1.306586547,-17.94951972,-8.679021781,-0.720269645
2.413,-1.306686309,-17.93962785,-8.677495642,-0.720518037
2.414,-1.306787014,-17.92971469,-8.675967268,-0.720767262
2.415,-1.306888664,-17.91978035,-8.674436656,-0.721017321
2.416,-1.30699126,-17.90982497,-8.672903807,-0.721268217
2.417,-1.307094802,-17.89984866,-8.671368719,-0.721519949
2.418,-1.307199292,-17.88985157,-8.669831392,-0.72177252
2.419,-1.307304731,-17.87983381,-8.668291825,-0.722025932
2.42,-1.30741112,-17.8697955,-8.666750017,-0.722280184
2.421,-1.307518459,-17.85973678,-8.665205967,-0.72253528
2.422,-1.30762675,-17.84965777,-8.663659674,-0.72279122
2.423,-1.307735995,-17.83955859,-8.662111138,-0.723048005
2.424,-1.307846193,-17.82943936,-8.660560357,-0.723305638
2.425,-1.307957346,-17.81930022,-8.659007332,-0.723564119
2.426,-1.308069455,-17.80914128,-8.657452061,-0.72382345
2.427,-1.308182521,-17.79896267,-8.655894544,-0.724083633
2.428,-1.308296545,-17.78876451,-8.65433478,-0.724344668
2.429,-1.308411529,-17.77854693,-8.652772768,-0.724606558
2.43,-1.308527472,-17.76831004,-8.651208507,-0.724869303
2.431,-1.308644376,-17.75805396,-8.649641997,-0.725132905
2.432,-1.308762242,-17.74777883,-8.648073238,-0.725397366
2.433,-1.308881071,-17.73748477,-8.646502228,-0.725662687
2.434,-1.309000864,-17.72717188,-8.644928967,-0.72592887
2.435,-1.309121622,-17.7168403,-8.643353455,-0.726195916
2.436,-1.309243347,-17.70649015,-8.64177569,-0.726463826
2.437,-1.309366038,-17.69612154,-8.640195673,-0.726732602
2.438,-1.309489696,-17.6857346,-8.638613402,-0.727002246
2.439,-1.309614324,-17.67532944,-8.637028877,-0.727272758
2.44,-1.309739922,-17.66490619,-8.635442098,-0.727544141
2.441,-1.30986649,-17.65446496,-8.633853064,-0.727816396
2.442,-1.309994031,-17.64400588,-8.632261775,-0.728089524
2.443,-1.310122544,-17.63352906,-8.63066823,-0.728363527
2.444,-1.31025203,-17.62303461,-8.629072428,-0.728638407
2.445,-1.310382492,-17.61252267,-8.627474369,-0.728914164
2.446,-1.310513929,-17.60199334,-8.625874053,-0.729190802
2.447,-1.310646342,-17.59144675,-8.624271479,-0.72946832
2.448,-1.310779733,-17.580883,-8.622666647,-0.72974672
2.449,-1.310914102,-17.57030222,-8.621059556,-0.730026005
2.45,-1.311049451,-17.55970452,-8.619450207,-0.730306175
2.451,-1.31118578,-17.54909003,-8.617838597,-0.730587233
2.452,-1.311323091,-17.53845884,-8.616224728,-0.730869179
2.453,-1.311461383,-17.52781109,-8.614608599,-0.731152015
2.454,-1.311600658,-17.51714688,-8.61299021,-0.731435744
2.455,-1.311740918,-17.50646633,-8.611369559,-0.731720365
2.456,-1.311882162,-17.49576956,-8.609746648,-0.732005882
2.457,-1.312024393,-17.48505667,-8.608121475,-0.732292295
2.458,-1.31216761,-17.47432779,-8.60649404,-0.732579606
2.459,-1.312311814,-17.46358302,-8.604864343,-0.732867816
2.46,-1.312457007,-17.45282247,-8.603232383,-0.733156928
2.461,-1.31260319,-17.44204627,-8.601598161,-0.733446943
2.462,-1.312750363,-17.43125452,-8.599961677,-0.733737862
2.463,-1.312898527,-17.42044734,-8.598322929,-0.734029687
2.464,-1.313047684,-17.40962483,-8.596681918,-0.73432242
2.465,-1.313197833,-17.39878711,-8.595038643,-0.734616062
2.466,-1.313348977,-17.38793429,-8.593393105,-0.734910615
2.467,-1.313501115,-17.37706648,-8.591745302,-0.73520608
2.468,-1.313654249,-17.36618379,-8.590095236,-0.735502459
2.469,-1.313808379,-17.35528633,-8.588442905,-0.735799754
2.47,-1.313963507,-17.34437421,-8.58678831,-0.736097966
2.471,-1.314119634,-17.33344754,-8.58513145,-0.736397097
2.472,-1.314276759,-17.32250643,-8.583472326,-0.736697148
2.473,-1.314434885,-17.31155098,-8.581810936,-0.736998122
2.474,-1.314594011,-17.30058131,-8.580147282,-0.737300019
2.475,-1.314754139,-17.28959752,-8.578481363,-0.737602842
2.476,-1.31491527,-17.27859972,-8.576813178,-0.737906592
2.477,-1.315077405,-17.26758801,-8.575142729,-0.738211271
2.478,-1.315240543,-17.25656251,-8.573470014,-0.73851688
2.479,-1.315404687,-17.24552333,-8.571795034,-0.738823421
2.48,-1.315569837,-17.23447056,-8.570117788,-0.739130896
2.481,-1.315735994,-17.22340431,-8.568438277,-0.739439306
2.482,-1.315903159,-17.21232469,-8.566756501,-0.739748653
2.483,-1.316071332,-17.20123181,-8.565072459,-0.740058939
2.484,-1.316240515,-17.19012576,-8.563386152,-0.740370166
2.485,-1.316410708,-17.17900665,-8.561697579,-0.740682334
2.486,-1.316581912,-17.16787459,-8.560006741,-0.740995446
2.487,-1.316754128,-17.15672969,-8.558313637,-0.741309504
2.488,-1.316927357,-17.14557203,-8.556618269,-0.741624509
2.489,-1.3171016,-17.13440174,-8.554920634,-0.741940463
2.49,-1.317276857,-17.1232189,-8.553220735,-0.742257367
2.491,-1.317453129,-17.11202362,-8.551518571,-0.742575224
2.492,-1.317630417,-17.10081601,-8.549814141,-0.742894034
2.493,-1.317808722,-17.08959616,-8.548107446,-0.7432138
2.494,-1.317988044,-17.07836418,-8.546398487,-0.743534524
2.495,-1.318168386,-17.06712017,-8.544687262,-0.743856207
2.496,-1.318349746,-17.05586423,-8.542973773,-0.74417885
2.497,-1.318532127,-17.04459645,-8.54125802,-0.744502456
2.498,-1.318715528,-17.03331694,-8.539540002,-0.744827027
2.499,-1.318899951,-17.0220258,-8.53781972,-0.745152563
2.5,-1.319085397,-17.01072313,-8.536097173,-0.745479067
2.501,-1.319271866,-16.99940902,-8.534372363,-0.745806541
2.502,-1.319459359,-16.98808358,-8.532645289,-0.746134986
2.503,-1.319647877,-16.9767469,-8.530915951,-0.746464404
2.504,-1.319837421,-16.96539907,-8.52918435,-0.746794797
2.505,-1.320027991,-16.95404021,-8.527450486,-0.747126166
2.506,-1.320219589,-16.9426704,-8.525714359,-0.747458514
2.507,-1.320412214,-16.93128973,-8.523975969,-0.747791841
2.508,-1.320605869,-16.91989832,-8.522235316,-0.74812615
2.509,-1.320800553,-16.90849625,-8.520492402,-0.748461443
2.51,-1.320996267,-16.89708362,-8.518747225,-0.748797722
2.511,-1.321193013,-16.88566052,-8.516999786,-0.749134987
2.512,-1.32139079,-16.87422705,-8.515250086,-0.749473241
2.513,-1.3215896,-16.8627833,-8.513498125,-0.749812486
2.514,-1.321789444,-16.85132937,-8.511743902,-0.750152724
2.515,-1.321990322,-16.83986535,-8.509987419,-0.750493956
2.516,-1.322192235,-16.82839134,-8.508228676,-0.750836183
2.517,-1.322395183,-16.81690742,-8.506467672,-0.751179409
2.518,-1.322599168,-16.80541369,-8.504704409,-0.751523634
2.519,-1.322804191,-16.79391025,-8.502938886,-0.751868861
2.52,-1.323010251,-16.78239718,-8.501171104,-0.752215091
2.521,-1.323217351,-16.77087458,-8.499401063,-0.752562326
2.522,-1.32342549,-16.75934253,-8.497628763,-0.752910568
2.523,-1.323634669,-16.74780114,-8.495854206,-0.753259819
2.524,-1.323844889,-16.73625048,-8.494077391,-0.75361008
2.525,-1.324056151,-16.72469065,-8.492298318,-0.753961354
2.526,-1.324268456,-16.71312174,-8.490516988,-0.754313642
2.527,-1.324481804,-16.70154384,-8.488733402,-0.754666945
2.528,-1.324696196,-16.68995704,-8.48694756,-0.755021267
2.529,-1.324911633,-16.67836143,-8.485159461,-0.755376608
2.53,-1.325128115,-16.66675709,-8.483369107,-0.755732971
2.531,-1.325345643,-16.65514411,-8.481576498,-0.756090357
2.532,-1.325564219,-16.64352259,-8.479781635,-0.756448769
2.533,-1.325783842,-16.6318926,-8.477984517,-0.756808207
2.534,-1.326004514,-16.62025424,-8.476185145,-0.757168675
2.535,-1.326226235,-16.60860759,-8.47438352,-0.757530173
2.536,-1.326449006,-16.59695275,-8.472579643,-0.757892704
2.537,-1.326672827,-16.58528978,-8.470773512,-0.758256269
2.538,-1.3268977,-16.57361879,-8.46896513,-0.758620871
2.539,-1.327123625,-16.56193985,-8.467154496,-0.758986511
2.54,-1.327350603,-16.55025306,-8.465341611,-0.759353191
2.541,-1.327578634,-16.53855849,-8.463526475,-0.759720913
2.542,-1.32780772,-16.52685623,-8.46170909,-0.760089679
2.543,-1.32803786,-16.51514636,-8.459889454,-0.76045949
2.544,-1.328269056,-16.50342897,-8.45806757,-0.76083035
2.545,-1.328501309,-16.49170415,-8.456243437,-0.761202258
2.546,-1.328734619,-16.47997196,-8.454417055,-0.761575219
2.547,-1.328968987,-16.4682325,-8.452588426,-0.761949232
2.548,-1.329204413,-16.45648585,-8.45075755,-0.762324301
2.549,-1.329440898,-16.44473209,-8.448924427,-0.762700426
2.55,-1.329678444,-16.4329713,-8.447089059,-0.763077611
2.551,-1.32991705,-16.42120357,-8.445251444,-0.763455856
2.552,-1.330156717,-16.40942897,-8.443411585,-0.763835165
2.553,-1.330397447,-16.39764758,-8.441569481,-0.764215538
2.554,-1.330639239,-16.38585949,-8.439725134,-0.764596978
2.555,-1.330882095,-16.37406477,-8.437878542,-0.764979486
2.556,-1.331126015,-16.3622635,-8.436029709,-0.765363064
2.557,-1.331371,-16.35045577,-8.434178633,-0.765747716
2.558,-1.33161705,-16.33864165,-8.432325315,-0.766133441
2.559,-1.331864167,-16.32682121,-8.430469756,-0.766520242
2.56,-1.33211235,-16.31499455,-8.428611957,-0.766908122
2.561,-1.332361602,-16.30316173,-8.426751917,-0.767297082
2.562,-1.332611922,-16.29132284,-8.424889639,-0.767687124
2.563,-1.33286331,-16.27947794,-8.423025121,-0.76807825
2.564,-1.333115769,-16.26762712,-8.421158366,-0.768470462
2.565,-1.333369298,-16.25577046,-8.419289373,-0.768863761
2.566,-1.333623898,-16.24390802,-8.417418143,-0.769258151
2.567,-1.33387957,-16.23203989,-8.415544676,-0.769653632
2.568,-1.334136315,-16.22016614,-8.413668974,-0.770050207
2.569,-1.334394132,-16.20828685,-8.411791037,-0.770447877
2.57,-1.334653024,-16.19640208,-8.409910866,-0.770846645
2.571,-1.33491299,-16.18451192,-8.40802846,-0.771246513
2.572,-1.335174031,-16.17261644,-8.406143822,-0.771647482
2.573,-1.335436148,-16.16071572,-8.40425695,-0.772049555
2.574,-1.335699342,-16.14880981,-8.402367847,-0.772452734
2.575,-1.335963614,-16.13689881,-8.400476513,-0.772857019
2.576,-1.336228963,-16.12498278,-8.398582948,-0.773262414
2.577,-1.33649539,-16.11306179,-8.396687153,-0.773668921
2.578,-1.336762898,-16.10113592,-8.394789128,-0.774076541
2.579,-1.337031485,-16.08920524,-8.392888875,-0.774485276
2.58,-1.337301153,-16.07726981,-8.390986394,-0.774895129
2.581,-1.337571902,-16.06532972,-8.389081686,-0.775306101
2.582,-1.337843733,-16.05338503,-8.387174751,-0.775718194
2.583,-1.338116647,-16.0414358,-8.38526559,-0.776131411
2.584,-1.338390644,-16.02948213,-8.383354203,-0.776545753
2.585,-1.338665726,-16.01752406,-8.381440592,-0.776961222
2.586,-1.338941892,-16.00556167,-8.379524757,-0.777377821
2.587,-1.339219143,-15.99359504,-8.377606699,-0.777795551
2.588,-1.339497481,-15.98162422,-8.375686418,-0.778214414
2.589,-1.339776905,-15.96964929,-8.373763915,-0.778634412
2.59,-1.340057417,-15.95767032,-8.371839191,-0.779055548
2.591,-1.340339017,-15.94568737,-8.369912247,-0.779477824
2.592,-1.340621705,-15.93370051,-8.367983082,-0.77990124
2.593,-1.340905483,-15.92170981,-8.366051699,-0.7803258
2.594,-1.341190352,-15.90971534,-8.364118097,-0.780751505
2.595,-1.341476311,-15.89771716,-8.362182277,-0.781178358
2.596,-1.341763361,-15.88571534,-8.36024424,-0.78160636
2.597,-1.342051503,-15.87370994,-8.358303987,-0.782035514
2.598,-1.342340739,-15.86170103,-8.356361519,-0.782465821
2.599,-1.342631067,-15.84968868,-8.354416836,-0.782897284
2.6,-1.34292249,-15.83767294,-8.352469938,-0.783329904
2.601,-1.343215007,-15.8256539,-8.350520827,-0.783763684
2.602,-1.34350862,-15.8136316,-8.348569503,-0.784198626
2.603,-1.343803329,-15.80160612,-8.346615967,-0.784634731
2.604,-1.344099135,-15.78957751,-8.34466022,-0.785072002
2.605,-1.344396039,-15.77754585,-8.342702263,-0.785510441
2.606,-1.34469404,-15.76551119,-8.340742095,-0.785950049
2.607,-1.34499314,-15.7534736,-8.338779719,-0.78639083
2.608,-1.34529334,-15.74143313,-8.336815134,-0.786832784
2.609,-1.345594639,-15.72938986,-8.334848342,-0.787275915
2.61,-1.34589704,-15.71734385,-8.332879342,-0.787720223
2.611,-1.346200542,-15.70529515,-8.330908137,-0.788165712
2.612,-1.346505146,-15.69324383,-8.328934726,-0.788612382
2.613,-1.346810852,-15.68118994,-8.32695911,-0.789060237
2.614,-1.347117662,-15.66913356,-8.32498129,-0.789509278
2.615,-1.347425576,-15.65707473,-8.323001267,-0.789959508
2.616,-1.347734595,-15.64501352,-8.321019042,-0.790410928
2.617,-1.34804472,-15.63295,-8.319034615,-0.79086354
2.618,-1.34835595,-15.62088421,-8.317047987,-0.791317347
2.619,-1.348668287,-15.60881622,-8.315059158,-0.791772351
2.62,-1.348981732,-15.59674609,-8.31306813,-0.792228554
2.621,-1.349296285,-15.58467388,-8.311074904,-0.792685957
2.622,-1.349611946,-15.57259964,-8.309079479,-0.793144563
2.623,-1.349928717,-15.56052344,-8.307081857,-0.793604374
2.624,-1.350246598,-15.54844532,-8.305082038,-0.794065392
2.625,-1.350565589,-15.53636535,-8.303080024,-0.79452762
2.626,-1.350885692,-15.52428359,-8.301075815,-0.794991058
2.627,-1.351206907,-15.51220009,-8.299069411,-0.79545571
2.628,-1.351529235,-15.50011491,-8.297060813,-0.795921578
2.629,-1.351852676,-15.48802811,-8.295050023,-0.796388663
2.63,-1.352177231,-15.47593974,-8.293037041,-0.796856967
2.631,-1.352502901,-15.46384985,-8.291021868,-0.797326494
2.632,-1.352829687,-15.45175851,-8.289004503,-0.797797244
2.633,-1.353157588,-15.43966577,-8.286984949,-0.79826922
2.634,-1.353486606,-15.42757168,-8.284963206,-0.798742425
2.635,-1.353816742,-15.41547629,-8.282939275,-0.799216859
2.636,-1.354147996,-15.40337968,-8.280913156,-0.799692526
2.637,-1.354480368,-15.39128187,-8.27888485,-0.800169427
2.638,-1.35481386,-15.37918294,-8.276854358,-0.800647565
2.639,-1.355148472,-15.36708293,-8.27482168,-0.801126941
2.64,-1.355484205,-15.3549819,-8.272786818,-0.801607558
2.641,-1.355821059,-15.3428799,-8.270749772,-0.802089418
2.642,-1.356159035,-15.33077698,-8.268710543,-0.802572523
2.643,-1.356498134,-15.3186732,-8.266669131,-0.803056875
2.644,-1.356838357,-15.30656861,-8.264625538,-0.803542477
2.645,-1.357179704,-15.29446325,-8.262579763,-0.804029329
2.646,-1.357522175,-15.28235719,-8.260531809,-0.804517436
