Freq [GHz],"dB(S(1,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1'"
3.121,-1.66656822,-9.969967242,-7.041324243,-1.219054509
3.122,-1.667595951,-9.960229892,-7.038195235,-1.220401163
3.123,-1.668625745,-9.950499408,-7.035063465,-1.221750188
3.124,-1.669657606,-9.940775791,-7.031928929,-1.223101586
3.125,-1.670691541,-9.93105904,-7.028791624,-1.224455359
3.126,-1.671727553,-9.921349156,-7.025651544,-1.225811509
3.127,-1.672765647,-9.91164614,-7.022508686,-1.22717004
3.128,-1.673805828,-9.901949992,-7.019363047,-1.228530953
3.129,-1.674848102,-9.892260711,-7.016214622,-1.229894252
3.13,-1.675892472,-9.8825783,-7.013063407,-1.231259937
3.131,-1.676938944,-9.872902757,-7.009909398,-1.232628011
3.132,-1.677987522,-9.863234083,-7.006752592,-1.233998478
3.133,-1.679038212,-9.853572279,-7.003592985,-1.235371338
3.134,-1.680091019,-9.843917345,-7.000430572,-1.236746595
3.135,-1.681145947,-9.83426928,-6.997265349,-1.238124251
3.136,-1.682203002,-9.824628086,-6.994097313,-1.239504308
3.137,-1.683262188,-9.814993762,-6.990926459,-1.240886769
3.138,-1.68432351,-9.805366309,-6.987752784,-1.242271636
3.139,-1.685386974,-9.795745727,-6.984576283,-1.24365891
3.14,-1.686452585,-9.786132015,-6.981396952,-1.245048596
3.141,-1.687520348,-9.776525176,-6.978214788,-1.246440694
3.142,-1.688590267,-9.766925207,-6.975029785,-1.247835207
3.143,-1.689662349,-9.757332111,-6.971841941,-1.249232138
3.144,-1.690736597,-9.747745886,-6.968651251,-1.250631489
3.145,-1.691813018,-9.738166533,-6.965457711,-1.252033262
3.146,-1.692891617,-9.728594052,-6.962261316,-1.25343746
3.147,-1.693972398,-9.719028444,-6.959062064,-1.254844085
3.148,-1.695055368,-9.709469708,-6.955859948,-1.256253138
3.149,-1.696140531,-9.699917844,-6.952654967,-1.257664624
3.15,-1.697227892,-9.690372853,-6.949447115,-1.259078543
3.151,-1.698317457,-9.680834734,-6.946236387,-1.260494899
3.152,-1.699409232,-9.671303489,-6.943022781,-1.261913693
3.153,-1.700503222,-9.661779116,-6.939806292,-1.263334928
3.154,-1.701599431,-9.652261616,-6.936586915,-1.264758606
3.155,-1.702697866,-9.642750989,-6.933364647,-1.266184729
3.156,-1.703798532,-9.633247234,-6.930139483,-1.267613301
3.157,-1.704901434,-9.623750353,-6.92691142,-1.269044323
3.158,-1.706006578,-9.614260345,-6.923680452,-1.270477797
3.159,-1.70711397,-9.60477721,-6.920446575,-1.271913726
3.16,-1.708223614,-9.595300948,-6.917209786,-1.273352112
3.161,-1.709335517,-9.585831558,-6.913970081,-1.274792958
3.162,-1.710449684,-9.576369042,-6.910727454,-1.276236265
3.163,-1.71156612,-9.566913399,-6.907481902,-1.277682036
3.164,-1.712684832,-9.557464629,-6.90423342,-1.279130274
3.165,-1.713805824,-9.548022731,-6.900982004,-1.280580981
3.166,-1.714929103,-9.538587707,-6.897727651,-1.282034158
3.167,-1.716054675,-9.529159555,-6.894470354,-1.283489809
3.168,-1.717182544,-9.519738276,-6.891210111,-1.284947936
3.169,-1.718312717,-9.510323869,-6.887946917,-1.28640854
3.17,-1.7194452,-9.500916335,-6.884680768,-1.287871625
3.171,-1.720579998,-9.491515674,-6.881411658,-1.289337192
3.172,-1.721717117,-9.482121885,-6.878139585,-1.290805244
3.173,-1.722856562,-9.472734968,-6.874864543,-1.292275784
3.174,-1.723998341,-9.463354923,-6.871586529,-1.293748812
3.175,-1.725142459,-9.453981751,-6.868305537,-1.295224333
3.176,-1.726288921,-9.44461545,-6.865021564,-1.296702347
3.177,-1.727437733,-9.435256021,-6.861734606,-1.298182858
3.178,-1.728588902,-9.425903464,-6.858444656,-1.299665868
3.179,-1.729742434,-9.416557778,-6.855151713,-1.301151379
3.18,-1.730898334,-9.407218964,-6.85185577,-1.302639393
3.181,-1.732056609,-9.397887021,-6.848556823,-1.304129912
3.182,-1.733217265,-9.388561948,-6.845254869,-1.305622939
3.183,-1.734380307,-9.379243747,-6.841949903,-1.307118477
3.184,-1.735545742,-9.369932416,-6.838641919,-1.308616526
3.185,-1.736713576,-9.360627956,-6.835330915,-1.310117091
3.186,-1.737883815,-9.351330366,-6.832016885,-1.311620172
3.187,-1.739056466,-9.342039646,-6.828699825,-1.313125773
3.188,-1.740231534,-9.332755796,-6.82537973,-1.314633895
3.189,-1.741409026,-9.323478815,-6.822056596,-1.316144541
3.19,-1.742588949,-9.314208704,-6.818730419,-1.317657714
3.191,-1.743771307,-9.304945462,-6.815401193,-1.319173414
3.192,-1.744956109,-9.295689089,-6.812068915,-1.320691646
3.193,-1.74614336,-9.286439585,-6.80873358,-1.32221241
3.194,-1.747333066,-9.27719695,-6.805395184,-1.32373571
3.195,-1.748525234,-9.267961182,-6.802053721,-1.325261547
3.196,-1.749719871,-9.258732283,-6.798709188,-1.326789923
3.197,-1.750916982,-9.249510251,-6.79536158,-1.328320842
3.198,-1.752116575,-9.240295087,-6.792010892,-1.329854306
3.199,-1.753318656,-9.23108679,-6.788657119,-1.331390315
3.2,-1.754523231,-9.22188536,-6.785300258,-1.332928874
3.201,-1.755730307,-9.212690796,-6.781940304,-1.334469984
3.202,-1.756939891,-9.203503099,-6.778577252,-1.336013647
3.203,-1.758151989,-9.194322268,-6.775211097,-1.337559865
3.204,-1.759366608,-9.185148303,-6.771841835,-1.339108642
3.205,-1.760583754,-9.175981203,-6.768469461,-1.340659979
3.206,-1.761803435,-9.166820969,-6.765093971,-1.342213878
3.207,-1.763025657,-9.157667599,-6.76171536,-1.343770342
3.208,-1.764250426,-9.148521094,-6.758333623,-1.345329372
3.209,-1.765477751,-9.139381453,-6.754948756,-1.346890972
3.21,-1.766707637,-9.130248677,-6.751560755,-1.348455143
3.211,-1.767940091,-9.121122763,-6.748169614,-1.350021888
3.212,-1.76917512,-9.112003713,-6.744775329,-1.351591209
3.213,-1.770412732,-9.102891526,-6.741377895,-1.353163108
3.214,-1.771652932,-9.093786202,-6.737977307,-1.354737588
3.215,-1.772895729,-9.08468774,-6.734573562,-1.35631465
3.216,-1.774141129,-9.07559614,-6.731166653,-1.357894297
3.217,-1.775389139,-9.066511401,-6.727756578,-1.359476531
3.218,-1.776639766,-9.057433524,-6.72434333,-1.361061354
3.219,-1.777893017,-9.048362507,-6.720926905,-1.362648769
3.22,-1.7791489,-9.039298351,-6.717507298,-1.364238778
3.221,-1.780407422,-9.030241055,-6.714084506,-1.365831383
3.222,-1.781668589,-9.021190619,-6.710658522,-1.367426586
3.223,-1.782932409,-9.012147042,-6.707229343,-1.369024389
3.224,-1.78419889,-9.003110325,-6.703796963,-1.370624796
3.225,-1.785468038,-8.994080466,-6.700361378,-1.372227807
3.226,-1.78673986,-8.985057465,-6.696922583,-1.373833426
3.227,-1.788014365,-8.976041322,-6.693480573,-1.375441653
3.228,-1.78929156,-8.967032037,-6.690035344,-1.377052493
3.229,-1.790571452,-8.958029608,-6.686586891,-1.378665946
3.23,-1.791854048,-8.949034037,-6.683135208,-1.380282015
3.231,-1.793139355,-8.940045322,-6.679680292,-1.381900703
3.232,-1.794427383,-8.931063462,-6.676222138,-1.383522011
3.233,-1.795718137,-8.922088459,-6.67276074,-1.385145942
3.234,-1.797011626,-8.91312031,-6.669296094,-1.386772497
3.235,-1.798307856,-8.904159016,-6.665828194,-1.38840168
3.236,-1.799606837,-8.895204577,-6.662357038,-1.390033492
3.237,-1.800908574,-8.886256991,-6.658882618,-1.391667935
3.238,-1.802213077,-8.877316259,-6.655404931,-1.393305013
3.239,-1.803520353,-8.868382379,-6.651923972,-1.394944726
3.24,-1.804830409,-8.859455353,-6.648439736,-1.396587077
3.241,-1.806143253,-8.850535178,-6.644952218,-1.398232068
3.242,-1.807458894,-8.841621856,-6.641461413,-1.399879702
3.243,-1.808777339,-8.832715385,-6.637967317,-1.40152998
3.244,-1.810098595,-8.823815764,-6.634469924,-1.403182905
3.245,-1.811422672,-8.814922995,-6.63096923,-1.40483848
3.246,-1.812749576,-8.806037075,-6.62746523,-1.406496705
3.247,-1.814079316,-8.797158005,-6.623957918,-1.408157584
3.248,-1.8154119,-8.788285784,-6.620447291,-1.409821118
3.249,-1.816747336,-8.779420412,-6.616933343,-1.41148731
3.25,-1.818085632,-8.770561888,-6.613416069,-1.413156163
3.251,-1.819426795,-8.761710212,-6.609895464,-1.414827677
3.252,-1.820770836,-8.752865383,-6.606371524,-1.416501855
3.253,-1.82211776,-8.744027401,-6.602844243,-1.4181787
3.254,-1.823467578,-8.735196266,-6.599313617,-1.419858213
3.255,-1.824820296,-8.726371977,-6.595779641,-1.421540397
3.256,-1.826175924,-8.717554533,-6.59224231,-1.423225254
3.257,-1.827534469,-8.708743935,-6.588701618,-1.424912786
3.258,-1.82889594,-8.699940181,-6.585157561,-1.426602995
3.259,-1.830260346,-8.691143271,-6.581610135,-1.428295884
3.26,-1.831627695,-8.682353205,-6.578059333,-1.429991454
3.261,-1.832997995,-8.673569983,-6.574505151,-1.431689707
3.262,-1.834371254,-8.664793603,-6.570947585,-1.433390647
3.263,-1.835747483,-8.656024065,-6.567386628,-1.435094274
3.264,-1.837126688,-8.64726137,-6.563822277,-1.436800592
3.265,-1.838508879,-8.638505516,-6.560254526,-1.438509602
3.266,-1.839894064,-8.629756502,-6.55668337,-1.440221306
3.267,-1.841282253,-8.62101433,-6.553108804,-1.441935706
3.268,-1.842673453,-8.612278997,-6.549530823,-1.443652806
3.269,-1.844067674,-8.603550504,-6.545949423,-1.445372606
3.27,-1.845464924,-8.594828849,-6.542364598,-1.447095109
3.271,-1.846865212,-8.586114034,-6.538776343,-1.448820317
3.272,-1.848268548,-8.577406056,-6.535184654,-1.450548232
3.273,-1.849674939,-8.568704916,-6.531589524,-1.452278856
3.274,-1.851084396,-8.560010613,-6.52799095,-1.454012192
3.275,-1.852496926,-8.551323146,-6.524388926,-1.455748241
3.276,-1.85391254,-8.542642516,-6.520783447,-1.457487005
3.277,-1.855331246,-8.533968721,-6.517174508,-1.459228488
3.278,-1.856753053,-8.525301762,-6.513562104,-1.46097269
3.279,-1.85817797,-8.516641637,-6.50994623,-1.462719614
3.28,-1.859606007,-8.507988347,-6.506326881,-1.464469262
3.281,-1.861037174,-8.49934189,-6.502704052,-1.466221637
3.282,-1.862471478,-8.490702266,-6.499077738,-1.467976739
3.283,-1.86390893,-8.482069475,-6.495447933,-1.469734572
3.284,-1.865349538,-8.473443516,-6.491814633,-1.471495137
3.285,-1.866793313,-8.464824388,-6.488177833,-1.473258437
3.286,-1.868240264,-8.456212092,-6.484537528,-1.475024473
3.287,-1.8696904,-8.447606627,-6.480893711,-1.476793248
3.288,-1.87114373,-8.439007992,-6.47724638,-1.478564763
3.289,-1.872600265,-8.430416186,-6.473595527,-1.480339021
3.29,-1.874060013,-8.42183121,-6.469941149,-1.482116025
3.291,-1.875522986,-8.413253062,-6.46628324,-1.483895775
3.292,-1.876989191,-8.404681743,-6.462621794,-1.485678274
3.293,-1.878458639,-8.396117251,-6.458956808,-1.487463524
3.294,-1.87993134,-8.387559586,-6.455288276,-1.489251528
3.295,-1.881407304,-8.379008748,-6.451616192,-1.491042286
3.296,-1.88288654,-8.370464736,-6.447940551,-1.492835802
3.297,-1.884369058,-8.36192755,-6.444261349,-1.494632077
3.298,-1.885854869,-8.353397189,-6.440578581,-1.496431114
3.299,-1.887343981,-8.344873653,-6.43689224,-1.498232914
3.3,-1.888836406,-8.33635694,-6.433202323,-1.500037479
3.301,-1.890332154,-8.327847052,-6.429508823,-1.501844812
3.302,-1.891831233,-8.319343986,-6.425811737,-1.503654914
3.303,-1.893333656,-8.310847743,-6.422111057,-1.505467788
3.304,-1.894839431,-8.302358322,-6.418406781,-1.507283436
3.305,-1.896348569,-8.293875722,-6.414698901,-1.509101859
3.306,-1.89786108,-8.285399944,-6.410987414,-1.51092306
3.307,-1.899376975,-8.276930986,-6.407272314,-1.51274704
3.308,-1.900896265,-8.268468848,-6.403553595,-1.514573802
3.309,-1.902418958,-8.260013529,-6.399831253,-1.516403348
3.31,-1.903945067,-8.251565029,-6.396105283,-1.51823568
3.311,-1.905474601,-8.243123348,-6.392375679,-1.520070799
3.312,-1.907007571,-8.234688485,-6.388642436,-1.521908708
3.313,-1.908543988,-8.226260439,-6.384905549,-1.523749409
3.314,-1.910083862,-8.217839209,-6.381165012,-1.525592904
3.315,-1.911627204,-8.209424796,-6.377420822,-1.527439194
3.316,-1.913174025,-8.201017199,-6.373672971,-1.529288282
3.317,-1.914724335,-8.192616418,-6.369921456,-1.53114017
3.318,-1.916278145,-8.18422245,-6.366166271,-1.53299486
3.319,-1.917835467,-8.175835298,-6.362407411,-1.534852353
3.32,-1.919396311,-8.167454958,-6.35864487,-1.536712652
3.321,-1.920960689,-8.159081432,-6.354878643,-1.538575759
3.322,-1.92252861,-8.150714719,-6.351108726,-1.540441675
3.323,-1.924100087,-8.142354817,-6.347335113,-1.542310403
3.324,-1.92567513,-8.134001727,-6.343557798,-1.544181945
3.325,-1.927253751,-8.125655449,-6.339776777,-1.546056302
3.326,-1.92883596,-8.11731598,-6.335992044,-1.547933476
3.327,-1.93042177,-8.108983322,-6.332203594,-1.549813471
3.328,-1.932011191,-8.100657473,-6.328411422,-1.551696286
3.329,-1.933604235,-8.092338433,-6.324615523,-1.553581925
3.33,-1.935200913,-8.084026201,-6.320815891,-1.555470389
3.331,-1.936801236,-8.075720777,-6.317012521,-1.557361681
3.332,-1.938405217,-8.06742216,-6.313205408,-1.559255801
3.333,-1.940012867,-8.05913035,-6.309394546,-1.561152753
3.334,-1.941624197,-8.050845346,-6.305579931,-1.563052538
3.335,-1.943239219,-8.042567148,-6.301761558,-1.564955158
3.336,-1.944857945,-8.034295754,-6.29793942,-1.566860615
3.337,-1.946480387,-8.026031166,-6.294113512,-1.56876891
3.338,-1.948106556,-8.017773381,-6.29028383,-1.570680047
3.339,-1.949736464,-8.009522399,-6.286450369,-1.572594026
3.34,-1.951370123,-8.001278221,-6.282613122,-1.574510849
3.341,-1.953007546,-7.993040845,-6.278772085,-1.57643052
3.342,-1.954648744,-7.984810271,-6.274927252,-1.578353038
3.343,-1.956293729,-7.976586497,-6.271078618,-1.580278407
3.344,-1.957942514,-7.968369525,-6.267226178,-1.582206628
3.345,-1.95959511,-7.960159353,-6.263369926,-1.584137703
3.346,-1.96125153,-7.95195598,-6.259509858,-1.586071635
3.347,-1.962911787,-7.943759406,-6.255645968,-1.588008424
3.348,-1.964575892,-7.935569631,-6.25177825,-1.589948072
3.349,-1.966243858,-7.927386654,-6.2479067,-1.591890583
3.35,-1.967915698,-7.919210474,-6.244031313,-1.593835957
3.351,-1.969591424,-7.91104109,-6.240152082,-1.595784196
3.352,-1.971271048,-7.902878503,-6.236269002,-1.597735302
3.353,-1.972954583,-7.894722712,-6.232382069,-1.599689278
3.354,-1.974642043,-7.886573716,-6.228491277,-1.601646124
3.355,-1.976333439,-7.878431514,-6.224596621,-1.603605843
3.356,-1.978028785,-7.870296106,-6.220698095,-1.605568437
3.357,-1.979728093,-7.862167491,-6.216795694,-1.607533908
3.358,-1.981431376,-7.85404567,-6.212889413,-1.609502256
3.359,-1.983138647,-7.84593064,-6.208979246,-1.611473485
3.36,-1.98484992,-7.837822403,-6.205065189,-1.613447596
3.361,-1.986565207,-7.829720956,-6.201147236,-1.615424591
3.362,-1.988284522,-7.8216263,-6.197225382,-1.617404471
3.363,-1.990007877,-7.813538433,-6.19329962,-1.619387239
3.364,-1.991735287,-7.805457357,-6.189369947,-1.621372896
3.365,-1.993466763,-7.797383068,-6.185436357,-1.623361444
3.366,-1.995202321,-7.789315569,-6.181498844,-1.625352885
3.367,-1.996941972,-7.781254856,-6.177557403,-1.62734722
3.368,-1.998685731,-7.773200931,-6.173612029,-1.629344452
3.369,-2.000433612,-7.765153792,-6.169662716,-1.631344583
3.37,-2.002185627,-7.757113439,-6.16570946,-1.633347613
3.371,-2.003941791,-7.749079871,-6.161752254,-1.635353546
3.372,-2.005702117,-7.741053088,-6.157791094,-1.637362382
3.373,-2.00746662,-7.733033089,-6.153825974,-1.639374123
3.374,-2.009235312,-7.725019874,-6.149856889,-1.641388772
3.375,-2.011008208,-7.717013441,-6.145883834,-1.643406329
3.376,-2.012785322,-7.709013791,-6.141906803,-1.645426797
3.377,-2.014566669,-7.701020922,-6.137925791,-1.647450178
3.378,-2.016352261,-7.693034835,-6.133940793,-1.649476473
3.379,-2.018142113,-7.685055528,-6.129951803,-1.651505684
3.38,-2.019936241,-7.677083,-6.125958816,-1.653537812
3.381,-2.021734657,-7.669117252,-6.121961826,-1.65557286
3.382,-2.023537376,-7.661158283,-6.117960829,-1.65761083
3.383,-2.025344413,-7.653206092,-6.113955819,-1.659651722
3.384,-2.027155782,-7.645260678,-6.109946791,-1.661695538
3.385,-2.028971498,-7.637322041,-6.105933739,-1.663742281
3.386,-2.030791575,-7.62939018,-6.101916658,-1.665791953
3.387,-2.032616029,-7.621465095,-6.097895543,-1.667844554
3.388,-2.034444873,-7.613546784,-6.093870388,-1.669900086
3.389,-2.036278124,-7.605635248,-6.089841188,-1.671958552
3.39,-2.038115794,-7.597730486,-6.085807939,-1.674019952
3.391,-2.039957901,-7.589832497,-6.081770633,-1.676084289
3.392,-2.041804458,-7.58194128,-6.077729267,-1.678151565
3.393,-2.043655481,-7.574056835,-6.073683834,-1.68022178
3.394,-2.045510985,-7.566179161,-6.06963433,-1.682294937
3.395,-2.047370985,-7.558308257,-6.065580748,-1.684371037
3.396,-2.049235497,-7.550444124,-6.061523085,-1.686450082
3.397,-2.051104536,-7.542586759,-6.057461334,-1.688532074
3.398,-2.052978117,-7.534736164,-6.05339549,-1.690617014
3.399,-2.054856256,-7.526892336,-6.049325548,-1.692704904
3.4,-2.056738969,-7.519055275,-6.045251503,-1.694795746
3.401,-2.05862627,-7.511224981,-6.041173348,-1.69688954
3.402,-2.060518177,-7.503401453,-6.037091079,-1.69898629
3.403,-2.062414705,-7.495584691,-6.033004691,-1.701085996
3.404,-2.064315869,-7.487774693,-6.028914178,-1.70318866
3.405,-2.066221686,-7.479971459,-6.024819535,-1.705294284
3.406,-2.068132171,-7.472174988,-6.020720756,-1.70740287
3.407,-2.070047341,-7.46438528,-6.016617836,-1.709514418
3.408,-2.071967213,-7.456602334,-6.012510771,-1.711628931
3.409,-2.073891801,-7.448826149,-6.008399553,-1.71374641
3.41,-2.075821123,-7.441056725,-6.004284179,-1.715866856
3.411,-2.077755195,-7.433294061,-6.000164643,-1.717990272
3.412,-2.079694033,-7.425538156,-5.996040939,-1.720116659
3.413,-2.081637654,-7.417789009,-5.991913062,-1.722246019
3.414,-2.083586075,-7.41004662,-5.987781008,-1.724378352
3.415,-2.085539312,-7.402310989,-5.98364477,-1.726513662
3.416,-2.087497382,-7.394582114,-5.979504343,-1.728651948
3.417,-2.089460303,-7.386859994,-5.975359722,-1.730793213
3.418,-2.09142809,-7.37914463,-5.971210901,-1.732937459
3.419,-2.093400761,-7.37143602,-5.967057876,-1.735084686
3.42,-2.095378333,-7.363734164,-5.962900641,-1.737234897
3.421,-2.097360823,-7.356039061,-5.95873919,-1.739388092
3.422,-2.099348249,-7.348350709,-5.954573519,-1.741544274
3.423,-2.101340628,-7.34066911,-5.950403622,-1.743703445
3.424,-2.103337976,-7.332994261,-5.946229493,-1.745865604
3.425,-2.105340313,-7.325326162,-5.942051128,-1.748030755
3.426,-2.107347655,-7.317664812,-5.937868521,-1.750198898
3.427,-2.109360019,-7.310010211,-5.933681667,-1.752370035
3.428,-2.111377425,-7.302362358,-5.92949056,-1.754544167
3.429,-2.113399889,-7.294721251,-5.925295195,-1.756721297
3.43,-2.115427429,-7.287086891,-5.921095567,-1.758901425
3.431,-2.117460064,-7.279459277,-5.916891671,-1.761084553
3.432,-2.119497812,-7.271838407,-5.9126835,-1.763270683
3.433,-2.12154069,-7.264224281,-5.908471051,-1.765459815
3.434,-2.123588717,-7.256616899,-5.904254317,-1.767651952
3.435,-2.125641911,-7.249016259,-5.900033294,-1.769847094
3.436,-2.127700291,-7.241422361,-5.895807976,-1.772045244
3.437,-2.129763875,-7.233835204,-5.891578357,-1.774246402
3.438,-2.131832682,-7.226254787,-5.887344433,-1.776450571
3.439,-2.133906731,-7.218681109,-5.883106198,-1.778657751
3.44,-2.135986039,-7.21111417,-5.878863647,-1.780867943
3.441,-2.138070627,-7.203553969,-5.874616774,-1.783081151
3.442,-2.140160513,-7.196000505,-5.870365575,-1.785297374
3.443,-2.142255715,-7.188453777,-5.866110044,-1.787516614
3.444,-2.144356254,-7.180913784,-5.861850175,-1.789738873
3.445,-2.146462149,-7.173380526,-5.857585964,-1.791964152
3.446,-2.148573418,-7.165854001,-5.853317405,-1.794192452
3.447,-2.150690081,-7.15833421,-5.849044493,-1.796423775
3.448,-2.152812158,-7.150821151,-5.844767223,-1.798658122
3.449,-2.154939667,-7.143314823,-5.840485589,-1.800895495
3.45,-2.15707263,-7.135815225,-5.836199586,-1.803135895
3.451,-2.159211065,-7.128322357,-5.831909209,-1.805379322
3.452,-2.161354993,-7.120836218,-5.827614452,-1.807625779
3.453,-2.163504433,-7.113356807,-5.823315311,-1.809875267
3.454,-2.165659405,-7.105884122,-5.81901178,-1.812127788
3.455,-2.16781993,-7.098418164,-5.814703853,-1.814383341
3.456,-2.169986028,-7.090958932,-5.810391527,-1.81664193
3.457,-2.172157719,-7.083506423,-5.806074794,-1.818903555
3.458,-2.174335024,-7.076060639,-5.801753651,-1.821168217
3.459,-2.176517963,-7.068621577,-5.797428091,-1.823435918
3.46,-2.178706556,-7.061189237,-5.79309811,-1.825706659
3.461,-2.180900825,-7.053763617,-5.788763702,-1.827980442
3.462,-2.183100791,-7.046344718,-5.784424863,-1.830257267
3.463,-2.185306473,-7.038932538,-5.780081586,-1.832537136
3.464,-2.187517894,-7.031527076,-5.775733867,-1.83482005
3.465,-2.189735074,-7.024128332,-5.7713817,-1.83710601
3.466,-2.191958034,-7.016736303,-5.767025081,-1.839395019
3.467,-2.194186797,-7.009350991,-5.762664004,-1.841687076
3.468,-2.196421383,-7.001972393,-5.758298463,-1.843982183
3.469,-2.198661814,-6.994600508,-5.753928454,-1.846280342
3.47,-2.200908111,-6.987235336,-5.749553972,-1.848581554
3.471,-2.203160297,-6.979876876,-5.74517501,-1.850885819
3.472,-2.205418392,-6.972525127,-5.740791565,-1.853193139
3.473,-2.20768242,-6.965180087,-5.73640363,-1.855503516
3.474,-2.209952402,-6.957841756,-5.732011201,-1.85781695
3.475,-2.21222836,-6.950510133,-5.727614273,-1.860133443
3.476,-2.214510316,-6.943185217,-5.723212839,-1.862452995
3.477,-2.216798294,-6.935867007,-5.718806896,-1.864775609
3.478,-2.219092315,-6.928555502,-5.714396438,-1.867101284
3.479,-2.221392402,-6.921250701,-5.709981459,-1.869430023
3.48,-2.223698578,-6.913952602,-5.705561955,-1.871761827
3.481,-2.226010865,-6.906661206,-5.70113792,-1.874096696
3.482,-2.228329287,-6.89937651,-5.69670935,-1.876434632
3.483,-2.230653866,-6.892098515,-5.692276239,-1.878775636
3.484,-2.232984626,-6.884827218,-5.687838581,-1.881119709
3.485,-2.23532159,-6.877562619,-5.683396373,-1.883466852
3.486,-2.237664781,-6.870304717,-5.678949608,-1.885817066
3.487,-2.240014222,-6.863053511,-5.674498282,-1.888170353
3.488,-2.242369939,-6.855808999,-5.670042389,-1.890526713
3.489,-2.244731953,-6.848571181,-5.665581925,-1.892886148
3.49,-2.247100289,-6.841340055,-5.661116883,-1.895248658
3.491,-2.249474972,-6.834115621,-5.65664726,-1.897614245
3.492,-2.251856024,-6.826897878,-5.65217305,-1.89998291
3.493,-2.25424347,-6.819686823,-5.647694247,-1.902354653
3.494,-2.256637335,-6.812482457,-5.643210848,-1.904729477
3.495,-2.259037643,-6.805284778,-5.638722846,-1.907107381
3.496,-2.261444418,-6.798093786,-5.634230237,-1.909488367
3.497,-2.263857685,-6.790909478,-5.629733015,-1.911872436
3.498,-2.266277469,-6.783731853,-5.625231176,-1.91425959
3.499,-2.268703796,-6.776560912,-5.620724714,-1.916649828
3.5,-2.271136688,-6.769396652,-5.616213625,-1.919043152
3.501,-2.273576173,-6.762239072,-5.611697902,-1.921439563
3.502,-2.276022276,-6.755088172,-5.607177542,-1.923839062
3.503,-2.278475021,-6.747943949,-5.60265254,-1.92624165
3.504,-2.280934434,-6.740806404,-5.598122889,-1.928647328
3.505,-2.283400541,-6.733675534,-5.593588585,-1.931056097
3.506,-2.285873368,-6.726551339,-5.589049624,-1.933467958
3.507,-2.288352941,-6.719433817,-5.584506,-1.935882912
3.508,-2.290839285,-6.712322968,-5.579957708,-1.938300959
3.509,-2.293332427,-6.705218789,-5.575404742,-1.940722101
3.51,-2.295832393,-6.69812128,-5.570847099,-1.943146338
3.511,-2.29833921,-6.69103044,-5.566284773,-1.945573672
3.512,-2.300852904,-6.683946267,-5.56171776,-1.948004104
3.513,-2.303373502,-6.67686876,-5.557146053,-1.950437633
3.514,-2.305901031,-6.669797918,-5.552569648,-1.952874262
3.515,-2.308435517,-6.662733739,-5.547988541,-1.955313991
3.516,-2.310976988,-6.655676223,-5.543402726,-1.957756821
3.517,-2.313525471,-6.648625368,-5.538812198,-1.960202753
3.518,-2.316080994,-6.641581173,-5.534216953,-1.962651787
3.519,-2.318643583,-6.634543636,-5.529616985,-1.965103925
3.52,-2.321213268,-6.627512756,-5.525012289,-1.967559168
3.521,-2.323790074,-6.620488532,-5.520402861,-1.970017515
3.522,-2.326374031,-6.613470963,-5.515788696,-1.972478968
3.523,-2.328965166,-6.606460048,-5.511169789,-1.974943529
3.524,-2.331563508,-6.599455784,-5.506546134,-1.977411197
3.525,-2.334169085,-6.59245817,-5.501917728,-1.979881973
3.526,-2.336781925,-6.585467207,-5.497284564,-1.982355858
3.527,-2.339402057,-6.578482891,-5.492646639,-1.984832854
3.528,-2.342029511,-6.571505221,-5.488003947,-1.98731296
3.529,-2.344664314,-6.564534197,-5.483356484,-1.989796178
3.53,-2.347306496,-6.557569817,-5.478704244,-1.992282508
3.531,-2.349956087,-6.550612079,-5.474047224,-1.994771951
3.532,-2.352613114,-6.543660982,-5.469385417,-1.997264508
3.533,-2.355277609,-6.536716525,-5.46471882,-1.999760179
3.534,-2.357949601,-6.529778706,-5.460047427,-2.002258965
3.535,-2.360629119,-6.522847524,-5.455371233,-2.004760868
3.536,-2.363316194,-6.515922977,-5.450690235,-2.007265886
3.537,-2.366010856,-6.509005064,-5.446004427,-2.009774023
3.538,-2.368713135,-6.502093784,-5.441313803,-2.012285277
3.539,-2.371423061,-6.495189135,-5.436618361,-2.01479965
3.54,-2.374140665,-6.488291116,-5.431918094,-2.017317142
3.541,-2.376865978,-6.481399724,-5.427212998,-2.019837754
3.542,-2.379599031,-6.47451496,-5.422503069,-2.022361487
3.543,-2.382339855,-6.46763682,-5.417788301,-2.024888341
3.544,-2.385088481,-6.460765304,-5.41306869,-2.027418316
3.545,-2.38784494,-6.45390041,-5.408344231,-2.029951415
3.546,-2.390609264,-6.447042137,-5.40361492,-2.032487636
3.547,-2.393381485,-6.440190483,-5.398880751,-2.035026981
3.548,-2.396161635,-6.433345447,-5.394141721,-2.037569451
3.549,-2.398949745,-6.426507026,-5.389397824,-2.040115045
3.55,-2.401745849,-6.41967522,-5.384649056,-2.042663765
3.551,-2.404549977,-6.412850027,-5.379895413,-2.04521561
3.552,-2.407362164,-6.406031445,-5.375136889,-2.047770583
3.553,-2.410182441,-6.399219473,-5.37037348,-2.050328682
