!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:16:47
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-2.9469769,-3.2148635,-14.84906,130.38966
2001000000,-2.9359393,-3.264375,-15.790103,127.3774
2002000000,-2.963001,-3.4371204,-16.701874,124.60552
2003000000,-3.0284259,-3.6738589,-17.713379,121.8538
2004000000,-3.141645,-3.9409671,-18.321802,119.75974
2005000000,-3.2429588,-4.2784948,-18.611403,118.11124
2006000000,-3.336169,-4.6178627,-18.771076,117.0457
2007000000,-3.4531512,-4.9729543,-18.756599,116.18936
2008000000,-3.4864018,-5.3227873,-18.555061,115.6882
2009000000,-3.567085,-5.652494,-18.115236,115.73712
2010000000,-3.5532012,-6.0135384,-17.956345,116.17152
2011000000,-3.578795,-6.2859068,-17.80409,116.80618
2012000000,-3.5499401,-6.6269889,-17.697521,117.82916
2013000000,-3.4809122,-6.8431435,-17.655796,119.33128
2014000000,-3.4252641,-7.0554338,-17.519226,121.04481
2015000000,-3.3979034,-7.2307591,-18.028084,123.06243
2016000000,-3.3458052,-7.2899265,-18.24119,125.1993
2017000000,-3.2986839,-7.3153853,-18.574268,127.40234
2018000000,-3.2609706,-7.2277179,-19.06785,129.74461
2019000000,-3.2563131,-7.0783148,-19.521523,132.26308
2020000000,-3.2363322,-6.83815,-20.455076,134.24548
2021000000,-3.2414877,-6.5285144,-21.125635,135.81796
2022000000,-3.270422,-6.1400356,-21.640255,136.94608
2023000000,-3.321943,-5.7498808,-22.463404,137.57414
2024000000,-3.3607466,-5.3071151,-22.843513,137.62006
2025000000,-3.4327133,-4.8705397,-23.504005,136.93013
2026000000,-3.4991508,-4.4568057,-23.525131,135.75929
2027000000,-3.5423377,-4.0921545,-23.595005,134.2525
2028000000,-3.5935369,-3.776289,-23.496178,132.13052
2029000000,-3.6149228,-3.5199842,-23.521219,129.69604
2030000000,-3.6121581,-3.3457165,-23.601118,126.91461
2031000000,-3.5869818,-3.2501228,-23.645306,123.89722
2032000000,-3.5776176,-3.2274885,-23.603922,120.9531
2033000000,-3.5132778,-3.252779,-23.997869,118.08443
2034000000,-3.4849632,-3.4059541,-24.534536,115.16814
2035000000,-3.4457302,-3.5689096,-25.039454,112.91598
2036000000,-3.4216301,-3.8233728,-25.884569,110.30843
2037000000,-3.44419,-4.127471,-26.660767,108.66809
2038000000,-3.4585338,-4.4643202,-27.51417,107.21904
2039000000,-3.5488706,-4.8323851,-28.103605,106.2205
2040000000,-3.6394725,-5.1910195,-28.805193,105.4402
2041000000,-3.7336347,-5.5766697,-29.271235,105.63972
2042000000,-3.8425395,-5.9078941,-29.511356,106.06258
2043000000,-3.9474959,-6.2509179,-29.467503,106.96055
2044000000,-4.0406919,-6.5073514,-29.340952,107.91492
2045000000,-4.1009531,-6.7371116,-29.117571,109.41692
2046000000,-4.133913,-6.9492373,-28.989622,111.03973
2047000000,-4.1472139,-7.0749245,-28.418238,113.06533
2048000000,-4.1101408,-7.1531692,-28.248106,114.98572
2049000000,-4.0808353,-7.1397586,-28.025114,117.14401
2050000000,-4.0186152,-7.084372,-28.025675,119.40054
2051000000,-3.9243708,-6.9619713,-28.151276,121.40842
2052000000,-3.8359463,-6.7457776,-28.468151,123.39517
2053000000,-3.7861848,-6.4384675,-28.883907,125.13672
2054000000,-3.7105899,-6.1139708,-29.572001,126.47937
2055000000,-3.6759212,-5.6997614,-30.457918,127.09554
2056000000,-3.6698771,-5.2723932,-31.262329,127.54655
2057000000,-3.7041864,-4.8180194,-32.240593,126.73756
2058000000,-3.7365196,-4.4027176,-33.183846,126.09221
2059000000,-3.8104756,-4.0154586,-33.97398,124.5016
2060000000,-3.9113808,-3.6879137,-34.618053,122.45859
2061000000,-4.0056415,-3.4262581,-35.021183,120.12337
2062000000,-4.1120605,-3.2250676,-35.198044,117.38333
2063000000,-4.1974769,-3.1193135,-35.327347,114.61031
2064000000,-4.2660046,-3.0262101,-35.284977,111.59977
2065000000,-4.2953758,-3.0865929,-35.133259,108.86626
2066000000,-4.310164,-3.1387892,-35.214222,106.028
2067000000,-4.2775378,-3.3066697,-35.084801,103.50187
2068000000,-4.2428536,-3.4987278,-35.242794,101.43139
2069000000,-4.234015,-3.7379344,-35.474503,99.233665
2070000000,-4.1932478,-4.0324717,-35.986774,97.766663
2071000000,-4.1523337,-4.3885894,-36.393257,96.357674
2072000000,-4.1625047,-4.7023077,-37.152981,95.748596
2073000000,-4.1661186,-5.0517201,-37.913975,95.129616
2074000000,-4.1972308,-5.3958836,-38.64637,95.408318
2075000000,-4.2610707,-5.7183127,-39.211319,95.87545
2076000000,-4.3284798,-6.0120034,-39.962963,96.674522
2077000000,-4.4117327,-6.2465248,-40.410702,98.072983
2078000000,-4.5213704,-6.4384303,-40.878746,99.690056
2079000000,-4.6024137,-6.5776649,-41.19165,101.55709
2080000000,-4.717854,-6.6201868,-41.333206,103.4428
2081000000,-4.8109112,-6.5910516,-41.230804,105.56927
2082000000,-4.8572164,-6.5121355,-41.104275,107.30123
2083000000,-4.9108996,-6.3895745,-40.758553,109.20928
2084000000,-4.9300556,-6.1720304,-40.581154,110.59
2085000000,-4.8865466,-5.9291644,-40.28915,111.87315
2086000000,-4.8461432,-5.6514444,-40.182053,112.95476
2087000000,-4.7850895,-5.2870021,-40.322212,113.57284
2088000000,-4.6849079,-4.9308496,-40.576923,113.87123
2089000000,-4.5778923,-4.55864,-41.098118,113.62202
2090000000,-4.5279603,-4.1544561,-42.116989,112.77117
2091000000,-4.4985185,-3.7838013,-43.107544,111.45631
2092000000,-4.489234,-3.431428,-44.355534,109.71941
2093000000,-4.5552287,-3.1673,-45.518654,107.54515
2094000000,-4.6571317,-2.9554582,-46.524849,105.16734
2095000000,-4.7780728,-2.7883043,-47.53529,102.23186
2096000000,-4.9328671,-2.7356536,-48.040787,99.470703
2097000000,-5.0686769,-2.7263393,-48.336384,96.790192
2098000000,-5.2155666,-2.7900581,-48.348587,94.216469
2099000000,-5.3047976,-2.926964,-48.17662,91.809715
2100000000,-5.3692656,-3.1070881,-47.997513,89.540276
2101000000,-5.4209971,-3.3040683,-47.697472,87.650978
2102000000,-5.4225621,-3.5180583,-47.666149,86.116959
2103000000,-5.4076047,-3.7646644,-47.599304,84.591064
2104000000,-5.3705354,-4.0672746,-47.713898,83.995621
2105000000,-5.3390732,-4.3889155,-48.040142,83.198509
2106000000,-5.3317513,-4.6635518,-48.447033,83.091225
2107000000,-5.3162885,-4.9390922,-49.028698,83.159485
2108000000,-5.2897081,-5.2132325,-49.604137,83.557434
2109000000,-5.2713141,-5.4089718,-50.337257,84.446465
2110000000,-5.304863,-5.6247492,-51.199131,85.480919
2111000000,-5.3578782,-5.7441378,-51.930141,86.870613
2112000000,-5.4287844,-5.8344512,-52.757996,88.633629
2113000000,-5.5115099,-5.8261757,-53.561954,90.175446
2114000000,-5.6106644,-5.7733984,-54.131252,91.917831
2115000000,-5.7066898,-5.6642823,-54.526581,93.409752
2116000000,-5.8406377,-5.4615221,-54.819412,94.607872
2117000000,-5.9233689,-5.2481627,-54.982269,95.530045
2118000000,-6.0184493,-4.9808826,-55.114479,96.200577
