frequency,e',e''
200000000,71.7949,181.8477
209600000,71.1073,173.2438
219200000,70.6328,164.7958
228800000,70.3398,157.6895
238400000,69.9336,150.8931
248000000,69.7729,144.5579
257600000,69.6421,138.9821
267200000,69.5248,133.8688
276800000,69.5647,128.7714
286400000,69.4413,124.5425
296000000,69.3524,120.4957
305600000,69.1822,116.4243
315200000,69.2062,112.6158
324800000,69.3769,109.3785
334400000,69.3369,106.1525
344000000,69.1167,103.3431
353600000,69.354,100.3091
363200000,69.1268,97.8002
372800000,69.0643,95.1143
382400000,69.1274,92.9636
392000000,69.0026,90.8094
401600000,68.9374,88.6317
411200000,68.852,86.5655
420800000,68.917,84.683
430400000,68.6691,82.8607
440000000,68.7585,81.0903
449600000,68.761,79.4735
459200000,68.7309,77.9055
468800000,68.644,76.4099
478400000,68.6079,74.9006
488000000,68.4467,73.404
497600000,68.4644,72.2016
507200000,68.2898,70.8861
516800000,68.3123,69.6042
526400000,68.3045,68.3513
536000000,68.1664,67.204
545600000,68.1282,65.9996
555200000,68.068,64.9356
564800000,68.0244,64.0538
574400000,68.0098,63.1351
584000000,67.9436,62.1084
593600000,67.9009,61.061
603200000,67.8552,60.1126
612800000,67.9137,59.1199
622400000,67.9202,58.3754
632000000,67.8606,57.6791
641600000,67.8476,56.9916
651200000,67.7383,56.3085
660800000,67.5758,55.4023
670400000,67.3942,54.6544
680000000,67.4755,53.8419
689600000,67.4581,53.2
699200000,67.4468,52.4454
708800000,67.3495,51.5112
718400000,67.3616,50.653
728000000,67.7248,49.9988
737600000,68.2196,49.6516
747200000,68.3944,49.5748
756800000,68.1749,49.2086
766400000,68.0727,48.7865
776000000,67.9563,48.4304
785600000,67.8682,48.0253
795200000,67.6519,47.5327
804800000,67.4551,46.8937
814400000,67.2277,46.3548
824000000,67.0821,45.8382
833600000,67.1107,45.4851
843200000,67.1697,45.089
852800000,67.0882,44.4963
862400000,67.1778,43.9197
872000000,67.301,43.3288
881600000,67.577,42.9322
891200000,67.7916,42.8989
900800000,67.7526,42.7905
910400000,67.6465,42.4945
920000000,67.5468,42.2863
929600000,67.3564,41.9441
939200000,67.1173,41.5951
948800000,67.1529,41.2634
958400000,67.1608,41.0254
968000000,67.119,40.7001
977600000,67.1308,40.3983
987200000,67.0007,40.037
996800000,66.7527,39.6368
1006400000,66.714,39.4038
1016000000,66.7678,39.0919
1025600000,66.7068,38.8834
1035200000,66.7497,38.6949
1044800000,66.6837,38.3911
1054400000,66.5219,38.0242
1064000000,66.5198,37.7508
1073600000,66.5311,37.4818
1083200000,66.4693,37.2345
1092800000,66.441,37.0338
1102400000,66.4267,36.7545
1112000000,66.2547,36.4956
1121600000,66.2578,36.2982
1131200000,66.235,36.0099
1140800000,66.1597,35.7345
1150400000,66.3056,35.5716
1160000000,66.3292,35.3728
1169600000,66.2068,35.1092
1179200000,66.16,34.9463
1188800000,66.1258,34.7484
1198400000,66.0562,34.5776
1208000000,66.0632,34.4187
1217600000,66.0839,34.2215
1227200000,65.9339,34.0229
1236800000,65.9311,33.8338
1246400000,65.8996,33.616
1256000000,65.8551,33.4082
1265600000,65.8897,33.2428
1275200000,65.8378,33.0296
1284800000,65.7814,32.8675
1294400000,65.8122,32.7382
1304000000,65.6765,32.4871
1313600000,65.6472,32.3093
1323200000,65.7623,32.2119
1332800000,65.7014,32.0364
1342400000,65.6107,31.8305
1352000000,65.6238,31.694
1361600000,65.5765,31.5076
1371200000,65.507,31.3719
1380800000,65.5031,31.2268
1390400000,65.4703,31.1117
1400000000,65.4439,31.0262
1409600000,65.4668,30.8316
1419200000,65.3895,30.6734
1428800000,65.3643,30.4908
1438400000,65.3484,30.3296
1448000000,65.3501,30.1826
1457600000,65.2655,29.9977
1467200000,65.2671,29.8937
1476800000,65.3059,29.7436
1486400000,65.2107,29.5928
1496000000,65.2738,29.4832
1505600000,65.2687,29.3369
1515200000,65.2648,29.1973
1524800000,65.2787,29.0628
1534400000,65.2709,28.9539
1544000000,65.2362,28.8516
1553600000,65.1902,28.7241
1563200000,65.1126,28.5712
1572800000,65.1189,28.5157
1582400000,65.1363,28.43
1592000000,65.1024,28.2804
1601600000,65.0991,28.2086
1611200000,65.1328,28.0794
1620800000,65.1334,27.9628
1630400000,65.1563,27.8401
1640000000,65.2073,27.7484
1649600000,65.1849,27.655
1659200000,65.2305,27.5448
1668800000,65.2476,27.491
1678400000,65.2699,27.4192
1688000000,65.244,27.4057
1697600000,65.2927,27.314
1707200000,65.3043,27.2731
1716800000,65.2914,27.1981
1726400000,65.2825,27.1428
1736000000,65.2658,27.0604
1745600000,65.2613,27.0042
1755200000,65.2358,26.9513
1764800000,65.2598,26.8891
1774400000,65.214,26.8705
1784000000,65.2645,26.8011
1793600000,65.191,26.7455
1803200000,65.1622,26.6718
1812800000,65.1207,26.6277
1822400000,65.108,26.5463
1832000000,65.0992,26.4868
1841600000,65.0588,26.4053
1851200000,64.9944,26.3594
1860800000,64.9368,26.283
1870400000,64.9113,26.236
1880000000,64.9254,26.1908
1889600000,64.9212,26.1435
1899200000,64.8971,26.0905
1908800000,64.8653,26.041
1918400000,64.8153,25.9445
1928000000,64.7584,25.882
1937600000,64.7412,25.8064
1947200000,64.7282,25.7641
1956800000,64.713,25.7257
1966400000,64.6731,25.6645
1976000000,64.6207,25.6004
1985600000,64.5579,25.556
1995200000,64.4958,25.4831
2004800000,64.4824,25.4236
2014400000,64.4687,25.3562
2024000000,64.449,25.2807
2033600000,64.4223,25.1868
2043200000,64.2954,25.1299
2052800000,64.2086,25.0713
2062400000,64.21,25.0494
2072000000,64.2882,25.0863
2081600000,64.3141,25.0295
2091200000,64.2306,24.9313
2100800000,64.1138,24.8192
2110400000,64.0691,24.7312
2120000000,64.1164,24.6989
2129600000,64.1931,24.7133
2139200000,64.2054,24.6927
2148800000,64.1582,24.6512
2158400000,64.0646,24.5698
2168000000,64.0175,24.5028
2177600000,64.0102,24.4483
2187200000,64.0955,24.4126
2196800000,64.1792,24.3981
2206400000,64.1685,24.3592
2216000000,64.0302,24.2633
2225600000,63.935,24.1661
2235200000,63.9142,24.1302
2244800000,64.0067,24.1459
2254400000,64.0853,24.1536
2264000000,64.0937,24.0966
2273600000,63.9998,24.0186
2283200000,63.876,23.8962
2292800000,63.8361,23.8174
2302400000,63.8691,23.7723
2312000000,63.8986,23.7259
2321600000,63.9108,23.7225
2331200000,63.891,23.6909
2340800000,63.8127,23.5973
2350400000,63.729,23.5414
2360000000,63.7434,23.4914
2369600000,63.7793,23.4559
2379200000,63.8605,23.3985
2388800000,63.857,23.3597
2398400000,63.7899,23.2872
2408000000,63.656,23.202
2417600000,63.6026,23.1718
2427200000,63.627,23.1782
2436800000,63.7311,23.2182
2446400000,63.7668,23.1979
2456000000,63.7172,23.1174
2465600000,63.616,23.0329
2475200000,63.5731,22.9731
2484800000,63.5892,22.9478
2494400000,63.647,22.9579
2504000000,63.687,22.9644
2513600000,63.668,22.9397
2523200000,63.5988,22.9162
2532800000,63.5656,22.8997
2542400000,63.5892,22.8767
2552000000,63.6543,22.8847
2561600000,63.7154,22.8954
2571200000,63.7064,22.8647
2580800000,63.6552,22.7984
2590400000,63.5883,22.7676
2600000000,63.568,22.7847
2609600000,63.5917,22.7999
2619200000,63.6595,22.796
2628800000,63.6621,22.7884
2638400000,63.673,22.7609
2648000000,63.6082,22.7507
2657600000,63.5493,22.6875
2667200000,63.5371,22.6708
2676800000,63.573,22.6681
2686400000,63.5857,22.6788
2696000000,63.574,22.6964
2705600000,63.5417,22.6638
2715200000,63.4951,22.6439
2724800000,63.4601,22.6402
2734400000,63.4628,22.6184
2744000000,63.4918,22.6033
2753600000,63.488,22.581
2763200000,63.448,22.5422
2772800000,63.3518,22.4601
2782400000,63.2714,22.4167
2792000000,63.2639,22.4182
2801600000,63.271,22.4095
2811200000,63.2782,22.4231
2820800000,63.2576,22.3901
2830400000,63.2095,22.3401
2840000000,63.1168,22.2655
2849600000,63.0872,22.2566
2859200000,63.1021,22.2352
2868800000,63.1122,22.2535
2878400000,63.0628,22.2253
2888000000,62.9935,22.2002
2897600000,62.9448,22.2073
2907200000,62.9227,22.1836
2916800000,62.9429,22.1653
2926400000,62.9631,22.1689
2936000000,62.9539,22.1326
2945600000,62.8961,22.0974
2955200000,62.842,22.0732
2964800000,62.8022,22.0592
2974400000,62.8059,22.0672
2984000000,62.8255,22.1112
2993600000,62.8426,22.1176
3003200000,62.8014,22.1259
3012800000,62.8087,22.142
3022400000,62.8311,22.1516
3032000000,62.8646,22.1705
3041600000,62.8321,22.1625
3051200000,62.787,22.1318
3060800000,62.7516,22.1235
3070400000,62.776,22.1117
3080000000,62.7986,22.1297
3089600000,62.8128,22.1313
3099200000,62.8083,22.1436
3108800000,62.8181,22.1343
3118400000,62.8003,22.0957
3128000000,62.8018,22.0864
3137600000,62.7955,22.0843
3147200000,62.8339,22.0728
3156800000,62.8148,22.0702
3166400000,62.8088,22.0144
3176000000,62.7621,21.9953
3185600000,62.7432,21.9572
3195200000,62.7375,21.9432
3204800000,62.7588,21.9257
3214400000,62.7406,21.9098
3224000000,62.7096,21.8564
3233600000,62.6247,21.8281
3243200000,62.5792,21.7592
3252800000,62.5336,21.7114
3262400000,62.5023,21.6794
3272000000,62.4729,21.6539
3281600000,62.4608,21.6476
3291200000,62.4084,21.6289
3300800000,62.3748,21.5947
3310400000,62.3442,21.5541
3320000000,62.3315,21.5334
3329600000,62.3302,21.5137
3339200000,62.3083,21.4857
3348800000,62.2697,21.4377
3358400000,62.215,21.4111
3368000000,62.1538,21.3826
3377600000,62.0985,21.3886
3387200000,62.1004,21.4212
3396800000,62.1044,21.4391
3406400000,62.0995,21.4666
3416000000,62.0877,21.4932
3425600000,62.1036,21.4735
3435200000,62.1036,21.4792
3444800000,62.1047,21.4571
3454400000,62.0939,21.4406
3464000000,62.0884,21.4977
3473600000,62.0808,21.5443
3483200000,62.08,21.5781
3492800000,62.0977,21.643
3502400000,62.1498,21.6937
3512000000,62.2209,21.704
3521600000,62.2763,21.7284
3531200000,62.3115,21.7129
3540800000,62.3138,21.7183
3550400000,62.3251,21.7361
3560000000,62.3239,21.7685
3569600000,62.3557,21.7736
3579200000,62.3665,21.8159
3588800000,62.3835,21.853
3598400000,62.379,21.858
3608000000,62.407,21.858
3617600000,62.4061,21.826
3627200000,62.408,21.7955
3636800000,62.3721,21.7741
3646400000,62.3282,21.7473
3656000000,62.2663,21.7366
3665600000,62.249,21.7308
3675200000,62.2196,21.7605
3684800000,62.2286,21.7716
3694400000,62.2385,21.7773
3704000000,62.2277,21.7408
3713600000,62.1818,21.6863
3723200000,62.1397,21.6139
3732800000,62.0778,21.5532
3742400000,62.0099,21.5145
3752000000,61.9484,21.4972
3761600000,61.8934,21.5206
3771200000,61.8234,21.5359
3780800000,61.762,21.5126
3790400000,61.7371,21.5007
3800000000,61.7111,21.4528
3809600000,61.6748,21.4119
