!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 11, 2016 14:32:04
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°),S11 Log Mag(dB)
1571000000,-0.69499832,51.37944,-12.713143
1572000000,-0.70276278,51.083168,-12.645053
1573000000,-0.67812687,50.775471,-12.630792
1574000000,-0.69215071,50.886963,-12.60639
1575000000,-0.70002329,50.431133,-12.560657
1576000000,-0.68730915,50.2728,-12.489426
1577000000,-0.67573851,49.889057,-12.492819
1578000000,-0.69598192,49.777618,-12.443573
1579000000,-0.69535261,49.745918,-12.434029
1580000000,-0.68530786,49.377964,-12.300089
1581000000,-0.70853978,49.316051,-12.342555
1582000000,-0.69470143,48.908821,-12.278512
1583000000,-0.70682144,48.702763,-12.239767
1584000000,-0.68533599,48.398026,-12.208098
1585000000,-0.71068096,48.184406,-12.183076
1586000000,-0.73377842,48.046864,-12.167826
1587000000,-0.73920017,47.722195,-12.067601
1588000000,-0.72229373,47.332687,-12.072791
1589000000,-0.70009071,47.412907,-11.961601
1590000000,-0.72749627,47.008987,-11.991304
1591000000,-0.74994892,46.996407,-11.988808
1592000000,-0.72587764,46.609249,-11.92567
1593000000,-0.70759976,46.387482,-11.857457
1594000000,-0.74306321,46.326424,-11.927541
1595000000,-0.72429031,46.134815,-11.803355
1596000000,-0.74132949,45.732121,-11.761841
1597000000,-0.72218621,45.429626,-11.748892
1598000000,-0.72473121,45.400913,-11.709414
1599000000,-0.75623703,45.116707,-11.724339
1600000000,-0.72978616,44.882095,-11.673027
1601000000,-0.73675555,44.6745,-11.656521
1602000000,-0.75823116,44.363495,-11.59409
1603000000,-0.74016023,44.268562,-11.545074
1604000000,-0.73980105,44.138088,-11.542295
1605000000,-0.78085995,43.812923,-11.564616
1606000000,-0.75896376,43.518879,-11.479161
1607000000,-0.74411869,43.454666,-11.452518
1608000000,-0.75658178,43.14043,-11.404454
1609000000,-0.79449564,42.957783,-11.430311
1610000000,-0.75900578,42.660812,-11.336976
1611000000,-0.77259457,42.694263,-11.332511
1612000000,-0.78781313,42.196613,-11.30561
1613000000,-0.78513581,42.062214,-11.281385
1614000000,-0.80415154,41.723297,-11.248989
1615000000,-0.78168982,41.714558,-11.209414
1616000000,-0.77267236,41.373051,-11.189113
1617000000,-0.80549783,41.110428,-11.159774
1618000000,-0.77807528,41.122791,-11.151678
1619000000,-0.771909,40.760139,-11.095186
1620000000,-0.78275526,40.382648,-11.099029
1621000000,-0.77695787,40.268089,-11.024121
1622000000,-0.78306109,40.027298,-11.028749
1623000000,-0.787534,39.787083,-10.99496
1624000000,-0.79381877,39.583496,-10.956501
1625000000,-0.80857462,39.400471,-10.978834
1626000000,-0.80788273,39.227695,-10.884779
1627000000,-0.8132205,38.997738,-10.8851
1628000000,-0.81048709,38.832474,-10.864009
1629000000,-0.77238601,38.247944,-10.805653
1630000000,-0.79262954,38.408833,-10.789204
1631000000,-0.77141505,38.05188,-10.735005
1632000000,-0.8176477,37.935688,-10.751935
1633000000,-0.80152142,37.694557,-10.711421
1634000000,-0.80059189,37.459408,-10.703693
1635000000,-0.81748414,37.357285,-10.6921
1636000000,-0.81638926,37.006905,-10.649204
1637000000,-0.80718386,36.972321,-10.6259
1638000000,-0.84054697,36.879631,-10.636129
1639000000,-0.83647507,36.29668,-10.60195
1640000000,-0.81173968,36.200222,-10.548365
1641000000,-0.82335848,36.071537,-10.517296
1642000000,-0.83060944,35.809063,-10.547202
1643000000,-0.82945544,35.474087,-10.49348
1644000000,-0.82645094,35.334564,-10.501307
1645000000,-0.84551293,35.072346,-10.440972
1646000000,-0.82550257,35.114822,-10.398864
1647000000,-0.83280843,34.774246,-10.396732
1648000000,-0.85829842,34.548046,-10.384747
1649000000,-0.85985821,34.192337,-10.354432
1650000000,-0.82331407,34.263458,-10.319231
1651000000,-0.85552388,33.723869,-10.302164
1652000000,-0.83247495,33.651543,-10.281054
1653000000,-0.85382128,33.521049,-10.290334
1654000000,-0.84980565,33.232208,-10.255259
1655000000,-0.85463673,32.93129,-10.224504
1656000000,-0.85777462,32.74007,-10.181972
1657000000,-0.84987134,32.518974,-10.168591
1658000000,-0.86771119,32.45023,-10.154547
1659000000,-0.86569935,32.240128,-10.164356
1660000000,-0.86330664,31.991951,-10.126073
1661000000,-0.84527564,31.806747,-10.086396
1662000000,-0.84786421,31.69523,-10.075728
1663000000,-0.85580748,31.318512,-10.056816
1664000000,-0.85864663,31.142172,-10.033737
1665000000,-0.88229078,31.013113,-10.032007
1666000000,-0.85601777,30.793941,-10.013065
1667000000,-0.87193149,30.465372,-10.01319
1668000000,-0.87069178,30.277317,-9.9819365
1669000000,-0.87295294,30.093134,-9.9516916
1670000000,-0.87769198,29.941744,-9.9552155
1671000000,-0.87765646,29.573305,-9.9168358
1672000000,-0.88861346,29.454922,-9.8974056
1673000000,-0.88905007,29.251173,-9.8965015
1674000000,-0.88460654,29.098713,-9.8661108
1675000000,-0.89912015,28.841599,-9.839056
1676000000,-0.87257659,28.731874,-9.8049212
1677000000,-0.91749871,28.421438,-9.8367138
1678000000,-0.88454258,28.185675,-9.7825174
1679000000,-0.90480703,28.001726,-9.7638054
1680000000,-0.9050113,27.859468,-9.7788191
1681000000,-0.89429474,27.704576,-9.7535095
1682000000,-0.90522742,27.379684,-9.7349663
1683000000,-0.91530049,27.149612,-9.7330656
1684000000,-0.92955542,26.961609,-9.7177086
1685000000,-0.90520716,26.728367,-9.6822863
1686000000,-0.93911576,26.675692,-9.672801
1687000000,-0.91532636,26.553305,-9.6634922
1688000000,-0.95257926,26.189573,-9.6449928
1689000000,-0.92746449,25.844101,-9.6635141
1690000000,-0.93081462,25.834908,-9.6270514
1691000000,-0.94693547,25.565105,-9.6449862
1692000000,-0.91537249,25.333767,-9.5983276
1693000000,-0.93232542,25.191967,-9.5942631
1694000000,-0.91909462,24.907946,-9.5543928
1695000000,-0.92056578,24.753557,-9.5630827
1696000000,-0.93525565,24.556885,-9.5569086
1697000000,-0.93068165,24.279516,-9.5499811
1698000000,-0.91683882,24.365921,-9.5191565
1699000000,-0.91548485,23.934689,-9.4959478
1700000000,-0.93431741,23.679417,-9.4819508
1701000000,-0.95270312,23.463205,-9.4784527
1702000000,-0.94028729,23.095631,-9.4856939
1703000000,-0.91831356,23.193502,-9.4265041
1704000000,-0.95552891,22.949841,-9.4634171
1705000000,-0.95593721,22.600201,-9.4397602
1706000000,-0.94845623,22.427217,-9.4510059
1707000000,-0.94615436,22.345287,-9.3972692
1708000000,-0.96302068,22.226294,-9.3840714
1709000000,-0.95134348,21.88763,-9.3985338
1710000000,-0.97229075,21.721508,-9.3781605
1711000000,-0.97866428,21.402609,-9.3956461
1712000000,-0.93638927,21.185673,-9.3475943
1713000000,-0.97145361,21.258064,-9.3912373
1714000000,-0.94829041,20.936327,-9.3191595
1715000000,-0.99563283,20.748499,-9.3685312
1716000000,-1.0017382,20.601814,-9.3519974
1717000000,-0.97136116,20.423555,-9.3218222
1718000000,-0.95097083,20.040316,-9.2683229
1719000000,-0.954979,19.859934,-9.2753563
1720000000,-0.96768725,19.711746,-9.2782164
1721000000,-0.98255908,19.628237,-9.2642784
1722000000,-0.97357053,19.299377,-9.2690783
1723000000,-0.96459371,18.963512,-9.222146
1724000000,-0.96444315,18.939274,-9.2232122
1725000000,-1.0024155,18.692299,-9.2448645
1726000000,-0.98238623,18.523516,-9.2151861
1727000000,-1.0036767,18.220947,-9.2145147
1728000000,-0.98596579,18.071169,-9.1827774
1729000000,-1.0111045,17.817446,-9.1821709
1730000000,-1.0127664,17.551952,-9.1893253
1731000000,-0.99279469,17.287966,-9.1770296
1732000000,-0.95354009,17.324266,-9.1244097
1733000000,-0.98200572,17.112682,-9.1442041
1734000000,-1.0048827,16.852474,-9.1566448
1735000000,-0.98867291,16.841612,-9.0993052
1736000000,-1.0207766,16.565773,-9.1578541
1737000000,-1.011928,16.275408,-9.1293468
1738000000,-1.0099396,16.148968,-9.1204634
1739000000,-1.0329924,15.988098,-9.1052618
1740000000,-1.002484,15.811007,-9.0924835
1741000000,-0.99939829,15.586783,-9.09624
1742000000,-0.99855411,15.323792,-9.053688
1743000000,-1.0140411,15.052362,-9.0885239
1744000000,-1.0303377,14.853838,-9.0464535
1745000000,-1.001839,14.552802,-9.0458813
1746000000,-1.004966,14.473381,-9.0156956
1747000000,-0.99153209,14.247076,-9.0605936
1748000000,-1.0426365,13.907146,-9.0533609
1749000000,-1.001389,14.093461,-9.0036573
1750000000,-1.0125822,13.70342,-9.0135498
1751000000,-0.99613029,13.775229,-9.018096
1752000000,-1.0404772,13.255356,-9.0112782
1753000000,-1.0134577,13.104447,-8.9952984
1754000000,-1.0165538,12.915699,-8.981225
1755000000,-1.0452498,12.887469,-8.991744
1756000000,-1.0070051,12.648984,-8.9635115
1757000000,-1.0079885,12.233343,-8.9459944
1758000000,-1.0155475,12.129498,-8.9502907
1759000000,-1.0215529,11.948464,-8.9387531
1760000000,-1.0099851,11.717331,-8.9465179
1761000000,-1.0499532,11.574118,-8.9798212
1762000000,-1.0495049,11.231227,-8.9625568
1763000000,-1.0375249,11.098548,-8.9427366
1764000000,-1.038221,11.076821,-8.9445286
1765000000,-1.0339592,10.775562,-8.9311314
1766000000,-1.0168376,10.645383,-8.9485693
1767000000,-1.0466375,10.11885,-8.9180059
1768000000,-1.0313296,10.254695,-8.9077168
1769000000,-1.0162323,10.033322,-8.890152
1770000000,-1.0243589,9.7118387,-8.9291582
1771000000,-1.0427171,9.4800901,-8.9186211
1772000000,-1.03554,9.5752926,-8.9153042
1773000000,-1.036255,9.1001701,-8.9130287
1774000000,-1.0541739,9.0540037,-8.912406
1775000000,-1.0229313,8.936121,-8.8884258
1776000000,-1.055087,8.6257,-8.9211826
1777000000,-1.0790479,8.3606482,-8.9322472
1778000000,-1.0341215,8.433692,-8.8646355
1779000000,-1.0567857,7.9629607,-8.8729868
1780000000,-1.0328944,7.7647572,-8.8581676
1781000000,-1.043295,7.4521804,-8.8861217
1782000000,-1.0485024,7.3681083,-8.8850431
1783000000,-1.0520297,7.1867609,-8.8756628
1784000000,-1.0475447,7.2531481,-8.8863935
1785000000,-1.068795,6.9122767,-8.8742809
1786000000,-1.0455211,6.5725641,-8.866601
1787000000,-1.0473466,6.368865,-8.8368816
1788000000,-1.0571908,6.0153804,-8.8619404
1789000000,-1.046705,6.1707134,-8.8554668
1790000000,-1.0493093,5.8662605,-8.8444796
1791000000,-1.0723641,5.7938175,-8.8592796
1792000000,-1.0576659,5.4602952,-8.8668861
1793000000,-1.0561469,5.2259736,-8.8367615
1794000000,-1.0631865,4.9646993,-8.8517303
1795000000,-1.0479053,5.016295,-8.8344879
1796000000,-1.0514909,4.6685362,-8.842454
1797000000,-1.028008,4.4553242,-8.8404236
1798000000,-1.0456488,4.2929683,-8.8247128
1799000000,-1.051296,3.8665044,-8.8284578
1800000000,-1.0613554,3.8072209,-8.8507013
1801000000,-1.0263244,3.5515225,-8.8041124
1802000000,-1.0434204,3.5499916,-8.8236628
1803000000,-1.0554419,3.3206391,-8.8213844
1804000000,-1.0914167,3.1492915,-8.8456154
1805000000,-1.0443145,2.8386798,-8.8183556
1806000000,-1.0838966,2.5735483,-8.8556337
1807000000,-1.0292131,2.4912505,-8.8168869
1808000000,-1.0373799,2.2091572,-8.8075132
1809000000,-1.0825586,1.9976676,-8.8335133
1810000000,-1.0703973,1.7758592,-8.823307
1811000000,-1.0516644,1.7851052,-8.8194637
1812000000,-1.0472609,1.4735723,-8.8136864
1813000000,-1.0526141,1.3378451,-8.8188343
1814000000,-1.0817258,0.96289533,-8.8177319
1815000000,-1.1021799,1.0885441,-8.8604927
1816000000,-1.0439496,0.64052767,-8.8124962
1817000000,-1.0771888,0.45877171,-8.8216391
1818000000,-1.0419326,0.44198024,-8.8304682
1819000000,-1.0618784,0.10021155,-8.8555126
1820000000,-1.0437213,-0.099768706,-8.8226814
1821000000,-1.0758349,-0.3188265,-8.8547173
1822000000,-1.0723022,-0.57943887,-8.8640709
1823000000,-1.0701997,-0.59807622,-8.8142223
1824000000,-1.0554317,-0.91704446,-8.8440866
1825000000,-1.0506159,-1.1134396,-8.8355665
1826000000,-1.080743,-1.2897178,-8.8649855
1827000000,-1.0620143,-1.4065421,-8.8532257
1828000000,-1.0820506,-1.7367202,-8.8548021
1829000000,-1.0847702,-1.8898255,-8.8660784
1830000000,-1.0514865,-2.0459638,-8.8428402
1831000000,-1.071064,-2.2415464,-8.8454361
1832000000,-1.0536762,-2.4984188,-8.8351288
1833000000,-1.0906034,-2.6074929,-8.8466043
1834000000,-1.0660844,-2.7391984,-8.8440647
1835000000,-1.0661741,-2.9527242,-8.8812332
1836000000,-1.0691979,-3.1747947,-8.8710814
1837000000,-1.0820262,-3.4148011,-8.865695
1838000000,-1.0441024,-3.485544,-8.8432798
1839000000,-1.0834391,-3.6738968,-8.8848028
1840000000,-1.0893492,-4.0138254,-8.8781338
1841000000,-1.0646254,-4.2559686,-8.8542519
1842000000,-1.0817895,-4.5333061,-8.9033575
1843000000,-1.0802753,-4.64713,-8.8687563
1844000000,-1.0841295,-4.7879381,-8.8742161
1845000000,-1.0768143,-4.9867878,-8.8657551
1846000000,-1.0489849,-5.3299003,-8.8796873
1847000000,-1.0808395,-5.5637422,-8.8764267
1848000000,-1.0826863,-5.4390278,-8.892724
1849000000,-1.05818,-5.7147603,-8.8769007
1850000000,-1.0919654,-5.8797631,-8.8912172
1851000000,-1.059499,-6.08044,-8.918169
1852000000,-1.0647556,-6.3023715,-8.8983727
1853000000,-1.0774544,-6.5632834,-8.920351
1854000000,-1.0830324,-6.7473526,-8.9394665
1855000000,-1.0874722,-6.9210391,-8.9445782
1856000000,-1.0749831,-6.8536644,-8.925683
1857000000,-1.0564312,-7.1781301,-8.9244061
1858000000,-1.0519052,-7.4667687,-8.9341812
1859000000,-1.0649122,-7.6571021,-8.9491415
1860000000,-1.0527177,-7.9609032,-8.9367323
1861000000,-1.0444207,-8.0623064,-8.9577274
1862000000,-1.0490612,-8.3322468,-8.9399347
1863000000,-1.0739144,-8.480978,-8.9663925
1864000000,-1.0760173,-8.5448284,-8.9855566
1865000000,-1.0521951,-8.9661427,-8.9437008
1866000000,-1.0597095,-9.1399431,-8.9722366
1867000000,-1.0808456,-9.3687763,-8.9851904
1868000000,-1.0663724,-9.3941164,-8.9914799
1869000000,-1.0676837,-9.8208351,-9.0034399
1870000000,-1.048592,-9.7108326,-8.9977722
1871000000,-1.0685124,-9.8234453,-9.0317211
1872000000,-1.0611186,-10.401088,-9.0333967
1873000000,-1.1107283,-10.294858,-9.0559492
1874000000,-1.0628294,-10.701713,-9.0185194
1875000000,-1.0980827,-10.877506,-9.057457
1876000000,-1.0602863,-10.868329,-9.0553284
1877000000,-1.0552837,-11.201129,-9.055131
1878000000,-1.0620449,-11.267594,-9.0516863
1879000000,-1.0370104,-11.678262,-9.0182247
1880000000,-1.0138195,-11.802173,-9.0335865
1881000000,-1.0688492,-12.117134,-9.0788651
1882000000,-1.0776919,-12.185102,-9.0813894
1883000000,-1.0656177,-12.584029,-9.0660801
1884000000,-1.0412772,-12.786157,-9.0729971
1885000000,-1.0542802,-12.743248,-9.10392
1886000000,-1.0511131,-13.228477,-9.1033583
1887000000,-1.0577374,-13.323154,-9.1247749
1888000000,-1.0292193,-13.524192,-9.1187868
1889000000,-1.0688882,-13.59448,-9.1442423
1890000000,-1.0490495,-13.8015,-9.1528893
1891000000,-1.0404502,-13.963095,-9.1563787
1892000000,-1.0006657,-14.146236,-9.1252403
1893000000,-1.0573061,-14.350009,-9.1597729
1894000000,-1.0285376,-14.617438,-9.1288271
1895000000,-1.0583395,-14.999662,-9.171073
1896000000,-1.0441332,-14.952371,-9.1798515
1897000000,-1.0541329,-15.080519,-9.1989565
1898000000,-1.0574729,-15.368455,-9.2115068
1899000000,-1.057905,-15.328854,-9.2243118
1900000000,-1.0434889,-15.920394,-9.2114544
1901000000,-1.063372,-16.131763,-9.2365046
1902000000,-1.0464472,-15.994297,-9.2442722
1903000000,-1.0446911,-16.486559,-9.2498655
1904000000,-1.0466931,-16.659685,-9.2690363
1905000000,-1.056767,-16.885675,-9.2799311
1906000000,-1.0601965,-17.010435,-9.3027344
1907000000,-1.0262777,-17.33633,-9.2822247
1908000000,-1.0371548,-17.362667,-9.2988701
1909000000,-1.0102973,-17.471085,-9.2842188
1910000000,-1.0274822,-17.916271,-9.3466311
1911000000,-1.0223738,-18.274767,-9.3176889
1912000000,-1.0488108,-18.150414,-9.3329887
1913000000,-1.0366439,-18.360769,-9.3331728
1914000000,-1.0289019,-18.701181,-9.3451176
1915000000,-1.0311118,-18.760159,-9.3856964
1916000000,-1.0653441,-18.985962,-9.3646221
1917000000,-1.0206199,-19.065138,-9.3714342
1918000000,-1.0031892,-19.165407,-9.3699808
1919000000,-1.0325375,-19.602163,-9.4059868
1920000000,-1.0472541,-19.757832,-9.4208393
1921000000,-1.0330282,-19.894087,-9.4119825
1922000000,-1.0216933,-20.24107,-9.4069805
1923000000,-1.0527642,-20.293705,-9.4724426
1924000000,-1.056185,-20.459255,-9.49578
1925000000,-1.0212504,-20.708006,-9.4423981
1926000000,-1.0310299,-21.059422,-9.4747705
1927000000,-1.0450405,-21.136776,-9.4782543
1928000000,-1.0227433,-21.410219,-9.5120773
1929000000,-1.0379066,-21.659767,-9.5048389
1930000000,-1.037359,-21.818306,-9.539608
1931000000,-1.0422375,-22.010098,-9.5453157
1932000000,-1.0342675,-22.049145,-9.5651855
1933000000,-1.0396886,-22.571356,-9.5753365
1934000000,-1.0303191,-22.680611,-9.5737572
1935000000,-1.0352887,-22.73522,-9.6029301
1936000000,-1.0058119,-22.941244,-9.5761261
1937000000,-1.0356331,-23.240786,-9.613719
1938000000,-1.0410588,-23.311836,-9.6621361
1939000000,-1.0309041,-23.373529,-9.6352339
1940000000,-1.0401716,-23.617743,-9.6804209
1941000000,-1.0495261,-23.86087,-9.6785889
1942000000,-1.0480334,-24.203926,-9.7065191
1943000000,-1.0238804,-24.326422,-9.687149
1944000000,-1.0325252,-24.525135,-9.70469
1945000000,-1.0295198,-24.697071,-9.7269411
1946000000,-1.0359014,-24.812128,-9.7432518
1947000000,-1.0110087,-25.255524,-9.719121
1948000000,-1.0048256,-25.488497,-9.7262564
1949000000,-1.0242885,-25.765997,-9.727417
1950000000,-1.0329633,-25.82033,-9.7756853
1951000000,-1.0319078,-26.075529,-9.8044233
1952000000,-1.0265931,-26.257868,-9.8023977
1953000000,-1.0614742,-26.271246,-9.8547716
1954000000,-1.0171734,-26.651016,-9.8099403
1955000000,-1.0114156,-26.817646,-9.8347692
1956000000,-1.0181301,-27.030109,-9.8604641
1957000000,-1.0301948,-27.07424,-9.8481455
1958000000,-1.0390058,-27.429518,-9.9060917
1959000000,-1.0189472,-27.769329,-9.9041834
1960000000,-1.0514389,-27.813654,-9.9320774
1961000000,-1.0247788,-28.216721,-9.9452944
1962000000,-1.0226407,-28.339491,-9.9691811
1963000000,-1.0136005,-28.523977,-9.9462671
1964000000,-1.0060128,-28.849648,-9.9500847
1965000000,-1.0154974,-28.79241,-10.008626
1966000000,-1.026437,-28.955908,-9.988059
1967000000,-1.0134104,-29.251125,-10.018159
1968000000,-1.0168015,-29.612282,-10.015329
1969000000,-1.0335679,-29.803661,-10.024032
1970000000,-1.0003943,-29.925163,-10.054075
1971000000,-1.0145587,-30.040173,-10.082119
1972000000,-1.0266342,-30.240604,-10.13312
1973000000,-1.0301419,-30.647057,-10.106452
1974000000,-1.0453253,-30.742729,-10.15551
1975000000,-1.0036397,-30.787796,-10.154473
1976000000,-1.0316781,-31.248404,-10.182601
1977000000,-1.0491669,-31.368649,-10.187897
1978000000,-1.0489329,-31.50868,-10.220307
1979000000,-1.0175818,-31.65317,-10.256801
1980000000,-1.093038,-31.852673,-10.272824
1981000000,-1.0535554,-32.05603,-10.278824
1982000000,-1.0283736,-32.358002,-10.321263
1983000000,-1.0705378,-32.410347,-10.318934
1984000000,-1.0446653,-32.724094,-10.345466
1985000000,-1.0649081,-32.952362,-10.400483
1986000000,-1.0277649,-33.229904,-10.410098
1987000000,-1.065774,-33.209625,-10.435087
1988000000,-1.0726587,-33.576405,-10.472466
1989000000,-1.0460073,-33.667244,-10.510171
1990000000,-1.056828,-33.931171,-10.536333
1991000000,-1.0717772,-34.225941,-10.557096
1992000000,-1.0535833,-34.070881,-10.60808
1993000000,-1.0862315,-34.398376,-10.653075
1994000000,-1.0939008,-34.724178,-10.71018
1995000000,-1.0795339,-34.809788,-10.71154
1996000000,-1.0835791,-35.00206,-10.774913
1997000000,-1.1002861,-35.185246,-10.825469
1998000000,-1.0873239,-35.238789,-10.860222
1999000000,-1.1089332,-35.499065,-10.926532
2000000000,-1.1246699,-35.552925,-11.001722
2001000000,-1.1167009,-35.585747,-11.063979
2002000000,-1.1457937,-35.796207,-11.138847
2003000000,-1.1331238,-36.066669,-11.189569
2004000000,-1.1325182,-36.093758,-11.268266
2005000000,-1.0975544,-36.286087,-11.300161
2006000000,-1.1177574,-36.304287,-11.333955
2007000000,-1.1083535,-36.388279,-11.410892
2008000000,-1.0994345,-36.346161,-11.469889
2009000000,-1.1118461,-36.805775,-11.519629
2010000000,-1.0922976,-36.777485,-11.557404
2011000000,-1.0751773,-37.047573,-11.588887
2012000000,-1.0454077,-37.006599,-11.586968
2013000000,-1.0611389,-37.561501,-11.638349
2014000000,-1.0687726,-37.774647,-11.66783
2015000000,-0.99532175,-37.551819,-11.677278
2016000000,-1.0447595,-37.769138,-11.718719
2017000000,-1.0340844,-38.016331,-11.709091
2018000000,-1.0395147,-38.299721,-11.723502
2019000000,-1.0075761,-38.676693,-11.719193
2020000000,-0.96733594,-38.848194,-11.691861
2021000000,-0.98385668,-38.819427,-11.727304
2022000000,-0.95609576,-39.11076,-11.736994
2023000000,-0.94864136,-39.130409,-11.726781
2024000000,-0.92277265,-39.534412,-11.702887
2025000000,-0.93851781,-39.702198,-11.757983
2026000000,-0.93035126,-40.063866,-11.737365
2027000000,-0.92522496,-40.047913,-11.755092
2028000000,-0.89333683,-40.308956,-11.759058
2029000000,-0.90005797,-40.683006,-11.761227
2030000000,-0.9270345,-40.809486,-11.798173
2031000000,-0.89371848,-41.079941,-11.788465
2032000000,-0.92282581,-41.393414,-11.815265
2033000000,-0.92749894,-41.550327,-11.825427
2034000000,-0.92320001,-41.770931,-11.856453
2035000000,-0.88490617,-41.812996,-11.847733
2036000000,-0.89166957,-42.443348,-11.855311
2037000000,-0.87552607,-42.394897,-11.857976
2038000000,-0.8853721,-42.572609,-11.914184
2039000000,-0.90856016,-42.802956,-11.927034
2040000000,-0.84159237,-43.018856,-11.897383
2041000000,-0.83763635,-43.300781,-11.908436
2042000000,-0.87956125,-43.404652,-11.958845
2043000000,-0.88911736,-43.969578,-11.960053
2044000000,-0.86196733,-44.098083,-11.962004
2045000000,-0.87542164,-44.141403,-12.012786
2046000000,-0.89479387,-44.412884,-12.016047
2047000000,-0.85366297,-44.656742,-12.028536
2048000000,-0.85811877,-44.966846,-12.052299
2049000000,-0.85399204,-45.103828,-12.075021
2050000000,-0.84209454,-45.367752,-12.081009
2051000000,-0.87041008,-45.615959,-12.116807
2052000000,-0.87065256,-45.859192,-12.137363
2053000000,-0.84078574,-45.808594,-12.165159
2054000000,-0.83247006,-46.249741,-12.155626
2055000000,-0.86025059,-46.518311,-12.222465
2056000000,-0.81864375,-46.644657,-12.23063
2057000000,-0.84620905,-46.89064,-12.235294
2058000000,-0.87355757,-46.758842,-12.286597
2059000000,-0.82087237,-47.380154,-12.313289
2060000000,-0.83425277,-47.427937,-12.325313
2061000000,-0.8510161,-47.48933,-12.356017
2062000000,-0.85202622,-47.878685,-12.362933
2063000000,-0.85167623,-48.130371,-12.385887
2064000000,-0.85706705,-48.348633,-12.397799
2065000000,-0.85668766,-48.309322,-12.43178
2066000000,-0.85045129,-48.940083,-12.464825
2067000000,-0.82672805,-48.796623,-12.497115
2068000000,-0.84152973,-49.191433,-12.511336
2069000000,-0.82196945,-49.406746,-12.520726
2070000000,-0.81370068,-49.671108,-12.580078
2071000000,-0.83164614,-49.912525,-12.580147
2072000000,-0.82353449,-49.874809,-12.634968
2073000000,-0.82677084,-50.432037,-12.661669
2074000000,-0.75532001,-50.419502,-12.645289
2075000000,-0.82256716,-50.691242,-12.690912
2076000000,-0.81093675,-50.943829,-12.729918
2077000000,-0.80599451,-51.058846,-12.733486
2078000000,-0.81497085,-51.277462,-12.772039
2079000000,-0.82689476,-51.482059,-12.817701
2080000000,-0.82133681,-51.747776,-12.856123
2081000000,-0.81654221,-52.113148,-12.868137
2082000000,-0.79306793,-52.068024,-12.905898
2083000000,-0.79254222,-52.349014,-12.9158
2084000000,-0.81539357,-52.567314,-12.997677
2085000000,-0.82103765,-52.733788,-13.007764
2086000000,-0.81189519,-53.149292,-13.016801
2087000000,-0.83307445,-53.145496,-13.093224
2088000000,-0.80054063,-53.495007,-13.077553
2089000000,-0.80479366,-53.725861,-13.138693
2090000000,-0.80202168,-53.735844,-13.13988
2091000000,-0.77684838,-54.150593,-13.157527
2092000000,-0.80342788,-54.394936,-13.197288
2093000000,-0.80314845,-54.569798,-13.25778
2094000000,-0.81391668,-54.696201,-13.26134
2095000000,-0.79524374,-54.840794,-13.299787
2096000000,-0.78361899,-55.214985,-13.326581
2097000000,-0.80020255,-55.614567,-13.380812
2098000000,-0.78162682,-55.659943,-13.394137
2099000000,-0.78671849,-55.684605,-13.459988
2100000000,-0.80098116,-56.257904,-13.453074
2101000000,-0.78156406,-56.1273,-13.46372
2102000000,-0.78411156,-56.28067,-13.562561
2103000000,-0.79748613,-56.422997,-13.592022
2104000000,-0.74302959,-56.781868,-13.584939
2105000000,-0.77625275,-57.179276,-13.641473
2106000000,-0.75763994,-57.227127,-13.633411
2107000000,-0.80194032,-57.44875,-13.691608
2108000000,-0.76014823,-57.608513,-13.713749
2109000000,-0.7750085,-57.875759,-13.747706
2110000000,-0.74074817,-57.951767,-13.763783
2111000000,-0.75853544,-58.199135,-13.836516
2112000000,-0.74915361,-58.381111,-13.83813
2113000000,-0.78520739,-58.737,-13.869954
2114000000,-0.77578628,-58.962128,-13.901225
2115000000,-0.77539957,-59.018326,-13.923295
2116000000,-0.78804129,-59.373577,-13.997273
2117000000,-0.77655315,-59.583443,-13.988791
2118000000,-0.78993541,-59.811375,-14.034386
2119000000,-0.75680304,-60.168251,-14.080136
2120000000,-0.77771956,-60.350384,-14.100604
2121000000,-0.78799313,-60.374897,-14.143733
2122000000,-0.75427914,-60.711399,-14.146656
2123000000,-0.74103796,-60.811947,-14.178638
2124000000,-0.76705384,-61.290661,-14.240802
2125000000,-0.77874178,-61.378048,-14.285034
2126000000,-0.74371624,-61.561768,-14.280475
2127000000,-0.76959747,-61.925533,-14.3549
2128000000,-0.75234127,-62.035072,-14.377363
2129000000,-0.75655878,-62.221848,-14.435822
2130000000,-0.75381839,-62.242851,-14.468657
2131000000,-0.76961607,-62.62281,-14.510774
2132000000,-0.76272434,-63.036232,-14.506139
2133000000,-0.74695063,-63.113831,-14.559019
2134000000,-0.76028043,-63.218208,-14.581429
2135000000,-0.74192369,-63.518253,-14.641581
2136000000,-0.78458005,-63.800785,-14.68933
2137000000,-0.77987236,-63.725052,-14.718503
2138000000,-0.77700669,-64.145912,-14.730563
2139000000,-0.75419784,-64.500618,-14.741745
2140000000,-0.74601972,-64.336678,-14.793306
2141000000,-0.73478109,-64.786896,-14.839047
2142000000,-0.748245,-65.118271,-14.863997
2143000000,-0.74032933,-65.277939,-14.924508
2144000000,-0.7554279,-65.342102,-14.920485
