!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 11, 2016 14:32:04
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°),S11 Log Mag(dB)
2145000000,-0.77024209,-65.526985,-14.968772
2146000000,-0.7433939,-65.784683,-15.017406
2147000000,-0.72262871,-66.272842,-15.063414
2148000000,-0.74219561,-66.088669,-15.079156
2149000000,-0.76521307,-66.478615,-15.14815
2150000000,-0.74715871,-66.903519,-15.18874
2151000000,-0.75148368,-67.017433,-15.22399
2152000000,-0.73924416,-67.206779,-15.220425
2153000000,-0.74540645,-67.391609,-15.269198
2154000000,-0.75221974,-67.511749,-15.286267
2155000000,-0.73482907,-67.756683,-15.28589
2156000000,-0.75811476,-67.904236,-15.339171
2157000000,-0.7483145,-68.187447,-15.415292
2158000000,-0.74397767,-68.46682,-15.416131
2159000000,-0.73366368,-68.664986,-15.449059
2160000000,-0.73808932,-68.899345,-15.457955
2161000000,-0.73350382,-69.00058,-15.462399
2162000000,-0.75210285,-69.205963,-15.542473
2163000000,-0.70495677,-69.36628,-15.547156
2164000000,-0.74601817,-69.609337,-15.631763
2165000000,-0.74234629,-70.002892,-15.62827
2166000000,-0.74714226,-70.248917,-15.689214
2167000000,-0.75466579,-70.435867,-15.698367
2168000000,-0.69623286,-70.650009,-15.704414
2169000000,-0.74092031,-70.90818,-15.72594
2170000000,-0.74270868,-71.170471,-15.772796
2171000000,-0.74246013,-71.081467,-15.844042
2172000000,-0.75324261,-71.567833,-15.85277
2173000000,-0.69517565,-71.638809,-15.850992
2174000000,-0.7311191,-71.929138,-15.878943
2175000000,-0.74372244,-71.971497,-15.896196
2176000000,-0.70692003,-72.281631,-15.910643
2177000000,-0.73162031,-72.71653,-16.008125
2178000000,-0.72313029,-72.920891,-16.025017
2179000000,-0.73661602,-72.740875,-16.031044
2180000000,-0.72196954,-73.324104,-16.06986
2181000000,-0.7340641,-73.514999,-16.046749
2182000000,-0.73317057,-73.559639,-16.05332
2183000000,-0.72719806,-73.9086,-16.076351
2184000000,-0.74084556,-73.950943,-16.167393
2185000000,-0.7202493,-74.22419,-16.148567
2186000000,-0.73553324,-74.474869,-16.206095
2187000000,-0.7414102,-74.508797,-16.22093
2188000000,-0.71019357,-75.006386,-16.246571
2189000000,-0.71646607,-75.195633,-16.272221
2190000000,-0.73105353,-75.265694,-16.314697
2191000000,-0.74529845,-75.330185,-16.355988
2192000000,-0.75077522,-75.837585,-16.312521
2193000000,-0.74702972,-76.074867,-16.356203
2194000000,-0.73616254,-76.276924,-16.365585
2195000000,-0.72676653,-76.534142,-16.383398
2196000000,-0.74975342,-76.73967,-16.417212
2197000000,-0.7630344,-76.971558,-16.444773
2198000000,-0.70552593,-77.050125,-16.4126
2199000000,-0.71869922,-77.287628,-16.429815
2200000000,-0.70343041,-77.555099,-16.464699
2201000000,-0.73537832,-77.83194,-16.493929
2202000000,-0.70816618,-77.848709,-16.470709
2203000000,-0.73567408,-78.267975,-16.533543
2204000000,-0.74144673,-78.436882,-16.544109
2205000000,-0.71177495,-78.494476,-16.490868
2206000000,-0.72522408,-78.723946,-16.58885
2207000000,-0.74463463,-79.054802,-16.574118
2208000000,-0.71372885,-79.340988,-16.544973
2209000000,-0.71550548,-79.47567,-16.593788
2210000000,-0.70271283,-79.925819,-16.588774
2211000000,-0.71967041,-80.166641,-16.635353
2212000000,-0.74829519,-80.023376,-16.616268
2213000000,-0.72946638,-80.34095,-16.580502
2214000000,-0.72741103,-80.589928,-16.695517
2215000000,-0.73055863,-80.931732,-16.701183
2216000000,-0.71368909,-80.805893,-16.639248
2217000000,-0.72679794,-81.187416,-16.630415
2218000000,-0.71647465,-81.30645,-16.640434
2219000000,-0.75286824,-81.81604,-16.648808
2220000000,-0.76202875,-81.869675,-16.677608
2221000000,-0.75141484,-82.229698,-16.687864
2222000000,-0.75102472,-82.25293,-16.662119
2223000000,-0.73024577,-82.586662,-16.672596
2224000000,-0.75208735,-82.716919,-16.678799
2225000000,-0.73206133,-82.974213,-16.707136
2226000000,-0.7222234,-82.956482,-16.663097
2227000000,-0.70902449,-83.431808,-16.66382
2228000000,-0.71120977,-83.689827,-16.662264
2229000000,-0.73571539,-83.846489,-16.69314
2230000000,-0.73659062,-84.140862,-16.683249
2231000000,-0.72550911,-84.273651,-16.620863
2232000000,-0.72970134,-84.354813,-16.665255
2233000000,-0.73218107,-84.745865,-16.638458
2234000000,-0.72876424,-84.850037,-16.65675
2235000000,-0.72960764,-85.145805,-16.660048
2236000000,-0.72186571,-85.249084,-16.616402
2237000000,-0.74295437,-85.505211,-16.610191
2238000000,-0.71088791,-85.855988,-16.609694
2239000000,-0.71126747,-86.124817,-16.581251
2240000000,-0.75416106,-86.258102,-16.616102
2241000000,-0.73536557,-86.513695,-16.597784
2242000000,-0.75299394,-86.491013,-16.616692
2243000000,-0.77438968,-86.77887,-16.565088
2244000000,-0.74375099,-87.090401,-16.554188
2245000000,-0.76872373,-87.28437,-16.594282
2246000000,-0.74424642,-87.555908,-16.532866
2247000000,-0.7461921,-87.591866,-16.502199
2248000000,-0.76309502,-87.9506,-16.549986
2249000000,-0.77201033,-88.100739,-16.542007
2250000000,-0.73296875,-88.29155,-16.494497
2251000000,-0.74258965,-88.844803,-16.502945
2252000000,-0.74626672,-88.69825,-16.455353
2253000000,-0.78572983,-89.22287,-16.503656
2254000000,-0.78250474,-89.309784,-16.493927
2255000000,-0.76216185,-89.544968,-16.422369
2256000000,-0.77567148,-89.745079,-16.400084
2257000000,-0.79747695,-90.065727,-16.42345
2258000000,-0.75032318,-90.302086,-16.358454
2259000000,-0.76392066,-90.209969,-16.318312
2260000000,-0.75061876,-90.505226,-16.264812
2261000000,-0.78395432,-90.855049,-16.326136
2262000000,-0.77222246,-91.234856,-16.289743
2263000000,-0.74045664,-91.231293,-16.214127
2264000000,-0.78374255,-91.52459,-16.208591
2265000000,-0.74195015,-91.620377,-16.199238
2266000000,-0.78941995,-91.777191,-16.195486
2267000000,-0.76170963,-92.236687,-16.154812
2268000000,-0.76155603,-92.377495,-16.119894
2269000000,-0.73420846,-92.535019,-16.080875
2270000000,-0.75079006,-92.831131,-16.030487
2271000000,-0.77628177,-92.853279,-16.060745
2272000000,-0.75047499,-93.27494,-16.009401
2273000000,-0.7975055,-93.391579,-16.057043
2274000000,-0.77047497,-93.517487,-15.963011
2275000000,-0.79449087,-93.742172,-15.968487
2276000000,-0.77247488,-94.098221,-15.871477
2277000000,-0.7627871,-94.262856,-15.903044
2278000000,-0.7608344,-94.454514,-15.830859
2279000000,-0.78180033,-94.618423,-15.866495
2280000000,-0.79215986,-94.823463,-15.792023
2281000000,-0.7950663,-94.814972,-15.760676
2282000000,-0.75336534,-95.080963,-15.723012
2283000000,-0.77140433,-95.624939,-15.655194
2284000000,-0.78252584,-95.975853,-15.688738
2285000000,-0.7916342,-96.063469,-15.665751
2286000000,-0.7932319,-96.181618,-15.627625
2287000000,-0.80282468,-96.499428,-15.619716
2288000000,-0.80487108,-96.652985,-15.604218
2289000000,-0.7646569,-96.896805,-15.567584
2290000000,-0.79169482,-96.965309,-15.494305
2291000000,-0.77770853,-97.412224,-15.472569
2292000000,-0.80374503,-97.439117,-15.483406
2293000000,-0.80708808,-97.80629,-15.465269
2294000000,-0.7858901,-97.941429,-15.336741
2295000000,-0.78861886,-98.061607,-15.364474
2296000000,-0.82300651,-98.295792,-15.361496
2297000000,-0.79704136,-98.558861,-15.297166
2298000000,-0.81772894,-98.771286,-15.278543
2299000000,-0.81809658,-98.943512,-15.259059
2300000000,-0.80920446,-99.274544,-15.201341
2301000000,-0.80915612,-99.626244,-15.177228
2302000000,-0.80975348,-99.793488,-15.129352
2303000000,-0.81956851,-99.706856,-15.138676
2304000000,-0.78839761,-100.17879,-15.069182
2305000000,-0.7839902,-100.25791,-15.047898
2306000000,-0.77763975,-100.44701,-14.968646
2307000000,-0.83416122,-100.78986,-14.974196
2308000000,-0.82753837,-100.76195,-14.955597
2309000000,-0.79787111,-101.23525,-14.89969
2310000000,-0.80630523,-101.18119,-14.845616
2311000000,-0.79970092,-101.53155,-14.85837
2312000000,-0.8404904,-101.61966,-14.836769
2313000000,-0.80985481,-102.09176,-14.778432
2314000000,-0.81426108,-102.12994,-14.734278
2315000000,-0.86447984,-102.27964,-14.744493
2316000000,-0.83402807,-102.72141,-14.683864
2317000000,-0.85271609,-102.93826,-14.688903
2318000000,-0.82699054,-103.10462,-14.596278
2319000000,-0.84618247,-103.30711,-14.609282
2320000000,-0.84988809,-103.61134,-14.573159
2321000000,-0.8168326,-103.52192,-14.431243
2322000000,-0.78124791,-103.94289,-14.417945
2323000000,-0.85105956,-104.263,-14.426396
2324000000,-0.84860927,-104.14885,-14.44003
2325000000,-0.82836902,-104.6653,-14.392715
2326000000,-0.81387812,-104.83344,-14.275475
2327000000,-0.85236311,-104.93068,-14.307822
2328000000,-0.85089713,-105.01008,-14.241191
2329000000,-0.84732509,-105.31373,-14.189786
2330000000,-0.86461693,-105.77169,-14.221544
2331000000,-0.84264183,-105.79935,-14.170527
2332000000,-0.85523129,-106.07785,-14.159746
2333000000,-0.83281982,-106.43093,-14.082551
2334000000,-0.86522007,-106.47888,-14.042517
2335000000,-0.86057752,-106.89443,-14.036516
2336000000,-0.88506162,-107.18024,-13.996346
2337000000,-0.86180681,-107.12903,-13.957908
2338000000,-0.87804323,-107.63364,-13.940578
2339000000,-0.85024947,-107.71425,-13.866938
2340000000,-0.83952284,-107.78754,-13.830156
2341000000,-0.88067979,-108.11688,-13.813022
2342000000,-0.8660875,-108.39532,-13.786132
2343000000,-0.84924716,-108.22578,-13.701279
2344000000,-0.86413425,-108.69446,-13.690435
2345000000,-0.86924964,-108.95105,-13.703276
2346000000,-0.88290089,-109.13539,-13.662535
2347000000,-0.86979443,-109.2167,-13.620229
2348000000,-0.87519699,-109.49269,-13.577518
2349000000,-0.85929477,-109.71529,-13.530167
2350000000,-0.8964898,-109.83351,-13.511901
2351000000,-0.8894639,-110.11639,-13.502591
2352000000,-0.88583809,-110.29839,-13.443243
2353000000,-0.87557513,-110.59616,-13.450134
2354000000,-0.89961237,-110.65314,-13.401812
2355000000,-0.9024604,-111.08088,-13.34223
2356000000,-0.89520746,-111.27318,-13.316823
2357000000,-0.91349286,-111.45312,-13.297177
2358000000,-0.92048246,-111.58598,-13.248832
2359000000,-0.88960123,-111.78413,-13.195777
2360000000,-0.90416646,-111.91541,-13.223233
2361000000,-0.89314324,-112.06994,-13.158984
2362000000,-0.90649003,-112.40141,-13.157305
2363000000,-0.92071933,-112.69985,-13.113173
2364000000,-0.91198879,-112.99889,-13.068227
2365000000,-0.88013399,-113.07813,-13.008414
2366000000,-0.90524811,-113.15458,-12.98641
2367000000,-0.92290241,-113.37611,-12.950631
2368000000,-0.92230386,-113.6049,-12.910875
2369000000,-0.90672648,-113.86753,-12.873925
2370000000,-0.92951012,-114.15865,-12.887218
2371000000,-0.91019922,-114.21989,-12.786878
2372000000,-0.91990364,-114.63817,-12.763525
2373000000,-0.94825447,-114.67807,-12.7695
2374000000,-0.92700779,-115.00465,-12.726592
2375000000,-0.92725581,-115.17345,-12.683683
2376000000,-0.94170177,-115.34985,-12.682076
2377000000,-0.95442653,-115.52086,-12.6696
2378000000,-0.97268111,-115.65067,-12.640604
2379000000,-0.93578476,-115.88206,-12.573168
2380000000,-0.9169057,-116.31123,-12.546393
2381000000,-0.96909803,-116.57623,-12.515947
2382000000,-0.97679704,-116.64582,-12.504103
2383000000,-0.92856473,-116.79468,-12.458403
2384000000,-0.95479363,-116.8494,-12.404147
2385000000,-0.97522175,-117.2403,-12.466216
2386000000,-0.90314621,-117.54936,-12.294157
2387000000,-0.93451661,-117.36469,-12.305294
2388000000,-0.99145782,-117.7773,-12.347023
2389000000,-0.96503538,-117.98022,-12.294535
2390000000,-0.98915702,-118.27082,-12.299256
2391000000,-0.95742774,-118.5703,-12.21518
2392000000,-0.96492356,-118.86034,-12.120479
2393000000,-0.95086056,-118.78814,-12.119569
2394000000,-0.98738486,-119.17696,-12.171771
2395000000,-0.97226906,-119.48639,-12.066047
2396000000,-0.97033203,-119.45907,-12.060651
2397000000,-0.96732134,-119.57373,-12.068971
2398000000,-0.96026844,-119.99768,-11.9973
2399000000,-0.95170796,-120.36594,-11.914997
2400000000,-1.0020672,-120.18536,-11.989467
2401000000,-0.96454567,-120.51801,-11.921206
2402000000,-1.0204546,-120.7106,-11.974678
2403000000,-0.97104156,-121.14241,-11.825528
2404000000,-0.99683344,-121.19914,-11.875229
2405000000,-0.99436742,-121.38535,-11.824253
2406000000,-1.007381,-121.45416,-11.831493
2407000000,-0.99724513,-121.92992,-11.766147
2408000000,-0.9769516,-122.11739,-11.708855
2409000000,-0.99051398,-122.1886,-11.7026
2410000000,-0.99245012,-122.42811,-11.639844
2411000000,-1.0067511,-122.65208,-11.660378
2412000000,-0.98970872,-122.75195,-11.630246
2413000000,-0.98548597,-123.19614,-11.580316
2414000000,-1.0100588,-123.12349,-11.606291
2415000000,-0.98281169,-123.28948,-11.547421
2416000000,-1.0038683,-123.73108,-11.544411
2417000000,-1.0206072,-123.97664,-11.527058
2418000000,-1.0416584,-124.22791,-11.505073
2419000000,-1.0393178,-124.2502,-11.468242
2420000000,-1.0492193,-124.69905,-11.449113
2421000000,-1.0203595,-124.66846,-11.382785
2422000000,-1.0344359,-124.95114,-11.43617
2423000000,-1.0508925,-125.13617,-11.388218
2424000000,-1.073236,-125.31231,-11.388168
2425000000,-1.0505524,-125.56404,-11.307005
2426000000,-1.0519913,-125.78634,-11.247477
2427000000,-1.0566448,-126.02567,-11.266512
2428000000,-1.0236503,-125.95708,-11.208074
2429000000,-1.0580909,-126.50034,-11.168671
2430000000,-1.0480677,-126.48965,-11.169402
2431000000,-1.076201,-126.88383,-11.195493
2432000000,-1.0596654,-127.07771,-11.127057
2433000000,-1.026337,-127.08179,-11.106339
2434000000,-1.0519794,-127.37086,-11.082929
2435000000,-1.0576098,-127.57442,-11.05451
2436000000,-1.0195104,-127.75439,-11.008092
2437000000,-1.0562239,-128.15155,-10.982659
2438000000,-1.0477228,-128.0611,-10.976416
2439000000,-1.0596334,-128.27689,-10.982622
2440000000,-1.0902222,-128.65436,-10.956323
2441000000,-1.1026547,-128.86592,-10.947133
2442000000,-1.0688919,-128.99467,-10.889442
2443000000,-1.0520482,-129.28749,-10.859187
2444000000,-1.103826,-129.50993,-10.857952
2445000000,-1.0472884,-129.82129,-10.763261
2446000000,-1.0941513,-129.7735,-10.813672
2447000000,-1.0762311,-130.23061,-10.767363
2448000000,-1.0830855,-130.1306,-10.794323
2449000000,-1.0628817,-130.29474,-10.722247
2450000000,-1.0925217,-130.57103,-10.689569
2451000000,-1.0757761,-130.93773,-10.636352
2452000000,-1.0797465,-130.83304,-10.651011
2453000000,-1.0803359,-131.3083,-10.646755
2454000000,-1.090005,-131.84276,-10.559495
2455000000,-1.1004512,-131.51183,-10.609397
2456000000,-1.0737882,-131.98976,-10.535162
2457000000,-1.1266189,-131.86958,-10.592445
2458000000,-1.0887598,-132.29784,-10.577733
2459000000,-1.1060493,-132.44418,-10.517702
2460000000,-1.1350579,-132.8607,-10.517332
2461000000,-1.1079969,-133.17184,-10.452259
2462000000,-1.128841,-133.01836,-10.470757
2463000000,-1.14812,-133.15256,-10.490623
2464000000,-1.150646,-133.48061,-10.476029
2465000000,-1.112697,-133.75685,-10.398358
2466000000,-1.1200408,-134.08609,-10.313376
2467000000,-1.1444288,-133.94342,-10.4181
2468000000,-1.1343163,-134.19313,-10.36168
2469000000,-1.1428151,-134.46725,-10.332286
2470000000,-1.161063,-134.68872,-10.334615
2471000000,-1.1236031,-134.9729,-10.301949
2472000000,-1.1328783,-135.16666,-10.263526
2473000000,-1.1286675,-135.40265,-10.251675
2474000000,-1.1142931,-135.39973,-10.214814
2475000000,-1.1365986,-135.68796,-10.200246
2476000000,-1.1277251,-135.79448,-10.182397
2477000000,-1.1664788,-136.12903,-10.130441
2478000000,-1.147176,-136.649,-10.122369
2479000000,-1.1464324,-136.63896,-10.166016
2480000000,-1.1643955,-136.47641,-10.120019
2481000000,-1.151211,-136.88989,-10.123975
2482000000,-1.1483161,-137.1739,-10.072925
2483000000,-1.1637186,-137.36981,-10.055881
2484000000,-1.1714958,-137.52405,-10.026196
2485000000,-1.1551417,-137.89067,-10.011386
2486000000,-1.175198,-138.11441,-10.000713
2487000000,-1.1540447,-138.43352,-9.9770355
2488000000,-1.1939375,-138.51018,-9.9935188
2489000000,-1.1903968,-138.58044,-9.9335957
2490000000,-1.1651191,-138.55457,-9.9400225
2491000000,-1.1477345,-138.84952,-9.8739262
2492000000,-1.1731881,-139.10184,-9.8827982
2493000000,-1.2010891,-139.2529,-9.9240398
2494000000,-1.1851593,-139.68275,-9.8759012
2495000000,-1.20187,-139.64532,-9.8693085
2496000000,-1.167262,-139.88042,-9.8079014
2497000000,-1.1944518,-140.07767,-9.8621683
2498000000,-1.1725187,-140.40089,-9.7853012
2499000000,-1.1693603,-140.69716,-9.7521019
2500000000,-1.1972238,-140.772,-9.7990751
2501000000,-1.1912109,-140.79971,-9.7590418
2502000000,-1.1843467,-141.19432,-9.730072
2503000000,-1.2182757,-141.23616,-9.7679739
2504000000,-1.1789684,-141.56227,-9.7118044
2505000000,-1.2013961,-141.90842,-9.6968374
2506000000,-1.2086544,-141.9129,-9.6418152
2507000000,-1.2064173,-142.05444,-9.6579838
2508000000,-1.2400981,-142.44293,-9.6676149
2509000000,-1.1825633,-142.41507,-9.6234207
2510000000,-1.2157531,-142.79716,-9.6278038
2511000000,-1.2122248,-142.86772,-9.6510506
2512000000,-1.2096381,-143.12938,-9.5604553
2513000000,-1.2258625,-143.40575,-9.5770597
2514000000,-1.2416438,-143.58206,-9.5658989
2515000000,-1.2208767,-143.92636,-9.550787
2516000000,-1.2234342,-143.97978,-9.5117102
2517000000,-1.2241313,-144.37686,-9.5084934
2518000000,-1.2171077,-144.30438,-9.5056515
2519000000,-1.2107694,-144.66861,-9.4495258
2520000000,-1.2322799,-144.67131,-9.4721346
2521000000,-1.2254255,-144.98738,-9.4570303
2522000000,-1.2472112,-145.12335,-9.463376
2523000000,-1.249486,-145.25394,-9.420927
2524000000,-1.263829,-145.71399,-9.4423218
2525000000,-1.237175,-145.79427,-9.3981075
2526000000,-1.2300541,-145.94254,-9.3770323
2527000000,-1.2947602,-146.40067,-9.4156055
2528000000,-1.2380793,-146.28482,-9.3855057
2529000000,-1.2424163,-146.58461,-9.3217211
2530000000,-1.2801744,-146.7534,-9.3431225
2531000000,-1.2634017,-146.7896,-9.3339663
2532000000,-1.254837,-147.13045,-9.2822266
2533000000,-1.2536544,-147.30276,-9.2749424
2534000000,-1.2499563,-147.37091,-9.2824497
2535000000,-1.2615623,-147.62338,-9.2611389
2536000000,-1.2669415,-148.03738,-9.2271938
2537000000,-1.259746,-148.16531,-9.2687283
2538000000,-1.2608576,-148.26674,-9.1890345
2539000000,-1.2696447,-148.46243,-9.2065058
2540000000,-1.274055,-148.65813,-9.2319031
2541000000,-1.2704998,-148.98753,-9.1795349
2542000000,-1.2730056,-149.18707,-9.1896152
2543000000,-1.2620093,-149.25856,-9.169013
2544000000,-1.276575,-149.47054,-9.135726
2545000000,-1.2708591,-149.53239,-9.1387272
2546000000,-1.2865257,-149.83299,-9.1303997
2547000000,-1.3088828,-149.88689,-9.1421881
2548000000,-1.3191205,-150.5174,-9.107028
2549000000,-1.2757946,-150.49619,-9.0690126
2550000000,-1.2971215,-150.77946,-9.0628872
2551000000,-1.2852569,-151.06026,-9.0701275
2552000000,-1.328858,-151.09752,-9.0891294
2553000000,-1.2929709,-151.35941,-9.0335855
2554000000,-1.285118,-151.53004,-9.0098
2555000000,-1.3300774,-151.74919,-9.0449715
2556000000,-1.3058963,-152.05067,-9.0146847
2557000000,-1.3190705,-152.27744,-8.9877062
2558000000,-1.3241547,-152.287,-9.0306921
2559000000,-1.3114707,-152.56006,-8.9668293
2560000000,-1.2682567,-152.6328,-8.936677
2561000000,-1.2903808,-153.0175,-8.9370518
2562000000,-1.3150519,-152.9929,-8.9442854
2563000000,-1.2768946,-153.20932,-8.9256172
2564000000,-1.3222351,-153.28633,-8.9386015
2565000000,-1.2797457,-153.67482,-8.8541718
2566000000,-1.3078468,-153.8815,-8.9033127
2567000000,-1.3033735,-153.80484,-8.9128723
2568000000,-1.3047163,-154.13046,-8.9186392
2569000000,-1.3374319,-154.48862,-8.9124908
2570000000,-1.3285745,-154.68535,-8.8648748
2571000000,-1.3259579,-154.74609,-8.8545237
2572000000,-1.3137575,-154.87131,-8.8710499
2573000000,-1.3165489,-155.25562,-8.8094177
2574000000,-1.3247924,-155.37065,-8.8377018
2575000000,-1.3319098,-155.79208,-8.7847986
2576000000,-1.3175356,-155.97568,-8.8247652
2577000000,-1.3376788,-155.7514,-8.8019848
2578000000,-1.3090765,-156.23759,-8.7854614
2579000000,-1.3408742,-156.35258,-8.7563734
2580000000,-1.3243072,-156.63089,-8.7921762
2581000000,-1.3395251,-156.73213,-8.763772
2582000000,-1.3518149,-157.05519,-8.7631311
2583000000,-1.3489506,-157.15273,-8.776289
2584000000,-1.326736,-157.30058,-8.7240877
2585000000,-1.3240567,-157.58597,-8.7241611
2586000000,-1.3577154,-157.77597,-8.7403965
2587000000,-1.3336711,-157.99232,-8.7091351
2588000000,-1.3622421,-158.1503,-8.7140617
2589000000,-1.3448323,-158.23491,-8.7090845
2590000000,-1.3161801,-158.61369,-8.6720343
2591000000,-1.3652984,-158.84576,-8.6787806
2592000000,-1.3636845,-158.93202,-8.7136126
2593000000,-1.3682965,-159.08528,-8.6884661
2594000000,-1.3623669,-159.36464,-8.682539
2595000000,-1.3357917,-159.50288,-8.6407108
2596000000,-1.3734972,-159.65308,-8.6272898
2597000000,-1.3706982,-160.00043,-8.6449966
2598000000,-1.3680183,-160.04375,-8.6276731
2599000000,-1.3693726,-160.10912,-8.6457272
2600000000,-1.3560036,-160.51488,-8.6410208
2601000000,-1.369825,-160.62372,-8.6077156
2602000000,-1.3764458,-160.97455,-8.6267834
2603000000,-1.3824735,-161.0177,-8.6317015
2604000000,-1.3566557,-161.30734,-8.5962248
2605000000,-1.3816712,-161.48601,-8.596303
2606000000,-1.3948447,-161.68816,-8.6001701
2607000000,-1.3766577,-162.09865,-8.5788851
2608000000,-1.3540583,-162.00795,-8.5644121
2609000000,-1.3696572,-162.35246,-8.5464754
2610000000,-1.3795916,-162.76231,-8.5427513
2611000000,-1.362197,-162.63637,-8.5756521
2612000000,-1.3748416,-162.87556,-8.5680523
2613000000,-1.3812262,-163.1579,-8.5359211
2614000000,-1.3863227,-163.22305,-8.5575218
2615000000,-1.3863914,-163.41789,-8.5331659
2616000000,-1.3978029,-163.67192,-8.560173
2617000000,-1.3985291,-163.6235,-8.5356026
2618000000,-1.3682595,-163.94072,-8.5053234
2619000000,-1.388813,-163.89726,-8.5274792
2620000000,-1.4008839,-164.36841,-8.4913311
2621000000,-1.3898406,-164.68443,-8.5003786
2622000000,-1.3594757,-164.87538,-8.4813652
2623000000,-1.3743112,-164.85243,-8.4591408
2624000000,-1.3613456,-165.26831,-8.4886093
2625000000,-1.4104679,-165.43027,-8.5031557
2626000000,-1.3952773,-165.7146,-8.4903727
2627000000,-1.4068624,-165.78767,-8.4821634
2628000000,-1.3608516,-166.1317,-8.4789534
2629000000,-1.4029232,-166.27486,-8.4412899
2630000000,-1.4383329,-166.17992,-8.4848871
2631000000,-1.3737165,-166.63203,-8.4470081
2632000000,-1.383811,-166.65837,-8.4462624
2633000000,-1.3922664,-166.9323,-8.4502144
2634000000,-1.3694631,-167.19453,-8.4257679
2635000000,-1.405036,-167.38983,-8.4239502
2636000000,-1.3783025,-167.44656,-8.374733
2637000000,-1.3932506,-167.53648,-8.4592113
2638000000,-1.4095482,-167.71144,-8.4309664
2639000000,-1.4032667,-168.08255,-8.4176579
2640000000,-1.4180583,-168.09689,-8.4404287
2641000000,-1.4012346,-168.5266,-8.3898001
2642000000,-1.4353677,-168.44931,-8.4290819
2643000000,-1.4359154,-168.72531,-8.4498158
2644000000,-1.3958923,-169.07033,-8.4105377
2645000000,-1.4170446,-169.38847,-8.405221
2646000000,-1.4049582,-169.32489,-8.3916521
2647000000,-1.4382377,-169.61736,-8.4383965
2648000000,-1.3949409,-169.82988,-8.3698254
2649000000,-1.4112309,-170.08826,-8.3724766
2650000000,-1.3731049,-170.21565,-8.4082785
2651000000,-1.4252481,-170.34619,-8.4274359
2652000000,-1.4137043,-170.42958,-8.3864393
2653000000,-1.4130409,-170.77853,-8.3848028
2654000000,-1.3989301,-171.00766,-8.3837662
2655000000,-1.4312004,-171.15369,-8.3866472
2656000000,-1.4163722,-171.43892,-8.3643494
2657000000,-1.426248,-171.48761,-8.4017801
2658000000,-1.4523418,-171.89568,-8.3834515
2659000000,-1.4208685,-171.85468,-8.391922
2660000000,-1.3989068,-172.09776,-8.3732872
2661000000,-1.4261346,-172.33792,-8.3674355
2662000000,-1.4006456,-172.47768,-8.3806496
2663000000,-1.4131491,-172.68538,-8.3548517
2664000000,-1.4312261,-173.00319,-8.3747568
2665000000,-1.413075,-173.16028,-8.3477936
2666000000,-1.424957,-173.20872,-8.3314161
2667000000,-1.4256483,-173.42053,-8.3910532
2668000000,-1.4061545,-173.61981,-8.3663244
2669000000,-1.4459091,-173.71082,-8.3721256
2670000000,-1.4421905,-173.92532,-8.3872309
2671000000,-1.4176928,-174.27811,-8.3688736
2672000000,-1.4291257,-174.5795,-8.3300533
2673000000,-1.394998,-174.57857,-8.3280306
2674000000,-1.4288086,-174.94073,-8.3596563
2675000000,-1.4190483,-175.10153,-8.3384705
2676000000,-1.4554043,-175.14122,-8.3817959
2677000000,-1.4224936,-175.43181,-8.3577852
2678000000,-1.4385818,-175.60207,-8.3587694
2679000000,-1.4440225,-175.87274,-8.364049
2680000000,-1.4558388,-176.05006,-8.3446321
2681000000,-1.4275982,-176.17073,-8.3591642
2682000000,-1.4369262,-176.59471,-8.3132086
2683000000,-1.4356749,-176.46751,-8.3507538
2684000000,-1.4312308,-176.49928,-8.351655
2685000000,-1.4444507,-176.69424,-8.3428221
2686000000,-1.4289542,-177.00323,-8.3541441
2687000000,-1.4416585,-177.43491,-8.3656254
2688000000,-1.4179589,-177.50706,-8.3295469
2689000000,-1.4121248,-177.59625,-8.3702011
2690000000,-1.4433309,-177.90685,-8.3587608
2691000000,-1.4419657,-178.14717,-8.3416128
2692000000,-1.4229063,-178.07527,-8.3637209
2693000000,-1.4588248,-178.44821,-8.3931017
2694000000,-1.3897203,-178.64842,-8.3583479
2695000000,-1.424179,-179.03317,-8.3295603
2696000000,-1.4410479,-178.96507,-8.361722
2697000000,-1.4392446,-179.43773,-8.3417807
2698000000,-1.4230696,-179.44327,-8.3599777
2699000000,-1.4096196,-179.87534,-8.3384256
2700000000,-1.4164129,-179.60078,-8.3517723
2701000000,-1.4428285,-180.18649,-8.3506317
2702000000,-1.4519328,-180.20866,-8.3609657
2703000000,-1.4246401,-180.54599,-8.3360071
2704000000,-1.4174755,-180.66872,-8.3412027
2705000000,-1.4349178,-180.75064,-8.3724241
2706000000,-1.4273697,-181.09456,-8.3605223
2707000000,-1.4625126,-181.22704,-8.4048185
2708000000,-1.4542267,-181.31352,-8.3755693
2709000000,-1.4162729,-181.71291,-8.3596954
2710000000,-1.4365615,-182.03584,-8.3952799
2711000000,-1.4544307,-181.87262,-8.4180489
2712000000,-1.4148092,-182.20058,-8.3401661
2713000000,-1.4357287,-182.16069,-8.3913498
2714000000,-1.4272612,-182.53114,-8.3561192
