!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Tuesday, March 29, 2016 12:03:38
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 SWR(U)
1280000000,85.893059
1281000000,80.973198
1282000000,96.628769
1283000000,104.88236
1284000000,93.379349
1285000000,84.083313
1286000000,88.052521
1287000000,87.764084
1288000000,83.533287
1289000000,80.956436
1290000000,92.207008
1291000000,89.230797
1292000000,101.02525
1293000000,85.484352
1294000000,93.211891
1295000000,101.82735
1296000000,82.711105
1297000000,87.8834
1298000000,87.119263
1299000000,90.069542
1300000000,86.925804
1301000000,80.768211
1302000000,86.899338
1303000000,76.401329
1304000000,79.102119
1305000000,97.480743
1306000000,86.315384
1307000000,87.329628
1308000000,80.64418
1309000000,79.165672
1310000000,83.291763
1311000000,74.90062
1312000000,88.006432
1313000000,89.894455
1314000000,95.479836
1315000000,86.579353
1316000000,82.257507
1317000000,80.500412
1318000000,68.8965
1319000000,82.652763
1320000000,81.339233
1321000000,72.891182
1322000000,79.595444
1323000000,85.781334
1324000000,92.90625
1325000000,82.879402
1326000000,70.905022
1327000000,103.451
1328000000,87.458366
1329000000,76.658623
1330000000,81.234062
1331000000,94.130997
1332000000,86.47731
1333000000,79.488716
1334000000,94.597916
1335000000,92.495674
1336000000,80.203323
1337000000,87.055382
1338000000,82.169731
1339000000,91.811577
1340000000,88.490273
1341000000,87.813148
1342000000,81.832436
1343000000,90.497543
1344000000,89.317566
1345000000,85.298401
1346000000,76.169327
1347000000,82.575981
1348000000,77.180061
1349000000,76.288727
1350000000,71.306503
1351000000,77.692513
1352000000,84.215378
1353000000,73.54641
1354000000,79.006897
1355000000,71.405014
1356000000,75.964966
1357000000,96.627548
1358000000,76.423172
1359000000,80.619514
1360000000,72.139458
1361000000,75.346802
1362000000,83.366135
1363000000,79.773628
1364000000,84.565323
1365000000,83.912247
1366000000,83.776268
1367000000,86.988815
1368000000,83.591438
1369000000,89.452744
1370000000,82.490585
1371000000,78.845955
1372000000,81.587097
1373000000,78.512314
1374000000,95.567101
1375000000,95.055687
1376000000,84.594147
1377000000,80.152222
1378000000,81.416534
1379000000,79.086853
1380000000,82.1036
1381000000,72.489922
1382000000,73.505722
1383000000,76.60038
1384000000,84.827141
1385000000,73.548592
1386000000,81.598457
1387000000,80.162727
1388000000,76.471794
1389000000,75.179855
1390000000,75.244652
1391000000,74.387161
1392000000,72.914658
1393000000,70.667831
1394000000,75.258766
1395000000,77.464386
1396000000,82.912643
1397000000,80.726524
1398000000,72.820526
1399000000,68.286606
1400000000,77.347519
1401000000,78.744568
1402000000,72.824257
1403000000,70.405685
1404000000,70.426323
1405000000,73.008369
1406000000,66.092918
1407000000,68.778961
1408000000,76.262497
1409000000,78.680908
1410000000,72.138206
1411000000,77.556961
1412000000,84.208992
1413000000,71.266991
1414000000,77.980431
1415000000,66.665253
1416000000,78.497246
1417000000,71.046654
1418000000,70.32843
1419000000,71.908386
1420000000,77.799431
1421000000,71.39135
1422000000,70.331734
1423000000,73.994156
1424000000,72.712006
1425000000,71.71936
1426000000,74.543922
1427000000,71.553841
1428000000,72.231728
1429000000,73.341827
1430000000,70.872986
1431000000,67.547516
1432000000,64.612465
1433000000,69.635834
1434000000,67.774788
1435000000,72.379417
1436000000,67.146042
1437000000,67.720215
1438000000,71.542984
1439000000,63.858322
1440000000,72.321617
1441000000,76.098351
1442000000,67.632393
1443000000,71.147751
1444000000,67.395279
1445000000,73.172096
1446000000,67.516518
1447000000,73.0588
1448000000,73.284714
1449000000,73.623833
1450000000,65.045036
1451000000,67.504128
1452000000,69.409851
1453000000,68.985802
1454000000,67.578896
1455000000,71.45076
1456000000,74.203156
1457000000,66.138618
1458000000,68.369011
1459000000,68.416176
1460000000,68.831223
1461000000,63.718044
1462000000,66.936256
1463000000,73.127762
1464000000,64.964287
1465000000,68.449409
1466000000,67.556023
1467000000,71.097359
1468000000,63.746521
1469000000,67.403038
1470000000,68.068634
1471000000,67.951859
1472000000,69.977592
1473000000,68.420227
1474000000,63.380463
1475000000,66.859634
1476000000,67.156471
1477000000,73.657005
1478000000,66.012718
1479000000,61.845268
1480000000,66.405464
1481000000,65.074951
1482000000,69.964157
1483000000,64.119316
1484000000,69.306244
1485000000,65.800377
1486000000,65.198792
1487000000,67.371925
1488000000,66.443954
1489000000,58.222244
1490000000,69.34185
1491000000,69.879669
1492000000,64.88063
1493000000,70.726921
1494000000,63.874905
1495000000,64.118668
1496000000,64.663261
1497000000,60.121323
1498000000,73.528214
1499000000,68.388588
1500000000,62.110237
1501000000,64.662521
1502000000,64.790817
1503000000,60.835281
1504000000,59.864368
1505000000,64.84938
1506000000,59.914082
1507000000,62.267979
1508000000,59.902077
1509000000,63.591503
1510000000,59.922832
1511000000,59.848606
1512000000,64.933243
1513000000,60.25124
1514000000,65.41568
1515000000,63.209183
1516000000,63.496746
1517000000,62.326538
1518000000,64.521523
1519000000,61.761265
1520000000,63.891804
1521000000,60.044106
1522000000,63.68042
1523000000,65.281654
1524000000,65.385872
1525000000,65.562141
1526000000,63.686459
1527000000,60.798302
1528000000,62.102314
1529000000,63.137142
1530000000,59.823162
1531000000,58.798973
1532000000,57.435871
1533000000,60.444687
1534000000,64.094032
1535000000,59.69239
1536000000,58.338089
1537000000,69.935394
1538000000,61.635189
1539000000,59.974033
1540000000,64.889725
1541000000,63.320034
1542000000,63.195782
1543000000,56.449688
1544000000,58.921581
1545000000,60.793953
1546000000,57.565498
1547000000,61.574371
1548000000,59.446907
1549000000,62.043449
1550000000,61.873604
1551000000,58.539524
1552000000,59.858566
1553000000,63.900791
1554000000,60.537655
1555000000,60.333672
1556000000,60.040825
1557000000,61.891628
1558000000,60.434368
1559000000,61.436306
1560000000,62.446434
1561000000,62.630863
1562000000,59.005451
1563000000,63.980209
1564000000,58.528568
1565000000,58.613197
1566000000,62.584824
1567000000,63.978447
1568000000,61.822792
1569000000,61.426353
1570000000,60.683197
1571000000,56.537975
1572000000,55.897053
1573000000,60.390076
1574000000,61.866516
1575000000,67.196472
1576000000,67.647438
1577000000,62.73024
1578000000,62.145348
1579000000,62.010281
1580000000,62.083099
1581000000,63.781303
1582000000,59.419949
1583000000,58.249577
1584000000,63.436844
1585000000,60.894024
1586000000,57.616688
1587000000,56.37048
1588000000,61.74931
1589000000,59.01955
1590000000,61.775253
1591000000,55.163357
1592000000,57.703861
1593000000,58.025299
1594000000,59.571743
1595000000,62.121105
1596000000,60.273067
1597000000,59.902321
1598000000,58.055729
1599000000,63.493988
1600000000,61.749805
1601000000,62.127682
1602000000,57.20805
1603000000,60.926437
1604000000,54.768864
1605000000,57.834587
1606000000,61.102341
1607000000,60.922626
1608000000,58.13427
1609000000,66.983223
1610000000,61.603458
1611000000,69.880791
1612000000,61.666939
1613000000,54.925159
1614000000,62.857189
1615000000,63.478844
1616000000,58.296333
1617000000,57.684181
1618000000,63.702785
1619000000,60.307545
1620000000,60.728558
1621000000,59.650612
1622000000,65.397507
1623000000,59.64204
1624000000,60.462898
1625000000,59.662239
1626000000,59.923546
1627000000,58.932655
1628000000,58.140957
1629000000,62.880505
1630000000,61.696533
1631000000,60.389149
1632000000,62.208706
1633000000,58.706387
1634000000,58.203575
1635000000,60.809765
1636000000,63.784019
1637000000,57.746887
1638000000,59.216919
1639000000,62.832958
1640000000,57.391796
1641000000,59.986164
1642000000,64.382904
1643000000,62.523129
1644000000,56.244129
1645000000,60.972233
1646000000,64.466011
1647000000,67.975006
1648000000,65.669128
1649000000,60.083099
1650000000,58.485306
1651000000,61.324123
1652000000,60.125065
1653000000,56.955585
1654000000,60.716492
1655000000,64.706055
1656000000,63.834526
1657000000,59.981251
1658000000,67.487289
1659000000,61.149574
1660000000,60.51466
1661000000,62.830215
1662000000,58.826546
1663000000,65.299538
1664000000,57.812481
1665000000,59.892883
1666000000,58.977711
1667000000,60.778416
1668000000,66.233231
1669000000,60.352551
1670000000,60.92617
1671000000,63.284027
1672000000,60.696789
1673000000,62.612144
1674000000,60.643757
1675000000,61.30986
1676000000,61.585438
1677000000,58.219875
1678000000,58.870125
1679000000,59.802582
1680000000,62.29612
1681000000,64.09436
1682000000,56.641056
1683000000,58.988197
1684000000,62.475155
1685000000,56.963482
1686000000,61.840584
1687000000,61.406666
1688000000,67.576996
1689000000,66.300407
1690000000,62.979153
1691000000,63.729095
1692000000,54.60994
1693000000,62.146999
1694000000,61.488136
1695000000,64.499207
1696000000,65.871536
1697000000,66.566307
1698000000,57.270912
1699000000,64.864655
1700000000,62.331173
1701000000,63.227608
1702000000,60.472927
1703000000,64.260437
1704000000,58.144428
1705000000,66.595268
1706000000,62.577839
1707000000,63.200565
1708000000,55.024757
1709000000,64.218414
1710000000,68.667564
1711000000,60.107151
1712000000,56.685791
1713000000,58.878048
1714000000,56.54628
1715000000,58.592335
1716000000,60.517376
1717000000,60.266907
1718000000,62.565121
1719000000,61.303024
1720000000,62.664478
1721000000,59.722191
1722000000,54.510193
1723000000,59.605797
1724000000,60.465027
1725000000,65.342476
1726000000,61.404835
1727000000,62.776657
1728000000,62.56786
1729000000,63.106899
1730000000,63.627338
1731000000,57.188374
1732000000,60.886536
1733000000,66.355667
1734000000,62.407166
1735000000,57.371269
1736000000,60.709625
1737000000,66.21196
1738000000,60.848877
1739000000,59.258961
1740000000,62.766922
1741000000,67.324142
1742000000,62.148697
1743000000,61.332638
1744000000,66.212585
1745000000,58.715683
1746000000,64.483627
1747000000,59.588253
1748000000,64.303665
1749000000,60.861591
1750000000,64.798592
1751000000,67.743202
1752000000,60.878017
1753000000,58.905975
1754000000,62.921059
1755000000,62.6856
1756000000,65.630295
1757000000,59.354446
1758000000,61.706741
1759000000,65.028542
1760000000,61.382725
1761000000,69.610237
1762000000,64.407639
1763000000,64.944427
1764000000,67.057121
1765000000,61.355801
1766000000,60.191456
1767000000,62.133373
1768000000,61.219769
1769000000,66.475395
1770000000,62.028111
1771000000,64.093323
1772000000,60.022255
1773000000,63.153587
1774000000,63.952675
1775000000,65.388329
1776000000,72.160454
1777000000,63.121071
1778000000,67.339088
1779000000,66.727371
1780000000,63.355526
1781000000,57.940826
1782000000,60.207645
1783000000,61.079231
1784000000,59.496223
1785000000,60.722843
1786000000,59.740974
1787000000,59.673374
1788000000,61.997787
1789000000,63.619274
1790000000,57.303635
1791000000,58.981972
1792000000,62.374096
1793000000,58.091267
1794000000,61.356098
1795000000,60.784939
1796000000,60.793213
1797000000,56.870117
1798000000,61.399067
1799000000,61.972511
1800000000,61.241116
1801000000,66.599342
1802000000,63.881687
1803000000,64.748405
1804000000,63.212227
1805000000,65.99929
1806000000,59.692352
1807000000,67.176765
1808000000,62.677055
1809000000,61.713722
1810000000,62.944275
1811000000,70.975533
1812000000,65.75692
1813000000,64.497765
1814000000,62.418262
1815000000,65.507736
1816000000,64.852379
1817000000,64.470749
1818000000,59.339985
1819000000,60.541821
1820000000,59.458538
1821000000,57.86763
1822000000,62.378834
1823000000,66.737114
1824000000,59.199486
1825000000,60.125027
1826000000,67.014084
1827000000,59.081871
1828000000,63.150993
1829000000,60.529621
1830000000,58.516911
1831000000,63.741383
1832000000,68.768623
1833000000,64.161552
1834000000,61.291752
1835000000,71.507942
1836000000,65.341858
1837000000,67.769333
1838000000,59.200756
1839000000,63.161251
1840000000,67.602684
1841000000,62.410381
1842000000,59.444027
1843000000,70.438812
1844000000,64.426872
1845000000,66.869667
1846000000,68.223511
1847000000,58.586945
1848000000,69.025795
1849000000,67.315788
1850000000,61.495205
1851000000,67.70034
1852000000,60.544769
1853000000,58.825336
1854000000,65.948715
1855000000,59.994263
1856000000,58.191158
1857000000,63.542141
1858000000,66.769814
1859000000,62.063717
1860000000,64.044075
1861000000,62.468933
1862000000,60.554932
1863000000,63.641403
1864000000,63.117508
1865000000,63.783844
1866000000,62.71096
1867000000,64.883469
1868000000,66.201134
1869000000,59.579159
1870000000,58.196522
1871000000,62.730415
1872000000,67.289047
1873000000,65.859848
1874000000,60.499725
1875000000,63.769394
1876000000,60.597702
1877000000,62.986607
1878000000,64.132095
1879000000,66.683205
1880000000,66.753647
1881000000,63.57901
1882000000,65.097565
1883000000,66.094681
1884000000,65.285881
1885000000,68.030182
1886000000,64.193909
1887000000,63.096939
1888000000,65.747986
1889000000,63.543182
1890000000,66.805061
1891000000,72.229836
1892000000,59.642548
1893000000,67.24836
1894000000,59.830681
1895000000,58.25959
1896000000,70.204048
1897000000,60.095169
1898000000,64.994209
1899000000,62.802666
1900000000,66.898483
1901000000,63.884499
1902000000,66.623779
1903000000,65.503784
1904000000,67.474991
1905000000,66.146355
1906000000,58.955414
1907000000,65.488953
1908000000,60.813477
1909000000,63.759777
1910000000,61.209183
1911000000,59.793739
1912000000,59.702881
1913000000,67.681458
1914000000,60.277588
1915000000,62.725056
1916000000,65.928276
1917000000,66.071014
1918000000,57.885647
1919000000,61.736538
1920000000,69.88932
1921000000,61.750729
1922000000,71.038651
1923000000,70.248268
1924000000,69.410454
1925000000,64.545197
1926000000,74.913239
1927000000,66.00985
1928000000,59.84594
1929000000,79.371307
1930000000,71.579742
1931000000,67.207237
1932000000,61.591457
1933000000,63.079872
1934000000,67.716232
1935000000,69.23098
1936000000,66.96035
1937000000,63.610729
1938000000,66.956375
1939000000,63.902195
1940000000,61.220654
1941000000,68.804291
1942000000,71.021004
1943000000,60.768776
1944000000,62.244129
1945000000,69.924568
1946000000,66.005196
1947000000,63.832581
1948000000,58.768776
1949000000,65.461823
1950000000,65.959023
1951000000,65.405594
1952000000,61.272324
1953000000,70.584335
1954000000,62.065933
1955000000,70.433464
1956000000,60.831917
1957000000,63.08667
1958000000,68.965591
1959000000,64.554497
1960000000,67.880936
1961000000,65.394684
1962000000,70.852524
1963000000,65.946121
1964000000,65.192482
1965000000,69.175056
1966000000,65.022041
1967000000,66.298058
1968000000,58.178162
1969000000,61.059986
1970000000,67.652779
1971000000,69.051346
1972000000,63.626225
1973000000,68.214645
1974000000,72.170036
1975000000,61.878654
1976000000,68.094437
1977000000,59.386082
1978000000,68.915161
1979000000,71.036339
1980000000,68.46386
1981000000,66.74408
1982000000,66.766289
1983000000,67.225273
1984000000,62.994724
1985000000,68.674271
1986000000,60.427834
1987000000,61.108639
1988000000,68.029938
1989000000,67.871178
1990000000,61.306835
1991000000,61.99897
1992000000,68.856743
1993000000,60.852932
1994000000,71.091248
1995000000,67.614708
1996000000,67.647408
1997000000,63.346588
1998000000,74.566071
1999000000,65.965927
2000000000,61.462868
2001000000,59.093464
2002000000,57.465359
2003000000,58.73748
2004000000,59.669128
2005000000,66.798836
2006000000,67.794998
2007000000,70.719963
2008000000,66.528915
2009000000,75.369141
2010000000,60.847466
2011000000,62.577297
2012000000,63.429489
2013000000,62.608253
2014000000,61.563877
2015000000,56.552803
2016000000,66.864716
2017000000,63.032898
2018000000,57.032982
2019000000,57.166725
2020000000,59.277328
2021000000,57.7869
2022000000,61.004845
2023000000,59.410782
2024000000,63.606041
2025000000,60.571659
2026000000,65.951332
2027000000,61.445423
2028000000,60.739307
2029000000,59.456879
2030000000,63.322159
2031000000,65.961441
2032000000,54.91753
2033000000,64.277542
2034000000,64.085922
2035000000,62.164547
2036000000,59.923809
2037000000,61.070126
2038000000,55.6479
2039000000,56.508518
2040000000,60.542042
2041000000,57.512119
2042000000,57.523682
2043000000,62.311501
2044000000,62.421135
2045000000,61.543278
2046000000,52.827927
2047000000,62.785904
2048000000,53.936005
2049000000,60.003761
2050000000,59.738255
2051000000,59.66938
2052000000,61.06979
2053000000,56.145603
2054000000,64.515976
2055000000,57.128323
2056000000,55.918266
2057000000,55.23312
2058000000,52.807995
2059000000,57.822998
2060000000,51.496765
2061000000,56.398991
2062000000,54.747154
2063000000,58.767242
2064000000,54.672276
2065000000,57.590755
2066000000,52.029831
2067000000,60.703362
2068000000,55.079594
2069000000,57.047443
2070000000,51.570766
2071000000,53.916832
2072000000,57.804634
2073000000,55.365856
2074000000,56.703228
2075000000,51.237598
2076000000,52.577198
2077000000,56.043148
2078000000,58.622936
2079000000,50.747265
2080000000,54.463066
2081000000,51.087055
2082000000,49.835659
2083000000,51.612255
2084000000,53.03463
2085000000,54.789665
2086000000,50.072006
2087000000,53.0695
2088000000,52.656513
2089000000,54.467613
2090000000,50.654087
2091000000,58.592316
2092000000,50.702473
2093000000,51.11161
2094000000,49.975956
2095000000,53.025501
2096000000,48.854385
2097000000,55.179836
2098000000,55.800091
2099000000,55.501293
2100000000,48.994324
2101000000,51.70575
2102000000,49.353287
2103000000,55.431843
2104000000,51.293732
2105000000,51.993462
2106000000,52.943905
2107000000,54.178211
2108000000,52.845623
2109000000,51.750565
2110000000,52.536369
2111000000,53.88052
2112000000,47.252243
2113000000,48.16357
2114000000,51.210747
2115000000,51.422722
2116000000,47.624363
2117000000,52.169128
2118000000,48.613319
2119000000,50.412399
2120000000,49.608959
2121000000,45.596161
2122000000,47.177872
2123000000,48.471676
2124000000,53.932873
2125000000,51.423229
2126000000,52.540325
2127000000,46.926842
2128000000,53.836002
2129000000,51.03957
2130000000,52.13039
2131000000,48.495766
2132000000,49.383499
2133000000,46.742382
2134000000,50.320156
2135000000,51.418648
2136000000,49.13018
2137000000,46.698673
2138000000,47.469524
2139000000,48.888935
2140000000,48.216499
2141000000,46.452305
2142000000,47.882786
2143000000,50.169872
2144000000,50.077953
2145000000,48.318581
2146000000,49.016983
2147000000,47.948692
2148000000,49.934948
2149000000,48.692593
2150000000,49.616787
2151000000,49.309006
2152000000,48.317883
2153000000,50.837166
2154000000,46.426605
2155000000,47.430706
2156000000,45.008842
2157000000,49.238697
2158000000,47.235355
2159000000,48.639496
2160000000,49.713795
2161000000,47.6996
2162000000,48.847786
2163000000,47.715965
2164000000,47.797573
2165000000,49.632336
2166000000,52.849812
2167000000,50.261269
2168000000,48.385143
2169000000,51.074764
2170000000,47.91573
2171000000,44.934063
2172000000,46.632408
2173000000,46.257408
2174000000,46.223907
2175000000,50.301907
2176000000,46.162666
2177000000,48.723434
2178000000,43.019226
2179000000,47.529888
2180000000,52.315174
2181000000,45.832558
2182000000,49.207985
2183000000,47.261578
2184000000,46.614346
2185000000,43.753731
2186000000,46.553898
2187000000,44.825836
2188000000,51.31076
2189000000,43.973789
2190000000,45.129524
2191000000,45.741993
2192000000,45.17564
2193000000,44.806404
2194000000,44.884266
2195000000,45.308727
2196000000,42.213432
2197000000,44.435173
2198000000,44.912376
2199000000,46.273602
2200000000,40.710522
2201000000,49.592346
2202000000,43.483013
2203000000,45.14888
2204000000,47.715389
2205000000,42.753124
2206000000,41.110992
2207000000,46.520573
2208000000,47.274426
2209000000,44.2314
2210000000,44.101078
2211000000,44.820267
2212000000,43.011288
2213000000,40.980995
2214000000,48.592266
2215000000,44.454586
2216000000,51.487293
2217000000,42.439278
2218000000,41.316387
2219000000,44.226631
2220000000,46.768864
2221000000,39.28101
2222000000,42.448284
2223000000,44.27718
2224000000,42.18
2225000000,42.846157
2226000000,47.780418
2227000000,43.931751
2228000000,42.672455
2229000000,42.696819
2230000000,38.881443
2231000000,43.552185
2232000000,42.412151
2233000000,43.515194
2234000000,43.309532
2235000000,42.1516
2236000000,41.201641
2237000000,44.089684
2238000000,42.151714
2239000000,41.940811
2240000000,43.812138
2241000000,39.451157
2242000000,42.912476
2243000000,41.628731
2244000000,43.29068
2245000000,41.741798
2246000000,42.960945
2247000000,41.121738
2248000000,40.389805
2249000000,39.671127
2250000000,40.78294
2251000000,43.336227
2252000000,41.254295
2253000000,38.833691
2254000000,42.178082
2255000000,39.75034
2256000000,41.414341
2257000000,39.611221
2258000000,41.292358
2259000000,39.787273
2260000000,39.138157
2261000000,39.504482
2262000000,41.124718
2263000000,42.465168
2264000000,39.109142
2265000000,40.045574
2266000000,37.000076
2267000000,39.213104
2268000000,40.122776
2269000000,39.474926
2270000000,38.02951
2271000000,37.958958
2272000000,42.859314
2273000000,40.519058
2274000000,43.425163
2275000000,37.586437
2276000000,37.701981
2277000000,41.044174
2278000000,40.241096
2279000000,38.523907
2280000000,38.936657
2281000000,37.916866
2282000000,38.441475
2283000000,41.363716
2284000000,42.260704
2285000000,38.711815
2286000000,39.557594
2287000000,40.612694
2288000000,37.132439
2289000000,38.196247
2290000000,38.727837
2291000000,40.710796
2292000000,38.251171
2293000000,39.13018
2294000000,39.8992
2295000000,37.069279
2296000000,38.032349
2297000000,36.640156
2298000000,38.151482
2299000000,37.816254
2300000000,40.794945
2301000000,38.577942
2302000000,35.845013
2303000000,36.38121
2304000000,36.378651
2305000000,38.314102
2306000000,38.482933
2307000000,34.820904
2308000000,37.206379
2309000000,37.14473
2310000000,36.35907
2311000000,39.911346
2312000000,36.341946
2313000000,38.783413
2314000000,37.048756
2315000000,37.148544
2316000000,34.936642
2317000000,35.138832
2318000000,37.113972
2319000000,38.426033
2320000000,35.852551
2321000000,38.615349
2322000000,36.942947
2323000000,38.658569
2324000000,36.801506
2325000000,37.961269
2326000000,37.117382
2327000000,38.707127
2328000000,40.910198
2329000000,38.754868
2330000000,38.539101
2331000000,35.460632
2332000000,38.016739
2333000000,35.484798
2334000000,37.61356
2335000000,40.223557
2336000000,35.455051
2337000000,37.618103
2338000000,36.306622
2339000000,36.374279
2340000000,34.371601
2341000000,37.236465
2342000000,36.908382
2343000000,36.765732
2344000000,33.415367
2345000000,37.635769
2346000000,34.093178
2347000000,35.098408
2348000000,37.764095
2349000000,35.768635
2350000000,37.57972
2351000000,34.802959
2352000000,35.398952
2353000000,34.860851
2354000000,32.642666
2355000000,34.180145
2356000000,33.550823
2357000000,33.086449
2358000000,35.50906
2359000000,35.367073
2360000000,32.505669
2361000000,33.418209
2362000000,34.957298
2363000000,35.406902
2364000000,35.098125
2365000000,33.571556
2366000000,35.913368
2367000000,34.477783
2368000000,33.048252
2369000000,34.333202
2370000000,33.050026
2371000000,32.854591
2372000000,34.512157
2373000000,32.917915
2374000000,34.298203
2375000000,34.552261
